row,run,epoch,kind,new_final,clean,leo_clear_weak,leo_low_elev_weak,leo_rain_weak,leo_mean,lineage_group,prediction_path,truth_path,record_count,clean_correct,leo_clear_weak_correct,leo_low_elev_weak_correct,leo_rain_weak_correct,clean_total,leo_clear_weak_total,leo_low_elev_weak_total,leo_rain_weak_total,scope
R3_B120,a1_r3_budget_s392005_20260909_r2,60,periodic,False,79.09226190476191,63.3827380952381,61.70535714285714,61.738095238095234,62.275396825396825,scratch,/home/szu2070436088/2510044040/CV-SincNet/runs/a1_r3_budget_s392005_20260909_r2/R3_B120/target_epochs/E060/predictions.json,/home/szu2070436088/2510044040/CV-SincNet/runs/phase1_adv3b02_fcr_r1r8_s392005_equalized_20260903_v4/target_truth/truth_sidecar.json,672000,132875,106483,103665,103720,168000,168000,168000,168000,USER_AUTHORIZED_EXPLORATORY_TARGET_MONITOR_NOT_INDEPENDENT_CONFIRMATION
