row,class1_source_clean,class1_source_leo_mean,class1_target_leo_mean,class3_source_clean,class3_source_leo_mean,class3_target_leo_mean
B1_TAIL_LR,98.31111111111112,92.34074074074074,38.11666666666667,96.97777777777777,86.74814814814813,58.52023809523809
