run_id,policy,head_type,loss_mode,source_loss_weight,threshold_policy,unknown_FAR,passes_unknown_far_target,known_closed_accuracy_no_reject,known_full_accuracy_after_reject,old_drop_pp_vs_closed,passes_old_drop_target,passes_dual_target,known_coverage,known_accepted_accuracy,source_accept_quantile,proxy_far_quantile,known_query_count,unknown_query_count,train_known_correct_only,satellite_tta_policy,satellite_tta_view_count
phase1_adv3b02_satblind15_rx20_1_u10_20260702,SATBLIND15_LIN_MIN05,linear,bce,1.0,min_source_proxy,0.1651090383529663,False,0.42833333333333334,0.17916666666666667,24.916666666666668,False,False,0.32416666666666666,0.5526992287917738,1.0,0.05,1200,321,False,sat_rx_blind15,15
phase1_adv3b02_satblind15_rx20_1_u10_20260702,SATBLIND15_LIN_PROXY05,linear,bce,1.0,proxy_far,0.1651090383529663,False,0.42833333333333334,0.17916666666666667,24.916666666666668,False,False,0.32416666666666666,0.5526992287917738,1.0,0.05,1200,321,False,sat_rx_blind15,15
phase1_adv3b02_satblind15_rx20_1_u10_20260702,SATBLIND15_LIN_SRC999,linear,bce,1.0,source_accept,0.9252336621284485,False,0.42833333333333334,0.42333333333333334,0.5000000000000004,True,False,0.9816666666666667,0.4312393887945671,0.999,0.05,1200,321,False,sat_rx_blind15,15
phase1_adv3b02_satblind15_rx20_1_u10_20260702,SATBLIND15_LIN_SRC9999,linear,bce,1.0,source_accept,0.9376947283744812,False,0.42833333333333334,0.4241666666666667,0.4166666666666652,True,False,0.985,0.4306260575296108,0.9999,0.05,1200,321,False,sat_rx_blind15,15
phase1_adv3b02_satblind15_rx20_1_u10_20260702,SATBLIND15_MLP64_MIN05,mlp,bce,1.0,min_source_proxy,0.19003115594387054,False,0.42833333333333334,0.16166666666666665,26.66666666666667,False,False,0.3591666666666667,0.45011600928074247,1.0,0.05,1200,321,False,sat_rx_blind15,15
phase1_adv3b02_satblind15_rx20_1_u10_20260702,SATBLIND15_MLP64_PROXY05,mlp,bce,1.0,proxy_far,0.3925233781337738,False,0.42833333333333334,0.27,15.833333333333332,False,False,0.6,0.45,1.0,0.05,1200,321,False,sat_rx_blind15,15
phase1_adv3b02_satblind15_rx20_1_u10_20260702,SATBLIND15_MLP64_SRC9999,mlp,bce,1.0,source_accept,0.19003115594387054,False,0.42833333333333334,0.16166666666666665,26.66666666666667,False,False,0.3591666666666667,0.45011600928074247,0.9999,0.05,1200,321,False,sat_rx_blind15,15
phase1_adv3b02_satblind15_rx20_1_u10_20260702,SATBLIND15_MLP_M20_PROXY05,mlp,margin,20.0,proxy_far,0.19314642250537872,False,0.42833333333333334,0.15833333333333333,27.0,False,False,0.32666666666666666,0.4846938775510204,1.0,0.05,1200,321,False,sat_rx_blind15,15
phase1_adv3b02_satblind15_rx20_1_u10_20260702,SATBLIND15_MLP_M20_SRC9999,mlp,margin,20.0,source_accept,0.4828660488128662,False,0.42833333333333334,0.2975,13.083333333333336,False,False,0.6675,0.44569288389513106,0.9999,0.05,1200,321,False,sat_rx_blind15,15
phase1_adv3b02_satblind15_rx20_1_u10_20260702,SATBLIND15_MLP_M50_COR_PROXY05,mlp,margin,50.0,proxy_far,0.090342678129673,False,0.42833333333333334,0.18583333333333332,24.250000000000004,False,False,0.23583333333333334,0.7879858657243817,1.0,0.05,1200,321,True,sat_rx_blind15,15
phase1_adv3b02_satblind15_rx20_1_u10_20260702,SATBLIND15_MLP_M50_COR_SRC9999,mlp,margin,50.0,source_accept,0.20872274041175842,False,0.42833333333333334,0.26166666666666666,16.666666666666668,False,False,0.3775,0.6931567328918322,0.9999,0.05,1200,321,True,sat_rx_blind15,15
phase1_adv3b02_satblind15_rx20_1_u10_20260702,SATBLIND15_MLP_M50_PROXY02,mlp,margin,50.0,proxy_far,0.07476635277271271,False,0.42833333333333334,0.08166666666666667,34.66666666666667,False,False,0.1675,0.48756218905472637,1.0,0.02,1200,321,False,sat_rx_blind15,15
