family,run_id,policy,oracle_type,unknown_FAR,passes_unknown_far_target,known_closed_accuracy_no_reject,known_full_accuracy_after_reject,old_drop_pp_vs_closed,passes_old_drop_target,passes_dual_target,known_coverage,known_correct_accepted_count,known_closed_correct_count,unknown_accepted_count,known_query_count,unknown_query_count
satblind15,phase1_adv3b02_satblind15_rx20_1_u10_20260702,SATBLIND15_MLP_M50_SRC9999,class_conditional,0.04984423676012461,True,0.42833333333333334,0.155,27.333333333333332,False,False,0.20333333333333334,186,514,16,1200,321
satblind15,phase1_adv3b02_satblind15_rx20_1_u1_20260702,SATBLIND15_LIN_MIN05,global,0.047619047619047616,True,0.42833333333333334,0.1825,24.583333333333336,False,False,0.3333333333333333,219,514,17,1200,357
satblind15,phase1_adv3b02_satblind15_rx20_1_u1_20260702,SATBLIND15_LIN_MIN05,global_under_far,0.047619047619047616,True,0.42833333333333334,0.1825,24.583333333333336,False,False,0.3333333333333333,219,514,17,1200,357
satblind15,phase1_adv3b02_satblind15_rx20_1_u1_20260702,SATBLIND15_LIN_MIN05,class_conditional,0.047619047619047616,True,0.42833333333333334,0.23,19.833333333333332,False,False,0.43916666666666665,276,514,17,1200,357
satblind15,phase1_adv3b02_satblind15_rx20_1_u1_20260702,SATBLIND15_LIN_PROXY05,global,0.047619047619047616,True,0.42833333333333334,0.1825,24.583333333333336,False,False,0.3333333333333333,219,514,17,1200,357
satblind15,phase1_adv3b02_satblind15_rx20_1_u1_20260702,SATBLIND15_LIN_PROXY05,global_under_far,0.047619047619047616,True,0.42833333333333334,0.1825,24.583333333333336,False,False,0.3333333333333333,219,514,17,1200,357
satblind15,phase1_adv3b02_satblind15_rx20_1_u1_20260702,SATBLIND15_LIN_PROXY05,class_conditional,0.047619047619047616,True,0.42833333333333334,0.23,19.833333333333332,False,False,0.43916666666666665,276,514,17,1200,357
satblind15,phase1_adv3b02_satblind15_rx20_1_u1_20260702,SATBLIND15_LIN_SRC9999,global,0.047619047619047616,True,0.42833333333333334,0.1825,24.583333333333336,False,False,0.3333333333333333,219,514,17,1200,357
satblind15,phase1_adv3b02_satblind15_rx20_1_u1_20260702,SATBLIND15_LIN_SRC9999,global_under_far,0.047619047619047616,True,0.42833333333333334,0.1825,24.583333333333336,False,False,0.3333333333333333,219,514,17,1200,357
satblind15,phase1_adv3b02_satblind15_rx20_1_u1_20260702,SATBLIND15_LIN_SRC9999,class_conditional,0.047619047619047616,True,0.42833333333333334,0.23,19.833333333333332,False,False,0.43916666666666665,276,514,17,1200,357
satblind15,phase1_adv3b02_satblind15_rx20_1_u1_20260702,SATBLIND15_LIN_SRC999,global,0.047619047619047616,True,0.42833333333333334,0.1825,24.583333333333336,False,False,0.3333333333333333,219,514,17,1200,357
satblind15,phase1_adv3b02_satblind15_rx20_1_u1_20260702,SATBLIND15_LIN_SRC999,global_under_far,0.047619047619047616,True,0.42833333333333334,0.1825,24.583333333333336,False,False,0.3333333333333333,219,514,17,1200,357
satblind15,phase1_adv3b02_satblind15_rx20_1_u1_20260702,SATBLIND15_LIN_SRC999,class_conditional,0.047619047619047616,True,0.42833333333333334,0.23,19.833333333333332,False,False,0.43916666666666665,276,514,17,1200,357
satblind15,phase1_adv3b02_satblind15_rx20_1_u1_20260702,SATBLIND15_MLP64_MIN05,global,0.047619047619047616,True,0.42833333333333334,0.15083333333333335,27.749999999999996,False,False,0.3283333333333333,181,514,17,1200,357
satblind15,phase1_adv3b02_satblind15_rx20_1_u1_20260702,SATBLIND15_MLP64_MIN05,global_under_far,0.047619047619047616,True,0.42833333333333334,0.15083333333333335,27.749999999999996,False,False,0.3283333333333333,181,514,17,1200,357
satblind15,phase1_adv3b02_satblind15_rx20_1_u1_20260702,SATBLIND15_MLP64_MIN05,class_conditional,0.047619047619047616,True,0.42833333333333334,0.20333333333333334,22.5,False,False,0.4375,244,514,17,1200,357
satblind15,phase1_adv3b02_satblind15_rx20_1_u1_20260702,SATBLIND15_MLP64_PROXY05,global,0.047619047619047616,True,0.42833333333333334,0.15083333333333335,27.749999999999996,False,False,0.3283333333333333,181,514,17,1200,357
satblind15,phase1_adv3b02_satblind15_rx20_1_u1_20260702,SATBLIND15_MLP64_PROXY05,global_under_far,0.047619047619047616,True,0.42833333333333334,0.15083333333333335,27.749999999999996,False,False,0.3283333333333333,181,514,17,1200,357
satblind15,phase1_adv3b02_satblind15_rx20_1_u1_20260702,SATBLIND15_MLP64_PROXY05,class_conditional,0.047619047619047616,True,0.42833333333333334,0.20333333333333334,22.5,False,False,0.4375,244,514,17,1200,357
satblind15,phase1_adv3b02_satblind15_rx20_1_u1_20260702,SATBLIND15_MLP64_SRC9999,global,0.047619047619047616,True,0.42833333333333334,0.15083333333333335,27.749999999999996,False,False,0.3283333333333333,181,514,17,1200,357
satblind15,phase1_adv3b02_satblind15_rx20_1_u1_20260702,SATBLIND15_MLP64_SRC9999,global_under_far,0.047619047619047616,True,0.42833333333333334,0.15083333333333335,27.749999999999996,False,False,0.3283333333333333,181,514,17,1200,357
satblind15,phase1_adv3b02_satblind15_rx20_1_u1_20260702,SATBLIND15_MLP64_SRC9999,class_conditional,0.047619047619047616,True,0.42833333333333334,0.20333333333333334,22.5,False,False,0.4375,244,514,17,1200,357
satblind15,phase1_adv3b02_satblind15_rx20_1_u1_20260702,SATBLIND15_MLP_M20_PROXY05,global,0.047619047619047616,True,0.42833333333333334,0.14583333333333334,28.249999999999996,False,False,0.2991666666666667,175,514,17,1200,357
satblind15,phase1_adv3b02_satblind15_rx20_1_u1_20260702,SATBLIND15_MLP_M20_PROXY05,global_under_far,0.047619047619047616,True,0.42833333333333334,0.14583333333333334,28.249999999999996,False,False,0.2991666666666667,175,514,17,1200,357
satblind15,phase1_adv3b02_satblind15_rx20_1_u1_20260702,SATBLIND15_MLP_M20_PROXY05,class_conditional,0.047619047619047616,True,0.42833333333333334,0.19,23.833333333333336,False,False,0.3875,228,514,17,1200,357
satblind15,phase1_adv3b02_satblind15_rx20_1_u1_20260702,SATBLIND15_MLP_M20_SRC9999,global,0.047619047619047616,True,0.42833333333333334,0.14583333333333334,28.249999999999996,False,False,0.2991666666666667,175,514,17,1200,357
satblind15,phase1_adv3b02_satblind15_rx20_1_u1_20260702,SATBLIND15_MLP_M20_SRC9999,global_under_far,0.047619047619047616,True,0.42833333333333334,0.14583333333333334,28.249999999999996,False,False,0.2991666666666667,175,514,17,1200,357
satblind15,phase1_adv3b02_satblind15_rx20_1_u1_20260702,SATBLIND15_MLP_M20_SRC9999,class_conditional,0.047619047619047616,True,0.42833333333333334,0.19,23.833333333333336,False,False,0.3875,228,514,17,1200,357
satblind15,phase1_adv3b02_satblind15_rx20_1_u1_20260702,SATBLIND15_MLP_M50_COR_PROXY05,global,0.047619047619047616,True,0.42833333333333334,0.16666666666666666,26.16666666666667,False,False,0.205,200,514,17,1200,357
satblind15,phase1_adv3b02_satblind15_rx20_1_u1_20260702,SATBLIND15_MLP_M50_COR_PROXY05,global_under_far,0.047619047619047616,True,0.42833333333333334,0.16666666666666666,26.16666666666667,False,False,0.205,200,514,17,1200,357
satblind15,phase1_adv3b02_satblind15_rx20_1_u1_20260702,SATBLIND15_MLP_M50_COR_PROXY05,class_conditional,0.047619047619047616,True,0.42833333333333334,0.2275,20.083333333333332,False,False,0.35,273,514,17,1200,357
satblind15,phase1_adv3b02_satblind15_rx20_1_u1_20260702,SATBLIND15_MLP_M50_COR_SRC9999,global,0.047619047619047616,True,0.42833333333333334,0.16666666666666666,26.16666666666667,False,False,0.205,200,514,17,1200,357
satblind15,phase1_adv3b02_satblind15_rx20_1_u1_20260702,SATBLIND15_MLP_M50_COR_SRC9999,global_under_far,0.047619047619047616,True,0.42833333333333334,0.16666666666666666,26.16666666666667,False,False,0.205,200,514,17,1200,357
satblind15,phase1_adv3b02_satblind15_rx20_1_u1_20260702,SATBLIND15_MLP_M50_COR_SRC9999,class_conditional,0.047619047619047616,True,0.42833333333333334,0.2275,20.083333333333332,False,False,0.35,273,514,17,1200,357
satblind15,phase1_adv3b02_satblind15_rx20_1_u1_20260702,SATBLIND15_MLP_M50_PROXY02,global,0.047619047619047616,True,0.42833333333333334,0.12416666666666666,30.41666666666667,False,False,0.24333333333333335,149,514,17,1200,357
satblind15,phase1_adv3b02_satblind15_rx20_1_u1_20260702,SATBLIND15_MLP_M50_PROXY02,global_under_far,0.047619047619047616,True,0.42833333333333334,0.12416666666666666,30.41666666666667,False,False,0.24333333333333335,149,514,17,1200,357
satblind15,phase1_adv3b02_satblind15_rx20_1_u1_20260702,SATBLIND15_MLP_M50_PROXY02,class_conditional,0.047619047619047616,True,0.42833333333333334,0.17666666666666667,25.16666666666667,False,False,0.2991666666666667,212,514,17,1200,357
satblind15,phase1_adv3b02_satblind15_rx20_1_u1_20260702,SATBLIND15_MLP_M50_PROXY05,global,0.047619047619047616,True,0.42833333333333334,0.12416666666666666,30.41666666666667,False,False,0.24333333333333335,149,514,17,1200,357
satblind15,phase1_adv3b02_satblind15_rx20_1_u1_20260702,SATBLIND15_MLP_M50_PROXY05,global_under_far,0.047619047619047616,True,0.42833333333333334,0.12416666666666666,30.41666666666667,False,False,0.24333333333333335,149,514,17,1200,357
satblind15,phase1_adv3b02_satblind15_rx20_1_u1_20260702,SATBLIND15_MLP_M50_PROXY05,class_conditional,0.047619047619047616,True,0.42833333333333334,0.17666666666666667,25.16666666666667,False,False,0.2991666666666667,212,514,17,1200,357
satblind15,phase1_adv3b02_satblind15_rx20_1_u1_20260702,SATBLIND15_MLP_M50_SRC9999,global,0.047619047619047616,True,0.42833333333333334,0.12416666666666666,30.41666666666667,False,False,0.24333333333333335,149,514,17,1200,357
satblind15,phase1_adv3b02_satblind15_rx20_1_u1_20260702,SATBLIND15_MLP_M50_SRC9999,global_under_far,0.047619047619047616,True,0.42833333333333334,0.12416666666666666,30.41666666666667,False,False,0.24333333333333335,149,514,17,1200,357
satblind15,phase1_adv3b02_satblind15_rx20_1_u1_20260702,SATBLIND15_MLP_M50_SRC9999,class_conditional,0.047619047619047616,True,0.42833333333333334,0.17666666666666667,25.16666666666667,False,False,0.2991666666666667,212,514,17,1200,357
satblind15,phase1_adv3b02_satblind15_rx3_19_u10_20260702,SATBLIND15_LIN_MIN05,global,0.04336043360433604,True,0.32166666666666666,0.025,29.666666666666664,False,False,0.0525,30,386,16,1200,369
satblind15,phase1_adv3b02_satblind15_rx3_19_u10_20260702,SATBLIND15_LIN_MIN05,global_under_far,0.04336043360433604,True,0.32166666666666666,0.025,29.666666666666664,False,False,0.0525,30,386,16,1200,369
satblind15,phase1_adv3b02_satblind15_rx3_19_u10_20260702,SATBLIND15_LIN_MIN05,class_conditional,0.04878048780487805,True,0.32166666666666666,0.059166666666666666,26.25,False,False,0.09,71,386,18,1200,369
satblind15,phase1_adv3b02_satblind15_rx3_19_u10_20260702,SATBLIND15_LIN_PROXY05,global,0.04336043360433604,True,0.32166666666666666,0.025,29.666666666666664,False,False,0.0525,30,386,16,1200,369
satblind15,phase1_adv3b02_satblind15_rx3_19_u10_20260702,SATBLIND15_LIN_PROXY05,global_under_far,0.04336043360433604,True,0.32166666666666666,0.025,29.666666666666664,False,False,0.0525,30,386,16,1200,369
satblind15,phase1_adv3b02_satblind15_rx3_19_u10_20260702,SATBLIND15_LIN_PROXY05,class_conditional,0.04878048780487805,True,0.32166666666666666,0.059166666666666666,26.25,False,False,0.09,71,386,18,1200,369
satblind15,phase1_adv3b02_satblind15_rx3_19_u10_20260702,SATBLIND15_LIN_SRC9999,global,0.04336043360433604,True,0.32166666666666666,0.025,29.666666666666664,False,False,0.0525,30,386,16,1200,369
satblind15,phase1_adv3b02_satblind15_rx3_19_u10_20260702,SATBLIND15_LIN_SRC9999,global_under_far,0.04336043360433604,True,0.32166666666666666,0.025,29.666666666666664,False,False,0.0525,30,386,16,1200,369
satblind15,phase1_adv3b02_satblind15_rx3_19_u10_20260702,SATBLIND15_LIN_SRC9999,class_conditional,0.04878048780487805,True,0.32166666666666666,0.059166666666666666,26.25,False,False,0.09,71,386,18,1200,369
satblind15,phase1_adv3b02_satblind15_rx3_19_u10_20260702,SATBLIND15_LIN_SRC999,global,0.04336043360433604,True,0.32166666666666666,0.025,29.666666666666664,False,False,0.0525,30,386,16,1200,369
satblind15,phase1_adv3b02_satblind15_rx3_19_u10_20260702,SATBLIND15_LIN_SRC999,global_under_far,0.04336043360433604,True,0.32166666666666666,0.025,29.666666666666664,False,False,0.0525,30,386,16,1200,369
satblind15,phase1_adv3b02_satblind15_rx3_19_u10_20260702,SATBLIND15_LIN_SRC999,class_conditional,0.04878048780487805,True,0.32166666666666666,0.059166666666666666,26.25,False,False,0.09,71,386,18,1200,369
satblind15,phase1_adv3b02_satblind15_rx3_19_u10_20260702,SATBLIND15_MLP64_MIN05,global,0.04878048780487805,True,0.32166666666666666,0.021666666666666667,30.0,False,False,0.06166666666666667,26,386,18,1200,369
satblind15,phase1_adv3b02_satblind15_rx3_19_u10_20260702,SATBLIND15_MLP64_MIN05,global_under_far,0.04878048780487805,True,0.32166666666666666,0.021666666666666667,30.0,False,False,0.06166666666666667,26,386,18,1200,369
satblind15,phase1_adv3b02_satblind15_rx3_19_u10_20260702,SATBLIND15_MLP64_MIN05,class_conditional,0.04878048780487805,True,0.32166666666666666,0.05583333333333333,26.583333333333332,False,False,0.095,67,386,18,1200,369
satblind15,phase1_adv3b02_satblind15_rx3_19_u10_20260702,SATBLIND15_MLP64_PROXY05,global,0.04878048780487805,True,0.32166666666666666,0.021666666666666667,30.0,False,False,0.06166666666666667,26,386,18,1200,369
satblind15,phase1_adv3b02_satblind15_rx3_19_u10_20260702,SATBLIND15_MLP64_PROXY05,global_under_far,0.04878048780487805,True,0.32166666666666666,0.021666666666666667,30.0,False,False,0.06166666666666667,26,386,18,1200,369
satblind15,phase1_adv3b02_satblind15_rx3_19_u10_20260702,SATBLIND15_MLP64_PROXY05,class_conditional,0.04878048780487805,True,0.32166666666666666,0.05583333333333333,26.583333333333332,False,False,0.095,67,386,18,1200,369
satblind15,phase1_adv3b02_satblind15_rx3_19_u10_20260702,SATBLIND15_MLP64_SRC9999,global,0.04878048780487805,True,0.32166666666666666,0.021666666666666667,30.0,False,False,0.06166666666666667,26,386,18,1200,369
satblind15,phase1_adv3b02_satblind15_rx3_19_u10_20260702,SATBLIND15_MLP64_SRC9999,global_under_far,0.04878048780487805,True,0.32166666666666666,0.021666666666666667,30.0,False,False,0.06166666666666667,26,386,18,1200,369
satblind15,phase1_adv3b02_satblind15_rx3_19_u10_20260702,SATBLIND15_MLP64_SRC9999,class_conditional,0.04878048780487805,True,0.32166666666666666,0.05583333333333333,26.583333333333332,False,False,0.095,67,386,18,1200,369
satblind15,phase1_adv3b02_satblind15_rx3_19_u10_20260702,SATBLIND15_MLP_M20_PROXY05,global,0.04878048780487805,True,0.32166666666666666,0.03833333333333333,28.333333333333332,False,False,0.0875,46,386,18,1200,369
satblind15,phase1_adv3b02_satblind15_rx3_19_u10_20260702,SATBLIND15_MLP_M20_PROXY05,global_under_far,0.04878048780487805,True,0.32166666666666666,0.03833333333333333,28.333333333333332,False,False,0.0875,46,386,18,1200,369
satblind15,phase1_adv3b02_satblind15_rx3_19_u10_20260702,SATBLIND15_MLP_M20_PROXY05,class_conditional,0.04878048780487805,True,0.32166666666666666,0.07083333333333333,25.083333333333336,False,False,0.13333333333333333,85,386,18,1200,369
satblind15,phase1_adv3b02_satblind15_rx3_19_u10_20260702,SATBLIND15_MLP_M20_SRC9999,global,0.04878048780487805,True,0.32166666666666666,0.03833333333333333,28.333333333333332,False,False,0.0875,46,386,18,1200,369
satblind15,phase1_adv3b02_satblind15_rx3_19_u10_20260702,SATBLIND15_MLP_M20_SRC9999,global_under_far,0.04878048780487805,True,0.32166666666666666,0.03833333333333333,28.333333333333332,False,False,0.0875,46,386,18,1200,369
satblind15,phase1_adv3b02_satblind15_rx3_19_u10_20260702,SATBLIND15_MLP_M20_SRC9999,class_conditional,0.04878048780487805,True,0.32166666666666666,0.07083333333333333,25.083333333333336,False,False,0.13333333333333333,85,386,18,1200,369
satblind15,phase1_adv3b02_satblind15_rx3_19_u10_20260702,SATBLIND15_MLP_M50_COR_PROXY05,global,0.04607046070460705,True,0.32166666666666666,0.0775,24.416666666666664,False,False,0.12083333333333333,93,386,17,1200,369
satblind15,phase1_adv3b02_satblind15_rx3_19_u10_20260702,SATBLIND15_MLP_M50_COR_PROXY05,global_under_far,0.04607046070460705,True,0.32166666666666666,0.0775,24.416666666666664,False,False,0.12083333333333333,93,386,17,1200,369
satblind15,phase1_adv3b02_satblind15_rx3_19_u10_20260702,SATBLIND15_MLP_M50_COR_PROXY05,class_conditional,0.04878048780487805,True,0.32166666666666666,0.10416666666666667,21.749999999999996,False,False,0.1575,125,386,18,1200,369
satblind15,phase1_adv3b02_satblind15_rx3_19_u10_20260702,SATBLIND15_MLP_M50_COR_SRC9999,global,0.04607046070460705,True,0.32166666666666666,0.0775,24.416666666666664,False,False,0.12083333333333333,93,386,17,1200,369
satblind15,phase1_adv3b02_satblind15_rx3_19_u10_20260702,SATBLIND15_MLP_M50_COR_SRC9999,global_under_far,0.04607046070460705,True,0.32166666666666666,0.0775,24.416666666666664,False,False,0.12083333333333333,93,386,17,1200,369
satblind15,phase1_adv3b02_satblind15_rx3_19_u10_20260702,SATBLIND15_MLP_M50_COR_SRC9999,class_conditional,0.04878048780487805,True,0.32166666666666666,0.10416666666666667,21.749999999999996,False,False,0.1575,125,386,18,1200,369
satblind15,phase1_adv3b02_satblind15_rx3_19_u10_20260702,SATBLIND15_MLP_M50_PROXY02,global,0.04878048780487805,True,0.32166666666666666,0.035,28.666666666666664,False,False,0.085,42,386,18,1200,369
satblind15,phase1_adv3b02_satblind15_rx3_19_u10_20260702,SATBLIND15_MLP_M50_PROXY02,global_under_far,0.04878048780487805,True,0.32166666666666666,0.035,28.666666666666664,False,False,0.085,42,386,18,1200,369
satblind15,phase1_adv3b02_satblind15_rx3_19_u10_20260702,SATBLIND15_MLP_M50_PROXY02,class_conditional,0.04878048780487805,True,0.32166666666666666,0.07,25.166666666666664,False,False,0.12833333333333333,84,386,18,1200,369
