family,run_id,policy,oracle_type,unknown_FAR,passes_unknown_far_target,known_closed_accuracy_no_reject,known_full_accuracy_after_reject,old_drop_pp_vs_closed,passes_old_drop_target,passes_dual_target,known_coverage,known_correct_accepted_count,known_closed_correct_count,unknown_accepted_count,known_query_count,unknown_query_count
satblind15,phase1_adv3b02_satblind15_rx20_1_u10_20260702,SATBLIND15_LIN_MIN05,global,0.04984423676012461,True,0.42833333333333334,0.09166666666666666,33.666666666666664,False,False,0.15,110,514,16,1200,321
satblind15,phase1_adv3b02_satblind15_rx20_1_u10_20260702,SATBLIND15_LIN_MIN05,global_under_far,0.04984423676012461,True,0.42833333333333334,0.09166666666666666,33.666666666666664,False,False,0.15,110,514,16,1200,321
satblind15,phase1_adv3b02_satblind15_rx20_1_u10_20260702,SATBLIND15_LIN_MIN05,class_conditional,0.04984423676012461,True,0.42833333333333334,0.14166666666666666,28.666666666666668,False,False,0.2,170,514,16,1200,321
satblind15,phase1_adv3b02_satblind15_rx20_1_u10_20260702,SATBLIND15_LIN_PROXY05,global,0.04984423676012461,True,0.42833333333333334,0.09166666666666666,33.666666666666664,False,False,0.15,110,514,16,1200,321
satblind15,phase1_adv3b02_satblind15_rx20_1_u10_20260702,SATBLIND15_LIN_PROXY05,global_under_far,0.04984423676012461,True,0.42833333333333334,0.09166666666666666,33.666666666666664,False,False,0.15,110,514,16,1200,321
satblind15,phase1_adv3b02_satblind15_rx20_1_u10_20260702,SATBLIND15_LIN_PROXY05,class_conditional,0.04984423676012461,True,0.42833333333333334,0.14166666666666666,28.666666666666668,False,False,0.2,170,514,16,1200,321
satblind15,phase1_adv3b02_satblind15_rx20_1_u10_20260702,SATBLIND15_LIN_SRC9999,global,0.04984423676012461,True,0.42833333333333334,0.09166666666666666,33.666666666666664,False,False,0.15,110,514,16,1200,321
satblind15,phase1_adv3b02_satblind15_rx20_1_u10_20260702,SATBLIND15_LIN_SRC9999,global_under_far,0.04984423676012461,True,0.42833333333333334,0.09166666666666666,33.666666666666664,False,False,0.15,110,514,16,1200,321
satblind15,phase1_adv3b02_satblind15_rx20_1_u10_20260702,SATBLIND15_LIN_SRC9999,class_conditional,0.04984423676012461,True,0.42833333333333334,0.14166666666666666,28.666666666666668,False,False,0.2,170,514,16,1200,321
satblind15,phase1_adv3b02_satblind15_rx20_1_u10_20260702,SATBLIND15_LIN_SRC999,global,0.04984423676012461,True,0.42833333333333334,0.09166666666666666,33.666666666666664,False,False,0.15,110,514,16,1200,321
satblind15,phase1_adv3b02_satblind15_rx20_1_u10_20260702,SATBLIND15_LIN_SRC999,global_under_far,0.04984423676012461,True,0.42833333333333334,0.09166666666666666,33.666666666666664,False,False,0.15,110,514,16,1200,321
satblind15,phase1_adv3b02_satblind15_rx20_1_u10_20260702,SATBLIND15_LIN_SRC999,class_conditional,0.04984423676012461,True,0.42833333333333334,0.14166666666666666,28.666666666666668,False,False,0.2,170,514,16,1200,321
satblind15,phase1_adv3b02_satblind15_rx20_1_u10_20260702,SATBLIND15_MLP64_MIN05,global,0.04984423676012461,True,0.42833333333333334,0.04666666666666667,38.166666666666664,False,False,0.1125,56,514,16,1200,321
satblind15,phase1_adv3b02_satblind15_rx20_1_u10_20260702,SATBLIND15_MLP64_MIN05,global_under_far,0.04984423676012461,True,0.42833333333333334,0.04666666666666667,38.166666666666664,False,False,0.1125,56,514,16,1200,321
satblind15,phase1_adv3b02_satblind15_rx20_1_u10_20260702,SATBLIND15_MLP64_MIN05,class_conditional,0.04984423676012461,True,0.42833333333333334,0.115,31.333333333333336,False,False,0.1625,138,514,16,1200,321
satblind15,phase1_adv3b02_satblind15_rx20_1_u10_20260702,SATBLIND15_MLP64_PROXY05,global,0.04984423676012461,True,0.42833333333333334,0.04666666666666667,38.166666666666664,False,False,0.1125,56,514,16,1200,321
satblind15,phase1_adv3b02_satblind15_rx20_1_u10_20260702,SATBLIND15_MLP64_PROXY05,global_under_far,0.04984423676012461,True,0.42833333333333334,0.04666666666666667,38.166666666666664,False,False,0.1125,56,514,16,1200,321
satblind15,phase1_adv3b02_satblind15_rx20_1_u10_20260702,SATBLIND15_MLP64_PROXY05,class_conditional,0.04984423676012461,True,0.42833333333333334,0.115,31.333333333333336,False,False,0.1625,138,514,16,1200,321
satblind15,phase1_adv3b02_satblind15_rx20_1_u10_20260702,SATBLIND15_MLP64_SRC9999,global,0.04984423676012461,True,0.42833333333333334,0.04666666666666667,38.166666666666664,False,False,0.1125,56,514,16,1200,321
satblind15,phase1_adv3b02_satblind15_rx20_1_u10_20260702,SATBLIND15_MLP64_SRC9999,global_under_far,0.04984423676012461,True,0.42833333333333334,0.04666666666666667,38.166666666666664,False,False,0.1125,56,514,16,1200,321
satblind15,phase1_adv3b02_satblind15_rx20_1_u10_20260702,SATBLIND15_MLP64_SRC9999,class_conditional,0.04984423676012461,True,0.42833333333333334,0.115,31.333333333333336,False,False,0.1625,138,514,16,1200,321
satblind15,phase1_adv3b02_satblind15_rx20_1_u10_20260702,SATBLIND15_MLP_M20_PROXY05,global,0.04672897196261682,True,0.42833333333333334,0.0675,36.083333333333336,False,False,0.12166666666666667,81,514,15,1200,321
satblind15,phase1_adv3b02_satblind15_rx20_1_u10_20260702,SATBLIND15_MLP_M20_PROXY05,global_under_far,0.04672897196261682,True,0.42833333333333334,0.0675,36.083333333333336,False,False,0.12166666666666667,81,514,15,1200,321
satblind15,phase1_adv3b02_satblind15_rx20_1_u10_20260702,SATBLIND15_MLP_M20_PROXY05,class_conditional,0.04984423676012461,True,0.42833333333333334,0.1475,28.08333333333334,False,False,0.21416666666666667,177,514,16,1200,321
satblind15,phase1_adv3b02_satblind15_rx20_1_u10_20260702,SATBLIND15_MLP_M20_SRC9999,global,0.04672897196261682,True,0.42833333333333334,0.0675,36.083333333333336,False,False,0.12166666666666667,81,514,15,1200,321
satblind15,phase1_adv3b02_satblind15_rx20_1_u10_20260702,SATBLIND15_MLP_M20_SRC9999,global_under_far,0.04672897196261682,True,0.42833333333333334,0.0675,36.083333333333336,False,False,0.12166666666666667,81,514,15,1200,321
satblind15,phase1_adv3b02_satblind15_rx20_1_u10_20260702,SATBLIND15_MLP_M20_SRC9999,class_conditional,0.04984423676012461,True,0.42833333333333334,0.1475,28.08333333333334,False,False,0.21416666666666667,177,514,16,1200,321
satblind15,phase1_adv3b02_satblind15_rx20_1_u10_20260702,SATBLIND15_MLP_M50_COR_PROXY05,global,0.04984423676012461,True,0.42833333333333334,0.14583333333333334,28.249999999999996,False,False,0.17333333333333334,175,514,16,1200,321
satblind15,phase1_adv3b02_satblind15_rx20_1_u10_20260702,SATBLIND15_MLP_M50_COR_PROXY05,global_under_far,0.04984423676012461,True,0.42833333333333334,0.14583333333333334,28.249999999999996,False,False,0.17333333333333334,175,514,16,1200,321
satblind15,phase1_adv3b02_satblind15_rx20_1_u10_20260702,SATBLIND15_MLP_M50_COR_PROXY05,class_conditional,0.04984423676012461,True,0.42833333333333334,0.19416666666666665,23.416666666666668,False,False,0.22666666666666666,233,514,16,1200,321
satblind15,phase1_adv3b02_satblind15_rx20_1_u10_20260702,SATBLIND15_MLP_M50_COR_SRC9999,global,0.04984423676012461,True,0.42833333333333334,0.14583333333333334,28.249999999999996,False,False,0.17333333333333334,175,514,16,1200,321
satblind15,phase1_adv3b02_satblind15_rx20_1_u10_20260702,SATBLIND15_MLP_M50_COR_SRC9999,global_under_far,0.04984423676012461,True,0.42833333333333334,0.14583333333333334,28.249999999999996,False,False,0.17333333333333334,175,514,16,1200,321
satblind15,phase1_adv3b02_satblind15_rx20_1_u10_20260702,SATBLIND15_MLP_M50_COR_SRC9999,class_conditional,0.04984423676012461,True,0.42833333333333334,0.19416666666666665,23.416666666666668,False,False,0.22666666666666666,233,514,16,1200,321
satblind15,phase1_adv3b02_satblind15_rx20_1_u10_20260702,SATBLIND15_MLP_M50_PROXY02,global,0.04984423676012461,True,0.42833333333333334,0.060833333333333336,36.75,False,False,0.11416666666666667,73,514,16,1200,321
satblind15,phase1_adv3b02_satblind15_rx20_1_u10_20260702,SATBLIND15_MLP_M50_PROXY02,global_under_far,0.04984423676012461,True,0.42833333333333334,0.060833333333333336,36.75,False,False,0.11416666666666667,73,514,16,1200,321
satblind15,phase1_adv3b02_satblind15_rx20_1_u10_20260702,SATBLIND15_MLP_M50_PROXY02,class_conditional,0.04984423676012461,True,0.42833333333333334,0.155,27.333333333333332,False,False,0.20333333333333334,186,514,16,1200,321
satblind15,phase1_adv3b02_satblind15_rx20_1_u10_20260702,SATBLIND15_MLP_M50_PROXY05,global,0.04984423676012461,True,0.42833333333333334,0.060833333333333336,36.75,False,False,0.11416666666666667,73,514,16,1200,321
satblind15,phase1_adv3b02_satblind15_rx20_1_u10_20260702,SATBLIND15_MLP_M50_PROXY05,global_under_far,0.04984423676012461,True,0.42833333333333334,0.060833333333333336,36.75,False,False,0.11416666666666667,73,514,16,1200,321
satblind15,phase1_adv3b02_satblind15_rx20_1_u10_20260702,SATBLIND15_MLP_M50_PROXY05,class_conditional,0.04984423676012461,True,0.42833333333333334,0.155,27.333333333333332,False,False,0.20333333333333334,186,514,16,1200,321
satblind15,phase1_adv3b02_satblind15_rx20_1_u10_20260702,SATBLIND15_MLP_M50_SRC9999,global,0.04984423676012461,True,0.42833333333333334,0.060833333333333336,36.75,False,False,0.11416666666666667,73,514,16,1200,321
satblind15,phase1_adv3b02_satblind15_rx20_1_u10_20260702,SATBLIND15_MLP_M50_SRC9999,global_under_far,0.04984423676012461,True,0.42833333333333334,0.060833333333333336,36.75,False,False,0.11416666666666667,73,514,16,1200,321
