run_id,scene,group_id,count,correct,accuracy,macro_precision,macro_recall,macro_f1,worst_tx_accuracy
V2_EG_HIGH_ADV0_seed392005,clean,1,5400,5373,0.995,0.9950311088350509,0.995,0.9949947003483709,0.9822222222222222
V2_EG_HIGH_ADV0_seed392005,clean,3,5400,5190,0.9611111111111111,0.9615690101613309,0.9611111111111111,0.9611058677232475,0.9422222222222222
V2_EG_HIGH_ADV0_seed392005,clean,4,5400,5330,0.987037037037037,0.9872535445063435,0.9870370370370369,0.9870146487440593,0.9644444444444444
V2_EG_HIGH_ADV0_seed392005,clean,6,5400,5379,0.9961111111111111,0.9961215364051371,0.9961111111111111,0.9961064923365462,0.9833333333333333
V2_EG_HIGH_ADV0_seed392005,clean,8,5400,5305,0.9824074074074074,0.9826753665502944,0.9824074074074073,0.9824132095302631,0.9566666666666667
V2_EG_HIGH_ADV0_seed392005,leo_clear_weak,1,5400,5238,0.97,0.9722585367349575,0.9700000000000001,0.9700906116523481,0.8866666666666667
V2_EG_HIGH_ADV0_seed392005,leo_clear_weak,3,5400,4708,0.8718518518518519,0.8757178454179564,0.871851851851852,0.8710987368976361,0.7455555555555555
V2_EG_HIGH_ADV0_seed392005,leo_clear_weak,4,5400,5109,0.9461111111111111,0.9487469154265092,0.9461111111111111,0.9458322390632267,0.83
V2_EG_HIGH_ADV0_seed392005,leo_clear_weak,6,5400,5243,0.970925925925926,0.9722634053695153,0.9709259259259259,0.9708881221750897,0.9088888888888889
V2_EG_HIGH_ADV0_seed392005,leo_clear_weak,8,5400,4767,0.8827777777777778,0.8821798971772882,0.8827777777777778,0.8811471868421507,0.7166666666666667
V2_EG_HIGH_ADV0_seed392005,leo_low_elev_weak,1,5400,5062,0.9374074074074074,0.9392180337770092,0.9374074074074074,0.9373204067102239,0.8288888888888889
V2_EG_HIGH_ADV0_seed392005,leo_low_elev_weak,3,5400,4514,0.835925925925926,0.8392753802270357,0.8359259259259259,0.8331837876202947,0.6722222222222223
V2_EG_HIGH_ADV0_seed392005,leo_low_elev_weak,4,5400,4918,0.9107407407407407,0.9166392980238672,0.9107407407407407,0.9099927566146625,0.7322222222222222
V2_EG_HIGH_ADV0_seed392005,leo_low_elev_weak,6,5400,5104,0.9451851851851852,0.9479623252179207,0.9451851851851852,0.9450481116849816,0.8666666666666667
V2_EG_HIGH_ADV0_seed392005,leo_low_elev_weak,8,5400,4557,0.8438888888888889,0.84298148783344,0.8438888888888888,0.8396863512755752,0.6133333333333333
V2_EG_HIGH_ADV0_seed392005,leo_rain_weak,1,5400,5104,0.9451851851851852,0.947584982857265,0.945185185185185,0.9450287573504673,0.8333333333333334
V2_EG_HIGH_ADV0_seed392005,leo_rain_weak,3,5400,4547,0.842037037037037,0.8464183266443368,0.842037037037037,0.8403091067389289,0.65
V2_EG_HIGH_ADV0_seed392005,leo_rain_weak,4,5400,4910,0.9092592592592592,0.913852076120837,0.9092592592592593,0.9087268016871651,0.7511111111111111
V2_EG_HIGH_ADV0_seed392005,leo_rain_weak,6,5400,5058,0.9366666666666666,0.9408598314584364,0.9366666666666666,0.9364943278974812,0.8433333333333334
V2_EG_HIGH_ADV0_seed392005,leo_rain_weak,8,5400,4575,0.8472222222222222,0.845657486367171,0.8472222222222222,0.8431921640124025,0.6277777777777778
V2_EG_HIGH_ADV0_seed392006,clean,1,5400,5376,0.9955555555555555,0.9955746594638999,0.9955555555555556,0.9955540431026821,0.9866666666666667
V2_EG_HIGH_ADV0_seed392006,clean,3,5400,5147,0.9531481481481482,0.9537490026281721,0.9531481481481481,0.9529922177407273,0.8877777777777778
V2_EG_HIGH_ADV0_seed392006,clean,4,5400,5333,0.9875925925925926,0.9876864016747356,0.9875925925925927,0.987561594878453,0.9633333333333334
V2_EG_HIGH_ADV0_seed392006,clean,6,5400,5371,0.9946296296296296,0.9946509219399334,0.9946296296296296,0.9946241871408773,0.9788888888888889
V2_EG_HIGH_ADV0_seed392006,clean,8,5400,5292,0.98,0.9805590969908105,0.98,0.9800246488456472,0.9366666666666666
V2_EG_HIGH_ADV0_seed392006,leo_clear_weak,1,5400,5322,0.9855555555555555,0.9858662859826799,0.9855555555555555,0.9855463488863861,0.9488888888888889
V2_EG_HIGH_ADV0_seed392006,leo_clear_weak,3,5400,4629,0.8572222222222222,0.8587383232028246,0.8572222222222222,0.856660152369184,0.6822222222222222
V2_EG_HIGH_ADV0_seed392006,leo_clear_weak,4,5400,5197,0.9624074074074074,0.9631636099043946,0.9624074074074073,0.9623769280229298,0.9077777777777778
V2_EG_HIGH_ADV0_seed392006,leo_clear_weak,6,5400,5269,0.9757407407407407,0.976293504094108,0.9757407407407408,0.975699561568507,0.9288888888888889
V2_EG_HIGH_ADV0_seed392006,leo_clear_weak,8,5400,4866,0.9011111111111111,0.9016800808938288,0.9011111111111112,0.900256086364224,0.7355555555555555
V2_EG_HIGH_ADV0_seed392006,leo_low_elev_weak,1,5400,5122,0.9485185185185185,0.9492185574431792,0.9485185185185184,0.9482172654697197,0.8533333333333334
V2_EG_HIGH_ADV0_seed392006,leo_low_elev_weak,3,5400,4459,0.8257407407407408,0.8256127561154653,0.8257407407407408,0.8241640452863218,0.6266666666666667
V2_EG_HIGH_ADV0_seed392006,leo_low_elev_weak,4,5400,5016,0.9288888888888889,0.9296429139538356,0.9288888888888889,0.9285307923374965,0.8233333333333334
V2_EG_HIGH_ADV0_seed392006,leo_low_elev_weak,6,5400,5097,0.9438888888888889,0.9449121437914001,0.943888888888889,0.9435742979217223,0.8488888888888889
V2_EG_HIGH_ADV0_seed392006,leo_low_elev_weak,8,5400,4695,0.8694444444444445,0.8669467754547329,0.8694444444444445,0.867153070724898,0.6822222222222222
V2_EG_HIGH_ADV0_seed392006,leo_rain_weak,1,5400,5112,0.9466666666666667,0.9472151543715297,0.9466666666666667,0.9461313933009453,0.8344444444444444
V2_EG_HIGH_ADV0_seed392006,leo_rain_weak,3,5400,4463,0.8264814814814815,0.8249280918080907,0.8264814814814816,0.8243093051581599,0.5955555555555555
V2_EG_HIGH_ADV0_seed392006,leo_rain_weak,4,5400,4991,0.9242592592592592,0.9242777285691991,0.9242592592592592,0.9239829393419962,0.8455555555555555
V2_EG_HIGH_ADV0_seed392006,leo_rain_weak,6,5400,5058,0.9366666666666666,0.9385027225626237,0.9366666666666666,0.9364304251202751,0.8333333333333334
V2_EG_HIGH_ADV0_seed392006,leo_rain_weak,8,5400,4700,0.8703703703703703,0.8683273716505361,0.8703703703703703,0.867467640141263,0.6577777777777778
V2_EG_HIGH_ADV0_seed392007,clean,1,5400,5379,0.9961111111111111,0.9961186720919676,0.996111111111111,0.9961108889940701,0.9922222222222222
V2_EG_HIGH_ADV0_seed392007,clean,3,5400,5087,0.942037037037037,0.9429611841252402,0.942037037037037,0.9419509374869234,0.8644444444444445
V2_EG_HIGH_ADV0_seed392007,clean,4,5400,5335,0.9879629629629629,0.98812882134582,0.987962962962963,0.9879346719916854,0.9644444444444444
