run_id,row,seed,solver,b8_impl,lambda_adv,epochs,accepted_steps,field_evaluations,telemetry_backward_evaluations,train_seconds,peak_allocated_mib,initial_loss,final_loss,minimum_loss,mean_leo_accuracy,mean_four_accuracy,mean_leo_macro_f1,mean_four_macro_f1,pseudo_selected,unlabeled_exposures,satellite_exposures
V2_EG_HIGH_ADV0_seed392005,V2_EG_HIGH_ADV0,392005,extragradient,reference,0.0,200,9800,19600,0,36534.99893980473,1359.3388671875,15.917651877111318,3.750845972372561,2.991033602734001,0.9063456790123456,0.9258425925925926,0.9059053179635641,0.9255114243240521,361053,439008,815207
V2_EG_HIGH_ADV0_seed392006,V2_EG_HIGH_ADV0,392006,extragradient,reference,0.0,200,9800,19600,0,36644.917746223044,1359.12744140625,15.793237335827886,3.4257721268400854,3.1065332208360945,0.9135308641975308,0.9306944444444444,0.9130878418081274,0.9303590045017376,358813,439008,814969
V2_EG_HIGH_ADV0_seed392007,V2_EG_HIGH_ADV0,392007,extragradient,reference,0.0,200,9800,19600,0,36286.11003595218,1359.244140625,15.894706628760513,3.696985200959809,3.122056416102818,0.9199506172839506,0.9350833333333333,0.9202369725533505,0.93529805883896,358661,439008,814870
V2_EG_HIGH_ADV035_seed392005,V2_EG_HIGH_ADV035,392005,extragradient,reference,0.35,200,9800,19600,0,36174.35762977786,1359.9482421875,16.59209967632683,4.708069042283661,3.7557372803590736,0.9121234567901234,0.9298055555555556,0.9118185169672566,0.9295763398710684,362421,439008,815207
V2_EG_HIGH_ADV035_seed392006,V2_EG_HIGH_ADV035,392006,extragradient,reference,0.35,200,9800,19600,0,36627.115996931214,1359.73681640625,16.44954827367043,4.383669483418367,4.0343190407266425,0.9211358024691358,0.9363240740740741,0.9207629014103316,0.9360408656960348,358194,439008,814969
