method,epoch,val_tx_acc,stage_source_val_sat_mean_tx,val_dom_acc,train_loss,train_loss_labeled,train_loss_unlabeled,train_w_loss_domain_labeled,train_w_loss_adv_labeled,train_w_loss_tx_labeled,train_loss_daot_total,train_loss_daot_unlabeled,train_loss_daot_orbit_logit,train_loss_daot_orbit_z,train_daot_consensus_rate,train_skipped_nonfinite_grad,train_skipped_nonfinite_loss,epoch_time_s,lr
A1,22,98.1037037037037,82.48148148148148,80.57407407407408,3.7272951742550275,3.286282900754396,0.44101228074984505,0.714317645172815,0.6634982389372748,1.5100381583109632,0.041860557874446515,0.027792293377019262,12.638150958327559,0.26667926171878437,0.8375211148648649,0.013513513513513514,0.0,425.85383200645447,0.00019524827092627192
A1,23,98.06296296296296,83.7679012345679,82.50740740740741,4.065550268233359,3.610312105836095,0.4552381709889249,0.7701424595203485,0.6653247427295994,1.7087213775931716,0.06275200410871892,0.041761467535350774,12.19776851422078,0.26594846031150304,0.836254222972973,0.03153153153153153,0.0,427.5834729671478,0.00019464189050124307
A1,24,98.18148148148148,81.00987654320988,81.89259259259259,3.7771985992655024,3.3055882754626573,0.47161032527953656,0.6902290079239253,0.6672016121782698,1.5078303508192032,0.0834206452609988,0.056160811200603705,12.601182699203491,0.2625895874188827,0.8469172297297297,0.0045045045045045045,0.0,432.56307196617126,0.00019400028689336302
A1,25,97.56296296296296,79.76172839506172,82.28518518518518,3.7888927561742767,3.306036449767448,0.4828562982179023,0.7088369924474407,0.6692578199210467,1.4612219747457955,0.105033445633478,0.06964363723254956,11.938366447483098,0.2543783347617399,0.8470228040540541,0.009009009009009009,0.0,441.3076477050781,0.0001933237271018808
A1,26,98.2,83.1888888888889,82.5925925925926,4.392538012148024,3.8939303422833347,0.49860767751663654,0.7919215202868521,0.67627815298132,1.8579886403975185,0.1260026909142464,0.0830644582574432,12.687496374319265,0.26117761339153256,0.8424831081081081,0.0,0.0,434.35345125198364,0.00019261249267283836
A1,27,98.33333333333333,83.41358024691358,82.97777777777777,3.7904085575997293,3.273172085886603,0.5172364641954234,0.6860435006317792,0.6857784763649777,1.3994988245335784,0.14605517708906182,0.09742340536133663,11.79118274353646,0.24519642455889298,0.8520903716216216,0.0045045045045045045,0.0,436.4141209125519,0.00019186687958190667
A1,28,97.84814814814816,82.18888888888888,82.66296296296296,3.861196886848759,3.3218807223680855,0.5393161626012476,0.6769519138175089,0.6978999550815101,1.4148920382465329,0.16641483694180711,0.11257287057804631,11.399123505429104,0.23883050613038176,0.8560670045045045,0.0,0.0,432.3897542953491,0.00019108719811121772
A1,29,98.12592592592593,82.53086419753087,82.58888888888889,3.9213455979888505,3.3608139855367645,0.5605316100356815,0.6779383079962688,0.7073113069877969,1.4219462782614403,0.18882723736601906,0.12581232005545684,11.84160675229253,0.25184741119543713,0.8495213963963963,0.0,0.0,433.6858811378479,0.00019027377272024247
A1,30,98.28888888888889,83.71111111111111,82.61481481481482,4.24772373298267,3.6750352028253914,0.5726884992809983,0.7122198998391092,0.701851841565725,1.6426926015934966,0.20884203749734,0.14282915153884673,13.324780221457955,0.3699555973614658,0.8522311373873874,0.013513513513513514,0.0,431.5550105571747,0.00018942694191076892
A1,31,98.16296296296296,83.87530864197531,82.31851851851852,4.0869135867368,3.481225678512642,0.605687937489501,0.8152328658479828,0.7136622213565551,1.3634920081643909,0.2245398346368257,0.15749029701088998,10.778841641572145,0.284774046827544,0.855785472972973,0.0,0.0,437.3974733352661,0.00018854705808603705
A1,32,98.31111111111112,82.74938271604938,82.23333333333333,4.333838312475531,3.6917011453224733,0.6421371628572276,0.8716392649992092,0.7363373774128992,1.4573214798830114,0.2490045038295222,0.17111263390596923,11.94741043528995,0.2829377482066283,0.8549056869369369,0.0,0.0,434.35881757736206,0.00018763448740408825
A1,33,97.91851851851852,82.07283950617284,80.06296296296296,4.65674012845701,3.983331359721519,0.673408749941233,0.9790188745335415,0.7480998911836125,1.5760934512625944,0.27157924706871445,0.18516354222555417,11.63330763524717,0.3336530573464729,0.852442286036036,0.0,0.0,434.09836983680725,0.0001866896096253911
A1,34,97.74814814814815,80.80123456790123,80.08518518518518,4.90803080528706,4.1823201931274685,0.7257105834312267,1.191320613429353,0.7453864716194771,1.5395400866463378,0.28793495638413474,0.20357879533155546,11.382939686646333,0.39068727812788506,0.8521255630630631,0.0,0.0,433.8431327342987,0.0001857128179548063
A1,35,89.4888888888889,71.21851851851852,79.31111111111112,6.40608024597168,5.650111899719582,0.7559683320221601,1.3174185844155046,0.7476350431506699,2.640143596642726,0.3055100083888114,0.224055277871656,13.368237282778766,0.49396223997747574,0.834987331081081,0.0,0.0,431.06899642944336,0.00018470451887795726
A1,36,70.43333333333334,56.467901234567904,77.32962962962964,9.396305372049143,8.595078229904175,0.8012271515420966,1.5367377773598507,0.7560782443295728,4.997931841257456,0.3225072377973849,0.24212221244165488,15.929421772827974,0.6436019488820085,0.7963471283783784,0.0,0.0,431.09624552726746,0.00018366513199207342
A1,37,42.13333333333333,36.63950617283951,75.11111111111111,13.29266796455727,12.466651499808371,0.8260164875704963,1.578342530104491,0.7679226470960153,8.40039183642413,0.34212136845867913,0.25539346207101066,17.10297763669813,0.8282196288173264,0.6892947635135135,0.0,0.0,437.5512897968292,0.0001825950898313777
A1,38,33.592592592592595,27.311111111111114,76.51481481481481,15.797639327006298,14.971151038333103,0.8264883123002611,1.474587302755665,0.7842018424390672,10.770978420704335,0.36271773332411106,0.2626553732264149,12.635264398815396,0.9400084542261588,0.6732474662162162,0.0,0.0,438.25609517097473,0.0001814948376870901
A1,39,18.488888888888887,27.328395061728397,77.03333333333333,16.375422086801613,15.559857454385844,0.8155646109366202,1.3609981061639012,0.7893644198104068,11.412892891480043,0.38942546847167314,0.2677965035980886,6.1288529720392315,0.9673414974062292,0.784206081081081,0.0,0.0,438.75713324546814,0.00018036483342212268
A1,40,18.344444444444445,22.66172839506173,77.95925925925926,16.49047003136025,15.688502410510639,0.8019676689092103,1.312229283221133,0.7879611307436282,11.548010937802426,0.417427730452907,0.27757964101997584,4.708141225952286,0.9783327600977443,0.8684543918918919,0.0,0.0,438.90709495544434,0.0001792055472805426
A1,41,16.918518518518518,23.292592592592587,79.24074074074075,16.713832975507856,15.913258960655144,0.8005739447769818,1.2676980586739275,0.7972583204239339,11.7640670097626,0.4489229482573432,0.2819082849734538,4.084721236615567,0.9859032287253989,0.905053490990991,0.0,0.0,446.2831017971039,0.00017801746169188328
A1,42,27.581481481481482,27.332098765432097,78.57777777777778,16.64678248414048,15.82710194802499,0.8196804770478258,1.1698459929174132,0.8105477806147154,11.729016218099508,0.46973412020786387,0.30029914776484173,4.0014942240070654,0.9846733566877004,0.9127956081081081,0.0045045045045045045,0.0,442.7675220966339,0.0001768010710703843
A1,43,16.79259259259259,20.34938271604938,79.16296296296296,16.85119034363343,16.025997054469478,0.8251932166718148,1.2218170579489287,0.8205385106103914,11.827880451271126,0.4919185588757197,0.30473872119778983,4.032806799218461,0.9871893868790017,0.9069890202702703,0.0,0.0,439.20164036750793,0.00017555688160924424
A1,44,16.78148148148148,19.920987654320985,79.0111111111111,16.999721106108243,16.158325577641392,0.8413955177272763,1.227785485553312,0.830199795531797,11.908274912619376,0.516529550960472,0.3190703404110831,3.956841228244541,0.9923213263889691,0.943482545045045,0.0,0.0,446.8821539878845,0.00017428541106997135
A1,45,17.118518518518517,19.43456790123457,78.3037037037037,16.911434856620996,16.04237003154583,0.8690648221217834,1.1502184940351021,0.8404043367854109,11.830377862260148,0.5272206300282264,0.34521936954141735,3.9578161239624023,0.9936280983525354,0.9603040540540541,0.0,0.0,466.38326621055603,0.00017298718856692058
A1,46,17.307407407407407,17.560493827160492,78.4074074074074,17.099757744385315,16.217032660235155,0.8827250527369009,1.2347988985680245,0.8526227460788177,11.871863665881458,0.5495529008341266,0.35567196639808446,3.9217264437460684,0.9926541466433723,0.9755771396396397,0.0,0.0,472.29624676704407,0.000171662754347106
A1,47,19.548148148148147,18.92962962962963,79.45925925925926,17.028813946354497,16.13951100100268,0.889302966293988,1.0896131232515112,0.8631506350126352,11.881716981664434,0.5772985313926731,0.36337638465133876,3.904527042363141,0.9935517544681961,0.9846213400900901,0.0,0.0,469.5595829486847,0.00017031265956538036
A1,48,17.603703703703705,18.996296296296297,79.02962962962962,17.097910468642777,16.175882945189606,0.9220275113711486,1.1551719452883746,0.8742257423766024,11.820965028023934,0.581465883834942,0.3954112088089591,3.8721386602333,0.9875041275948018,0.9811021959459459,0.0,0.0,470.3330833911896,0.0001689374660550757
A1,49,17.58888888888889,18.774074074074075,78.64444444444445,17.21115067628053,16.28722044798705,0.9239302758161012,1.1409157407176387,0.884783192797824,11.891705182221559,0.6118673803033056,0.39724187472382105,3.85785389913095,0.9894014771457191,0.9780053490990991,0.0,0.0,466.6510560512543,0.00016753774609419965
A1,50,17.42222222222222,17.337037037037035,79.15185185185184,17.292305585500355,16.371485224715226,0.9208203258815112,1.1081684285455995,0.8969767907181302,11.938896965336156,0.6507588488024634,0.3935704749446731,3.9037047796421223,0.993109392690229,0.9721987612612613,0.0,0.0,476.7539019584656,0.00016611408216728603
A1,51,16.81851851851852,17.2320987654321,79.52962962962962,17.34513690020587,16.414895122115677,0.9302417885612797,1.079606193679947,0.9086804478555113,11.961517484338433,0.6741919071824701,0.4008636125573167,3.7983424008429587,0.9972316262958286,0.9849028716216216,0.0045045045045045045,0.0,465.37114214897156,0.00016466706672299729
A1,52,16.711111111111112,16.834567901234568,78.71111111111111,17.41397202981485,16.4756324398625,0.938339590220838,1.076110184461147,0.9195497331318555,11.979342232953321,0.6973433446239781,0.4083572716057838,3.7118109657957747,0.9973248729297707,0.9907446509009009,0.0,0.0,467.7174310684204,0.0001631973019275809
A1,53,16.785185185185185,17.36172839506173,79.44074074074074,17.495079899693394,16.537622782561154,0.9574571281403035,1.0801681352628243,0.9334597968840385,11.983558147877186,0.7165515712789587,0.42459962684828956,3.7576600538717733,0.9974899922942256,0.9919411599099099,0.0,0.0,466.4667468070984,0.0001617053994142817
A1,54,16.7,16.98148148148148,78.91851851851852,17.61874704962378,16.647169869225305,0.9715770848162539,1.1283694446623862,0.9465999818062997,11.990572598603395,0.7423033276656726,0.4357897785601315,3.793747567915702,0.9968886533835987,0.9883868243243243,0.0,0.0,466.0043065547943,0.00016019198002881465
A1,55,16.67037037037037,16.904938271604937,78.24444444444444,17.67230984112164,16.691635484094018,0.9806743661562601,1.1239339161563564,0.9619047252444534,11.990234259012583,0.7601240991472124,0.4444891340560741,3.788633880314526,0.9973701880321847,0.9892666103603603,0.0,0.0,473.51177620887756,0.0001586576735710038
A1,56,16.985185185185184,17.385185185185183,79.33703703703704,17.735487559894185,16.73810018934645,0.9973874172648868,1.1081249431983844,0.9757793964566411,11.997212611877167,0.7803951083002864,0.4602705714133409,3.8223617066134206,0.9975731450695176,0.9929617117117117,0.0,0.0,461.8967807292938,0.0001571031185326951
A1,57,16.692592592592593,17.046913580246912,78.73703703703704,17.819785246977936,16.81076231088724,1.0090229927419543,1.1217948139250815,0.9890213922874348,11.996453225075662,0.8080232930076015,0.47000400399839554,3.7789832493206403,0.9979455218658791,0.9906038851351351,0.0,0.0,464.18941020965576,0.00015552896183205215
A1,58,16.937037037037037,20.72962962962963,78.30740740740741,17.766915836849726,16.7410929138596,1.0258228655333992,1.0014955814894255,1.0044508541489507,11.994580466468054,0.8279528548051646,0.48651864104442766,3.723974362149969,0.9971260409634393,0.9910261824324325,0.0,0.0,469.85415625572205,0.0001539358585443453
A1,59,16.78148148148148,17.29382716049383,77.36296296296297,18.037058254619975,16.994414776295155,1.0426435132284422,1.20504203814644,1.0190773890899107,11.985992590586344,0.851615945766638,0.4972860394297419,3.774278582753362,0.9949909174764479,0.9808558558558559,0.0,0.0,466.96257877349854,0.00015232447162934632
A1,60,16.77037037037037,17.569135802469138,79.2074074074074,17.940202489629524,16.89387611870293,1.0463264181807235,1.064439338606757,1.017336134975021,11.988271940935839,0.8736280020292815,0.5074410911078926,3.769095910562051,0.996070109509133,0.9876478040540541,0.0045045045045045045,0.0,469.1561975479126,0.00015069547165544173
A1,61,16.803703703703704,21.08148148148148,78.39259259259259,18.000681464736527,16.94460561254003,1.056075856492326,1.116599696176546,1.0287877050069,11.94257183762284,0.8766950452112937,0.5156771246645901,3.861461290368089,0.9911549209474443,0.9742046734234234,0.0,0.0,466.06328797340393,0.00014904953652058022
A1,62,18.07777777777778,18.21851851851852,77.52222222222223,18.051894136377282,16.98500835143768,1.0668857656083666,1.101918953764546,1.046986091781307,11.968284439396214,0.8708738531615283,0.5214878645566132,3.8835366792507,0.9934660572189469,0.9588260135135135,0.0,0.0,465.7961006164551,0.00014738735117016978
A1,63,17.755555555555556,17.740740740740744,77.81481481481481,18.179397256524712,17.104085501249845,1.0753116951332435,1.2101253217405028,1.0616042560285277,11.955582786250758,0.8652725694952784,0.5255753113342835,3.8597644116427445,0.9944955736130208,0.9701224662162162,0.0,0.0,467.95342230796814,0.00014570960731204183
A1,64,16.918518518518518,16.73456790123457,78.38148148148149,18.208027023452896,17.131096307221835,1.0769307097873173,1.1941485512364018,1.0782080963925198,11.960799908852792,0.8665565187866623,0.5242851838335261,3.822123558671625,0.995827052775804,0.9832488738738738,0.0,0.0,469.44708609580994,0.0001440170031286016
A1,65,33.50370370370371,26.149382716049384,76.85925925925926,18.31105361113677,17.234193385184348,1.076860320460689,1.2361220937591415,1.0928960904344782,11.94494932621449,0.876225724950567,0.5155350462541924,3.817033829989734,0.9976012795358091,0.9929617117117117,0.009009009009009009,0.0,468.91163444519043,0.00014231024298628388
A1,66,37.455555555555556,22.325925925925926,78.07777777777778,17.460115879505604,16.28214875212661,1.1779672567908828,1.5482977540106386,1.1088261255272873,10.718117855690622,0.8069550035236118,0.590411417924606,4.25535917926479,0.8713619800301285,0.7688274211711712,0.0,0.0,483.9605293273926,0.0001405900371424355
A1,67,55.43333333333333,29.833333333333332,76.83333333333333,17.294650580431963,16.079169741621964,1.2154808747875798,1.674973408918123,1.1223480545722686,10.391408052530375,0.791625189351606,0.6143097039815542,5.414237304850742,0.8930192603184296,0.7742117117117117,0.0,0.0,471.90114641189575,0.0001388571014497462
A1,68,28.585185185185185,21.119753086419752,77.38518518518518,17.754823267996848,16.536057330466605,1.2187657952308655,1.706381746777543,1.130041778087616,10.771224294696843,0.7929549015857078,0.6030484123809917,6.088461395856497,0.9122751113530752,0.8326998873873874,0.0,0.0,467.6215229034424,0.0001371121570583511
A1,69,30.25925925925926,19.55185185185185,75.74074074074075,18.10390502482921,16.894138576748134,1.2097664631164826,1.7985425156515997,1.1299358294890807,11.017865576185622,0.8182683272941692,0.5766662957969012,6.706434111337404,0.9406943944123414,0.9103673986486487,0.0,0.0,465.02536702156067,0.0001353559301157287
A1,70,29.637037037037036,18.906172839506173,76.41481481481482,18.443132091212917,17.232813023232126,1.2103191109390947,1.8971722504577122,1.1311048876057874,11.235710900109094,0.8343678621558456,0.5580531608414006,6.7237902600486,0.9599631007190224,0.9105081644144144,0.0,0.0,463.13395738601685,0.00013358915146451922
A1,71,59.86666666666667,42.59259259259259,68.65555555555555,17.71974801158046,16.438226369050174,1.2815216253469657,2.0427759026621914,1.1343320339649647,10.38437252216511,0.7848315810835039,0.6126167567463608,5.497446524130331,0.9310610887703595,0.9038569819819819,0.0045045045045045045,0.0,470.49243783950806,0.00013181255633838913
A1,72,68.72592592592592,46.096296296296295,68.61481481481482,16.512238863352184,15.156612086940456,1.3556268687720772,2.1271204508102692,1.1437750689618222,9.14510898332338,0.738098191248404,0.6601808742359951,5.092950999199807,0.8726847561093064,0.8769355292792793,0.0,0.0,365.34838700294495,0.00013002688405606828
A1,73,77.32962962962964,43.01234567901235,68.61481481481482,15.281844315228161,13.887548528276048,1.3942957676208771,2.201482902239035,1.1446103856370256,7.9910508104272795,0.7063011253202284,0.6972111474286329,5.670109018549189,0.8320048322548738,0.8185529279279279,0.0,0.0,353.8415455818176,0.00012823287771368728
A1,74,77.92962962962963,51.46296296296296,68.61481481481482,13.505233004286483,12.10306434803181,1.4021686761228889,2.112009030741614,1.150813178973155,6.530588601086591,0.6916316409368772,0.7064709502297479,5.67968027119164,0.8093002771472072,0.7648859797297297,0.0,0.0,354.9422812461853,0.00012643128387554258
A1,75,80.02592592592593,54.25061728395062,68.61481481481482,13.24242097407848,11.830552034549886,1.4118689175124641,2.2065358827779957,1.1524192180719461,6.233663228181031,0.6827045850925617,0.7130112339247454,5.295207773242985,0.7800074799640758,0.7159698761261262,0.0,0.0,354.0769772529602,0.00012462285226341854
A1,76,80.33703703703704,56.679012345679006,68.61481481481482,12.539671936550656,11.117359088347838,1.4223127869872358,2.1659036847922177,1.151855412367228,5.67091184586018,0.6790883898198068,0.7182887158952318,4.969762902002077,0.7133380316936218,0.6505841779279279,0.0,0.0,359.4226758480072,0.00012280833544459568
A1,77,79.45555555555555,54.17037037037037,68.61481481481482,12.150028258830577,10.7237291679726,1.4262991107261933,2.1720086959031253,1.1544187240772419,5.3308019777676,0.6742677025429837,0.7224579125911266,5.1600224262959244,0.6606117903112291,0.613597972972973,0.0,0.0,358.47389936447144,0.0001209884885186744
A1,78,80.24444444444444,58.48888888888889,68.61481481481482,12.25144677548795,10.840303524120435,1.4111432755315625,2.187810439247269,1.1552520281559713,5.39761846022563,0.6828568397878526,0.7127068185054504,5.731952855178902,0.628455235614433,0.6011753941441441,0.0,0.0,363.54012155532837,0.00011916406880334521
A1,79,81.07777777777778,60.455555555555556,68.61481481481482,11.95009234144881,10.518133217150027,1.4319591049675469,2.1867329940065607,1.1683378343109612,5.118984646625347,0.6745866829747552,0.7237286181063265,5.324778353845751,0.5844777858740574,0.6095157657657657,0.0,0.0,355.1191198825836,0.00011733583551923571
A1,80,81.61481481481482,64.82098765432099,74.5925925925926,16.463333993344694,15.037153299864348,1.4261807396605208,2.0645760179639936,1.1692732841044933,4.814740670693888,0.6759372439470377,0.7182216303305583,5.37868400736972,0.5485724191944878,0.6225717905405406,0.0,0.0,381.57933497428894,0.00011550454947396588
A1,81,96.02962962962962,73.2493827160494,67.46296296296296,16.554035960017025,15.128249172691826,1.4257867733637493,2.3490270789679104,1.167543492338679,4.860397531105591,0.6982495355176496,0.7088563780526858,6.137682548514357,0.5499052124785947,0.645481418918919,0.0045045045045045045,0.0,384.54032158851624,0.00011367097274554273
A1,82,97.72962962962963,78.73827160493828,67.46296296296296,14.72573303531956,13.289611017381823,1.4361220302882496,2.2472388309401437,1.1757808875393223,3.6959526705312298,0.6799052231483631,0.7126894799975662,5.939869513382783,0.5189030642982002,0.6715934684684685,0.0,0.0,386.17778396606445,0.0001118358683652265
A1,83,97.91851851851852,80.8,67.46296296296296,13.511575217719551,12.076290738475215,1.4352844824662079,2.2564079450057433,1.182870451931481,3.0506388681965904,0.6898814388760576,0.7081809124431094,6.7188065846761065,0.5078132419704317,0.682397240990991,0.0,0.0,372.4177780151367,0.00011000000000000002
A1,84,97.70370370370371,81.72962962962963,67.46296296296296,13.068638567451957,11.6250642226623,1.4435743700276624,2.2916261725597553,1.1943847789420738,2.7797321926903082,0.6859353614283038,0.71081120259053,6.529007528279279,0.48765925660326676,0.6968257319819819,0.0,0.0,381.5503160953522,0.00010816413163477355
A1,85,97.75555555555556,81.73703703703704,67.46296296296296,11.278453474646216,9.827777791667629,1.4506756765348416,2.151580061998453,1.2101894026404028,1.894746939878206,0.6853652983098417,0.71077487329105,6.987853723603326,0.4399793345380474,0.6979166666666666,0.0,0.0,379.8317708969116,0.00010632902725445731
A1,86,98.07037037037037,81.50493827160494,67.46296296296296,10.812152890471724,9.354924786198247,1.4572280913859874,2.107079414634017,1.2300483584403992,1.6131790804567638,0.6914124378749916,0.7077034013765352,7.082806611920263,0.43407009810477765,0.7018581081081081,0.0,0.0,363.29832577705383,0.00010449545052603417
A1,87,98.28148148148148,82.26666666666667,67.46296296296296,11.188390585753295,9.733743598869255,1.45464694714761,2.292156221630337,1.2363639173206982,1.7897549676331315,0.6971184162943213,0.7002109678478928,7.261371831636171,0.43014215335652634,0.7377533783783784,0.0,0.0,374.40405440330505,0.00010266416448076433
A1,88,98.1037037037037,83.35802469135804,67.46296296296296,10.7779905366468,9.319391821955776,1.4585987393920485,2.2466407600823826,1.2543315307514087,1.6340260294240874,0.6952742910062945,0.6981753951257413,6.812960200481586,0.3927596505429294,0.7676661036036037,0.0,0.0,370.0106153488159,0.00010083593119665484
A1,89,98.22222222222223,84.39999999999999,67.46296296296296,10.59547032107104,9.148996918051093,1.4464733847626694,2.178379011583758,1.2484865097312239,1.601725310489938,0.7050454358796816,0.688639408296293,6.680237039789423,0.3527677643138009,0.7967342342342343,0.0,0.0,362.50137090682983,9.901151148132561e-05
A1,90,98.27777777777777,84.62592592592593,73.22222222222223,10.333430270890933,8.891673631496257,1.441756617378544,2.2170626252621144,1.256510041855477,1.3527699231698707,0.7133103286897814,0.6817111015856803,6.526227061812942,0.3127233961278254,0.8124296171171171,0.0,0.0,362.3265552520752,9.719166455540436e-05
A1,91,98.1037037037037,85.28888888888889,50.22962962962963,12.772182224033115,11.891299187600076,0.8808830554957863,4.613029460649233,1.2593949587495477,1.444539346807712,0.7155689006453162,0.6801437289865168,6.185776791057071,0.2846675331259633,0.8265413851351351,0.0,0.0,368.9126892089844,9.537714773658149e-05
A1,92,98.15925925925926,84.9888888888889,41.855555555555554,15.401275819486326,14.352907039023734,1.0483687611313555,7.219909287787773,1.257901562763764,1.5550020429398026,0.7294457866264893,0.6688540306714204,6.410876307401571,0.2737497133580414,0.8364301801801802,0.0,0.0,371.2559952735901,9.356871612445746e-05
A1,93,98.2,85.53333333333335,27.618518518518517,18.11345774848182,16.83953634468285,1.2739214333328042,10.12354709221436,1.2639309822976053,1.2347630301305839,0.7276338027404236,0.6700537438328201,6.349307503786173,0.26144380478171614,0.8422719594594594,0.0,0.0,371.85336089134216,9.176712228631273e-05
