other,clean_delta_pp,leo_delta_pp,extra_clean_correct,clean_weight_break_even,equal_clean_leo_A1,equal_clean_leo_other
A2,3.3125,-1.2617063492063494,5565,0.2758306584540644,78.25585317460317,77.23045634920635
A3,3.6035714285714278,-1.366865079365084,6054,0.2749990020358476,78.25585317460317,77.1375
A4,3.3142857142857167,-1.496031746031747,5568,0.3110047846889952,78.25585317460317,77.34672619047619
A5,4.294642857142861,-0.9894841269841379,7215,0.18725593271252783,78.25585317460317,76.60327380952381
A6,4.6000000000000085,-1.1819444444444542,7728,0.20441988950276346,78.25585317460317,76.5468253968254
A7,3.7303571428571445,-1.50277777777778,6267,0.2871658767772514,78.25585317460317,77.1420634920635
P3,2.1797619047619037,-1.5279761904761955,3662,0.4121046716969025,78.25585317460317,77.92996031746031
