k,target_new,target_unknown,old_acc,min_old,seen_new_acc,min_seen,known_vs_unknown_auroc,unknown_fpr95_known,known_avg,known_floor,joint_score
5,"10-10,18-5,2-13,4-10,8-18","11-10,19-3,2-5,3-8,8-3",0.7916666666666666,0.25,0.37,0.2,0.6133181818181819,0.88,0.5808333333333333,0.2,0.12
5,"10-10,18-5,2-13,4-10,8-3","11-10,19-3,2-5,3-8,8-18",0.7083333333333334,0.2,0.48,0.2,0.6553181818181818,0.79,0.5941666666666667,0.2,0.20999999999999996
5,"10-10,18-5,2-13,8-18,8-3","11-10,19-3,2-5,3-8,4-10",0.725,0.25,0.5,0.25,0.6298636363636364,0.87,0.6125,0.25,0.13
5,"10-10,18-5,2-5,3-8,4-10","11-10,19-3,2-13,8-18,8-3",0.8,0.25,0.32,0.2,0.6455454545454545,0.92,0.56,0.2,0.07999999999999996
5,"10-10,18-5,2-5,3-8,8-18","11-10,19-3,2-13,4-10,8-3",0.8166666666666667,0.35,0.33,0.2,0.6176818181818182,0.93,0.5733333333333334,0.2,0.06999999999999995
5,"10-10,18-5,2-5,3-8,8-3","11-10,19-3,2-13,4-10,8-18",0.7333333333333333,0.25,0.44,0.2,0.6622272727272728,0.88,0.5866666666666667,0.2,0.12
5,"10-10,18-5,2-5,4-10,8-18","11-10,19-3,2-13,3-8,8-3",0.7916666666666666,0.25,0.34,0.2,0.5833636363636364,0.97,0.5658333333333333,0.2,0.030000000000000027
5,"10-10,18-5,2-5,4-10,8-3","11-10,19-3,2-13,3-8,8-18",0.7083333333333334,0.2,0.45,0.2,0.6335454545454545,0.9,0.5791666666666667,0.2,0.09999999999999998
5,"10-10,18-5,2-5,8-18,8-3","11-10,19-3,2-13,3-8,4-10",0.725,0.25,0.47,0.25,0.6074545454545455,0.94,0.5974999999999999,0.25,0.06000000000000005
5,"10-10,18-5,3-8,4-10,8-18","11-10,19-3,2-13,2-5,8-3",0.7916666666666666,0.25,0.33,0.2,0.6687727272727273,0.9,0.5608333333333333,0.2,0.09999999999999998
5,"10-10,18-5,3-8,4-10,8-3","11-10,19-3,2-13,2-5,8-18",0.7083333333333334,0.2,0.44,0.2,0.7006363636363636,0.8,0.5741666666666667,0.2,0.19999999999999996
5,"10-10,18-5,3-8,8-18,8-3","11-10,19-3,2-13,2-5,4-10",0.725,0.25,0.45,0.2,0.6771818181818182,0.88,0.5875,0.2,0.12
5,"10-10,18-5,4-10,8-18,8-3","11-10,19-3,2-13,2-5,3-8",0.7,0.2,0.46,0.2,0.6459090909090909,0.89,0.58,0.2,0.10999999999999999
5,"10-10,19-3,2-13,2-5,3-8","11-10,18-5,4-10,8-18,8-3",0.8,0.35,0.37,0.25,0.5485,0.88,0.585,0.25,0.12
5,"10-10,19-3,2-13,2-5,4-10","11-10,18-5,3-8,8-18,8-3",0.7833333333333333,0.25,0.37,0.25,0.5150454545454546,0.9,0.5766666666666667,0.25,0.09999999999999998
5,"10-10,19-3,2-13,2-5,8-18","11-10,18-5,3-8,4-10,8-3",0.7916666666666666,0.35,0.4,0.25,0.48268181818181816,0.96,0.5958333333333333,0.25,0.040000000000000036
5,"10-10,19-3,2-13,2-5,8-3","11-10,18-5,3-8,4-10,8-18",0.7083333333333334,0.1,0.51,0.25,0.5738181818181818,0.9,0.6091666666666666,0.1,0.09999999999999998
5,"10-10,19-3,2-13,3-8,4-10","11-10,18-5,2-5,8-18,8-3",0.7833333333333333,0.25,0.35,0.25,0.5998181818181818,0.83,0.5666666666666667,0.25,0.17000000000000004
5,"10-10,19-3,2-13,3-8,8-18","11-10,18-5,2-5,4-10,8-3",0.7916666666666666,0.35,0.38,0.25,0.5698181818181818,0.89,0.5858333333333333,0.25,0.10999999999999999
5,"10-10,19-3,2-13,3-8,8-3","11-10,18-5,2-5,4-10,8-18",0.7083333333333334,0.1,0.49,0.25,0.6426818181818181,0.83,0.5991666666666666,0.1,0.17000000000000004
5,"10-10,19-3,2-13,4-10,8-18","11-10,18-5,2-5,3-8,8-3",0.775,0.25,0.38,0.25,0.5340454545454546,0.89,0.5775,0.25,0.10999999999999999
5,"10-10,19-3,2-13,4-10,8-3","11-10,18-5,2-5,3-8,8-18",0.6916666666666667,0.1,0.49,0.25,0.612909090909091,0.82,0.5908333333333333,0.1,0.18000000000000005
5,"10-10,19-3,2-13,8-18,8-3","11-10,18-5,2-5,3-8,4-10",0.7,0.1,0.52,0.3,0.5853636363636363,0.89,0.61,0.1,0.10999999999999999
5,"10-10,19-3,2-5,3-8,4-10","11-10,18-5,2-13,8-18,8-3",0.7833333333333333,0.25,0.34,0.25,0.5684090909090909,0.9,0.5616666666666666,0.25,0.09999999999999998
5,"10-10,19-3,2-5,3-8,8-18","11-10,18-5,2-13,4-10,8-3",0.7916666666666666,0.35,0.37,0.25,0.5377272727272727,0.94,0.5808333333333333,0.25,0.06000000000000005
5,"10-10,19-3,2-5,3-8,8-3","11-10,18-5,2-13,4-10,8-18",0.7083333333333334,0.1,0.48,0.25,0.6195909090909091,0.88,0.5941666666666667,0.1,0.12
5,"10-10,19-3,2-5,4-10,8-18","11-10,18-5,2-13,3-8,8-3",0.775,0.25,0.37,0.25,0.5085454545454545,0.96,0.5725,0.25,0.040000000000000036
5,"10-10,19-3,2-5,4-10,8-3","11-10,18-5,2-13,3-8,8-18",0.6916666666666667,0.1,0.46,0.25,0.5962272727272727,0.88,0.5758333333333333,0.1,0.12
5,"10-10,19-3,2-5,8-18,8-3","11-10,18-5,2-13,3-8,4-10",0.7,0.1,0.51,0.25,0.5657727272727273,0.94,0.605,0.1,0.06000000000000005
5,"10-10,19-3,3-8,4-10,8-18","11-10,18-5,2-13,2-5,8-3",0.775,0.25,0.35,0.25,0.5890454545454545,0.91,0.5625,0.25,0.08999999999999997
5,"10-10,19-3,3-8,4-10,8-3","11-10,18-5,2-13,2-5,8-18",0.6916666666666667,0.1,0.46,0.25,0.6584090909090909,0.83,0.5758333333333333,0.1,0.17000000000000004
5,"10-10,19-3,3-8,8-18,8-3","11-10,18-5,2-13,2-5,4-10",0.7,0.1,0.49,0.25,0.6324545454545455,0.89,0.595,0.1,0.10999999999999999
5,"10-10,19-3,4-10,8-18,8-3","11-10,18-5,2-13,2-5,3-8",0.6833333333333333,0.1,0.49,0.25,0.6045,0.89,0.5866666666666667,0.1,0.10999999999999999
5,"10-10,2-13,2-5,3-8,4-10","11-10,18-5,19-3,8-18,8-3",0.8,0.25,0.35,0.25,0.5835454545454546,0.87,0.575,0.25,0.13
5,"10-10,2-13,2-5,3-8,8-18","11-10,18-5,19-3,4-10,8-3",0.8166666666666667,0.35,0.36,0.25,0.5551818181818182,0.92,0.5883333333333334,0.25,0.07999999999999996
5,"10-10,2-13,2-5,3-8,8-3","11-10,18-5,19-3,4-10,8-18",0.7333333333333333,0.25,0.47,0.25,0.6082727272727273,0.86,0.6016666666666666,0.25,0.14
5,"10-10,2-13,2-5,4-10,8-18","11-10,18-5,19-3,3-8,8-3",0.7916666666666666,0.25,0.38,0.25,0.5169090909090909,0.97,0.5858333333333333,0.25,0.030000000000000027
5,"10-10,2-13,2-5,4-10,8-3","11-10,18-5,19-3,3-8,8-18",0.7083333333333334,0.2,0.49,0.25,0.5758181818181818,0.88,0.5991666666666666,0.2,0.12
5,"10-10,2-13,2-5,8-18,8-3","11-10,18-5,19-3,3-8,4-10",0.725,0.25,0.5,0.25,0.5499545454545455,0.94,0.6125,0.25,0.06000000000000005
5,"10-10,2-13,3-8,4-10,8-18","11-10,18-5,19-3,2-5,8-3",0.7916666666666666,0.25,0.36,0.25,0.6047727272727272,0.88,0.5758333333333333,0.25,0.12
5,"10-10,2-13,3-8,4-10,8-3","11-10,18-5,19-3,2-5,8-18",0.7083333333333334,0.2,0.47,0.25,0.645,0.78,0.5891666666666666,0.2,0.21999999999999997
5,"10-10,2-13,3-8,8-18,8-3","11-10,18-5,19-3,2-5,4-10",0.725,0.25,0.48,0.25,0.6213181818181818,0.87,0.6025,0.25,0.13
5,"10-10,2-13,4-10,8-18,8-3","11-10,18-5,19-3,2-5,3-8",0.7,0.2,0.5,0.25,0.5869090909090909,0.87,0.6,0.2,0.13
5,"10-10,2-5,3-8,4-10,8-18","11-10,18-5,19-3,2-13,8-3",0.7916666666666666,0.25,0.35,0.25,0.5729090909090909,0.96,0.5708333333333333,0.25,0.040000000000000036
5,"10-10,2-5,3-8,4-10,8-3","11-10,18-5,19-3,2-13,8-18",0.7083333333333334,0.2,0.46,0.25,0.6220909090909091,0.88,0.5841666666666667,0.2,0.12
5,"10-10,2-5,3-8,8-18,8-3","11-10,18-5,19-3,2-13,4-10",0.725,0.25,0.47,0.25,0.5977727272727272,0.92,0.5974999999999999,0.25,0.07999999999999996
5,"10-10,2-5,4-10,8-18,8-3","11-10,18-5,19-3,2-13,3-8",0.7,0.2,0.49,0.25,0.5679090909090909,0.95,0.595,0.2,0.050000000000000044
5,"10-10,3-8,4-10,8-18,8-3","11-10,18-5,19-3,2-13,2-5",0.7,0.2,0.47,0.25,0.6347272727272727,0.89,0.585,0.2,0.10999999999999999
5,"11-10,18-5,19-3,2-13,2-5","10-10,3-8,4-10,8-18,8-3",0.9,0.65,0.26,0.15,0.6529545454545455,0.9,0.5800000000000001,0.15,0.09999999999999998
5,"11-10,18-5,19-3,2-13,3-8","10-10,2-5,4-10,8-18,8-3",0.9,0.65,0.22,0.1,0.7437727272727273,0.82,0.56,0.1,0.18000000000000005
5,"11-10,18-5,19-3,2-13,4-10","10-10,2-5,3-8,8-18,8-3",0.875,0.65,0.23,0.15,0.6871363636363637,0.79,0.5525,0.15,0.20999999999999996
5,"11-10,18-5,19-3,2-13,8-18","10-10,2-5,3-8,4-10,8-3",0.8916666666666667,0.65,0.27,0.15,0.6749545454545455,0.86,0.5808333333333333,0.15,0.14
5,"11-10,18-5,19-3,2-13,8-3","10-10,2-5,3-8,4-10,8-18",0.8083333333333333,0.1,0.38,0.15,0.7443636363636363,0.81,0.5941666666666667,0.1,0.18999999999999995
5,"11-10,18-5,19-3,2-5,3-8","10-10,2-13,4-10,8-18,8-3",0.9,0.65,0.25,0.15,0.6999545454545455,0.88,0.575,0.15,0.12
5,"11-10,18-5,19-3,2-5,4-10","10-10,2-13,3-8,8-18,8-3",0.875,0.65,0.25,0.15,0.6453181818181818,0.89,0.5625,0.15,0.10999999999999999
5,"11-10,18-5,19-3,2-5,8-18","10-10,2-13,3-8,4-10,8-3",0.8916666666666667,0.65,0.29,0.2,0.632090909090909,0.94,0.5908333333333333,0.2,0.06000000000000005
5,"11-10,18-5,19-3,2-5,8-3","10-10,2-13,3-8,4-10,8-18",0.8083333333333333,0.1,0.4,0.2,0.7128181818181818,0.91,0.6041666666666667,0.1,0.08999999999999997
5,"11-10,18-5,19-3,3-8,4-10","10-10,2-13,2-5,8-18,8-3",0.875,0.65,0.23,0.15,0.7337272727272727,0.79,0.5525,0.15,0.20999999999999996
5,"11-10,18-5,19-3,3-8,8-18","10-10,2-13,2-5,4-10,8-3",0.8916666666666667,0.65,0.26,0.15,0.7236818181818182,0.88,0.5758333333333334,0.15,0.12
5,"11-10,18-5,19-3,3-8,8-3","10-10,2-13,2-5,4-10,8-18",0.8083333333333333,0.1,0.37,0.15,0.7837272727272727,0.83,0.5891666666666666,0.1,0.17000000000000004
5,"11-10,18-5,19-3,4-10,8-18","10-10,2-13,2-5,3-8,8-3",0.8666666666666667,0.65,0.26,0.15,0.6661363636363636,0.88,0.5633333333333334,0.15,0.12
5,"11-10,18-5,19-3,4-10,8-3","10-10,2-13,2-5,3-8,8-18",0.7833333333333333,0.1,0.38,0.2,0.7364090909090909,0.77,0.5816666666666667,0.1,0.22999999999999998
5,"11-10,18-5,19-3,8-18,8-3","10-10,2-13,2-5,3-8,4-10",0.8,0.1,0.41,0.2,0.7246818181818182,0.87,0.605,0.1,0.13
5,"11-10,18-5,2-13,2-5,3-8","10-10,19-3,4-10,8-18,8-3",0.925,0.8,0.2,0.1,0.7291818181818182,0.86,0.5625,0.1,0.14
5,"11-10,18-5,2-13,2-5,4-10","10-10,19-3,3-8,8-18,8-3",0.8916666666666667,0.75,0.23,0.15,0.6695909090909091,0.84,0.5608333333333334,0.15,0.16000000000000003
5,"11-10,18-5,2-13,2-5,8-18","10-10,19-3,3-8,4-10,8-3",0.9166666666666666,0.8,0.25,0.15,0.6589545454545455,0.92,0.5833333333333333,0.15,0.07999999999999996
5,"11-10,18-5,2-13,2-5,8-3","10-10,19-3,3-8,4-10,8-18",0.8333333333333334,0.25,0.36,0.15,0.7102272727272727,0.87,0.5966666666666667,0.15,0.13
5,"11-10,18-5,2-13,3-8,4-10","10-10,19-3,2-5,8-18,8-3",0.8916666666666667,0.75,0.2,0.1,0.7611818181818182,0.76,0.5458333333333334,0.1,0.2
5,"11-10,18-5,2-13,3-8,8-18","10-10,19-3,2-5,4-10,8-3",0.9166666666666666,0.8,0.21,0.1,0.7525454545454545,0.83,0.5633333333333334,0.1,0.17000000000000004
5,"11-10,18-5,2-13,3-8,8-3","10-10,19-3,2-5,4-10,8-18",0.8333333333333334,0.25,0.32,0.1,0.7831363636363636,0.74,0.5766666666666667,0.1,0.26
5,"11-10,18-5,2-13,4-10,8-18","10-10,19-3,2-5,3-8,8-3",0.8833333333333333,0.75,0.24,0.15,0.6912727272727273,0.82,0.5616666666666666,0.15,0.18000000000000005
5,"11-10,18-5,2-13,4-10,8-3","10-10,19-3,2-5,3-8,8-18",0.8,0.2,0.35,0.15,0.7325454545454545,0.75,0.575,0.15,0.25
5,"11-10,18-5,2-13,8-18,8-3","10-10,19-3,2-5,3-8,4-10",0.825,0.25,0.37,0.15,0.7228181818181818,0.83,0.5974999999999999,0.15,0.17000000000000004
5,"11-10,18-5,2-5,3-8,4-10","10-10,19-3,2-13,8-18,8-3",0.8916666666666667,0.75,0.23,0.15,0.7174090909090909,0.86,0.5608333333333334,0.15,0.14
5,"11-10,18-5,2-5,3-8,8-18","10-10,19-3,2-13,4-10,8-3",0.9166666666666666,0.8,0.24,0.15,0.7087727272727272,0.91,0.5783333333333334,0.15,0.08999999999999997
5,"11-10,18-5,2-5,3-8,8-3","10-10,19-3,2-13,4-10,8-18",0.8333333333333334,0.25,0.35,0.15,0.7509090909090909,0.86,0.5916666666666667,0.15,0.14
5,"11-10,18-5,2-5,4-10,8-18","10-10,19-3,2-13,3-8,8-3",0.8833333333333333,0.75,0.26,0.15,0.6485909090909091,0.95,0.5716666666666667,0.15,0.050000000000000044
5,"11-10,18-5,2-5,4-10,8-3","10-10,19-3,2-13,3-8,8-18",0.8,0.2,0.37,0.15,0.7011363636363637,0.87,0.585,0.15,0.13
5,"11-10,18-5,2-5,8-18,8-3","10-10,19-3,2-13,3-8,4-10",0.825,0.25,0.39,0.2,0.6905909090909091,0.91,0.6074999999999999,0.2,0.08999999999999997
5,"11-10,18-5,3-8,4-10,8-18","10-10,19-3,2-13,2-5,8-3",0.8833333333333333,0.75,0.24,0.15,0.7409545454545454,0.82,0.5616666666666666,0.15,0.18000000000000005
5,"11-10,18-5,3-8,4-10,8-3","10-10,19-3,2-13,2-5,8-18",0.8,0.2,0.35,0.15,0.7727727272727273,0.75,0.575,0.15,0.25
5,"11-10,18-5,3-8,8-18,8-3","10-10,19-3,2-13,2-5,4-10",0.825,0.25,0.36,0.15,0.7649545454545454,0.85,0.5925,0.15,0.15000000000000002
5,"11-10,18-5,4-10,8-18,8-3","10-10,19-3,2-13,2-5,3-8",0.7916666666666666,0.2,0.38,0.15,0.7127272727272728,0.8,0.5858333333333333,0.15,0.19999999999999996
5,"11-10,19-3,2-13,2-5,3-8","10-10,18-5,4-10,8-18,8-3",0.9,0.65,0.25,0.1,0.637,0.86,0.575,0.1,0.14
5,"11-10,19-3,2-13,2-5,4-10","10-10,18-5,3-8,8-18,8-3",0.875,0.65,0.25,0.15,0.579590909090909,0.87,0.5625,0.15,0.13
5,"11-10,19-3,2-13,2-5,8-18","10-10,18-5,3-8,4-10,8-3",0.8916666666666667,0.65,0.28,0.15,0.5656363636363636,0.93,0.5858333333333334,0.15,0.06999999999999995
5,"11-10,19-3,2-13,2-5,8-3","10-10,18-5,3-8,4-10,8-18",0.8083333333333333,0.1,0.39,0.15,0.6555,0.87,0.5991666666666666,0.1,0.13
5,"11-10,19-3,2-13,3-8,4-10","10-10,18-5,2-5,8-18,8-3",0.875,0.65,0.23,0.1,0.6697272727272727,0.78,0.5525,0.1,0.21999999999999997
5,"11-10,19-3,2-13,3-8,8-18","10-10,18-5,2-5,4-10,8-3",0.8916666666666667,0.65,0.26,0.1,0.6582727272727272,0.86,0.5758333333333334,0.1,0.14
5,"11-10,19-3,2-13,3-8,8-3","10-10,18-5,2-5,4-10,8-18",0.8083333333333333,0.1,0.37,0.1,0.7278181818181818,0.8,0.5891666666666666,0.1,0.19999999999999996
5,"11-10,19-3,2-13,4-10,8-18","10-10,18-5,2-5,3-8,8-3",0.8666666666666667,0.65,0.26,0.15,0.598909090909091,0.85,0.5633333333333334,0.15,0.15000000000000002
5,"11-10,19-3,2-13,4-10,8-3","10-10,18-5,2-5,3-8,8-18",0.7833333333333333,0.1,0.37,0.15,0.6787272727272727,0.77,0.5766666666666667,0.1,0.22999999999999998
5,"11-10,19-3,2-13,8-18,8-3","10-10,18-5,2-5,3-8,4-10",0.8,0.1,0.4,0.15,0.6660454545454545,0.85,0.6000000000000001,0.1,0.15000000000000002
5,"11-10,19-3,2-5,3-8,4-10","10-10,18-5,2-13,8-18,8-3",0.875,0.65,0.28,0.2,0.6262272727272727,0.87,0.5775,0.2,0.13
5,"11-10,19-3,2-5,3-8,8-18","10-10,18-5,2-13,4-10,8-3",0.8916666666666667,0.65,0.31,0.2,0.6140454545454546,0.92,0.6008333333333333,0.2,0.07999999999999996
5,"11-10,19-3,2-5,3-8,8-3","10-10,18-5,2-13,4-10,8-18",0.8083333333333333,0.1,0.42,0.2,0.6951818181818182,0.86,0.6141666666666666,0.1,0.14
5,"11-10,19-3,2-5,4-10,8-18","10-10,18-5,2-13,3-8,8-3",0.8666666666666667,0.65,0.32,0.25,0.5569090909090909,0.94,0.5933333333333334,0.25,0.06000000000000005
5,"11-10,19-3,2-5,4-10,8-3","10-10,18-5,2-13,3-8,8-18",0.7833333333333333,0.1,0.41,0.25,0.6485454545454545,0.86,0.5966666666666667,0.1,0.14
5,"11-10,19-3,2-5,8-18,8-3","10-10,18-5,2-13,3-8,4-10",0.8,0.1,0.46,0.25,0.6335,0.92,0.63,0.1,0.07999999999999996
5,"11-10,19-3,3-8,4-10,8-18","10-10,18-5,2-13,2-5,8-3",0.8666666666666667,0.65,0.29,0.2,0.6472727272727272,0.88,0.5783333333333334,0.2,0.12
5,"11-10,19-3,3-8,4-10,8-3","10-10,18-5,2-13,2-5,8-18",0.7833333333333333,0.1,0.4,0.2,0.718,0.77,0.5916666666666667,0.1,0.22999999999999998
5,"11-10,19-3,3-8,8-18,8-3","10-10,18-5,2-13,2-5,4-10",0.8,0.1,0.43,0.2,0.7070909090909091,0.87,0.615,0.1,0.13
5,"11-10,19-3,4-10,8-18,8-3","10-10,18-5,2-13,2-5,3-8",0.775,0.1,0.44,0.25,0.6567272727272727,0.87,0.6075,0.1,0.13
5,"11-10,2-13,2-5,3-8,4-10","10-10,18-5,19-3,8-18,8-3",0.8916666666666667,0.75,0.23,0.1,0.6527727272727273,0.82,0.5608333333333334,0.1,0.18000000000000005
5,"11-10,2-13,2-5,3-8,8-18","10-10,18-5,19-3,4-10,8-3",0.9166666666666666,0.8,0.24,0.1,0.6426363636363637,0.9,0.5783333333333334,0.1,0.09999999999999998
5,"11-10,2-13,2-5,3-8,8-3","10-10,18-5,19-3,4-10,8-18",0.8333333333333334,0.25,0.35,0.1,0.6950909090909091,0.83,0.5916666666666667,0.1,0.17000000000000004
5,"11-10,2-13,2-5,4-10,8-18","10-10,18-5,19-3,3-8,8-3",0.8833333333333333,0.75,0.26,0.15,0.5807727272727272,0.94,0.5716666666666667,0.15,0.06000000000000005
5,"11-10,2-13,2-5,4-10,8-3","10-10,18-5,19-3,3-8,8-18",0.8,0.2,0.37,0.15,0.6434090909090909,0.81,0.585,0.15,0.18999999999999995
5,"11-10,2-13,2-5,8-18,8-3","10-10,18-5,19-3,3-8,4-10",0.825,0.25,0.38,0.15,0.632,0.91,0.6025,0.15,0.08999999999999997
5,"11-10,2-13,3-8,4-10,8-18","10-10,18-5,19-3,2-5,8-3",0.8833333333333333,0.75,0.24,0.1,0.674,0.82,0.5616666666666666,0.1,0.18000000000000005
5,"11-10,2-13,3-8,4-10,8-3","10-10,18-5,19-3,2-5,8-18",0.8,0.2,0.35,0.1,0.716,0.74,0.575,0.1,0.26
5,"11-10,2-13,3-8,8-18,8-3","10-10,18-5,19-3,2-5,4-10",0.825,0.25,0.36,0.1,0.7069545454545455,0.83,0.5925,0.1,0.17000000000000004
5,"11-10,2-13,4-10,8-18,8-3","10-10,18-5,19-3,2-5,3-8",0.7916666666666666,0.2,0.38,0.15,0.6535454545454545,0.81,0.5858333333333333,0.15,0.18999999999999995
5,"11-10,2-5,3-8,4-10,8-18","10-10,18-5,19-3,2-13,8-3",0.8833333333333333,0.75,0.29,0.2,0.6301818181818182,0.94,0.5866666666666667,0.2,0.06000000000000005
5,"11-10,2-5,3-8,4-10,8-3","10-10,18-5,19-3,2-13,8-18",0.8,0.2,0.4,0.2,0.6838636363636363,0.81,0.6000000000000001,0.2,0.18999999999999995
5,"11-10,2-5,3-8,8-18,8-3","10-10,18-5,19-3,2-13,4-10",0.825,0.25,0.41,0.2,0.6740454545454545,0.9,0.6174999999999999,0.2,0.09999999999999998
5,"11-10,2-5,4-10,8-18,8-3","10-10,18-5,19-3,2-13,3-8",0.7916666666666666,0.2,0.44,0.25,0.6216363636363637,0.93,0.6158333333333333,0.2,0.06999999999999995
5,"11-10,3-8,4-10,8-18,8-3","10-10,18-5,19-3,2-13,2-5",0.7916666666666666,0.2,0.41,0.2,0.6955454545454546,0.81,0.6008333333333333,0.2,0.18999999999999995
5,"18-5,19-3,2-13,2-5,3-8","10-10,11-10,4-10,8-18,8-3",0.9,0.65,0.26,0.2,0.614909090909091,0.9,0.5800000000000001,0.2,0.09999999999999998
5,"18-5,19-3,2-13,2-5,4-10","10-10,11-10,3-8,8-18,8-3",0.875,0.65,0.27,0.2,0.5608181818181818,0.91,0.5725,0.2,0.08999999999999997
5,"18-5,19-3,2-13,2-5,8-18","10-10,11-10,3-8,4-10,8-3",0.8916666666666667,0.65,0.31,0.25,0.5480454545454545,0.96,0.6008333333333333,0.25,0.040000000000000036
5,"18-5,19-3,2-13,2-5,8-3","10-10,11-10,3-8,4-10,8-18",0.8083333333333333,0.1,0.42,0.25,0.6349545454545454,0.94,0.6141666666666666,0.1,0.06000000000000005
5,"18-5,19-3,2-13,3-8,4-10","10-10,11-10,2-5,8-18,8-3",0.875,0.65,0.24,0.2,0.6485909090909091,0.81,0.5575,0.2,0.18999999999999995
5,"18-5,19-3,2-13,3-8,8-18","10-10,11-10,2-5,4-10,8-3",0.8916666666666667,0.65,0.27,0.2,0.6386818181818181,0.89,0.5808333333333333,0.2,0.10999999999999999
5,"18-5,19-3,2-13,3-8,8-3","10-10,11-10,2-5,4-10,8-18",0.8083333333333333,0.1,0.38,0.2,0.7053181818181818,0.84,0.5941666666666667,0.1,0.16000000000000003
5,"18-5,19-3,2-13,4-10,8-18","10-10,11-10,2-5,3-8,8-3",0.8666666666666667,0.65,0.28,0.2,0.5821363636363637,0.89,0.5733333333333334,0.2,0.10999999999999999
5,"18-5,19-3,2-13,4-10,8-3","10-10,11-10,2-5,3-8,8-18",0.7833333333333333,0.1,0.39,0.2,0.6587272727272727,0.8,0.5866666666666667,0.1,0.19999999999999996
5,"18-5,19-3,2-13,8-18,8-3","10-10,11-10,2-5,3-8,4-10",0.8,0.1,0.43,0.25,0.647090909090909,0.89,0.615,0.1,0.10999999999999999
5,"18-5,19-3,2-5,3-8,4-10","10-10,11-10,2-13,8-18,8-3",0.875,0.65,0.23,0.2,0.6174545454545455,0.91,0.5525,0.2,0.08999999999999997
5,"18-5,19-3,2-5,3-8,8-18","10-10,11-10,2-13,4-10,8-3",0.8916666666666667,0.65,0.26,0.2,0.607,0.94,0.5758333333333334,0.2,0.06000000000000005
5,"18-5,19-3,2-5,3-8,8-3","10-10,11-10,2-13,4-10,8-18",0.8083333333333333,0.1,0.37,0.2,0.6842727272727273,0.93,0.5891666666666666,0.1,0.06999999999999995
5,"18-5,19-3,2-5,4-10,8-18","10-10,11-10,2-13,3-8,8-3",0.8666666666666667,0.65,0.25,0.2,0.5546363636363636,0.96,0.5583333333333333,0.2,0.040000000000000036
5,"18-5,19-3,2-5,4-10,8-3","10-10,11-10,2-13,3-8,8-18",0.7833333333333333,0.1,0.36,0.2,0.6411363636363636,0.89,0.5716666666666667,0.1,0.10999999999999999
5,"18-5,19-3,2-5,8-18,8-3","10-10,11-10,2-13,3-8,4-10",0.8,0.1,0.4,0.25,0.6279090909090909,0.95,0.6000000000000001,0.1,0.050000000000000044
5,"18-5,19-3,3-8,4-10,8-18","10-10,11-10,2-13,2-5,8-3",0.8666666666666667,0.65,0.24,0.2,0.6409545454545454,0.9,0.5533333333333333,0.2,0.09999999999999998
5,"18-5,19-3,3-8,4-10,8-3","10-10,11-10,2-13,2-5,8-18",0.7833333333333333,0.1,0.35,0.2,0.7077272727272728,0.79,0.5666666666666667,0.1,0.20999999999999996
5,"18-5,19-3,3-8,8-18,8-3","10-10,11-10,2-13,2-5,4-10",0.8,0.1,0.38,0.2,0.6983181818181818,0.89,0.5900000000000001,0.1,0.10999999999999999
5,"18-5,19-3,4-10,8-18,8-3","10-10,11-10,2-13,2-5,3-8",0.775,0.1,0.37,0.2,0.6520454545454546,0.89,0.5725,0.1,0.10999999999999999
5,"18-5,2-13,2-5,3-8,4-10","10-10,11-10,19-3,8-18,8-3",0.8916666666666667,0.75,0.24,0.2,0.632,0.87,0.5658333333333334,0.2,0.13
5,"18-5,2-13,2-5,3-8,8-18","10-10,11-10,19-3,4-10,8-3",0.9166666666666666,0.8,0.25,0.2,0.6235454545454545,0.92,0.5833333333333333,0.2,0.07999999999999996
5,"18-5,2-13,2-5,3-8,8-3","10-10,11-10,19-3,4-10,8-18",0.8333333333333334,0.25,0.36,0.2,0.6727272727272727,0.87,0.5966666666666667,0.2,0.13
5,"18-5,2-13,2-5,4-10,8-18","10-10,11-10,19-3,3-8,8-3",0.8833333333333333,0.75,0.28,0.2,0.5645454545454546,0.96,0.5816666666666667,0.2,0.040000000000000036
5,"18-5,2-13,2-5,4-10,8-3","10-10,11-10,19-3,3-8,8-18",0.8,0.2,0.39,0.2,0.6238181818181818,0.89,0.595,0.2,0.10999999999999999
5,"18-5,2-13,2-5,8-18,8-3","10-10,11-10,19-3,3-8,4-10",0.825,0.25,0.41,0.25,0.6135,0.93,0.6174999999999999,0.25,0.06999999999999995
5,"18-5,2-13,3-8,4-10,8-18","10-10,11-10,19-3,2-5,8-3",0.8833333333333333,0.75,0.25,0.2,0.6555909090909091,0.85,0.5666666666666667,0.2,0.15000000000000002
5,"18-5,2-13,3-8,4-10,8-3","10-10,11-10,19-3,2-5,8-18",0.8,0.2,0.36,0.2,0.694,0.77,0.5800000000000001,0.2,0.22999999999999998
5,"18-5,2-13,3-8,8-18,8-3","10-10,11-10,19-3,2-5,4-10",0.825,0.25,0.37,0.2,0.6863181818181818,0.86,0.5974999999999999,0.2,0.14
5,"18-5,2-13,4-10,8-18,8-3","10-10,11-10,19-3,2-5,3-8",0.7916666666666666,0.2,0.4,0.2,0.6354090909090909,0.84,0.5958333333333333,0.2,0.16000000000000003
