k,target_new,target_unknown,old_acc,min_old,seen_new_acc,min_seen,known_vs_unknown_auroc,unknown_fpr95_known,known_avg,known_floor,joint_score
10,"10-10,2-5,3-8,4-10,8-3","11-10,18-5,19-3,2-13,8-18",0.675,0.15,0.52,0.35,0.6066363636363636,0.86,0.5975,0.15,0.14
10,"10-10,2-5,3-8,8-18,8-3","11-10,18-5,19-3,2-13,4-10",0.7,0.2,0.52,0.3,0.5855,0.9,0.61,0.2,0.09999999999999998
10,"10-10,2-5,4-10,8-18,8-3","11-10,18-5,19-3,2-13,3-8",0.675,0.15,0.51,0.3,0.5474545454545454,0.91,0.5925,0.15,0.08999999999999997
10,"10-10,3-8,4-10,8-18,8-3","11-10,18-5,19-3,2-13,2-5",0.675,0.15,0.51,0.3,0.6132727272727273,0.88,0.5925,0.15,0.12
10,"11-10,18-5,19-3,2-13,2-5","10-10,3-8,4-10,8-18,8-3",0.9166666666666666,0.8,0.29,0.2,0.6328181818181818,0.84,0.6033333333333333,0.2,0.16000000000000003
10,"11-10,18-5,19-3,2-13,3-8","10-10,2-5,4-10,8-18,8-3",0.925,0.8,0.28,0.2,0.7286363636363636,0.77,0.6025,0.2,0.22999999999999998
10,"11-10,18-5,19-3,2-13,4-10","10-10,2-5,3-8,8-18,8-3",0.8916666666666667,0.75,0.29,0.2,0.6645909090909091,0.8,0.5908333333333333,0.2,0.19999999999999996
10,"11-10,18-5,19-3,2-13,8-18","10-10,2-5,3-8,4-10,8-3",0.9166666666666666,0.8,0.28,0.2,0.6495909090909091,0.83,0.5983333333333334,0.2,0.17000000000000004
10,"11-10,18-5,19-3,2-13,8-3","10-10,2-5,3-8,4-10,8-18",0.8166666666666667,0.15,0.38,0.2,0.7149090909090909,0.76,0.5983333333333334,0.15,0.24
10,"11-10,18-5,19-3,2-5,3-8","10-10,2-13,4-10,8-18,8-3",0.9166666666666666,0.8,0.3,0.2,0.6949545454545455,0.83,0.6083333333333333,0.2,0.17000000000000004
10,"11-10,18-5,19-3,2-5,4-10","10-10,2-13,3-8,8-18,8-3",0.8833333333333333,0.75,0.33,0.2,0.6316363636363637,0.89,0.6066666666666667,0.2,0.10999999999999999
10,"11-10,18-5,19-3,2-5,8-18","10-10,2-13,3-8,4-10,8-3",0.9166666666666666,0.8,0.32,0.2,0.6187727272727273,0.89,0.6183333333333333,0.2,0.10999999999999999
10,"11-10,18-5,19-3,2-5,8-3","10-10,2-13,3-8,4-10,8-18",0.8083333333333333,0.15,0.42,0.2,0.6919545454545455,0.83,0.6141666666666666,0.15,0.17000000000000004
10,"11-10,18-5,19-3,3-8,4-10","10-10,2-13,2-5,8-18,8-3",0.8916666666666667,0.75,0.3,0.2,0.7241363636363637,0.85,0.5958333333333333,0.2,0.15000000000000002
10,"11-10,18-5,19-3,3-8,8-18","10-10,2-13,2-5,4-10,8-3",0.9166666666666666,0.8,0.29,0.2,0.7109545454545455,0.84,0.6033333333333333,0.2,0.16000000000000003
10,"11-10,18-5,19-3,3-8,8-3","10-10,2-13,2-5,4-10,8-18",0.8166666666666667,0.15,0.39,0.2,0.7732272727272728,0.77,0.6033333333333333,0.15,0.22999999999999998
10,"11-10,18-5,19-3,4-10,8-18","10-10,2-13,2-5,3-8,8-3",0.8833333333333333,0.75,0.32,0.2,0.6494545454545455,0.89,0.6016666666666667,0.2,0.10999999999999999
10,"11-10,18-5,19-3,4-10,8-3","10-10,2-13,2-5,3-8,8-18",0.7833333333333333,0.15,0.43,0.2,0.7031363636363637,0.84,0.6066666666666667,0.15,0.16000000000000003
10,"11-10,18-5,19-3,8-18,8-3","10-10,2-13,2-5,3-8,4-10",0.8083333333333333,0.15,0.41,0.2,0.6999090909090909,0.83,0.6091666666666666,0.15,0.17000000000000004
10,"11-10,18-5,2-13,2-5,3-8","10-10,19-3,4-10,8-18,8-3",0.925,0.85,0.31,0.3,0.7016818181818182,0.83,0.6175,0.3,0.17000000000000004
10,"11-10,18-5,2-13,2-5,4-10","10-10,19-3,3-8,8-18,8-3",0.8833333333333333,0.75,0.32,0.3,0.6363636363636364,0.88,0.6016666666666667,0.3,0.12
10,"11-10,18-5,2-13,2-5,8-18","10-10,19-3,3-8,4-10,8-3",0.925,0.85,0.31,0.3,0.6199545454545454,0.9,0.6175,0.3,0.09999999999999998
10,"11-10,18-5,2-13,2-5,8-3","10-10,19-3,3-8,4-10,8-18",0.8166666666666667,0.2,0.41,0.3,0.6630454545454545,0.84,0.6133333333333333,0.2,0.16000000000000003
10,"11-10,18-5,2-13,3-8,4-10","10-10,19-3,2-5,8-18,8-3",0.8916666666666667,0.75,0.31,0.3,0.7331818181818182,0.82,0.6008333333333333,0.3,0.18000000000000005
10,"11-10,18-5,2-13,3-8,8-18","10-10,19-3,2-5,4-10,8-3",0.925,0.85,0.3,0.3,0.7172727272727273,0.84,0.6125,0.3,0.16000000000000003
10,"11-10,18-5,2-13,3-8,8-3","10-10,19-3,2-5,4-10,8-18",0.825,0.2,0.4,0.3,0.7476818181818182,0.77,0.6125,0.2,0.22999999999999998
10,"11-10,18-5,2-13,4-10,8-18","10-10,19-3,2-5,3-8,8-3",0.8833333333333333,0.75,0.31,0.3,0.6535909090909091,0.88,0.5966666666666667,0.3,0.12
10,"11-10,18-5,2-13,4-10,8-3","10-10,19-3,2-5,3-8,8-18",0.7833333333333333,0.15,0.41,0.3,0.675,0.82,0.5966666666666667,0.15,0.18000000000000005
10,"11-10,18-5,2-13,8-18,8-3","10-10,19-3,2-5,3-8,4-10",0.8166666666666667,0.2,0.4,0.3,0.6702272727272728,0.83,0.6083333333333334,0.2,0.17000000000000004
10,"11-10,18-5,2-5,3-8,4-10","10-10,19-3,2-13,8-18,8-3",0.8833333333333333,0.75,0.33,0.3,0.6983636363636364,0.86,0.6066666666666667,0.3,0.14
10,"11-10,18-5,2-5,3-8,8-18","10-10,19-3,2-13,4-10,8-3",0.925,0.85,0.32,0.3,0.6834090909090909,0.88,0.6225,0.3,0.12
10,"11-10,18-5,2-5,3-8,8-3","10-10,19-3,2-13,4-10,8-18",0.8166666666666667,0.2,0.42,0.3,0.7235,0.82,0.6183333333333333,0.2,0.18000000000000005
10,"11-10,18-5,2-5,4-10,8-18","10-10,19-3,2-13,3-8,8-3",0.8833333333333333,0.75,0.35,0.3,0.6211818181818182,0.93,0.6166666666666667,0.3,0.06999999999999995
10,"11-10,18-5,2-5,4-10,8-3","10-10,19-3,2-13,3-8,8-18",0.775,0.15,0.45,0.35,0.6516818181818181,0.9,0.6125,0.15,0.09999999999999998
10,"11-10,18-5,2-5,8-18,8-3","10-10,19-3,2-13,3-8,4-10",0.8166666666666667,0.2,0.44,0.3,0.6483181818181818,0.91,0.6283333333333333,0.2,0.08999999999999997
10,"11-10,18-5,3-8,4-10,8-18","10-10,19-3,2-13,2-5,8-3",0.8833333333333333,0.75,0.32,0.3,0.7149090909090909,0.89,0.6016666666666667,0.3,0.10999999999999999
10,"11-10,18-5,3-8,4-10,8-3","10-10,19-3,2-13,2-5,8-18",0.7833333333333333,0.15,0.42,0.3,0.732909090909091,0.86,0.6016666666666667,0.15,0.14
10,"11-10,18-5,3-8,8-18,8-3","10-10,19-3,2-13,2-5,4-10",0.8166666666666667,0.2,0.41,0.3,0.73,0.87,0.6133333333333333,0.2,0.13
10,"11-10,18-5,4-10,8-18,8-3","10-10,19-3,2-13,2-5,3-8",0.775,0.15,0.44,0.3,0.6592727272727272,0.88,0.6075,0.15,0.12
10,"11-10,19-3,2-13,2-5,3-8","10-10,18-5,4-10,8-18,8-3",0.9166666666666666,0.8,0.29,0.2,0.6559090909090909,0.81,0.6033333333333333,0.2,0.18999999999999995
10,"11-10,19-3,2-13,2-5,4-10","10-10,18-5,3-8,8-18,8-3",0.8833333333333333,0.75,0.3,0.2,0.5908181818181818,0.84,0.5916666666666667,0.2,0.16000000000000003
10,"11-10,19-3,2-13,2-5,8-18","10-10,18-5,3-8,4-10,8-3",0.9166666666666666,0.8,0.29,0.2,0.5762272727272727,0.87,0.6033333333333333,0.2,0.13
10,"11-10,19-3,2-13,2-5,8-3","10-10,18-5,3-8,4-10,8-18",0.8083333333333333,0.15,0.39,0.2,0.6507272727272727,0.81,0.5991666666666666,0.15,0.18999999999999995
10,"11-10,19-3,2-13,3-8,4-10","10-10,18-5,2-5,8-18,8-3",0.8916666666666667,0.75,0.29,0.2,0.6859090909090909,0.78,0.5908333333333333,0.2,0.21999999999999997
10,"11-10,19-3,2-13,3-8,8-18","10-10,18-5,2-5,4-10,8-3",0.9166666666666666,0.8,0.28,0.2,0.6716818181818182,0.81,0.5983333333333334,0.2,0.18999999999999995
10,"11-10,19-3,2-13,3-8,8-3","10-10,18-5,2-5,4-10,8-18",0.8166666666666667,0.15,0.38,0.2,0.7347272727272727,0.75,0.5983333333333334,0.15,0.25
10,"11-10,19-3,2-13,4-10,8-18","10-10,18-5,2-5,3-8,8-3",0.8833333333333333,0.75,0.29,0.2,0.6082272727272727,0.83,0.5866666666666667,0.2,0.17000000000000004
10,"11-10,19-3,2-13,4-10,8-3","10-10,18-5,2-5,3-8,8-18",0.7833333333333333,0.15,0.39,0.2,0.663409090909091,0.77,0.5866666666666667,0.15,0.22999999999999998
10,"11-10,19-3,2-13,8-18,8-3","10-10,18-5,2-5,3-8,4-10",0.8083333333333333,0.15,0.38,0.2,0.6583181818181818,0.8,0.5941666666666667,0.15,0.19999999999999996
10,"11-10,19-3,2-5,3-8,4-10","10-10,18-5,2-13,8-18,8-3",0.8833333333333333,0.75,0.31,0.2,0.6503181818181818,0.83,0.5966666666666667,0.2,0.17000000000000004
10,"11-10,19-3,2-5,3-8,8-18","10-10,18-5,2-13,4-10,8-3",0.9166666666666666,0.8,0.3,0.2,0.6372272727272728,0.86,0.6083333333333333,0.2,0.14
10,"11-10,19-3,2-5,3-8,8-3","10-10,18-5,2-13,4-10,8-18",0.8083333333333333,0.15,0.4,0.2,0.7097272727272728,0.8,0.6041666666666667,0.15,0.19999999999999996
10,"11-10,19-3,2-5,4-10,8-18","10-10,18-5,2-13,3-8,8-3",0.8833333333333333,0.75,0.33,0.2,0.5771818181818181,0.89,0.6066666666666667,0.2,0.10999999999999999
10,"11-10,19-3,2-5,4-10,8-3","10-10,18-5,2-13,3-8,8-18",0.775,0.15,0.43,0.2,0.641,0.83,0.6025,0.15,0.17000000000000004
10,"11-10,19-3,2-5,8-18,8-3","10-10,18-5,2-13,3-8,4-10",0.8083333333333333,0.15,0.42,0.2,0.6370454545454546,0.86,0.6141666666666666,0.15,0.14
10,"11-10,19-3,3-8,4-10,8-18","10-10,18-5,2-13,2-5,8-3",0.8833333333333333,0.75,0.3,0.2,0.667,0.84,0.5916666666666667,0.2,0.16000000000000003
10,"11-10,19-3,3-8,4-10,8-3","10-10,18-5,2-13,2-5,8-18",0.7833333333333333,0.15,0.4,0.2,0.7197727272727272,0.77,0.5916666666666667,0.15,0.22999999999999998
10,"11-10,19-3,3-8,8-18,8-3","10-10,18-5,2-13,2-5,4-10",0.8083333333333333,0.15,0.39,0.2,0.7165,0.8,0.5991666666666666,0.15,0.19999999999999996
10,"11-10,19-3,4-10,8-18,8-3","10-10,18-5,2-13,2-5,3-8",0.775,0.15,0.42,0.2,0.6483636363636364,0.82,0.5975,0.15,0.18000000000000005
10,"11-10,2-13,2-5,3-8,4-10","10-10,18-5,19-3,8-18,8-3",0.8833333333333333,0.75,0.32,0.3,0.6592727272727272,0.83,0.6016666666666667,0.3,0.17000000000000004
10,"11-10,2-13,2-5,3-8,8-18","10-10,18-5,19-3,4-10,8-3",0.925,0.85,0.31,0.3,0.6433636363636364,0.86,0.6175,0.3,0.14
10,"11-10,2-13,2-5,3-8,8-3","10-10,18-5,19-3,4-10,8-18",0.8166666666666667,0.2,0.41,0.3,0.6844090909090909,0.8,0.6133333333333333,0.2,0.19999999999999996
10,"11-10,2-13,2-5,4-10,8-18","10-10,18-5,19-3,3-8,8-3",0.8833333333333333,0.75,0.32,0.3,0.5791818181818181,0.9,0.6016666666666667,0.3,0.09999999999999998
10,"11-10,2-13,2-5,4-10,8-3","10-10,18-5,19-3,3-8,8-18",0.775,0.15,0.42,0.3,0.6111818181818182,0.84,0.5975,0.15,0.16000000000000003
10,"11-10,2-13,2-5,8-18,8-3","10-10,18-5,19-3,3-8,4-10",0.8166666666666667,0.2,0.41,0.3,0.606,0.87,0.6133333333333333,0.2,0.13
10,"11-10,2-13,3-8,4-10,8-18","10-10,18-5,19-3,2-5,8-3",0.8833333333333333,0.75,0.31,0.3,0.6755909090909091,0.84,0.5966666666666667,0.3,0.16000000000000003
10,"11-10,2-13,3-8,4-10,8-3","10-10,18-5,19-3,2-5,8-18",0.7833333333333333,0.15,0.41,0.3,0.6949090909090909,0.77,0.5966666666666667,0.15,0.22999999999999998
10,"11-10,2-13,3-8,8-18,8-3","10-10,18-5,19-3,2-5,4-10",0.8166666666666667,0.2,0.4,0.3,0.6909545454545455,0.8,0.6083333333333334,0.2,0.19999999999999996
10,"11-10,2-13,4-10,8-18,8-3","10-10,18-5,19-3,2-5,3-8",0.775,0.15,0.41,0.3,0.6183181818181818,0.83,0.5925,0.15,0.17000000000000004
10,"11-10,2-5,3-8,4-10,8-18","10-10,18-5,19-3,2-13,8-3",0.8833333333333333,0.75,0.33,0.3,0.6396818181818181,0.89,0.6066666666666667,0.3,0.10999999999999999
