k,old_bias,target_new,target_unknown,old_acc,min_old,seen_new_acc,min_seen,known_vs_unknown_auroc,unknown_fpr95_known,known_avg,known_floor,stage_score
5,0.02,"10-10,18-5,2-13,3-8,8-18","11-10,19-3,2-5,4-10,8-3",0.875,0.7,0.28,0.1,0.6416818181818181,0.88,0.5775,0.1,0.12
5,0.04,"10-10,18-5,2-13,3-8,8-18","11-10,19-3,2-5,4-10,8-3",0.9166666666666666,0.8,0.15,0.1,0.635,0.88,0.5333333333333333,0.1,0.12
5,0.06,"10-10,18-5,2-13,3-8,8-18","11-10,19-3,2-5,4-10,8-3",0.9166666666666666,0.8,0.13,0.0,0.6325,0.88,0.5233333333333333,0.0,0.12
5,0.08,"10-10,18-5,2-13,3-8,8-18","11-10,19-3,2-5,4-10,8-3",0.9166666666666666,0.8,0.12,0.0,0.6312727272727273,0.88,0.5183333333333333,0.0,0.12
5,0.1,"10-10,18-5,2-13,3-8,8-18","11-10,19-3,2-5,4-10,8-3",0.9166666666666666,0.8,0.11,0.0,0.6303636363636363,0.88,0.5133333333333333,0.0,0.11
5,0.15,"10-10,18-5,2-13,3-8,8-18","11-10,19-3,2-5,4-10,8-3",0.9166666666666666,0.8,0.08,0.0,0.6277727272727273,0.88,0.4983333333333333,0.0,0.08
5,0.2,"10-10,18-5,2-13,3-8,8-18","11-10,19-3,2-5,4-10,8-3",0.925,0.8,0.04,0.0,0.6269545454545454,0.91,0.48250000000000004,0.0,0.04
5,0.3,"10-10,18-5,2-13,3-8,8-18","11-10,19-3,2-5,4-10,8-3",0.925,0.8,0.03,0.0,0.6259545454545454,0.94,0.47750000000000004,0.0,0.03
5,0.0,"10-10,18-5,2-13,3-8,8-3","11-10,19-3,2-5,4-10,8-18",0.7333333333333333,0.25,0.45,0.2,0.6861818181818182,0.83,0.5916666666666667,0.2,0.17000000000000004
5,0.01,"10-10,18-5,2-13,3-8,8-3","11-10,19-3,2-5,4-10,8-18",0.7583333333333333,0.25,0.41,0.2,0.6813181818181818,0.83,0.5841666666666666,0.2,0.17000000000000004
5,0.02,"10-10,18-5,2-13,3-8,8-3","11-10,19-3,2-5,4-10,8-18",0.8166666666666667,0.4,0.37,0.1,0.6789090909090909,0.83,0.5933333333333333,0.1,0.17000000000000004
5,0.04,"10-10,18-5,2-13,3-8,8-3","11-10,19-3,2-5,4-10,8-18",0.8833333333333333,0.55,0.22,0.1,0.6670909090909091,0.83,0.5516666666666666,0.1,0.17000000000000004
5,0.06,"10-10,18-5,2-13,3-8,8-3","11-10,19-3,2-5,4-10,8-18",0.925,0.8,0.08,0.0,0.6641818181818182,0.83,0.5025000000000001,0.0,0.08
5,0.08,"10-10,18-5,2-13,3-8,8-3","11-10,19-3,2-5,4-10,8-18",0.925,0.8,0.07,0.0,0.6633181818181818,0.82,0.49750000000000005,0.0,0.07
5,0.1,"10-10,18-5,2-13,3-8,8-3","11-10,19-3,2-5,4-10,8-18",0.925,0.8,0.06,0.0,0.6627272727272727,0.82,0.49250000000000005,0.0,0.06
5,0.15,"10-10,18-5,2-13,3-8,8-3","11-10,19-3,2-5,4-10,8-18",0.925,0.8,0.04,0.0,0.662,0.83,0.48250000000000004,0.0,0.04
5,0.2,"10-10,18-5,2-13,3-8,8-3","11-10,19-3,2-5,4-10,8-18",0.925,0.8,0.02,0.0,0.6615909090909091,0.83,0.47250000000000003,0.0,0.02
5,0.3,"10-10,18-5,2-13,3-8,8-3","11-10,19-3,2-5,4-10,8-18",0.925,0.8,0.01,0.0,0.6612727272727272,0.83,0.4675,0.0,0.01
5,0.0,"10-10,18-5,2-13,4-10,8-18","11-10,19-3,2-5,3-8,8-3",0.7916666666666666,0.25,0.37,0.2,0.6133181818181819,0.88,0.5808333333333333,0.2,0.12
5,0.01,"10-10,18-5,2-13,4-10,8-18","11-10,19-3,2-5,3-8,8-3",0.8083333333333333,0.35,0.33,0.2,0.6014090909090909,0.88,0.5691666666666667,0.2,0.12
5,0.02,"10-10,18-5,2-13,4-10,8-18","11-10,19-3,2-5,3-8,8-3",0.85,0.6,0.32,0.15,0.5919090909090909,0.88,0.585,0.15,0.12
5,0.04,"10-10,18-5,2-13,4-10,8-18","11-10,19-3,2-5,3-8,8-3",0.9,0.75,0.17,0.1,0.5834090909090909,0.87,0.535,0.1,0.13
5,0.06,"10-10,18-5,2-13,4-10,8-18","11-10,19-3,2-5,3-8,8-3",0.9,0.75,0.15,0.0,0.5818181818181818,0.89,0.525,0.0,0.10999999999999999
5,0.08,"10-10,18-5,2-13,4-10,8-18","11-10,19-3,2-5,3-8,8-3",0.9083333333333333,0.75,0.14,0.0,0.5812272727272727,0.89,0.5241666666666667,0.0,0.10999999999999999
5,0.1,"10-10,18-5,2-13,4-10,8-18","11-10,19-3,2-5,3-8,8-3",0.9083333333333333,0.75,0.13,0.0,0.5806363636363636,0.89,0.5191666666666667,0.0,0.10999999999999999
5,0.15,"10-10,18-5,2-13,4-10,8-18","11-10,19-3,2-5,3-8,8-3",0.9166666666666666,0.8,0.08,0.0,0.5787272727272728,0.9,0.4983333333333333,0.0,0.08
5,0.2,"10-10,18-5,2-13,4-10,8-18","11-10,19-3,2-5,3-8,8-3",0.925,0.8,0.05,0.0,0.5779090909090909,0.93,0.48750000000000004,0.0,0.05
5,0.3,"10-10,18-5,2-13,4-10,8-18","11-10,19-3,2-5,3-8,8-3",0.925,0.8,0.04,0.0,0.5770909090909091,0.94,0.48250000000000004,0.0,0.04
5,0.0,"10-10,18-5,2-13,4-10,8-3","11-10,19-3,2-5,3-8,8-18",0.7083333333333334,0.2,0.48,0.2,0.6553181818181818,0.79,0.5941666666666667,0.2,0.20999999999999996
5,0.01,"10-10,18-5,2-13,4-10,8-3","11-10,19-3,2-5,3-8,8-18",0.725,0.2,0.43,0.2,0.636,0.8,0.5775,0.2,0.19999999999999996
5,0.02,"10-10,18-5,2-13,4-10,8-3","11-10,19-3,2-5,3-8,8-18",0.7916666666666666,0.35,0.41,0.15,0.625,0.8,0.6008333333333333,0.15,0.19999999999999996
5,0.04,"10-10,18-5,2-13,4-10,8-3","11-10,19-3,2-5,3-8,8-18",0.8666666666666667,0.5,0.24,0.1,0.6168181818181818,0.8,0.5533333333333333,0.1,0.19999999999999996
5,0.06,"10-10,18-5,2-13,4-10,8-3","11-10,19-3,2-5,3-8,8-18",0.9083333333333333,0.75,0.1,0.0,0.6162272727272727,0.81,0.5041666666666667,0.0,0.1
5,0.08,"10-10,18-5,2-13,4-10,8-3","11-10,19-3,2-5,3-8,8-18",0.9166666666666666,0.75,0.09,0.0,0.6157272727272727,0.82,0.5033333333333333,0.0,0.09
5,0.1,"10-10,18-5,2-13,4-10,8-3","11-10,19-3,2-5,3-8,8-18",0.9166666666666666,0.75,0.08,0.0,0.6148636363636364,0.82,0.4983333333333333,0.0,0.08
5,0.15,"10-10,18-5,2-13,4-10,8-3","11-10,19-3,2-5,3-8,8-18",0.925,0.8,0.04,0.0,0.6136818181818182,0.82,0.48250000000000004,0.0,0.04
5,0.2,"10-10,18-5,2-13,4-10,8-3","11-10,19-3,2-5,3-8,8-18",0.925,0.8,0.03,0.0,0.6128181818181818,0.83,0.47750000000000004,0.0,0.03
5,0.3,"10-10,18-5,2-13,4-10,8-3","11-10,19-3,2-5,3-8,8-18",0.925,0.8,0.02,0.0,0.6124090909090909,0.83,0.47250000000000003,0.0,0.02
5,0.0,"10-10,18-5,2-13,8-18,8-3","11-10,19-3,2-5,3-8,4-10",0.725,0.25,0.5,0.25,0.6298636363636364,0.87,0.6125,0.25,0.13
5,0.01,"10-10,18-5,2-13,8-18,8-3","11-10,19-3,2-5,3-8,4-10",0.75,0.25,0.45,0.25,0.6198181818181818,0.87,0.6,0.25,0.13
5,0.02,"10-10,18-5,2-13,8-18,8-3","11-10,19-3,2-5,3-8,4-10",0.8083333333333333,0.4,0.43,0.2,0.6141363636363636,0.87,0.6191666666666666,0.2,0.13
5,0.04,"10-10,18-5,2-13,8-18,8-3","11-10,19-3,2-5,3-8,4-10",0.875,0.55,0.26,0.1,0.6050909090909091,0.87,0.5675,0.1,0.13
5,0.06,"10-10,18-5,2-13,8-18,8-3","11-10,19-3,2-5,3-8,4-10",0.9166666666666666,0.8,0.12,0.0,0.6020909090909091,0.87,0.5183333333333333,0.0,0.12
5,0.08,"10-10,18-5,2-13,8-18,8-3","11-10,19-3,2-5,3-8,4-10",0.9166666666666666,0.8,0.11,0.0,0.6017272727272728,0.87,0.5133333333333333,0.0,0.11
5,0.1,"10-10,18-5,2-13,8-18,8-3","11-10,19-3,2-5,3-8,4-10",0.9166666666666666,0.8,0.1,0.0,0.6008636363636364,0.87,0.5083333333333333,0.0,0.1
5,0.15,"10-10,18-5,2-13,8-18,8-3","11-10,19-3,2-5,3-8,4-10",0.9166666666666666,0.8,0.07,0.0,0.5988181818181818,0.87,0.4933333333333333,0.0,0.07
5,0.2,"10-10,18-5,2-13,8-18,8-3","11-10,19-3,2-5,3-8,4-10",0.925,0.8,0.04,0.0,0.5981818181818181,0.88,0.48250000000000004,0.0,0.04
5,0.3,"10-10,18-5,2-13,8-18,8-3","11-10,19-3,2-5,3-8,4-10",0.925,0.8,0.03,0.0,0.5971363636363637,0.88,0.47750000000000004,0.0,0.03
5,0.0,"10-10,18-5,2-5,3-8,4-10","11-10,19-3,2-13,8-18,8-3",0.8,0.25,0.32,0.2,0.6455454545454545,0.92,0.56,0.2,0.07999999999999996
5,0.01,"10-10,18-5,2-5,3-8,4-10","11-10,19-3,2-13,8-18,8-3",0.8166666666666667,0.35,0.29,0.2,0.6355454545454545,0.92,0.5533333333333333,0.2,0.07999999999999996
5,0.02,"10-10,18-5,2-5,3-8,4-10","11-10,19-3,2-13,8-18,8-3",0.8583333333333333,0.6,0.26,0.1,0.6262727272727273,0.92,0.5591666666666666,0.1,0.07999999999999996
5,0.04,"10-10,18-5,2-5,3-8,4-10","11-10,19-3,2-13,8-18,8-3",0.9083333333333333,0.75,0.15,0.1,0.618,0.93,0.5291666666666667,0.1,0.06999999999999995
5,0.06,"10-10,18-5,2-5,3-8,4-10","11-10,19-3,2-13,8-18,8-3",0.9083333333333333,0.75,0.12,0.0,0.6170909090909091,0.93,0.5141666666666667,0.0,0.06999999999999995
5,0.08,"10-10,18-5,2-5,3-8,4-10","11-10,19-3,2-13,8-18,8-3",0.9166666666666666,0.75,0.12,0.0,0.6159545454545454,0.93,0.5183333333333333,0.0,0.06999999999999995
5,0.1,"10-10,18-5,2-5,3-8,4-10","11-10,19-3,2-13,8-18,8-3",0.9166666666666666,0.75,0.11,0.0,0.6157272727272727,0.91,0.5133333333333333,0.0,0.08999999999999997
5,0.15,"10-10,18-5,2-5,3-8,4-10","11-10,19-3,2-13,8-18,8-3",0.925,0.8,0.07,0.0,0.6150909090909091,0.93,0.49750000000000005,0.0,0.06999999999999995
5,0.2,"10-10,18-5,2-5,3-8,4-10","11-10,19-3,2-13,8-18,8-3",0.925,0.8,0.05,0.0,0.6147727272727272,0.92,0.48750000000000004,0.0,0.05
5,0.3,"10-10,18-5,2-5,3-8,4-10","11-10,19-3,2-13,8-18,8-3",0.925,0.8,0.03,0.0,0.6144545454545455,0.91,0.47750000000000004,0.0,0.03
5,0.0,"10-10,18-5,2-5,3-8,8-18","11-10,19-3,2-13,4-10,8-3",0.8166666666666667,0.35,0.33,0.2,0.6176818181818182,0.93,0.5733333333333334,0.2,0.06999999999999995
5,0.01,"10-10,18-5,2-5,3-8,8-18","11-10,19-3,2-13,4-10,8-3",0.8416666666666667,0.5,0.3,0.2,0.6151818181818182,0.93,0.5708333333333333,0.2,0.06999999999999995
5,0.02,"10-10,18-5,2-5,3-8,8-18","11-10,19-3,2-13,4-10,8-3",0.875,0.7,0.27,0.1,0.612,0.93,0.5725,0.1,0.06999999999999995
5,0.04,"10-10,18-5,2-5,3-8,8-18","11-10,19-3,2-13,4-10,8-3",0.9166666666666666,0.8,0.17,0.1,0.6068181818181818,0.93,0.5433333333333333,0.1,0.06999999999999995
5,0.06,"10-10,18-5,2-5,3-8,8-18","11-10,19-3,2-13,4-10,8-3",0.9166666666666666,0.8,0.14,0.0,0.6050454545454546,0.93,0.5283333333333333,0.0,0.06999999999999995
5,0.08,"10-10,18-5,2-5,3-8,8-18","11-10,19-3,2-13,4-10,8-3",0.9166666666666666,0.8,0.14,0.0,0.6040454545454546,0.93,0.5283333333333333,0.0,0.06999999999999995
5,0.1,"10-10,18-5,2-5,3-8,8-18","11-10,19-3,2-13,4-10,8-3",0.9166666666666666,0.8,0.13,0.0,0.6030909090909091,0.94,0.5233333333333333,0.0,0.06000000000000005
5,0.15,"10-10,18-5,2-5,3-8,8-18","11-10,19-3,2-13,4-10,8-3",0.9166666666666666,0.8,0.1,0.0,0.6005909090909091,0.96,0.5083333333333333,0.0,0.040000000000000036
5,0.2,"10-10,18-5,2-5,3-8,8-18","11-10,19-3,2-13,4-10,8-3",0.925,0.8,0.06,0.0,0.6000454545454545,0.96,0.49250000000000005,0.0,0.040000000000000036
5,0.3,"10-10,18-5,2-5,3-8,8-18","11-10,19-3,2-13,4-10,8-3",0.925,0.8,0.04,0.0,0.5990909090909091,0.95,0.48250000000000004,0.0,0.04
5,0.0,"10-10,18-5,2-5,3-8,8-3","11-10,19-3,2-13,4-10,8-18",0.7333333333333333,0.25,0.44,0.2,0.6622272727272728,0.88,0.5866666666666667,0.2,0.12
5,0.01,"10-10,18-5,2-5,3-8,8-3","11-10,19-3,2-13,4-10,8-18",0.7583333333333333,0.25,0.4,0.2,0.6546363636363637,0.89,0.5791666666666666,0.2,0.10999999999999999
5,0.02,"10-10,18-5,2-5,3-8,8-3","11-10,19-3,2-13,4-10,8-18",0.8166666666666667,0.4,0.36,0.1,0.6519090909090909,0.89,0.5883333333333334,0.1,0.10999999999999999
5,0.04,"10-10,18-5,2-5,3-8,8-3","11-10,19-3,2-13,4-10,8-18",0.8833333333333333,0.55,0.24,0.1,0.6410454545454546,0.89,0.5616666666666666,0.1,0.10999999999999999
5,0.06,"10-10,18-5,2-5,3-8,8-3","11-10,19-3,2-13,4-10,8-18",0.925,0.8,0.09,0.0,0.6373636363636364,0.89,0.5075000000000001,0.0,0.09
5,0.08,"10-10,18-5,2-5,3-8,8-3","11-10,19-3,2-13,4-10,8-18",0.925,0.8,0.09,0.0,0.6368181818181818,0.89,0.5075000000000001,0.0,0.09
5,0.1,"10-10,18-5,2-5,3-8,8-3","11-10,19-3,2-13,4-10,8-18",0.925,0.8,0.08,0.0,0.6364090909090909,0.89,0.5025000000000001,0.0,0.08
5,0.15,"10-10,18-5,2-5,3-8,8-3","11-10,19-3,2-13,4-10,8-18",0.925,0.8,0.06,0.0,0.6353181818181818,0.91,0.49250000000000005,0.0,0.06
5,0.2,"10-10,18-5,2-5,3-8,8-3","11-10,19-3,2-13,4-10,8-18",0.925,0.8,0.04,0.0,0.635,0.89,0.48250000000000004,0.0,0.04
5,0.3,"10-10,18-5,2-5,3-8,8-3","11-10,19-3,2-13,4-10,8-18",0.925,0.8,0.02,0.0,0.6345454545454545,0.89,0.47250000000000003,0.0,0.02
5,0.0,"10-10,18-5,2-5,4-10,8-18","11-10,19-3,2-13,3-8,8-3",0.7916666666666666,0.25,0.34,0.2,0.5833636363636364,0.97,0.5658333333333333,0.2,0.030000000000000027
5,0.01,"10-10,18-5,2-5,4-10,8-18","11-10,19-3,2-13,3-8,8-3",0.8083333333333333,0.35,0.31,0.2,0.572,0.97,0.5591666666666667,0.2,0.030000000000000027
5,0.02,"10-10,18-5,2-5,4-10,8-18","11-10,19-3,2-13,3-8,8-3",0.85,0.6,0.3,0.15,0.5631363636363637,0.97,0.575,0.15,0.030000000000000027
5,0.04,"10-10,18-5,2-5,4-10,8-18","11-10,19-3,2-13,3-8,8-3",0.9,0.75,0.18,0.1,0.5547727272727273,0.97,0.54,0.1,0.030000000000000027
5,0.06,"10-10,18-5,2-5,4-10,8-18","11-10,19-3,2-13,3-8,8-3",0.9,0.75,0.15,0.0,0.5532272727272727,0.97,0.525,0.0,0.030000000000000027
5,0.08,"10-10,18-5,2-5,4-10,8-18","11-10,19-3,2-13,3-8,8-3",0.9083333333333333,0.75,0.15,0.0,0.5526818181818182,0.97,0.5291666666666667,0.0,0.030000000000000027
5,0.1,"10-10,18-5,2-5,4-10,8-18","11-10,19-3,2-13,3-8,8-3",0.9083333333333333,0.75,0.14,0.0,0.5523636363636364,0.97,0.5241666666666667,0.0,0.030000000000000027
5,0.15,"10-10,18-5,2-5,4-10,8-18","11-10,19-3,2-13,3-8,8-3",0.9166666666666666,0.8,0.09,0.0,0.5509090909090909,0.97,0.5033333333333333,0.0,0.030000000000000027
5,0.2,"10-10,18-5,2-5,4-10,8-18","11-10,19-3,2-13,3-8,8-3",0.925,0.8,0.06,0.0,0.5506818181818182,0.95,0.49250000000000005,0.0,0.050000000000000044
5,0.3,"10-10,18-5,2-5,4-10,8-18","11-10,19-3,2-13,3-8,8-3",0.925,0.8,0.05,0.0,0.5502272727272727,0.95,0.48750000000000004,0.0,0.05
5,0.0,"10-10,18-5,2-5,4-10,8-3","11-10,19-3,2-13,3-8,8-18",0.7083333333333334,0.2,0.45,0.2,0.6335454545454545,0.9,0.5791666666666667,0.2,0.09999999999999998
5,0.01,"10-10,18-5,2-5,4-10,8-3","11-10,19-3,2-13,3-8,8-18",0.725,0.2,0.41,0.2,0.6113636363636363,0.9,0.5675,0.2,0.09999999999999998
5,0.02,"10-10,18-5,2-5,4-10,8-3","11-10,19-3,2-13,3-8,8-18",0.7916666666666666,0.35,0.39,0.15,0.5992272727272727,0.9,0.5908333333333333,0.15,0.09999999999999998
5,0.04,"10-10,18-5,2-5,4-10,8-3","11-10,19-3,2-13,3-8,8-18",0.8666666666666667,0.5,0.25,0.1,0.5907727272727272,0.91,0.5583333333333333,0.1,0.08999999999999997
5,0.06,"10-10,18-5,2-5,4-10,8-3","11-10,19-3,2-13,3-8,8-18",0.9083333333333333,0.75,0.1,0.0,0.589,0.91,0.5041666666666667,0.0,0.08999999999999997
5,0.08,"10-10,18-5,2-5,4-10,8-3","11-10,19-3,2-13,3-8,8-18",0.9166666666666666,0.75,0.1,0.0,0.588590909090909,0.91,0.5083333333333333,0.0,0.08999999999999997
5,0.1,"10-10,18-5,2-5,4-10,8-3","11-10,19-3,2-13,3-8,8-18",0.9166666666666666,0.75,0.09,0.0,0.5880454545454545,0.89,0.5033333333333333,0.0,0.09
5,0.15,"10-10,18-5,2-5,4-10,8-3","11-10,19-3,2-13,3-8,8-18",0.925,0.8,0.05,0.0,0.5866818181818182,0.9,0.48750000000000004,0.0,0.05
5,0.2,"10-10,18-5,2-5,4-10,8-3","11-10,19-3,2-13,3-8,8-18",0.925,0.8,0.04,0.0,0.5860909090909091,0.89,0.48250000000000004,0.0,0.04
5,0.3,"10-10,18-5,2-5,4-10,8-3","11-10,19-3,2-13,3-8,8-18",0.925,0.8,0.03,0.0,0.5856818181818182,0.89,0.47750000000000004,0.0,0.03
5,0.0,"10-10,18-5,2-5,8-18,8-3","11-10,19-3,2-13,3-8,4-10",0.725,0.25,0.47,0.25,0.6074545454545455,0.94,0.5974999999999999,0.25,0.06000000000000005
5,0.01,"10-10,18-5,2-5,8-18,8-3","11-10,19-3,2-13,3-8,4-10",0.75,0.25,0.43,0.25,0.5942727272727273,0.94,0.59,0.25,0.06000000000000005
5,0.02,"10-10,18-5,2-5,8-18,8-3","11-10,19-3,2-13,3-8,4-10",0.8083333333333333,0.4,0.41,0.2,0.5878181818181818,0.94,0.6091666666666666,0.2,0.06000000000000005
5,0.04,"10-10,18-5,2-5,8-18,8-3","11-10,19-3,2-13,3-8,4-10",0.875,0.55,0.27,0.1,0.5785454545454546,0.94,0.5725,0.1,0.06000000000000005
5,0.06,"10-10,18-5,2-5,8-18,8-3","11-10,19-3,2-13,3-8,4-10",0.9166666666666666,0.8,0.12,0.0,0.5739545454545455,0.93,0.5183333333333333,0.0,0.06999999999999995
5,0.08,"10-10,18-5,2-5,8-18,8-3","11-10,19-3,2-13,3-8,4-10",0.9166666666666666,0.8,0.12,0.0,0.5737727272727273,0.93,0.5183333333333333,0.0,0.06999999999999995
5,0.1,"10-10,18-5,2-5,8-18,8-3","11-10,19-3,2-13,3-8,4-10",0.9166666666666666,0.8,0.11,0.0,0.5730909090909091,0.94,0.5133333333333333,0.0,0.06000000000000005
5,0.15,"10-10,18-5,2-5,8-18,8-3","11-10,19-3,2-13,3-8,4-10",0.9166666666666666,0.8,0.08,0.0,0.5714545454545454,0.96,0.4983333333333333,0.0,0.040000000000000036
5,0.2,"10-10,18-5,2-5,8-18,8-3","11-10,19-3,2-13,3-8,4-10",0.925,0.8,0.05,0.0,0.5711363636363637,0.94,0.48750000000000004,0.0,0.05
5,0.3,"10-10,18-5,2-5,8-18,8-3","11-10,19-3,2-13,3-8,4-10",0.925,0.8,0.04,0.0,0.5702727272727273,0.94,0.48250000000000004,0.0,0.04
5,0.0,"10-10,18-5,3-8,4-10,8-18","11-10,19-3,2-13,2-5,8-3",0.7916666666666666,0.25,0.33,0.2,0.6687727272727273,0.9,0.5608333333333333,0.2,0.09999999999999998
5,0.01,"10-10,18-5,3-8,4-10,8-18","11-10,19-3,2-13,2-5,8-3",0.8083333333333333,0.35,0.3,0.2,0.6586363636363637,0.91,0.5541666666666667,0.2,0.08999999999999997
5,0.02,"10-10,18-5,3-8,4-10,8-18","11-10,19-3,2-13,2-5,8-3",0.85,0.6,0.27,0.1,0.6485909090909091,0.91,0.56,0.1,0.08999999999999997
5,0.04,"10-10,18-5,3-8,4-10,8-18","11-10,19-3,2-13,2-5,8-3",0.9,0.75,0.15,0.1,0.6395454545454545,0.91,0.525,0.1,0.08999999999999997
5,0.06,"10-10,18-5,3-8,4-10,8-18","11-10,19-3,2-13,2-5,8-3",0.9,0.75,0.13,0.0,0.6372727272727273,0.91,0.515,0.0,0.08999999999999997
5,0.08,"10-10,18-5,3-8,4-10,8-18","11-10,19-3,2-13,2-5,8-3",0.9083333333333333,0.75,0.13,0.0,0.6356363636363637,0.91,0.5191666666666667,0.0,0.08999999999999997
5,0.1,"10-10,18-5,3-8,4-10,8-18","11-10,19-3,2-13,2-5,8-3",0.9083333333333333,0.75,0.12,0.0,0.6348181818181818,0.9,0.5141666666666667,0.0,0.09999999999999998
5,0.15,"10-10,18-5,3-8,4-10,8-18","11-10,19-3,2-13,2-5,8-3",0.9166666666666666,0.8,0.08,0.0,0.6324545454545455,0.91,0.4983333333333333,0.0,0.08
5,0.2,"10-10,18-5,3-8,4-10,8-18","11-10,19-3,2-13,2-5,8-3",0.925,0.8,0.04,0.0,0.6316818181818182,0.93,0.48250000000000004,0.0,0.04
5,0.3,"10-10,18-5,3-8,4-10,8-18","11-10,19-3,2-13,2-5,8-3",0.925,0.8,0.03,0.0,0.6312727272727273,0.92,0.47750000000000004,0.0,0.03
5,0.0,"10-10,18-5,3-8,4-10,8-3","11-10,19-3,2-13,2-5,8-18",0.7083333333333334,0.2,0.44,0.2,0.7006363636363636,0.8,0.5741666666666667,0.2,0.19999999999999996
5,0.01,"10-10,18-5,3-8,4-10,8-3","11-10,19-3,2-13,2-5,8-18",0.725,0.2,0.4,0.2,0.6874090909090909,0.8,0.5625,0.2,0.19999999999999996
5,0.02,"10-10,18-5,3-8,4-10,8-3","11-10,19-3,2-13,2-5,8-18",0.7916666666666666,0.35,0.36,0.1,0.680409090909091,0.81,0.5758333333333333,0.1,0.18999999999999995
5,0.04,"10-10,18-5,3-8,4-10,8-3","11-10,19-3,2-13,2-5,8-18",0.8666666666666667,0.5,0.22,0.1,0.6720909090909091,0.83,0.5433333333333333,0.1,0.17000000000000004
5,0.06,"10-10,18-5,3-8,4-10,8-3","11-10,19-3,2-13,2-5,8-18",0.9083333333333333,0.75,0.08,0.0,0.6704545454545454,0.84,0.49416666666666664,0.0,0.08
5,0.08,"10-10,18-5,3-8,4-10,8-3","11-10,19-3,2-13,2-5,8-18",0.9166666666666666,0.75,0.08,0.0,0.6691363636363636,0.83,0.4983333333333333,0.0,0.08
5,0.1,"10-10,18-5,3-8,4-10,8-3","11-10,19-3,2-13,2-5,8-18",0.9166666666666666,0.75,0.07,0.0,0.6683181818181818,0.82,0.4933333333333333,0.0,0.07
5,0.15,"10-10,18-5,3-8,4-10,8-3","11-10,19-3,2-13,2-5,8-18",0.925,0.8,0.04,0.0,0.6672727272727272,0.82,0.48250000000000004,0.0,0.04
5,0.2,"10-10,18-5,3-8,4-10,8-3","11-10,19-3,2-13,2-5,8-18",0.925,0.8,0.02,0.0,0.6665,0.83,0.47250000000000003,0.0,0.02
5,0.3,"10-10,18-5,3-8,4-10,8-3","11-10,19-3,2-13,2-5,8-18",0.925,0.8,0.01,0.0,0.6665454545454546,0.83,0.4675,0.0,0.01
5,0.0,"10-10,18-5,3-8,8-18,8-3","11-10,19-3,2-13,2-5,4-10",0.725,0.25,0.45,0.2,0.6771818181818182,0.88,0.5875,0.2,0.12
5,0.01,"10-10,18-5,3-8,8-18,8-3","11-10,19-3,2-13,2-5,4-10",0.75,0.25,0.41,0.2,0.6726363636363636,0.88,0.58,0.2,0.12
5,0.02,"10-10,18-5,3-8,8-18,8-3","11-10,19-3,2-13,2-5,4-10",0.8083333333333333,0.4,0.37,0.1,0.6709090909090909,0.88,0.5891666666666666,0.1,0.12
5,0.04,"10-10,18-5,3-8,8-18,8-3","11-10,19-3,2-13,2-5,4-10",0.875,0.55,0.24,0.1,0.6618636363636363,0.88,0.5575,0.1,0.12
5,0.06,"10-10,18-5,3-8,8-18,8-3","11-10,19-3,2-13,2-5,4-10",0.9166666666666666,0.8,0.1,0.0,0.6573636363636364,0.88,0.5083333333333333,0.0,0.1
5,0.08,"10-10,18-5,3-8,8-18,8-3","11-10,19-3,2-13,2-5,4-10",0.9166666666666666,0.8,0.1,0.0,0.6564090909090909,0.88,0.5083333333333333,0.0,0.1
5,0.1,"10-10,18-5,3-8,8-18,8-3","11-10,19-3,2-13,2-5,4-10",0.9166666666666666,0.8,0.09,0.0,0.6552727272727272,0.88,0.5033333333333333,0.0,0.09
5,0.15,"10-10,18-5,3-8,8-18,8-3","11-10,19-3,2-13,2-5,4-10",0.9166666666666666,0.8,0.07,0.0,0.6525909090909091,0.88,0.4933333333333333,0.0,0.07
5,0.2,"10-10,18-5,3-8,8-18,8-3","11-10,19-3,2-13,2-5,4-10",0.925,0.8,0.03,0.0,0.652,0.88,0.47750000000000004,0.0,0.03
5,0.3,"10-10,18-5,3-8,8-18,8-3","11-10,19-3,2-13,2-5,4-10",0.925,0.8,0.02,0.0,0.6513636363636364,0.88,0.47250000000000003,0.0,0.02
5,0.0,"10-10,18-5,4-10,8-18,8-3","11-10,19-3,2-13,2-5,3-8",0.7,0.2,0.46,0.2,0.6459090909090909,0.89,0.58,0.2,0.10999999999999999
5,0.01,"10-10,18-5,4-10,8-18,8-3","11-10,19-3,2-13,2-5,3-8",0.7166666666666667,0.2,0.42,0.2,0.6271363636363636,0.87,0.5683333333333334,0.2,0.13
5,0.02,"10-10,18-5,4-10,8-18,8-3","11-10,19-3,2-13,2-5,3-8",0.7833333333333333,0.35,0.4,0.15,0.6161363636363636,0.87,0.5916666666666667,0.15,0.13
5,0.04,"10-10,18-5,4-10,8-18,8-3","11-10,19-3,2-13,2-5,3-8",0.8583333333333333,0.5,0.25,0.1,0.6101818181818182,0.87,0.5541666666666667,0.1,0.13
5,0.06,"10-10,18-5,4-10,8-18,8-3","11-10,19-3,2-13,2-5,3-8",0.9,0.75,0.11,0.0,0.6081363636363636,0.87,0.505,0.0,0.11
