k,old_bias,target_new,target_unknown,old_acc,min_old,seen_new_acc,min_seen,known_vs_unknown_auroc,unknown_fpr95_known,known_avg,known_floor,stage_score
10,0.04,"10-10,11-10,18-5,19-3,2-13","2-5,3-8,4-10,8-18,8-3",0.925,0.8,0.15,0.0,0.6385454545454545,0.82,0.5375,0.0,0.15
10,0.06,"10-10,11-10,18-5,19-3,2-13","2-5,3-8,4-10,8-18,8-3",0.925,0.8,0.12,0.0,0.6364545454545455,0.84,0.5225,0.0,0.12
10,0.08,"10-10,11-10,18-5,19-3,2-13","2-5,3-8,4-10,8-18,8-3",0.925,0.8,0.09,0.0,0.6355909090909091,0.84,0.5075000000000001,0.0,0.09
10,0.1,"10-10,11-10,18-5,19-3,2-13","2-5,3-8,4-10,8-18,8-3",0.9333333333333333,0.85,0.07,0.0,0.6351363636363636,0.85,0.5016666666666667,0.0,0.07
10,0.15,"10-10,11-10,18-5,19-3,2-13","2-5,3-8,4-10,8-18,8-3",0.9333333333333333,0.85,0.04,0.0,0.6345454545454545,0.87,0.4866666666666667,0.0,0.04
10,0.2,"10-10,11-10,18-5,19-3,2-13","2-5,3-8,4-10,8-18,8-3",0.9333333333333333,0.85,0.03,0.0,0.6339545454545454,0.87,0.4816666666666667,0.0,0.03
10,0.3,"10-10,11-10,18-5,19-3,2-13","2-5,3-8,4-10,8-18,8-3",0.9333333333333333,0.85,0.0,0.0,0.6337727272727273,0.87,0.4666666666666667,0.0,0.0
10,0.0,"10-10,11-10,18-5,19-3,2-5","2-13,3-8,4-10,8-18,8-3",0.8,0.25,0.42,0.2,0.6256818181818182,0.88,0.61,0.2,0.12
10,0.01,"10-10,11-10,18-5,19-3,2-5","2-13,3-8,4-10,8-18,8-3",0.8333333333333334,0.45,0.39,0.2,0.6268636363636364,0.89,0.6116666666666667,0.2,0.10999999999999999
10,0.02,"10-10,11-10,18-5,19-3,2-5","2-13,3-8,4-10,8-18,8-3",0.875,0.7,0.31,0.1,0.6246818181818182,0.89,0.5925,0.1,0.10999999999999999
10,0.04,"10-10,11-10,18-5,19-3,2-5","2-13,3-8,4-10,8-18,8-3",0.925,0.8,0.19,0.05,0.6198181818181818,0.9,0.5575,0.05,0.09999999999999998
10,0.06,"10-10,11-10,18-5,19-3,2-5","2-13,3-8,4-10,8-18,8-3",0.925,0.8,0.16,0.0,0.619,0.89,0.5425,0.0,0.10999999999999999
10,0.08,"10-10,11-10,18-5,19-3,2-5","2-13,3-8,4-10,8-18,8-3",0.925,0.8,0.14,0.0,0.6173409090909091,0.89,0.5325,0.0,0.10999999999999999
10,0.1,"10-10,11-10,18-5,19-3,2-5","2-13,3-8,4-10,8-18,8-3",0.9333333333333333,0.85,0.13,0.0,0.6160454545454546,0.9,0.5316666666666667,0.0,0.09999999999999998
10,0.15,"10-10,11-10,18-5,19-3,2-5","2-13,3-8,4-10,8-18,8-3",0.9333333333333333,0.85,0.08,0.0,0.614,0.92,0.5066666666666667,0.0,0.07999999999999996
10,0.2,"10-10,11-10,18-5,19-3,2-5","2-13,3-8,4-10,8-18,8-3",0.9333333333333333,0.85,0.04,0.0,0.6135909090909091,0.91,0.4866666666666667,0.0,0.04
10,0.3,"10-10,11-10,18-5,19-3,2-5","2-13,3-8,4-10,8-18,8-3",0.9333333333333333,0.85,0.02,0.0,0.613,0.91,0.4766666666666667,0.0,0.02
10,0.0,"10-10,11-10,18-5,19-3,3-8","2-13,2-5,4-10,8-18,8-3",0.8083333333333333,0.25,0.39,0.2,0.7149545454545455,0.84,0.5991666666666666,0.2,0.16000000000000003
10,0.01,"10-10,11-10,18-5,19-3,3-8","2-13,2-5,4-10,8-18,8-3",0.8416666666666667,0.45,0.36,0.2,0.7136818181818182,0.85,0.6008333333333333,0.2,0.15000000000000002
10,0.02,"10-10,11-10,18-5,19-3,3-8","2-13,2-5,4-10,8-18,8-3",0.8833333333333333,0.7,0.28,0.1,0.7089090909090909,0.85,0.5816666666666667,0.1,0.15000000000000002
10,0.04,"10-10,11-10,18-5,19-3,3-8","2-13,2-5,4-10,8-18,8-3",0.925,0.8,0.16,0.05,0.6995,0.86,0.5425,0.05,0.14
10,0.06,"10-10,11-10,18-5,19-3,3-8","2-13,2-5,4-10,8-18,8-3",0.925,0.8,0.11,0.0,0.6968636363636364,0.85,0.5175000000000001,0.0,0.11
10,0.08,"10-10,11-10,18-5,19-3,3-8","2-13,2-5,4-10,8-18,8-3",0.925,0.8,0.09,0.0,0.6948181818181818,0.85,0.5075000000000001,0.0,0.09
10,0.1,"10-10,11-10,18-5,19-3,3-8","2-13,2-5,4-10,8-18,8-3",0.9333333333333333,0.85,0.08,0.0,0.6934545454545454,0.85,0.5066666666666667,0.0,0.08
10,0.15,"10-10,11-10,18-5,19-3,3-8","2-13,2-5,4-10,8-18,8-3",0.9333333333333333,0.85,0.05,0.0,0.6910909090909091,0.88,0.4916666666666667,0.0,0.05
10,0.2,"10-10,11-10,18-5,19-3,3-8","2-13,2-5,4-10,8-18,8-3",0.9333333333333333,0.85,0.02,0.0,0.6903636363636364,0.88,0.4766666666666667,0.0,0.02
10,0.3,"10-10,11-10,18-5,19-3,3-8","2-13,2-5,4-10,8-18,8-3",0.9333333333333333,0.85,0.0,0.0,0.6901818181818182,0.88,0.4666666666666667,0.0,0.0
10,0.0,"10-10,11-10,18-5,19-3,4-10","2-13,2-5,3-8,8-18,8-3",0.7916666666666666,0.15,0.42,0.2,0.6686818181818182,0.87,0.6058333333333333,0.15,0.13
10,0.01,"10-10,11-10,18-5,19-3,4-10","2-13,2-5,3-8,8-18,8-3",0.8166666666666667,0.3,0.39,0.2,0.6622727272727272,0.88,0.6033333333333333,0.2,0.12
10,0.02,"10-10,11-10,18-5,19-3,4-10","2-13,2-5,3-8,8-18,8-3",0.8666666666666667,0.6,0.32,0.1,0.6546363636363637,0.88,0.5933333333333334,0.1,0.12
10,0.04,"10-10,11-10,18-5,19-3,4-10","2-13,2-5,3-8,8-18,8-3",0.9083333333333333,0.8,0.18,0.05,0.6469090909090909,0.87,0.5441666666666667,0.05,0.13
10,0.06,"10-10,11-10,18-5,19-3,4-10","2-13,2-5,3-8,8-18,8-3",0.925,0.8,0.14,0.0,0.6446818181818181,0.89,0.5325,0.0,0.10999999999999999
10,0.08,"10-10,11-10,18-5,19-3,4-10","2-13,2-5,3-8,8-18,8-3",0.925,0.8,0.11,0.0,0.6433636363636364,0.89,0.5175000000000001,0.0,0.10999999999999999
10,0.1,"10-10,11-10,18-5,19-3,4-10","2-13,2-5,3-8,8-18,8-3",0.9333333333333333,0.85,0.09,0.0,0.6420454545454546,0.89,0.5116666666666667,0.0,0.09
10,0.15,"10-10,11-10,18-5,19-3,4-10","2-13,2-5,3-8,8-18,8-3",0.9333333333333333,0.85,0.04,0.0,0.6402272727272728,0.89,0.4866666666666667,0.0,0.04
10,0.2,"10-10,11-10,18-5,19-3,4-10","2-13,2-5,3-8,8-18,8-3",0.9333333333333333,0.85,0.02,0.0,0.6397727272727273,0.89,0.4766666666666667,0.0,0.02
10,0.3,"10-10,11-10,18-5,19-3,4-10","2-13,2-5,3-8,8-18,8-3",0.9333333333333333,0.85,0.0,0.0,0.6396363636363637,0.89,0.4666666666666667,0.0,0.0
10,0.0,"10-10,11-10,18-5,19-3,8-18","2-13,2-5,3-8,4-10,8-3",0.8,0.25,0.41,0.2,0.6418181818181818,0.88,0.605,0.2,0.12
10,0.01,"10-10,11-10,18-5,19-3,8-18","2-13,2-5,3-8,4-10,8-3",0.8333333333333334,0.45,0.38,0.2,0.6438636363636364,0.87,0.6066666666666667,0.2,0.13
10,0.02,"10-10,11-10,18-5,19-3,8-18","2-13,2-5,3-8,4-10,8-3",0.875,0.7,0.3,0.1,0.6412727272727273,0.87,0.5875,0.1,0.13
10,0.04,"10-10,11-10,18-5,19-3,8-18","2-13,2-5,3-8,4-10,8-3",0.9166666666666666,0.8,0.17,0.05,0.6362272727272728,0.87,0.5433333333333333,0.05,0.13
10,0.06,"10-10,11-10,18-5,19-3,8-18","2-13,2-5,3-8,4-10,8-3",0.9166666666666666,0.8,0.14,0.0,0.6349545454545454,0.87,0.5283333333333333,0.0,0.13
10,0.08,"10-10,11-10,18-5,19-3,8-18","2-13,2-5,3-8,4-10,8-3",0.9166666666666666,0.8,0.13,0.0,0.6335454545454545,0.87,0.5233333333333333,0.0,0.13
10,0.1,"10-10,11-10,18-5,19-3,8-18","2-13,2-5,3-8,4-10,8-3",0.925,0.85,0.12,0.0,0.6325,0.87,0.5225,0.0,0.12
10,0.15,"10-10,11-10,18-5,19-3,8-18","2-13,2-5,3-8,4-10,8-3",0.925,0.85,0.09,0.0,0.6301363636363636,0.87,0.5075000000000001,0.0,0.09
10,0.2,"10-10,11-10,18-5,19-3,8-18","2-13,2-5,3-8,4-10,8-3",0.925,0.85,0.07,0.0,0.6289545454545454,0.91,0.49750000000000005,0.0,0.07
10,0.3,"10-10,11-10,18-5,19-3,8-18","2-13,2-5,3-8,4-10,8-3",0.9333333333333333,0.85,0.02,0.0,0.6282727272727273,0.91,0.4766666666666667,0.0,0.02
10,0.0,"10-10,11-10,18-5,19-3,8-3","2-13,2-5,3-8,4-10,8-18",0.7,0.15,0.52,0.2,0.695590909090909,0.83,0.61,0.15,0.17000000000000004
10,0.01,"10-10,11-10,18-5,19-3,8-3","2-13,2-5,3-8,4-10,8-18",0.7333333333333333,0.15,0.49,0.2,0.6893181818181818,0.84,0.6116666666666666,0.15,0.16000000000000003
10,0.02,"10-10,11-10,18-5,19-3,8-3","2-13,2-5,3-8,4-10,8-18",0.7833333333333333,0.2,0.4,0.1,0.6763636363636364,0.84,0.5916666666666667,0.1,0.16000000000000003
10,0.04,"10-10,11-10,18-5,19-3,8-3","2-13,2-5,3-8,4-10,8-18",0.925,0.8,0.16,0.05,0.6663181818181818,0.85,0.5425,0.05,0.15000000000000002
10,0.06,"10-10,11-10,18-5,19-3,8-3","2-13,2-5,3-8,4-10,8-18",0.925,0.8,0.1,0.0,0.6649545454545455,0.84,0.5125000000000001,0.0,0.1
10,0.08,"10-10,11-10,18-5,19-3,8-3","2-13,2-5,3-8,4-10,8-18",0.925,0.8,0.09,0.0,0.6635454545454545,0.84,0.5075000000000001,0.0,0.09
10,0.1,"10-10,11-10,18-5,19-3,8-3","2-13,2-5,3-8,4-10,8-18",0.9333333333333333,0.85,0.07,0.0,0.6622727272727272,0.84,0.5016666666666667,0.0,0.07
10,0.15,"10-10,11-10,18-5,19-3,8-3","2-13,2-5,3-8,4-10,8-18",0.9333333333333333,0.85,0.04,0.0,0.6604545454545454,0.85,0.4866666666666667,0.0,0.04
10,0.2,"10-10,11-10,18-5,19-3,8-3","2-13,2-5,3-8,4-10,8-18",0.9333333333333333,0.85,0.02,0.0,0.66,0.85,0.4766666666666667,0.0,0.02
10,0.3,"10-10,11-10,18-5,19-3,8-3","2-13,2-5,3-8,4-10,8-18",0.9333333333333333,0.85,0.0,0.0,0.6598181818181819,0.85,0.4666666666666667,0.0,0.0
10,0.0,"10-10,11-10,18-5,2-13,2-5","19-3,3-8,4-10,8-18,8-3",0.8083333333333333,0.25,0.41,0.3,0.6264545454545455,0.88,0.6091666666666666,0.25,0.12
10,0.01,"10-10,11-10,18-5,2-13,2-5","19-3,3-8,4-10,8-18,8-3",0.8416666666666667,0.45,0.38,0.3,0.6229545454545454,0.89,0.6108333333333333,0.3,0.10999999999999999
10,0.02,"10-10,11-10,18-5,2-13,2-5","19-3,3-8,4-10,8-18,8-3",0.8833333333333333,0.7,0.3,0.05,0.6175454545454545,0.89,0.5916666666666667,0.05,0.10999999999999999
10,0.04,"10-10,11-10,18-5,2-13,2-5","19-3,3-8,4-10,8-18,8-3",0.9333333333333333,0.85,0.18,0.0,0.6116363636363636,0.89,0.5566666666666666,0.0,0.10999999999999999
10,0.06,"10-10,11-10,18-5,2-13,2-5","19-3,3-8,4-10,8-18,8-3",0.9333333333333333,0.85,0.15,0.0,0.6107727272727272,0.89,0.5416666666666666,0.0,0.10999999999999999
10,0.08,"10-10,11-10,18-5,2-13,2-5","19-3,3-8,4-10,8-18,8-3",0.9333333333333333,0.85,0.11,0.0,0.6102954545454545,0.89,0.5216666666666667,0.0,0.10999999999999999
10,0.1,"10-10,11-10,18-5,2-13,2-5","19-3,3-8,4-10,8-18,8-3",0.9333333333333333,0.85,0.09,0.0,0.6100454545454546,0.89,0.5116666666666667,0.0,0.09
10,0.15,"10-10,11-10,18-5,2-13,2-5","19-3,3-8,4-10,8-18,8-3",0.9333333333333333,0.85,0.05,0.0,0.6098181818181818,0.9,0.4916666666666667,0.0,0.05
10,0.2,"10-10,11-10,18-5,2-13,2-5","19-3,3-8,4-10,8-18,8-3",0.9333333333333333,0.85,0.03,0.0,0.6096363636363636,0.9,0.4816666666666667,0.0,0.03
10,0.3,"10-10,11-10,18-5,2-13,2-5","19-3,3-8,4-10,8-18,8-3",0.9333333333333333,0.85,0.02,0.0,0.6093181818181819,0.9,0.4766666666666667,0.0,0.02
10,0.0,"10-10,11-10,18-5,2-13,3-8","19-3,2-5,4-10,8-18,8-3",0.8166666666666667,0.25,0.4,0.3,0.7204090909090909,0.83,0.6083333333333334,0.25,0.17000000000000004
10,0.01,"10-10,11-10,18-5,2-13,3-8","19-3,2-5,4-10,8-18,8-3",0.85,0.45,0.37,0.3,0.7138636363636364,0.84,0.61,0.3,0.16000000000000003
10,0.02,"10-10,11-10,18-5,2-13,3-8","19-3,2-5,4-10,8-18,8-3",0.8916666666666667,0.7,0.29,0.05,0.7050909090909091,0.84,0.5908333333333333,0.05,0.16000000000000003
10,0.04,"10-10,11-10,18-5,2-13,3-8","19-3,2-5,4-10,8-18,8-3",0.9333333333333333,0.85,0.17,0.0,0.6937727272727273,0.84,0.5516666666666666,0.0,0.16000000000000003
10,0.06,"10-10,11-10,18-5,2-13,3-8","19-3,2-5,4-10,8-18,8-3",0.9333333333333333,0.85,0.12,0.0,0.6904545454545454,0.84,0.5266666666666666,0.0,0.12
10,0.08,"10-10,11-10,18-5,2-13,3-8","19-3,2-5,4-10,8-18,8-3",0.9333333333333333,0.85,0.08,0.0,0.6889545454545455,0.84,0.5066666666666667,0.0,0.08
10,0.1,"10-10,11-10,18-5,2-13,3-8","19-3,2-5,4-10,8-18,8-3",0.9333333333333333,0.85,0.06,0.0,0.6881363636363637,0.85,0.4966666666666667,0.0,0.06
10,0.15,"10-10,11-10,18-5,2-13,3-8","19-3,2-5,4-10,8-18,8-3",0.9333333333333333,0.85,0.03,0.0,0.6865909090909091,0.87,0.4816666666666667,0.0,0.03
10,0.2,"10-10,11-10,18-5,2-13,3-8","19-3,2-5,4-10,8-18,8-3",0.9333333333333333,0.85,0.01,0.0,0.6862727272727273,0.87,0.4716666666666667,0.0,0.01
10,0.3,"10-10,11-10,18-5,2-13,3-8","19-3,2-5,4-10,8-18,8-3",0.9333333333333333,0.85,0.0,0.0,0.6862272727272727,0.87,0.4666666666666667,0.0,0.0
10,0.0,"10-10,11-10,18-5,2-13,4-10","19-3,2-5,3-8,8-18,8-3",0.7916666666666666,0.15,0.4,0.3,0.6725909090909091,0.85,0.5958333333333333,0.15,0.15000000000000002
10,0.01,"10-10,11-10,18-5,2-13,4-10","19-3,2-5,3-8,8-18,8-3",0.8166666666666667,0.3,0.37,0.3,0.6605454545454545,0.86,0.5933333333333333,0.3,0.14
10,0.02,"10-10,11-10,18-5,2-13,4-10","19-3,2-5,3-8,8-18,8-3",0.8666666666666667,0.6,0.3,0.05,0.6487272727272727,0.86,0.5833333333333334,0.05,0.14
10,0.04,"10-10,11-10,18-5,2-13,4-10","19-3,2-5,3-8,8-18,8-3",0.9083333333333333,0.8,0.16,0.0,0.6388636363636364,0.87,0.5341666666666667,0.0,0.13
10,0.06,"10-10,11-10,18-5,2-13,4-10","19-3,2-5,3-8,8-18,8-3",0.9333333333333333,0.85,0.12,0.0,0.6366818181818181,0.87,0.5266666666666666,0.0,0.12
10,0.08,"10-10,11-10,18-5,2-13,4-10","19-3,2-5,3-8,8-18,8-3",0.9333333333333333,0.85,0.07,0.0,0.636,0.86,0.5016666666666667,0.0,0.07
10,0.1,"10-10,11-10,18-5,2-13,4-10","19-3,2-5,3-8,8-18,8-3",0.9333333333333333,0.85,0.05,0.0,0.636,0.86,0.4916666666666667,0.0,0.05
10,0.15,"10-10,11-10,18-5,2-13,4-10","19-3,2-5,3-8,8-18,8-3",0.9333333333333333,0.85,0.01,0.0,0.6359545454545454,0.88,0.4716666666666667,0.0,0.01
10,0.2,"10-10,11-10,18-5,2-13,4-10","19-3,2-5,3-8,8-18,8-3",0.9333333333333333,0.85,0.01,0.0,0.6357272727272727,0.88,0.4716666666666667,0.0,0.01
10,0.3,"10-10,11-10,18-5,2-13,4-10","19-3,2-5,3-8,8-18,8-3",0.9333333333333333,0.85,0.0,0.0,0.6356818181818182,0.88,0.4666666666666667,0.0,0.0
10,0.0,"10-10,11-10,18-5,2-13,8-18","19-3,2-5,3-8,4-10,8-3",0.8083333333333333,0.25,0.4,0.3,0.6421363636363636,0.88,0.6041666666666667,0.25,0.12
10,0.01,"10-10,11-10,18-5,2-13,8-18","19-3,2-5,3-8,4-10,8-3",0.8416666666666667,0.45,0.37,0.3,0.6394545454545455,0.88,0.6058333333333333,0.3,0.12
10,0.02,"10-10,11-10,18-5,2-13,8-18","19-3,2-5,3-8,4-10,8-3",0.8833333333333333,0.7,0.29,0.05,0.6336363636363637,0.88,0.5866666666666667,0.05,0.12
10,0.04,"10-10,11-10,18-5,2-13,8-18","19-3,2-5,3-8,4-10,8-3",0.925,0.85,0.16,0.0,0.6279545454545454,0.87,0.5425,0.0,0.13
10,0.06,"10-10,11-10,18-5,2-13,8-18","19-3,2-5,3-8,4-10,8-3",0.925,0.85,0.13,0.0,0.6268181818181818,0.87,0.5275000000000001,0.0,0.13
10,0.08,"10-10,11-10,18-5,2-13,8-18","19-3,2-5,3-8,4-10,8-3",0.925,0.85,0.1,0.0,0.6264090909090909,0.87,0.5125000000000001,0.0,0.1
10,0.1,"10-10,11-10,18-5,2-13,8-18","19-3,2-5,3-8,4-10,8-3",0.925,0.85,0.08,0.0,0.6262727272727273,0.87,0.5025000000000001,0.0,0.08
10,0.15,"10-10,11-10,18-5,2-13,8-18","19-3,2-5,3-8,4-10,8-3",0.925,0.85,0.06,0.0,0.6257727272727273,0.87,0.49250000000000005,0.0,0.06
10,0.2,"10-10,11-10,18-5,2-13,8-18","19-3,2-5,3-8,4-10,8-3",0.925,0.85,0.06,0.0,0.6249090909090909,0.89,0.49250000000000005,0.0,0.06
10,0.3,"10-10,11-10,18-5,2-13,8-18","19-3,2-5,3-8,4-10,8-3",0.9333333333333333,0.85,0.02,0.0,0.6244090909090909,0.9,0.4766666666666667,0.0,0.02
10,0.0,"10-10,11-10,18-5,2-13,8-3","19-3,2-5,3-8,4-10,8-18",0.7083333333333334,0.2,0.5,0.3,0.6726818181818182,0.83,0.6041666666666667,0.2,0.17000000000000004
10,0.01,"10-10,11-10,18-5,2-13,8-3","19-3,2-5,3-8,4-10,8-18",0.7416666666666667,0.2,0.47,0.3,0.6670909090909091,0.84,0.6058333333333333,0.2,0.16000000000000003
10,0.02,"10-10,11-10,18-5,2-13,8-3","19-3,2-5,3-8,4-10,8-18",0.7916666666666666,0.25,0.38,0.05,0.6583636363636364,0.84,0.5858333333333333,0.05,0.16000000000000003
10,0.04,"10-10,11-10,18-5,2-13,8-3","19-3,2-5,3-8,4-10,8-18",0.9333333333333333,0.85,0.14,0.0,0.6573181818181818,0.84,0.5366666666666666,0.0,0.14
10,0.06,"10-10,11-10,18-5,2-13,8-3","19-3,2-5,3-8,4-10,8-18",0.9333333333333333,0.85,0.08,0.0,0.6567727272727273,0.83,0.5066666666666667,0.0,0.08
10,0.08,"10-10,11-10,18-5,2-13,8-3","19-3,2-5,3-8,4-10,8-18",0.9333333333333333,0.85,0.05,0.0,0.6562727272727272,0.83,0.4916666666666667,0.0,0.05
10,0.1,"10-10,11-10,18-5,2-13,8-3","19-3,2-5,3-8,4-10,8-18",0.9333333333333333,0.85,0.03,0.0,0.6561818181818182,0.84,0.4816666666666667,0.0,0.03
10,0.15,"10-10,11-10,18-5,2-13,8-3","19-3,2-5,3-8,4-10,8-18",0.9333333333333333,0.85,0.01,0.0,0.6562272727272728,0.85,0.4716666666666667,0.0,0.01
10,0.2,"10-10,11-10,18-5,2-13,8-3","19-3,2-5,3-8,4-10,8-18",0.9333333333333333,0.85,0.01,0.0,0.6559090909090909,0.85,0.4716666666666667,0.0,0.01
10,0.3,"10-10,11-10,18-5,2-13,8-3","19-3,2-5,3-8,4-10,8-18",0.9333333333333333,0.85,0.0,0.0,0.6558636363636363,0.85,0.4666666666666667,0.0,0.0
10,0.0,"10-10,11-10,18-5,2-5,3-8","19-3,2-13,4-10,8-18,8-3",0.8083333333333333,0.25,0.42,0.3,0.6878636363636363,0.88,0.6141666666666666,0.25,0.12
10,0.01,"10-10,11-10,18-5,2-5,3-8","19-3,2-13,4-10,8-18,8-3",0.8416666666666667,0.45,0.39,0.3,0.6869090909090909,0.88,0.6158333333333333,0.3,0.12
10,0.02,"10-10,11-10,18-5,2-5,3-8","19-3,2-13,4-10,8-18,8-3",0.8833333333333333,0.7,0.31,0.1,0.6824545454545454,0.88,0.5966666666666667,0.1,0.12
10,0.04,"10-10,11-10,18-5,2-5,3-8","19-3,2-13,4-10,8-18,8-3",0.9333333333333333,0.85,0.19,0.05,0.6741363636363636,0.87,0.5616666666666666,0.05,0.13
10,0.06,"10-10,11-10,18-5,2-5,3-8","19-3,2-13,4-10,8-18,8-3",0.9333333333333333,0.85,0.14,0.0,0.6725909090909091,0.87,0.5366666666666666,0.0,0.13
10,0.08,"10-10,11-10,18-5,2-5,3-8","19-3,2-13,4-10,8-18,8-3",0.9333333333333333,0.85,0.11,0.0,0.6710227272727273,0.88,0.5216666666666667,0.0,0.11
10,0.1,"10-10,11-10,18-5,2-5,3-8","19-3,2-13,4-10,8-18,8-3",0.9333333333333333,0.85,0.1,0.0,0.6696363636363636,0.88,0.5166666666666667,0.0,0.1
10,0.15,"10-10,11-10,18-5,2-5,3-8","19-3,2-13,4-10,8-18,8-3",0.9333333333333333,0.85,0.06,0.0,0.667,0.9,0.4966666666666667,0.0,0.06
10,0.2,"10-10,11-10,18-5,2-5,3-8","19-3,2-13,4-10,8-18,8-3",0.9333333333333333,0.85,0.02,0.0,0.6665454545454546,0.91,0.4766666666666667,0.0,0.02
10,0.3,"10-10,11-10,18-5,2-5,3-8","19-3,2-13,4-10,8-18,8-3",0.9333333333333333,0.85,0.02,0.0,0.6659090909090909,0.91,0.4766666666666667,0.0,0.02
10,0.0,"10-10,11-10,18-5,2-5,4-10","19-3,2-13,3-8,8-18,8-3",0.7833333333333333,0.15,0.44,0.35,0.6406363636363637,0.91,0.6116666666666667,0.15,0.08999999999999997
10,0.01,"10-10,11-10,18-5,2-5,4-10","19-3,2-13,3-8,8-18,8-3",0.8083333333333333,0.3,0.41,0.35,0.6338636363636364,0.92,0.6091666666666666,0.3,0.07999999999999996
10,0.02,"10-10,11-10,18-5,2-5,4-10","19-3,2-13,3-8,8-18,8-3",0.8583333333333333,0.6,0.34,0.1,0.6261363636363636,0.92,0.5991666666666666,0.1,0.07999999999999996
10,0.04,"10-10,11-10,18-5,2-5,4-10","19-3,2-13,3-8,8-18,8-3",0.9083333333333333,0.8,0.2,0.05,0.6194545454545455,0.93,0.5541666666666667,0.05,0.06999999999999995
10,0.06,"10-10,11-10,18-5,2-5,4-10","19-3,2-13,3-8,8-18,8-3",0.9333333333333333,0.85,0.16,0.0,0.6184090909090909,0.92,0.5466666666666666,0.0,0.07999999999999996
10,0.08,"10-10,11-10,18-5,2-5,4-10","19-3,2-13,3-8,8-18,8-3",0.9333333333333333,0.85,0.12,0.0,0.6173636363636363,0.92,0.5266666666666666,0.0,0.07999999999999996
10,0.1,"10-10,11-10,18-5,2-5,4-10","19-3,2-13,3-8,8-18,8-3",0.9333333333333333,0.85,0.11,0.0,0.6166363636363636,0.92,0.5216666666666667,0.0,0.07999999999999996
10,0.15,"10-10,11-10,18-5,2-5,4-10","19-3,2-13,3-8,8-18,8-3",0.9333333333333333,0.85,0.05,0.0,0.6152727272727273,0.92,0.4916666666666667,0.0,0.05
10,0.2,"10-10,11-10,18-5,2-5,4-10","19-3,2-13,3-8,8-18,8-3",0.9333333333333333,0.85,0.02,0.0,0.6154090909090909,0.91,0.4766666666666667,0.0,0.02
10,0.3,"10-10,11-10,18-5,2-5,4-10","19-3,2-13,3-8,8-18,8-3",0.9333333333333333,0.85,0.02,0.0,0.6151818181818182,0.91,0.4766666666666667,0.0,0.02
10,0.0,"10-10,11-10,18-5,2-5,8-18","19-3,2-13,3-8,4-10,8-3",0.8083333333333333,0.25,0.44,0.3,0.6123636363636363,0.93,0.6241666666666666,0.25,0.06999999999999995
10,0.01,"10-10,11-10,18-5,2-5,8-18","19-3,2-13,3-8,4-10,8-3",0.8416666666666667,0.45,0.41,0.3,0.6147272727272727,0.93,0.6258333333333334,0.3,0.06999999999999995
10,0.02,"10-10,11-10,18-5,2-5,8-18","19-3,2-13,3-8,4-10,8-3",0.8833333333333333,0.7,0.33,0.1,0.6125,0.92,0.6066666666666667,0.1,0.07999999999999996
10,0.04,"10-10,11-10,18-5,2-5,8-18","19-3,2-13,3-8,4-10,8-3",0.925,0.85,0.2,0.05,0.609,0.91,0.5625,0.05,0.08999999999999997
10,0.06,"10-10,11-10,18-5,2-5,8-18","19-3,2-13,3-8,4-10,8-3",0.925,0.85,0.17,0.0,0.6085909090909091,0.91,0.5475,0.0,0.08999999999999997
10,0.08,"10-10,11-10,18-5,2-5,8-18","19-3,2-13,3-8,4-10,8-3",0.925,0.85,0.15,0.0,0.6075227272727273,0.91,0.5375,0.0,0.08999999999999997
10,0.1,"10-10,11-10,18-5,2-5,8-18","19-3,2-13,3-8,4-10,8-3",0.925,0.85,0.14,0.0,0.6065909090909091,0.91,0.5325,0.0,0.08999999999999997
10,0.15,"10-10,11-10,18-5,2-5,8-18","19-3,2-13,3-8,4-10,8-3",0.925,0.85,0.1,0.0,0.6048181818181818,0.93,0.5125000000000001,0.0,0.06999999999999995
10,0.2,"10-10,11-10,18-5,2-5,8-18","19-3,2-13,3-8,4-10,8-3",0.925,0.85,0.07,0.0,0.6043181818181819,0.93,0.49750000000000005,0.0,0.06999999999999995
10,0.3,"10-10,11-10,18-5,2-5,8-18","19-3,2-13,3-8,4-10,8-3",0.9333333333333333,0.85,0.04,0.0,0.6037727272727272,0.93,0.4866666666666667,0.0,0.04
10,0.0,"10-10,11-10,18-5,2-5,8-3","19-3,2-13,3-8,4-10,8-18",0.7,0.2,0.54,0.35,0.6493181818181818,0.89,0.62,0.2,0.10999999999999999
10,0.01,"10-10,11-10,18-5,2-5,8-3","19-3,2-13,3-8,4-10,8-18",0.7333333333333333,0.2,0.51,0.35,0.6476818181818181,0.9,0.6216666666666666,0.2,0.09999999999999998
10,0.02,"10-10,11-10,18-5,2-5,8-3","19-3,2-13,3-8,4-10,8-18",0.7833333333333333,0.25,0.42,0.1,0.643090909090909,0.9,0.6016666666666667,0.1,0.09999999999999998
10,0.04,"10-10,11-10,18-5,2-5,8-3","19-3,2-13,3-8,4-10,8-18",0.9333333333333333,0.85,0.18,0.05,0.6386363636363637,0.89,0.5566666666666666,0.05,0.10999999999999999
10,0.06,"10-10,11-10,18-5,2-5,8-3","19-3,2-13,3-8,4-10,8-18",0.9333333333333333,0.85,0.12,0.0,0.6392727272727273,0.88,0.5266666666666666,0.0,0.12
