row,epoch,clean,leo_clear_weak,leo_low_elev_weak,leo_rain_weak,leo_mean,prediction_path,record_count
R3_B120,60,79.09226190476191,63.3827380952381,61.70535714285714,61.738095238095234,62.275396825396825,/home/szu2070436088/2510044040/CV-SincNet/runs/a1_r3_budget_s392005_20260909_r2/R3_B120/target_epochs/E060/predictions.json,672000
R3_B120,70,76.90119047619048,62.05357142857143,60.96488095238095,61.06607142857143,61.36150793650794,/home/szu2070436088/2510044040/CV-SincNet/runs/a1_r3_budget_s392005_20260909_r2/R3_B120/target_epochs/E070/predictions.json,672000
R3_B120,80,77.45178571428572,63.986309523809524,62.728571428571435,62.87619047619047,63.19702380952381,/home/szu2070436088/2510044040/CV-SincNet/runs/a1_r3_budget_s392005_20260909_r2/R3_B120/target_epochs/E080/predictions.json,672000
R3_B120,90,77.96726190476191,63.906547619047615,62.73273809523809,62.84642857142857,63.16190476190476,/home/szu2070436088/2510044040/CV-SincNet/runs/a1_r3_budget_s392005_20260909_r2/R3_B120/target_epochs/E090/predictions.json,672000
R3_B120,100,77.23690476190475,64.8625,63.62738095238095,63.72023809523809,64.07003968253969,/home/szu2070436088/2510044040/CV-SincNet/runs/a1_r3_budget_s392005_20260909_r2/R3_B120/target_epochs/E100/predictions.json,672000
R3_B120,110,77.34107142857142,64.6422619047619,63.451190476190476,63.60654761904762,63.9,/home/szu2070436088/2510044040/CV-SincNet/runs/a1_r3_budget_s392005_20260909_r2/R3_B120/target_epochs/E110/predictions.json,672000
R3_B160,80,78.52559523809524,64.83214285714286,63.26130952380953,63.525595238095235,63.87301587301587,/home/szu2070436088/2510044040/CV-SincNet/runs/a1_r3_budget_s392005_20260909_r2/R3_B160/target_epochs/E080/predictions.json,672000
R3_B160,90,78.72678571428573,64.43511904761905,62.96904761904762,63.23333333333333,63.545833333333334,/home/szu2070436088/2510044040/CV-SincNet/runs/a1_r3_budget_s392005_20260909_r2/R3_B160/target_epochs/E090/predictions.json,672000
