job_id,receiver,seed,k_shot,new_class_count,candidate,b_old_acc,c_old_acc,b_old_floor,c_old_floor,seen_new_acc,h_old_new,average_forgetting,old_adaptation_gain,direct_adv3b02_status,direct_adv3b02_old_acc,delta_vs_direct_ADV3B02_K1,pipeline_receipt_sha256,score_sha256
rx_20_1__seed_713104__k_10__new_20,20-1,713104,10,20,d92_registration_balanced_covariance,0.8972222222222223,0.7638888888888888,0.8333333333333334,0.6166666666666667,0.6675,0.7124490588006986,0.13333333333333341,-0.13333333333333341,MISSING_NOT_RUN,,,192c21d736bb71fd2833fef27b8ebb903b3886622446c5069f6b98d83c4b12e2,233ea98f46187ee34666303be96c390449ac2f74f7a37199120bf13b86ab2425
rx_20_1__seed_713104__k_5__new_20,20-1,713104,5,20,d92_registration_balanced_covariance,0.8222222222222222,0.6194444444444445,0.7,0.45,0.5658333333333333,0.591426451058511,0.20277777777777772,-0.20277777777777772,MISSING_NOT_RUN,,,15f27042ecc93c638b90614682e9a09af24f63b309617f78f512cde93d10ac5b,91a64b90afe1e1b879449bdc5baf56ad969c0c69c4d44363049ac0c4a2d2ca3f
rx_20_1__seed_713104__k_1__new_20,20-1,713104,1,20,d92_registration_balanced_covariance,0.6805555555555556,0.3861111111111111,0.3333333333333333,0.13333333333333333,0.26,0.3107480653482374,0.29444444444444445,-0.29444444444444445,MISSING_NOT_RUN,,,226712c8448956050996e0a74b1ebf55e7266a7c990edf8cdb568877688b9670,8120c4b9cf12717eaeed5df7df629be62793d3b0666a0afcdd51011cc16312db
rx_20_1__seed_713105__k_10__new_5,20-1,713105,10,5,d92_registration_balanced_covariance,0.9027777777777778,0.7916666666666666,0.7333333333333333,0.48333333333333334,0.84,0.81511746680286,0.11111111111111116,-0.11111111111111116,MISSING_NOT_RUN,,,daeffe85ba180c2e322cd46c26e6a69ff8534e0ab948a69b42118b76b6e80e15,237576c9905d3504252e07d7c40d555fba691432476bcf053a77fbca4ae29907
rx_20_1__seed_713105__k_10__new_10,20-1,713105,10,10,d92_registration_balanced_covariance,0.9027777777777778,0.7666666666666667,0.7333333333333333,0.5,0.7483333333333333,0.7573890722405574,0.13611111111111107,-0.13611111111111107,MISSING_NOT_RUN,,,83e66d95419b8537e389745e24660fb11e588639780d98018750b1f8ec20edce,9c7a1ee6d05f89d6d98056b57a7074632e44dbbb7ab595c9b58b833405c0751e
rx_20_1__seed_713105__k_10__new_20,20-1,713105,10,20,d92_registration_balanced_covariance,0.9027777777777778,0.7666666666666667,0.7333333333333333,0.4666666666666667,0.6825,0.7221391604370327,0.13611111111111107,-0.13611111111111107,MISSING_NOT_RUN,,,15713ce8ecaf5fa3f13b86134364e90dfcbe785cb20ac40c136353954ba1a0ea,e8226ce684d2e0871e7406777441225d50a9b72142b0089d67b8f665fe45b522
rx_20_1__seed_713105__k_5__new_20,20-1,713105,5,20,d92_registration_balanced_covariance,0.8416666666666667,0.6416666666666667,0.6666666666666666,0.35,0.6025,0.6214668452779639,0.19999999999999996,-0.19999999999999996,MISSING_NOT_RUN,,,c7d5aab626bb63d45f4e2810e7618250edde32ee867da42a9fba9dd1c8fdbe8a,880e55cd306cb18ce6dd0e8e6142266d41895fa98ae45a8ca8568e7843237b7a
rx_20_1__seed_713105__k_1__new_20,20-1,713105,1,20,d92_registration_balanced_covariance,0.6472222222222223,0.36944444444444446,0.2833333333333333,0.13333333333333333,0.3016666666666667,0.3321330022075055,0.2777777777777778,-0.2777777777777778,MISSING_NOT_RUN,,,a152c6630948607e1f0b34b4f025e73c0f23f05e3a7063075c169e1410be8d61,c65886f80405273ca0687a5dfb1a9d8e9570f1438f423fbed32b6fe10165391b
rx_20_1__seed_713106__k_10__new_5,20-1,713106,10,5,d92_registration_balanced_covariance,0.9027777777777778,0.7916666666666666,0.8166666666666667,0.5666666666666667,0.7733333333333333,0.7823926162584309,0.11111111111111116,-0.11111111111111116,MISSING_NOT_RUN,,,fd8e2b91644aa2107c476a02d932f3315372d751e186dcf5d2d11b6d6db5c563,bc147f32b79d8c9a1182ff13814a4e9809e0087019eda69d214cd50c0c67323d
rx_20_1__seed_713106__k_10__new_10,20-1,713106,10,10,d92_registration_balanced_covariance,0.9027777777777778,0.7444444444444445,0.8166666666666667,0.5333333333333333,0.7033333333333334,0.7233051931440266,0.15833333333333333,-0.15833333333333333,MISSING_NOT_RUN,,,7651dcb69b21e5d924a0d375e9cbd0d15c73d5ec21a8d5adbdc5e01675738958,5c86ffa1638fa9b4f0dce312aa838c7f186d40489428fac954c00fe9b8e05a54
