run_id,method,seed,scene,scope,group,tx,count,accuracy_pct,macro_f1_pct,macro_recall_pct
V2_B_seed392005,V2_B,392005,leo_low_elev_weak,receiver_tx,0,3,4000,72.975,,
V2_B_seed392005,V2_B,392005,leo_low_elev_weak,receiver_tx,0,4,4000,91.675,,
V2_B_seed392005,V2_B,392005,leo_low_elev_weak,receiver_tx,0,5,4000,82.75,,
V2_B_seed392005,V2_B,392005,leo_low_elev_weak,receiver,2,,24000,48.4,48.30868651201435,48.400000000000006
V2_B_seed392005,V2_B,392005,leo_low_elev_weak,receiver_tx,2,0,4000,48.1,,
V2_B_seed392005,V2_B,392005,leo_low_elev_weak,receiver_tx,2,1,4000,9.700000000000001,,
V2_B_seed392005,V2_B,392005,leo_low_elev_weak,receiver_tx,2,2,4000,48.325,,
V2_B_seed392005,V2_B,392005,leo_low_elev_weak,receiver_tx,2,3,4000,9.8,,
V2_B_seed392005,V2_B,392005,leo_low_elev_weak,receiver_tx,2,4,4000,86.6,,
V2_B_seed392005,V2_B,392005,leo_low_elev_weak,receiver_tx,2,5,4000,87.875,,
V2_B_seed392005,V2_B,392005,leo_low_elev_weak,receiver,5,,24000,71.2375,70.2204247747233,71.23750000000001
V2_B_seed392005,V2_B,392005,leo_low_elev_weak,receiver_tx,5,0,4000,47.4,,
V2_B_seed392005,V2_B,392005,leo_low_elev_weak,receiver_tx,5,1,4000,34.725,,
V2_B_seed392005,V2_B,392005,leo_low_elev_weak,receiver_tx,5,2,4000,89.5,,
V2_B_seed392005,V2_B,392005,leo_low_elev_weak,receiver_tx,5,3,4000,61.975,,
V2_B_seed392005,V2_B,392005,leo_low_elev_weak,receiver_tx,5,4,4000,97.2,,
V2_B_seed392005,V2_B,392005,leo_low_elev_weak,receiver_tx,5,5,4000,96.625,,
V2_B_seed392005,V2_B,392005,leo_low_elev_weak,receiver,7,,24000,50.891666666666666,51.73542768235117,50.891666666666666
V2_B_seed392005,V2_B,392005,leo_low_elev_weak,receiver_tx,7,0,4000,55.675,,
V2_B_seed392005,V2_B,392005,leo_low_elev_weak,receiver_tx,7,1,4000,43.6,,
V2_B_seed392005,V2_B,392005,leo_low_elev_weak,receiver_tx,7,2,4000,41.349999999999994,,
V2_B_seed392005,V2_B,392005,leo_low_elev_weak,receiver_tx,7,3,4000,19.375,,
V2_B_seed392005,V2_B,392005,leo_low_elev_weak,receiver_tx,7,4,4000,66.9,,
V2_B_seed392005,V2_B,392005,leo_low_elev_weak,receiver_tx,7,5,4000,78.45,,
V2_B_seed392005,V2_B,392005,leo_low_elev_weak,receiver,9,,24000,69.60833333333333,67.6470071446066,69.60833333333333
V2_B_seed392005,V2_B,392005,leo_low_elev_weak,receiver_tx,9,0,4000,71.575,,
V2_B_seed392005,V2_B,392005,leo_low_elev_weak,receiver_tx,9,1,4000,18.85,,
V2_B_seed392005,V2_B,392005,leo_low_elev_weak,receiver_tx,9,2,4000,78.0,,
V2_B_seed392005,V2_B,392005,leo_low_elev_weak,receiver_tx,9,3,4000,87.9,,
V2_B_seed392005,V2_B,392005,leo_low_elev_weak,receiver_tx,9,4,4000,99.1,,
V2_B_seed392005,V2_B,392005,leo_low_elev_weak,receiver_tx,9,5,4000,62.224999999999994,,
V2_B_seed392005,V2_B,392005,leo_low_elev_weak,receiver,10,,24000,68.32083333333333,67.48956069687827,68.32083333333333
V2_B_seed392005,V2_B,392005,leo_low_elev_weak,receiver_tx,10,0,4000,73.32499999999999,,
V2_B_seed392005,V2_B,392005,leo_low_elev_weak,receiver_tx,10,1,4000,46.275,,
V2_B_seed392005,V2_B,392005,leo_low_elev_weak,receiver_tx,10,2,4000,70.92500000000001,,
V2_B_seed392005,V2_B,392005,leo_low_elev_weak,receiver_tx,10,3,4000,30.325000000000003,,
V2_B_seed392005,V2_B,392005,leo_low_elev_weak,receiver_tx,10,4,4000,91.07499999999999,,
V2_B_seed392005,V2_B,392005,leo_low_elev_weak,receiver_tx,10,5,4000,98.0,,
V2_B_seed392005,V2_B,392005,leo_low_elev_weak,receiver,11,,24000,61.824999999999996,57.45207690337429,61.82500000000001
V2_B_seed392005,V2_B,392005,leo_low_elev_weak,receiver_tx,11,0,4000,38.425,,
V2_B_seed392005,V2_B,392005,leo_low_elev_weak,receiver_tx,11,1,4000,41.05,,
V2_B_seed392005,V2_B,392005,leo_low_elev_weak,receiver_tx,11,2,4000,14.725,,
V2_B_seed392005,V2_B,392005,leo_low_elev_weak,receiver_tx,11,3,4000,84.475,,
V2_B_seed392005,V2_B,392005,leo_low_elev_weak,receiver_tx,11,4,4000,98.32499999999999,,
V2_B_seed392005,V2_B,392005,leo_low_elev_weak,receiver_tx,11,5,4000,93.95,,
V2_B_seed392005,V2_B,392005,leo_low_elev_weak,day,0,,42000,60.719047619047615,59.81278132807327,60.719047619047615
V2_B_seed392005,V2_B,392005,leo_low_elev_weak,day_tx,0,0,7000,57.67142857142857,,
