run_id,epoch,steps,accepted,total_step,epoch_seconds,unlabeled_unique_samples,unlabeled_sampling,mean_loss,source_only,peak_memory_bytes,elapsed_seconds,loss_tx,loss_dom,loss_adv,loss_orth,loss_cons,loss_group_ce,loss_fishr,loss_proto,loss_open_world_feat,loss_zid_compact,loss_proxy_unknown,loss_soft_unknown_mixup,loss_source_episode,loss_sat_cls,loss_unlabeled_ce,loss_unlabeled_entropy
V2_A_seed392005,1,49,49,49,68.95013728691265,0,permuted_contiguous_windows_cross_epoch_rotation,16.260403555266713,True,943707136,68.95171529008076,12.50785950251988,2.7138914429411596,0.0,0.00046753968832045033,0.0,12.964716541523837,0.013832573094690333,0.2844772174650309,0.0,0.0,0.0,0.0,0.0,0.0,,
V2_A_seed392005,2,49,49,98,66.84726990805939,0,permuted_contiguous_windows_cross_epoch_rotation,15.516108143086337,True,943707136,135.96559437504038,11.886139266344966,2.6506813156361484,0.0,0.0005459948876464018,0.0,12.224542831888003,0.013163974109504904,0.24498421227445408,0.0,0.0,0.0,0.0,0.0,0.0,,
V2_A_seed392005,3,49,49,147,68.4580560149625,0,permuted_contiguous_windows_cross_epoch_rotation,13.997301977507922,True,943707136,204.68726354185492,10.718626508907397,2.3395276069641113,0.0,0.001018573673161659,0.0,11.72133478826406,0.014015997988076843,0.2671926234449659,0.0,0.0,0.0,0.0,0.0,0.0,,
V2_A_seed392005,4,49,49,196,67.82093760324642,0,permuted_contiguous_windows_cross_epoch_rotation,11.598356733516772,True,943707136,272.695589998737,8.671649164083053,2.0819243776554965,0.0,0.00070560880644456,0.0,10.539782777124522,0.013784782428826605,0.32238063459493677,0.0,0.0,0.0,0.0,0.0,0.0,,
V2_A_seed392005,5,49,49,245,70.17548555508256,0,permuted_contiguous_windows_cross_epoch_rotation,10.541284230290627,True,943707136,343.03529203496873,7.7772438964065245,1.973168107928062,0.0,0.0006433867413446079,0.0,9.866298772850815,0.012740894657920818,0.325806912718987,0.0,0.0,0.0,0.0,0.0,0.0,,
V2_A_seed392005,6,49,49,294,69.47860279027373,0,permuted_contiguous_windows_cross_epoch_rotation,9.626647832442304,True,943707136,412.67209234507754,7.004418168749128,1.8717177741381588,0.0,0.0006180175447038241,0.0,9.361677276844881,0.012845568007276374,0.3276533666922122,0.0,0.0,0.0,0.0,0.0,0.0,,
V2_A_seed392005,7,49,49,343,67.2008737702854,0,permuted_contiguous_windows_cross_epoch_rotation,8.44053571078242,True,943707136,480.0370294819586,5.966077181757713,1.8117221837141075,0.0,0.0005624944701130331,0.0,8.263955359556237,0.012207628009194622,0.34924861302181165,0.0,0.0,0.0,0.0,0.0,0.0,,
V2_A_seed392005,8,49,49,392,68.5811464576982,0,permuted_contiguous_windows_cross_epoch_rotation,8.0516039595312,True,943707136,548.7955343630165,5.590558022868876,1.7846216839187,0.0,0.0005759874362336965,0.0,8.408057786980454,0.011055810567067594,0.3682145810857111,0.0,0.06702259068890494,0.0,0.0,0.0,0.0,,
V2_A_seed392005,9,49,49,441,68.33178040198982,0,permuted_contiguous_windows_cross_epoch_rotation,8.169493738485842,True,943707136,617.289523024112,5.76635109161844,1.7167370538322293,0.0,0.0005654324712089206,0.0,8.505449421551763,0.009768578851101349,0.38650603075416723,0.0,0.1352470365105843,0.0,0.0,0.0,0.0,,
V2_A_seed392005,10,49,49,490,68.95629834476858,0,permuted_contiguous_windows_cross_epoch_rotation,6.756713721216942,True,943707136,686.4159088488668,4.514459819209819,1.6410824547008591,0.0,0.0006086785032660986,0.0,7.416354510248924,0.009137558883854322,0.35040056097264194,0.0,0.19878496290469655,0.0,0.0,0.0,0.0,,
V2_A_seed392005,11,49,49,539,68.68005641689524,0,permuted_contiguous_windows_cross_epoch_rotation,7.2209746107763175,True,943707136,755.254063423723,4.945980256917525,1.6446424965955773,0.0,0.0006822346067008544,0.0,7.752101606252242,0.00885075265161541,0.36680920878235174,0.0,0.2699643631978911,0.0,0.0,0.0,0.0,,
V2_A_seed392005,12,49,49,588,76.0249730781652,0,permuted_contiguous_windows_cross_epoch_rotation,8.217165518780144,True,943707136,831.4415142140351,5.8885975613885995,1.6327634246981875,0.0,0.0006978841479487565,0.0,8.539006495962338,0.009837645010984674,0.3975903270195942,0.005671735311269152,0.34334852683300876,0.0,0.0,0.0,0.0,,
V2_A_seed392005,13,49,49,637,104.53410426294431,0,permuted_contiguous_windows_cross_epoch_rotation,7.111666173351054,True,943707136,936.2304564439692,4.910365206854684,1.5932927180309684,0.0,0.0008475077647373689,0.0,7.418229682104928,0.008951015950997874,0.37437989091386603,0.010462586017211482,0.4046115437332465,0.0,0.0,0.0,0.0,,
V2_A_seed392005,14,49,49,686,73.9544936218299,0,permuted_contiguous_windows_cross_epoch_rotation,6.8752157298886045,True,943707136,1010.3462010598741,4.711545686332547,1.5633352143423898,0.0,0.0007326061075923927,0.0,7.294187852314541,0.008940808308709945,0.3708042830837016,0.015975300792832763,0.47496869673534314,0.0,0.0,0.0,0.0,,
V2_A_seed392005,15,49,49,735,73.97435115091503,0,permuted_contiguous_windows_cross_epoch_rotation,6.320906858054959,True,943707136,1084.4836684330367,4.218476278441293,1.5307900662324867,0.0,0.0008752004909257842,0.0,6.9111626488821845,0.008651113204125847,0.35256376315136345,0.02021719684482229,0.5375882070891711,0.0,0.0,0.0,0.0,,
V2_A_seed392005,16,49,49,784,76.04289007885382,0,permuted_contiguous_windows_cross_epoch_rotation,7.249962018460644,True,943707136,1160.6944133751094,5.062984476284105,1.5628099465856746,0.0,0.0006877311475085551,0.0,7.533180903415291,0.008916035099715298,0.3809611341174768,0.028526378757491404,0.6203689137283637,0.0,0.0,0.0,0.0,,
V2_A_seed392005,17,49,49,833,77.72065713815391,0,permuted_contiguous_windows_cross_epoch_rotation,6.687382357461112,True,943707136,1238.5927282487974,4.401323620153933,1.5028981748892336,0.0,0.0007130906588103318,0.4352758149711453,6.7199599548262,0.007931721919425289,0.3740790151819891,0.031097439706933742,0.6748952415524697,0.0,0.0,0.0,0.0,,
V2_A_seed392005,18,49,49,882,78.22440211614594,0,permuted_contiguous_windows_cross_epoch_rotation,8.104535448307894,True,943707136,1316.9993198737502,5.606285031960935,1.5584932663002793,0.0,0.000674747254305082,0.43665531156014425,8.08204824583871,0.008707536693320287,0.3923308989223169,0.04153237313184203,0.7651255057782543,0.0,0.0,0.0,0.0,,
V2_A_seed392005,19,49,49,931,78.64340264489874,0,permuted_contiguous_windows_cross_epoch_rotation,6.778018231294593,True,943707136,1395.8005901817232,4.476153454002069,1.495605434690203,0.0,0.0008395155541342208,0.42465924304358815,6.868053917982141,0.007258315447109694,0.37393607107960447,0.04395635783368228,0.8200798314444873,0.0,0.0,0.0,0.0,,
V2_A_seed392005,20,49,49,980,87.93145581381395,0,permuted_contiguous_windows_cross_epoch_rotation,6.473006394444679,True,943707136,1483.9101986489259,4.258285468938399,1.4335741339897623,0.0,0.0007706237440140044,0.42369854511046895,6.6131700301656915,0.007881934426686898,0.36223310232162476,0.04881055831757127,0.8834566327990317,0.0,0.0,0.0045235464586971365,0.0,,
V2_A_seed392005,21,49,49,1029,91.43404316715896,0,permuted_contiguous_windows_cross_epoch_rotation,6.854788794809458,True,943707136,1575.5039500407875,4.502054348283885,1.5231367227982502,0.0,0.0008894169254095427,0.4108428942913912,7.008755970974358,0.00826138561135348,0.36157999780713296,0.052532732448711685,0.9521883203058826,0.0,0.0,0.008485743585897952,0.0,,
V2_A_seed392005,22,49,49,1078,91.28823713958263,0,permuted_contiguous_windows_cross_epoch_rotation,5.170008065749188,True,943707136,1666.9493676838465,3.1627964803150723,1.3540523100872428,0.0,0.0010863449914518706,0.39827340050619475,5.421609713106739,0.00650914632525219,0.3301395481946517,0.04989950423490028,0.9902493369822599,0.0,0.0,0.012233488489778675,0.0,,
V2_A_seed392005,23,49,49,1127,90.77879937086254,0,permuted_contiguous_windows_cross_epoch_rotation,5.731505525355437,True,943707136,1757.9079013159499,3.6754944190687064,1.3384618321243598,0.0,0.0009895941629834777,0.3946854180219222,5.951613864120172,0.007149630287966254,0.3379730314624553,0.05735069342261674,1.061801972437878,0.0,0.0,0.015757191650645465,0.0,,
V2_A_seed392005,24,49,49,1176,90.61817622883245,0,permuted_contiguous_windows_cross_epoch_rotation,6.991738947070375,True,943707136,1848.733881043736,4.704128270246545,1.4394518161306575,0.0,0.0009382904266073767,0.42646547908685645,7.039989816899202,0.0076505242590317315,0.3757736834944511,0.07539951139870955,1.1737212331927553,0.0,0.0,0.02319406803545295,0.0,,
V2_A_seed392005,25,49,49,1225,92.54202019702643,0,permuted_contiguous_windows_cross_epoch_rotation,7.114927019391741,True,943707136,1941.4579375497997,4.747876374088988,1.5182720082146781,0.0,0.0009387025573381165,0.4049292596019044,6.997623983694583,0.007880912072082259,0.37612954998502923,0.08222915338618415,1.2389482113779808,0.0,0.1426506098739955,0.02501381713212753,0.0,,
V2_A_seed392005,26,49,49,1274,90.46998696308583,0,permuted_contiguous_windows_cross_epoch_rotation,5.845488416905305,True,943707136,2032.1196116707288,3.7458043658003515,1.3700162050675373,0.0,0.001059942709505368,0.39165152335653497,5.92080664148136,0.006789852475405348,0.3403960393399608,0.07485688280086128,1.2694873761157601,0.0,0.2501147924637308,0.027041219935125232,0.0,,
V2_A_seed392005,27,49,49,1323,91.97550217015669,0,permuted_contiguous_windows_cross_epoch_rotation,7.4340940057014935,True,943707136,2124.2632729918696,5.04560598791862,1.493793249130249,0.0,0.0009755829568329857,0.3997568853047429,7.283266339983259,0.008460941358602472,0.3808532941098116,0.10064442775079183,1.3900753746227341,0.0,0.4225066206893142,0.032455328243727585,0.0,,
V2_A_seed392005,28,49,49,1372,90.41783275594935,0,permuted_contiguous_windows_cross_epoch_rotation,5.946572834131669,True,943707136,2214.8634940511547,3.886151598424328,1.2983807483497931,0.0,0.001179998024837209,0.3951496074394304,6.094723754999589,0.007045418760568208,0.3503542609360753,0.08695082214413857,1.4134660472675247,0.0,0.5036384633609227,0.036339545850546995,0.0,,
V2_A_seed392005,29,49,49,1421,89.60024492023513,0,permuted_contiguous_windows_cross_epoch_rotation,6.836530753544399,True,943707136,2304.6229257187806,4.549565320112268,1.4375711983563948,0.0,0.0011168162460790528,0.40704281901826667,6.7735976686283035,0.007143825024119293,0.3813452890941075,0.11032652877727334,1.5273728613950768,0.0,0.6807838070149325,0.043295680982421855,0.0,,
V2_A_seed392005,30,49,49,1470,89.56073703896254,0,permuted_contiguous_windows_cross_epoch_rotation,5.043482673411467,True,943707136,2394.3396677137353,3.1301915791569925,1.240690865078751,0.0,0.0013523476132386535,0.38037668807165964,5.2304620840111555,0.006006020539421208,0.32741728850773405,0.08590462127206278,1.5238541194370814,0.0,0.7291148384006656,0.042372848914594065,0.0,,
V2_A_seed392005,31,49,49,1519,90.18370697461069,0,permuted_contiguous_windows_cross_epoch_rotation,6.81598947486099,True,943707136,2484.68176315492,4.572424492057489,1.3871792019629965,0.0,0.001104739337223487,0.38728869995292353,6.7216315123499655,0.007003558364848853,0.3755900759478005,0.11423392008457865,1.6413669026627833,0.0,0.9560128754499008,0.04617369490466556,0.0,,
V2_A_seed392005,32,49,49,1568,89.4834140590392,0,permuted_contiguous_windows_cross_epoch_rotation,7.192652716928599,True,943707136,2574.3409961881116,4.858146347561661,1.4306671595086857,0.0,0.001215165868527446,0.3911210706039351,7.055046062080228,0.007752188091755522,0.384349458679861,0.12588015023847016,1.7207292269687264,0.0,1.118377228172458,0.05210412335487045,0.0,,
V2_A_seed392005,33,49,49,1617,91.21247362485155,0,permuted_contiguous_windows_cross_epoch_rotation,5.204125681701972,True,943707136,2665.744216158986,3.2659130023450267,1.2485590102721233,0.0,0.0015097593820929452,0.3730382165130304,5.2308883861619595,0.005726510972468828,0.33209976128169466,0.1099220518098802,1.666183009439585,0.0,1.0848527587189967,0.053012053273162066,0.0,,
V2_A_seed392005,34,49,49,1666,90.96246093511581,0,permuted_contiguous_windows_cross_epoch_rotation,6.03765836053965,True,943707136,2756.864506328013,3.9586603848301634,1.3025240022308973,0.0,0.0015110318637773755,0.3726965353196981,5.908341818926286,0.006703771553382429,0.3490456677213007,0.12507245575591008,1.6876849130708345,0.0,1.322726505143302,0.05524177195466295,0.0,,
V2_A_seed392005,35,49,49,1715,91.76158372312784,0,permuted_contiguous_windows_cross_epoch_rotation,4.17169155393328,True,943707136,2848.799388182815,2.4568908725466048,1.1114854958592628,0.0,0.0016961127783323886,0.36143938680084386,4.4600750207901,0.004681915916711548,0.2900400806446465,0.09714677200025441,1.610020406392156,0.0,1.1916833422621902,0.05555647193473213,0.0,,
V2_A_seed392005,36,49,49,1764,91.34989760583267,0,permuted_contiguous_windows_cross_epoch_rotation,6.085292548549418,True,943707136,2940.314103523735,3.988807585774636,1.2731687110297534,0.0,0.0014814048725161322,0.3667963116752858,6.213252670910894,0.006291215873456427,0.3482339707564335,0.13307991426210014,1.680438825062343,0.0,1.5031941715551882,0.06056175369541256,0.0,,
V2_A_seed392005,37,49,49,1813,90.94600490573794,0,permuted_contiguous_windows_cross_epoch_rotation,6.775978779306217,True,943707136,3031.4198635029607,4.559418093185036,1.3444425731289142,0.0,0.0014599551938531197,0.38134709791261323,6.543000946239549,0.006971398349471239,0.37698482524375526,0.15153258795640906,1.735085171096179,0.0,1.73741137251562,0.07178610289583401,0.0,,
V2_A_seed392005,38,49,49,1862,105.07022360805422,0,permuted_contiguous_windows_cross_epoch_rotation,5.430655469699782,True,943707136,3136.7407507370226,3.4555626973813895,1.2465126380628468,0.0,0.0015938897725261217,0.36759947270763166,5.351231560415151,0.005728817970149827,0.3370782130835008,0.12149226946794257,1.6665774729787086,0.0,1.6691787559158948,0.06940039642611329,0.0,,
V2_A_seed392005,39,49,49,1911,111.36255777999759,0,permuted_contiguous_windows_cross_epoch_rotation,5.997396936221999,True,943707136,3248.3538086498156,3.918601503177565,1.264440002490063,0.0,0.0016156640990722772,0.37823144757017796,5.980456756085766,0.006155447552113661,0.3513700889081371,0.14731664507060635,1.7132559601141482,0.0,1.9396320946362553,0.07959765583580854,0.0,,
