rung,state,epochs_expected,epochs_observed,csv_rows,jsonl_rows,epoch_parity_ok,final_train_loss,final_train_tx_acc_pct,final_val_tx_acc_pct,best_val_tx_acc_pct,primary_clean_overall_pct,primary_clean_strict_udu_pct,primary_score,skipped_backward_batches,fatal_exception_count
R1,ARTIFACTS_COMPLETE,200,200,200,200,True,9.089193529012253,85.49107142857143,97.87407407407407,97.9962962962963,78.83,76.06,77.45,31,0
R2,ARTIFACTS_COMPLETE,200,200,200,200,True,8.89643474987575,85.98533163265306,97.93703703703704,98.02222222222223,79.29,75.68,77.49,29,0
R3,ARTIFACTS_COMPLETE,200,200,200,200,True,8.980592280018087,85.8577806122449,97.93703703703704,98.02962962962962,79.43,75.99,77.71,30,0
R4,ARTIFACTS_COMPLETE,200,200,200,200,True,8.855465943614641,86.474609375,97.95185185185186,98.01481481481481,79.27,75.75,77.51,31,0
R5,ARTIFACTS_COMPLETE,200,200,200,200,True,8.948337613319865,86.16071428571429,97.92592592592592,97.9888888888889,78.5,75.38,76.94,30,0
R6,ARTIFACTS_COMPLETE,200,200,200,200,True,9.138739483697075,85.45918367346938,97.95925925925926,97.9962962962963,78.37,75.57,76.97,29,0
R7,SNAPSHOT_INCOMPLETE_RUNNING_OR_PENDING,200,194,194,194,True,10.98375026547179,80.2295918367347,97.9,97.97777777777777,,,,30,0
R8,STOPPED_EARLY_SYSTEMIC_TECHNICAL_FAILURE,200,106,106,106,True,12.314802189262545,77.35969387755102,97.44814814814815,97.78888888888889,,,,10,1
