rung,epoch,stage,event,lr,train_loss,train_tx_acc_pct,val_tx_acc_pct,val_dom_acc_pct,epoch_time_s,skipped_backward_batches_this_epoch,delta_train_loss_from_previous_milestone,delta_val_tx_acc_from_previous_milestone
R2,1,Stage2_canonical_content_cycle,Stage2开始；clear LEO，p=0.30,0.00019998772493192525,20.324595471645925,0.0,25.79259259259259,9.981481481481481,363.3247821540572,2,,
R2,10,Stage2_canonical_content_cycle,milestone,0.00019877498988921623,8.284855103006167,65.52933673469387,92.3037037037037,42.84074074074074,366.44009503675625,0,-12.039740368639757,66.51111111111112
R2,20,Stage2_canonical_content_cycle,milestone,0.00019513012337136785,8.901789100802674,61.766581632653065,94.16296296296296,51.95185185185185,511.52208977798,0,0.6169339977965063,1.859259259259261
R2,40,Stage2_canonical_content_cycle,milestone,0.00018099719094030728,6.655512566469153,77.1045918367347,95.97037037037038,62.648148148148145,370.8772944668308,0,-2.2462765343335205,1.8074074074074105
R2,41,Stage3_split_pair,Stage3开始；low-elevation/rain LEO，p=0.60,0.00018006862351946555,7.030006189735568,74.20280612244898,95.89259259259259,62.507407407407406,373.28216276783496,0,0.37449362326641467,-0.07777777777778283
R2,60,Stage3_split_pair,milestone,0.0001589846326031011,6.914621606165049,75.52614795918367,97.06666666666666,69.88888888888889,417.02336865197867,0,-0.11538458357051873,1.1740740740740705
R2,79,Stage3_split_pair,milestone,0.00013272978311071586,6.754971961585843,74.61734693877551,97.48518518518519,74.03703703703704,466.812032177113,0,-0.15964964457920594,0.41851851851852473
R2,80,Stage3_split_pair,卫星分类权重进入既定有效区间,0.00013124719094030727,10.439674328784553,75.19132653061224,97.44074074074074,73.62222222222222,465.6447193240747,0,3.6847023671987102,-0.04444444444445139
R2,90,Stage3_split_pair,milestone,0.00011606522927150298,9.354560949364487,80.08609693877551,97.66296296296296,75.14814814814815,344.2696537533775,0,-1.0851133794200667,0.22222222222222854
R2,91,Stage4_discriminative_gate,Stage4开始；三类LEO，p=0.80,0.00011451967257778949,10.410344634737287,79.46428571428571,97.78888888888889,74.71481481481482,345.64937687432393,0,1.0557836853728002,0.12592592592592666
R2,100,Stage4_discriminative_gate,milestone,0.00010049999999999999,10.68336862933879,78.45982142857143,97.64444444444445,76.11851851851851,342.01553306076676,0,0.2730239946015036,-0.1444444444444457
R2,120,Stage4_discriminative_gate,milestone,6.975280905969274e-05,8.937677303949991,82.97526041666667,97.87777777777778,77.65185185185184,345.14498716499656,1,-1.7456913253887993,0.23333333333333428
R2,150,Stage4_discriminative_gate,milestone,3.01428752719385e-05,8.946313288747048,82.74872448979592,97.92592592592592,79.44814814814815,300.05766601115465,0,0.008635984797056295,0.04814814814814383
R2,180,Stage4_discriminative_gate,milestone,5.869876628632218e-06,9.818577902657646,78.33227040816327,97.89259259259259,79.83703703703704,381.5097511932254,0,0.8722646139105983,-0.03333333333333144
R2,190,Stage4_discriminative_gate,milestone,2.2250101107838023e-06,9.440962445979215,78.09311224489795,98.0111111111111,79.84444444444445,294.88052557827905,0,-0.37761545667843066,0.11851851851851336
R2,194,Stage4_discriminative_gate,milestone,1.44158452199354e-06,8.935573509761266,80.69196428571429,97.95925925925926,79.9037037037037,294.77469768887386,0,-0.5053889362179493,-0.05185185185185048
R2,195,Stage4_discriminative_gate,milestone,1.3067252935537674e-06,8.325787787636122,85.70963541666667,98.01851851851852,79.9,296.74013385223225,1,-0.6097857221251441,0.059259259259263786
R2,196,Stage4_discriminative_gate,milestone,1.1963405213869797e-06,9.129279632957614,80.69196428571429,97.9037037037037,79.86666666666666,296.9566577421501,0,0.8034918453214921,-0.11481481481482092
R2,197,Stage4_discriminative_gate,milestone,1.1104574412839946e-06,9.579938737713562,78.0452806122449,97.94814814814815,79.86296296296297,298.28927355259657,0,0.45065910475594784,0.04444444444445139
R2,198,Stage4_discriminative_gate,milestone,1.0490972436097059e-06,8.284805638449532,85.58673469387755,97.94074074074074,79.85925925925926,297.106858428102,0,-1.2951330992640298,-0.007407407407413302
R2,199,Stage4_discriminative_gate,milestone,1.0122750680747714e-06,9.235832107310392,79.48022959183673,97.93703703703704,79.8962962962963,298.1127277701162,0,0.9510264688608601,-0.0037037037036924403
R2,200,Stage4_discriminative_gate,训练终点与最终评估,1e-06,8.89643474987575,85.98533163265306,97.93703703703704,79.85925925925926,3902.547633419279,0,-0.33939735743464183,0.0
R3,1,Stage2_canonical_content_cycle,Stage2开始；clear LEO，p=0.30,0.00019998772493192525,20.323188173009996,0.0,25.348148148148148,11.248148148148148,368.2514559170231,2,,
R3,10,Stage2_canonical_content_cycle,milestone,0.00019877498988921623,8.255071610820536,65.41772959183673,91.87037037037037,42.72962962962963,379.0478800898418,0,-12.06811656218946,66.52222222222221
R3,20,Stage2_canonical_content_cycle,milestone,0.00019513012337136785,9.113736454321414,60.15625,94.47037037037038,52.196296296296296,499.44485147530213,0,0.8586648435008772,2.6000000000000085
R3,40,Stage2_canonical_content_cycle,milestone,0.00018099719094030728,6.754547333230778,76.69005102040816,96.0962962962963,62.24444444444445,379.59201106475666,0,-2.359189121090636,1.6259259259259267
R3,41,Stage3_split_pair,Stage3开始；low-elevation/rain LEO，p=0.60,0.00018006862351946555,7.254435675484793,73.83609693877551,96.5037037037037,63.01111111111111,997.9111796789803,0,0.4998883422540157,0.4074074074074048
R3,60,Stage3_split_pair,milestone,0.0001589846326031011,6.787176301081975,76.513671875,97.26296296296296,69.49259259259259,805.7121129757725,1,-0.4672593744028184,0.7592592592592524
R3,79,Stage3_split_pair,milestone,0.00013272978311071586,6.7960657294915645,74.42602040816327,97.25555555555556,73.8962962962963,834.3764348761179,0,0.008889428409589506,-0.007407407407399091
R3,80,Stage3_split_pair,卫星分类权重进入既定有效区间,0.00013124719094030727,10.467982277578237,75.44642857142857,97.47407407407407,73.58888888888889,834.2388424649835,0,3.6719165480866724,0.21851851851850768
R3,90,Stage3_split_pair,milestone,0.00011606522927150298,9.334216395202947,80.42091836734694,97.6037037037037,75.76666666666667,575.5463918438181,0,-1.1337658823752896,0.12962962962963331
R3,91,Stage4_discriminative_gate,Stage4开始；三类LEO，p=0.80,0.00011451967257778949,10.381976628790097,79.73533163265306,97.58518518518518,75.10740740740741,576.5146255036816,0,1.0477602335871499,-0.018518518518519045
R3,100,Stage4_discriminative_gate,milestone,0.00010049999999999999,10.629364743524668,78.60331632653062,97.52592592592593,75.8962962962963,572.5129050617106,0,0.24738811473457112,-0.059259259259249575
R3,120,Stage4_discriminative_gate,milestone,6.975280905969274e-05,9.172842695357952,81.64893617021276,97.92222222222222,78.13703703703703,847.3605293901637,2,-1.4565220481667165,0.3962962962962848
R3,150,Stage4_discriminative_gate,milestone,3.01428752719385e-05,8.972148252993215,82.84438775510205,97.86296296296297,79.48148148148148,867.2407901589759,0,-0.2006944423647372,-0.059259259259249575
R3,180,Stage4_discriminative_gate,milestone,5.869876628632218e-06,9.789092297456703,78.15688775510205,97.92962962962963,79.92962962962963,1136.9808361697942,0,0.8169440444634883,0.06666666666666288
R3,190,Stage4_discriminative_gate,milestone,2.2250101107838023e-06,9.495338868121712,78.39604591836735,97.96296296296296,79.74444444444444,1120.6075157290325,0,-0.29375342933499127,0.03333333333333144
R3,194,Stage4_discriminative_gate,milestone,1.44158452199354e-06,8.931196655545916,80.97895408163265,97.94814814814815,79.54814814814814,1073.2239808500744,0,-0.5641422125757956,-0.014814814814812394
R3,195,Stage4_discriminative_gate,milestone,1.3067252935537674e-06,8.400078121496707,85.8577806122449,97.95555555555555,79.53703703703704,1060.5929021071643,0,-0.5311185340492095,0.007407407407399091
R3,196,Stage4_discriminative_gate,milestone,1.1963405213869797e-06,9.139423895855339,80.9311224489796,97.93333333333334,79.56296296296296,1071.3441150588915,0,0.7393457743586325,-0.022222222222211485
R3,197,Stage4_discriminative_gate,milestone,1.1104574412839946e-06,9.591945760104121,78.42793367346938,97.94444444444444,79.55185185185185,1075.7460674601607,0,0.4525218642487818,0.011111111111105743
R3,198,Stage4_discriminative_gate,milestone,1.0490972436097059e-06,8.338074431127431,85.76211734693878,97.93333333333334,79.46666666666667,1081.4257967551239,0,-1.2538713289766896,-0.011111111111105743
R3,199,Stage4_discriminative_gate,milestone,1.0122750680747714e-06,9.212232078824725,80.10204081632654,97.94444444444444,79.45555555555555,1101.2944124159403,0,0.8741576476972934,0.011111111111105743
R3,200,Stage4_discriminative_gate,训练终点与最终评估,1e-06,8.980592280018087,85.8577806122449,97.93703703703704,79.54074074074074,6074.111107796896,0,-0.2316397988066381,-0.007407407407399091
R4,1,Stage2_canonical_content_cycle,Stage2开始；clear LEO，p=0.30,0.00019998772493192525,20.323480971316073,0.0,25.603703703703705,11.225925925925926,366.2112762411125,2,,
R4,10,Stage2_canonical_content_cycle,milestone,0.00019877498988921623,8.355850112681486,64.70025510204081,91.68518518518519,41.9,382.58842981699854,0,-11.967630858634587,66.08148148148149
R4,20,Stage2_canonical_content_cycle,milestone,0.00019513012337136785,9.310229963185837,59.02423469387755,94.4,50.2962962962963,507.58057490130886,0,0.9543798505043508,2.7148148148148152
R4,40,Stage2_canonical_content_cycle,milestone,0.00018099719094030728,6.6861141798447585,77.12053571428571,95.97407407407407,62.55185185185185,381.3553475709632,0,-2.624115783341078,1.574074074074062
R4,41,Stage3_split_pair,Stage3开始；low-elevation/rain LEO，p=0.60,0.00018006862351946555,7.446564421361806,73.80420918367346,96.03703703703704,62.37407407407407,1029.426129475236,0,0.7604502415170478,0.06296296296297044
R4,60,Stage3_split_pair,milestone,0.0001589846326031011,7.094638936373652,75.65369897959184,96.9962962962963,69.41851851851852,850.9704946870916,0,-0.3519254849881541,0.9592592592592553
R4,79,Stage3_split_pair,milestone,0.00013272978311071586,6.891287969083202,74.17091836734694,97.58518518518518,74.2,845.2440521270037,0,-0.20335096729044988,0.5888888888888886
R4,80,Stage3_split_pair,卫星分类权重进入既定有效区间,0.00013124719094030727,10.507029985894961,75.44642857142857,97.47407407407407,72.49259259259259,869.3869683262892,0,3.615742016811759,-0.11111111111111427
R4,90,Stage3_split_pair,milestone,0.00011606522927150298,9.389048002204117,79.87882653061224,97.68888888888888,75.87777777777778,623.6969747589901,0,-1.1179819836908447,0.21481481481481524
R4,91,Stage4_discriminative_gate,Stage4开始；三类LEO，p=0.80,0.00011451967257778949,10.488148222164233,79.59183673469387,97.81481481481481,76.13333333333334,623.9076808108948,0,1.0991002199601159,0.12592592592592666
R4,100,Stage4_discriminative_gate,milestone,0.00010049999999999999,10.619676677548156,78.57142857142857,97.62962962962963,74.88148148148149,620.7180413943715,0,0.13152845538392377,-0.18518518518517624
R4,120,Stage4_discriminative_gate,milestone,6.975280905969274e-05,9.052824336655286,82.36607142857143,97.86296296296297,78.0037037037037,722.3545737699606,0,-1.5668523408928703,0.23333333333333428
R4,150,Stage4_discriminative_gate,milestone,3.01428752719385e-05,8.9752084819638,83.03571428571429,97.92962962962963,79.17777777777778,849.2902988060378,0,-0.07761585469148535,0.06666666666666288
R4,180,Stage4_discriminative_gate,milestone,5.869876628632218e-06,9.756106099303889,78.3641581632653,97.83703703703704,79.75925925925925,1148.5609822077677,0,0.7808976173400879,-0.09259259259259522
R4,190,Stage4_discriminative_gate,milestone,2.2250101107838023e-06,9.441545783256998,78.87436224489795,97.97037037037038,79.81481481481481,1138.8041126239114,0,-0.31456031604689016,0.13333333333333997
R4,194,Stage4_discriminative_gate,milestone,1.44158452199354e-06,8.964041203868632,80.81951530612245,97.95925925925926,79.91111111111111,1131.5748881381005,0,-0.4775045793883663,-0.011111111111119953
R4,195,Stage4_discriminative_gate,milestone,1.3067252935537674e-06,8.402924104612701,86.06505102040816,97.97407407407407,79.9074074074074,1130.7245971001685,0,-0.5611170992559309,0.014814814814812394
R4,196,Stage4_discriminative_gate,milestone,1.1963405213869797e-06,9.078862277828918,81.21811224489795,97.91851851851852,79.96296296296296,1125.409648380708,0,0.6759381732162169,-0.055555555555542924
R4,197,Stage4_discriminative_gate,milestone,1.1104574412839946e-06,9.58816401812495,78.47576530612245,97.91851851851852,80.02592592592593,1131.1778472866863,0,0.5093017402960314,0.0
R4,198,Stage4_discriminative_gate,milestone,1.0490972436097059e-06,8.33073799950736,85.65051020408163,97.92222222222222,80.05185185185185,1133.5609488650225,0,-1.2574260186175898,0.0037037037036924403
R4,199,Stage4_discriminative_gate,milestone,1.0122750680747714e-06,9.210367353595032,80.03826530612245,97.94074074074074,80.04074074074074,1127.0736593939364,0,0.8796293540876725,0.018518518518519045
R4,200,Stage4_discriminative_gate,训练终点与最终评估,1e-06,8.855465943614641,86.474609375,97.95185185185186,80.0111111111111,6236.614359227009,1,-0.3549014099803909,0.011111111111119953
R5,1,Stage2_canonical_content_cycle,Stage2开始；clear LEO，p=0.30,0.00019998772493192525,20.32323484217867,0.0,25.31111111111111,10.27037037037037,382.31619931105524,2,,
R5,10,Stage2_canonical_content_cycle,milestone,0.00019877498988921623,8.337603617687614,64.97130102040816,91.80740740740741,42.19259259259259,378.2830775999464,0,-11.985631224491057,66.4962962962963
R5,20,Stage2_canonical_content_cycle,milestone,0.00019513012337136785,9.179433744780871,60.172193877551024,94.17407407407407,51.68518518518518,513.2568638250232,0,0.8418301270932567,2.36666666666666
R5,40,Stage2_canonical_content_cycle,milestone,0.00018099719094030728,6.689674542874706,76.72193877551021,95.95555555555555,61.181481481481484,377.93752790102735,0,-2.489759201906165,1.7814814814814781
R5,41,Stage3_split_pair,Stage3开始；low-elevation/rain LEO，p=0.60,0.00018006862351946555,7.372051929940983,74.55357142857143,96.11111111111111,63.06666666666667,1072.5890421699733,0,0.6823773870662766,0.15555555555556566
R5,60,Stage3_split_pair,milestone,0.0001589846326031011,7.017651577385104,75.09566326530613,97.25925925925925,69.68518518518519,901.2121926951222,0,-0.35440035255587876,1.1481481481481381
R5,79,Stage3_split_pair,milestone,0.00013272978311071586,6.803815622718966,74.37818877551021,97.0,73.61111111111111,678.9953692462295,0,-0.2138359546661377,-0.2592592592592524
R5,80,Stage3_split_pair,卫星分类权重进入既定有效区间,0.00013124719094030727,10.522847063687383,75.06377551020408,97.57777777777778,73.54814814814814,678.077344876714,0,3.7190314409684166,0.5777777777777828
R5,90,Stage3_split_pair,milestone,0.00011606522927150298,9.31905030210813,79.736328125,97.51481481481481,76.22962962962963,696.7297279946506,1,-1.2037967615792535,-0.06296296296297044
R5,91,Stage4_discriminative_gate,Stage4开始；三类LEO，p=0.80,0.00011451967257778949,10.441286145424357,79.59183673469387,97.66666666666667,75.17407407407407,675.9001123970374,0,1.1222358433162274,0.151851851851859
R5,100,Stage4_discriminative_gate,milestone,0.00010049999999999999,10.602772819752596,78.84247448979592,97.64814814814815,76.51851851851852,676.5591066041961,0,0.1614866743282395,-0.018518518518519045
R5,120,Stage4_discriminative_gate,milestone,6.975280905969274e-05,8.986555849512419,82.30794270833333,97.86296296296297,77.68888888888888,708.7389062340371,1,-1.6162169702401776,0.21481481481481524
R5,150,Stage4_discriminative_gate,milestone,3.01428752719385e-05,8.966049719829948,83.11543367346938,97.95185185185186,79.23333333333333,1115.447240714915,0,-0.02050612968247023,0.08888888888888857
R5,180,Stage4_discriminative_gate,milestone,5.869876628632218e-06,9.749573634595286,78.77869897959184,97.88518518518518,79.24444444444444,1075.761051212903,0,0.7835239147653379,-0.06666666666667709
R5,190,Stage4_discriminative_gate,milestone,2.2250101107838023e-06,9.462801305615173,78.8265306122449,97.98148148148148,79.04074074074074,1070.6912306384183,0,-0.2867723289801134,0.09629629629630188
R5,194,Stage4_discriminative_gate,milestone,1.44158452199354e-06,8.962640918031031,80.99489795918367,97.93703703703704,78.9,1084.070539122913,0,-0.5001603875841418,-0.04444444444443718
R5,195,Stage4_discriminative_gate,milestone,1.3067252935537674e-06,8.415839112534815,86.14477040816327,97.95185185185186,78.82962962962964,1071.785406673327,0,-0.5468018054962158,0.014814814814812394
R5,196,Stage4_discriminative_gate,milestone,1.1963405213869797e-06,9.133105706195442,81.31377551020408,97.91851851851852,78.84074074074074,1108.0185335190035,0,0.7172665936606268,-0.03333333333333144
R5,197,Stage4_discriminative_gate,milestone,1.1104574412839946e-06,9.60063116404475,78.50765306122449,97.92962962962963,78.81111111111112,1101.4401689250953,0,0.4675254578493071,0.011111111111105743
R5,198,Stage4_discriminative_gate,milestone,1.0490972436097059e-06,8.351565088544573,85.82589285714286,97.9074074074074,78.83703703703704,1088.4581260303967,0,-1.249066075500176,-0.022222222222225696
R5,199,Stage4_discriminative_gate,milestone,1.0122750680747714e-06,9.235014122359607,80.26147959183673,97.92592592592592,78.82222222222222,1084.7808794830926,0,0.8834490338150331,0.018518518518519045
R5,200,Stage4_discriminative_gate,训练终点与最终评估,1e-06,8.948337613319865,86.16071428571429,97.92592592592592,78.78148148148148,6056.6499989940785,0,-0.28667650903974184,0.0
R6,1,Stage2_canonical_content_cycle,Stage2开始；clear LEO，p=0.30,0.00019998772493192525,20.32482001122008,0.0,23.72962962962963,9.737037037037037,374.89023930672556,2,,
R6,10,Stage2_canonical_content_cycle,milestone,0.00019877498988921623,8.252001558031354,65.76849489795919,92.03333333333333,42.388888888888886,376.2510893321596,0,-12.072818453188725,68.3037037037037
R6,20,Stage2_canonical_content_cycle,milestone,0.00019513012337136785,8.885788022255412,62.11734693877551,94.37407407407407,50.46666666666667,494.7439541602507,0,0.6337864642240572,2.340740740740742
R6,40,Stage2_canonical_content_cycle,milestone,0.00018099719094030728,6.729649110716217,77.00892857142857,96.25925925925925,62.096296296296295,380.1690561962314,0,-2.1561389115391947,1.885185185185179
R6,41,Stage3_split_pair,Stage3开始；low-elevation/rain LEO，p=0.60,0.00018006862351946555,7.490886308708969,73.85204081632654,96.37407407407407,62.79259259259259,1074.761696652975,0,0.7612371979927524,0.11481481481482092
R6,60,Stage3_split_pair,milestone,0.0001589846326031011,7.0941291147348835,75.38265306122449,96.84074074074074,69.23703703703704,899.0411621690728,0,-0.3967571939740857,0.46666666666666856
R6,79,Stage3_split_pair,milestone,0.00013272978311071586,6.814332616572478,74.60140306122449,97.58518518518518,73.55185185185185,900.5590665680356,0,-0.2797964981624057,0.74444444444444
R6,80,Stage3_split_pair,卫星分类权重进入既定有效区间,0.00013124719094030727,10.603923549254736,75.01627604166667,97.66296296296296,72.92222222222222,703.7866851859726,1,3.789590932682258,0.07777777777778283
R6,90,Stage3_split_pair,milestone,0.00011606522927150298,9.453358922685895,79.97448979591837,97.74444444444444,74.72962962962963,676.9881273489445,0,-1.1505646265688405,0.08148148148147527
R6,91,Stage4_discriminative_gate,Stage4开始；三类LEO，p=0.80,0.00011451967257778949,10.301441530386606,81.13606770833333,97.79629629629629,73.86666666666666,670.5076763629913,1,0.8480826077007109,0.05185185185185048
R6,100,Stage4_discriminative_gate,milestone,0.00010049999999999999,10.816974746937655,78.39604591836735,97.56666666666666,75.78888888888889,723.7254206929356,0,0.5155332165510487,-0.22962962962962763
R6,120,Stage4_discriminative_gate,milestone,6.975280905969274e-05,9.316220367948214,81.62434895833333,97.86666666666666,78.02962962962962,662.5152234868146,1,-1.5007543789894413,0.29999999999999716
R6,150,Stage4_discriminative_gate,milestone,3.01428752719385e-05,9.134818587984357,82.55739795918367,97.94814814814815,79.35185185185185,1241.3410399248824,0,-0.1814017799638563,0.08148148148148948
R6,180,Stage4_discriminative_gate,milestone,5.869876628632218e-06,10.05445679353208,77.94961734693878,97.92962962962963,79.68148148148148,1192.813746144995,0,0.9196382055477219,-0.018518518518519045
R6,190,Stage4_discriminative_gate,milestone,2.2250101107838023e-06,9.708759380846608,78.22066326530613,97.94074074074074,79.52592592592593,1177.1070620059036,0,-0.34569741268547105,0.011111111111105743
R6,194,Stage4_discriminative_gate,milestone,1.44158452199354e-06,9.133364735817423,80.19770408163265,97.96296296296296,79.4962962962963,1167.7251582881436,0,-0.5753946450291849,0.022222222222225696
R6,195,Stage4_discriminative_gate,milestone,1.3067252935537674e-06,8.577336929282364,85.53890306122449,97.96296296296296,79.53703703703704,1172.3707817709073,0,-0.5560278065350595,0.0
R6,196,Stage4_discriminative_gate,milestone,1.1963405213869797e-06,9.302750096029165,80.37308673469387,97.95925925925926,79.61481481481482,1166.7468228000216,0,0.7254131667468009,-0.003703703703706651
R6,197,Stage4_discriminative_gate,milestone,1.1104574412839946e-06,9.757069363885996,77.83801020408163,97.96296296296296,79.57407407407408,1185.660847024992,0,0.45431926785683174,0.003703703703706651
R6,198,Stage4_discriminative_gate,milestone,1.0490972436097059e-06,8.511832524319084,85.0765306122449,97.94074074074074,79.53333333333333,1200.1186609528959,0,-1.2452368395669122,-0.022222222222225696
R6,199,Stage4_discriminative_gate,milestone,1.0122750680747714e-06,9.411514394137324,79.49617346938776,97.95185185185186,79.55185185185185,1193.5651419158094,0,0.8996818698182398,0.011111111111119953
R6,200,Stage4_discriminative_gate,训练终点与最终评估,1e-06,9.138739483697075,85.45918367346938,97.95925925925926,79.51481481481481,6432.5852828263305,0,-0.2727749104402495,0.007407407407399091
R7,1,Stage2_canonical_content_cycle,Stage2开始；clear LEO，p=0.30,0.00019998772493192525,20.324698671381523,0.0,24.62962962962963,10.033333333333333,379.10542190633714,2,,
R7,10,Stage2_canonical_content_cycle,milestone,0.00019877498988921623,8.231458926687436,65.49744897959184,91.98518518518519,42.30740740740741,385.07264178199694,0,-12.093239744694086,67.35555555555555
R7,20,Stage2_canonical_content_cycle,milestone,0.00019513012337136785,9.102017616739078,59.69387755102041,94.38148148148149,50.93333333333333,518.9441866371781,0,0.8705586900516415,2.396296296296299
R7,40,Stage2_canonical_content_cycle,milestone,0.00018099719094030728,6.671218755293865,76.83354591836735,95.85555555555555,61.86296296296296,411.80499741993845,0,-2.4307988614452123,1.4740740740740677
R7,41,Stage3_split_pair,Stage3开始；low-elevation/rain LEO，p=0.60,0.00018006862351946555,7.528727571169536,73.291015625,96.2074074074074,62.22962962962963,1103.712837359868,1,0.8575088158756703,0.35185185185184764
R7,60,Stage3_split_pair,milestone,0.0001589846326031011,7.079917382220833,75.11160714285714,97.02592592592593,69.97777777777777,1103.669364864938,0,-0.44881018894870284,0.8185185185185304
R7,79,Stage3_split_pair,milestone,0.00013272978311071586,6.826847163998351,74.2984693877551,97.4962962962963,72.75185185185185,1082.5304548759013,0,-0.253070218222482,0.470370370370361
R7,80,Stage3_split_pair,卫星分类权重进入既定有效区间,0.00013124719094030727,10.35665095613358,75.56515957446808,97.61851851851851,73.17037037037036,1082.7057289332151,2,3.5298037921352288,0.12222222222222001
R7,90,Stage3_split_pair,milestone,0.00011606522927150298,9.410732926154623,80.03826530612245,97.53333333333333,75.34444444444445,894.5812958441675,0,-0.9459180299789569,-0.08518518518518192
R7,91,Stage4_discriminative_gate,Stage4开始；三类LEO，p=0.80,0.00011451967257778949,12.473485430892634,79.51211734693878,97.75555555555556,75.61481481481482,2160.7781576598063,0,3.062752504738011,0.22222222222222854
R7,100,Stage4_discriminative_gate,milestone,0.00010049999999999999,12.610986330071274,78.14094387755102,97.58148148148148,76.37037037037037,2223.490222352091,0,0.13750089917864017,-0.1740740740740847
R7,120,Stage4_discriminative_gate,milestone,6.975280905969274e-05,10.924220085144043,82.09502551020408,97.84814814814816,77.8037037037037,2478.8430205206387,0,-1.686766244927231,0.26666666666667993
R7,150,Stage4_discriminative_gate,milestone,3.01428752719385e-05,10.880002858687421,83.03571428571429,97.85925925925926,79.27037037037037,2353.029270776082,0,-0.04421722645662207,0.011111111111105743
