rung,epoch,stage,event,lr,train_loss,train_tx_acc_pct,val_tx_acc_pct,val_dom_acc_pct,epoch_time_s,skipped_backward_batches_this_epoch,delta_train_loss_from_previous_milestone,delta_val_tx_acc_from_previous_milestone
R7,180,Stage4_discriminative_gate,milestone,5.869876628632218e-06,11.879867514785456,77.90178571428571,97.89259259259259,78.61481481481482,1669.1411296562292,0,0.9998646560980351,0.03333333333333144
R7,190,Stage4_discriminative_gate,milestone,2.2250101107838023e-06,11.575204849243164,77.99744897959184,97.93333333333334,78.57407407407408,2394.1509397099726,0,-0.30466266554229193,0.04074074074074474
R7,194,Stage4_discriminative_gate,milestone,1.44158452199354e-06,10.98375026547179,80.2295918367347,97.9,78.57037037037037,2379.009385161102,0,-0.5914545837713749,-0.03333333333333144
R8,1,Stage2_canonical_content_cycle,Stage2开始；clear LEO，p=0.30,0.00019998772493192525,20.324007034301758,0.0,24.962962962962962,9.88888888888889,387.4656667658128,2,,
R8,10,Stage2_canonical_content_cycle,milestone,0.00019877498988921623,8.360614328968282,65.1626275510204,91.84444444444445,43.17777777777778,393.62014926504344,0,-11.963392705333476,66.88148148148149
R8,20,Stage2_canonical_content_cycle,milestone,0.00019513012337136785,9.054413717620227,60.60267857142857,94.45185185185186,52.41481481481482,507.6558549958281,0,0.6937993886519447,2.6074074074074076
R8,40,Stage2_canonical_content_cycle,milestone,0.00018099719094030728,6.71350589090464,76.70599489795919,96.08518518518518,62.11851851851852,384.6725784209557,0,-2.3409078267155863,1.6333333333333258
R8,41,Stage3_split_pair,Stage3开始；low-elevation/rain LEO，p=0.60,0.00018006862351946555,7.402202129364014,73.82015306122449,96.2074074074074,63.54814814814815,1085.7027581413276,0,0.6886962384593733,0.12222222222222001
R8,60,Stage3_split_pair,milestone,0.0001589846326031011,7.137232984815325,75.09566326530613,96.9888888888889,70.84444444444445,904.3770819013007,0,-0.26496914454868836,0.7814814814814923
R8,79,Stage3_split_pair,milestone,0.00013272978311071586,6.79128317443692,74.5376275510204,97.44074074074074,73.1962962962963,900.6560561317019,0,-0.34594981037840533,0.45185185185184196
R8,80,Stage3_split_pair,卫星分类权重进入既定有效区间,0.00013124719094030727,10.497802315926066,75.3188775510204,97.45185185185186,73.52592592592593,749.93980931025,0,3.706519141489146,0.011111111111119953
R8,90,Stage3_split_pair,milestone,0.00011606522927150298,9.419178169600817,79.7672193877551,97.23703703703704,75.48148148148148,676.5492485468276,0,-1.0786241463252484,-0.21481481481481524
R8,91,Stage4_discriminative_gate,Stage4开始；三类LEO，p=0.80,0.00011451967257778949,12.408740393969477,79.70344387755102,97.5962962962963,75.55925925925926,1644.0859625060111,0,2.98956222436866,0.35925925925926094
R8,100,Stage4_discriminative_gate,milestone,0.00010049999999999999,12.541544233049665,78.47576530612245,97.65555555555555,76.47407407407407,1854.8874906650744,0,0.13280383908018756,0.059259259259249575
R8,106,Stage4_discriminative_gate,milestone,9.11362228248078e-05,12.314802189262545,77.35969387755102,97.44814814814815,77.54444444444445,1896.460767843295,0,-0.22674204378711948,-0.20740740740740193
