arm,method,scenario,receiver_idx,receiver_label,days,accuracy_pct,correct,total
A7,A3+tangent+fingerprint keep,leo_low_elev_weak,9,7-14,"2021_03_01,2021_03_08,2021_03_15,2021_03_23",71.325,17118,24000
A7,A3+tangent+fingerprint keep,leo_low_elev_weak,10,7-7,"2021_03_01,2021_03_08,2021_03_15,2021_03_23",80.00833333333334,19202,24000
A7,A3+tangent+fingerprint keep,leo_low_elev_weak,11,8-8,"2021_03_01,2021_03_08,2021_03_15,2021_03_23",70.35833333333333,16886,24000
A7,A3+tangent+fingerprint keep,leo_rain_weak,0,1-1,"2021_03_01,2021_03_08,2021_03_15,2021_03_23",75.29166666666667,18070,24000
A7,A3+tangent+fingerprint keep,leo_rain_weak,2,14-7,"2021_03_01,2021_03_08,2021_03_15,2021_03_23",63.041666666666664,15130,24000
A7,A3+tangent+fingerprint keep,leo_rain_weak,5,2-1,"2021_03_01,2021_03_08,2021_03_15,2021_03_23",82.98333333333333,19916,24000
A7,A3+tangent+fingerprint keep,leo_rain_weak,7,20-1,"2021_03_01,2021_03_08,2021_03_15,2021_03_23",62.9,15096,24000
A7,A3+tangent+fingerprint keep,leo_rain_weak,9,7-14,"2021_03_01,2021_03_08,2021_03_15,2021_03_23",72.04583333333333,17291,24000
A7,A3+tangent+fingerprint keep,leo_rain_weak,10,7-7,"2021_03_01,2021_03_08,2021_03_15,2021_03_23",79.30416666666666,19033,24000
A7,A3+tangent+fingerprint keep,leo_rain_weak,11,8-8,"2021_03_01,2021_03_08,2021_03_15,2021_03_23",71.19583333333334,17087,24000
