fit,candidate,train_rx,head_seed,epoch,optimizer_steps,physical_visits_total,view_visits_total,ce_clean,ce_leo,keep_raw,metric_raw,loss,grad_norm_ce,grad_norm_keep,grad_norm_metric,grad_cos_ce_keep,grad_cos_ce_metric,grad_cos_keep_metric,validation_ce,metric_relative_change,a_max_change,epoch_seconds,keep_weighted,metric_weighted,stop_status
oof/C_angle/rx_3/head_fit_history.csv,C_angle,"1,4,6,8",392005,1,35,5040,10080,0.06501585883771911,0.6031288027763366,0.0,0.0,0.33407233080693655,4.062455177307129,0.0,0.0,,,,0.5409033894538879,0.0,0.0,0.3628623876720667,0.0,0.0,running_fixed_budget
oof/C_angle/rx_3/head_fit_history.csv,C_angle,"1,4,6,8",392005,2,70,10080,20160,0.03633999664868627,0.3123219702925001,0.0,0.0,0.1743309825658798,1.0743420124053955,0.0,0.0,,,,0.4620267450809479,0.0,0.0,0.36410558223724365,0.0,0.0,running_fixed_budget
oof/C_angle/rx_3/head_fit_history.csv,C_angle,"1,4,6,8",392005,3,105,15120,30240,0.033635798269616705,0.29176609558718547,0.0,0.0,0.16270094577755248,0.8891467452049255,0.0,0.0,,,,0.44558921456336975,0.0,0.0,0.36569277895614505,0.0,0.0,running_fixed_budget
oof/C_angle/rx_3/head_fit_history.csv,C_angle,"1,4,6,8",392005,4,140,20160,40320,0.030954463034868242,0.2854408123663494,0.0,0.0,0.15819763945681709,0.820117175579071,0.0,0.0,,,,0.43733617663383484,0.0,0.0,0.3659556368365884,0.0,0.0,running_fixed_budget
oof/C_angle/rx_3/head_fit_history.csv,C_angle,"1,4,6,8",392005,5,175,25200,50400,0.031030338709907873,0.27791129648685453,0.0,0.0,0.15447081753185818,0.607767641544342,0.0,0.0,,,,0.44926559925079346,0.0,0.0,0.36425824323669076,0.0,0.0,running_fixed_budget
oof/C_angle/rx_3/head_fit_history.csv,C_angle,"1,4,6,8",392005,6,210,30240,60480,0.02952175796298044,0.27612844364983696,0.0,0.0,0.15282510199717114,0.9249699711799622,0.0,0.0,,,,0.43938207626342773,0.0,0.0,0.432389329187572,0.0,0.0,running_fixed_budget
oof/C_angle/rx_3/head_fit_history.csv,C_angle,"1,4,6,8",392005,7,245,35280,70560,0.029454796601619038,0.2713770994118282,0.0,0.0,0.15041594633034297,0.7166032791137695,0.0,0.0,,,,0.44340255856513977,0.0,0.0,0.3650357839651406,0.0,0.0,running_fixed_budget
oof/C_angle/rx_3/head_fit_history.csv,C_angle,"1,4,6,8",392005,8,280,40320,80640,0.029004197887011935,0.2661238627774375,0.0,0.0,0.14756402990647724,0.8096871376037598,0.0,0.0,,,,0.43784254789352417,0.0,0.0,0.36467704689130187,0.0,0.0,running_fixed_budget
oof/C_angle/rx_3/head_fit_history.csv,C_angle,"1,4,6,8",392005,9,315,45360,90720,0.0284873829888446,0.2652228312832969,0.0,0.0,0.14685510694980622,1.525424599647522,0.0,0.0,,,,0.43798279762268066,0.0,0.0,0.35660536168143153,0.0,0.0,running_fixed_budget
oof/C_angle/rx_3/head_fit_history.csv,C_angle,"1,4,6,8",392005,10,350,50400,100800,0.027950806130788156,0.26165611743927003,0.0,0.0,0.14480345866509847,0.9704360961914062,0.0,0.0,,,,0.44227081537246704,0.0,0.0,0.36603730311617255,0.0,0.0,running_fixed_budget
oof/C_angle/rx_3/head_fit_history.csv,C_angle,"1,4,6,8",392005,11,385,55440,110880,0.02769955008157662,0.2613727569580078,0.0,0.0,0.14453615418502264,0.6919613480567932,0.0,0.0,,,,0.4533238410949707,0.0,0.0,0.36473791394382715,0.0,0.0,running_fixed_budget
oof/C_angle/rx_3/head_fit_history.csv,C_angle,"1,4,6,8",392005,12,420,60480,120960,0.02731135499530605,0.2587023092167718,0.0,0.0,0.14300683311053686,0.8311678767204285,0.0,0.0,,,,0.45619046688079834,0.0,0.0,0.3635439150966704,0.0,0.0,running_fixed_budget
oof/C_angle/rx_3/head_fit_history.csv,C_angle,"1,4,6,8",392005,13,455,65520,131040,0.02718478777844991,0.2580362060240337,0.0,0.0,0.14261049990143096,0.9203976392745972,0.0,0.0,,,,0.4553581476211548,0.0,0.0,0.35862978221848607,0.0,0.0,running_fixed_budget
oof/C_angle/rx_3/head_fit_history.csv,C_angle,"1,4,6,8",392005,14,490,70560,141120,0.02715546160138079,0.25696260333061216,0.0,0.0,0.1420590326189995,0.8172902464866638,0.0,0.0,,,,0.4716922640800476,0.0,0.0,0.35844806721433997,0.0,0.0,running_fixed_budget
oof/C_angle/rx_3/head_fit_history.csv,C_angle,"1,4,6,8",392005,15,525,75600,151200,0.0274846376718155,0.2551567222390856,0.0,0.0,0.14132067837885448,0.8564568758010864,0.0,0.0,,,,0.45725125074386597,0.0,0.0,0.3702791086398065,0.0,0.0,running_fixed_budget
oof/C_angle/rx_3/head_fit_history.csv,C_angle,"1,4,6,8",392005,16,560,80640,161280,0.027119735894458635,0.25554556335721695,0.0,0.0,0.14133265018463134,1.1077204942703247,0.0,0.0,,,,0.46556052565574646,0.0,0.0,0.4294625762850046,0.0,0.0,running_fixed_budget
oof/C_angle/rx_3/head_fit_history.csv,C_angle,"1,4,6,8",392005,17,595,85680,171360,0.026526936862085546,0.25533547358853476,0.0,0.0,0.1409312054514885,0.9456796050071716,0.0,0.0,,,,0.46293705701828003,0.0,0.0,0.36462734499946237,0.0,0.0,running_fixed_budget
oof/C_angle/rx_3/head_fit_history.csv,C_angle,"1,4,6,8",392005,18,630,90720,181440,0.02649182163711105,0.2548662888152259,0.0,0.0,0.14067905396223068,0.9643267393112183,0.0,0.0,,,,0.46200624108314514,0.0,0.0,0.3655423508025706,0.0,0.0,running_fixed_budget
oof/C_angle/rx_3/head_fit_history.csv,C_angle,"1,4,6,8",392005,19,665,95760,191520,0.02683832962065935,0.2514889482940946,0.0,0.0,0.13916363843849727,1.0354859828948975,0.0,0.0,,,,0.47293874621391296,0.0,0.0,0.36400639871135354,0.0,0.0,running_fixed_budget
oof/C_angle/rx_3/head_fit_history.csv,C_angle,"1,4,6,8",392005,20,700,100800,201600,0.02596180834142225,0.2514007100037166,0.0,0.0,0.1386812618800572,0.6779118776321411,0.0,0.0,,,,0.469670832157135,0.0,0.0,0.36618282087147236,0.0,0.0,running_fixed_budget
oof/C_angle/rx_3/head_fit_history.csv,C_angle,"1,4,6,8",392005,21,735,105840,211680,0.026707256665187223,0.250243352992194,0.0,0.0,0.13847530356475285,0.9757921099662781,0.0,0.0,,,,0.4682828485965729,0.0,0.0,0.3653632658533752,0.0,0.0,running_fixed_budget
oof/C_angle/rx_3/head_fit_history.csv,C_angle,"1,4,6,8",392005,22,770,110880,221760,0.026213693938085012,0.25192957179886954,0.0,0.0,0.13907163334744319,1.0815373659133911,0.0,0.0,,,,0.48144790530204773,0.0,0.0,0.36669239262118936,0.0,0.0,running_fixed_budget
oof/C_angle/rx_3/head_fit_history.csv,C_angle,"1,4,6,8",392005,23,805,115920,231840,0.025861636456102132,0.25085739152772085,0.0,0.0,0.13835951260157994,1.3211088180541992,0.0,0.0,,,,0.46907544136047363,0.0,0.0,0.3651682739146054,0.0,0.0,running_fixed_budget
oof/C_angle/rx_3/head_fit_history.csv,C_angle,"1,4,6,8",392005,24,840,120960,241920,0.02675620660717998,0.24846712052822112,0.0,0.0,0.13761166589600698,1.2790817022323608,0.0,0.0,,,,0.4764416813850403,0.0,0.0,0.3615653049200773,0.0,0.0,running_fixed_budget
oof/C_angle/rx_3/head_fit_history.csv,C_angle,"1,4,6,8",392005,25,875,126000,252000,0.026149437463443195,0.24957539907523563,0.0,0.0,0.13786241646323885,0.7991300821304321,0.0,0.0,,,,0.4695533215999603,0.0,0.0,0.3640198530629277,0.0,0.0,running_fixed_budget
oof/C_angle/rx_3/head_fit_history.csv,C_angle,"1,4,6,8",392005,26,910,131040,262080,0.0255334994223501,0.2491998370204653,0.0,0.0,0.13736666781561716,0.7357544302940369,0.0,0.0,,,,0.4699878692626953,0.0,0.0,0.42510736268013716,0.0,0.0,running_fixed_budget
oof/C_angle/rx_3/head_fit_history.csv,C_angle,"1,4,6,8",392005,27,945,136080,272160,0.026005327315734964,0.24806374396596637,0.0,0.0,0.13703453562089374,0.9588823914527893,0.0,0.0,,,,0.4777137041091919,0.0,0.0,0.36530932085588574,0.0,0.0,running_fixed_budget
oof/C_angle/rx_3/head_fit_history.csv,C_angle,"1,4,6,8",392005,28,980,141120,282240,0.026185868115031295,0.2480728247335979,0.0,0.0,0.13712934809071678,0.849049985408783,0.0,0.0,,,,0.47863802313804626,0.0,0.0,0.36492348788306117,0.0,0.0,running_fixed_budget
oof/C_angle/rx_3/head_fit_history.csv,C_angle,"1,4,6,8",392005,29,1015,146160,292320,0.025479346088000707,0.24669285118579865,0.0,0.0,0.13608609821115222,0.7915295362472534,0.0,0.0,,,,0.4776730537414551,0.0,0.0,0.3649746119044721,0.0,0.0,running_fixed_budget
oof/C_angle/rx_3/head_fit_history.csv,C_angle,"1,4,6,8",392005,30,1050,151200,302400,0.02594384097361139,0.24839677895818438,0.0,0.0,0.13717031159571239,0.698250412940979,0.0,0.0,,,,0.4762924313545227,0.0,0.0,0.36473697423934937,0.0,0.0,running_fixed_budget
