rung,gpu,epoch,train_loss,train_tx_acc,val_tx_acc,val_dom_acc,epoch_time_s,skipped_backward_batches_so_far,diag_sat_cls_active
R7,6,80,10.35665095613358,75.56515957446808,97.61851851851851,73.17037037037036,1082.7057289332151,10,True
R7,6,90,9.410732926154623,80.03826530612245,97.53333333333333,75.34444444444445,894.5812958441675,11,True
R7,6,91,12.473485430892634,79.51211734693878,97.75555555555556,75.61481481481482,2160.7781576598063,11,True
R7,6,93,11.15663244286362,85.29974489795919,97.72592592592592,75.62592592592593,2224.0012386767194,11,True
R8,7,1,20.324007034301758,0.0,24.962962962962962,9.88888888888889,387.4656667658128,2,False
R8,7,10,8.360614328968282,65.1626275510204,91.84444444444445,43.17777777777778,393.62014926504344,3,False
R8,7,20,9.054413717620227,60.60267857142857,94.45185185185186,52.41481481481482,507.6558549958281,4,False
R8,7,40,6.71350589090464,76.70599489795919,96.08518518518518,62.11851851851852,384.6725784209557,4,False
R8,7,41,7.402202129364014,73.82015306122449,96.2074074074074,63.54814814814815,1085.7027581413276,4,False
R8,7,60,7.137232984815325,75.09566326530613,96.9888888888889,70.84444444444445,904.3770819013007,5,False
R8,7,79,6.79128317443692,74.5376275510204,97.44074074074074,73.1962962962963,900.6560561317019,6,False
R8,7,80,10.497802315926066,75.3188775510204,97.45185185185186,73.52592592592593,749.93980931025,6,True
R8,7,90,9.419178169600817,79.7672193877551,97.23703703703704,75.48148148148148,676.5492485468276,9,True
R8,7,91,12.408740393969477,79.70344387755102,97.5962962962963,75.55925925925926,1644.0859625060111,9,True
R8,7,98,11.585902437871816,82.71683673469387,97.65925925925926,75.29629629629629,1973.4163116826676,9,True
