candidate,scene,group,value,rows,correct,closed_accuracy,accepted,coverage,accepted_correct,accepted_accuracy
A0,leo_clear_weak,TX,3,28000,16598,0.5927857142857142,21176,0.7562857142857143,14273,0.6740177559501322
A0,leo_clear_weak,TX,4,28000,23567,0.8416785714285714,24247,0.8659642857142857,21786,0.898502907576195
A0,leo_clear_weak,TX,5,28000,24471,0.8739642857142857,23225,0.8294642857142858,21755,0.9367061356297094
A0,leo_clear_weak,RX,0,24000,16928,0.7053333333333334,18881,0.7867083333333333,14587,0.7725756051056618
A0,leo_clear_weak,RX,2,24000,9632,0.4013333333333333,17162,0.7150833333333333,7603,0.4430136347745018
A0,leo_clear_weak,RX,5,24000,16549,0.6895416666666667,19762,0.8234166666666667,14774,0.747596397125797
A0,leo_clear_weak,RX,7,24000,10738,0.4474166666666667,16337,0.6807083333333334,8304,0.5082940564363102
A0,leo_clear_weak,RX,9,24000,16023,0.667625,18209,0.7587083333333333,13625,0.7482563567466637
A0,leo_clear_weak,RX,10,24000,15096,0.629,17122,0.7134166666666667,12604,0.7361289568975588
A0,leo_clear_weak,RX,11,24000,14865,0.619375,18515,0.7714583333333334,13400,0.7237375101269241
A0,leo_clear_weak,day,0,42000,24001,0.5714523809523809,31568,0.7516190476190476,20301,0.6430879371515459
A0,leo_clear_weak,day,1,42000,25438,0.6056666666666667,31735,0.7555952380952381,21908,0.6903418938080983
A0,leo_clear_weak,day,2,42000,24202,0.5762380952380952,31389,0.7473571428571428,20586,0.655834846602313
A0,leo_clear_weak,day,3,42000,26190,0.6235714285714286,31296,0.7451428571428571,22102,0.7062244376278118
A0,leo_clear_weak,RX_TX,0:0,4000,2119,0.52975,2574,0.6435,1473,0.5722610722610723
A0,leo_clear_weak,RX_TX,0:1,4000,1704,0.426,3316,0.829,1407,0.42430639324487335
A0,leo_clear_weak,RX_TX,0:2,4000,3049,0.76225,3272,0.818,2865,0.8756112469437652
A0,leo_clear_weak,RX_TX,0:3,4000,3481,0.87025,3389,0.84725,3149,0.9291826497491885
A0,leo_clear_weak,RX_TX,0:4,4000,3427,0.85675,3366,0.8415,3086,0.916815210932858
A0,leo_clear_weak,RX_TX,0:5,4000,3148,0.787,2964,0.741,2607,0.8795546558704453
A0,leo_clear_weak,RX_TX,2:0,4000,950,0.2375,2908,0.727,597,0.20529573590096287
A0,leo_clear_weak,RX_TX,2:1,4000,757,0.18925,2804,0.701,298,0.10627674750356633
A0,leo_clear_weak,RX_TX,2:2,4000,1118,0.2795,2402,0.6005,790,0.3288925895087427
A0,leo_clear_weak,RX_TX,2:3,4000,211,0.05275,2555,0.63875,54,0.021135029354207437
A0,leo_clear_weak,RX_TX,2:4,4000,3241,0.81025,3205,0.80125,2889,0.9014040561622465
A0,leo_clear_weak,RX_TX,2:5,4000,3355,0.83875,3288,0.822,2975,0.9048053527980535
A0,leo_clear_weak,RX_TX,5:0,4000,1503,0.37575,2862,0.7155,1150,0.4018169112508735
A0,leo_clear_weak,RX_TX,5:1,4000,1783,0.44575,3051,0.76275,1437,0.47099311701081614
A0,leo_clear_weak,RX_TX,5:2,4000,2733,0.68325,3089,0.77225,2341,0.7578504370346391
A0,leo_clear_weak,RX_TX,5:3,4000,2741,0.68525,3168,0.792,2342,0.7392676767676768
A0,leo_clear_weak,RX_TX,5:4,4000,3847,0.96175,3757,0.93925,3684,0.9805696034069736
A0,leo_clear_weak,RX_TX,5:5,4000,3942,0.9855,3835,0.95875,3820,0.9960886571056062
A0,leo_clear_weak,RX_TX,7:0,4000,1601,0.40025,2904,0.726,1199,0.4128787878787879
A0,leo_clear_weak,RX_TX,7:1,4000,2159,0.53975,3362,0.8405,1835,0.5458060678167758
A0,leo_clear_weak,RX_TX,7:2,4000,788,0.197,1919,0.47975,536,0.27931214174048985
A0,leo_clear_weak,RX_TX,7:3,4000,1321,0.33025,2147,0.53675,610,0.2841173730787145
A0,leo_clear_weak,RX_TX,7:4,4000,1645,0.41125,2752,0.688,1212,0.44040697674418605
A0,leo_clear_weak,RX_TX,7:5,4000,3224,0.806,3253,0.81325,2912,0.895173685828466
A0,leo_clear_weak,RX_TX,9:0,4000,2468,0.617,3121,0.78025,2047,0.655879525793015
A0,leo_clear_weak,RX_TX,9:1,4000,1044,0.261,3404,0.851,813,0.23883666274970622
A0,leo_clear_weak,RX_TX,9:2,4000,1670,0.4175,1564,0.391,1105,0.7065217391304348
A0,leo_clear_weak,RX_TX,9:3,4000,3825,0.95625,3712,0.928,3636,0.9795258620689655
A0,leo_clear_weak,RX_TX,9:4,4000,3976,0.994,3944,0.986,3940,0.9989858012170385
A0,leo_clear_weak,RX_TX,9:5,4000,3040,0.76,2464,0.616,2084,0.8457792207792207
A0,leo_clear_weak,RX_TX,10:0,4000,2514,0.6285,2765,0.69125,1938,0.7009041591320072
A0,leo_clear_weak,RX_TX,10:1,4000,2384,0.596,2770,0.6925,1814,0.6548736462093863
A0,leo_clear_weak,RX_TX,10:2,4000,1600,0.4,1958,0.4895,1117,0.5704800817160368
A0,leo_clear_weak,RX_TX,10:3,4000,1159,0.28975,2440,0.61,779,0.31926229508196724
A0,leo_clear_weak,RX_TX,10:4,4000,3478,0.8695,3309,0.82725,3082,0.9313992142641281
A0,leo_clear_weak,RX_TX,10:5,4000,3961,0.99025,3880,0.97,3874,0.9984536082474227
A0,leo_clear_weak,RX_TX,11:0,4000,1212,0.303,2375,0.59375,763,0.32126315789473686
A0,leo_clear_weak,RX_TX,11:1,4000,1810,0.4525,3202,0.8005,1448,0.4522173641474079
A0,leo_clear_weak,RX_TX,11:2,4000,229,0.05725,1718,0.4295,110,0.0640279394644936
A0,leo_clear_weak,RX_TX,11:3,4000,3860,0.965,3765,0.94125,3703,0.9835325365205844
A0,leo_clear_weak,RX_TX,11:4,4000,3953,0.98825,3914,0.9785,3893,0.9946346448645886
A0,leo_clear_weak,RX_TX,11:5,4000,3801,0.95025,3541,0.88525,3483,0.9836204462016379
A1,leo_clear_weak,all,all,168000,100347,0.5973035714285714,127312,0.7578095238095238,85849,0.6743197813246198
A1,leo_clear_weak,TX,0,28000,12625,0.45089285714285715,19912,0.7111428571428572,9623,0.48327641623141826
A1,leo_clear_weak,TX,1,28000,11469,0.40960714285714284,21933,0.7833214285714286,8888,0.40523412209912
A1,leo_clear_weak,TX,2,28000,11322,0.40435714285714286,16409,0.5860357142857143,8896,0.542141507709184
A1,leo_clear_weak,TX,3,28000,16511,0.5896785714285714,21152,0.7554285714285714,14314,0.6767208774583964
A1,leo_clear_weak,TX,4,28000,23645,0.8444642857142857,24268,0.8667142857142857,21843,0.900074171748805
A1,leo_clear_weak,TX,5,28000,24775,0.8848214285714285,23638,0.8442142857142857,22285,0.9427616549623488
A1,leo_clear_weak,RX,0,24000,17034,0.70975,19182,0.79925,14789,0.7709832134292566
A1,leo_clear_weak,RX,2,24000,9622,0.40091666666666664,17381,0.7242083333333333,7696,0.44278234854151083
A1,leo_clear_weak,RX,5,24000,16627,0.6927916666666667,19847,0.8269583333333334,14879,0.7496850909457349
A1,leo_clear_weak,RX,7,24000,10807,0.45029166666666665,16492,0.6871666666666667,8428,0.5110356536502547
A1,leo_clear_weak,RX,9,24000,16180,0.6741666666666667,18392,0.7663333333333333,13841,0.7525554588951718
A1,leo_clear_weak,RX,10,24000,15156,0.6315,17186,0.7160833333333333,12693,0.7385662748748981
A1,leo_clear_weak,RX,11,24000,14921,0.6217083333333333,18832,0.7846666666666666,13523,0.7180862361937128
A1,leo_clear_weak,day,0,42000,24109,0.5740238095238095,31965,0.7610714285714286,20566,0.6433912091349914
A1,leo_clear_weak,day,1,42000,25600,0.6095238095238096,32045,0.7629761904761905,22160,0.6915275393977219
A1,leo_clear_weak,day,2,42000,24340,0.5795238095238096,31739,0.7556904761904762,20814,0.6557862566558492
A1,leo_clear_weak,day,3,42000,26298,0.6261428571428571,31563,0.7515,22309,0.7068086050121978
A1,leo_clear_weak,RX_TX,0:0,4000,2174,0.5435,2681,0.67025,1586,0.5915703095859753
A1,leo_clear_weak,RX_TX,0:1,4000,1682,0.4205,3312,0.828,1386,0.41847826086956524
A1,leo_clear_weak,RX_TX,0:2,4000,3046,0.7615,3387,0.84675,2851,0.8417478594626513
A1,leo_clear_weak,RX_TX,0:3,4000,3484,0.871,3399,0.84975,3158,0.929096793174463
A1,leo_clear_weak,RX_TX,0:4,4000,3437,0.85925,3354,0.8385,3090,0.9212880143112702
A1,leo_clear_weak,RX_TX,0:5,4000,3211,0.80275,3049,0.76225,2718,0.891439816333224
A1,leo_clear_weak,RX_TX,2:0,4000,975,0.24375,2962,0.7405,643,0.21708305199189737
A1,leo_clear_weak,RX_TX,2:1,4000,716,0.179,2831,0.70775,274,0.09678558813140233
A1,leo_clear_weak,RX_TX,2:2,4000,1144,0.286,2494,0.6235,798,0.3199679230152366
A1,leo_clear_weak,RX_TX,2:3,4000,157,0.03925,2536,0.634,55,0.02168769716088328
A1,leo_clear_weak,RX_TX,2:4,4000,3253,0.81325,3228,0.807,2904,0.8996282527881041
A1,leo_clear_weak,RX_TX,2:5,4000,3377,0.84425,3330,0.8325,3022,0.9075075075075075
A1,leo_clear_weak,RX_TX,5:0,4000,1534,0.3835,2919,0.72975,1206,0.4131551901336074
A1,leo_clear_weak,RX_TX,5:1,4000,1763,0.44075,3067,0.76675,1414,0.46103684382132376
A1,leo_clear_weak,RX_TX,5:2,4000,2773,0.69325,3068,0.767,2363,0.7702086049543677
A1,leo_clear_weak,RX_TX,5:3,4000,2758,0.6895,3176,0.794,2360,0.743073047858942
A1,leo_clear_weak,RX_TX,5:4,4000,3853,0.96325,3753,0.93825,3685,0.9818811617372768
A1,leo_clear_weak,RX_TX,5:5,4000,3946,0.9865,3864,0.966,3851,0.9966356107660456
A1,leo_clear_weak,RX_TX,7:0,4000,1626,0.4065,2930,0.7325,1245,0.4249146757679181
A1,leo_clear_weak,RX_TX,7:1,4000,2148,0.537,3355,0.83875,1816,0.5412816691505216
A1,leo_clear_weak,RX_TX,7:2,4000,799,0.19975,1986,0.4965,539,0.2713997985901309
A1,leo_clear_weak,RX_TX,7:3,4000,1277,0.31925,2140,0.535,622,0.2906542056074766
A1,leo_clear_weak,RX_TX,7:4,4000,1677,0.41925,2763,0.69075,1229,0.4448063698878031
A1,leo_clear_weak,RX_TX,7:5,4000,3280,0.82,3318,0.8295,2977,0.8972272453285112
A1,leo_clear_weak,RX_TX,9:0,4000,2498,0.6245,3173,0.79325,2105,0.6634100220611409
A1,leo_clear_weak,RX_TX,9:1,4000,1027,0.25675,3408,0.852,803,0.23562206572769953
A1,leo_clear_weak,RX_TX,9:2,4000,1695,0.42375,1604,0.401,1117,0.6963840399002493
A1,leo_clear_weak,RX_TX,9:3,4000,3820,0.955,3712,0.928,3635,0.9792564655172413
A1,leo_clear_weak,RX_TX,9:4,4000,3977,0.99425,3942,0.9855,3937,0.9987316083206494
A1,leo_clear_weak,RX_TX,9:5,4000,3163,0.79075,2553,0.63825,2244,0.8789659224441834
A1,leo_clear_weak,RX_TX,10:0,4000,2555,0.63875,2819,0.70475,2006,0.7115998581057112
A1,leo_clear_weak,RX_TX,10:1,4000,2356,0.589,2756,0.689,1781,0.6462264150943396
A1,leo_clear_weak,RX_TX,10:2,4000,1636,0.409,1964,0.491,1122,0.5712830957230143
A1,leo_clear_weak,RX_TX,10:3,4000,1153,0.28825,2429,0.60725,784,0.3227665706051873
A1,leo_clear_weak,RX_TX,10:4,4000,3494,0.8735,3317,0.82925,3104,0.9357853482062104
A1,leo_clear_weak,RX_TX,10:5,4000,3962,0.9905,3901,0.97525,3896,0.9987182773647783
A1,leo_clear_weak,RX_TX,11:0,4000,1263,0.31575,2428,0.607,832,0.342668863261944
A1,leo_clear_weak,RX_TX,11:1,4000,1777,0.44425,3204,0.801,1414,0.44132334581772786
A1,leo_clear_weak,RX_TX,11:2,4000,229,0.05725,1906,0.4765,106,0.055613850996852045
A1,leo_clear_weak,RX_TX,11:3,4000,3862,0.9655,3760,0.94,3700,0.9840425531914894
A1,leo_clear_weak,RX_TX,11:4,4000,3954,0.9885,3911,0.97775,3894,0.9956532856047047
A1,leo_clear_weak,RX_TX,11:5,4000,3836,0.959,3623,0.90575,3577,0.9873033397736682
A2,leo_clear_weak,all,all,168000,98841,0.5883392857142857,123997,0.738077380952381,82367,0.6642660709533296
A2,leo_clear_weak,TX,0,28000,12511,0.4468214285714286,21689,0.7746071428571428,10472,0.4828253953617041
A2,leo_clear_weak,TX,1,28000,11138,0.3977857142857143,22718,0.8113571428571429,8732,0.38436482084690554
A2,leo_clear_weak,TX,2,28000,11340,0.405,15255,0.5448214285714286,9601,0.629367420517863
A2,leo_clear_weak,TX,3,28000,16934,0.6047857142857143,22141,0.79075,15022,0.6784698071451154
A2,leo_clear_weak,TX,4,28000,22604,0.8072857142857143,20862,0.7450714285714286,17921,0.8590259802511744
A2,leo_clear_weak,TX,5,28000,24314,0.8683571428571428,21332,0.7618571428571429,20619,0.9665760360022502
A2,leo_clear_weak,RX,0,24000,16723,0.6967916666666667,18687,0.778625,14287,0.7645421951088992
A2,leo_clear_weak,RX,2,24000,9371,0.39045833333333335,16944,0.706,6918,0.40828611898017
A2,leo_clear_weak,RX,5,24000,16546,0.6894166666666667,19663,0.8192916666666666,14536,0.7392564715455424
A2,leo_clear_weak,RX,7,24000,10502,0.4375833333333333,15636,0.6515,8033,0.5137503197748785
A2,leo_clear_weak,RX,9,24000,16041,0.668375,17965,0.7485416666666667,13409,0.7463957695519065
A2,leo_clear_weak,RX,10,24000,14883,0.620125,16574,0.6905833333333333,11967,0.7220345118860867
A2,leo_clear_weak,RX,11,24000,14775,0.615625,18528,0.772,13217,0.7133527633851469
A2,leo_clear_weak,day,0,42000,23882,0.5686190476190476,31140,0.7414285714285714,19706,0.6328195247270392
A2,leo_clear_weak,day,1,42000,25266,0.6015714285714285,31412,0.7479047619047619,21600,0.6876352986119955
A2,leo_clear_weak,day,2,42000,23905,0.5691666666666667,30694,0.7308095238095238,19899,0.6483025998566495
A2,leo_clear_weak,day,3,42000,25788,0.614,30751,0.7321666666666666,21162,0.6881727423498423
A2,leo_clear_weak,RX_TX,0:0,4000,2154,0.5385,2979,0.74475,1753,0.5884525008392077
A2,leo_clear_weak,RX_TX,0:1,4000,1630,0.4075,3396,0.849,1345,0.3960541813898704
A2,leo_clear_weak,RX_TX,0:2,4000,3093,0.77325,3248,0.812,2974,0.9156403940886699
A2,leo_clear_weak,RX_TX,0:3,4000,3527,0.88175,3531,0.88275,3299,0.9342962333616539
A2,leo_clear_weak,RX_TX,0:4,4000,3235,0.80875,2897,0.72425,2517,0.8688298239558163
A2,leo_clear_weak,RX_TX,0:5,4000,3084,0.771,2636,0.659,2399,0.9100910470409712
A2,leo_clear_weak,RX_TX,2:0,4000,957,0.23925,3245,0.81125,731,0.22526964560862867
A2,leo_clear_weak,RX_TX,2:1,4000,599,0.14975,3086,0.7715,246,0.0797148412184057
A2,leo_clear_weak,RX_TX,2:2,4000,1151,0.28775,2355,0.58875,885,0.37579617834394907
A2,leo_clear_weak,RX_TX,2:3,4000,281,0.07025,2692,0.673,74,0.0274888558692422
A2,leo_clear_weak,RX_TX,2:4,4000,3067,0.76675,2571,0.64275,2174,0.8455853753403345
A2,leo_clear_weak,RX_TX,2:5,4000,3316,0.829,2995,0.74875,2808,0.9375626043405676
A2,leo_clear_weak,RX_TX,5:0,4000,1509,0.37725,3068,0.767,1284,0.41851368970013036
A2,leo_clear_weak,RX_TX,5:1,4000,1764,0.441,3113,0.77825,1424,0.4574365563764857
A2,leo_clear_weak,RX_TX,5:2,4000,2749,0.68725,3249,0.81225,2480,0.7633117882425362
A2,leo_clear_weak,RX_TX,5:3,4000,2829,0.70725,3266,0.8165,2493,0.7633190447030006
A2,leo_clear_weak,RX_TX,5:4,4000,3755,0.93875,3237,0.80925,3138,0.969416126042632
A2,leo_clear_weak,RX_TX,5:5,4000,3940,0.985,3730,0.9325,3717,0.996514745308311
A2,leo_clear_weak,RX_TX,7:0,4000,1623,0.40575,3183,0.79575,1345,0.42255733584668553
A2,leo_clear_weak,RX_TX,7:1,4000,2111,0.52775,3396,0.849,1779,0.523851590106007
A2,leo_clear_weak,RX_TX,7:2,4000,796,0.199,1350,0.3375,601,0.4451851851851852
A2,leo_clear_weak,RX_TX,7:3,4000,1377,0.34425,2312,0.578,748,0.3235294117647059
A2,leo_clear_weak,RX_TX,7:4,4000,1405,0.35125,2472,0.618,772,0.3122977346278317
A2,leo_clear_weak,RX_TX,7:5,4000,3190,0.7975,2923,0.73075,2788,0.9538145740677386
A2,leo_clear_weak,RX_TX,9:0,4000,2488,0.622,3404,0.851,2212,0.6498237367802585
A2,leo_clear_weak,RX_TX,9:1,4000,997,0.24925,3528,0.882,790,0.22392290249433106
A2,leo_clear_weak,RX_TX,9:2,4000,1698,0.4245,1691,0.42275,1265,0.7480780603193377
A2,leo_clear_weak,RX_TX,9:3,4000,3843,0.96075,3797,0.94925,3729,0.9820911245720305
A2,leo_clear_weak,RX_TX,9:4,4000,3958,0.9895,3671,0.91775,3655,0.9956415145736857
A2,leo_clear_weak,RX_TX,9:5,4000,3057,0.76425,1874,0.4685,1758,0.9381003201707577
A2,leo_clear_weak,RX_TX,10:0,4000,2549,0.63725,3112,0.778,2209,0.7098329048843187
A2,leo_clear_weak,RX_TX,10:1,4000,2320,0.58,2863,0.71575,1775,0.6199790429619281
A2,leo_clear_weak,RX_TX,10:2,4000,1617,0.40425,1721,0.43025,1254,0.7286461359674608
A2,leo_clear_weak,RX_TX,10:3,4000,1190,0.2975,2701,0.67525,882,0.3265457238059978
A2,leo_clear_weak,RX_TX,10:4,4000,3262,0.8155,2346,0.5865,2024,0.8627450980392157
A2,leo_clear_weak,RX_TX,10:5,4000,3945,0.98625,3831,0.95775,3823,0.9979117723831897
A2,leo_clear_weak,RX_TX,11:0,4000,1231,0.30775,2698,0.6745,938,0.3476649369903632
A2,leo_clear_weak,RX_TX,11:1,4000,1717,0.42925,3336,0.834,1373,0.4115707434052758
A2,leo_clear_weak,RX_TX,11:2,4000,236,0.059,1641,0.41025,142,0.08653260207190737
A2,leo_clear_weak,RX_TX,11:3,4000,3887,0.97175,3842,0.9605,3797,0.9882873503383655
A2,leo_clear_weak,RX_TX,11:4,4000,3922,0.9805,3668,0.917,3641,0.992639040348964
A2,leo_clear_weak,RX_TX,11:5,4000,3782,0.9455,3343,0.83575,3326,0.9949147472330242
A3,leo_clear_weak,all,all,168000,100758,0.59975,129850,0.7729166666666667,89437,0.6887716596072391
A3,leo_clear_weak,TX,0,28000,13547,0.48382142857142857,21248,0.7588571428571429,11460,0.5393448795180723
A3,leo_clear_weak,TX,1,28000,10527,0.3759642857142857,21727,0.7759642857142857,7106,0.32705849864224235
A3,leo_clear_weak,TX,2,28000,11381,0.4064642857142857,17360,0.62,10041,0.5783986175115208
A3,leo_clear_weak,TX,3,28000,17012,0.6075714285714285,20119,0.7185357142857143,15101,0.7505840250509469
A3,leo_clear_weak,TX,4,28000,23249,0.8303214285714285,24037,0.8584642857142857,21864,0.9095977035403753
A3,leo_clear_weak,TX,5,28000,25042,0.8943571428571429,25359,0.9056785714285714,23865,0.9410860049686501
A3,leo_clear_weak,RX,0,24000,17096,0.7123333333333334,19897,0.8290416666666667,15395,0.7737347338794793
A3,leo_clear_weak,RX,2,24000,9587,0.39945833333333336,17642,0.7350833333333333,8129,0.4607754222877225
A3,leo_clear_weak,RX,5,24000,16715,0.6964583333333333,19923,0.830125,15358,0.770867841188576
A3,leo_clear_weak,RX,7,24000,10829,0.4512083333333333,15919,0.6632916666666666,8661,0.5440668383692443
A3,leo_clear_weak,RX,9,24000,16388,0.6828333333333333,19886,0.8285833333333333,15005,0.7545509403600523
A3,leo_clear_weak,RX,10,24000,15160,0.6316666666666667,17139,0.714125,12994,0.7581539179648754
A3,leo_clear_weak,RX,11,24000,14983,0.6242916666666667,19444,0.8101666666666667,13895,0.7146163340876363
A3,leo_clear_weak,day,0,42000,24252,0.5774285714285714,32400,0.7714285714285715,21338,0.6585802469135802
A3,leo_clear_weak,day,1,42000,25752,0.6131428571428571,32705,0.7786904761904762,23124,0.707047852010396
A3,leo_clear_weak,day,2,42000,24430,0.5816666666666667,32479,0.7733095238095238,21791,0.6709258289971982
A3,leo_clear_weak,day,3,42000,26324,0.6267619047619047,32266,0.7682380952380953,23184,0.7185272422983946
A3,leo_clear_weak,RX_TX,0:0,4000,2331,0.58275,2888,0.722,1911,0.6617036011080333
A3,leo_clear_weak,RX_TX,0:1,4000,1554,0.3885,3234,0.8085,1120,0.3463203463203463
A3,leo_clear_weak,RX_TX,0:2,4000,3052,0.763,3618,0.9045,2983,0.8244886677722498
A3,leo_clear_weak,RX_TX,0:3,4000,3563,0.89075,3464,0.866,3309,0.9552540415704388
A3,leo_clear_weak,RX_TX,0:4,4000,3353,0.83825,3384,0.846,3101,0.916371158392435
A3,leo_clear_weak,RX_TX,0:5,4000,3243,0.81075,3309,0.82725,2971,0.8978543366576005
A3,leo_clear_weak,RX_TX,2:0,4000,1077,0.26925,3247,0.81175,830,0.25562057283646444
A3,leo_clear_weak,RX_TX,2:1,4000,491,0.12275,3153,0.78825,159,0.05042816365366318
A3,leo_clear_weak,RX_TX,2:2,4000,1137,0.28425,2654,0.6635,926,0.34890730972117556
A3,leo_clear_weak,RX_TX,2:3,4000,277,0.06925,1852,0.463,80,0.04319654427645788
A3,leo_clear_weak,RX_TX,2:4,4000,3191,0.79775,3160,0.79,2902,0.9183544303797468
A3,leo_clear_weak,RX_TX,2:5,4000,3414,0.8535,3576,0.894,3232,0.9038031319910514
A3,leo_clear_weak,RX_TX,5:0,4000,1600,0.4,2957,0.73925,1375,0.4649983090970578
A3,leo_clear_weak,RX_TX,5:1,4000,1686,0.4215,3062,0.7655,1222,0.3990855649902025
A3,leo_clear_weak,RX_TX,5:2,4000,2810,0.7025,2998,0.7495,2610,0.8705803869246164
A3,leo_clear_weak,RX_TX,5:3,4000,2844,0.711,3196,0.799,2532,0.7922403003754693
A3,leo_clear_weak,RX_TX,5:4,4000,3822,0.9555,3763,0.94075,3692,0.9811320754716981
A3,leo_clear_weak,RX_TX,5:5,4000,3953,0.98825,3947,0.98675,3927,0.994932860400304
A3,leo_clear_weak,RX_TX,7:0,4000,1773,0.44325,3126,0.7815,1503,0.48080614203454897
A3,leo_clear_weak,RX_TX,7:1,4000,2029,0.50725,3085,0.77125,1413,0.4580226904376013
A3,leo_clear_weak,RX_TX,7:2,4000,812,0.203,1933,0.48325,642,0.3321262286601138
A3,leo_clear_weak,RX_TX,7:3,4000,1380,0.345,1756,0.439,748,0.42596810933940776
A3,leo_clear_weak,RX_TX,7:4,4000,1552,0.388,2545,0.63625,1225,0.481335952848723
A3,leo_clear_weak,RX_TX,7:5,4000,3283,0.82075,3474,0.8685,3130,0.90097869890616
A3,leo_clear_weak,RX_TX,9:0,4000,2581,0.64525,3497,0.87425,2353,0.6728624535315985
A3,leo_clear_weak,RX_TX,9:1,4000,958,0.2395,3452,0.863,674,0.19524913093858634
A3,leo_clear_weak,RX_TX,9:2,4000,1694,0.4235,1867,0.46675,1361,0.7289769683985002
A3,leo_clear_weak,RX_TX,9:3,4000,3852,0.963,3802,0.9505,3744,0.9847448711204629
A3,leo_clear_weak,RX_TX,9:4,4000,3970,0.9925,3955,0.98875,3941,0.9964601769911504
A3,leo_clear_weak,RX_TX,9:5,4000,3333,0.83325,3313,0.82825,2932,0.8849984907938424
A3,leo_clear_weak,RX_TX,10:0,4000,2767,0.69175,3044,0.761,2421,0.795335085413929
A3,leo_clear_weak,RX_TX,10:1,4000,2158,0.5395,2482,0.6205,1293,0.5209508460918614
A3,leo_clear_weak,RX_TX,10:2,4000,1643,0.41075,2145,0.53625,1354,0.6312354312354312
A3,leo_clear_weak,RX_TX,10:3,4000,1215,0.30375,2209,0.55225,892,0.4038026256224536
A3,leo_clear_weak,RX_TX,10:4,4000,3416,0.854,3324,0.831,3108,0.9350180505415162
A3,leo_clear_weak,RX_TX,10:5,4000,3961,0.99025,3935,0.98375,3926,0.997712833545108
A3,leo_clear_weak,RX_TX,11:0,4000,1418,0.3545,2489,0.62225,1067,0.4286862193652069
A3,leo_clear_weak,RX_TX,11:1,4000,1651,0.41275,3259,0.81475,1225,0.37588217244553546
A3,leo_clear_weak,RX_TX,11:2,4000,233,0.05825,2145,0.53625,165,0.07692307692307693
A3,leo_clear_weak,RX_TX,11:3,4000,3881,0.97025,3840,0.96,3796,0.9885416666666667
A3,leo_clear_weak,RX_TX,11:4,4000,3945,0.98625,3906,0.9765,3895,0.9971838197644649
A3,leo_clear_weak,RX_TX,11:5,4000,3855,0.96375,3805,0.95125,3747,0.9847568988173456
A4,leo_clear_weak,all,all,168000,100761,0.5997678571428572,129838,0.7728452380952381,89433,0.6888045102358323
A4,leo_clear_weak,TX,0,28000,13546,0.48378571428571426,21243,0.7586785714285714,11458,0.5393776773525396
A4,leo_clear_weak,TX,1,28000,10530,0.37607142857142856,21725,0.7758928571428572,7104,0.3269965477560414
A4,leo_clear_weak,TX,2,28000,11381,0.4064642857142857,17359,0.6199642857142857,10041,0.5784319373235786
A4,leo_clear_weak,TX,3,28000,17013,0.6076071428571429,20117,0.7184642857142857,15101,0.7506586469155441
A4,leo_clear_weak,TX,4,28000,23249,0.8303214285714285,24035,0.8583928571428572,21864,0.9096733929685875
A4,leo_clear_weak,TX,5,28000,25042,0.8943571428571429,25359,0.9056785714285714,23865,0.9410860049686501
A4,leo_clear_weak,RX,0,24000,17096,0.7123333333333334,19897,0.8290416666666667,15395,0.7737347338794793
A4,leo_clear_weak,RX,2,24000,9587,0.39945833333333336,17639,0.7349583333333334,8129,0.46085378989738646
A4,leo_clear_weak,RX,5,24000,16715,0.6964583333333333,19921,0.8300416666666667,15358,0.7709452336730084
A4,leo_clear_weak,RX,7,24000,10830,0.45125,15914,0.6630833333333334,8659,0.5441121025512128
A4,leo_clear_weak,RX,9,24000,16388,0.6828333333333333,19886,0.8285833333333333,15005,0.7545509403600523
A4,leo_clear_weak,RX,10,24000,15162,0.63175,17137,0.7140416666666667,12992,0.7581256929450896
A4,leo_clear_weak,RX,11,24000,14983,0.6242916666666667,19444,0.8101666666666667,13895,0.7146163340876363
A4,leo_clear_weak,day,0,42000,24253,0.5774523809523809,32398,0.7713809523809524,21337,0.6585900364220013
A4,leo_clear_weak,day,1,42000,25752,0.6131428571428571,32702,0.7786190476190477,23124,0.7071127148186656
A4,leo_clear_weak,day,2,42000,24431,0.5816904761904762,32479,0.7733095238095238,21791,0.6709258289971982
A4,leo_clear_weak,day,3,42000,26325,0.6267857142857143,32259,0.7680714285714285,23181,0.7185901608853343
A4,leo_clear_weak,RX_TX,0:0,4000,2331,0.58275,2888,0.722,1911,0.6617036011080333
A4,leo_clear_weak,RX_TX,0:1,4000,1554,0.3885,3234,0.8085,1120,0.3463203463203463
A4,leo_clear_weak,RX_TX,0:2,4000,3052,0.763,3618,0.9045,2983,0.8244886677722498
A4,leo_clear_weak,RX_TX,0:3,4000,3563,0.89075,3464,0.866,3309,0.9552540415704388
A4,leo_clear_weak,RX_TX,0:4,4000,3353,0.83825,3384,0.846,3101,0.916371158392435
A4,leo_clear_weak,RX_TX,0:5,4000,3243,0.81075,3309,0.82725,2971,0.8978543366576005
A4,leo_clear_weak,RX_TX,2:0,4000,1077,0.26925,3247,0.81175,830,0.25562057283646444
A4,leo_clear_weak,RX_TX,2:1,4000,491,0.12275,3153,0.78825,159,0.05042816365366318
A4,leo_clear_weak,RX_TX,2:2,4000,1137,0.28425,2653,0.66325,926,0.3490388239728609
A4,leo_clear_weak,RX_TX,2:3,4000,277,0.06925,1850,0.4625,80,0.043243243243243246
