row,complete,epoch,accepted,total_step,mean_loss,elapsed_seconds,source_val_accuracy
F-M00,False,81,222,17982,5.680844236064601,17952.579120558687,0.9838518518518519
F-M00,False,82,222,18204,6.003300997588012,18203.301454294007,0.9838888888888889
F-M00,False,83,222,18426,5.636577190579595,18451.871825529728,0.9848148148148148
F-M00,False,84,222,18648,5.6528752043440536,18704.467532646842,0.9822222222222222
F-M00,False,85,222,18870,5.5605426017228545,18954.39484148007,0.983037037037037
F-M00,False,86,222,19092,5.4673309873890235,19203.75597293768,0.9844814814814815
F-M00,False,87,222,19314,5.664732819204932,19452.768365646712,0.9838518518518519
F-M00,False,88,222,19536,5.458007736249013,19701.991062754765,0.9835185185185186
F-M00,False,89,222,19758,5.559327272681503,19950.744468715973,0.9846666666666667
F-M00,False,90,222,19980,5.336208093273747,20201.63871061988,0.9825925925925926
F-M00,False,91,222,20202,5.881745335218069,20452.80448511103,0.9817777777777777
F-M00,False,92,222,20424,5.612958644961451,20704.635759856086,0.9813703703703703
F-M00,False,93,222,20646,5.581408806749292,20956.844699355774,0.9836666666666667
F-M00,False,94,222,20868,5.366789216393823,21209.29373560706,0.9850740740740741
F-M00,False,95,222,21090,5.615496289622676,21458.292176943738,0.984037037037037
F-M00,False,96,222,21312,5.743570065713143,21708.408337440807,0.9842962962962963
F-M00,False,97,222,21534,5.196741429535118,21962.55625655502,0.9837037037037037
F-M00,False,98,222,21756,5.560280812753214,22213.898696694057,0.9845555555555555
F-M00,False,99,222,21978,5.491184315165958,22463.93808602076,0.9827777777777778
F-M00,False,100,222,22200,5.198416475777154,22714.283752684016,0.9849259259259259
F-M00,False,101,222,22422,5.206731245324418,22964.554942642804,0.9846666666666667
F-M00,False,102,222,22644,5.306836919741587,23216.05713026272,0.9850740740740741
F-M00,False,103,222,22866,5.169460985037658,23466.200845151674,0.9852592592592593
F-M00,False,104,222,23088,4.892267848994281,23718.85387696093,0.9845925925925926
F-M00,False,105,222,23310,5.1330714215029465,23968.27295235172,0.9842962962962963
F-M00,False,106,222,23532,5.161125569730191,24220.160019493662,0.9844444444444445
F-M00,False,107,222,23754,5.154275802878646,24469.38415548904,0.9825555555555555
F-M00,False,108,222,23976,4.931290223791793,24720.11536403885,0.9847037037037037
F-M00,False,109,222,24198,5.122646205060117,24969.595024636947,0.9841111111111112
F-M00,False,110,222,24420,5.042660218101364,25219.30189421866,0.9838518518518519
F-M00,False,111,222,24642,5.243935316532582,25472.918220995925,0.9849629629629629
F-M00,False,112,222,24864,4.902918193791364,25723.29316539783,0.9840740740740741
F-M00,False,113,222,25086,4.967862531945512,25973.469296588097,0.9842592592592593
F-M00,False,114,222,25308,4.911492954503308,26225.583129944745,0.9852592592592593
F-M00,False,115,222,25530,4.919339138108331,26475.05081090005,0.9843333333333333
F-M00,False,116,222,25752,4.995716921918027,26724.630605838727,0.9852962962962963
F-M00,False,117,222,25974,4.861760059992473,26976.959277431946,0.9847407407407407
F-M00,False,118,222,26196,4.90480391614072,27228.16845470108,0.9838888888888889
F-M00,False,119,222,26418,5.0167854841764985,27476.61885284912,0.9851481481481481
F-M00,False,120,222,26640,4.596070702011521,27726.389669828117,0.9849259259259259
F-M00,False,121,222,26862,4.744221221219312,27974.51846618997,0.9846666666666667
F-M00,False,122,222,27084,4.913135214968845,28223.34768919507,0.9853703703703703
F-M00,False,123,222,27306,4.781719915501706,28470.871994665824,0.9852592592592593
F-M00,False,124,222,27528,4.632570255984057,28721.128092892934,0.9842592592592593
F-M00,False,125,222,27750,4.801549611864863,28969.951472018845,0.9840740740740741
F-M00,False,126,222,27972,4.892078276153083,29219.100542230997,0.9844444444444445
F-M00,False,127,222,28194,4.9785553002142695,29467.017343523912,0.9844074074074074
F-M00,False,128,222,28416,4.811066798261694,29715.842740075663,0.9845925925925926
F-M00,False,129,222,28638,4.541764903712917,29961.246433500666,0.9851111111111112
F-M00,False,130,222,28860,4.74298576191739,30211.100231099874,0.9835555555555555
F-M00,False,131,222,29082,4.7435772451194556,30742.704686803743,0.9844444444444445
F-M00,False,132,222,29304,4.493826763049976,31275.598185925744,0.9849259259259259
F-M00,False,133,222,29526,4.659448373425114,31806.057793649845,0.9845555555555555
F-M00,False,134,222,29748,4.625972665108002,32336.43950941786,0.9849629629629629
F-M00,False,135,222,29970,4.684334111643267,32866.129673401825,0.9848888888888889
F-M00,False,136,222,30192,4.7145180551855415,33394.51126783388,0.9848518518518519
F-M00,False,137,222,30414,4.528007689897005,33925.39216390811,0.9844444444444445
F-M00,False,138,222,30636,4.588923777545895,34462.521916924976,0.9838148148148148
F-M00,False,139,222,30858,4.8513414065043134,35008.32049231697,0.9847407407407407
F-M00,False,140,222,31080,4.656605767774153,35563.42713784287,0.9838518518518519
F-M00,False,141,222,31302,4.560008676202448,36130.29701994406,0.9848518518518519
F-M00,False,142,222,31524,4.5690954558484185,36799.591548226774,0.9847037037037037
F-M00,False,143,222,31746,4.560214766510972,37386.62402805779,0.9842222222222222
F-M00,False,144,222,31968,4.503686566610594,37917.03622047184,0.9844814814814815
F-M00,False,145,222,32190,4.857270066802566,38444.874265722,0.9847407407407407
F-M00,False,146,222,32412,4.382344111665949,38974.01158418786,0.9839259259259259
F-M00,False,147,222,32634,4.407636238648011,39503.7328723697,0.9838888888888889
F-M00,False,148,222,32856,4.633638176832113,40031.99484825507,0.9844444444444445
F-M00,False,149,222,33078,4.555251110781421,40561.525268204976,0.9848148148148148
F-M00,False,150,222,33300,4.605582165288496,41088.89057922689,0.9838518518518519
F-M00,False,151,222,33522,4.44900430967142,41618.03706410108,0.9838148148148148
F-M00,False,152,222,33744,4.79704707699853,42147.56540625077,0.9839629629629629
F-M00,False,153,222,33966,4.488817569371816,42676.10061658779,0.9845925925925926
F-M00,False,154,222,34188,4.716904559650937,43205.77611031709,0.9851851851851852
F-M00,False,155,222,34410,4.015378842482695,43733.84722105693,0.9847037037037037
F-M00,False,156,222,34632,4.363648000064197,44262.399795032106,0.9841851851851852
F-M00,False,157,222,34854,4.5552932024002075,44789.043913359754,0.9842592592592593
F-M00,False,158,222,35076,4.467630476564975,45314.52527105482,0.985
F-M00,False,159,222,35298,4.370897183547148,45840.430631377734,0.9838518518518519
F-M00,False,160,222,35520,4.473536103695363,46367.22592482669,0.9845185185185186
F-M00,False,161,222,35742,4.399200570475948,46893.66772270389,0.9844444444444445
F-M00,False,162,222,35964,4.286204785914035,47419.62497333996,0.9843333333333333
F-M00,False,163,222,36186,4.388889232734302,47946.17543348204,0.9845925925925926
F-M00,False,164,222,36408,4.211403092822513,48473.71184457606,0.9847037037037037
F-M00,False,165,222,36630,4.475460403674358,49000.868499225006,0.9847407407407407
F-M00,False,166,222,36852,4.399562355634329,49527.3022257667,0.9847037037037037
F-M00,False,167,222,37074,4.380797111236297,49970.863298476674,0.9847037037037037
F-M00,False,168,222,37296,4.315018020234667,50378.685929492116,0.9841851851851852
F-M00,False,169,222,37518,4.531811744243175,50786.276308839675,0.9840740740740741
F-M00,False,170,222,37740,4.438103035763577,51194.03993363166,0.9846296296296296
F-M00,False,171,222,37962,4.342996330948563,51601.66687653074,0.9843333333333333
F-A1,True,1,222,222,17.654738958891446,154.7992805610411,0.3473703703703704
F-A1,True,2,222,444,15.574975550711692,301.768228195142,0.7588518518518519
F-A1,True,3,222,666,11.235577630567121,449.9641914968379,0.8711111111111111
F-A1,True,4,222,888,8.29080106975796,600.1613374119624,0.9068888888888889
F-A1,True,5,222,1110,6.992992630949965,748.5075286547653,0.9358518518518518
F-A1,True,6,222,1332,5.822750502878481,896.128974488005,0.9352592592592592
F-A1,True,7,222,1554,5.506284414110957,1043.2489373898134,0.9464444444444444
F-A1,True,8,222,1776,5.647775462081841,1193.9725020551123,0.9534444444444444
F-A1,True,9,222,1998,4.8503391699747995,1342.0627099270932,0.9601111111111111
F-A1,True,10,222,2220,4.994126826793224,1493.163438102696,0.9604074074074074
F-A1,True,11,222,2442,5.283547435794865,1646.9262175736949,0.9670740740740741
F-A1,True,12,222,2664,5.229262433610521,1823.0246469527483,0.9515185185185185
F-A1,True,13,222,2886,4.966731542939538,1998.8651543101296,0.9564074074074074
F-A1,True,14,222,3108,5.108235754408278,2173.2570142289624,0.9705185185185186
F-A1,True,15,222,3330,5.263429271745252,2348.9037917219102,0.9701481481481481
F-A1,True,16,222,3552,5.281380969124871,2524.326808887068,0.973925925925926
F-A1,True,17,222,3774,5.657473338616861,2713.9490503007546,0.9739629629629629
F-A1,True,18,222,3996,5.510068951426326,2908.331203071866,0.9664814814814815
F-A1,True,19,222,4218,5.776103944391818,3101.1319573987275,0.9758518518518519
F-A1,True,20,222,4440,5.705764589008984,3353.255391224753,0.9654074074074074
F-A1,True,21,222,4662,4.919024354165739,3636.7936479668133,0.978037037037037
F-A1,True,22,222,4884,5.233315271300238,3916.1648331130855,0.9698518518518519
F-A1,True,23,222,5106,4.932725864487725,4198.1850557238795,0.9790740740740741
F-A1,True,24,222,5328,5.367392551791561,4480.672845750116,0.9776296296296296
F-A1,True,25,222,5550,5.062974028759174,4763.524469499942,0.9781851851851852
F-A1,True,26,222,5772,5.026702075391202,5045.202329205815,0.9817037037037037
F-A1,True,27,222,5994,4.8385344625593305,5328.24741271697,0.9703333333333334
F-A1,True,28,222,6216,5.129369603620993,5608.719191187061,0.9763333333333334
F-A1,True,29,222,6438,5.562189828168164,5890.75731537072,0.9806296296296296
F-A1,True,30,222,6660,4.6377079207617955,6175.687003567815,0.9642962962962963
F-A1,True,31,222,6882,4.663701453724423,6459.936885098927,0.9824814814814815
F-A1,True,32,222,7104,4.773949620959995,6743.112033627927,0.9805555555555555
F-A1,True,33,222,7326,5.07002607981364,7022.3409017301165,0.9794074074074074
F-A1,True,34,222,7548,5.134305251611246,7305.755368268117,0.9748148148148148
F-A1,True,35,222,7770,5.490785446252909,7589.066237417981,0.9781111111111112
F-A1,True,36,222,7992,4.976531161918296,7873.754801081028,0.9838888888888889
F-A1,True,37,222,8214,5.551593821327965,8155.865065557882,0.9825185185185186
F-A1,True,38,222,8436,5.514067273956162,8440.302285613958,0.976925925925926
F-A1,True,39,222,8658,4.993281373032579,8725.977944988757,0.9770740740740741
F-A1,True,40,222,8880,5.376423837902309,9012.19122843491,0.9834814814814815
F-A1,True,41,222,9102,5.146849518423682,9302.067481514998,0.979
F-A1,True,42,222,9324,4.980993667164364,9586.089527037926,0.9828148148148148
F-A1,True,43,222,9546,5.523334755553855,9869.113181661814,0.9775925925925926
F-A1,True,44,222,9768,4.944729914536348,10153.386510876939,0.983
F-A1,True,45,222,9990,5.025359217111055,10448.744284943677,0.9825185185185186
F-A1,True,46,222,10212,5.0595826952307075,10747.092096653767,0.9768148148148148
F-A1,True,47,222,10434,5.240485219268112,11043.594247630797,0.9840740740740741
F-A1,True,48,222,10656,5.11066676582302,11338.690739342943,0.9835555555555555
F-A1,True,49,222,10878,4.8880278731251625,11634.009053228889,0.983
F-A1,True,50,222,11100,5.10628369047835,11926.839676938951,0.9802962962962963
F-A1,True,51,222,11322,4.849403815226512,12222.82114503812,0.9830740740740741
F-A1,True,52,222,11544,5.289232610582231,12518.67532919813,0.9846296296296296
F-A1,True,53,222,11766,5.241928664413658,12813.935853429139,0.9828518518518519
F-A1,True,54,222,11988,5.333281130404086,13109.266212443821,0.9849629629629629
F-A1,True,55,222,12210,5.542209885141871,13405.012768520974,0.9846296296296296
F-A1,True,56,222,12432,5.198825619242212,13699.821012051776,0.9829629629629629
F-A1,True,57,222,12654,5.27185798657907,13994.419481975026,0.9851481481481481
F-A1,True,58,222,12876,5.093098713471009,14291.087700942997,0.9833703703703703
F-A1,True,59,222,13098,5.145976314673552,14585.452738312073,0.9853703703703703
F-A1,True,60,222,13320,5.3453261508597985,14881.817187522072,0.9842962962962963
F-A1,True,61,222,13542,5.120151338276562,15176.509757437743,0.9804814814814815
F-A1,True,62,222,13764,5.570698731654399,15470.355577767827,0.9716666666666667
F-A1,True,63,222,13986,5.462718627474329,15765.856871529017,0.9854074074074074
F-A1,True,64,222,14208,5.648106591121571,16062.51056433795,0.9834814814814815
F-A1,True,65,222,14430,5.171426478806917,16357.668704946991,0.9842222222222222
F-A1,True,66,222,14652,5.492134752574268,16652.357429038733,0.9845555555555555
F-A1,True,67,222,14874,5.473204497818474,16946.033476525918,0.9824074074074074
F-A1,True,68,222,15096,5.160886715124319,17241.02310201479,0.9848518518518519
F-A1,True,69,222,15318,5.482529116106463,17536.4358941908,0.9831851851851852
F-A1,True,70,222,15540,5.2835943709622635,17830.877032393124,0.9841481481481481
F-A1,True,71,222,15762,5.053340336223981,18126.658996701706,0.9842962962962963
F-A1,True,72,222,15984,5.100061030001254,18420.211866453756,0.9855555555555555
F-A1,True,73,222,16206,5.184662591229688,18713.489790209103,0.985
F-A1,True,74,222,16428,5.040963066590799,19008.15768277878,0.9855925925925926
F-A1,True,75,222,16650,5.107988069723318,19302.926503209863,0.9815555555555555
F-A1,True,76,222,16872,5.340198730563258,19598.1879396257,0.9852222222222222
F-A1,True,77,222,17094,5.228354127557428,19894.30919425981,0.9854074074074074
F-A1,True,78,222,17316,5.183622544950193,20189.319172517862,0.9847777777777778
F-A1,True,79,222,17538,4.905018554077492,20482.009708161,0.9798148148148148
F-A1,True,80,222,17760,7.1195180093919905,20776.56675292505,0.9818518518518519
F-A1,True,81,222,17982,6.715073254731324,21072.490386696998,0.9854074074074074
F-A1,True,82,222,18204,6.993284375817926,21367.961264841724,0.9848888888888889
F-A1,True,83,222,18426,6.7401331244288265,21664.076480268966,0.9837407407407407
F-A1,True,84,222,18648,6.769237140277484,21959.07311301073,0.9813333333333333
F-A1,True,85,222,18870,6.706008543839326,22254.34304851573,0.9851111111111112
F-A1,True,86,222,19092,6.635428117202209,22550.635214991868,0.9853703703703703
F-A1,True,87,222,19314,6.72798338881484,22844.643154358026,0.9849629629629629
F-A1,True,88,222,19536,6.705387003786929,23138.9586464148,0.9828518518518519
F-A1,True,89,222,19758,6.742232945588258,23435.216705624945,0.9838518518518519
F-A1,True,90,222,19980,6.497202007620184,23728.446652248967,0.9838148148148148
F-A1,True,91,222,20202,6.5876786451081975,24029.276614272967,0.9833333333333333
F-A1,True,92,222,20424,6.398591567804147,24323.55311363982,0.9843703703703703
F-A1,True,93,222,20646,6.343773105123022,24617.018371255137,0.9841851851851852
F-A1,True,94,222,20868,6.195376035329458,24913.326581690926,0.9845185185185186
F-A1,True,95,222,21090,6.453162618585535,25208.451530318707,0.9848148148148148
F-A1,True,96,222,21312,6.524748569136268,25500.391613330692,0.9856296296296296
F-A1,True,97,222,21534,6.054004730405034,25795.601143896114,0.9842592592592593
F-A1,True,98,222,21756,6.451504993009138,26090.516342642717,0.9848518518518519
F-A1,True,99,222,21978,6.392264504690428,26384.595860886853,0.9852592592592593
F-A1,True,100,222,22200,6.187076261451653,26678.69657369284,0.9856296296296296
F-A1,True,101,222,22422,6.24109291815543,26972.589113330003,0.9854814814814815
F-A1,True,102,222,22644,6.255144095635629,27267.16924543213,0.9858888888888889
F-A1,True,103,222,22866,6.202434865204063,27561.431106454693,0.9852222222222222
F-A1,True,104,222,23088,6.002351488079037,27855.829382065684,0.9845185185185186
F-A1,True,105,222,23310,6.197700973029609,28149.907881428953,0.9810740740740741
F-A1,True,106,222,23532,6.301848335309072,28444.605033800937,0.9830740740740741
F-A1,True,107,222,23754,6.241904576619466,28737.68346140394,0.985037037037037
F-A1,True,108,222,23976,6.081898154439153,29032.13133805804,0.9856296296296296
F-A1,True,109,222,24198,6.263198665670447,29325.020229001064,0.9847407407407407
F-A1,True,110,222,24420,6.31623882753355,29617.99756435305,0.9858148148148148
F-A1,True,111,222,24642,6.403950716998126,29911.639686824754,0.9856666666666667
F-A1,True,112,222,24864,6.103016574103553,30206.799657019787,0.9858148148148148
F-A1,True,113,222,25086,6.225778044881047,30431.2607154469,0.9852592592592593
F-A1,True,114,222,25308,6.0764407434979,30656.44345518388,0.9857037037037037
F-A1,True,115,222,25530,6.112285781551051,30882.27419865504,0.9852592592592593
F-A1,True,116,222,25752,6.145453705443992,31107.817641763948,0.9852962962962963
F-A1,True,117,222,25974,6.03641001168672,31332.60482546594,0.9841851851851852
F-A1,True,118,222,26196,6.124864474073187,31557.439351079054,0.9823333333333333
F-A1,True,119,222,26418,6.258663850861627,31780.32905072393,0.9856296296296296
F-A1,True,120,222,26640,5.885660438924222,32004.10497897491,0.9851481481481481
F-A1,True,121,222,26862,6.000857308104232,32228.776907098014,0.9855555555555555
F-A1,True,122,222,27084,6.055270216486475,32453.328966947738,0.985
F-A1,True,123,222,27306,6.022376832661328,32677.441649018787,0.9852962962962963
F-A1,True,124,222,27528,5.90564269418115,32902.503609161824,0.9855555555555555
F-A1,True,125,222,27750,6.005295343227215,33125.72422683891,0.9853703703703703
F-A1,True,126,222,27972,6.0733163292343555,33349.65353545081,0.9836666666666667
F-A1,True,127,222,28194,6.169115252322979,33573.84007875295,0.9845925925925926
F-A1,True,128,222,28416,6.058983013436601,33796.52834675368,0.9848148148148148
F-A1,True,129,222,28638,5.84056561487215,34019.436617419124,0.9858518518518519
F-A1,True,130,222,28860,6.004902482032776,34241.696567489766,0.9844074074074074
F-A1,True,131,222,29082,5.9697715312511,34463.43093315372,0.9848888888888889
F-A1,True,132,222,29304,5.761457522710164,34684.96062504873,0.9851851851851852
F-A1,True,133,222,29526,5.9267243469083635,34908.013910276815,0.9851481481481481
F-A1,True,134,222,29748,5.886095446509284,35131.37752438104,0.985
F-A1,True,135,222,29970,5.938877248549247,35355.4399030651,0.9858148148148148
F-A1,True,136,222,30192,5.894087231910981,35575.15421793889,0.9856666666666667
F-A1,True,137,222,30414,5.8002660414120095,35796.08805856388,0.9857407407407407
F-A1,True,138,222,30636,5.877736565229055,36015.99033934483,0.9850740740740741
F-A1,True,139,222,30858,6.084545204231331,36232.48427437898,0.9855555555555555
F-A1,True,140,222,31080,5.871768787100509,36446.02240920812,0.9859629629629629
F-A1,True,141,222,31302,5.794575651486714,36659.14055048488,0.9857777777777778
F-A1,True,142,222,31524,5.783184798988136,36873.08277793601,0.9855185185185186
F-A1,True,143,222,31746,5.812212934365144,37087.4057293958,0.9854814814814815
F-A1,True,144,222,31968,5.738367845346262,37308.88541566301,0.9857407407407407
F-A1,True,145,222,32190,6.070383242658667,37530.44020874379,0.9858888888888889
F-A1,True,146,222,32412,5.7125077065046845,37751.28462138679,0.9853703703703703
F-A1,True,147,222,32634,5.695273857932907,37970.825169014744,0.9856296296296296
F-A1,True,148,222,32856,5.831463719273473,38190.73444448691,0.9853333333333333
F-A1,True,149,222,33078,5.820662773407258,38411.41520462977,0.9860740740740741
F-A1,True,150,222,33300,5.840233462350863,38635.29267991986,0.9849259259259259
F-A1,True,151,222,33522,5.667849335584554,38855.53901538998,0.9843333333333333
F-A1,True,152,222,33744,5.961771414086625,39074.88722429704,0.9847777777777778
F-A1,True,153,222,33966,5.724821419329257,39294.581979485694,0.9855185185185186
F-A1,True,154,222,34188,5.9751890758136375,39514.749067645054,0.9857037037037037
F-A1,True,155,222,34410,5.425695791974798,39735.57905629603,0.9854814814814815
F-A1,True,156,222,34632,5.6783373216251,39954.98743488686,0.9857407407407407
F-A1,True,157,222,34854,5.818352367426898,40173.98408744298,0.9854074074074074
F-A1,True,158,222,35076,5.738354861199319,40393.694121414796,0.9858148148148148
F-A1,True,159,222,35298,5.65530627160459,40612.708320125006,0.9855555555555555
F-A1,True,160,222,35520,5.788618432508932,40831.636365721,0.9857037037037037
F-A1,True,161,222,35742,5.687271040839118,41057.14636424184,0.9855555555555555
F-A1,True,162,222,35964,5.578900408100438,41277.09502944769,0.9856666666666667
F-A1,True,163,222,36186,5.629953925674026,41499.737010054756,0.9856666666666667
F-A1,True,164,222,36408,5.5584422382148535,41722.9772555111,0.9855185185185186
F-A1,True,165,222,36630,5.723625898361206,41944.194286162034,0.9855185185185186
F-A1,True,166,222,36852,5.656540760048875,42164.09444088396,0.9857407407407407
F-A1,True,167,222,37074,5.672003080179025,42383.623796334956,0.9857407407407407
F-A1,True,168,222,37296,5.579080350764163,42603.39667781675,0.9855555555555555
F-A1,True,169,222,37518,5.73185422184231,42822.52677858388,0.9857777777777778
F-A1,True,170,222,37740,5.727470098315059,43042.317989049945,0.9857037037037037
F-A1,True,171,222,37962,5.649069777480117,43262.23210868286,0.9855925925925926
F-A1,True,172,222,38184,5.538071309124027,43482.69576020073,0.9854444444444445
F-A1,True,173,222,38406,5.627324601551434,43701.95964051178,0.9856666666666667
F-A1,True,174,222,38628,5.708172499596536,43922.08168854704,0.9855925925925926
F-A1,True,175,222,38850,5.724720609080684,44143.148983198684,0.9854444444444445
F-A1,True,176,222,39072,5.585952457006987,44365.45288647199,0.9854444444444445
F-A1,True,177,222,39294,5.582847499632621,44588.50636474881,0.9854444444444445
F-A1,True,178,222,39516,5.579922295905448,44811.28713585576,0.9854814814814815
F-A1,True,179,222,39738,5.696199368786168,45033.079925332684,0.9853333333333333
F-A1,True,180,222,39960,5.530323846920116,45255.113380982075,0.9853333333333333
F-A1,True,181,222,40182,5.812226997839438,45478.24176872196,0.9854814814814815
F-A1,True,182,222,40404,5.625900877488626,45699.661337060854,0.9854074074074074
F-A1,True,183,222,40626,5.26941417359017,45921.48551075393,0.9853703703703703
F-A1,True,184,222,40848,5.853862558399235,46144.17669063993,0.9853703703703703
