row,scene,true_tx,predicted_tx,count
F-M11,leo_clear_weak,0,2,154
F-M11,leo_clear_weak,0,3,3084
F-M11,leo_clear_weak,0,4,89
F-M11,leo_clear_weak,0,5,14
F-M11,leo_clear_weak,1,0,1027
F-M11,leo_clear_weak,1,1,10107
F-M11,leo_clear_weak,1,2,27
F-M11,leo_clear_weak,1,3,16424
F-M11,leo_clear_weak,1,4,398
F-M11,leo_clear_weak,1,5,17
F-M11,leo_clear_weak,2,0,1423
F-M11,leo_clear_weak,2,1,2529
F-M11,leo_clear_weak,2,2,16276
F-M11,leo_clear_weak,2,3,2511
F-M11,leo_clear_weak,2,4,1939
F-M11,leo_clear_weak,2,5,3322
F-M11,leo_clear_weak,3,0,3639
F-M11,leo_clear_weak,3,1,6566
F-M11,leo_clear_weak,3,2,847
F-M11,leo_clear_weak,3,3,16617
F-M11,leo_clear_weak,3,4,182
F-M11,leo_clear_weak,3,5,149
F-M11,leo_clear_weak,4,0,5
F-M11,leo_clear_weak,4,1,887
F-M11,leo_clear_weak,4,2,66
F-M11,leo_clear_weak,4,3,357
F-M11,leo_clear_weak,4,4,26666
F-M11,leo_clear_weak,4,5,19
F-M11,leo_clear_weak,5,0,33
F-M11,leo_clear_weak,5,1,602
F-M11,leo_clear_weak,5,2,446
F-M11,leo_clear_weak,5,3,34
F-M11,leo_clear_weak,5,4,2990
F-M11,leo_clear_weak,5,5,23895
F-M11,leo_low_elev_weak,0,0,22178
F-M11,leo_low_elev_weak,0,1,1801
F-M11,leo_low_elev_weak,0,2,157
F-M11,leo_low_elev_weak,0,3,3657
F-M11,leo_low_elev_weak,0,4,184
F-M11,leo_low_elev_weak,0,5,23
F-M11,leo_low_elev_weak,1,0,1493
F-M11,leo_low_elev_weak,1,1,9446
F-M11,leo_low_elev_weak,1,2,41
F-M11,leo_low_elev_weak,1,3,16399
F-M11,leo_low_elev_weak,1,4,604
F-M11,leo_low_elev_weak,1,5,17
F-M11,leo_low_elev_weak,2,0,1711
F-M11,leo_low_elev_weak,2,1,2457
F-M11,leo_low_elev_weak,2,2,15375
F-M11,leo_low_elev_weak,2,3,2645
F-M11,leo_low_elev_weak,2,4,2149
F-M11,leo_low_elev_weak,2,5,3663
F-M11,leo_low_elev_weak,3,0,4442
F-M11,leo_low_elev_weak,3,1,6443
F-M11,leo_low_elev_weak,3,2,865
F-M11,leo_low_elev_weak,3,3,15688
F-M11,leo_low_elev_weak,3,4,424
F-M11,leo_low_elev_weak,3,5,138
F-M11,leo_low_elev_weak,4,0,12
F-M11,leo_low_elev_weak,4,1,939
F-M11,leo_low_elev_weak,4,2,72
F-M11,leo_low_elev_weak,4,3,764
F-M11,leo_low_elev_weak,4,4,26183
F-M11,leo_low_elev_weak,4,5,30
F-M11,leo_low_elev_weak,5,0,137
F-M11,leo_low_elev_weak,5,1,558
F-M11,leo_low_elev_weak,5,2,520
F-M11,leo_low_elev_weak,5,3,44
F-M11,leo_low_elev_weak,5,4,3114
F-M11,leo_low_elev_weak,5,5,23627
F-M11,leo_rain_weak,0,0,22194
F-M11,leo_rain_weak,0,1,1896
F-M11,leo_rain_weak,0,2,196
F-M11,leo_rain_weak,0,3,3549
F-M11,leo_rain_weak,0,4,153
F-M11,leo_rain_weak,0,5,12
F-M11,leo_rain_weak,1,0,1733
F-M11,leo_rain_weak,1,1,9482
F-M11,leo_rain_weak,1,2,48
F-M11,leo_rain_weak,1,3,16047
F-M11,leo_rain_weak,1,4,671
F-M11,leo_rain_weak,1,5,19
F-M11,leo_rain_weak,2,0,1712
F-M11,leo_rain_weak,2,1,2452
F-M11,leo_rain_weak,2,2,15456
F-M11,leo_rain_weak,2,3,2627
F-M11,leo_rain_weak,2,4,2098
F-M11,leo_rain_weak,2,5,3655
F-M11,leo_rain_weak,3,0,4765
F-M11,leo_rain_weak,3,1,6374
F-M11,leo_rain_weak,3,2,862
F-M11,leo_rain_weak,3,3,15456
F-M11,leo_rain_weak,3,4,389
F-M11,leo_rain_weak,3,5,154
F-M11,leo_rain_weak,4,0,8
F-M11,leo_rain_weak,4,1,934
F-M11,leo_rain_weak,4,2,81
F-M11,leo_rain_weak,4,3,831
F-M11,leo_rain_weak,4,4,26103
F-M11,leo_rain_weak,4,5,43
F-M11,leo_rain_weak,5,0,86
F-M11,leo_rain_weak,5,1,549
F-M11,leo_rain_weak,5,2,455
F-M11,leo_rain_weak,5,3,46
F-M11,leo_rain_weak,5,4,3028
F-M11,leo_rain_weak,5,5,23836
F-M05,clean,0,0,25981
F-M05,clean,0,1,390
F-M05,clean,0,2,107
F-M05,clean,0,3,1490
F-M05,clean,0,4,19
F-M05,clean,0,5,13
F-M05,clean,1,0,477
F-M05,clean,1,1,11562
F-M05,clean,1,2,16
F-M05,clean,1,3,15861
F-M05,clean,1,4,72
F-M05,clean,1,5,12
F-M05,clean,2,0,1621
F-M05,clean,2,1,1200
F-M05,clean,2,2,19798
F-M05,clean,2,3,1139
F-M05,clean,2,4,465
F-M05,clean,2,5,3777
F-M05,clean,3,0,2222
F-M05,clean,3,1,5783
F-M05,clean,3,2,588
F-M05,clean,3,3,19319
F-M05,clean,3,4,20
F-M05,clean,3,5,68
F-M05,clean,4,0,8
F-M05,clean,4,1,65
F-M05,clean,4,2,73
F-M05,clean,4,3,8
F-M05,clean,4,4,27838
F-M05,clean,4,5,8
F-M05,clean,5,0,51
F-M05,clean,5,1,123
F-M05,clean,5,2,137
F-M05,clean,5,3,6
F-M05,clean,5,4,2400
F-M05,clean,5,5,25283
F-M05,leo_clear_weak,0,0,20883
F-M05,leo_clear_weak,0,1,1368
F-M05,leo_clear_weak,0,2,146
F-M05,leo_clear_weak,0,3,5429
F-M05,leo_clear_weak,0,4,155
F-M05,leo_clear_weak,0,5,19
F-M05,leo_clear_weak,1,0,1244
F-M05,leo_clear_weak,1,1,8104
F-M05,leo_clear_weak,1,2,34
F-M05,leo_clear_weak,1,3,18095
F-M05,leo_clear_weak,1,4,500
F-M05,leo_clear_weak,1,5,23
F-M05,leo_clear_weak,2,0,2081
F-M05,leo_clear_weak,2,1,1322
F-M05,leo_clear_weak,2,2,16968
F-M05,leo_clear_weak,2,3,1807
F-M05,leo_clear_weak,2,4,2238
F-M05,leo_clear_weak,2,5,3584
F-M05,leo_clear_weak,3,0,3742
F-M05,leo_clear_weak,3,1,5057
F-M05,leo_clear_weak,3,2,941
F-M05,leo_clear_weak,3,3,17979
F-M05,leo_clear_weak,3,4,113
F-M05,leo_clear_weak,3,5,168
F-M05,leo_clear_weak,4,0,33
F-M05,leo_clear_weak,4,1,1307
F-M05,leo_clear_weak,4,2,162
F-M05,leo_clear_weak,4,3,1395
F-M05,leo_clear_weak,4,4,25081
F-M05,leo_clear_weak,4,5,22
F-M05,leo_clear_weak,5,0,89
F-M05,leo_clear_weak,5,1,574
F-M05,leo_clear_weak,5,2,404
F-M05,leo_clear_weak,5,3,19
F-M05,leo_clear_weak,5,4,2925
F-M05,leo_clear_weak,5,5,23989
F-M05,leo_low_elev_weak,0,0,20714
F-M05,leo_low_elev_weak,0,1,1571
F-M05,leo_low_elev_weak,0,2,179
F-M05,leo_low_elev_weak,0,3,5255
F-M05,leo_low_elev_weak,0,4,263
F-M05,leo_low_elev_weak,0,5,18
F-M05,leo_low_elev_weak,1,0,1779
F-M05,leo_low_elev_weak,1,1,7857
F-M05,leo_low_elev_weak,1,2,34
F-M05,leo_low_elev_weak,1,3,17553
F-M05,leo_low_elev_weak,1,4,747
F-M05,leo_low_elev_weak,1,5,30
F-M05,leo_low_elev_weak,2,0,2383
F-M05,leo_low_elev_weak,2,1,1490
F-M05,leo_low_elev_weak,2,2,16150
F-M05,leo_low_elev_weak,2,3,1823
F-M05,leo_low_elev_weak,2,4,2233
F-M05,leo_low_elev_weak,2,5,3921
F-M05,leo_low_elev_weak,3,0,4704
F-M05,leo_low_elev_weak,3,1,5117
F-M05,leo_low_elev_weak,3,2,992
F-M05,leo_low_elev_weak,3,3,16702
F-M05,leo_low_elev_weak,3,4,308
F-M05,leo_low_elev_weak,3,5,177
F-M05,leo_low_elev_weak,4,0,84
F-M05,leo_low_elev_weak,4,1,1502
F-M05,leo_low_elev_weak,4,2,221
F-M05,leo_low_elev_weak,4,3,1933
F-M05,leo_low_elev_weak,4,4,24233
F-M05,leo_low_elev_weak,4,5,27
F-M05,leo_low_elev_weak,5,0,191
F-M05,leo_low_elev_weak,5,1,566
F-M05,leo_low_elev_weak,5,2,492
F-M05,leo_low_elev_weak,5,3,19
F-M05,leo_low_elev_weak,5,4,2716
F-M05,leo_low_elev_weak,5,5,24016
F-M05,leo_rain_weak,0,0,21201
F-M05,leo_rain_weak,0,1,1607
F-M05,leo_rain_weak,0,2,182
F-M05,leo_rain_weak,0,3,4746
F-M05,leo_rain_weak,0,4,240
F-M05,leo_rain_weak,0,5,24
F-M05,leo_rain_weak,1,0,2342
F-M05,leo_rain_weak,1,1,8078
F-M05,leo_rain_weak,1,2,47
F-M05,leo_rain_weak,1,3,16725
F-M05,leo_rain_weak,1,4,773
F-M05,leo_rain_weak,1,5,35
F-M05,leo_rain_weak,2,0,2483
F-M05,leo_rain_weak,2,1,1502
F-M05,leo_rain_weak,2,2,16153
F-M05,leo_rain_weak,2,3,1762
F-M05,leo_rain_weak,2,4,2176
F-M05,leo_rain_weak,2,5,3924
F-M05,leo_rain_weak,3,0,5052
F-M05,leo_rain_weak,3,1,5202
F-M05,leo_rain_weak,3,2,1067
F-M05,leo_rain_weak,3,3,16143
F-M05,leo_rain_weak,3,4,369
F-M05,leo_rain_weak,3,5,167
F-M05,leo_rain_weak,4,0,106
F-M05,leo_rain_weak,4,1,1547
F-M05,leo_rain_weak,4,2,217
F-M05,leo_rain_weak,4,3,1958
F-M05,leo_rain_weak,4,4,24137
F-M05,leo_rain_weak,4,5,35
F-M05,leo_rain_weak,5,0,153
F-M05,leo_rain_weak,5,1,544
F-M05,leo_rain_weak,5,2,413
F-M05,leo_rain_weak,5,3,17
F-M05,leo_rain_weak,5,4,2542
F-M05,leo_rain_weak,5,5,24331
F-M08,clean,0,0,26187
F-M08,clean,0,1,250
F-M08,clean,0,2,99
F-M08,clean,0,3,1439
F-M08,clean,0,4,13
F-M08,clean,0,5,12
F-M08,clean,1,0,631
F-M08,clean,1,1,12158
F-M08,clean,1,2,18
F-M08,clean,1,3,15102
F-M08,clean,1,4,76
F-M08,clean,1,5,15
F-M08,clean,2,0,1258
F-M08,clean,2,1,1354
F-M08,clean,2,2,20720
F-M08,clean,2,3,734
F-M08,clean,2,4,294
F-M08,clean,2,5,3640
F-M08,clean,3,0,2640
F-M08,clean,3,1,5577
F-M08,clean,3,2,737
F-M08,clean,3,3,18952
F-M08,clean,3,4,21
F-M08,clean,3,5,73
F-M08,clean,4,0,7
F-M08,clean,4,1,22
F-M08,clean,4,2,39
F-M08,clean,4,3,8
F-M08,clean,4,4,27918
F-M08,clean,4,5,6
F-M08,clean,5,0,14
F-M08,clean,5,1,77
F-M08,clean,5,2,138
F-M08,clean,5,3,9
F-M08,clean,5,4,2214
F-M08,clean,5,5,25548
F-M08,leo_clear_weak,0,0,21869
F-M08,leo_clear_weak,0,1,1326
F-M08,leo_clear_weak,0,2,151
F-M08,leo_clear_weak,0,3,4526
F-M08,leo_clear_weak,0,4,109
F-M08,leo_clear_weak,0,5,19
F-M08,leo_clear_weak,1,0,1475
F-M08,leo_clear_weak,1,1,8366
F-M08,leo_clear_weak,1,2,32
F-M08,leo_clear_weak,1,3,17612
F-M08,leo_clear_weak,1,4,486
F-M08,leo_clear_weak,1,5,29
F-M08,leo_clear_weak,2,0,1804
F-M08,leo_clear_weak,2,1,1175
F-M08,leo_clear_weak,2,2,17396
F-M08,leo_clear_weak,2,3,1627
F-M08,leo_clear_weak,2,4,2199
F-M08,leo_clear_weak,2,5,3799
F-M08,leo_clear_weak,3,0,3881
F-M08,leo_clear_weak,3,1,5250
F-M08,leo_clear_weak,3,2,792
F-M08,leo_clear_weak,3,3,17840
F-M08,leo_clear_weak,3,4,71
F-M08,leo_clear_weak,3,5,166
F-M08,leo_clear_weak,4,0,38
F-M08,leo_clear_weak,4,1,1296
F-M08,leo_clear_weak,4,2,110
F-M08,leo_clear_weak,4,3,1380
F-M08,leo_clear_weak,4,4,25160
F-M08,leo_clear_weak,4,5,16
F-M08,leo_clear_weak,5,0,73
F-M08,leo_clear_weak,5,1,597
F-M08,leo_clear_weak,5,2,441
F-M08,leo_clear_weak,5,3,14
F-M08,leo_clear_weak,5,4,2463
F-M08,leo_clear_weak,5,5,24412
F-M08,leo_low_elev_weak,0,0,21376
F-M08,leo_low_elev_weak,0,1,1467
F-M08,leo_low_elev_weak,0,2,192
F-M08,leo_low_elev_weak,0,3,4710
F-M08,leo_low_elev_weak,0,4,233
F-M08,leo_low_elev_weak,0,5,22
F-M08,leo_low_elev_weak,1,0,1999
F-M08,leo_low_elev_weak,1,1,7960
F-M08,leo_low_elev_weak,1,2,44
F-M08,leo_low_elev_weak,1,3,17252
F-M08,leo_low_elev_weak,1,4,711
F-M08,leo_low_elev_weak,1,5,34
F-M08,leo_low_elev_weak,2,0,2016
F-M08,leo_low_elev_weak,2,1,1285
F-M08,leo_low_elev_weak,2,2,16674
F-M08,leo_low_elev_weak,2,3,1721
F-M08,leo_low_elev_weak,2,4,2210
F-M08,leo_low_elev_weak,2,5,4094
F-M08,leo_low_elev_weak,3,0,4800
F-M08,leo_low_elev_weak,3,1,5194
F-M08,leo_low_elev_weak,3,2,901
F-M08,leo_low_elev_weak,3,3,16671
F-M08,leo_low_elev_weak,3,4,262
F-M08,leo_low_elev_weak,3,5,172
F-M08,leo_low_elev_weak,4,0,71
F-M08,leo_low_elev_weak,4,1,1469
F-M08,leo_low_elev_weak,4,2,182
F-M08,leo_low_elev_weak,4,3,1835
F-M08,leo_low_elev_weak,4,4,24420
F-M08,leo_low_elev_weak,4,5,23
F-M08,leo_low_elev_weak,5,0,174
F-M08,leo_low_elev_weak,5,1,573
F-M08,leo_low_elev_weak,5,2,514
F-M08,leo_low_elev_weak,5,3,30
F-M08,leo_low_elev_weak,5,4,2373
F-M08,leo_low_elev_weak,5,5,24336
F-M08,leo_rain_weak,0,0,21759
F-M08,leo_rain_weak,0,1,1519
F-M08,leo_rain_weak,0,2,202
F-M08,leo_rain_weak,0,3,4291
F-M08,leo_rain_weak,0,4,207
F-M08,leo_rain_weak,0,5,22
F-M08,leo_rain_weak,1,0,2552
F-M08,leo_rain_weak,1,1,8117
F-M08,leo_rain_weak,1,2,45
F-M08,leo_rain_weak,1,3,16412
F-M08,leo_rain_weak,1,4,839
F-M08,leo_rain_weak,1,5,35
F-M08,leo_rain_weak,2,0,2104
F-M08,leo_rain_weak,2,1,1292
F-M08,leo_rain_weak,2,2,16683
F-M08,leo_rain_weak,2,3,1679
F-M08,leo_rain_weak,2,4,2138
F-M08,leo_rain_weak,2,5,4104
F-M08,leo_rain_weak,3,0,5204
F-M08,leo_rain_weak,3,1,5236
F-M08,leo_rain_weak,3,2,946
F-M08,leo_rain_weak,3,3,16137
F-M08,leo_rain_weak,3,4,314
F-M08,leo_rain_weak,3,5,163
F-M08,leo_rain_weak,4,0,98
F-M08,leo_rain_weak,4,1,1424
F-M08,leo_rain_weak,4,2,165
F-M08,leo_rain_weak,4,3,1873
F-M08,leo_rain_weak,4,4,24401
F-M08,leo_rain_weak,4,5,39
F-M08,leo_rain_weak,5,0,140
F-M08,leo_rain_weak,5,1,545
F-M08,leo_rain_weak,5,2,446
F-M08,leo_rain_weak,5,3,16
F-M08,leo_rain_weak,5,4,2235
F-M08,leo_rain_weak,5,5,24618
F-M12,clean,0,0,25802
F-M12,clean,0,1,380
F-M12,clean,0,2,84
F-M12,clean,0,3,1697
F-M12,clean,0,4,27
F-M12,clean,0,5,10
F-M12,clean,1,0,440
F-M12,clean,1,1,13613
F-M12,clean,1,2,17
F-M12,clean,1,3,13845
F-M12,clean,1,4,78
F-M12,clean,1,5,7
F-M12,clean,2,0,1749
F-M12,clean,2,1,1257
F-M12,clean,2,2,18518
F-M12,clean,2,3,2264
F-M12,clean,2,4,330
F-M12,clean,2,5,3882
F-M12,clean,3,0,1674
F-M12,clean,3,1,6649
F-M12,clean,3,2,396
F-M12,clean,3,3,19210
F-M12,clean,3,4,23
F-M12,clean,3,5,48
F-M12,clean,4,0,5
F-M12,clean,4,1,12
F-M12,clean,4,2,28
F-M12,clean,4,3,10
F-M12,clean,4,4,27940
F-M12,clean,4,5,5
F-M12,clean,5,0,45
F-M12,clean,5,1,91
F-M12,clean,5,2,153
F-M12,clean,5,3,15
F-M12,clean,5,4,2979
F-M12,clean,5,5,24717
F-M12,leo_clear_weak,0,0,18699
F-M12,leo_clear_weak,0,1,1964
F-M12,leo_clear_weak,0,2,132
F-M12,leo_clear_weak,0,3,7050
F-M12,leo_clear_weak,0,4,131
F-M12,leo_clear_weak,0,5,24
F-M12,leo_clear_weak,1,0,908
F-M12,leo_clear_weak,1,1,9153
F-M12,leo_clear_weak,1,2,54
F-M12,leo_clear_weak,1,3,17312
F-M12,leo_clear_weak,1,4,554
F-M12,leo_clear_weak,1,5,19
F-M12,leo_clear_weak,2,0,1885
F-M12,leo_clear_weak,2,1,1499
F-M12,leo_clear_weak,2,2,15921
F-M12,leo_clear_weak,2,3,3290
F-M12,leo_clear_weak,2,4,1980
F-M12,leo_clear_weak,2,5,3425
F-M12,leo_clear_weak,3,0,2144
F-M12,leo_clear_weak,3,1,6437
F-M12,leo_clear_weak,3,2,1125
F-M12,leo_clear_weak,3,3,17937
F-M12,leo_clear_weak,3,4,205
F-M12,leo_clear_weak,3,5,152
F-M12,leo_clear_weak,4,0,5
F-M12,leo_clear_weak,4,1,959
F-M12,leo_clear_weak,4,2,122
F-M12,leo_clear_weak,4,3,646
F-M12,leo_clear_weak,4,4,26251
F-M12,leo_clear_weak,4,5,17
F-M12,leo_clear_weak,5,0,35
F-M12,leo_clear_weak,5,1,446
F-M12,leo_clear_weak,5,2,468
F-M12,leo_clear_weak,5,3,38
F-M12,leo_clear_weak,5,4,3409
F-M12,leo_clear_weak,5,5,23604
F-M12,leo_low_elev_weak,0,0,18453
F-M12,leo_low_elev_weak,0,1,2041
F-M12,leo_low_elev_weak,0,2,158
F-M12,leo_low_elev_weak,0,3,7055
F-M12,leo_low_elev_weak,0,4,268
F-M12,leo_low_elev_weak,0,5,25
F-M12,leo_low_elev_weak,1,0,1279
F-M12,leo_low_elev_weak,1,1,8666
F-M12,leo_low_elev_weak,1,2,90
F-M12,leo_low_elev_weak,1,3,17083
F-M12,leo_low_elev_weak,1,4,859
F-M12,leo_low_elev_weak,1,5,23
F-M12,leo_low_elev_weak,2,0,2165
F-M12,leo_low_elev_weak,2,1,1558
F-M12,leo_low_elev_weak,2,2,15211
F-M12,leo_low_elev_weak,2,3,3220
F-M12,leo_low_elev_weak,2,4,2116
F-M12,leo_low_elev_weak,2,5,3730
F-M12,leo_low_elev_weak,3,0,3086
F-M12,leo_low_elev_weak,3,1,6307
F-M12,leo_low_elev_weak,3,2,1121
F-M12,leo_low_elev_weak,3,3,16870
F-M12,leo_low_elev_weak,3,4,477
F-M12,leo_low_elev_weak,3,5,139
F-M12,leo_low_elev_weak,4,0,21
F-M12,leo_low_elev_weak,4,1,1058
F-M12,leo_low_elev_weak,4,2,159
F-M12,leo_low_elev_weak,4,3,1160
F-M12,leo_low_elev_weak,4,4,25581
F-M12,leo_low_elev_weak,4,5,21
F-M12,leo_low_elev_weak,5,0,131
F-M12,leo_low_elev_weak,5,1,481
F-M12,leo_low_elev_weak,5,2,492
F-M12,leo_low_elev_weak,5,3,69
F-M12,leo_low_elev_weak,5,4,3366
F-M12,leo_low_elev_weak,5,5,23461
F-M12,leo_rain_weak,0,0,19091
F-M12,leo_rain_weak,0,1,2068
F-M12,leo_rain_weak,0,2,165
F-M12,leo_rain_weak,0,3,6397
F-M12,leo_rain_weak,0,4,254
F-M12,leo_rain_weak,0,5,25
F-M12,leo_rain_weak,1,0,1673
F-M12,leo_rain_weak,1,1,8586
F-M12,leo_rain_weak,1,2,80
F-M12,leo_rain_weak,1,3,16752
F-M12,leo_rain_weak,1,4,880
F-M12,leo_rain_weak,1,5,29
F-M12,leo_rain_weak,2,0,2257
F-M12,leo_rain_weak,2,1,1528
F-M12,leo_rain_weak,2,2,15444
F-M12,leo_rain_weak,2,3,3088
F-M12,leo_rain_weak,2,4,2036
F-M12,leo_rain_weak,2,5,3647
F-M12,leo_rain_weak,3,0,3336
F-M12,leo_rain_weak,3,1,6225
F-M12,leo_rain_weak,3,2,1120
F-M12,leo_rain_weak,3,3,16721
F-M12,leo_rain_weak,3,4,442
F-M12,leo_rain_weak,3,5,156
F-M12,leo_rain_weak,4,0,22
F-M12,leo_rain_weak,4,1,1087
F-M12,leo_rain_weak,4,2,164
F-M12,leo_rain_weak,4,3,1234
F-M12,leo_rain_weak,4,4,25464
F-M12,leo_rain_weak,4,5,29
F-M12,leo_rain_weak,5,0,102
F-M12,leo_rain_weak,5,1,423
F-M12,leo_rain_weak,5,2,441
F-M12,leo_rain_weak,5,3,65
F-M12,leo_rain_weak,5,4,3228
F-M12,leo_rain_weak,5,5,23741
