candidate_id,gpu,arm,k_old,seed,target_old_query_per_tx,raw_old_acc_pct,deployed_old_acc_pct,baseline_old_acc_pct,raw_full_acc_pct,deployed_full_acc_pct,coverage_pct,unknown_far_pct,unknown_reject_pct,old_reject_pct,old_to_seen_new_pct,auroc_pct,fpr95_pct,rollback_triggered,rollback_accepted,loss_initial,loss_final,old80_support_cv_acc_pct
OA_MSE_H06_OLD80FIRST_HEAD48_GPU4_C_MSE_SUBSPACE_KOLD5_KNEW0,4,C,5,232210,,68.33333373069763,35.41666567325592,35.41666567325592,51.249998807907104,46.25000059604645,100.0,100.0,0.0,0.0,0.0,65.46875,67.91666666666667,True,False,5.069777488708496,0.7876924872398376,
OA_MSE_H06_OLD80FIRST_HEAD48_GPU4_D_MSE_SUBSPACE_KOLD10_KNEW0,4,D,10,232390,,67.5000011920929,31.25,31.25,50.62500238418579,44.062501192092896,100.0,100.0,0.0,0.0,0.0,67.203125,92.91666666666667,True,False,5.525328159332275,0.9750369191169739,
OA_MSE_H06_OLD80FIRST_HEAD48_GPU4_E_MSE_SUBSPACE_KOLD5_KNEW0,4,E,5,232570,,68.75,31.666666269302368,31.666666269302368,51.5625,44.37499940395355,100.0,100.0,0.0,0.0,0.0,68.67708333333333,71.25,True,False,5.329448223114014,0.6782845258712769,
OA_MSE_H06_OLD80FIRST_HEAD48_GPU4_F_MSE_SUBSPACE_KOLD10_KNEW0,4,F,10,232750,,74.16666746139526,21.666666865348816,21.666666865348816,55.62499761581421,36.56249940395355,100.0,100.0,0.0,0.0,0.0,63.869791666666664,95.0,True,False,4.6990437507629395,0.8844391703605652,76.66666507720947
OA_MSE_H06_OLD80FIRST_HEAD48_GPU5_A_MSE_SUBSPACE_KOLD2_KNEW0,5,A,2,231860,,66.25000238418579,22.083333134651184,22.083333134651184,49.687498807907104,34.687501192092896,100.0,100.0,0.0,0.0,0.0,54.421875,91.66666666666666,True,False,1.073066234588623,0.26763588190078735,100.0
OA_MSE_H06_OLD80FIRST_HEAD48_GPU5_B_MSE_SUBSPACE_KOLD3_KNEW0,5,B,3,232040,,69.9999988079071,33.33333432674408,33.33333432674408,52.49999761581421,44.68750059604645,100.0,100.0,0.0,0.0,0.0,64.70833333333333,88.33333333333333,True,False,5.548282623291016,0.8048378825187683,94.44444179534912
OA_MSE_H06_OLD80FIRST_HEAD48_GPU5_C_MSE_SUBSPACE_KOLD5_KNEW0,5,C,5,232220,,69.16666626930237,18.75,18.75,51.875001192092896,35.31250059604645,100.0,100.0,0.0,0.0,0.0,63.473958333333336,85.0,True,False,3.718505620956421,0.6891617178916931,
OA_MSE_H06_OLD80FIRST_HEAD48_GPU5_D_MSE_SUBSPACE_KOLD10_KNEW0,5,D,10,232400,,69.58333253860474,35.41666567325592,35.41666567325592,52.18750238418579,45.93749940395355,100.0,100.0,0.0,0.0,0.0,71.26041666666667,69.16666666666667,True,False,4.854794502258301,0.9188553094863892,
OA_MSE_H06_OLD80FIRST_HEAD48_GPU5_E_MSE_SUBSPACE_KOLD5_KNEW0,5,E,5,232580,,68.33333373069763,22.083333134651184,22.083333134651184,51.249998807907104,35.9375,100.0,100.0,0.0,0.0,0.0,60.192708333333336,81.66666666666667,True,False,5.1150407791137695,0.6070809960365295,
OA_MSE_H06_OLD80FIRST_HEAD48_GPU5_F_MSE_SUBSPACE_KOLD10_KNEW0,5,F,10,232760,,69.9999988079071,29.16666567325592,29.16666567325592,52.49999761581421,40.937501192092896,100.0,100.0,0.0,0.0,0.0,65.71875,80.0,True,False,4.944696426391602,1.2946668863296509,71.66666388511658
OA_MSE_H06_OLD80FIRST_HEAD48_GPU6_A_MSE_SUBSPACE_KOLD2_KNEW0,6,A,2,231870,,54.58333492279053,26.66666805744171,26.66666805744171,40.937501192092896,40.625,100.0,100.0,0.0,0.0,0.0,60.07812500000001,94.16666666666667,True,False,5.849329948425293,0.6544395089149475,100.0
OA_MSE_H06_OLD80FIRST_HEAD48_GPU6_B_MSE_SUBSPACE_KOLD3_KNEW0,6,B,3,232050,,62.08333373069763,26.249998807907104,26.249998807907104,46.562498807907104,38.43750059604645,100.0,100.0,0.0,0.0,0.0,59.21875,77.5,True,False,4.05837869644165,0.7989678382873535,77.77777910232544
OA_MSE_H06_OLD80FIRST_HEAD48_GPU6_C_MSE_SUBSPACE_KOLD5_KNEW0,6,C,5,232230,,73.33333492279053,30.416667461395264,30.416667461395264,55.000001192092896,42.500001192092896,100.0,100.0,0.0,0.0,0.0,64.74479166666667,84.58333333333333,True,False,3.534902811050415,0.6491457223892212,
OA_MSE_H06_OLD80FIRST_HEAD48_GPU6_D_MSE_SUBSPACE_KOLD10_KNEW0,6,D,10,232410,,73.33333492279053,33.33333432674408,33.33333432674408,55.000001192092896,44.37499940395355,100.0,100.0,0.0,0.0,0.0,69.75,90.83333333333333,True,False,4.876346111297607,0.8485990166664124,
OA_MSE_H06_OLD80FIRST_HEAD48_GPU6_E_MSE_SUBSPACE_KOLD5_KNEW0,6,E,5,232590,,64.16666507720947,28.749999403953552,28.749999403953552,48.124998807907104,43.437498807907104,100.0,100.0,0.0,0.0,0.0,72.203125,69.16666666666667,True,False,4.51637601852417,0.8972193598747253,
OA_MSE_H06_OLD80FIRST_HEAD48_GPU6_F_MSE_SUBSPACE_KOLD10_KNEW0,6,F,10,232770,,71.24999761581421,33.33333432674408,33.33333432674408,53.437501192092896,44.999998807907104,100.0,100.0,0.0,0.0,0.0,64.109375,79.16666666666666,True,False,5.053638935089111,1.1414979696273804,81.66666626930237
OA_MSE_H06_OLD80FIRST_HEAD48_GPU7_A_MSE_SUBSPACE_KOLD2_KNEW0,7,A,2,231880,,57.91666507720947,22.499999403953552,22.499999403953552,43.437498807907104,36.250001192092896,100.0,100.0,0.0,0.0,0.0,61.260416666666664,86.25,True,False,7.953032493591309,0.9933613538742065,75.0
OA_MSE_H06_OLD80FIRST_HEAD48_GPU7_B_MSE_SUBSPACE_KOLD3_KNEW0,7,B,3,232060,,59.16666388511658,31.25,31.25,44.37499940395355,43.75,100.0,100.0,0.0,0.0,0.0,66.74479166666667,70.83333333333334,True,False,3.8261260986328125,0.6273303627967834,88.88888955116272
OA_MSE_H06_OLD80FIRST_HEAD48_GPU7_C_MSE_SUBSPACE_KOLD5_KNEW0,7,C,5,232240,,70.83333134651184,33.33333432674408,33.33333432674408,53.125,46.25000059604645,100.0,100.0,0.0,0.0,0.0,69.33333333333334,74.58333333333333,True,False,4.978679180145264,0.7991357445716858,
OA_MSE_H06_OLD80FIRST_HEAD48_GPU7_D_MSE_SUBSPACE_KOLD10_KNEW0,7,D,10,232420,,70.41666507720947,34.583333134651184,34.583333134651184,52.812498807907104,44.68750059604645,100.0,100.0,0.0,0.0,0.0,67.390625,80.83333333333333,True,False,4.454756259918213,0.6949971914291382,
OA_MSE_H06_OLD80FIRST_HEAD48_GPU7_E_MSE_SUBSPACE_KOLD5_KNEW0,7,E,5,232600,,67.5000011920929,36.250001192092896,36.250001192092896,50.62500238418579,47.187501192092896,100.0,100.0,0.0,0.0,0.0,64.5625,90.83333333333333,True,False,5.005964756011963,1.012813687324524,
OA_MSE_H06_OLD80FIRST_HEAD48_GPU7_F_MSE_SUBSPACE_KOLD10_KNEW0,7,F,10,232780,,71.66666388511658,32.083332538604736,32.083332538604736,53.75000238418579,44.062501192092896,100.0,100.0,0.0,0.0,0.0,62.958333333333336,86.25,True,False,5.202783107757568,1.158094048500061,73.33333492279053
