row,scene,scope,group,correct,total,accuracy
M13,clean,rx_day,11:0,4773,6000,0.7955
M13,clean,rx_day,11:1,5300,6000,0.8833333333333333
M13,clean,rx_day,11:2,4658,6000,0.7763333333333333
M13,clean,rx_day,11:3,4813,6000,0.8021666666666667
M13,clean,rx_day,2:0,4016,6000,0.6693333333333333
M13,clean,rx_day,2:1,4084,6000,0.6806666666666666
M13,clean,rx_day,2:2,4008,6000,0.668
M13,clean,rx_day,2:3,4763,6000,0.7938333333333333
M13,clean,rx_day,5:0,4997,6000,0.8328333333333333
M13,clean,rx_day,5:1,5224,6000,0.8706666666666667
M13,clean,rx_day,5:2,5141,6000,0.8568333333333333
M13,clean,rx_day,5:3,4951,6000,0.8251666666666667
M13,clean,rx_day,7:0,5039,6000,0.8398333333333333
M13,clean,rx_day,7:1,4573,6000,0.7621666666666667
M13,clean,rx_day,7:2,2812,6000,0.4686666666666667
M13,clean,rx_day,7:3,4593,6000,0.7655
M13,clean,rx_day,9:0,4760,6000,0.7933333333333333
M13,clean,rx_day,9:1,5251,6000,0.8751666666666666
M13,clean,rx_day,9:2,4660,6000,0.7766666666666666
M13,clean,rx_day,9:3,5112,6000,0.852
M13,clean,rx_tx,0:0,3992,4000,0.998
M13,clean,rx_tx,0:1,1920,4000,0.48
M13,clean,rx_tx,0:2,2034,4000,0.5085
M13,clean,rx_tx,0:3,3500,4000,0.875
M13,clean,rx_tx,0:4,3974,4000,0.9935
M13,clean,rx_tx,0:5,3814,4000,0.9535
M13,clean,rx_tx,10:0,3997,4000,0.99925
M13,clean,rx_tx,10:1,3341,4000,0.83525
M13,clean,rx_tx,10:2,2870,4000,0.7175
M13,clean,rx_tx,10:3,804,4000,0.201
M13,clean,rx_tx,10:4,3999,4000,0.99975
M13,clean,rx_tx,10:5,3993,4000,0.99825
M13,clean,rx_tx,11:0,3854,4000,0.9635
M13,clean,rx_tx,11:1,3128,4000,0.782
M13,clean,rx_tx,11:2,986,4000,0.2465
M13,clean,rx_tx,11:3,3583,4000,0.89575
M13,clean,rx_tx,11:4,4000,4000,1.0
M13,clean,rx_tx,11:5,3993,4000,0.99825
M13,clean,rx_tx,2:0,3971,4000,0.99275
M13,clean,rx_tx,2:1,3880,4000,0.97
M13,clean,rx_tx,2:2,1005,4000,0.25125
M13,clean,rx_tx,2:3,35,4000,0.00875
M13,clean,rx_tx,2:4,3997,4000,0.99925
M13,clean,rx_tx,2:5,3983,4000,0.99575
M13,clean,rx_tx,5:0,3632,4000,0.908
M13,clean,rx_tx,5:1,3546,4000,0.8865
M13,clean,rx_tx,5:2,3340,4000,0.835
M13,clean,rx_tx,5:3,1818,4000,0.4545
M13,clean,rx_tx,5:4,3996,4000,0.999
M13,clean,rx_tx,5:5,3981,4000,0.99525
M13,clean,rx_tx,7:0,3976,4000,0.994
M13,clean,rx_tx,7:1,2776,4000,0.694
M13,clean,rx_tx,7:2,2184,4000,0.546
M13,clean,rx_tx,7:3,837,4000,0.20925
M13,clean,rx_tx,7:4,3960,4000,0.99
M13,clean,rx_tx,7:5,3284,4000,0.821
M13,clean,rx_tx,9:0,3831,4000,0.95775
M13,clean,rx_tx,9:1,3327,4000,0.83175
M13,clean,rx_tx,9:2,2999,4000,0.74975
M13,clean,rx_tx,9:3,3374,4000,0.8435
M13,clean,rx_tx,9:4,3998,4000,0.9995
M13,clean,rx_tx,9:5,2254,4000,0.5635
M13,clean,scene,all,131766,168000,0.7843214285714286
M13,clean,tx,0,27253,28000,0.9733214285714286
M13,clean,tx,1,21918,28000,0.7827857142857143
M13,clean,tx,2,15418,28000,0.5506428571428571
M13,clean,tx,3,13951,28000,0.49825
M13,clean,tx,4,27924,28000,0.9972857142857143
M13,clean,tx,5,25302,28000,0.9036428571428572
M13,leo_clear_weak,day,0,26179,42000,0.6233095238095238
M13,leo_clear_weak,day,1,28624,42000,0.6815238095238095
M13,leo_clear_weak,day,2,26025,42000,0.6196428571428572
M13,leo_clear_weak,day,3,27568,42000,0.6563809523809524
M13,leo_clear_weak,rx,0,16429,24000,0.6845416666666667
M13,leo_clear_weak,rx,10,16280,24000,0.6783333333333333
M13,leo_clear_weak,rx,11,16873,24000,0.7030416666666667
M13,leo_clear_weak,rx,2,12536,24000,0.5223333333333333
M13,leo_clear_weak,rx,5,17120,24000,0.7133333333333334
M13,leo_clear_weak,rx,7,11770,24000,0.49041666666666667
M13,leo_clear_weak,rx,9,17388,24000,0.7245
M13,leo_clear_weak,rx_day,0:0,3649,6000,0.6081666666666666
M13,leo_clear_weak,rx_day,0:1,4518,6000,0.753
M13,leo_clear_weak,rx_day,0:2,4488,6000,0.748
M13,leo_clear_weak,rx_day,0:3,3774,6000,0.629
M13,leo_clear_weak,rx_day,10:0,4394,6000,0.7323333333333333
M13,leo_clear_weak,rx_day,10:1,4194,6000,0.699
M13,leo_clear_weak,rx_day,10:2,3593,6000,0.5988333333333333
M13,leo_clear_weak,rx_day,10:3,4099,6000,0.6831666666666667
M13,leo_clear_weak,rx_day,11:0,4074,6000,0.679
M13,leo_clear_weak,rx_day,11:1,4452,6000,0.742
M13,leo_clear_weak,rx_day,11:2,3943,6000,0.6571666666666667
M13,leo_clear_weak,rx_day,11:3,4404,6000,0.734
M13,leo_clear_weak,rx_day,2:0,2843,6000,0.47383333333333333
M13,leo_clear_weak,rx_day,2:1,3086,6000,0.5143333333333333
M13,leo_clear_weak,rx_day,2:2,3244,6000,0.5406666666666666
M13,leo_clear_weak,rx_day,2:3,3363,6000,0.5605
M13,leo_clear_weak,rx_day,5:0,3769,6000,0.6281666666666667
M13,leo_clear_weak,rx_day,5:1,4739,6000,0.7898333333333334
M13,leo_clear_weak,rx_day,5:2,4563,6000,0.7605
M13,leo_clear_weak,rx_day,5:3,4049,6000,0.6748333333333333
M13,leo_clear_weak,rx_day,7:0,3562,6000,0.5936666666666667
M13,leo_clear_weak,rx_day,7:1,2903,6000,0.48383333333333334
M13,leo_clear_weak,rx_day,7:2,2208,6000,0.368
M13,leo_clear_weak,rx_day,7:3,3097,6000,0.5161666666666667
M13,leo_clear_weak,rx_day,9:0,3888,6000,0.648
M13,leo_clear_weak,rx_day,9:1,4732,6000,0.7886666666666666
M13,leo_clear_weak,rx_day,9:2,3986,6000,0.6643333333333333
M13,leo_clear_weak,rx_day,9:3,4782,6000,0.797
M13,leo_clear_weak,rx_tx,0:0,3282,4000,0.8205
M13,leo_clear_weak,rx_tx,0:1,2033,4000,0.50825
M13,leo_clear_weak,rx_tx,0:2,2393,4000,0.59825
M13,leo_clear_weak,rx_tx,0:3,2210,4000,0.5525
M13,leo_clear_weak,rx_tx,0:4,3483,4000,0.87075
M13,leo_clear_weak,rx_tx,0:5,3028,4000,0.757
M13,leo_clear_weak,rx_tx,10:0,3201,4000,0.80025
M13,leo_clear_weak,rx_tx,10:1,2594,4000,0.6485
M13,leo_clear_weak,rx_tx,10:2,2269,4000,0.56725
M13,leo_clear_weak,rx_tx,10:3,775,4000,0.19375
M13,leo_clear_weak,rx_tx,10:4,3499,4000,0.87475
M13,leo_clear_weak,rx_tx,10:5,3942,4000,0.9855
M13,leo_clear_weak,rx_tx,11:0,2798,4000,0.6995
M13,leo_clear_weak,rx_tx,11:1,2540,4000,0.635
M13,leo_clear_weak,rx_tx,11:2,301,4000,0.07525
M13,leo_clear_weak,rx_tx,11:3,3430,4000,0.8575
M13,leo_clear_weak,rx_tx,11:4,3939,4000,0.98475
M13,leo_clear_weak,rx_tx,11:5,3865,4000,0.96625
M13,leo_clear_weak,rx_tx,2:0,2861,4000,0.71525
M13,leo_clear_weak,rx_tx,2:1,937,4000,0.23425
M13,leo_clear_weak,rx_tx,2:2,1347,4000,0.33675
M13,leo_clear_weak,rx_tx,2:3,182,4000,0.0455
M13,leo_clear_weak,rx_tx,2:4,3371,4000,0.84275
M13,leo_clear_weak,rx_tx,2:5,3838,4000,0.9595
M13,leo_clear_weak,rx_tx,5:0,2418,4000,0.6045
M13,leo_clear_weak,rx_tx,5:1,2245,4000,0.56125
M13,leo_clear_weak,rx_tx,5:2,2773,4000,0.69325
M13,leo_clear_weak,rx_tx,5:3,1885,4000,0.47125
M13,leo_clear_weak,rx_tx,5:4,3866,4000,0.9665
M13,leo_clear_weak,rx_tx,5:5,3933,4000,0.98325
M13,leo_clear_weak,rx_tx,7:0,2715,4000,0.67875
M13,leo_clear_weak,rx_tx,7:1,2078,4000,0.5195
M13,leo_clear_weak,rx_tx,7:2,1295,4000,0.32375
M13,leo_clear_weak,rx_tx,7:3,616,4000,0.154
M13,leo_clear_weak,rx_tx,7:4,1810,4000,0.4525
M13,leo_clear_weak,rx_tx,7:5,3256,4000,0.814
M13,leo_clear_weak,rx_tx,9:0,3537,4000,0.88425
M13,leo_clear_weak,rx_tx,9:1,1308,4000,0.327
M13,leo_clear_weak,rx_tx,9:2,2512,4000,0.628
M13,leo_clear_weak,rx_tx,9:3,3568,4000,0.892
M13,leo_clear_weak,rx_tx,9:4,3971,4000,0.99275
M13,leo_clear_weak,rx_tx,9:5,2492,4000,0.623
M13,leo_clear_weak,scene,all,108396,168000,0.6452142857142857
M13,leo_clear_weak,tx,0,20812,28000,0.7432857142857143
M13,leo_clear_weak,tx,1,13735,28000,0.4905357142857143
M13,leo_clear_weak,tx,2,12890,28000,0.46035714285714285
M13,leo_clear_weak,tx,3,12666,28000,0.45235714285714285
M13,leo_clear_weak,tx,4,23939,28000,0.8549642857142857
M13,leo_clear_weak,tx,5,24354,28000,0.8697857142857143
M13,leo_low_elev_weak,day,0,24849,42000,0.5916428571428571
M13,leo_low_elev_weak,day,1,27268,42000,0.6492380952380953
M13,leo_low_elev_weak,day,2,25363,42000,0.6038809523809524
M13,leo_low_elev_weak,day,3,26642,42000,0.6343333333333333
M13,leo_low_elev_weak,rx,0,15839,24000,0.6599583333333333
M13,leo_low_elev_weak,rx,10,15632,24000,0.6513333333333333
M13,leo_low_elev_weak,rx,11,15867,24000,0.661125
M13,leo_low_elev_weak,rx,2,12382,24000,0.5159166666666667
M13,leo_low_elev_weak,rx,5,16669,24000,0.6945416666666666
M13,leo_low_elev_weak,rx,7,11173,24000,0.4655416666666667
M13,leo_low_elev_weak,rx,9,16560,24000,0.69
M13,leo_low_elev_weak,rx_day,0:0,3455,6000,0.5758333333333333
M13,leo_low_elev_weak,rx_day,0:1,4406,6000,0.7343333333333333
M13,leo_low_elev_weak,rx_day,0:2,4275,6000,0.7125
M13,leo_low_elev_weak,rx_day,0:3,3703,6000,0.6171666666666666
M13,leo_low_elev_weak,rx_day,10:0,4141,6000,0.6901666666666667
M13,leo_low_elev_weak,rx_day,10:1,4061,6000,0.6768333333333333
M13,leo_low_elev_weak,rx_day,10:2,3517,6000,0.5861666666666666
M13,leo_low_elev_weak,rx_day,10:3,3913,6000,0.6521666666666667
M13,leo_low_elev_weak,rx_day,11:0,3818,6000,0.6363333333333333
M13,leo_low_elev_weak,rx_day,11:1,4070,6000,0.6783333333333333
M13,leo_low_elev_weak,rx_day,11:2,3805,6000,0.6341666666666667
M13,leo_low_elev_weak,rx_day,11:3,4174,6000,0.6956666666666667
M13,leo_low_elev_weak,rx_day,2:0,2811,6000,0.4685
M13,leo_low_elev_weak,rx_day,2:1,2974,6000,0.49566666666666664
M13,leo_low_elev_weak,rx_day,2:2,3212,6000,0.5353333333333333
M13,leo_low_elev_weak,rx_day,2:3,3385,6000,0.5641666666666667
M13,leo_low_elev_weak,rx_day,5:0,3669,6000,0.6115
M13,leo_low_elev_weak,rx_day,5:1,4580,6000,0.7633333333333333
M13,leo_low_elev_weak,rx_day,5:2,4522,6000,0.7536666666666667
M13,leo_low_elev_weak,rx_day,5:3,3898,6000,0.6496666666666666
M13,leo_low_elev_weak,rx_day,7:0,3292,6000,0.5486666666666666
M13,leo_low_elev_weak,rx_day,7:1,2748,6000,0.458
M13,leo_low_elev_weak,rx_day,7:2,2138,6000,0.35633333333333334
M13,leo_low_elev_weak,rx_day,7:3,2995,6000,0.49916666666666665
M13,leo_low_elev_weak,rx_day,9:0,3663,6000,0.6105
M13,leo_low_elev_weak,rx_day,9:1,4429,6000,0.7381666666666666
M13,leo_low_elev_weak,rx_day,9:2,3894,6000,0.649
M13,leo_low_elev_weak,rx_day,9:3,4574,6000,0.7623333333333333
M13,leo_low_elev_weak,rx_tx,0:0,3216,4000,0.804
M13,leo_low_elev_weak,rx_tx,0:1,1931,4000,0.48275
M13,leo_low_elev_weak,rx_tx,0:2,2302,4000,0.5755
M13,leo_low_elev_weak,rx_tx,0:3,1898,4000,0.4745
M13,leo_low_elev_weak,rx_tx,0:4,3399,4000,0.84975
M13,leo_low_elev_weak,rx_tx,0:5,3093,4000,0.77325
M13,leo_low_elev_weak,rx_tx,10:0,3117,4000,0.77925
M13,leo_low_elev_weak,rx_tx,10:1,2376,4000,0.594
M13,leo_low_elev_weak,rx_tx,10:2,2132,4000,0.533
M13,leo_low_elev_weak,rx_tx,10:3,843,4000,0.21075
M13,leo_low_elev_weak,rx_tx,10:4,3310,4000,0.8275
M13,leo_low_elev_weak,rx_tx,10:5,3854,4000,0.9635
M13,leo_low_elev_weak,rx_tx,11:0,2822,4000,0.7055
M13,leo_low_elev_weak,rx_tx,11:1,2285,4000,0.57125
M13,leo_low_elev_weak,rx_tx,11:2,251,4000,0.06275
M13,leo_low_elev_weak,rx_tx,11:3,3000,4000,0.75
M13,leo_low_elev_weak,rx_tx,11:4,3892,4000,0.973
M13,leo_low_elev_weak,rx_tx,11:5,3617,4000,0.90425
M13,leo_low_elev_weak,rx_tx,2:0,2897,4000,0.72425
M13,leo_low_elev_weak,rx_tx,2:1,968,4000,0.242
M13,leo_low_elev_weak,rx_tx,2:2,1207,4000,0.30175
M13,leo_low_elev_weak,rx_tx,2:3,191,4000,0.04775
M13,leo_low_elev_weak,rx_tx,2:4,3336,4000,0.834
M13,leo_low_elev_weak,rx_tx,2:5,3783,4000,0.94575
M13,leo_low_elev_weak,rx_tx,5:0,2406,4000,0.6015
M13,leo_low_elev_weak,rx_tx,5:1,2138,4000,0.5345
M13,leo_low_elev_weak,rx_tx,5:2,2686,4000,0.6715
M13,leo_low_elev_weak,rx_tx,5:3,1817,4000,0.45425
M13,leo_low_elev_weak,rx_tx,5:4,3753,4000,0.93825
M13,leo_low_elev_weak,rx_tx,5:5,3869,4000,0.96725
M13,leo_low_elev_weak,rx_tx,7:0,2656,4000,0.664
M13,leo_low_elev_weak,rx_tx,7:1,1929,4000,0.48225
M13,leo_low_elev_weak,rx_tx,7:2,1168,4000,0.292
M13,leo_low_elev_weak,rx_tx,7:3,445,4000,0.11125
M13,leo_low_elev_weak,rx_tx,7:4,1792,4000,0.448
M13,leo_low_elev_weak,rx_tx,7:5,3183,4000,0.79575
M13,leo_low_elev_weak,rx_tx,9:0,3429,4000,0.85725
M13,leo_low_elev_weak,rx_tx,9:1,1289,4000,0.32225
M13,leo_low_elev_weak,rx_tx,9:2,2200,4000,0.55
M13,leo_low_elev_weak,rx_tx,9:3,3097,4000,0.77425
M13,leo_low_elev_weak,rx_tx,9:4,3913,4000,0.97825
M13,leo_low_elev_weak,rx_tx,9:5,2632,4000,0.658
M13,leo_low_elev_weak,scene,all,104122,168000,0.6197738095238096
M13,leo_low_elev_weak,tx,0,20543,28000,0.7336785714285714
M13,leo_low_elev_weak,tx,1,12916,28000,0.4612857142857143
M13,leo_low_elev_weak,tx,2,11946,28000,0.42664285714285716
M13,leo_low_elev_weak,tx,3,11291,28000,0.40325
M13,leo_low_elev_weak,tx,4,23395,28000,0.8355357142857143
M13,leo_low_elev_weak,tx,5,24031,28000,0.85825
M13,leo_rain_weak,day,0,24871,42000,0.5921666666666666
M13,leo_rain_weak,day,1,27266,42000,0.6491904761904762
M13,leo_rain_weak,day,2,25055,42000,0.596547619047619
M13,leo_rain_weak,day,3,26427,42000,0.6292142857142857
M13,leo_rain_weak,rx,0,15553,24000,0.6480416666666666
M13,leo_rain_weak,rx,10,15622,24000,0.6509166666666667
M13,leo_rain_weak,rx,11,15757,24000,0.6565416666666667
M13,leo_rain_weak,rx,2,12431,24000,0.5179583333333333
M13,leo_rain_weak,rx,5,16653,24000,0.693875
M13,leo_rain_weak,rx,7,11293,24000,0.4705416666666667
M13,leo_rain_weak,rx,9,16310,24000,0.6795833333333333
M13,leo_rain_weak,rx_day,0:0,3345,6000,0.5575
M13,leo_rain_weak,rx_day,0:1,4327,6000,0.7211666666666666
M13,leo_rain_weak,rx_day,0:2,4242,6000,0.707
M13,leo_rain_weak,rx_day,0:3,3639,6000,0.6065
M13,leo_rain_weak,rx_day,10:0,4181,6000,0.6968333333333333
M13,leo_rain_weak,rx_day,10:1,4047,6000,0.6745
M13,leo_rain_weak,rx_day,10:2,3458,6000,0.5763333333333334
M13,leo_rain_weak,rx_day,10:3,3936,6000,0.656
M13,leo_rain_weak,rx_day,11:0,3859,6000,0.6431666666666667
M13,leo_rain_weak,rx_day,11:1,4044,6000,0.674
M13,leo_rain_weak,rx_day,11:2,3747,6000,0.6245
M13,leo_rain_weak,rx_day,11:3,4107,6000,0.6845
M13,leo_rain_weak,rx_day,2:0,2821,6000,0.4701666666666667
M13,leo_rain_weak,rx_day,2:1,2998,6000,0.49966666666666665
M13,leo_rain_weak,rx_day,2:2,3237,6000,0.5395
M13,leo_rain_weak,rx_day,2:3,3375,6000,0.5625
M13,leo_rain_weak,rx_day,5:0,3649,6000,0.6081666666666666
M13,leo_rain_weak,rx_day,5:1,4606,6000,0.7676666666666667
M13,leo_rain_weak,rx_day,5:2,4454,6000,0.7423333333333333
M13,leo_rain_weak,rx_day,5:3,3944,6000,0.6573333333333333
M13,leo_rain_weak,rx_day,7:0,3313,6000,0.5521666666666667
M13,leo_rain_weak,rx_day,7:1,2853,6000,0.4755
M13,leo_rain_weak,rx_day,7:2,2113,6000,0.3521666666666667
M13,leo_rain_weak,rx_day,7:3,3014,6000,0.5023333333333333
M13,leo_rain_weak,rx_day,9:0,3703,6000,0.6171666666666666
M13,leo_rain_weak,rx_day,9:1,4391,6000,0.7318333333333333
M13,leo_rain_weak,rx_day,9:2,3804,6000,0.634
M13,leo_rain_weak,rx_day,9:3,4412,6000,0.7353333333333333
M13,leo_rain_weak,rx_tx,0:0,3210,4000,0.8025
M13,leo_rain_weak,rx_tx,0:1,1859,4000,0.46475
M13,leo_rain_weak,rx_tx,0:2,2236,4000,0.559
M13,leo_rain_weak,rx_tx,0:3,1784,4000,0.446
M13,leo_rain_weak,rx_tx,0:4,3373,4000,0.84325
M13,leo_rain_weak,rx_tx,0:5,3091,4000,0.77275
M13,leo_rain_weak,rx_tx,10:0,3178,4000,0.7945
M13,leo_rain_weak,rx_tx,10:1,2338,4000,0.5845
M13,leo_rain_weak,rx_tx,10:2,2090,4000,0.5225
M13,leo_rain_weak,rx_tx,10:3,780,4000,0.195
M13,leo_rain_weak,rx_tx,10:4,3362,4000,0.8405
M13,leo_rain_weak,rx_tx,10:5,3874,4000,0.9685
M13,leo_rain_weak,rx_tx,11:0,2830,4000,0.7075
M13,leo_rain_weak,rx_tx,11:1,2260,4000,0.565
M13,leo_rain_weak,rx_tx,11:2,243,4000,0.06075
M13,leo_rain_weak,rx_tx,11:3,2757,4000,0.68925
M13,leo_rain_weak,rx_tx,11:4,3886,4000,0.9715
M13,leo_rain_weak,rx_tx,11:5,3781,4000,0.94525
M13,leo_rain_weak,rx_tx,2:0,2926,4000,0.7315
M13,leo_rain_weak,rx_tx,2:1,1014,4000,0.2535
M13,leo_rain_weak,rx_tx,2:2,1263,4000,0.31575
M13,leo_rain_weak,rx_tx,2:3,209,4000,0.05225
M13,leo_rain_weak,rx_tx,2:4,3274,4000,0.8185
M13,leo_rain_weak,rx_tx,2:5,3745,4000,0.93625
M13,leo_rain_weak,rx_tx,5:0,2489,4000,0.62225
M13,leo_rain_weak,rx_tx,5:1,2092,4000,0.523
M13,leo_rain_weak,rx_tx,5:2,2669,4000,0.66725
M13,leo_rain_weak,rx_tx,5:3,1754,4000,0.4385
M13,leo_rain_weak,rx_tx,5:4,3730,4000,0.9325
M13,leo_rain_weak,rx_tx,5:5,3919,4000,0.97975
M13,leo_rain_weak,rx_tx,7:0,2784,4000,0.696
M13,leo_rain_weak,rx_tx,7:1,1887,4000,0.47175
M13,leo_rain_weak,rx_tx,7:2,1171,4000,0.29275
M13,leo_rain_weak,rx_tx,7:3,447,4000,0.11175
M13,leo_rain_weak,rx_tx,7:4,1804,4000,0.451
M13,leo_rain_weak,rx_tx,7:5,3200,4000,0.8
M13,leo_rain_weak,rx_tx,9:0,3437,4000,0.85925
M13,leo_rain_weak,rx_tx,9:1,1255,4000,0.31375
M13,leo_rain_weak,rx_tx,9:2,2214,4000,0.5535
M13,leo_rain_weak,rx_tx,9:3,2871,4000,0.71775
M13,leo_rain_weak,rx_tx,9:4,3916,4000,0.979
M13,leo_rain_weak,rx_tx,9:5,2617,4000,0.65425
M13,leo_rain_weak,scene,all,103619,168000,0.6167797619047619
M13,leo_rain_weak,tx,0,20854,28000,0.7447857142857143
M13,leo_rain_weak,tx,1,12705,28000,0.45375
M13,leo_rain_weak,tx,2,11886,28000,0.4245
M13,leo_rain_weak,tx,3,10602,28000,0.37864285714285717
M13,leo_rain_weak,tx,4,23345,28000,0.83375
M13,leo_rain_weak,tx,5,24227,28000,0.86525
M14,clean,day,0,32381,42000,0.7709761904761905
M14,clean,day,1,35467,42000,0.844452380952381
M14,clean,day,2,32612,42000,0.7764761904761904
M14,clean,day,3,34525,42000,0.8220238095238095
M14,clean,rx,0,19883,24000,0.8284583333333333
M14,clean,rx,10,21344,24000,0.8893333333333333
M14,clean,rx,11,19671,24000,0.819625
M14,clean,rx,2,16867,24000,0.7027916666666667
M14,clean,rx,5,20646,24000,0.86025
M14,clean,rx,7,16842,24000,0.70175
M14,clean,rx,9,19732,24000,0.8221666666666667
M14,clean,rx_day,0:0,3936,6000,0.656
M14,clean,rx_day,0:1,5261,6000,0.8768333333333334
M14,clean,rx_day,0:2,5522,6000,0.9203333333333333
M14,clean,rx_day,0:3,5164,6000,0.8606666666666667
M14,clean,rx_day,10:0,5574,6000,0.929
M14,clean,rx_day,10:1,5139,6000,0.8565
M14,clean,rx_day,10:2,4980,6000,0.83
M14,clean,rx_day,10:3,5651,6000,0.9418333333333333
M14,clean,rx_day,11:0,4895,6000,0.8158333333333333
M14,clean,rx_day,11:1,5500,6000,0.9166666666666666
M14,clean,rx_day,11:2,4551,6000,0.7585
M14,clean,rx_day,11:3,4725,6000,0.7875
M14,clean,rx_day,2:0,3630,6000,0.605
M14,clean,rx_day,2:1,3908,6000,0.6513333333333333
M14,clean,rx_day,2:2,4488,6000,0.748
M14,clean,rx_day,2:3,4841,6000,0.8068333333333333
M14,clean,rx_day,5:0,5073,6000,0.8455
M14,clean,rx_day,5:1,5630,6000,0.9383333333333334
M14,clean,rx_day,5:2,5366,6000,0.8943333333333333
M14,clean,rx_day,5:3,4577,6000,0.7628333333333334
M14,clean,rx_day,7:0,5124,6000,0.854
M14,clean,rx_day,7:1,4500,6000,0.75
M14,clean,rx_day,7:2,2761,6000,0.46016666666666667
M14,clean,rx_day,7:3,4457,6000,0.7428333333333333
M14,clean,rx_day,9:0,4149,6000,0.6915
M14,clean,rx_day,9:1,5529,6000,0.9215
M14,clean,rx_day,9:2,4944,6000,0.824
M14,clean,rx_day,9:3,5110,6000,0.8516666666666667
M14,clean,rx_tx,0:0,3967,4000,0.99175
M14,clean,rx_tx,0:1,1449,4000,0.36225
M14,clean,rx_tx,0:2,3141,4000,0.78525
M14,clean,rx_tx,0:3,3873,4000,0.96825
M14,clean,rx_tx,0:4,3993,4000,0.99825
M14,clean,rx_tx,0:5,3460,4000,0.865
M14,clean,rx_tx,10:0,3979,4000,0.99475
M14,clean,rx_tx,10:1,3484,4000,0.871
M14,clean,rx_tx,10:2,3812,4000,0.953
M14,clean,rx_tx,10:3,2084,4000,0.521
M14,clean,rx_tx,10:4,3999,4000,0.99975
M14,clean,rx_tx,10:5,3986,4000,0.9965
M14,clean,rx_tx,11:0,3421,4000,0.85525
M14,clean,rx_tx,11:1,2628,4000,0.657
M14,clean,rx_tx,11:2,1817,4000,0.45425
M14,clean,rx_tx,11:3,3846,4000,0.9615
M14,clean,rx_tx,11:4,3999,4000,0.99975
M14,clean,rx_tx,11:5,3960,4000,0.99
M14,clean,rx_tx,2:0,3890,4000,0.9725
M14,clean,rx_tx,2:1,3098,4000,0.7745
M14,clean,rx_tx,2:2,2499,4000,0.62475
M14,clean,rx_tx,2:3,76,4000,0.019
M14,clean,rx_tx,2:4,3998,4000,0.9995
M14,clean,rx_tx,2:5,3306,4000,0.8265
M14,clean,rx_tx,5:0,3245,4000,0.81125
M14,clean,rx_tx,5:1,3171,4000,0.79275
M14,clean,rx_tx,5:2,3864,4000,0.966
M14,clean,rx_tx,5:3,2504,4000,0.626
M14,clean,rx_tx,5:4,3998,4000,0.9995
M14,clean,rx_tx,5:5,3864,4000,0.966
M14,clean,rx_tx,7:0,3774,4000,0.9435
M14,clean,rx_tx,7:1,2384,4000,0.596
M14,clean,rx_tx,7:2,2269,4000,0.56725
M14,clean,rx_tx,7:3,1289,4000,0.32225
M14,clean,rx_tx,7:4,3990,4000,0.9975
M14,clean,rx_tx,7:5,3136,4000,0.784
M14,clean,rx_tx,9:0,3422,4000,0.8555
M14,clean,rx_tx,9:1,2481,4000,0.62025
M14,clean,rx_tx,9:2,3247,4000,0.81175
M14,clean,rx_tx,9:3,3777,4000,0.94425
M14,clean,rx_tx,9:4,3999,4000,0.99975
M14,clean,rx_tx,9:5,2806,4000,0.7015
M14,clean,scene,all,134985,168000,0.8034821428571428
M14,clean,tx,0,25698,28000,0.9177857142857143
M14,clean,tx,1,18695,28000,0.6676785714285715
M14,clean,tx,2,20649,28000,0.7374642857142857
M14,clean,tx,3,17449,28000,0.6231785714285715
M14,clean,tx,4,27976,28000,0.9991428571428571
M14,clean,tx,5,24518,28000,0.8756428571428572
M14,leo_clear_weak,day,0,24075,42000,0.5732142857142857
M14,leo_clear_weak,day,1,24955,42000,0.5941666666666666
M14,leo_clear_weak,day,2,23700,42000,0.5642857142857143
M14,leo_clear_weak,day,3,25384,42000,0.6043809523809524
M14,leo_clear_weak,rx,0,15781,24000,0.6575416666666667
M14,leo_clear_weak,rx,10,15100,24000,0.6291666666666667
M14,leo_clear_weak,rx,11,14538,24000,0.60575
M14,leo_clear_weak,rx,2,9834,24000,0.40975
M14,leo_clear_weak,rx,5,16360,24000,0.6816666666666666
M14,leo_clear_weak,rx,7,10866,24000,0.45275
M14,leo_clear_weak,rx,9,15635,24000,0.6514583333333334
M14,leo_clear_weak,rx_day,0:0,3533,6000,0.5888333333333333
M14,leo_clear_weak,rx_day,0:1,4041,6000,0.6735
M14,leo_clear_weak,rx_day,0:2,4323,6000,0.7205
M14,leo_clear_weak,rx_day,0:3,3884,6000,0.6473333333333333
M14,leo_clear_weak,rx_day,10:0,4271,6000,0.7118333333333333
M14,leo_clear_weak,rx_day,10:1,3510,6000,0.585
M14,leo_clear_weak,rx_day,10:2,3307,6000,0.5511666666666667
M14,leo_clear_weak,rx_day,10:3,4012,6000,0.6686666666666666
M14,leo_clear_weak,rx_day,11:0,3539,6000,0.5898333333333333
M14,leo_clear_weak,rx_day,11:1,3719,6000,0.6198333333333333
M14,leo_clear_weak,rx_day,11:2,3368,6000,0.5613333333333334
M14,leo_clear_weak,rx_day,11:3,3912,6000,0.652
M14,leo_clear_weak,rx_day,2:0,1873,6000,0.31216666666666665
M14,leo_clear_weak,rx_day,2:1,2337,6000,0.3895
M14,leo_clear_weak,rx_day,2:2,2731,6000,0.45516666666666666
M14,leo_clear_weak,rx_day,2:3,2893,6000,0.4821666666666667
