row,scene,scope,group,correct,total,accuracy
M04,leo_low_elev_weak,rx_tx,0:0,2572,4000,0.643
M04,leo_low_elev_weak,rx_tx,0:1,1677,4000,0.41925
M04,leo_low_elev_weak,rx_tx,0:2,2830,4000,0.7075
M04,leo_low_elev_weak,rx_tx,0:3,2124,4000,0.531
M04,leo_low_elev_weak,rx_tx,0:4,2898,4000,0.7245
M04,leo_low_elev_weak,rx_tx,0:5,3219,4000,0.80475
M04,leo_low_elev_weak,rx_tx,10:0,2343,4000,0.58575
M04,leo_low_elev_weak,rx_tx,10:1,2045,4000,0.51125
M04,leo_low_elev_weak,rx_tx,10:2,2012,4000,0.503
M04,leo_low_elev_weak,rx_tx,10:3,770,4000,0.1925
M04,leo_low_elev_weak,rx_tx,10:4,2535,4000,0.63375
M04,leo_low_elev_weak,rx_tx,10:5,3802,4000,0.9505
M04,leo_low_elev_weak,rx_tx,11:0,2538,4000,0.6345
M04,leo_low_elev_weak,rx_tx,11:1,1853,4000,0.46325
M04,leo_low_elev_weak,rx_tx,11:2,288,4000,0.072
M04,leo_low_elev_weak,rx_tx,11:3,2974,4000,0.7435
M04,leo_low_elev_weak,rx_tx,11:4,3461,4000,0.86525
M04,leo_low_elev_weak,rx_tx,11:5,3529,4000,0.88225
M04,leo_low_elev_weak,rx_tx,2:0,1976,4000,0.494
M04,leo_low_elev_weak,rx_tx,2:1,1017,4000,0.25425
M04,leo_low_elev_weak,rx_tx,2:2,1669,4000,0.41725
M04,leo_low_elev_weak,rx_tx,2:3,172,4000,0.043
M04,leo_low_elev_weak,rx_tx,2:4,2541,4000,0.63525
M04,leo_low_elev_weak,rx_tx,2:5,3609,4000,0.90225
M04,leo_low_elev_weak,rx_tx,5:0,1881,4000,0.47025
M04,leo_low_elev_weak,rx_tx,5:1,1819,4000,0.45475
M04,leo_low_elev_weak,rx_tx,5:2,3095,4000,0.77375
M04,leo_low_elev_weak,rx_tx,5:3,2018,4000,0.5045
M04,leo_low_elev_weak,rx_tx,5:4,3190,4000,0.7975
M04,leo_low_elev_weak,rx_tx,5:5,3680,4000,0.92
M04,leo_low_elev_weak,rx_tx,7:0,1811,4000,0.45275
M04,leo_low_elev_weak,rx_tx,7:1,2039,4000,0.50975
M04,leo_low_elev_weak,rx_tx,7:2,1337,4000,0.33425
M04,leo_low_elev_weak,rx_tx,7:3,662,4000,0.1655
M04,leo_low_elev_weak,rx_tx,7:4,1457,4000,0.36425
M04,leo_low_elev_weak,rx_tx,7:5,3053,4000,0.76325
M04,leo_low_elev_weak,rx_tx,9:0,2920,4000,0.73
M04,leo_low_elev_weak,rx_tx,9:1,1020,4000,0.255
M04,leo_low_elev_weak,rx_tx,9:2,2636,4000,0.659
M04,leo_low_elev_weak,rx_tx,9:3,3126,4000,0.7815
M04,leo_low_elev_weak,rx_tx,9:4,3571,4000,0.89275
M04,leo_low_elev_weak,rx_tx,9:5,2739,4000,0.68475
M04,leo_low_elev_weak,scene,all,96508,168000,0.5744523809523809
M04,leo_low_elev_weak,tx,0,16041,28000,0.5728928571428571
M04,leo_low_elev_weak,tx,1,11470,28000,0.40964285714285714
M04,leo_low_elev_weak,tx,2,13867,28000,0.49525
M04,leo_low_elev_weak,tx,3,11846,28000,0.4230714285714286
M04,leo_low_elev_weak,tx,4,19653,28000,0.7018928571428571
M04,leo_low_elev_weak,tx,5,23631,28000,0.8439642857142857
M04,leo_rain_weak,day,0,23331,42000,0.5555
M04,leo_rain_weak,day,1,25099,42000,0.5975952380952381
M04,leo_rain_weak,day,2,23425,42000,0.5577380952380953
M04,leo_rain_weak,day,3,24757,42000,0.589452380952381
M04,leo_rain_weak,rx,0,15146,24000,0.6310833333333333
M04,leo_rain_weak,rx,10,13611,24000,0.567125
M04,leo_rain_weak,rx,11,14755,24000,0.6147916666666666
M04,leo_rain_weak,rx,2,11096,24000,0.4623333333333333
M04,leo_rain_weak,rx,5,15729,24000,0.655375
M04,leo_rain_weak,rx,7,10530,24000,0.43875
M04,leo_rain_weak,rx,9,15745,24000,0.6560416666666666
M04,leo_rain_weak,rx_day,0:0,3250,6000,0.5416666666666666
M04,leo_rain_weak,rx_day,0:1,4129,6000,0.6881666666666667
M04,leo_rain_weak,rx_day,0:2,4143,6000,0.6905
M04,leo_rain_weak,rx_day,0:3,3624,6000,0.604
M04,leo_rain_weak,rx_day,10:0,3597,6000,0.5995
M04,leo_rain_weak,rx_day,10:1,3507,6000,0.5845
M04,leo_rain_weak,rx_day,10:2,2954,6000,0.49233333333333335
M04,leo_rain_weak,rx_day,10:3,3553,6000,0.5921666666666666
M04,leo_rain_weak,rx_day,11:0,3704,6000,0.6173333333333333
M04,leo_rain_weak,rx_day,11:1,3806,6000,0.6343333333333333
M04,leo_rain_weak,rx_day,11:2,3438,6000,0.573
M04,leo_rain_weak,rx_day,11:3,3807,6000,0.6345
M04,leo_rain_weak,rx_day,2:0,2447,6000,0.4078333333333333
M04,leo_rain_weak,rx_day,2:1,2554,6000,0.4256666666666667
M04,leo_rain_weak,rx_day,2:2,2898,6000,0.483
M04,leo_rain_weak,rx_day,2:3,3197,6000,0.5328333333333334
M04,leo_rain_weak,rx_day,5:0,3546,6000,0.591
M04,leo_rain_weak,rx_day,5:1,4380,6000,0.73
M04,leo_rain_weak,rx_day,5:2,4310,6000,0.7183333333333334
M04,leo_rain_weak,rx_day,5:3,3493,6000,0.5821666666666667
M04,leo_rain_weak,rx_day,7:0,3283,6000,0.5471666666666667
M04,leo_rain_weak,rx_day,7:1,2604,6000,0.434
M04,leo_rain_weak,rx_day,7:2,1887,6000,0.3145
M04,leo_rain_weak,rx_day,7:3,2756,6000,0.4593333333333333
M04,leo_rain_weak,rx_day,9:0,3504,6000,0.584
M04,leo_rain_weak,rx_day,9:1,4119,6000,0.6865
M04,leo_rain_weak,rx_day,9:2,3795,6000,0.6325
M04,leo_rain_weak,rx_day,9:3,4327,6000,0.7211666666666666
M04,leo_rain_weak,rx_tx,0:0,2568,4000,0.642
M04,leo_rain_weak,rx_tx,0:1,1606,4000,0.4015
M04,leo_rain_weak,rx_tx,0:2,2818,4000,0.7045
M04,leo_rain_weak,rx_tx,0:3,2039,4000,0.50975
M04,leo_rain_weak,rx_tx,0:4,2855,4000,0.71375
M04,leo_rain_weak,rx_tx,0:5,3260,4000,0.815
M04,leo_rain_weak,rx_tx,10:0,2445,4000,0.61125
M04,leo_rain_weak,rx_tx,10:1,1973,4000,0.49325
M04,leo_rain_weak,rx_tx,10:2,2036,4000,0.509
M04,leo_rain_weak,rx_tx,10:3,719,4000,0.17975
M04,leo_rain_weak,rx_tx,10:4,2636,4000,0.659
M04,leo_rain_weak,rx_tx,10:5,3802,4000,0.9505
M04,leo_rain_weak,rx_tx,11:0,2629,4000,0.65725
M04,leo_rain_weak,rx_tx,11:1,1895,4000,0.47375
M04,leo_rain_weak,rx_tx,11:2,280,4000,0.07
M04,leo_rain_weak,rx_tx,11:3,2802,4000,0.7005
M04,leo_rain_weak,rx_tx,11:4,3457,4000,0.86425
M04,leo_rain_weak,rx_tx,11:5,3692,4000,0.923
M04,leo_rain_weak,rx_tx,2:0,2133,4000,0.53325
M04,leo_rain_weak,rx_tx,2:1,1026,4000,0.2565
M04,leo_rain_weak,rx_tx,2:2,1732,4000,0.433
M04,leo_rain_weak,rx_tx,2:3,137,4000,0.03425
M04,leo_rain_weak,rx_tx,2:4,2458,4000,0.6145
M04,leo_rain_weak,rx_tx,2:5,3610,4000,0.9025
M04,leo_rain_weak,rx_tx,5:0,1967,4000,0.49175
M04,leo_rain_weak,rx_tx,5:1,1739,4000,0.43475
M04,leo_rain_weak,rx_tx,5:2,3123,4000,0.78075
M04,leo_rain_weak,rx_tx,5:3,1981,4000,0.49525
M04,leo_rain_weak,rx_tx,5:4,3152,4000,0.788
M04,leo_rain_weak,rx_tx,5:5,3767,4000,0.94175
M04,leo_rain_weak,rx_tx,7:0,2059,4000,0.51475
M04,leo_rain_weak,rx_tx,7:1,1948,4000,0.487
M04,leo_rain_weak,rx_tx,7:2,1332,4000,0.333
M04,leo_rain_weak,rx_tx,7:3,685,4000,0.17125
M04,leo_rain_weak,rx_tx,7:4,1431,4000,0.35775
M04,leo_rain_weak,rx_tx,7:5,3075,4000,0.76875
M04,leo_rain_weak,rx_tx,9:0,2894,4000,0.7235
M04,leo_rain_weak,rx_tx,9:1,983,4000,0.24575
M04,leo_rain_weak,rx_tx,9:2,2717,4000,0.67925
M04,leo_rain_weak,rx_tx,9:3,2892,4000,0.723
M04,leo_rain_weak,rx_tx,9:4,3582,4000,0.8955
M04,leo_rain_weak,rx_tx,9:5,2677,4000,0.66925
M04,leo_rain_weak,scene,all,96612,168000,0.5750714285714286
M04,leo_rain_weak,tx,0,16695,28000,0.59625
M04,leo_rain_weak,tx,1,11170,28000,0.3989285714285714
M04,leo_rain_weak,tx,2,14038,28000,0.5013571428571428
M04,leo_rain_weak,tx,3,11255,28000,0.4019642857142857
M04,leo_rain_weak,tx,4,19571,28000,0.6989642857142857
M04,leo_rain_weak,tx,5,23883,28000,0.8529642857142857
M05,clean,day,0,32805,42000,0.7810714285714285
M05,clean,day,1,34538,42000,0.8223333333333334
M05,clean,day,2,32306,42000,0.7691904761904762
M05,clean,day,3,34654,42000,0.8250952380952381
M05,clean,rx,0,19735,24000,0.8222916666666666
M05,clean,rx,10,20382,24000,0.84925
M05,clean,rx,11,18883,24000,0.7867916666666667
M05,clean,rx,2,17320,24000,0.7216666666666667
M05,clean,rx,5,20964,24000,0.8735
M05,clean,rx,7,16916,24000,0.7048333333333333
M05,clean,rx,9,20103,24000,0.837625
M05,clean,rx_day,0:0,4154,6000,0.6923333333333334
M05,clean,rx_day,0:1,5170,6000,0.8616666666666667
M05,clean,rx_day,0:2,5425,6000,0.9041666666666667
M05,clean,rx_day,0:3,4986,6000,0.831
M05,clean,rx_day,10:0,5014,6000,0.8356666666666667
M05,clean,rx_day,10:1,5222,6000,0.8703333333333333
M05,clean,rx_day,10:2,4937,6000,0.8228333333333333
M05,clean,rx_day,10:3,5209,6000,0.8681666666666666
M05,clean,rx_day,11:0,4673,6000,0.7788333333333334
M05,clean,rx_day,11:1,4900,6000,0.8166666666666667
M05,clean,rx_day,11:2,4584,6000,0.764
M05,clean,rx_day,11:3,4726,6000,0.7876666666666666
M05,clean,rx_day,2:0,3941,6000,0.6568333333333334
M05,clean,rx_day,2:1,3680,6000,0.6133333333333333
M05,clean,rx_day,2:2,4774,6000,0.7956666666666666
M05,clean,rx_day,2:3,4925,6000,0.8208333333333333
M05,clean,rx_day,5:0,5107,6000,0.8511666666666666
M05,clean,rx_day,5:1,5672,6000,0.9453333333333334
M05,clean,rx_day,5:2,5426,6000,0.9043333333333333
M05,clean,rx_day,5:3,4759,6000,0.7931666666666667
M05,clean,rx_day,7:0,5380,6000,0.8966666666666666
M05,clean,rx_day,7:1,4357,6000,0.7261666666666666
M05,clean,rx_day,7:2,2576,6000,0.42933333333333334
M05,clean,rx_day,7:3,4603,6000,0.7671666666666667
M05,clean,rx_day,9:0,4536,6000,0.756
M05,clean,rx_day,9:1,5537,6000,0.9228333333333333
M05,clean,rx_day,9:2,4584,6000,0.764
M05,clean,rx_day,9:3,5446,6000,0.9076666666666666
M05,clean,rx_tx,0:0,3971,4000,0.99275
M05,clean,rx_tx,0:1,1528,4000,0.382
M05,clean,rx_tx,0:2,2745,4000,0.68625
M05,clean,rx_tx,0:3,3674,4000,0.9185
M05,clean,rx_tx,0:4,3979,4000,0.99475
M05,clean,rx_tx,0:5,3838,4000,0.9595
M05,clean,rx_tx,10:0,3970,4000,0.9925
M05,clean,rx_tx,10:1,3174,4000,0.7935
M05,clean,rx_tx,10:2,3828,4000,0.957
M05,clean,rx_tx,10:3,1416,4000,0.354
M05,clean,rx_tx,10:4,3999,4000,0.99975
M05,clean,rx_tx,10:5,3995,4000,0.99875
M05,clean,rx_tx,11:0,3675,4000,0.91875
M05,clean,rx_tx,11:1,2767,4000,0.69175
M05,clean,rx_tx,11:2,609,4000,0.15225
M05,clean,rx_tx,11:3,3842,4000,0.9605
M05,clean,rx_tx,11:4,3999,4000,0.99975
M05,clean,rx_tx,11:5,3991,4000,0.99775
M05,clean,rx_tx,2:0,3940,4000,0.985
M05,clean,rx_tx,2:1,2885,4000,0.72125
M05,clean,rx_tx,2:2,2294,4000,0.5735
M05,clean,rx_tx,2:3,210,4000,0.0525
M05,clean,rx_tx,2:4,3997,4000,0.99925
M05,clean,rx_tx,2:5,3994,4000,0.9985
M05,clean,rx_tx,5:0,3405,4000,0.85125
M05,clean,rx_tx,5:1,3160,4000,0.79
M05,clean,rx_tx,5:2,3889,4000,0.97225
M05,clean,rx_tx,5:3,2538,4000,0.6345
M05,clean,rx_tx,5:4,3996,4000,0.999
M05,clean,rx_tx,5:5,3976,4000,0.994
M05,clean,rx_tx,7:0,3814,4000,0.9535
M05,clean,rx_tx,7:1,2362,4000,0.5905
M05,clean,rx_tx,7:2,2078,4000,0.5195
M05,clean,rx_tx,7:3,1492,4000,0.373
M05,clean,rx_tx,7:4,3961,4000,0.99025
M05,clean,rx_tx,7:5,3209,4000,0.80225
M05,clean,rx_tx,9:0,3601,4000,0.90025
M05,clean,rx_tx,9:1,2605,4000,0.65125
M05,clean,rx_tx,9:2,3212,4000,0.803
M05,clean,rx_tx,9:3,3667,4000,0.91675
M05,clean,rx_tx,9:4,3998,4000,0.9995
M05,clean,rx_tx,9:5,3020,4000,0.755
M05,clean,scene,all,134303,168000,0.799422619047619
M05,clean,tx,0,26376,28000,0.942
M05,clean,tx,1,18481,28000,0.6600357142857143
M05,clean,tx,2,18655,28000,0.66625
M05,clean,tx,3,16839,28000,0.6013928571428572
M05,clean,tx,4,27929,28000,0.9974642857142857
M05,clean,tx,5,26023,28000,0.9293928571428571
M05,leo_clear_weak,day,0,25280,42000,0.6019047619047619
M05,leo_clear_weak,day,1,27264,42000,0.6491428571428571
M05,leo_clear_weak,day,2,24597,42000,0.5856428571428571
M05,leo_clear_weak,day,3,26555,42000,0.6322619047619048
M05,leo_clear_weak,rx,0,16853,24000,0.7022083333333333
M05,leo_clear_weak,rx,10,15617,24000,0.6507083333333333
M05,leo_clear_weak,rx,11,15594,24000,0.64975
M05,leo_clear_weak,rx,2,11006,24000,0.45858333333333334
M05,leo_clear_weak,rx,5,17205,24000,0.716875
M05,leo_clear_weak,rx,7,10900,24000,0.45416666666666666
M05,leo_clear_weak,rx,9,16521,24000,0.688375
M05,leo_clear_weak,rx_day,0:0,3824,6000,0.6373333333333333
M05,leo_clear_weak,rx_day,0:1,4388,6000,0.7313333333333333
M05,leo_clear_weak,rx_day,0:2,4626,6000,0.771
M05,leo_clear_weak,rx_day,0:3,4015,6000,0.6691666666666667
M05,leo_clear_weak,rx_day,10:0,4297,6000,0.7161666666666666
M05,leo_clear_weak,rx_day,10:1,4065,6000,0.6775
M05,leo_clear_weak,rx_day,10:2,3319,6000,0.5531666666666667
M05,leo_clear_weak,rx_day,10:3,3936,6000,0.656
M05,leo_clear_weak,rx_day,11:0,3830,6000,0.6383333333333333
M05,leo_clear_weak,rx_day,11:1,4064,6000,0.6773333333333333
M05,leo_clear_weak,rx_day,11:2,3647,6000,0.6078333333333333
M05,leo_clear_weak,rx_day,11:3,4053,6000,0.6755
M05,leo_clear_weak,rx_day,2:0,2288,6000,0.38133333333333336
M05,leo_clear_weak,rx_day,2:1,2695,6000,0.44916666666666666
M05,leo_clear_weak,rx_day,2:2,2965,6000,0.49416666666666664
M05,leo_clear_weak,rx_day,2:3,3058,6000,0.5096666666666667
M05,leo_clear_weak,rx_day,5:0,3939,6000,0.6565
M05,leo_clear_weak,rx_day,5:1,4911,6000,0.8185
M05,leo_clear_weak,rx_day,5:2,4533,6000,0.7555
M05,leo_clear_weak,rx_day,5:3,3822,6000,0.637
M05,leo_clear_weak,rx_day,7:0,3621,6000,0.6035
M05,leo_clear_weak,rx_day,7:1,2588,6000,0.43133333333333335
M05,leo_clear_weak,rx_day,7:2,1775,6000,0.29583333333333334
M05,leo_clear_weak,rx_day,7:3,2916,6000,0.486
M05,leo_clear_weak,rx_day,9:0,3481,6000,0.5801666666666667
M05,leo_clear_weak,rx_day,9:1,4553,6000,0.7588333333333334
M05,leo_clear_weak,rx_day,9:2,3732,6000,0.622
M05,leo_clear_weak,rx_day,9:3,4755,6000,0.7925
M05,leo_clear_weak,rx_tx,0:0,2516,4000,0.629
M05,leo_clear_weak,rx_tx,0:1,1720,4000,0.43
M05,leo_clear_weak,rx_tx,0:2,2887,4000,0.72175
M05,leo_clear_weak,rx_tx,0:3,3292,4000,0.823
M05,leo_clear_weak,rx_tx,0:4,3316,4000,0.829
M05,leo_clear_weak,rx_tx,0:5,3122,4000,0.7805
M05,leo_clear_weak,rx_tx,10:0,2429,4000,0.60725
M05,leo_clear_weak,rx_tx,10:1,2433,4000,0.60825
M05,leo_clear_weak,rx_tx,10:2,2125,4000,0.53125
M05,leo_clear_weak,rx_tx,10:3,1483,4000,0.37075
M05,leo_clear_weak,rx_tx,10:4,3221,4000,0.80525
M05,leo_clear_weak,rx_tx,10:5,3926,4000,0.9815
M05,leo_clear_weak,rx_tx,11:0,1949,4000,0.48725
M05,leo_clear_weak,rx_tx,11:1,1940,4000,0.485
M05,leo_clear_weak,rx_tx,11:2,236,4000,0.059
M05,leo_clear_weak,rx_tx,11:3,3768,4000,0.942
M05,leo_clear_weak,rx_tx,11:4,3878,4000,0.9695
M05,leo_clear_weak,rx_tx,11:5,3823,4000,0.95575
M05,leo_clear_weak,rx_tx,2:0,1424,4000,0.356
M05,leo_clear_weak,rx_tx,2:1,333,4000,0.08325
M05,leo_clear_weak,rx_tx,2:2,1989,4000,0.49725
M05,leo_clear_weak,rx_tx,2:3,313,4000,0.07825
M05,leo_clear_weak,rx_tx,2:4,3218,4000,0.8045
M05,leo_clear_weak,rx_tx,2:5,3729,4000,0.93225
M05,leo_clear_weak,rx_tx,5:0,1889,4000,0.47225
M05,leo_clear_weak,rx_tx,5:1,1953,4000,0.48825
M05,leo_clear_weak,rx_tx,5:2,3367,4000,0.84175
M05,leo_clear_weak,rx_tx,5:3,2424,4000,0.606
M05,leo_clear_weak,rx_tx,5:4,3769,4000,0.94225
M05,leo_clear_weak,rx_tx,5:5,3803,4000,0.95075
M05,leo_clear_weak,rx_tx,7:0,1836,4000,0.459
M05,leo_clear_weak,rx_tx,7:1,1863,4000,0.46575
M05,leo_clear_weak,rx_tx,7:2,1114,4000,0.2785
M05,leo_clear_weak,rx_tx,7:3,1314,4000,0.3285
M05,leo_clear_weak,rx_tx,7:4,1670,4000,0.4175
M05,leo_clear_weak,rx_tx,7:5,3103,4000,0.77575
M05,leo_clear_weak,rx_tx,9:0,2761,4000,0.69025
M05,leo_clear_weak,rx_tx,9:1,1085,4000,0.27125
M05,leo_clear_weak,rx_tx,9:2,2684,4000,0.671
M05,leo_clear_weak,rx_tx,9:3,3790,4000,0.9475
M05,leo_clear_weak,rx_tx,9:4,3898,4000,0.9745
M05,leo_clear_weak,rx_tx,9:5,2303,4000,0.57575
M05,leo_clear_weak,scene,all,103696,168000,0.6172380952380953
M05,leo_clear_weak,tx,0,14804,28000,0.5287142857142857
M05,leo_clear_weak,tx,1,11327,28000,0.4045357142857143
M05,leo_clear_weak,tx,2,14402,28000,0.5143571428571428
M05,leo_clear_weak,tx,3,16384,28000,0.5851428571428572
M05,leo_clear_weak,tx,4,22970,28000,0.8203571428571429
M05,leo_clear_weak,tx,5,23809,28000,0.8503214285714286
M05,leo_low_elev_weak,day,0,24232,42000,0.576952380952381
M05,leo_low_elev_weak,day,1,26274,42000,0.6255714285714286
M05,leo_low_elev_weak,day,2,24379,42000,0.5804523809523809
M05,leo_low_elev_weak,day,3,25755,42000,0.6132142857142857
M05,leo_low_elev_weak,rx,0,16304,24000,0.6793333333333333
M05,leo_low_elev_weak,rx,10,15098,24000,0.6290833333333333
M05,leo_low_elev_weak,rx,11,15026,24000,0.6260833333333333
M05,leo_low_elev_weak,rx,2,10981,24000,0.4575416666666667
M05,leo_low_elev_weak,rx,5,16746,24000,0.69775
M05,leo_low_elev_weak,rx,7,10381,24000,0.43254166666666666
M05,leo_low_elev_weak,rx,9,16104,24000,0.671
M05,leo_low_elev_weak,rx_day,0:0,3586,6000,0.5976666666666667
M05,leo_low_elev_weak,rx_day,0:1,4340,6000,0.7233333333333334
M05,leo_low_elev_weak,rx_day,0:2,4494,6000,0.749
M05,leo_low_elev_weak,rx_day,0:3,3884,6000,0.6473333333333333
M05,leo_low_elev_weak,rx_day,10:0,4068,6000,0.678
M05,leo_low_elev_weak,rx_day,10:1,3951,6000,0.6585
M05,leo_low_elev_weak,rx_day,10:2,3306,6000,0.551
M05,leo_low_elev_weak,rx_day,10:3,3773,6000,0.6288333333333334
M05,leo_low_elev_weak,rx_day,11:0,3640,6000,0.6066666666666667
M05,leo_low_elev_weak,rx_day,11:1,3851,6000,0.6418333333333334
M05,leo_low_elev_weak,rx_day,11:2,3615,6000,0.6025
M05,leo_low_elev_weak,rx_day,11:3,3920,6000,0.6533333333333333
M05,leo_low_elev_weak,rx_day,2:0,2331,6000,0.3885
M05,leo_low_elev_weak,rx_day,2:1,2652,6000,0.442
M05,leo_low_elev_weak,rx_day,2:2,2911,6000,0.4851666666666667
M05,leo_low_elev_weak,rx_day,2:3,3087,6000,0.5145
M05,leo_low_elev_weak,rx_day,5:0,3835,6000,0.6391666666666667
M05,leo_low_elev_weak,rx_day,5:1,4728,6000,0.788
M05,leo_low_elev_weak,rx_day,5:2,4523,6000,0.7538333333333334
M05,leo_low_elev_weak,rx_day,5:3,3660,6000,0.61
M05,leo_low_elev_weak,rx_day,7:0,3284,6000,0.5473333333333333
M05,leo_low_elev_weak,rx_day,7:1,2481,6000,0.4135
M05,leo_low_elev_weak,rx_day,7:2,1769,6000,0.29483333333333334
M05,leo_low_elev_weak,rx_day,7:3,2847,6000,0.4745
M05,leo_low_elev_weak,rx_day,9:0,3488,6000,0.5813333333333334
M05,leo_low_elev_weak,rx_day,9:1,4271,6000,0.7118333333333333
M05,leo_low_elev_weak,rx_day,9:2,3761,6000,0.6268333333333334
M05,leo_low_elev_weak,rx_day,9:3,4584,6000,0.764
M05,leo_low_elev_weak,rx_tx,0:0,2559,4000,0.63975
M05,leo_low_elev_weak,rx_tx,0:1,1640,4000,0.41
M05,leo_low_elev_weak,rx_tx,0:2,2735,4000,0.68375
M05,leo_low_elev_weak,rx_tx,0:3,3028,4000,0.757
M05,leo_low_elev_weak,rx_tx,0:4,3208,4000,0.802
M05,leo_low_elev_weak,rx_tx,0:5,3134,4000,0.7835
M05,leo_low_elev_weak,rx_tx,10:0,2318,4000,0.5795
M05,leo_low_elev_weak,rx_tx,10:1,2285,4000,0.57125
M05,leo_low_elev_weak,rx_tx,10:2,2010,4000,0.5025
M05,leo_low_elev_weak,rx_tx,10:3,1575,4000,0.39375
M05,leo_low_elev_weak,rx_tx,10:4,3067,4000,0.76675
M05,leo_low_elev_weak,rx_tx,10:5,3843,4000,0.96075
M05,leo_low_elev_weak,rx_tx,11:0,1974,4000,0.4935
M05,leo_low_elev_weak,rx_tx,11:1,1815,4000,0.45375
M05,leo_low_elev_weak,rx_tx,11:2,183,4000,0.04575
M05,leo_low_elev_weak,rx_tx,11:3,3611,4000,0.90275
M05,leo_low_elev_weak,rx_tx,11:4,3816,4000,0.954
M05,leo_low_elev_weak,rx_tx,11:5,3627,4000,0.90675
M05,leo_low_elev_weak,rx_tx,2:0,1522,4000,0.3805
M05,leo_low_elev_weak,rx_tx,2:1,448,4000,0.112
M05,leo_low_elev_weak,rx_tx,2:2,1837,4000,0.45925
M05,leo_low_elev_weak,rx_tx,2:3,315,4000,0.07875
M05,leo_low_elev_weak,rx_tx,2:4,3136,4000,0.784
M05,leo_low_elev_weak,rx_tx,2:5,3723,4000,0.93075
M05,leo_low_elev_weak,rx_tx,5:0,1895,4000,0.47375
M05,leo_low_elev_weak,rx_tx,5:1,1876,4000,0.469
M05,leo_low_elev_weak,rx_tx,5:2,3161,4000,0.79025
M05,leo_low_elev_weak,rx_tx,5:3,2439,4000,0.60975
M05,leo_low_elev_weak,rx_tx,5:4,3638,4000,0.9095
M05,leo_low_elev_weak,rx_tx,5:5,3737,4000,0.93425
M05,leo_low_elev_weak,rx_tx,7:0,1757,4000,0.43925
M05,leo_low_elev_weak,rx_tx,7:1,1753,4000,0.43825
M05,leo_low_elev_weak,rx_tx,7:2,1068,4000,0.267
M05,leo_low_elev_weak,rx_tx,7:3,1101,4000,0.27525
M05,leo_low_elev_weak,rx_tx,7:4,1666,4000,0.4165
M05,leo_low_elev_weak,rx_tx,7:5,3036,4000,0.759
M05,leo_low_elev_weak,rx_tx,9:0,2751,4000,0.68775
M05,leo_low_elev_weak,rx_tx,9:1,1043,4000,0.26075
M05,leo_low_elev_weak,rx_tx,9:2,2395,4000,0.59875
M05,leo_low_elev_weak,rx_tx,9:3,3583,4000,0.89575
M05,leo_low_elev_weak,rx_tx,9:4,3797,4000,0.94925
M05,leo_low_elev_weak,rx_tx,9:5,2535,4000,0.63375
M05,leo_low_elev_weak,scene,all,100640,168000,0.599047619047619
M05,leo_low_elev_weak,tx,0,14776,28000,0.5277142857142857
M05,leo_low_elev_weak,tx,1,10860,28000,0.38785714285714284
M05,leo_low_elev_weak,tx,2,13389,28000,0.47817857142857145
M05,leo_low_elev_weak,tx,3,15652,28000,0.559
M05,leo_low_elev_weak,tx,4,22328,28000,0.7974285714285714
M05,leo_low_elev_weak,tx,5,23635,28000,0.8441071428571428
M05,leo_rain_weak,day,0,24350,42000,0.5797619047619048
M05,leo_rain_weak,day,1,26394,42000,0.6284285714285714
M05,leo_rain_weak,day,2,24233,42000,0.5769761904761905
M05,leo_rain_weak,day,3,25661,42000,0.6109761904761905
M05,leo_rain_weak,rx,0,16065,24000,0.669375
M05,leo_rain_weak,rx,10,15148,24000,0.6311666666666667
M05,leo_rain_weak,rx,11,14989,24000,0.6245416666666667
M05,leo_rain_weak,rx,2,10988,24000,0.4578333333333333
M05,leo_rain_weak,rx,5,16737,24000,0.697375
M05,leo_rain_weak,rx,7,10653,24000,0.443875
M05,leo_rain_weak,rx,9,16058,24000,0.6690833333333334
M05,leo_rain_weak,rx_day,0:0,3530,6000,0.5883333333333334
M05,leo_rain_weak,rx_day,0:1,4269,6000,0.7115
M05,leo_rain_weak,rx_day,0:2,4398,6000,0.733
M05,leo_rain_weak,rx_day,0:3,3868,6000,0.6446666666666667
M05,leo_rain_weak,rx_day,10:0,4108,6000,0.6846666666666666
M05,leo_rain_weak,rx_day,10:1,3948,6000,0.658
M05,leo_rain_weak,rx_day,10:2,3246,6000,0.541
M05,leo_rain_weak,rx_day,10:3,3846,6000,0.641
M05,leo_rain_weak,rx_day,11:0,3701,6000,0.6168333333333333
M05,leo_rain_weak,rx_day,11:1,3825,6000,0.6375
M05,leo_rain_weak,rx_day,11:2,3599,6000,0.5998333333333333
M05,leo_rain_weak,rx_day,11:3,3864,6000,0.644
M05,leo_rain_weak,rx_day,2:0,2333,6000,0.3888333333333333
M05,leo_rain_weak,rx_day,2:1,2652,6000,0.442
M05,leo_rain_weak,rx_day,2:2,2966,6000,0.49433333333333335
M05,leo_rain_weak,rx_day,2:3,3037,6000,0.5061666666666667
M05,leo_rain_weak,rx_day,5:0,3812,6000,0.6353333333333333
M05,leo_rain_weak,rx_day,5:1,4789,6000,0.7981666666666667
M05,leo_rain_weak,rx_day,5:2,4459,6000,0.7431666666666666
M05,leo_rain_weak,rx_day,5:3,3677,6000,0.6128333333333333
M05,leo_rain_weak,rx_day,7:0,3416,6000,0.5693333333333334
M05,leo_rain_weak,rx_day,7:1,2568,6000,0.428
