method,completed_seeds,clean_mean,clean_seed_sample_std,leo_mean,leo_seed_sample_std,train_hours_mean,train_peak_allocated_gib_mean,worst_leo_receiver_acc_mean,paired_leo_mean_delta_pp,paired_clean_mean_delta_pp
MATCHED_ZERO,3,82.56031746031746,0.1738506284293822,72.3925113086184,0.15135753416259798,21.776886733306778,1.7645039558410645,61.083333333333336,0.0,0.0
A_POINT,3,82.61289682539683,0.34911327448301505,72.65950215815168,0.2333273918950505,40.48485992305809,3.6670358975728354,62.21527777777778,0.26699084953329094,0.052579365079367335
ASYMMETRIC,3,82.6204365079365,0.39607195337773754,72.59921820725772,0.20522544380145513,45.93612954331769,3.7960832913716636,61.75138888888889,0.20670689863932998,0.060119047619049105
POINT_MEMORY,3,82.77678571428571,0.45755538492308107,72.56926273288283,0.1234531580057871,42.323188037077585,3.751511573791504,61.53472222222222,0.1767514242644476,0.216468253968254
TANGENT,3,82.66666666666667,0.5178663792279791,72.69387655445716,0.1269773382490922,47.131464414751086,3.9504621823628745,62.0875,0.3013652458387668,0.10634920634920775
ROUTE,3,82.7186507936508,0.2109968623603828,72.66110599984187,0.22999027774036596,49.302740780644946,4.264694849650065,61.99861111111111,0.2685946912234698,0.15833333333333618
TANGENT_ROUTE,3,82.1984126984127,0.35723031336605077,72.58965683549387,0.14001065527107492,46.456597833699654,4.266707420349121,62.045833333333334,0.19714552687548328,-0.36190476190475823
B_SAFE,2,82.46815476190477,0.01473139127471639,72.55898252453095,0.15822072529806347,44.69829263713625,3.7787771224975586,61.599999999999994,0.25385752199587586,-0.09434523809523654
