row_id,family,epoch,phase,stage_phase,lr,epoch_time_s,train_loss,train_loss_labeled,train_loss_unlabeled,train_loss_tx_labeled,train_w_loss_domain_labeled,train_w_loss_adv_labeled,train_loss_daot_total,train_loss_daot_unlabeled,val_tx_acc,stage_source_val_sat_mean_tx,val_dom_acc,train_skipped_nonfinite_grad,train_skipped_nonfinite_loss,train_optimizer_step_applied
A1,V1,1,label,S1_core,4e-05,201.77094912528992,6.610314716089953,5.825124427004978,0.7851903019724665,2.341619854574805,2.421998522303126,0.6638066653195802,0.0,0.0,93.91481481481482,79.69012345679012,36.44814814814815,0.013513513513513514,0.0,0.9864864864864865
A1,V1,2,label,S1_core,8e-05,189.70359659194946,5.1002115043433935,4.501706983592059,0.5985045317593995,1.8768187557254825,1.6446273267806113,0.6598749131232768,0.0,0.0,95.8,79.48641975308642,54.67777777777778,0.0045045045045045045,0.0,0.9954954954954955
A1,V1,3,label,S1_core,0.00012,193.71863389015198,4.257575470048028,3.7273357827384195,0.5302396879808323,1.5365849652805843,1.2706256562525087,0.656422449124826,0.0,0.0,96.61481481481482,78.58765432098765,62.096296296296295,0.0,0.0,1.0
A1,V1,4,label,S1_core,0.00016,189.93378400802612,3.7698911020347663,3.2758918340141707,0.49399927594103255,1.325916977280432,1.0638316509959933,0.653428025610812,0.0,0.0,96.95925925925926,79.02716049382717,68.73333333333333,0.0,0.0,1.0
A1,V1,5,label,S1_core,0.0002,190.67976188659668,3.6327311058302185,3.161142058737643,0.4715890505829373,1.3449349670528292,0.9341166841017233,0.6538622532341931,0.0,0.0,97.30740740740741,77.83703703703704,71.71111111111111,0.0045045045045045045,0.0,0.9954954954954955
A1,V1,6,label,S1_core,0.0002,190.1838517189026,3.5438434073516913,3.088690171370635,0.4551532362495457,1.3528037431003812,0.8656679512681188,0.6528212191822292,0.0,0.0,97.38888888888889,76.2925925925926,74.02222222222223,0.0,0.0,1.0
A1,V1,7,label,S1_core,0.0001999812735370286,188.91856813430786,3.3753668596078685,2.9290713189958453,0.446295541551736,1.255488427372666,0.8095728558999998,0.6532330107581508,0.0,0.0,97.3,72.11728395061728,76.15555555555555,0.0,0.0,1.0
A1,V1,8,label,S1_core,0.00019992510194101246,197.9021816253662,3.403476781136281,2.9629700806763797,0.44050669898320965,1.3030249076383609,0.7965744596880835,0.6536708466104559,0.0,0.0,97.23703703703704,79.4962962962963,76.9037037037037,0.0,0.0,1.0
A1,V1,9,label,S1_core,0.00019983150858740302,195.31830525398254,3.2150912311700015,2.7804763676883937,0.4346148722075127,1.1883377252264067,0.7388874448097504,0.6545060260875805,0.0,0.0,97.84074074074074,79.9925925925926,77.52592592592593,0.0,0.0,1.0
A1,V1,10,label,S1_core,0.0001997005324244774,191.73619413375854,3.2682191036842965,2.8366738477268734,0.43154525542044425,1.249296559171902,0.7259388234432753,0.6552540888120463,0.0,0.0,97.88148148148149,79.5283950617284,78.24814814814815,0.0045045045045045045,0.0,0.9954954954954955
A1,V1,11,label,S1_core,0.00019953222795713037,156.18845796585083,3.02813200585477,2.59953607739629,0.4285959447020883,1.0825307542407834,0.6787162400312252,0.6561676956511833,0.0,0.0,97.67037037037036,78.28641975308642,79.85555555555555,0.0045045045045045045,0.0,0.9954954954954955
A1,V1,12,label,S1_core,0.0001993266652241925,164.11928033828735,3.6623900849539957,3.2370215971190652,0.42536847427621616,1.5627645133650518,0.7716240817093635,0.6559967449656477,0.0,0.0,98.03333333333333,79.65061728395062,80.15925925925926,0.0,0.0,1.0
A1,V1,13,label,S1_core,0.00019908392976928396,164.4875886440277,3.612739322958766,3.1892764525370554,0.423462870555955,1.5427481993898615,0.7454334543094979,0.6567758061327376,0.0,0.0,97.8962962962963,79.18148148148147,80.78518518518518,0.0,0.0,1.0
A1,V1,14,label,S1_core,0.000198804122605216,163.16546964645386,3.552123090168377,3.1298454360918955,0.42227765447921584,1.4950496674523697,0.7390889881161956,0.6557653353020951,0.0,0.0,97.6962962962963,79.22716049382716,79.37777777777778,0.0,0.0,1.0
A1,V1,15,label,S1_core,0.00019848736017195526,163.93080830574036,3.3321100634497567,2.9125766705822302,0.4195333899141432,1.3343508800676278,0.6954066522486575,0.6563784813021755,0.0,0.0,98.04074074074074,80.81851851851853,81.62592592592593,0.0,0.0,1.0
A1,V1,16,label,S1_core,0.00019813377428816792,170.17522740364075,3.582057544776985,3.1633467889046885,0.4187107584229461,1.5015524095511652,0.7534258725406887,0.6563576674676156,0.0,0.0,97.95185185185186,79.57530864197531,80.5925925925926,0.0,0.0,1.0
A1,V1,17,label,S2_stabilize_aux,0.00019774351209636413,176.88132166862488,3.8250679577793085,3.4075514378848375,0.4175165155986408,1.6229120230151188,0.7595461988234306,0.657426225977975,0.0,0.0,98.14814814814815,80.56296296296296,81.57777777777778,0.0045045045045045045,0.0,0.9954954954954955
A1,V1,18,label,S2_stabilize_aux,0.00019731673600166582,241.71615314483643,3.924356175435556,3.506980477689623,0.4173756886172939,1.6890700589026417,0.765323895323384,0.6582080195615957,0.0,0.0,98.31481481481481,81.22839506172839,79.87407407407407,0.0,0.0,1.0
A1,V1,19,label,S2_stabilize_aux,0.0001968536236042226,244.6394340991974,3.710145546509339,3.2935523326332503,0.41659321051997106,1.5497132018208504,0.728186463182037,0.65898907990069,0.0,0.0,98.27777777777777,82.12345679012346,81.38148148148149,0.0045045045045045045,0.0,0.9954954954954955
A1,V1,20,label,S2_stabilize_aux,0.0001963543676253048,389.4853491783142,3.6657427055341705,3.250340119138494,0.41540259028877224,1.508811308893266,0.7277083658688778,0.6604941906155767,0.0,0.0,97.80740740740741,79.91975308641976,81.11111111111111,0.0,0.0,1.0
A1,V1,21,label,S2_stabilize_aux,0.0001958191758271035,431.496545791626,3.8792282171077557,3.4508782571500487,0.42834996210562215,1.6509673406143446,0.7356976263963424,0.6610623998147948,0.02084065323510954,0.013817080279795436,98.0037037037037,79.13086419753085,82.13333333333334,0.02252252252252252,0.0,0.9774774774774775
A1,V1,22,label,S2_stabilize_aux,0.00019524827092627192,425.85383200645447,3.7272951742550275,3.286282900754396,0.44101228074984505,1.5100381583109632,0.714317645172815,0.6634982389372748,0.041860557874446515,0.027792293377019262,98.1037037037037,82.48148148148148,80.57407407407408,0.013513513513513514,0.0,0.9864864864864865
A1,V1,23,label,S2_stabilize_aux,0.00019464189050124307,427.5834729671478,4.065550268233359,3.610312105836095,0.4552381709889249,1.7087213775931716,0.7701424595203485,0.6653247427295994,0.06275200410871892,0.041761467535350774,98.06296296296296,83.7679012345679,82.50740740740741,0.03153153153153153,0.0,0.9684684684684685
A1,V1,24,label,S2_stabilize_aux,0.00019400028689336302,432.56307196617126,3.7771985992655024,3.3055882754626573,0.47161032527953656,1.5078303508192032,0.6902290079239253,0.6672016121782698,0.0834206452609988,0.056160811200603705,98.18148148148148,81.00987654320988,81.89259259259259,0.0045045045045045045,0.0,0.9954954954954955
A1,V1,25,label,S2_stabilize_aux,0.0001933237271018808,441.3076477050781,3.7888927561742767,3.306036449767448,0.4828562982179023,1.4612219747457955,0.7088369924474407,0.6692578199210467,0.105033445633478,0.06964363723254956,97.56296296296296,79.76172839506172,82.28518518518518,0.009009009009009009,0.0,0.990990990990991
A1,V1,26,label,S2_stabilize_aux,0.00019261249267283836,434.35345125198364,4.392538012148024,3.8939303422833347,0.49860767751663654,1.8579886403975185,0.7919215202868521,0.67627815298132,0.1260026909142464,0.0830644582574432,98.2,83.1888888888889,82.5925925925926,0.0,0.0,1.0
A1,V1,27,label,S2_stabilize_aux,0.00019186687958190667,436.4141209125519,3.7904085575997293,3.273172085886603,0.5172364641954234,1.3994988245335784,0.6860435006317792,0.6857784763649777,0.14605517708906182,0.09742340536133663,98.33333333333333,83.41358024691358,82.97777777777777,0.0045045045045045045,0.0,0.9954954954954955
A1,V1,28,label,S2_stabilize_aux,0.00019108719811121772,432.3897542953491,3.861196886848759,3.3218807223680855,0.5393161626012476,1.4148920382465329,0.6769519138175089,0.6978999550815101,0.16641483694180711,0.11257287057804631,97.84814814814816,82.18888888888888,82.66296296296296,0.0,0.0,1.0
A1,V1,29,label,S2_stabilize_aux,0.00019027377272024247,433.6858811378479,3.9213455979888505,3.3608139855367645,0.5605316100356815,1.4219462782614403,0.6779383079962688,0.7073113069877969,0.18882723736601906,0.12581232005545684,98.12592592592593,82.53086419753087,82.58888888888889,0.0,0.0,1.0
A1,V1,30,label,S2_stabilize_aux,0.00018942694191076892,431.5550105571747,4.24772373298267,3.6750352028253914,0.5726884992809983,1.6426926015934966,0.7122198998391092,0.701851841565725,0.20884203749734,0.14282915153884673,98.28888888888889,83.71111111111111,82.61481481481482,0.013513513513513514,0.0,0.9864864864864865
A1,V1,31,label,S2_stabilize_aux,0.00018854705808603705,437.3974733352661,4.0869135867368,3.481225678512642,0.605687937489501,1.3634920081643909,0.8152328658479828,0.7136622213565551,0.2245398346368257,0.15749029701088998,98.16296296296296,83.87530864197531,82.31851851851852,0.0,0.0,1.0
A1,V1,32,label,S2_stabilize_aux,0.00018763448740408825,434.35881757736206,4.333838312475531,3.6917011453224733,0.6421371628572276,1.4573214798830114,0.8716392649992092,0.7363373774128992,0.2490045038295222,0.17111263390596923,98.31111111111112,82.74938271604938,82.23333333333333,0.0,0.0,1.0
