row_id,family,field,valid_epochs,first_epoch,first,last_epoch,last,min_epoch,min,max_epoch,max,mean,nonzero_epochs,first_nonzero_epoch
A1,V1,train_loss,200,1,6.610314716089953,200,223.21103441393052,11,3.02813200585477,200,223.21103441393052,84.94410102638844,200,1
A1,V1,train_loss_adv_confusion_labeled,200,1,0.0,200,0.0,1,0.0,1,0.0,0.0,0,
A1,V1,train_loss_adv_discriminator_labeled,200,1,0.0,200,0.0,1,0.0,1,0.0,0.0,0,
A1,V1,train_loss_adv_labeled,200,1,2.7094149074038945,200,3.7283506737099037,6,2.6645763543275027,199,3.746815269057815,3.385904835500159,200,1
A1,V1,train_loss_closed_group,200,1,6.609517039479436,200,222.36207752399616,11,3.0200556409251584,200,222.36207752399616,84.24100603944815,200,1
A1,V1,train_loss_cons_labeled,200,1,0.0,200,0.25835136894707206,1,0.0,55,0.9998042476069819,0.38729968509158574,184,17
A1,V1,train_loss_crra_condition_tx_adv_labeled,200,1,0.0,200,0.0,1,0.0,1,0.0,0.0,0,
A1,V1,train_loss_crra_energy_labeled,200,1,0.0,200,0.0,1,0.0,1,0.0,0.0,0,
A1,V1,train_loss_crra_gate_l1_labeled,200,1,0.0,200,0.0,1,0.0,1,0.0,0.0,0,
A1,V1,train_loss_crra_nuisance_labeled,200,1,0.0,200,0.0,1,0.0,1,0.0,0.0,0,
A1,V1,train_loss_crra_pair_labeled,200,1,0.0,200,0.0,1,0.0,1,0.0,0.0,0,
A1,V1,train_loss_crra_sat_shell_labeled,200,1,0.0,200,0.0,1,0.0,1,0.0,0.0,0,
A1,V1,train_loss_daot_fingerprint,200,1,0.0,200,0.0,1,0.0,1,0.0,0.0,0,
A1,V1,train_loss_daot_nuisance,200,1,0.0,200,0.44471225129054476,1,0.0,90,0.5535324315230051,0.42417353802637475,180,21
A1,V1,train_loss_daot_orbit_logit,200,1,0.0,200,5.058070709039499,1,0.0,37,17.10297763669813,5.380496912437517,180,21
A1,V1,train_loss_daot_orbit_proto,200,1,0.0,200,0.0,1,0.0,1,0.0,0.0,0,
A1,V1,train_loss_daot_orbit_relation,200,1,0.0,200,0.0,1,0.0,1,0.0,0.0,0,
A1,V1,train_loss_daot_orbit_z,200,1,0.0,200,0.2170992591628083,1,0.0,57,0.9979455218658791,0.3748211665803919,180,21
A1,V1,train_loss_daot_tangent,200,1,0.0,200,0.0,1,0.0,1,0.0,0.0,0,
A1,V1,train_loss_daot_total,200,1,0.0,200,0.7546750132565025,1,0.0,61,0.8766950452112937,0.6111018917663023,180,21
A1,V1,train_loss_daot_unlabeled,200,1,0.0,200,0.6423519417509302,1,0.0,79,0.7237286181063265,0.510163586979757,180,21
A1,V1,train_loss_direct_metric_accept,200,1,0.0,200,0.0,1,0.0,1,0.0,0.0,0,
A1,V1,train_loss_domain_labeled,200,1,2.421998522303126,200,186.22170924281215,28,0.6769519138175089,200,186.22170924281215,66.12482195524146,200,1
