row_id,family,field,valid_epochs,first_epoch,first,last_epoch,last,min_epoch,min,max_epoch,max,mean,nonzero_epochs,first_nonzero_epoch
A1,V1,loss_weight_sat_cls,200,1,0.68,200,0.68,1,0.68,1,0.68,0.68,200,1
A1,V1,loss_weight_sat_cons,200,1,0.0,200,0.0,1,0.0,1,0.0,0.0,0,
A1,V1,loss_weight_soft_unknown_mixup,200,1,0.0045,200,0.0045,1,0.0045,1,0.0045,0.0045,200,1
A1,V1,loss_weight_source_episode,200,1,0.0035,200,0.0035,1,0.0035,1,0.0035,0.0035,200,1
A1,V1,loss_weight_u_adv,200,1,0.0,200,0.0,1,0.0,1,0.0,0.0,0,
A1,V1,loss_weight_u_direct_metric_accept,200,1,0.0,200,0.0,1,0.0,1,0.0,0.0,0,
A1,V1,loss_weight_u_domain,200,1,0.0,200,0.0,1,0.0,1,0.0,0.0,0,
A1,V1,loss_weight_u_quarantine_accept,200,1,0.0,200,0.0,1,0.0,1,0.0,0.0,0,
A1,V1,loss_weight_u_sat_cons,200,1,0.0,200,0.0,1,0.0,1,0.0,0.0,0,
A1,V1,loss_weight_zid_compact,200,1,0.032,200,0.032,1,0.032,1,0.032,0.032,200,1
A1,V1,lr,200,1,4e-05,200,1.0000000000000002e-06,181,1.0000000000000002e-06,5,0.0002,8.875e-05,200,1
A1,V1,mixstyle_anneal_t,200,1,0.0,200,1.0,1,0.0,150,1.0,0.3525,90,111
A1,V1,mixstyle_p,200,1,0.18,200,0.05,150,0.05,1,0.18,0.134175,200,1
A1,V1,mixstyle_strength,200,1,0.7,200,0.32,150,0.32,1,0.7,0.5660499999999999,200,1
A1,V1,nonfinite_test_metric_count,200,1,1,200,1,1,1,1,1,1,200,1
A1,V1,nonfinite_train_metric_count,200,1,4,200,4,1,4,1,4,4,200,1
A1,V1,nonfinite_val_metric_count,200,1,1,200,1,1,1,1,1,1,200,1
A1,V1,ow_feat_cvar_alpha,200,1,0.95,200,0.95,1,0.95,1,0.95,0.95,200,1
A1,V1,ow_feat_domain_align_weight,200,1,0.0,200,0.0,1,0.0,1,0.0,0.0,0,
A1,V1,ow_feat_inter_margin_deg,200,1,55.0,200,55.0,1,55.0,1,55.0,55.0,200,1
A1,V1,ow_feat_radius_deg,200,1,12.0,200,12.0,1,12.0,1,12.0,12.0,200,1
A1,V1,ow_feat_sample_margin_deg,200,1,5.0,200,5.0,1,5.0,1,5.0,5.0,200,1
A1,V1,ow_feat_tail_weight,200,1,0.14,200,0.14,1,0.14,1,0.14,0.14,200,1
A1,V1,ow_feat_vacuum_weight,200,1,0.4,200,0.4,1,0.4,1,0.4,0.4,200,1
A1,V1,ow_feat_vacuum_width_deg,200,1,6.0,200,6.0,1,6.0,1,6.0,6.0,200,1
A1,V1,phase2_audit_imports_balanced_tx_rx_sampler,200,1,1,200,1,1,1,1,1,1,200,1
A1,V1,phase2_audit_imports_feature_masks,200,1,1,200,1,1,1,1,1,1,200,1
A1,V1,phase2_audit_imports_open_world_head,200,1,1,200,1,1,1,1,1,1,200,1
A1,V1,phase2_audit_imports_phase2_prototypes,200,1,1,200,1,1,1,1,1,1,200,1
A1,V1,phase2_audit_imports_tx_rx_geometry,200,1,1,200,1,1,1,1,1,1,200,1
A1,V1,phase2_audit_weights_direct_metric_accept,200,1,0.0,200,0.0,1,0.0,1,0.0,0.0,0,
A1,V1,phase2_audit_weights_mask_aux,200,1,0.0,200,0.0,1,0.0,1,0.0,0.0,0,
A1,V1,phase2_audit_weights_open_world_feat,200,1,0.0024,200,0.0024,1,0.0024,1,0.0024,0.0024,200,1
A1,V1,phase2_audit_weights_proto_memory,200,1,0.0032,200,0.0032,1,0.0032,1,0.0032,0.0032,200,1
A1,V1,phase2_audit_weights_proxy_unknown,200,1,0.0045,200,0.0045,1,0.0045,1,0.0045,0.0045,200,1
A1,V1,phase2_audit_weights_rx_proto,200,1,0.0,200,0.0,1,0.0,1,0.0,0.0,0,
A1,V1,phase2_audit_weights_rx_supcon_masked,200,1,0.0,200,0.0,1,0.0,1,0.0,0.0,0,
A1,V1,phase2_audit_weights_soft_unknown_mixup,200,1,0.0045,200,0.0045,1,0.0045,1,0.0045,0.0045,200,1
A1,V1,phase2_audit_weights_source_episode,200,1,0.0035,200,0.0035,1,0.0035,1,0.0035,0.0035,200,1
A1,V1,phase2_audit_weights_tx_proto,200,1,0.0,200,0.0,1,0.0,1,0.0,0.0,0,
A1,V1,phase2_audit_weights_tx_supcon_masked,200,1,0.0,200,0.0,1,0.0,1,0.0,0.0,0,
A1,V1,phase2_audit_weights_txrx_rect,200,1,0.0,200,0.0,1,0.0,1,0.0,0.0,0,
A1,V1,phase2_audit_weights_u_adv,200,1,0.0,200,0.0,1,0.0,1,0.0,0.0,0,
A1,V1,phase2_audit_weights_u_direct_metric_accept,200,1,0.0,200,0.0,1,0.0,1,0.0,0.0,0,
A1,V1,phase2_audit_weights_u_domain,200,1,0.0,200,0.0,1,0.0,1,0.0,0.0,0,
A1,V1,phase2_audit_weights_u_quarantine_accept,200,1,0.0,200,0.0,1,0.0,1,0.0,0.0,0,
A1,V1,phase2_audit_weights_u_sat_cons,200,1,0.0,200,0.0,1,0.0,1,0.0,0.0,0,
A1,V1,phase2_audit_weights_zid_compact,200,1,0.032,200,0.032,1,0.032,1,0.032,0.032,200,1
A1,V1,protected_val_tx,200,1,93.91481481481482,200,98.38518518518518,55,16.67037037037037,173,98.42962962962963,83.95783333333334,200,1
A1,V1,proto_domain_align_weight,200,1,0.1,200,0.1,1,0.1,1,0.1,0.1,200,1
A1,V1,proxy_unknown_bridge_accept_target,200,1,0.2,200,0.2,1,0.2,1,0.2,0.2,200,1
A1,V1,proxy_unknown_bridge_accept_weight,200,1,0.0,200,0.0,1,0.0,1,0.0,0.0,0,
A1,V1,proxy_unknown_component_radius_quantile,200,1,0.8,200,0.8,1,0.8,1,0.8,0.8,200,1
A1,V1,proxy_unknown_energy_margin_quantile_weight,200,1,0.0,200,0.0,1,0.0,1,0.0,0.0,0,
A1,V1,proxy_unknown_energy_margin_target,200,1,0.08,200,0.08,1,0.08,1,0.08,0.08,200,1
A1,V1,proxy_unknown_low_density_accept_weight,200,1,0.0,200,0.0,1,0.0,1,0.0,0.0,0,
A1,V1,proxy_unknown_overflow_accept_target,200,1,0.25,200,0.25,1,0.25,1,0.25,0.25,200,1
A1,V1,proxy_unknown_radius_budget_deg,200,1,10.0,200,10.0,1,10.0,1,10.0,10.0,200,1
A1,V1,proxy_unknown_radius_budget_weight,200,1,0.0,200,0.0,1,0.0,1,0.0,0.0,0,
A1,V1,proxy_unknown_radius_inter_ratio_target,200,1,0.25,200,0.25,1,0.25,1,0.25,0.25,200,1
A1,V1,proxy_unknown_radius_inter_ratio_weight,200,1,0.0,200,0.0,1,0.0,1,0.0,0.0,0,
A1,V1,proxy_unknown_shell_outward_accept_weight,200,1,0.0,200,0.0,1,0.0,1,0.0,0.0,0,
A1,V1,proxy_unknown_tail_accept_target,200,1,0.45,200,0.45,1,0.45,1,0.45,0.45,200,1
A1,V1,proxy_unknown_vacuum_weight,200,1,0.55,200,0.55,1,0.55,1,0.55,0.55,200,1
A1,V1,proxy_unknown_vacuum_width_deg,200,1,5.0,200,5.0,1,5.0,1,5.0,5.0,200,1
A1,V1,pseudo_epochs,200,1,70,200,70,1,70,1,70,70,200,1
A1,V1,pseudo_quantile,200,1,0.86,200,0.86,1,0.86,1,0.86,0.86,200,1
A1,V1,sat_view_prob,200,1,1.0,200,1.0,1,1.0,1,1.0,1.0,200,1
A1,V1,sat_view_seed,200,1,2027,200,2027,1,2027,1,2027,2027,200,1
A1,V1,seed,200,1,392005,200,392005,1,392005,1,392005,392005,200,1
A1,V1,soft_unknown_mixup_alpha,200,1,0.5,200,0.5,1,0.5,1,0.5,0.5,200,1
A1,V1,soft_unknown_mixup_ce_weight,200,1,0.6,200,0.6,1,0.6,1,0.6,0.6,200,1
A1,V1,soft_unknown_mixup_count,200,1,24,200,24,1,24,1,24,24,200,1
A1,V1,soft_unknown_mixup_energy_margin,200,1,1.0,200,1.0,1,1.0,1,1.0,1.0,200,1
A1,V1,soft_unknown_mixup_energy_weight,200,1,1.0,200,1.0,1,1.0,1,1.0,1.0,200,1
A1,V1,soft_unknown_mixup_order,200,1,3,200,3,1,3,1,3,3,200,1
A1,V1,soft_unknown_mixup_vacuum_hard_k,200,1,3,200,3,1,3,1,3,3,200,1
A1,V1,soft_unknown_mixup_vacuum_weight,200,1,0.35,200,0.35,1,0.35,1,0.35,0.35,200,1
A1,V1,soft_unknown_mixup_vacuum_width_deg,200,1,6.0,200,6.0,1,6.0,1,6.0,6.0,200,1
A1,V1,source_cal_ratio,200,1,0.0,200,0.0,1,0.0,1,0.0,0.0,0,
A1,V1,source_episode_core_quantile,200,1,0.8,200,0.8,1,0.8,1,0.8,0.8,200,1
A1,V1,source_episode_min_sigma_deg,200,1,3.0,200,3.0,1,3.0,1,3.0,3.0,200,1
A1,V1,source_episode_mixup_hard_k,200,1,3,200,3,1,3,1,3,3,200,1
A1,V1,source_episode_mixup_weight,200,1,0.75,200,0.75,1,0.75,1,0.75,0.75,200,1
A1,V1,source_episode_radius_cap_deg,200,1,33.0,200,33.0,1,33.0,1,33.0,33.0,200,1
A1,V1,source_select_ratio,200,1,0.0,200,0.0,1,0.0,1,0.0,0.0,0,
A1,V1,source_val_ratio,200,1,0.3,200,0.3,1,0.3,1,0.3,0.3,200,1
A1,V1,stage_adv_scale,200,1,0.7,200,1.0,1,0.7,68,1.0,0.9271178283496404,200,1
A1,V1,stage_cls_aux_scale,200,1,0.0,200,1.0,1,0.0,85,1.0,0.742073012445524,184,17
A1,V1,stage_cons_scale,200,1,0.0,200,1.0,1,0.0,85,1.0,0.7576504306610615,184,17
A1,V1,stage_dom_scale,200,1,1.0,200,1.0,1,1.0,1,1.0,1.0,200,1
A1,V1,stage_group_ce_scale,200,1,0.5,200,1.0,1,0.5,68,1.0,0.9111178283496404,200,1
A1,V1,stage_joint_inv_scale,200,1,0.0,200,0.3,1,0.0,68,0.35,0.25383446735088944,184,17
A1,V1,stage_kl_scale,200,1,0.0,200,0.6,1,0.0,85,0.6,0.4638159633101721,184,17
A1,V1,stage_orth_scale,200,1,0.5,200,1.0,1,0.5,17,1.0,0.96,200,1
A1,V1,stage_paic_guard_cooldown_active,200,1,0.0,200,0.0,1,0.0,1,0.0,0.0,0,
A1,V1,stage_reg_aux_scale,200,1,0.0,200,1.0,1,0.0,85,1.0,0.7869444878778481,184,17
A1,V1,stage_source_val_heavy_eval_epoch,200,1,1.0,200,200.0,1,1.0,200,200.0,100.5,200,1
A1,V1,stage_source_val_heavy_eval_final_interval,200,1,1.0,200,1.0,1,1.0,1,1.0,1.0,200,1
A1,V1,stage_source_val_heavy_eval_final_window,200,1,0.0,200,0.0,1,0.0,1,0.0,0.0,0,
A1,V1,stage_source_val_heavy_eval_interval,200,1,1.0,200,1.0,1,1.0,1,1.0,1.0,200,1
A1,V1,stage_source_val_heavy_eval_ran,200,1,1.0,200,1.0,1,1.0,1,1.0,1.0,200,1
A1,V1,stage_source_val_heavy_eval_stale,200,1,0.0,200,0.0,1,0.0,1,0.0,0.0,0,
A1,V1,stage_source_val_heavy_eval_start_epoch,200,1,1.0,200,1.0,1,1.0,1,1.0,1.0,200,1
A1,V1,stage_source_val_sat_floor_tx,200,1,78.05185185185185,200,87.36296296296297,64,16.714814814814815,165,87.45185185185186,71.57322222222223,200,1
A1,V1,stage_source_val_sat_mean_tx,200,1,79.69012345679012,200,88.95432098765433,64,16.73456790123457,165,89.0246913580247,73.04612962962963,200,1
A1,V1,stage_tail_observation_fixed_source_val,200,1,1.0,200,1.0,1,1.0,1,1.0,1.0,200,1
A1,V1,stage_tail_rollback_closed_scale,200,1,1.0,200,1.0,1,1.0,1,1.0,1.0,200,1
A1,V1,stage_tail_rollback_cooldown_active,200,1,0.0,200,0.0,1,0.0,1,0.0,0.0,0,
A1,V1,stage_tail_rollback_cooldown_remaining,200,1,0.0,200,0.0,1,0.0,1,0.0,0.0,0,
A1,V1,stage_test_eval_final_interval,200,1,0.0,200,0.0,1,0.0,1,0.0,0.0,0,
A1,V1,stage_test_eval_final_window,200,1,0.0,200,0.0,1,0.0,1,0.0,0.0,0,
A1,V1,stage_test_eval_interval,200,1,0.0,200,0.0,1,0.0,1,0.0,0.0,0,
A1,V1,stage_test_eval_ran,200,1,0.0,200,0.0,1,0.0,1,0.0,0.0,0,
A1,V1,stage_use_aux_views,200,1,0.0,200,1.0,1,0.0,17,1.0,0.92,184,17
A1,V1,strong_noise_std,200,1,0.015,200,0.015,1,0.015,1,0.015,0.015,200,1
A1,V1,tau_max,200,1,0.97,200,0.97,1,0.97,1,0.97,0.97,200,1
A1,V1,tau_min,200,1,0.92,200,0.92,1,0.92,1,0.92,0.92,200,1
A1,V1,test_tx_correct,200,1,0,200,0,1,0,1,0,0,0,
A1,V1,test_tx_total,200,1,0,200,0,1,0,1,0,0,0,
A1,V1,train_concat_sat_active,200,1,1.0,200,1.0,1,1.0,1,1.0,1.0,200,1
A1,V1,train_concat_sat_applied,200,1,0.2927927927927928,200,0.8198198198198198,33,0.23423423423423423,114,0.8558558558558559,0.6510135135135136,200,1
A1,V1,train_concat_sat_clean_batch_size,200,1,128.0,200,128.0,1,128.0,1,128.0,128.0,200,1
A1,V1,train_concat_sat_expanded,200,1,0.0,200,0.0,1,0.0,1,0.0,0.0,0,
A1,V1,train_concat_sat_stage_index,200,1,0.0,200,2.0,1,0.0,91,2.0,1.35,160,41
A1,V1,train_concat_sat_stage_start_epoch,200,1,1.0,200,91.0,1,1.0,91,91.0,60.5,200,1
A1,V1,train_concat_sat_total_batch_size,200,1,128.0,200,128.0,1,128.0,1,128.0,128.0,200,1
A1,V1,train_concat_sat_view_prob,200,1,0.29999999999999877,200,0.8000000000000016,1,0.29999999999999877,91,0.8000000000000016,0.65,200,1
A1,V1,train_cons_cos,184,17,0.7249110682948572,200,0.7416510138067752,55,0.00019395387208497562,132,0.749686209647148,0.5790223592418299,184,17
A1,V1,train_crra_alpha,200,1,0.0,200,0.0,1,0.0,1,0.0,0.0,0,
A1,V1,train_crra_condition_tx_adv_accuracy,200,1,0.0,200,0.0,1,0.0,1,0.0,0.0,0,
A1,V1,train_crra_correction_energy,200,1,0.0,200,0.0,1,0.0,1,0.0,0.0,0,
A1,V1,train_crra_gate,200,1,0.0,200,0.0,1,0.0,1,0.0,0.0,0,
A1,V1,train_crra_nuisance_valid_count,200,1,0.0,200,0.0,1,0.0,1,0.0,0.0,0,
A1,V1,train_crra_pair_cosine_labeled,200,1,0.0,200,0.0,1,0.0,1,0.0,0.0,0,
A1,V1,train_crra_sat_shell_active_classes,200,1,0.0,200,0.0,1,0.0,1,0.0,0.0,0,
A1,V1,train_crra_sat_shell_mean_excess_rad,200,1,0.0,200,0.0,1,0.0,1,0.0,0.0,0,
A1,V1,train_crra_sat_shell_valid_count,200,1,0.0,200,0.0,1,0.0,1,0.0,0.0,0,
A1,V1,train_crra_stage_scale,200,1,0.0,200,0.0,1,0.0,1,0.0,0.0,0,
A1,V1,train_crra_support_distance,200,1,0.0,200,0.0,1,0.0,1,0.0,0.0,0,
A1,V1,train_daot_clean_teacher_weight,180,21,0.5000000345008867,200,0.4999991319737993,40,0.47974328334267075,77,0.5600694921371099,0.5033881841911687,180,21
A1,V1,train_daot_consensus_rate,180,21,0.8362894144144144,200,0.8272804054054054,78,0.6011753941441441,56,0.9929617117117117,0.8356565549924925,180,21
A1,V1,train_daot_fingerprint_selectivity,180,21,0.0,200,0.0,21,0.0,21,0.0,0.0,0,
A1,V1,train_daot_fingerprint_sensitivity,180,21,0.0,200,0.0,21,0.0,21,0.0,0.0,0,
A1,V1,train_daot_grad_ratio_fingerprint,4,21,0.0,200,0.0,21,0.0,21,0.0,0.0,0,
A1,V1,train_daot_grad_ratio_nuisance,4,21,4.129498827283149e-09,200,5.631884201484816e-11,200,5.631884201484816e-11,61,9.156138713724697e-08,2.395406209363355e-08,4,21
A1,V1,train_daot_grad_ratio_orbit_logit,4,21,4.130327862796069,200,3.488198509710584,61,1.4753187450332954,21,4.130327862796069,3.1060838376120277,4,21
A1,V1,train_daot_grad_ratio_orbit_proto,4,21,0.0,200,0.0,21,0.0,21,0.0,0.0,0,
A1,V1,train_daot_grad_ratio_orbit_relation,4,21,0.0,200,0.0,21,0.0,21,0.0,0.0,0,
A1,V1,train_daot_grad_ratio_orbit_z,3,21,0.04671451985096137,200,0.02876827735463168,141,0.01686398087030961,21,0.04671451985096137,0.03078225935863422,3,21
