bytes_per_event,collab_count,defer_rate,known_coverage,latency_ms_p95,meets_old_goal,meets_seen_new_goal,meets_unknown_goal,min_old_class_acc,min_seen_new_class_acc,old_acc,request_more_rate,seen_new_acc,unknown_FAR,unknown_reject_rate,variant,json_path,k_shot
96.0,1,0.0,0.17857142857142858,0.6186976206380052,False,False,False,0.0,0.0,0.3738095238095238,0.0,0.0,0.048214285714285716,0.9517857142857142,STAGE2C_NORM_SEP,/home/szu2070436088/2510044040/CV-SincNet/runs/phase2_adv3b02_stage2c_normsep_protocol_20260707/PHASE2_STAGE2C_RX7_14/STAGE2C_NORM_SEP/stage2c_qknn_k10.json,10
96.0,1,0.0,0.14795918367346939,0.6137643843985997,False,False,False,0.0,0.0,0.30238095238095236,0.0,0.0,0.048214285714285716,0.9517857142857142,STAGE2C_HEAD_SEP,/home/szu2070436088/2510044040/CV-SincNet/runs/phase2_adv3b02_stage2c_normsep_protocol_20260707/PHASE2_STAGE2C_RX7_14/STAGE2C_HEAD_SEP/stage2c_qknn_k10.json,10
96.0,1,0.0,0.0,0.46996862851325183,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,STAGE2C_HEAD_SEP,/home/szu2070436088/2510044040/CV-SincNet/runs/phase2_adv3b02_stage2c_normsep_protocol_20260707/PHASE2_STAGE2C_RX7_14/STAGE2C_HEAD_SEP/stage2c_qknn_k5.json,5
96.0,1,0.0,0.0,0.4887003300397039,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,STAGE2C_NORM_SEP,/home/szu2070436088/2510044040/CV-SincNet/runs/phase2_adv3b02_stage2c_normsep_protocol_20260707/PHASE2_STAGE2C_RX7_14/STAGE2C_NORM_SEP/stage2c_qknn_k5.json,5
