arm,count,old_acc_mean,old_acc_std,old_acc_ci95,old_acc_min,old_acc_max,seen_new_acc_mean,seen_new_acc_std,seen_new_acc_ci95,seen_new_acc_min,seen_new_acc_max,H_old_new_mean,H_old_new_std,H_old_new_ci95,H_old_new_min,H_old_new_max,average_forgetting_mean,average_forgetting_std,average_forgetting_ci95,average_forgetting_min,average_forgetting_max
full_nonoracle_strict,125,0.7808666666666669,0.11479945799330045,0.020206219498888848,0.4833333333333332,0.9388888888888888,0.7382666666666661,0.16445227608978574,0.02894577070177461,0.21666666666666667,0.9916666666666667,0.7501162538660842,0.13818672734438706,0.024322687522764626,0.30857189703230037,0.9399975109407158,0.03955555555555556,0.036922340923338806,0.006498819229210381,-0.01666666666666668,0.1361111111111111
