reference_arm,receiver,seed,k_shot,current_old_acc,reference_old_acc,delta_old_acc,current_seen_new_acc,reference_seen_new_acc,delta_seen_new_acc,current_H_old_new,reference_H_old_new,delta_H_old_new
singleview_fft96_strict,7-14,713102,20,0.9138888888888889,0.875,0.03888888888888886,0.8666666666666666,0.875,-0.008333333333333415,0.8895837695081316,0.8732166760675394,0.016367093440592173
full_legacy_oracle_strict,7-14,713102,5,0.9111111111111111,0.9250000000000002,-0.013888888888889062,0.7833333333333333,0.9666666666666667,-0.18333333333333335,0.8420758775538187,0.9450478360072712,-0.10297195845345242
singleview_fft96_strict,7-14,713102,5,0.9111111111111111,0.875,0.036111111111111094,0.7833333333333333,0.6749999999999999,0.10833333333333339,0.8420758775538187,0.7619965781267064,0.08007929942711234
full_legacy_oracle_strict,7-14,713103,1,0.8194444444444445,0.8888888888888888,-0.06944444444444431,0.6666666666666666,0.9666666666666667,-0.30000000000000004,0.7288184399992268,0.9252439605485604,-0.1964255205493336
singleview_fft96_strict,7-14,713103,1,0.8194444444444445,0.811111111111111,0.008333333333333526,0.6666666666666666,0.4666666666666666,0.2,0.7288184399992268,0.5894071444183742,0.13941129558085263
full_legacy_oracle_strict,7-14,713103,10,0.9138888888888889,0.9194444444444444,-0.005555555555555536,0.9250000000000002,1.0,-0.07499999999999984,0.9189013272977564,0.957974874490301,-0.03907354719254463
singleview_fft96_strict,7-14,713103,10,0.9138888888888889,0.9166666666666666,-0.002777777777777768,0.9250000000000002,0.8500000000000001,0.07500000000000007,0.9189013272977564,0.8798781439181177,0.039023183379638726
full_legacy_oracle_strict,7-14,713103,2,0.8972222222222223,0.9138888888888889,-0.016666666666666607,0.8166666666666668,0.9833333333333334,-0.16666666666666663,0.8524785140656554,0.9470345239684447,-0.09455600990278923
singleview_fft96_strict,7-14,713103,2,0.8972222222222223,0.8722222222222222,0.025000000000000022,0.8166666666666668,0.6833333333333332,0.13333333333333353,0.8524785140656554,0.7618603515876972,0.09061816247795829
full_legacy_oracle_strict,7-14,713103,20,0.9194444444444444,0.9222222222222222,-0.002777777777777768,0.9083333333333332,1.0,-0.09166666666666679,0.9129287459683404,0.959454821212219,-0.04652607524387864
singleview_fft96_strict,7-14,713103,20,0.9194444444444444,0.9277777777777777,-0.008333333333333304,0.9083333333333332,0.8583333333333334,0.04999999999999982,0.9129287459683404,0.8914018118079429,0.021526934160397526
full_legacy_oracle_strict,7-14,713103,5,0.9055555555555556,0.9138888888888889,-0.008333333333333304,0.8250000000000001,0.9833333333333334,-0.15833333333333333,0.860716420561367,0.9469754689695989,-0.08625904840823195
singleview_fft96_strict,7-14,713103,5,0.9055555555555556,0.8888888888888888,0.01666666666666672,0.8250000000000001,0.6750000000000002,0.1499999999999999,0.860716420561367,0.7641835834068843,0.09653283715448269
full_legacy_oracle_strict,7-14,713104,1,0.7916666666666666,0.8833333333333333,-0.09166666666666667,0.3833333333333333,0.7833333333333333,-0.4,0.5090601757944557,0.8222862945635224,-0.3132261187690667
singleview_fft96_strict,7-14,713104,1,0.7916666666666666,0.6833333333333332,0.10833333333333339,0.3833333333333333,0.75,-0.3666666666666667,0.5090601757944557,0.714164226177067,-0.20510405038261126
full_legacy_oracle_strict,7-14,713104,10,0.8972222222222221,0.9277777777777777,-0.030555555555555558,0.875,1.0,-0.125,0.8859133994215028,0.9622070620606901,-0.07629366263918724
singleview_fft96_strict,7-14,713104,10,0.8972222222222221,0.8527777777777779,0.04444444444444429,0.875,0.8250000000000001,0.04999999999999993,0.8859133994215028,0.8383618642838684,0.04755153513763444
