arm,class_role,class_label,count,accuracy_mean,accuracy_std,accuracy_ci95,accuracy_min,accuracy_max
full_nonoracle_strict,target_new,1-16,125,0.8718666666666672,0.16207564763268895,0.028527452731369154,0.18333333333333332,1.0
full_nonoracle_strict,target_new,1-18,125,0.6046666666666666,0.22639787984873003,0.0398490143966836,0.13333333333333333,1.0
full_nonoracle_strict,target_old,14-10,125,0.7605333333333335,0.1596320212934179,0.028097342249597902,0.3333333333333333,0.9833333333333333
full_nonoracle_strict,target_old,14-7,125,0.6798666666666664,0.1679721670065874,0.029565317951563804,0.18333333333333332,0.9333333333333333
full_nonoracle_strict,target_old,20-15,125,0.9152000000000007,0.08555741412122686,0.01505923389979535,0.5166666666666667,1.0
full_nonoracle_strict,target_old,20-19,125,0.6445333333333332,0.2192489807400608,0.03859071381678355,0.06666666666666667,0.9333333333333333
full_nonoracle_strict,target_old,6-15,125,0.7098666666666666,0.25182971318818687,0.044325352662550783,0.11666666666666667,1.0
full_nonoracle_strict,target_old,8-20,125,0.9752000000000001,0.05119097142617588,0.009010286486361475,0.6833333333333333,1.0
