arm,receiver,seed,k_shot,scenario,old_acc,seen_new_acc,H_old_new,average_forgetting,old_acc_before_increment,old_to_seen_new_rate,seen_new_to_old_rate,adaptation_latency_sec,onboard_scoring_latency_per_query_ms,persistent_state_bytes_with_post_adapter,dense_graph_peak_bytes_lower_bound,estimated_head_macs_with_post_adapter,persistent_state_bytes_total,dense_graph_peak_bytes_total_lower_bound,estimated_head_macs_total
full_nonoracle_strict,20-1,713102,1,leo_low_elev_weak,0.6666666666666666,0.625,0.6451612903225806,0.05833333333333335,0.725,0.13333333333333333,0.25,0.013376417104154825,0.0660022662486881,22678,451584,11493376,31201,903168,16254976
full_nonoracle_strict,20-1,713102,1,leo_rain_weak,0.48333333333333334,0.7,0.571830985915493,0.14999999999999997,0.6333333333333333,0.16666666666666666,0.2,0.010856620036065578,0.05065119476057589,22678,451584,11493376,31201,903168,16254976
full_nonoracle_strict,20-1,713102,10,leo_clear_weak,0.9083333333333333,0.9,0.904147465437788,0.01666666666666672,0.925,0.016666666666666666,0.075,0.030827528331428766,0.1693980797426775,41686,921600,25722880,57409,1843200,36290560
full_nonoracle_strict,20-1,713102,10,leo_low_elev_weak,0.8166666666666667,0.875,0.8448275862068966,0.0,0.8166666666666667,0.05,0.125,0.019580623134970665,0.09873070812318474,41686,921600,25722880,57409,1843200,36290560
full_nonoracle_strict,20-1,713102,10,leo_rain_weak,0.8416666666666667,0.775,0.806958762886598,0.0,0.8416666666666667,0.03333333333333333,0.175,0.018069934099912643,0.08887864532880485,41686,921600,25722880,57409,1843200,36290560
full_nonoracle_strict,20-1,713102,2,leo_clear_weak,0.7083333333333334,0.725,0.7165697674418605,0.04166666666666663,0.75,0.075,0.125,0.01100027933716774,0.04603395354934037,24790,495616,12877824,34113,991232,18202624
full_nonoracle_strict,20-1,713102,2,leo_low_elev_weak,0.6333333333333333,0.725,0.6760736196319017,0.09166666666666667,0.725,0.10833333333333334,0.2,0.010543916374444962,0.044086825801059604,24790,495616,12877824,34113,991232,18202624
full_nonoracle_strict,20-1,713102,2,leo_rain_weak,0.625,0.65,0.6372549019607844,0.1166666666666667,0.7416666666666667,0.14166666666666666,0.2,0.06856631208211184,0.37489356473088264,24790,495616,12877824,34113,991232,18202624
full_nonoracle_strict,20-1,713102,20,leo_clear_weak,0.9083333333333333,0.95,0.9286995515695067,0.008333333333333304,0.9166666666666666,0.0,0.05,0.08439411269500852,0.4936980578349903,62806,1638400,46202880,86529,3276800,65167360
full_nonoracle_strict,20-1,713102,20,leo_low_elev_weak,0.85,0.85,0.85,0.01666666666666672,0.8666666666666667,0.05,0.15,0.07315434189513326,0.4236875829519704,62806,1638400,46202880,86529,3276800,65167360
