cell_id,receiver,seed,new_class_count,k_shot,old_acc_before_increment,old_acc_after_increment,direct_adv3b02_old_acc,seen_new_acc_after_increment,H_old_new_after_increment,candidate_average_forgetting,identity_old_acc_after_increment,shared_view_count_mean,delta_before_vs_direct,delta_after_vs_direct,delta_after_vs_identity,min_old_class_acc_after_global,old_class_acc_before_mean_json,old_class_acc_after_mean_json,old_class_forgetting_mean_json,trainable_parameters,adapt_epochs,persistent_state_bytes,peak_cuda_memory_bytes,candidate_query_latency_ms,mean_backbone_forwards,p95_backbone_forwards,view1_rate,view3_rate,view5_rate
rx_20_1__seed_713105__new_5__k_20,20-1,713105,5,20,0.7944444444444444,0.6722222222222222,0.7361111111111112,0.68,0.675580491887009,0.12222222222222223,0.6277777777777778,2.203030303030303,0.05833333333333324,-0.063888888888889,0.0444444444444444,0.3,"{""14-10"": 0.65, ""14-7"": 0.8333333333333334, ""20-15"": 0.9, ""20-19"": 0.7999999999999999, ""6-15"": 0.8666666666666667, ""8-20"": 0.7166666666666667}","{""14-10"": 0.4666666666666666, ""14-7"": 0.8333333333333334, ""20-15"": 0.7833333333333333, ""20-19"": 0.7833333333333333, ""6-15"": 0.45, ""8-20"": 0.7166666666666667}","{""14-10"": 0.18333333333333335, ""14-7"": 0.0, ""20-15"": 0.11666666666666665, ""20-19"": 0.01666666666666668, ""6-15"": 0.4166666666666667, ""8-20"": 0.0}",44048,12,109818,168198144,0.6890719424876751,2.203030303030303,3.0,0.4121212121212121,0.5742424242424242,0.013636363636363636
rx_20_1__seed_713105__new_5__k_5,20-1,713105,5,5,0.7722222222222221,0.6555555555555556,0.7361111111111112,0.6699999999999999,0.6626052055573748,0.11666666666666665,0.5527777777777777,2.2484848484848485,0.03611111111111098,-0.0805555555555556,0.10277777777777786,0.45,"{""14-10"": 0.5333333333333333, ""14-7"": 0.8166666666666668, ""20-15"": 0.9, ""20-19"": 0.8166666666666668, ""6-15"": 0.85, ""8-20"": 0.7166666666666667}","{""14-10"": 0.4666666666666666, ""14-7"": 0.6333333333333333, ""20-15"": 0.75, ""20-19"": 0.7666666666666666, ""6-15"": 0.6, ""8-20"": 0.7166666666666667}","{""14-10"": 0.06666666666666667, ""14-7"": 0.18333333333333332, ""20-15"": 0.14999999999999994, ""20-19"": 0.05000000000000001, ""6-15"": 0.25, ""8-20"": 0.0}",44048,12,109818,168198144,0.6654192820530046,2.2484848484848485,3.0,0.38181818181818183,0.6121212121212121,0.006060606060606061
rx_3_19__seed_713101__new_10__k_1,3-19,713101,10,1,0.5333333333333333,0.23611111111111113,0.5833333333333334,0.22166666666666668,0.22787587173994484,0.2972222222222222,0.25,2.2229166666666664,-0.050000000000000044,-0.3472222222222222,-0.013888888888888867,0.05,"{""14-10"": 0.3499999999999999, ""14-7"": 0.4166666666666667, ""20-15"": 0.45, ""20-19"": 0.6166666666666667, ""6-15"": 0.4000000000000001, ""8-20"": 0.9666666666666667}","{""14-10"": 0.21666666666666667, ""14-7"": 0.20000000000000004, ""20-15"": 0.3666666666666667, ""20-19"": 0.18333333333333335, ""6-15"": 0.09999999999999999, ""8-20"": 0.35000000000000003}","{""14-10"": 0.1333333333333333, ""14-7"": 0.21666666666666667, ""20-15"": 0.08333333333333336, ""20-19"": 0.43333333333333335, ""6-15"": 0.30000000000000004, ""8-20"": 0.6166666666666667}",44048,12,109818,168271872,0.689477164511724,2.222916666666667,3.0,0.396875,0.5947916666666667,0.008333333333333333
rx_3_19__seed_713101__new_10__k_10,3-19,713101,10,10,0.6333333333333333,0.4083333333333334,0.5833333333333334,0.3666666666666667,0.3858728062104388,0.22499999999999995,0.39166666666666666,2.4458333333333333,0.04999999999999993,-0.175,0.01666666666666672,0.05,"{""14-10"": 0.4166666666666667, ""14-7"": 0.9166666666666666, ""20-15"": 0.7333333333333334, ""20-19"": 0.3666666666666667, ""6-15"": 0.43333333333333335, ""8-20"": 0.9333333333333332}","{""14-10"": 0.2833333333333333, ""14-7"": 0.26666666666666666, ""20-15"": 0.6833333333333332, ""20-19"": 0.31666666666666665, ""6-15"": 0.05000000000000001, ""8-20"": 0.85}","{""14-10"": 0.13333333333333336, ""14-7"": 0.6499999999999999, ""20-15"": 0.050000000000000044, ""20-19"": 0.05000000000000001, ""6-15"": 0.38333333333333336, ""8-20"": 0.08333333333333333}",44048,12,109818,168271872,0.7358878084536021,2.4458333333333333,3.0,0.29583333333333334,0.6854166666666667,0.01875
rx_3_19__seed_713101__new_10__k_20,3-19,713101,10,20,0.6361111111111111,0.3361111111111111,0.5833333333333334,0.39999999999999997,0.3648027405178711,0.3,0.3416666666666666,2.4,0.0527777777777777,-0.2472222222222223,-0.005555555555555536,0.0,"{""14-10"": 0.3666666666666667, ""14-7"": 0.9166666666666666, ""20-15"": 0.7166666666666667, ""20-19"": 0.5833333333333334, ""6-15"": 0.4166666666666667, ""8-20"": 0.8166666666666668}","{""14-10"": 0.21666666666666667, ""14-7"": 0.11666666666666665, ""20-15"": 0.5833333333333334, ""20-19"": 0.3833333333333333, ""6-15"": 0.03333333333333333, ""8-20"": 0.6833333333333332}","{""14-10"": 0.15, ""14-7"": 0.7999999999999999, ""20-15"": 0.1333333333333333, ""20-19"": 0.20000000000000004, ""6-15"": 0.3833333333333333, ""8-20"": 0.13333333333333333}",44048,12,109818,168271872,0.6832349856267683,2.4,3.0,0.325,0.65,0.025
rx_3_19__seed_713101__new_10__k_5,3-19,713101,10,5,0.6444444444444445,0.4472222222222222,0.5833333333333334,0.3566666666666667,0.3967516741469412,0.19722222222222227,0.41944444444444445,2.3291666666666666,0.061111111111111116,-0.13611111111111118,0.027777777777777735,0.05,"{""14-10"": 0.3333333333333333, ""14-7"": 0.6666666666666666, ""20-15"": 0.9, ""20-19"": 0.6333333333333333, ""6-15"": 0.3833333333333333, ""8-20"": 0.9500000000000001}","{""14-10"": 0.2833333333333333, ""14-7"": 0.3, ""20-15"": 0.8333333333333334, ""20-19"": 0.26666666666666666, ""6-15"": 0.06666666666666667, ""8-20"": 0.9333333333333332}","{""14-10"": 0.05000000000000001, ""14-7"": 0.3666666666666667, ""20-15"": 0.0666666666666667, ""20-19"": 0.3666666666666667, ""6-15"": 0.31666666666666665, ""8-20"": 0.01666666666666668}",44048,12,109818,168271872,0.727442605906011,2.3291666666666666,3.0,0.35,0.6354166666666666,0.014583333333333334
rx_3_19__seed_713101__new_20__k_1,3-19,713101,20,1,0.5277777777777778,0.20833333333333334,0.5833333333333334,0.18333333333333335,0.1940574877076807,0.3194444444444444,0.21944444444444444,2.258974358974359,-0.05555555555555558,-0.375,-0.0111111111111111,0.0,"{""14-10"": 0.3499999999999999, ""14-7"": 0.4166666666666667, ""20-15"": 0.4166666666666667, ""20-19"": 0.6333333333333333, ""6-15"": 0.3833333333333333, ""8-20"": 0.9666666666666667}","{""14-10"": 0.21666666666666667, ""14-7"": 0.20000000000000004, ""20-15"": 0.35000000000000003, ""20-19"": 0.13333333333333333, ""6-15"": 0.016666666666666666, ""8-20"": 0.3333333333333333}","{""14-10"": 0.1333333333333333, ""14-7"": 0.21666666666666667, ""20-15"": 0.06666666666666667, ""20-19"": 0.5, ""6-15"": 0.3666666666666667, ""8-20"": 0.6333333333333333}",44048,12,109818,168441856,0.680577323043671,2.258974358974359,3.0,0.3923076923076923,0.5858974358974359,0.021794871794871794
rx_3_19__seed_713101__new_20__k_10,3-19,713101,20,10,0.6277777777777778,0.325,0.5833333333333334,0.2975,0.3101067059831509,0.30277777777777776,0.3138888888888889,2.4217948717948716,0.0444444444444444,-0.25833333333333336,0.011111111111111127,0.0,"{""14-10"": 0.4166666666666667, ""14-7"": 0.9166666666666666, ""20-15"": 0.7333333333333334, ""20-19"": 0.3666666666666667, ""6-15"": 0.39999999999999997, ""8-20"": 0.9333333333333332}","{""14-10"": 0.2833333333333333, ""14-7"": 0.26666666666666666, ""20-15"": 0.6666666666666666, ""20-19"": 0.31666666666666665, ""6-15"": 0.03333333333333333, ""8-20"": 0.3833333333333333}","{""14-10"": 0.13333333333333336, ""14-7"": 0.6499999999999999, ""20-15"": 0.0666666666666667, ""20-19"": 0.05000000000000001, ""6-15"": 0.3666666666666667, ""8-20"": 0.5499999999999999}",44048,12,109818,168441856,0.7036346413839896,2.4217948717948716,3.0,0.3230769230769231,0.642948717948718,0.03397435897435897
rx_3_19__seed_713101__new_20__k_20,3-19,713101,20,20,0.6361111111111111,0.2972222222222222,0.5833333333333334,0.3125,0.3046054835477712,0.33888888888888885,0.30833333333333335,2.4538461538461536,0.0527777777777777,-0.28611111111111115,-0.011111111111111127,0.0,"{""14-10"": 0.3666666666666667, ""14-7"": 0.9166666666666666, ""20-15"": 0.7166666666666667, ""20-19"": 0.5833333333333334, ""6-15"": 0.4166666666666667, ""8-20"": 0.8166666666666668}","{""14-10"": 0.21666666666666667, ""14-7"": 0.11666666666666665, ""20-15"": 0.5833333333333334, ""20-19"": 0.3833333333333333, ""6-15"": 0.016666666666666666, ""8-20"": 0.4666666666666666}","{""14-10"": 0.15, ""14-7"": 0.7999999999999999, ""20-15"": 0.1333333333333333, ""20-19"": 0.20000000000000004, ""6-15"": 0.39999999999999997, ""8-20"": 0.35000000000000003}",44048,12,109818,168441856,0.7081769299335204,2.453846153846154,3.0,0.31025641025641026,0.6525641025641026,0.03717948717948718
rx_3_19__seed_713101__new_20__k_5,3-19,713101,20,5,0.6416666666666666,0.3611111111111111,0.5833333333333334,0.2783333333333333,0.31430669098821706,0.2805555555555555,0.37777777777777777,2.330769230769231,0.05833333333333324,-0.22222222222222227,-0.016666666666666663,0.05,"{""14-10"": 0.3333333333333333, ""14-7"": 0.6666666666666666, ""20-15"": 0.9, ""20-19"": 0.6333333333333333, ""6-15"": 0.3666666666666667, ""8-20"": 0.9500000000000001}","{""14-10"": 0.2833333333333333, ""14-7"": 0.3, ""20-15"": 0.8166666666666668, ""20-19"": 0.26666666666666666, ""6-15"": 0.06666666666666667, ""8-20"": 0.43333333333333335}","{""14-10"": 0.05000000000000001, ""14-7"": 0.3666666666666667, ""20-15"": 0.08333333333333337, ""20-19"": 0.3666666666666667, ""6-15"": 0.3, ""8-20"": 0.5166666666666666}",44048,12,109818,168441856,0.6961485994860338,2.330769230769231,3.0,0.366025641025641,0.6025641025641025,0.03141025641025641
rx_3_19__seed_713101__new_5__k_1,3-19,713101,5,1,0.5333333333333333,0.2833333333333333,0.5833333333333334,0.2733333333333334,0.27805174587598397,0.25,0.3111111111111111,1.9424242424242424,-0.050000000000000044,-0.30000000000000004,-0.02777777777777779,0.1,"{""14-10"": 0.3333333333333333, ""14-7"": 0.4166666666666667, ""20-15"": 0.43333333333333335, ""20-19"": 0.6333333333333333, ""6-15"": 0.4166666666666667, ""8-20"": 0.9666666666666667}","{""14-10"": 0.25, ""14-7"": 0.20000000000000004, ""20-15"": 0.43333333333333335, ""20-19"": 0.35000000000000003, ""6-15"": 0.11666666666666665, ""8-20"": 0.35000000000000003}","{""14-10"": 0.08333333333333331, ""14-7"": 0.21666666666666667, ""20-15"": 0.0, ""20-19"": 0.2833333333333334, ""6-15"": 0.3, ""8-20"": 0.6166666666666667}",44048,12,109818,168198144,0.657744821386807,1.9424242424242424,3.0,0.5287878787878788,0.4712121212121212,0.0
rx_3_19__seed_713101__new_5__k_10,3-19,713101,5,10,0.6333333333333333,0.49166666666666664,0.5833333333333334,0.5133333333333333,0.5018186287609318,0.14166666666666666,0.4583333333333333,2.1727272727272724,0.04999999999999993,-0.09166666666666673,0.033333333333333326,0.05,"{""14-10"": 0.4166666666666667, ""14-7"": 0.9166666666666666, ""20-15"": 0.7333333333333334, ""20-19"": 0.3666666666666667, ""6-15"": 0.43333333333333335, ""8-20"": 0.9333333333333332}","{""14-10"": 0.3333333333333333, ""14-7"": 0.6166666666666667, ""20-15"": 0.7166666666666667, ""20-19"": 0.35000000000000003, ""6-15"": 0.06666666666666667, ""8-20"": 0.8666666666666667}","{""14-10"": 0.08333333333333337, ""14-7"": 0.3, ""20-15"": 0.01666666666666668, ""20-19"": 0.016666666666666663, ""6-15"": 0.3666666666666667, ""8-20"": 0.06666666666666665}",44048,12,109818,168198144,0.7458043538711289,2.172727272727273,3.0,0.42424242424242425,0.5651515151515152,0.010606060606060607
rx_3_19__seed_713101__new_5__k_20,3-19,713101,5,20,0.6361111111111111,0.4694444444444444,0.5833333333333334,0.5266666666666667,0.49636126147143117,0.16666666666666666,0.45,2.1636363636363636,0.0527777777777777,-0.11388888888888898,0.019444444444444375,0.05,"{""14-10"": 0.3666666666666667, ""14-7"": 0.9166666666666666, ""20-15"": 0.7333333333333334, ""20-19"": 0.5833333333333334, ""6-15"": 0.4166666666666667, ""8-20"": 0.7999999999999999}","{""14-10"": 0.26666666666666666, ""14-7"": 0.6333333333333333, ""20-15"": 0.7333333333333334, ""20-19"": 0.4166666666666667, ""6-15"": 0.05000000000000001, ""8-20"": 0.7166666666666667}","{""14-10"": 0.09999999999999999, ""14-7"": 0.28333333333333327, ""20-15"": 0.0, ""20-19"": 0.16666666666666666, ""6-15"": 0.3666666666666667, ""8-20"": 0.08333333333333333}",44048,12,109818,168198144,0.7225430739874189,2.1636363636363636,3.0,0.4318181818181818,0.5545454545454546,0.013636363636363636
rx_3_19__seed_713101__new_5__k_5,3-19,713101,5,5,0.6444444444444445,0.49722222222222223,0.5833333333333334,0.47333333333333333,0.4846198807603607,0.14722222222222223,0.4916666666666667,2.0575757575757576,0.061111111111111116,-0.08611111111111114,0.005555555555555536,0.05,"{""14-10"": 0.3333333333333333, ""14-7"": 0.6833333333333332, ""20-15"": 0.9, ""20-19"": 0.6166666666666667, ""6-15"": 0.39999999999999997, ""8-20"": 0.9333333333333332}","{""14-10"": 0.3, ""14-7"": 0.43333333333333335, ""20-15"": 0.8666666666666667, ""20-19"": 0.3833333333333333, ""6-15"": 0.06666666666666667, ""8-20"": 0.9333333333333332}","{""14-10"": 0.03333333333333335, ""14-7"": 0.24999999999999997, ""20-15"": 0.03333333333333336, ""20-19"": 0.2333333333333333, ""6-15"": 0.3333333333333333, ""8-20"": 0.0}",44048,12,109818,168198144,0.6806591624450503,2.0575757575757576,3.0,0.48484848484848486,0.5015151515151515,0.013636363636363636
rx_3_19__seed_713102__new_10__k_1,3-19,713102,10,1,0.5111111111111112,0.31666666666666665,0.6416666666666666,0.30833333333333335,0.31188304169445713,0.19444444444444445,0.325,2.1374999999999997,-0.13055555555555542,-0.32499999999999996,-0.00833333333333336,0.0,"{""14-10"": 0.7333333333333334, ""14-7"": 0.11666666666666665, ""20-15"": 0.75, ""20-19"": 0.3, ""6-15"": 0.39999999999999997, ""8-20"": 0.7666666666666666}","{""14-10"": 0.2833333333333333, ""14-7"": 0.05000000000000001, ""20-15"": 0.5833333333333334, ""20-19"": 0.13333333333333333, ""6-15"": 0.09999999999999999, ""8-20"": 0.75}","{""14-10"": 0.45, ""14-7"": 0.06666666666666667, ""20-15"": 0.16666666666666663, ""20-19"": 0.16666666666666666, ""6-15"": 0.30000000000000004, ""8-20"": 0.01666666666666668}",44048,12,109818,168271872,0.786265956897599,2.1375,3.0,0.43854166666666666,0.5541666666666667,0.007291666666666667
rx_3_19__seed_713102__new_10__k_10,3-19,713102,10,10,0.7194444444444444,0.47222222222222227,0.6416666666666666,0.36166666666666664,0.4090497044586338,0.24722222222222223,0.38888888888888884,2.495833333333333,0.07777777777777783,-0.16944444444444434,0.08333333333333343,0.2,"{""14-10"": 0.7999999999999999, ""14-7"": 0.5666666666666668, ""20-15"": 0.7833333333333333, ""20-19"": 0.6833333333333332, ""6-15"": 0.5333333333333333, ""8-20"": 0.9500000000000001}","{""14-10"": 0.4000000000000001, ""14-7"": 0.3333333333333333, ""20-15"": 0.65, ""20-19"": 0.45, ""6-15"": 0.21666666666666667, ""8-20"": 0.7833333333333333}","{""14-10"": 0.39999999999999997, ""14-7"": 0.23333333333333336, ""20-15"": 0.13333333333333333, ""20-19"": 0.23333333333333328, ""6-15"": 0.31666666666666665, ""8-20"": 0.16666666666666666}",44048,12,109818,168271872,0.7399262021256922,2.495833333333333,3.0,0.271875,0.7083333333333334,0.019791666666666666
rx_3_19__seed_713102__new_10__k_20,3-19,713102,10,20,0.6888888888888888,0.3972222222222222,0.6416666666666666,0.39166666666666666,0.3943792874793677,0.2916666666666667,0.41111111111111115,2.4895833333333335,0.047222222222222165,-0.2444444444444444,-0.01388888888888895,0.05,"{""14-10"": 0.6, ""14-7"": 0.7000000000000001, ""20-15"": 0.85, ""20-19"": 0.65, ""6-15"": 0.4166666666666667, ""8-20"": 0.9166666666666666}","{""14-10"": 0.21666666666666667, ""14-7"": 0.10000000000000002, ""20-15"": 0.6666666666666666, ""20-19"": 0.5, ""6-15"": 0.11666666666666665, ""8-20"": 0.7833333333333333}","{""14-10"": 0.3833333333333333, ""14-7"": 0.6, ""20-15"": 0.18333333333333332, ""20-19"": 0.15, ""6-15"": 0.30000000000000004, ""8-20"": 0.13333333333333333}",44048,12,109818,168271872,0.6790593290740313,2.4895833333333335,3.0,0.28229166666666666,0.690625,0.027083333333333334
rx_3_19__seed_713102__new_10__k_5,3-19,713102,10,5,0.5361111111111111,0.38888888888888884,0.6416666666666666,0.35000000000000003,0.3678115908524548,0.14722222222222225,0.35833333333333334,2.225,-0.10555555555555551,-0.25277777777777777,0.030555555555555503,0.05,"{""14-10"": 0.45, ""14-7"": 0.45, ""20-15"": 0.6833333333333332, ""20-19"": 0.3333333333333333, ""6-15"": 0.5333333333333333, ""8-20"": 0.7666666666666666}","{""14-10"": 0.15, ""14-7"": 0.26666666666666666, ""20-15"": 0.6333333333333333, ""20-19"": 0.25, ""6-15"": 0.2833333333333333, ""8-20"": 0.75}","{""14-10"": 0.3, ""14-7"": 0.18333333333333335, ""20-15"": 0.05000000000000001, ""20-19"": 0.08333333333333331, ""6-15"": 0.25, ""8-20"": 0.01666666666666668}",44048,12,109818,168271872,0.6635697126815406,2.225,3.0,0.39791666666666664,0.5916666666666667,0.010416666666666666
rx_3_19__seed_713102__new_20__k_1,3-19,713102,20,1,0.5083333333333334,0.3055555555555556,0.6416666666666666,0.19499999999999998,0.23757393943288965,0.2027777777777778,0.26666666666666666,2.556410256410256,-0.1333333333333332,-0.336111111111111,0.03888888888888892,0.0,"{""14-10"": 0.7333333333333334, ""14-7"": 0.11666666666666665, ""20-15"": 0.7166666666666667, ""20-19"": 0.3, ""6-15"": 0.4166666666666667, ""8-20"": 0.7666666666666666}","{""14-10"": 0.2833333333333333, ""14-7"": 0.05000000000000001, ""20-15"": 0.5666666666666668, ""20-19"": 0.13333333333333333, ""6-15"": 0.05000000000000001, ""8-20"": 0.75}","{""14-10"": 0.45, ""14-7"": 0.06666666666666667, ""20-15"": 0.14999999999999994, ""20-19"": 0.16666666666666666, ""6-15"": 0.3666666666666667, ""8-20"": 0.01666666666666668}",44048,12,109818,168441856,0.7512159018705672,2.556410256410256,3.0,0.2455128205128205,0.7307692307692307,0.023717948717948717
rx_3_19__seed_713102__new_20__k_10,3-19,713102,20,10,0.7194444444444444,0.37777777777777777,0.6416666666666666,0.29083333333333333,0.32836729917027857,0.3416666666666666,0.325,2.721794871794872,0.07777777777777783,-0.26388888888888884,0.05277777777777776,0.1,"{""14-10"": 0.8166666666666668, ""14-7"": 0.5666666666666668, ""20-15"": 0.7833333333333333, ""20-19"": 0.6833333333333332, ""6-15"": 0.5166666666666667, ""8-20"": 0.9500000000000001}","{""14-10"": 0.4000000000000001, ""14-7"": 0.3333333333333333, ""20-15"": 0.65, ""20-19"": 0.45, ""6-15"": 0.13333333333333333, ""8-20"": 0.3}","{""14-10"": 0.4166666666666667, ""14-7"": 0.23333333333333336, ""20-15"": 0.13333333333333333, ""20-19"": 0.23333333333333328, ""6-15"": 0.3833333333333333, ""8-20"": 0.65}",44048,12,109818,168441856,0.7617786081913763,2.721794871794872,3.0,0.18012820512820513,0.7788461538461539,0.041025641025641026
rx_3_19__seed_713102__new_20__k_20,3-19,713102,20,20,0.6888888888888888,0.3138888888888889,0.6416666666666666,0.29750000000000004,0.3049886745875136,0.375,0.325,2.773076923076923,0.047222222222222165,-0.3277777777777777,-0.011111111111111127,0.0,"{""14-10"": 0.6, ""14-7"": 0.7000000000000001, ""20-15"": 0.85, ""20-19"": 0.65, ""6-15"": 0.4166666666666667, ""8-20"": 0.9166666666666666}","{""14-10"": 0.21666666666666667, ""14-7"": 0.10000000000000002, ""20-15"": 0.6666666666666666, ""20-19"": 0.5, ""6-15"": 0.08333333333333333, ""8-20"": 0.31666666666666665}","{""14-10"": 0.3833333333333333, ""14-7"": 0.6, ""20-15"": 0.18333333333333332, ""20-19"": 0.15, ""6-15"": 0.3333333333333333, ""8-20"": 0.6}",44048,12,109818,168441856,0.7695019077987243,2.773076923076923,3.0,0.15897435897435896,0.7955128205128205,0.04551282051282051
rx_3_19__seed_713102__new_20__k_5,3-19,713102,20,5,0.5333333333333333,0.3833333333333333,0.6416666666666666,0.26416666666666666,0.3122206521142418,0.15,0.3527777777777778,2.5935897435897437,-0.10833333333333328,-0.2583333333333333,0.030555555555555503,0.05,"{""14-10"": 0.45, ""14-7"": 0.45, ""20-15"": 0.6833333333333332, ""20-19"": 0.3333333333333333, ""6-15"": 0.5166666666666667, ""8-20"": 0.7666666666666666}","{""14-10"": 0.15, ""14-7"": 0.26666666666666666, ""20-15"": 0.6333333333333333, ""20-19"": 0.25, ""6-15"": 0.25, ""8-20"": 0.75}","{""14-10"": 0.3, ""14-7"": 0.18333333333333335, ""20-15"": 0.05000000000000001, ""20-19"": 0.08333333333333331, ""6-15"": 0.26666666666666666, ""8-20"": 0.01666666666666668}",44048,12,109818,168441856,0.7213710646073407,2.5935897435897437,3.0,0.24615384615384617,0.7108974358974359,0.04294871794871795
rx_3_19__seed_713102__new_5__k_1,3-19,713102,5,1,0.5055555555555555,0.3972222222222222,0.6416666666666666,0.4666666666666666,0.42720972569232796,0.10833333333333332,0.39444444444444443,1.8818181818181818,-0.13611111111111107,-0.2444444444444444,0.002777777777777768,0.1,"{""14-10"": 0.7333333333333334, ""14-7"": 0.11666666666666665, ""20-15"": 0.7333333333333334, ""20-19"": 0.2833333333333333, ""6-15"": 0.39999999999999997, ""8-20"": 0.7666666666666666}","{""14-10"": 0.5, ""14-7"": 0.11666666666666665, ""20-15"": 0.6666666666666666, ""20-19"": 0.13333333333333333, ""6-15"": 0.21666666666666667, ""8-20"": 0.75}","{""14-10"": 0.2333333333333333, ""14-7"": 0.0, ""20-15"": 0.0666666666666667, ""20-19"": 0.15, ""6-15"": 0.18333333333333335, ""8-20"": 0.01666666666666668}",44048,12,109818,168198144,0.6641218078915369,1.8818181818181818,3.0,0.5606060606060606,0.43787878787878787,0.0015151515151515152
rx_3_19__seed_713102__new_5__k_10,3-19,713102,5,10,0.7194444444444444,0.5333333333333333,0.6416666666666666,0.49666666666666665,0.5143078508725166,0.18611111111111112,0.45,2.015151515151515,0.07777777777777783,-0.10833333333333328,0.08333333333333331,0.2,"{""14-10"": 0.7999999999999999, ""14-7"": 0.5666666666666668, ""20-15"": 0.7999999999999999, ""20-19"": 0.6666666666666666, ""6-15"": 0.5333333333333333, ""8-20"": 0.9500000000000001}","{""14-10"": 0.43333333333333335, ""14-7"": 0.5499999999999999, ""20-15"": 0.6666666666666666, ""20-19"": 0.4666666666666666, ""6-15"": 0.21666666666666667, ""8-20"": 0.8666666666666667}","{""14-10"": 0.3666666666666667, ""14-7"": 0.01666666666666668, ""20-15"": 0.13333333333333333, ""20-19"": 0.19999999999999998, ""6-15"": 0.31666666666666665, ""8-20"": 0.08333333333333333}",44048,12,109818,168198144,0.6867492134033731,2.015151515151515,3.0,0.49696969696969695,0.4984848484848485,0.004545454545454545
rx_3_19__seed_713102__new_5__k_20,3-19,713102,5,20,0.6972222222222223,0.5111111111111111,0.6416666666666666,0.5066666666666667,0.5084845090108842,0.1861111111111111,0.5194444444444445,2.0212121212121215,0.05555555555555569,-0.13055555555555554,-0.008333333333333415,0.05,"{""14-10"": 0.6, ""14-7"": 0.7000000000000001, ""20-15"": 0.8666666666666667, ""20-19"": 0.65, ""6-15"": 0.45, ""8-20"": 0.9166666666666666}","{""14-10"": 0.26666666666666666, ""14-7"": 0.6166666666666667, ""20-15"": 0.6999999999999998, ""20-19"": 0.55, ""6-15"": 0.09999999999999999, ""8-20"": 0.8333333333333334}","{""14-10"": 0.3333333333333333, ""14-7"": 0.0833333333333333, ""20-15"": 0.1666666666666667, ""20-19"": 0.09999999999999996, ""6-15"": 0.35000000000000003, ""8-20"": 0.08333333333333333}",44048,12,109818,168198144,0.6953136692049376,2.021212121212121,3.0,0.4954545454545455,0.4984848484848485,0.006060606060606061
rx_3_19__seed_713102__new_5__k_5,3-19,713102,5,5,0.5361111111111111,0.3972222222222222,0.6416666666666666,0.53,0.4540375328565316,0.1388888888888889,0.39444444444444443,1.9757575757575758,-0.10555555555555551,-0.2444444444444444,0.002777777777777768,0.05,"{""14-10"": 0.45, ""14-7"": 0.43333333333333335, ""20-15"": 0.6833333333333332, ""20-19"": 0.3333333333333333, ""6-15"": 0.5499999999999999, ""8-20"": 0.7666666666666666}","{""14-10"": 0.16666666666666666, ""14-7"": 0.3333333333333333, ""20-15"": 0.6166666666666667, ""20-19"": 0.25, ""6-15"": 0.26666666666666666, ""8-20"": 0.75}","{""14-10"": 0.2833333333333333, ""14-7"": 0.10000000000000002, ""20-15"": 0.06666666666666665, ""20-19"": 0.08333333333333331, ""6-15"": 0.2833333333333333, ""8-20"": 0.01666666666666668}",44048,12,109818,168198144,0.635635761092558,1.9757575757575758,3.0,0.5136363636363637,0.48484848484848486,0.0015151515151515152
rx_3_19__seed_713103__new_10__k_1,3-19,713103,10,1,0.5055555555555555,0.30277777777777776,0.5972222222222222,0.305,0.302689197410605,0.2027777777777778,0.25,2.3166666666666664,-0.09166666666666667,-0.29444444444444445,0.05277777777777776,0.0,"{""14-10"": 0.7000000000000001, ""14-7"": 0.19999999999999998, ""20-15"": 0.7000000000000001, ""20-19"": 0.45, ""6-15"": 0.39999999999999997, ""8-20"": 0.5833333333333334}","{""14-10"": 0.25, ""14-7"": 0.03333333333333333, ""20-15"": 0.6666666666666666, ""20-19"": 0.09999999999999999, ""6-15"": 0.18333333333333335, ""8-20"": 0.5833333333333334}","{""14-10"": 0.45, ""14-7"": 0.16666666666666666, ""20-15"": 0.033333333333333326, ""20-19"": 0.35000000000000003, ""6-15"": 0.21666666666666667, ""8-20"": 0.0}",44048,12,109818,168271872,0.6587384996237233,2.316666666666667,3.0,0.35625,0.6291666666666667,0.014583333333333334
rx_3_19__seed_713103__new_10__k_10,3-19,713103,10,10,0.6222222222222222,0.4055555555555555,0.5972222222222222,0.42333333333333334,0.4137129740265763,0.2166666666666667,0.41111111111111115,2.502083333333333,0.025000000000000022,-0.1916666666666667,-0.005555555555555647,0.1,"{""14-10"": 0.4666666666666666, ""14-7"": 0.7833333333333333, ""20-15"": 0.8666666666666667, ""20-19"": 0.3333333333333333, ""6-15"": 0.45, ""8-20"": 0.8333333333333334}","{""14-10"": 0.2333333333333333, ""14-7"": 0.3, ""20-15"": 0.7000000000000001, ""20-19"": 0.2833333333333334, ""6-15"": 0.13333333333333333, ""8-20"": 0.7833333333333333}","{""14-10"": 0.2333333333333333, ""14-7"": 0.48333333333333334, ""20-15"": 0.16666666666666666, ""20-19"": 0.04999999999999999, ""6-15"": 0.31666666666666665, ""8-20"": 0.05000000000000001}",44048,12,109818,168271872,0.7529040347435512,2.502083333333333,3.0,0.28125,0.6864583333333333,0.03229166666666667
