cell_id,receiver,seed,new_class_count,k_shot,old_acc_before_increment,old_acc_after_increment,direct_adv3b02_old_acc,seen_new_acc_after_increment,H_old_new_after_increment,candidate_average_forgetting,identity_old_acc_after_increment,shared_view_count_mean,delta_before_vs_direct,delta_after_vs_direct,delta_after_vs_identity,min_old_class_acc_after_global,old_class_acc_before_mean_json,old_class_acc_after_mean_json,old_class_forgetting_mean_json,trainable_parameters,adapt_epochs,persistent_state_bytes,peak_cuda_memory_bytes,candidate_query_latency_ms,mean_backbone_forwards,p95_backbone_forwards,view1_rate,view3_rate,view5_rate
rx_7_7__seed_713101__new_20__k_10,7-7,713101,20,10,0.8111111111111112,0.6749999999999999,0.8222222222222223,0.5158333333333334,0.5846497410257514,0.1361111111111111,0.7055555555555556,2.4064102564102563,-0.011111111111111072,-0.14722222222222237,-0.03055555555555567,0.35,"{""14-10"": 0.7000000000000001, ""14-7"": 0.5333333333333333, ""20-15"": 0.8666666666666667, ""20-19"": 0.8666666666666667, ""6-15"": 0.9166666666666666, ""8-20"": 0.9833333333333334}","{""14-10"": 0.5666666666666668, ""14-7"": 0.5166666666666667, ""20-15"": 0.7166666666666667, ""20-19"": 0.8166666666666668, ""6-15"": 0.45, ""8-20"": 0.9833333333333334}","{""14-10"": 0.13333333333333333, ""14-7"": 0.01666666666666668, ""20-15"": 0.15000000000000002, ""20-19"": 0.04999999999999997, ""6-15"": 0.4666666666666666, ""8-20"": 0.0}",44048,12,109818,168441856,0.7357853196131495,2.4064102564102563,3.0,0.3211538461538462,0.6544871794871795,0.02435897435897436
rx_7_7__seed_713101__new_20__k_20,7-7,713101,20,20,0.8416666666666667,0.7055555555555556,0.8222222222222223,0.5483333333333333,0.6168600535724799,0.1361111111111111,0.7444444444444445,2.376923076923077,0.019444444444444375,-0.1166666666666667,-0.03888888888888886,0.35,"{""14-10"": 0.7000000000000001, ""14-7"": 0.6833333333333332, ""20-15"": 0.8833333333333333, ""20-19"": 0.9, ""6-15"": 0.9, ""8-20"": 0.9833333333333334}","{""14-10"": 0.5666666666666668, ""14-7"": 0.6166666666666667, ""20-15"": 0.7999999999999999, ""20-19"": 0.8166666666666668, ""6-15"": 0.45, ""8-20"": 0.9833333333333334}","{""14-10"": 0.13333333333333333, ""14-7"": 0.06666666666666661, ""20-15"": 0.08333333333333333, ""20-19"": 0.0833333333333333, ""6-15"": 0.44999999999999996, ""8-20"": 0.0}",44048,12,109818,168441856,0.7641178911002591,2.376923076923077,3.0,0.33589743589743587,0.6397435897435897,0.02435897435897436
rx_7_7__seed_713101__new_20__k_5,7-7,713101,20,5,0.8722222222222222,0.7194444444444444,0.8222222222222223,0.48666666666666664,0.5805798897526153,0.15277777777777776,0.7416666666666667,2.355128205128205,0.04999999999999993,-0.10277777777777786,-0.022222222222222254,0.25,"{""14-10"": 0.75, ""14-7"": 0.7999999999999999, ""20-15"": 0.8666666666666667, ""20-19"": 0.8833333333333333, ""6-15"": 0.9500000000000001, ""8-20"": 0.9833333333333334}","{""14-10"": 0.6833333333333332, ""14-7"": 0.6666666666666666, ""20-15"": 0.8333333333333334, ""20-19"": 0.85, ""6-15"": 0.3, ""8-20"": 0.9833333333333334}","{""14-10"": 0.06666666666666665, ""14-7"": 0.13333333333333333, ""20-15"": 0.033333333333333326, ""20-19"": 0.033333333333333326, ""6-15"": 0.65, ""8-20"": 0.0}",44048,12,109818,168441856,0.803797795640257,2.355128205128205,3.0,0.3532051282051282,0.6160256410256411,0.03076923076923077
rx_7_7__seed_713101__new_5__k_1,7-7,713101,5,1,0.7472222222222222,0.6444444444444445,0.8222222222222223,0.3033333333333333,0.41243765657860565,0.10277777777777779,0.6277777777777778,1.7696969696969698,-0.07500000000000007,-0.1777777777777778,0.01666666666666672,0.15,"{""14-10"": 0.25, ""14-7"": 0.6333333333333333, ""20-15"": 0.9166666666666666, ""20-19"": 0.85, ""6-15"": 0.85, ""8-20"": 0.9833333333333334}","{""14-10"": 0.25, ""14-7"": 0.21666666666666667, ""20-15"": 0.9166666666666666, ""20-19"": 0.85, ""6-15"": 0.65, ""8-20"": 0.9833333333333334}","{""14-10"": 0.0, ""14-7"": 0.4166666666666667, ""20-15"": 0.0, ""20-19"": 0.0, ""6-15"": 0.20000000000000004, ""8-20"": 0.0}",44048,12,109818,168198144,0.6076540247621862,1.7696969696969698,3.0,0.6212121212121212,0.37272727272727274,0.006060606060606061
rx_7_7__seed_713101__new_5__k_10,7-7,713101,5,10,0.8138888888888888,0.7194444444444444,0.8222222222222223,0.5866666666666667,0.646076097289701,0.09444444444444444,0.7361111111111112,1.7757575757575756,-0.008333333333333526,-0.10277777777777786,-0.01666666666666672,0.4,"{""14-10"": 0.7000000000000001, ""14-7"": 0.5333333333333333, ""20-15"": 0.8666666666666667, ""20-19"": 0.8833333333333333, ""6-15"": 0.9166666666666666, ""8-20"": 0.9833333333333334}","{""14-10"": 0.5666666666666668, ""14-7"": 0.5166666666666667, ""20-15"": 0.8666666666666667, ""20-19"": 0.8833333333333333, ""6-15"": 0.5, ""8-20"": 0.9833333333333334}","{""14-10"": 0.13333333333333333, ""14-7"": 0.01666666666666668, ""20-15"": 0.0, ""20-19"": 0.0, ""6-15"": 0.4166666666666667, ""8-20"": 0.0}",44048,12,109818,168198144,0.6233632656265841,1.7757575757575759,3.0,0.6257575757575757,0.3606060606060606,0.013636363636363636
rx_7_7__seed_713101__new_5__k_20,7-7,713101,5,20,0.8416666666666667,0.7333333333333334,0.8222222222222223,0.6,0.6597666744960661,0.10833333333333328,0.7611111111111111,1.8090909090909093,0.019444444444444375,-0.0888888888888889,-0.02777777777777768,0.4,"{""14-10"": 0.7000000000000001, ""14-7"": 0.6833333333333332, ""20-15"": 0.9, ""20-19"": 0.8666666666666667, ""6-15"": 0.9166666666666666, ""8-20"": 0.9833333333333334}","{""14-10"": 0.5666666666666668, ""14-7"": 0.6166666666666667, ""20-15"": 0.8833333333333333, ""20-19"": 0.85, ""6-15"": 0.5, ""8-20"": 0.9833333333333334}","{""14-10"": 0.13333333333333333, ""14-7"": 0.06666666666666661, ""20-15"": 0.01666666666666668, ""20-19"": 0.01666666666666668, ""6-15"": 0.4166666666666667, ""8-20"": 0.0}",44048,12,109818,168198144,0.6252363451163877,1.809090909090909,3.0,0.6075757575757575,0.3803030303030303,0.012121212121212121
rx_7_7__seed_713101__new_5__k_5,7-7,713101,5,5,0.8611111111111112,0.7388888888888889,0.8222222222222223,0.5866666666666667,0.6535855351749142,0.12222222222222223,0.7583333333333334,1.8939393939393938,0.03888888888888886,-0.08333333333333337,-0.019444444444444486,0.25,"{""14-10"": 0.75, ""14-7"": 0.7833333333333333, ""20-15"": 0.8666666666666667, ""20-19"": 0.8833333333333333, ""6-15"": 0.9, ""8-20"": 0.9833333333333334}","{""14-10"": 0.7166666666666667, ""14-7"": 0.6833333333333332, ""20-15"": 0.8666666666666667, ""20-19"": 0.8833333333333333, ""6-15"": 0.3, ""8-20"": 0.9833333333333334}","{""14-10"": 0.03333333333333336, ""14-7"": 0.10000000000000002, ""20-15"": 0.0, ""20-19"": 0.0, ""6-15"": 0.6000000000000001, ""8-20"": 0.0}",44048,12,109818,168198144,0.6778250384906476,1.893939393939394,3.0,0.5681818181818182,0.4166666666666667,0.015151515151515152
rx_7_7__seed_713102__new_10__k_1,7-7,713102,10,1,0.7888888888888889,0.6611111111111111,0.813888888888889,0.44333333333333336,0.5306875182968869,0.1277777777777778,0.6166666666666667,2.3916666666666666,-0.025000000000000133,-0.1527777777777779,0.0444444444444444,0.15,"{""14-10"": 0.8666666666666667, ""14-7"": 0.2333333333333333, ""20-15"": 0.9333333333333332, ""20-19"": 0.7999999999999999, ""6-15"": 0.9, ""8-20"": 1.0}","{""14-10"": 0.5666666666666667, ""14-7"": 0.2333333333333333, ""20-15"": 0.8833333333333333, ""20-19"": 0.6333333333333333, ""6-15"": 0.65, ""8-20"": 1.0}","{""14-10"": 0.3, ""14-7"": 0.0, ""20-15"": 0.04999999999999997, ""20-19"": 0.16666666666666666, ""6-15"": 0.25000000000000006, ""8-20"": 0.0}",44048,12,109818,168271872,0.7568697425692031,2.3916666666666666,3.0,0.328125,0.6479166666666667,0.023958333333333335
rx_7_7__seed_713102__new_10__k_10,7-7,713102,10,10,0.8361111111111111,0.6805555555555557,0.813888888888889,0.5333333333333333,0.5977779455433088,0.15555555555555553,0.6583333333333333,2.327083333333333,0.022222222222222143,-0.1333333333333333,0.022222222222222365,0.3,"{""14-10"": 0.7666666666666666, ""14-7"": 0.5666666666666668, ""20-15"": 0.9333333333333332, ""20-19"": 0.85, ""6-15"": 0.9, ""8-20"": 1.0}","{""14-10"": 0.5333333333333333, ""14-7"": 0.5, ""20-15"": 0.9166666666666666, ""20-19"": 0.7333333333333334, ""6-15"": 0.39999999999999997, ""8-20"": 1.0}","{""14-10"": 0.2333333333333333, ""14-7"": 0.06666666666666667, ""20-15"": 0.01666666666666668, ""20-19"": 0.11666666666666663, ""6-15"": 0.5, ""8-20"": 0.0}",44048,12,109818,168271872,0.7064731883777616,2.3270833333333334,3.0,0.3541666666666667,0.628125,0.017708333333333333
rx_7_7__seed_713102__new_10__k_20,7-7,713102,10,20,0.8361111111111111,0.6972222222222223,0.813888888888889,0.5166666666666667,0.5934802832371922,0.13888888888888892,0.6916666666666668,2.2604166666666665,0.022222222222222143,-0.1166666666666667,0.005555555555555536,0.4,"{""14-10"": 0.7666666666666666, ""14-7"": 0.5499999999999999, ""20-15"": 0.9333333333333332, ""20-19"": 0.8666666666666667, ""6-15"": 0.9, ""8-20"": 1.0}","{""14-10"": 0.5333333333333333, ""14-7"": 0.45, ""20-15"": 0.9166666666666666, ""20-19"": 0.7833333333333333, ""6-15"": 0.5, ""8-20"": 1.0}","{""14-10"": 0.23333333333333336, ""14-7"": 0.09999999999999999, ""20-15"": 0.01666666666666668, ""20-19"": 0.08333333333333333, ""6-15"": 0.4000000000000001, ""8-20"": 0.0}",44048,12,109818,168271872,0.6754488058504649,2.2604166666666665,3.0,0.390625,0.5885416666666666,0.020833333333333332
rx_7_7__seed_713102__new_10__k_5,7-7,713102,10,5,0.8333333333333334,0.6861111111111112,0.813888888888889,0.5316666666666667,0.5987807838768345,0.14722222222222223,0.6111111111111112,2.3041666666666667,0.019444444444444375,-0.12777777777777777,0.07500000000000007,0.2,"{""14-10"": 0.8166666666666668, ""14-7"": 0.5333333333333333, ""20-15"": 0.9166666666666666, ""20-19"": 0.8333333333333334, ""6-15"": 0.9, ""8-20"": 1.0}","{""14-10"": 0.6166666666666667, ""14-7"": 0.5, ""20-15"": 0.9, ""20-19"": 0.7166666666666667, ""6-15"": 0.3833333333333333, ""8-20"": 1.0}","{""14-10"": 0.20000000000000004, ""14-7"": 0.033333333333333326, ""20-15"": 0.016666666666666646, ""20-19"": 0.11666666666666665, ""6-15"": 0.5166666666666667, ""8-20"": 0.0}",44048,12,109818,168271872,0.7171058076589057,2.3041666666666667,3.0,0.365625,0.6166666666666667,0.017708333333333333
rx_7_7__seed_713102__new_20__k_1,7-7,713102,20,1,0.7888888888888889,0.6138888888888889,0.813888888888889,0.39166666666666666,0.4781897483304627,0.17500000000000002,0.5805555555555556,2.6102564102564103,-0.025000000000000133,-0.20000000000000007,0.033333333333333326,0.15,"{""14-10"": 0.8666666666666667, ""14-7"": 0.2333333333333333, ""20-15"": 0.9333333333333332, ""20-19"": 0.7999999999999999, ""6-15"": 0.9, ""8-20"": 1.0}","{""14-10"": 0.5666666666666667, ""14-7"": 0.2333333333333333, ""20-15"": 0.8166666666666668, ""20-19"": 0.6333333333333333, ""6-15"": 0.43333333333333335, ""8-20"": 1.0}","{""14-10"": 0.3, ""14-7"": 0.0, ""20-15"": 0.11666666666666663, ""20-19"": 0.16666666666666666, ""6-15"": 0.46666666666666673, ""8-20"": 0.0}",44048,12,109818,168441856,0.7538958909348227,2.6102564102564103,3.0,0.22884615384615384,0.7371794871794872,0.03397435897435897
rx_7_7__seed_713102__new_20__k_10,7-7,713102,20,10,0.8361111111111111,0.6777777777777777,0.813888888888889,0.5508333333333334,0.6073992990257419,0.15833333333333333,0.638888888888889,2.4115384615384614,0.022222222222222143,-0.1361111111111113,0.03888888888888875,0.3,"{""14-10"": 0.7666666666666666, ""14-7"": 0.5666666666666668, ""20-15"": 0.9333333333333332, ""20-19"": 0.85, ""6-15"": 0.9, ""8-20"": 1.0}","{""14-10"": 0.5333333333333333, ""14-7"": 0.5, ""20-15"": 0.9, ""20-19"": 0.7333333333333334, ""6-15"": 0.39999999999999997, ""8-20"": 1.0}","{""14-10"": 0.2333333333333333, ""14-7"": 0.06666666666666667, ""20-15"": 0.033333333333333326, ""20-19"": 0.11666666666666663, ""6-15"": 0.5, ""8-20"": 0.0}",44048,12,109818,168441856,0.747924927287759,2.4115384615384614,3.0,0.31858974358974357,0.657051282051282,0.02435897435897436
rx_7_7__seed_713102__new_20__k_20,7-7,713102,20,20,0.8361111111111111,0.6972222222222223,0.813888888888889,0.5525000000000001,0.6162268016915979,0.13888888888888892,0.6888888888888888,2.4153846153846152,0.022222222222222143,-0.1166666666666667,0.008333333333333526,0.4,"{""14-10"": 0.7666666666666666, ""14-7"": 0.5499999999999999, ""20-15"": 0.9333333333333332, ""20-19"": 0.8666666666666667, ""6-15"": 0.9, ""8-20"": 1.0}","{""14-10"": 0.5333333333333333, ""14-7"": 0.45, ""20-15"": 0.9166666666666666, ""20-19"": 0.7833333333333333, ""6-15"": 0.5, ""8-20"": 1.0}","{""14-10"": 0.23333333333333336, ""14-7"": 0.09999999999999999, ""20-15"": 0.01666666666666668, ""20-19"": 0.08333333333333333, ""6-15"": 0.4000000000000001, ""8-20"": 0.0}",44048,12,109818,168441856,0.6681475845070031,2.4153846153846152,3.0,0.32243589743589746,0.6474358974358975,0.03012820512820513
rx_7_7__seed_713102__new_20__k_5,7-7,713102,20,5,0.8333333333333334,0.6833333333333332,0.813888888888889,0.5458333333333333,0.606295559386565,0.15,0.6083333333333334,2.3897435897435897,0.019444444444444375,-0.13055555555555576,0.07499999999999984,0.2,"{""14-10"": 0.8166666666666668, ""14-7"": 0.5333333333333333, ""20-15"": 0.9166666666666666, ""20-19"": 0.8333333333333334, ""6-15"": 0.9, ""8-20"": 1.0}","{""14-10"": 0.6166666666666667, ""14-7"": 0.5, ""20-15"": 0.8833333333333333, ""20-19"": 0.7166666666666667, ""6-15"": 0.3833333333333333, ""8-20"": 1.0}","{""14-10"": 0.20000000000000004, ""14-7"": 0.033333333333333326, ""20-15"": 0.03333333333333329, ""20-19"": 0.11666666666666665, ""6-15"": 0.5166666666666667, ""8-20"": 0.0}",44048,12,109818,168441856,0.68782519770022,2.3897435897435897,3.0,0.3333333333333333,0.6384615384615384,0.028205128205128206
rx_7_7__seed_713102__new_5__k_1,7-7,713102,5,1,0.7916666666666666,0.688888888888889,0.813888888888889,0.5366666666666666,0.60327832611243,0.10277777777777779,0.65,2.103030303030303,-0.022222222222222365,-0.125,0.03888888888888897,0.15,"{""14-10"": 0.8833333333333333, ""14-7"": 0.2333333333333333, ""20-15"": 0.9333333333333332, ""20-19"": 0.7999999999999999, ""6-15"": 0.9, ""8-20"": 1.0}","{""14-10"": 0.5833333333333334, ""14-7"": 0.2333333333333333, ""20-15"": 0.9166666666666666, ""20-19"": 0.75, ""6-15"": 0.65, ""8-20"": 1.0}","{""14-10"": 0.3, ""14-7"": 0.0, ""20-15"": 0.01666666666666668, ""20-19"": 0.05000000000000001, ""6-15"": 0.25000000000000006, ""8-20"": 0.0}",44048,12,109818,168198144,0.6882952808430701,2.103030303030303,3.0,0.46060606060606063,0.5272727272727272,0.012121212121212121
rx_7_7__seed_713102__new_5__k_10,7-7,713102,5,10,0.8416666666666667,0.7055555555555556,0.813888888888889,0.6366666666666666,0.667569144830522,0.13611111111111107,0.7083333333333334,1.7878787878787878,0.02777777777777768,-0.10833333333333339,-0.002777777777777768,0.3,"{""14-10"": 0.7666666666666666, ""14-7"": 0.5833333333333334, ""20-15"": 0.9500000000000001, ""20-19"": 0.8333333333333334, ""6-15"": 0.9166666666666666, ""8-20"": 1.0}","{""14-10"": 0.5333333333333333, ""14-7"": 0.5, ""20-15"": 0.9500000000000001, ""20-19"": 0.8166666666666668, ""6-15"": 0.43333333333333335, ""8-20"": 1.0}","{""14-10"": 0.2333333333333333, ""14-7"": 0.08333333333333331, ""20-15"": 0.0, ""20-19"": 0.01666666666666668, ""6-15"": 0.48333333333333334, ""8-20"": 0.0}",44048,12,109818,168198144,0.6259867547531471,1.7878787878787878,3.0,0.6075757575757575,0.39090909090909093,0.0015151515151515152
rx_7_7__seed_713102__new_5__k_20,7-7,713102,5,20,0.8361111111111111,0.7111111111111111,0.813888888888889,0.6433333333333333,0.6738810770760314,0.125,0.7083333333333334,1.7757575757575756,0.022222222222222143,-0.10277777777777786,0.002777777777777768,0.4,"{""14-10"": 0.7666666666666666, ""14-7"": 0.5333333333333333, ""20-15"": 0.9500000000000001, ""20-19"": 0.85, ""6-15"": 0.9166666666666666, ""8-20"": 1.0}","{""14-10"": 0.5333333333333333, ""14-7"": 0.45, ""20-15"": 0.9500000000000001, ""20-19"": 0.8166666666666668, ""6-15"": 0.5166666666666667, ""8-20"": 1.0}","{""14-10"": 0.23333333333333336, ""14-7"": 0.08333333333333333, ""20-15"": 0.0, ""20-19"": 0.03333333333333336, ""6-15"": 0.39999999999999997, ""8-20"": 0.0}",44048,12,109818,168198144,0.6362436797864961,1.7757575757575759,3.0,0.6136363636363636,0.38484848484848483,0.0015151515151515152
rx_7_7__seed_713102__new_5__k_5,7-7,713102,5,5,0.8361111111111111,0.7000000000000001,0.813888888888889,0.6433333333333333,0.6686665802917829,0.13611111111111107,0.6833333333333332,1.7787878787878786,0.022222222222222143,-0.11388888888888893,0.01666666666666683,0.25,"{""14-10"": 0.8166666666666668, ""14-7"": 0.5499999999999999, ""20-15"": 0.9333333333333332, ""20-19"": 0.8166666666666668, ""6-15"": 0.9, ""8-20"": 1.0}","{""14-10"": 0.6, ""14-7"": 0.5, ""20-15"": 0.9333333333333332, ""20-19"": 0.7666666666666666, ""6-15"": 0.39999999999999997, ""8-20"": 1.0}","{""14-10"": 0.21666666666666667, ""14-7"": 0.05000000000000001, ""20-15"": 0.0, ""20-19"": 0.05000000000000001, ""6-15"": 0.5, ""8-20"": 0.0}",44048,12,109818,168198144,0.6269482267794736,1.7787878787878788,3.0,0.6151515151515151,0.3803030303030303,0.004545454545454545
rx_7_7__seed_713103__new_10__k_1,7-7,713103,10,1,0.7083333333333334,0.6,0.7999999999999999,0.44333333333333336,0.5088654053488959,0.10833333333333335,0.5333333333333333,2.2729166666666667,-0.09166666666666656,-0.19999999999999996,0.06666666666666665,0.05,"{""14-10"": 0.3666666666666667, ""14-7"": 0.09999999999999999, ""20-15"": 0.9, ""20-19"": 0.9666666666666667, ""6-15"": 0.9333333333333332, ""8-20"": 0.9833333333333334}","{""14-10"": 0.3333333333333333, ""14-7"": 0.09999999999999999, ""20-15"": 0.85, ""20-19"": 0.75, ""6-15"": 0.5833333333333334, ""8-20"": 0.9833333333333334}","{""14-10"": 0.033333333333333326, ""14-7"": 0.0, ""20-15"": 0.05000000000000001, ""20-19"": 0.21666666666666665, ""6-15"": 0.35000000000000003, ""8-20"": 0.0}",44048,12,109818,168271872,0.6626285859965719,2.2729166666666667,3.0,0.378125,0.6072916666666667,0.014583333333333334
rx_7_7__seed_713103__new_10__k_10,7-7,713103,10,10,0.8222222222222223,0.5888888888888889,0.7999999999999999,0.4816666666666667,0.5289392750691596,0.2333333333333333,0.6722222222222222,2.35,0.022222222222222365,-0.21111111111111103,-0.08333333333333326,0.1,"{""14-10"": 0.6, ""14-7"": 0.6666666666666666, ""20-15"": 0.8666666666666667, ""20-19"": 0.9, ""6-15"": 0.9166666666666666, ""8-20"": 0.9833333333333334}","{""14-10"": 0.4166666666666667, ""14-7"": 0.25, ""20-15"": 0.7333333333333334, ""20-19"": 0.7999999999999999, ""6-15"": 0.35000000000000003, ""8-20"": 0.9833333333333334}","{""14-10"": 0.18333333333333335, ""14-7"": 0.4166666666666667, ""20-15"": 0.1333333333333334, ""20-19"": 0.09999999999999998, ""6-15"": 0.5666666666666668, ""8-20"": 0.0}",44048,12,109818,168271872,0.7364611873830048,2.35,3.0,0.3541666666666667,0.6166666666666667,0.029166666666666667
rx_7_7__seed_713103__new_10__k_20,7-7,713103,10,20,0.7805555555555556,0.6166666666666667,0.7999999999999999,0.5033333333333333,0.5537087419829027,0.16388888888888895,0.6583333333333333,2.185416666666667,-0.019444444444444375,-0.18333333333333324,-0.04166666666666663,0.3,"{""14-10"": 0.5333333333333333, ""14-7"": 0.5, ""20-15"": 0.8833333333333333, ""20-19"": 0.8333333333333334, ""6-15"": 0.9500000000000001, ""8-20"": 0.9833333333333334}","{""14-10"": 0.39999999999999997, ""14-7"": 0.43333333333333335, ""20-15"": 0.7333333333333334, ""20-19"": 0.7333333333333334, ""6-15"": 0.4166666666666667, ""8-20"": 0.9833333333333334}","{""14-10"": 0.13333333333333333, ""14-7"": 0.06666666666666667, ""20-15"": 0.15, ""20-19"": 0.09999999999999998, ""6-15"": 0.5333333333333333, ""8-20"": 0.0}",44048,12,109818,168271872,0.640332605689764,2.185416666666667,3.0,0.43333333333333335,0.540625,0.026041666666666668
rx_7_7__seed_713103__new_10__k_5,7-7,713103,10,5,0.9083333333333333,0.6166666666666667,0.7999999999999999,0.5066666666666667,0.5555888459433026,0.2916666666666667,0.6277777777777778,2.2645833333333334,0.10833333333333339,-0.18333333333333324,-0.011111111111111072,0.25,"{""14-10"": 0.8833333333333333, ""14-7"": 0.8833333333333333, ""20-15"": 0.8833333333333333, ""20-19"": 0.8833333333333333, ""6-15"": 0.9333333333333332, ""8-20"": 0.9833333333333334}","{""14-10"": 0.3333333333333333, ""14-7"": 0.4166666666666667, ""20-15"": 0.7999999999999999, ""20-19"": 0.75, ""6-15"": 0.4166666666666667, ""8-20"": 0.9833333333333334}","{""14-10"": 0.5499999999999999, ""14-7"": 0.4666666666666666, ""20-15"": 0.08333333333333333, ""20-19"": 0.13333333333333333, ""6-15"": 0.5166666666666667, ""8-20"": 0.0}",44048,12,109818,168271872,0.6384067542967387,2.2645833333333334,3.0,0.39375,0.5802083333333333,0.026041666666666668
rx_7_7__seed_713103__new_20__k_1,7-7,713103,20,1,0.7027777777777778,0.5694444444444444,0.7999999999999999,0.42250000000000004,0.4837980851491854,0.13333333333333333,0.4861111111111111,2.4410256410256412,-0.0972222222222221,-0.2305555555555555,0.08333333333333331,0.05,"{""14-10"": 0.3666666666666667, ""14-7"": 0.09999999999999999, ""20-15"": 0.8833333333333333, ""20-19"": 0.9666666666666667, ""6-15"": 0.9166666666666666, ""8-20"": 0.9833333333333334}","{""14-10"": 0.3333333333333333, ""14-7"": 0.09999999999999999, ""20-15"": 0.7333333333333334, ""20-19"": 0.75, ""6-15"": 0.5166666666666667, ""8-20"": 0.9833333333333334}","{""14-10"": 0.033333333333333326, ""14-7"": 0.0, ""20-15"": 0.15, ""20-19"": 0.21666666666666665, ""6-15"": 0.39999999999999997, ""8-20"": 0.0}",44048,12,109818,168441856,0.7416278896972729,2.4410256410256412,3.0,0.30448717948717946,0.6705128205128205,0.025
rx_7_7__seed_713103__new_20__k_10,7-7,713103,20,10,0.8194444444444443,0.5861111111111111,0.7999999999999999,0.5125000000000001,0.5462887373536346,0.2333333333333333,0.6694444444444444,2.471794871794872,0.019444444444444375,-0.2138888888888888,-0.08333333333333326,0.1,"{""14-10"": 0.6, ""14-7"": 0.6666666666666666, ""20-15"": 0.85, ""20-19"": 0.9, ""6-15"": 0.9166666666666666, ""8-20"": 0.9833333333333334}","{""14-10"": 0.4166666666666667, ""14-7"": 0.25, ""20-15"": 0.7166666666666667, ""20-19"": 0.7999999999999999, ""6-15"": 0.35000000000000003, ""8-20"": 0.9833333333333334}","{""14-10"": 0.18333333333333335, ""14-7"": 0.4166666666666667, ""20-15"": 0.13333333333333333, ""20-19"": 0.09999999999999998, ""6-15"": 0.5666666666666668, ""8-20"": 0.0}",44048,12,109818,168441856,0.7326755654783202,2.471794871794872,3.0,0.2967948717948718,0.6705128205128205,0.032692307692307694
rx_7_7__seed_713103__new_20__k_20,7-7,713103,20,20,0.7805555555555556,0.6166666666666667,0.7999999999999999,0.5316666666666666,0.5709342955921644,0.16388888888888895,0.6583333333333333,2.3294871794871796,-0.019444444444444375,-0.18333333333333324,-0.04166666666666663,0.3,"{""14-10"": 0.5333333333333333, ""14-7"": 0.5, ""20-15"": 0.8833333333333333, ""20-19"": 0.8333333333333334, ""6-15"": 0.9500000000000001, ""8-20"": 0.9833333333333334}","{""14-10"": 0.39999999999999997, ""14-7"": 0.43333333333333335, ""20-15"": 0.7333333333333334, ""20-19"": 0.7333333333333334, ""6-15"": 0.4166666666666667, ""8-20"": 0.9833333333333334}","{""14-10"": 0.13333333333333333, ""14-7"": 0.06666666666666667, ""20-15"": 0.15, ""20-19"": 0.09999999999999998, ""6-15"": 0.5333333333333333, ""8-20"": 0.0}",44048,12,109818,168441856,0.7017943118579494,2.3294871794871796,3.0,0.37243589743589745,0.5903846153846154,0.03717948717948718
rx_7_7__seed_713103__new_20__k_5,7-7,713103,20,5,0.9083333333333333,0.6111111111111112,0.7999999999999999,0.49666666666666665,0.5472942456820947,0.2972222222222222,0.6111111111111112,2.4256410256410255,0.10833333333333339,-0.18888888888888877,0.0,0.25,"{""14-10"": 0.8833333333333333, ""14-7"": 0.8833333333333333, ""20-15"": 0.8833333333333333, ""20-19"": 0.8833333333333333, ""6-15"": 0.9333333333333332, ""8-20"": 0.9833333333333334}","{""14-10"": 0.3333333333333333, ""14-7"": 0.4166666666666667, ""20-15"": 0.7833333333333333, ""20-19"": 0.75, ""6-15"": 0.39999999999999997, ""8-20"": 0.9833333333333334}","{""14-10"": 0.5499999999999999, ""14-7"": 0.4666666666666666, ""20-15"": 0.09999999999999998, ""20-19"": 0.13333333333333333, ""6-15"": 0.5333333333333333, ""8-20"": 0.0}",44048,12,109818,168441856,0.753810583279492,2.4256410256410255,3.0,0.3192307692307692,0.6487179487179487,0.03205128205128205
rx_7_7__seed_713103__new_5__k_1,7-7,713103,5,1,0.7166666666666667,0.6333333333333333,0.7999999999999999,0.5066666666666667,0.5623020103623949,0.08333333333333337,0.6416666666666667,1.8848484848484848,-0.08333333333333326,-0.16666666666666663,-0.008333333333333415,0.05,"{""14-10"": 0.3666666666666667, ""14-7"": 0.09999999999999999, ""20-15"": 0.9333333333333332, ""20-19"": 0.9666666666666667, ""6-15"": 0.9500000000000001, ""8-20"": 0.9833333333333334}","{""14-10"": 0.3333333333333333, ""14-7"": 0.09999999999999999, ""20-15"": 0.9333333333333332, ""20-19"": 0.8333333333333334, ""6-15"": 0.6166666666666667, ""8-20"": 0.9833333333333334}","{""14-10"": 0.033333333333333326, ""14-7"": 0.0, ""20-15"": 0.0, ""20-19"": 0.1333333333333333, ""6-15"": 0.3333333333333333, ""8-20"": 0.0}",44048,12,109818,168198144,0.6666910213728746,1.8848484848484848,3.0,0.5606060606060606,0.43636363636363634,0.0030303030303030303
