variant,scene,category,group,correct,total,incorrect,accuracy_percent
U1_mask_off,leo_clear_weak,class,2,16558,33000,16442,50.17575757575757
U1_mask_off,leo_clear_weak,class,3,23431,33000,9569,71.0030303030303
U1_mask_off,leo_clear_weak,class,4,26343,33000,6657,79.82727272727273
U1_mask_off,leo_clear_weak,class,5,31449,33000,1551,95.3
U1_mask_off,leo_low_elev_weak,aggregate,all,122047,198000,75953,61.63989898989899
U1_mask_off,leo_low_elev_weak,named,test_unseen_day_seen_rx,22622,30000,7378,75.40666666666667
U1_mask_off,leo_low_elev_weak,named,test_day_0,22622,30000,7378,75.40666666666667
U1_mask_off,leo_low_elev_weak,named,test_seen_day_unseen_rx,75233,126000,50767,59.708730158730155
U1_mask_off,leo_low_elev_weak,named,test_rx_0,12606,18000,5394,70.03333333333333
U1_mask_off,leo_low_elev_weak,named,test_rx_2,8564,18000,9436,47.577777777777776
U1_mask_off,leo_low_elev_weak,named,test_rx_5,13356,18000,4644,74.2
U1_mask_off,leo_low_elev_weak,named,test_rx_7,6929,18000,11071,38.49444444444445
U1_mask_off,leo_low_elev_weak,named,test_rx_9,12536,18000,5464,69.64444444444445
U1_mask_off,leo_low_elev_weak,named,test_rx_10,10292,18000,7708,57.17777777777778
U1_mask_off,leo_low_elev_weak,named,test_rx_11,10950,18000,7050,60.833333333333336
U1_mask_off,leo_low_elev_weak,named,test_unseen_day_unseen_rx,24192,42000,17808,57.6
U1_mask_off,leo_low_elev_weak,named,test_unseen_day_rx_0,3335,6000,2665,55.583333333333336
U1_mask_off,leo_low_elev_weak,named,test_unseen_day_rx_2,2605,6000,3395,43.416666666666664
U1_mask_off,leo_low_elev_weak,named,test_unseen_day_rx_5,3736,6000,2264,62.266666666666666
U1_mask_off,leo_low_elev_weak,named,test_unseen_day_rx_7,2893,6000,3107,48.21666666666667
U1_mask_off,leo_low_elev_weak,named,test_unseen_day_rx_9,3699,6000,2301,61.65
U1_mask_off,leo_low_elev_weak,named,test_unseen_day_rx_10,4163,6000,1837,69.38333333333334
U1_mask_off,leo_low_elev_weak,named,test_unseen_day_rx_11,3761,6000,2239,62.68333333333333
U1_mask_off,leo_low_elev_weak,receiver_all_days,0,15941,24000,8059,66.42083333333333
U1_mask_off,leo_low_elev_weak,receiver_all_days,1,4141,6000,1859,69.01666666666667
U1_mask_off,leo_low_elev_weak,receiver_all_days,2,11169,24000,12831,46.5375
U1_mask_off,leo_low_elev_weak,receiver_all_days,3,4189,6000,1811,69.81666666666666
U1_mask_off,leo_low_elev_weak,receiver_all_days,4,4996,6000,1004,83.26666666666667
U1_mask_off,leo_low_elev_weak,receiver_all_days,5,17092,24000,6908,71.21666666666667
U1_mask_off,leo_low_elev_weak,receiver_all_days,6,4846,6000,1154,80.76666666666667
U1_mask_off,leo_low_elev_weak,receiver_all_days,7,9822,24000,14178,40.925
U1_mask_off,leo_low_elev_weak,receiver_all_days,8,4450,6000,1550,74.16666666666667
U1_mask_off,leo_low_elev_weak,receiver_all_days,9,16235,24000,7765,67.64583333333333
U1_mask_off,leo_low_elev_weak,receiver_all_days,10,14455,24000,9545,60.229166666666664
U1_mask_off,leo_low_elev_weak,receiver_all_days,11,14711,24000,9289,61.295833333333334
U1_mask_off,leo_low_elev_weak,class,0,19462,33000,13538,58.97575757575758
U1_mask_off,leo_low_elev_weak,class,1,8629,33000,24371,26.14848484848485
U1_mask_off,leo_low_elev_weak,class,2,15401,33000,17599,46.66969696969697
U1_mask_off,leo_low_elev_weak,class,3,22066,33000,10934,66.86666666666666
U1_mask_off,leo_low_elev_weak,class,4,25394,33000,7606,76.95151515151515
U1_mask_off,leo_low_elev_weak,class,5,31095,33000,1905,94.22727272727273
U1_mask_off,leo_rain_weak,aggregate,all,122693,198000,75307,61.966161616161614
U1_mask_off,leo_rain_weak,named,test_unseen_day_seen_rx,22977,30000,7023,76.59
U1_mask_off,leo_rain_weak,named,test_day_0,22977,30000,7023,76.59
U1_mask_off,leo_rain_weak,named,test_seen_day_unseen_rx,75518,126000,50482,59.93492063492064
U1_mask_off,leo_rain_weak,named,test_rx_0,12586,18000,5414,69.92222222222222
U1_mask_off,leo_rain_weak,named,test_rx_2,8539,18000,9461,47.43888888888889
U1_mask_off,leo_rain_weak,named,test_rx_5,13507,18000,4493,75.03888888888889
U1_mask_off,leo_rain_weak,named,test_rx_7,7067,18000,10933,39.26111111111111
U1_mask_off,leo_rain_weak,named,test_rx_9,12503,18000,5497,69.46111111111111
U1_mask_off,leo_rain_weak,named,test_rx_10,10308,18000,7692,57.266666666666666
U1_mask_off,leo_rain_weak,named,test_rx_11,11008,18000,6992,61.15555555555556
U1_mask_off,leo_rain_weak,named,test_unseen_day_unseen_rx,24198,42000,17802,57.614285714285714
U1_mask_off,leo_rain_weak,named,test_unseen_day_rx_0,3286,6000,2714,54.766666666666666
U1_mask_off,leo_rain_weak,named,test_unseen_day_rx_2,2602,6000,3398,43.36666666666667
U1_mask_off,leo_rain_weak,named,test_unseen_day_rx_5,3780,6000,2220,63.0
U1_mask_off,leo_rain_weak,named,test_unseen_day_rx_7,2950,6000,3050,49.166666666666664
U1_mask_off,leo_rain_weak,named,test_unseen_day_rx_9,3681,6000,2319,61.35
U1_mask_off,leo_rain_weak,named,test_unseen_day_rx_10,4211,6000,1789,70.18333333333334
U1_mask_off,leo_rain_weak,named,test_unseen_day_rx_11,3688,6000,2312,61.46666666666667
U1_mask_off,leo_rain_weak,receiver_all_days,0,15872,24000,8128,66.13333333333334
U1_mask_off,leo_rain_weak,receiver_all_days,1,4160,6000,1840,69.33333333333333
U1_mask_off,leo_rain_weak,receiver_all_days,2,11141,24000,12859,46.420833333333334
U1_mask_off,leo_rain_weak,receiver_all_days,3,4296,6000,1704,71.6
U1_mask_off,leo_rain_weak,receiver_all_days,4,5117,6000,883,85.28333333333333
U1_mask_off,leo_rain_weak,receiver_all_days,5,17287,24000,6713,72.02916666666667
U1_mask_off,leo_rain_weak,receiver_all_days,6,4850,6000,1150,80.83333333333333
U1_mask_off,leo_rain_weak,receiver_all_days,7,10017,24000,13983,41.7375
U1_mask_off,leo_rain_weak,receiver_all_days,8,4554,6000,1446,75.9
U1_mask_off,leo_rain_weak,receiver_all_days,9,16184,24000,7816,67.43333333333334
U1_mask_off,leo_rain_weak,receiver_all_days,10,14519,24000,9481,60.49583333333333
U1_mask_off,leo_rain_weak,receiver_all_days,11,14696,24000,9304,61.233333333333334
U1_mask_off,leo_rain_weak,class,0,20087,33000,12913,60.86969696969697
U1_mask_off,leo_rain_weak,class,1,8772,33000,24228,26.581818181818182
U1_mask_off,leo_rain_weak,class,2,15655,33000,17345,47.43939393939394
U1_mask_off,leo_rain_weak,class,3,21608,33000,11392,65.47878787878788
U1_mask_off,leo_rain_weak,class,4,25342,33000,7658,76.7939393939394
U1_mask_off,leo_rain_weak,class,5,31229,33000,1771,94.63333333333334
U3,clean,aggregate,all,153457,198000,44543,77.50353535353536
U3,clean,named,test_unseen_day_seen_rx,27725,30000,2275,92.41666666666667
U3,clean,named,test_day_0,27725,30000,2275,92.41666666666667
U3,clean,named,test_seen_day_unseen_rx,95478,126000,30522,75.77619047619048
U3,clean,named,test_rx_0,14680,18000,3320,81.55555555555556
U3,clean,named,test_rx_2,10754,18000,7246,59.74444444444445
U3,clean,named,test_rx_5,15699,18000,2301,87.21666666666667
U3,clean,named,test_rx_7,11492,18000,6508,63.84444444444444
U3,clean,named,test_rx_9,14397,18000,3603,79.98333333333333
U3,clean,named,test_rx_10,14725,18000,3275,81.80555555555556
U3,clean,named,test_rx_11,13731,18000,4269,76.28333333333333
U3,clean,named,test_unseen_day_unseen_rx,30254,42000,11746,72.03333333333333
U3,clean,named,test_unseen_day_rx_0,4093,6000,1907,68.21666666666667
U3,clean,named,test_unseen_day_rx_2,2962,6000,3038,49.36666666666667
U3,clean,named,test_unseen_day_rx_5,4456,6000,1544,74.26666666666667
U3,clean,named,test_unseen_day_rx_7,5319,6000,681,88.65
U3,clean,named,test_unseen_day_rx_9,3945,6000,2055,65.75
U3,clean,named,test_unseen_day_rx_10,4826,6000,1174,80.43333333333334
U3,clean,named,test_unseen_day_rx_11,4653,6000,1347,77.55
U3,clean,receiver_all_days,0,18773,24000,5227,78.22083333333333
U3,clean,receiver_all_days,1,4653,6000,1347,77.55
U3,clean,receiver_all_days,2,13716,24000,10284,57.15
U3,clean,receiver_all_days,3,5707,6000,293,95.11666666666666
U3,clean,receiver_all_days,4,5862,6000,138,97.7
U3,clean,receiver_all_days,5,20155,24000,3845,83.97916666666667
U3,clean,receiver_all_days,6,5866,6000,134,97.76666666666667
U3,clean,receiver_all_days,7,16811,24000,7189,70.04583333333333
U3,clean,receiver_all_days,8,5637,6000,363,93.95
U3,clean,receiver_all_days,9,18342,24000,5658,76.425
U3,clean,receiver_all_days,10,19551,24000,4449,81.4625
U3,clean,receiver_all_days,11,18384,24000,5616,76.6
U3,clean,class,0,31226,33000,1774,94.62424242424242
U3,clean,class,1,14043,33000,18957,42.554545454545455
U3,clean,class,2,21787,33000,11213,66.02121212121212
U3,clean,class,3,23466,33000,9534,71.10909090909091
U3,clean,class,4,32639,33000,361,98.9060606060606
U3,clean,class,5,30296,33000,2704,91.80606060606061
U3,leo_clear_weak,aggregate,all,126212,198000,71788,63.743434343434345
U3,leo_clear_weak,named,test_unseen_day_seen_rx,23770,30000,6230,79.23333333333333
U3,leo_clear_weak,named,test_day_0,23770,30000,6230,79.23333333333333
U3,leo_clear_weak,named,test_seen_day_unseen_rx,77619,126000,48381,61.602380952380955
U3,leo_clear_weak,named,test_rx_0,12990,18000,5010,72.16666666666667
U3,leo_clear_weak,named,test_rx_2,8343,18000,9657,46.35
U3,leo_clear_weak,named,test_rx_5,13596,18000,4404,75.53333333333333
U3,leo_clear_weak,named,test_rx_7,7193,18000,10807,39.96111111111111
U3,leo_clear_weak,named,test_rx_9,12864,18000,5136,71.46666666666667
U3,leo_clear_weak,named,test_rx_10,11312,18000,6688,62.84444444444444
U3,leo_clear_weak,named,test_rx_11,11321,18000,6679,62.894444444444446
U3,leo_clear_weak,named,test_unseen_day_unseen_rx,24823,42000,17177,59.102380952380955
U3,leo_clear_weak,named,test_unseen_day_rx_0,3729,6000,2271,62.15
U3,leo_clear_weak,named,test_unseen_day_rx_2,2187,6000,3813,36.45
U3,leo_clear_weak,named,test_unseen_day_rx_5,3817,6000,2183,63.61666666666667
U3,leo_clear_weak,named,test_unseen_day_rx_7,3117,6000,2883,51.95
U3,leo_clear_weak,named,test_unseen_day_rx_9,3716,6000,2284,61.93333333333333
U3,leo_clear_weak,named,test_unseen_day_rx_10,4431,6000,1569,73.85
U3,leo_clear_weak,named,test_unseen_day_rx_11,3826,6000,2174,63.766666666666666
U3,leo_clear_weak,receiver_all_days,0,16719,24000,7281,69.6625
U3,leo_clear_weak,receiver_all_days,1,4383,6000,1617,73.05
U3,leo_clear_weak,receiver_all_days,2,10530,24000,13470,43.875
U3,leo_clear_weak,receiver_all_days,3,4437,6000,1563,73.95
U3,leo_clear_weak,receiver_all_days,4,5189,6000,811,86.48333333333333
U3,leo_clear_weak,receiver_all_days,5,17413,24000,6587,72.55416666666666
U3,leo_clear_weak,receiver_all_days,6,5145,6000,855,85.75
U3,leo_clear_weak,receiver_all_days,7,10310,24000,13690,42.958333333333336
U3,leo_clear_weak,receiver_all_days,8,4616,6000,1384,76.93333333333334
U3,leo_clear_weak,receiver_all_days,9,16580,24000,7420,69.08333333333333
U3,leo_clear_weak,receiver_all_days,10,15743,24000,8257,65.59583333333333
U3,leo_clear_weak,receiver_all_days,11,15147,24000,8853,63.1125
U3,leo_clear_weak,class,0,23139,33000,9861,70.11818181818182
U3,leo_clear_weak,class,1,9477,33000,23523,28.71818181818182
U3,leo_clear_weak,class,2,16971,33000,16029,51.42727272727273
U3,leo_clear_weak,class,3,21706,33000,11294,65.77575757575758
U3,leo_clear_weak,class,4,26374,33000,6626,79.92121212121212
U3,leo_clear_weak,class,5,28545,33000,4455,86.5
U3,leo_low_elev_weak,aggregate,all,121263,198000,76737,61.24393939393939
U3,leo_low_elev_weak,named,test_unseen_day_seen_rx,22700,30000,7300,75.66666666666667
U3,leo_low_elev_weak,named,test_day_0,22700,30000,7300,75.66666666666667
U3,leo_low_elev_weak,named,test_seen_day_unseen_rx,74642,126000,51358,59.23968253968254
U3,leo_low_elev_weak,named,test_rx_0,12323,18000,5677,68.46111111111111
U3,leo_low_elev_weak,named,test_rx_2,8314,18000,9686,46.18888888888889
U3,leo_low_elev_weak,named,test_rx_5,13049,18000,4951,72.49444444444444
U3,leo_low_elev_weak,named,test_rx_7,7073,18000,10927,39.294444444444444
U3,leo_low_elev_weak,named,test_rx_9,12328,18000,5672,68.4888888888889
U3,leo_low_elev_weak,named,test_rx_10,10734,18000,7266,59.63333333333333
U3,leo_low_elev_weak,named,test_rx_11,10821,18000,7179,60.11666666666667
U3,leo_low_elev_weak,named,test_unseen_day_unseen_rx,23921,42000,18079,56.9547619047619
U3,leo_low_elev_weak,named,test_unseen_day_rx_0,3533,6000,2467,58.88333333333333
U3,leo_low_elev_weak,named,test_unseen_day_rx_2,2338,6000,3662,38.96666666666667
U3,leo_low_elev_weak,named,test_unseen_day_rx_5,3579,6000,2421,59.65
U3,leo_low_elev_weak,named,test_unseen_day_rx_7,2998,6000,3002,49.96666666666667
U3,leo_low_elev_weak,named,test_unseen_day_rx_9,3603,6000,2397,60.05
U3,leo_low_elev_weak,named,test_unseen_day_rx_10,4133,6000,1867,68.88333333333334
U3,leo_low_elev_weak,named,test_unseen_day_rx_11,3737,6000,2263,62.28333333333333
U3,leo_low_elev_weak,receiver_all_days,0,15856,24000,8144,66.06666666666666
U3,leo_low_elev_weak,receiver_all_days,1,4192,6000,1808,69.86666666666666
U3,leo_low_elev_weak,receiver_all_days,2,10652,24000,13348,44.38333333333333
U3,leo_low_elev_weak,receiver_all_days,3,4197,6000,1803,69.95
U3,leo_low_elev_weak,receiver_all_days,4,5040,6000,960,84.0
U3,leo_low_elev_weak,receiver_all_days,5,16628,24000,7372,69.28333333333333
U3,leo_low_elev_weak,receiver_all_days,6,4955,6000,1045,82.58333333333333
U3,leo_low_elev_weak,receiver_all_days,7,10071,24000,13929,41.9625
U3,leo_low_elev_weak,receiver_all_days,8,4316,6000,1684,71.93333333333334
U3,leo_low_elev_weak,receiver_all_days,9,15931,24000,8069,66.37916666666666
U3,leo_low_elev_weak,receiver_all_days,10,14867,24000,9133,61.94583333333333
U3,leo_low_elev_weak,receiver_all_days,11,14558,24000,9442,60.65833333333333
U3,leo_low_elev_weak,class,0,22929,33000,10071,69.48181818181818
U3,leo_low_elev_weak,class,1,8880,33000,24120,26.90909090909091
U3,leo_low_elev_weak,class,2,15894,33000,17106,48.163636363636364
U3,leo_low_elev_weak,class,3,19987,33000,13013,60.56666666666667
U3,leo_low_elev_weak,class,4,25406,33000,7594,76.98787878787878
U3,leo_low_elev_weak,class,5,28167,33000,4833,85.35454545454546
U3,leo_rain_weak,aggregate,all,121952,198000,76048,61.59191919191919
U3,leo_rain_weak,named,test_unseen_day_seen_rx,22823,30000,7177,76.07666666666667
U3,leo_rain_weak,named,test_day_0,22823,30000,7177,76.07666666666667
U3,leo_rain_weak,named,test_seen_day_unseen_rx,75224,126000,50776,59.7015873015873
U3,leo_rain_weak,named,test_rx_0,12321,18000,5679,68.45
U3,leo_rain_weak,named,test_rx_2,8329,18000,9671,46.272222222222226
U3,leo_rain_weak,named,test_rx_5,13257,18000,4743,73.65
U3,leo_rain_weak,named,test_rx_7,7148,18000,10852,39.71111111111111
U3,leo_rain_weak,named,test_rx_9,12424,18000,5576,69.02222222222223
U3,leo_rain_weak,named,test_rx_10,10812,18000,7188,60.06666666666667
U3,leo_rain_weak,named,test_rx_11,10933,18000,7067,60.73888888888889
U3,leo_rain_weak,named,test_unseen_day_unseen_rx,23905,42000,18095,56.916666666666664
U3,leo_rain_weak,named,test_unseen_day_rx_0,3480,6000,2520,58.0
U3,leo_rain_weak,named,test_unseen_day_rx_2,2340,6000,3660,39.0
U3,leo_rain_weak,named,test_unseen_day_rx_5,3666,6000,2334,61.1
U3,leo_rain_weak,named,test_unseen_day_rx_7,2938,6000,3062,48.96666666666667
U3,leo_rain_weak,named,test_unseen_day_rx_9,3611,6000,2389,60.18333333333333
U3,leo_rain_weak,named,test_unseen_day_rx_10,4238,6000,1762,70.63333333333334
U3,leo_rain_weak,named,test_unseen_day_rx_11,3632,6000,2368,60.53333333333333
U3,leo_rain_weak,receiver_all_days,0,15801,24000,8199,65.8375
U3,leo_rain_weak,receiver_all_days,1,4203,6000,1797,70.05
U3,leo_rain_weak,receiver_all_days,2,10669,24000,13331,44.454166666666666
U3,leo_rain_weak,receiver_all_days,3,4230,6000,1770,70.5
U3,leo_rain_weak,receiver_all_days,4,5068,6000,932,84.46666666666667
U3,leo_rain_weak,receiver_all_days,5,16923,24000,7077,70.5125
U3,leo_rain_weak,receiver_all_days,6,4897,6000,1103,81.61666666666666
U3,leo_rain_weak,receiver_all_days,7,10086,24000,13914,42.025
U3,leo_rain_weak,receiver_all_days,8,4425,6000,1575,73.75
U3,leo_rain_weak,receiver_all_days,9,16035,24000,7965,66.8125
U3,leo_rain_weak,receiver_all_days,10,15050,24000,8950,62.708333333333336
U3,leo_rain_weak,receiver_all_days,11,14565,24000,9435,60.6875
U3,leo_rain_weak,class,0,23410,33000,9590,70.93939393939394
U3,leo_rain_weak,class,1,9038,33000,23962,27.387878787878787
U3,leo_rain_weak,class,2,16086,33000,16914,48.74545454545454
U3,leo_rain_weak,class,3,19620,33000,13380,59.45454545454545
U3,leo_rain_weak,class,4,25262,33000,7738,76.55151515151515
U3,leo_rain_weak,class,5,28536,33000,4464,86.47272727272727
Ux,clean,aggregate,all,155327,198000,42673,78.4479797979798
Ux,clean,named,test_unseen_day_seen_rx,27796,30000,2204,92.65333333333334
Ux,clean,named,test_day_0,27796,30000,2204,92.65333333333334
Ux,clean,named,test_seen_day_unseen_rx,96588,126000,29412,76.65714285714286
Ux,clean,named,test_rx_0,14718,18000,3282,81.76666666666667
Ux,clean,named,test_rx_2,10460,18000,7540,58.111111111111114
Ux,clean,named,test_rx_5,15719,18000,2281,87.32777777777778
Ux,clean,named,test_rx_7,11714,18000,6286,65.07777777777778
Ux,clean,named,test_rx_9,15367,18000,2633,85.37222222222222
Ux,clean,named,test_rx_10,14993,18000,3007,83.29444444444445
Ux,clean,named,test_rx_11,13617,18000,4383,75.65
Ux,clean,named,test_unseen_day_unseen_rx,30943,42000,11057,73.67380952380952
Ux,clean,named,test_unseen_day_rx_0,4031,6000,1969,67.18333333333334
Ux,clean,named,test_unseen_day_rx_2,3522,6000,2478,58.7
Ux,clean,named,test_unseen_day_rx_5,4923,6000,1077,82.05
Ux,clean,named,test_unseen_day_rx_7,5011,6000,989,83.51666666666667
Ux,clean,named,test_unseen_day_rx_9,4239,6000,1761,70.65
Ux,clean,named,test_unseen_day_rx_10,4695,6000,1305,78.25
Ux,clean,named,test_unseen_day_rx_11,4522,6000,1478,75.36666666666666
Ux,clean,receiver_all_days,0,18749,24000,5251,78.12083333333334
Ux,clean,receiver_all_days,1,4756,6000,1244,79.26666666666667
Ux,clean,receiver_all_days,2,13982,24000,10018,58.25833333333333
Ux,clean,receiver_all_days,3,5648,6000,352,94.13333333333334
Ux,clean,receiver_all_days,4,5848,6000,152,97.46666666666667
Ux,clean,receiver_all_days,5,20642,24000,3358,86.00833333333334
Ux,clean,receiver_all_days,6,5896,6000,104,98.26666666666667
Ux,clean,receiver_all_days,7,16725,24000,7275,69.6875
Ux,clean,receiver_all_days,8,5648,6000,352,94.13333333333334
Ux,clean,receiver_all_days,9,19606,24000,4394,81.69166666666666
Ux,clean,receiver_all_days,10,19688,24000,4312,82.03333333333333
Ux,clean,receiver_all_days,11,18139,24000,5861,75.57916666666667
Ux,clean,class,0,31454,33000,1546,95.31515151515151
Ux,clean,class,1,17012,33000,15988,51.551515151515154
Ux,clean,class,2,20727,33000,12273,62.80909090909091
Ux,clean,class,3,22360,33000,10640,67.75757575757575
Ux,clean,class,4,31939,33000,1061,96.78484848484848
Ux,clean,class,5,31835,33000,1165,96.46969696969697
Ux,leo_clear_weak,aggregate,all,124398,198000,73602,62.82727272727273
Ux,leo_clear_weak,named,test_unseen_day_seen_rx,23592,30000,6408,78.64
Ux,leo_clear_weak,named,test_day_0,23592,30000,6408,78.64
Ux,leo_clear_weak,named,test_seen_day_unseen_rx,76242,126000,49758,60.50952380952381
Ux,leo_clear_weak,named,test_rx_0,13306,18000,4694,73.92222222222222
Ux,leo_clear_weak,named,test_rx_2,7655,18000,10345,42.52777777777778
Ux,leo_clear_weak,named,test_rx_5,13409,18000,4591,74.49444444444444
Ux,leo_clear_weak,named,test_rx_7,7160,18000,10840,39.77777777777778
Ux,leo_clear_weak,named,test_rx_9,12675,18000,5325,70.41666666666667
Ux,leo_clear_weak,named,test_rx_10,10819,18000,7181,60.105555555555554
Ux,leo_clear_weak,named,test_rx_11,11218,18000,6782,62.32222222222222
Ux,leo_clear_weak,named,test_unseen_day_unseen_rx,24564,42000,17436,58.48571428571429
Ux,leo_clear_weak,named,test_unseen_day_rx_0,3619,6000,2381,60.31666666666667
Ux,leo_clear_weak,named,test_unseen_day_rx_2,2306,6000,3694,38.43333333333333
Ux,leo_clear_weak,named,test_unseen_day_rx_5,3742,6000,2258,62.36666666666667
Ux,leo_clear_weak,named,test_unseen_day_rx_7,3137,6000,2863,52.28333333333333
Ux,leo_clear_weak,named,test_unseen_day_rx_9,3728,6000,2272,62.13333333333333
Ux,leo_clear_weak,named,test_unseen_day_rx_10,4205,6000,1795,70.08333333333333
Ux,leo_clear_weak,named,test_unseen_day_rx_11,3827,6000,2173,63.78333333333333
Ux,leo_clear_weak,receiver_all_days,0,16925,24000,7075,70.52083333333333
Ux,leo_clear_weak,receiver_all_days,1,4384,6000,1616,73.06666666666666
Ux,leo_clear_weak,receiver_all_days,2,9961,24000,14039,41.50416666666667
Ux,leo_clear_weak,receiver_all_days,3,4369,6000,1631,72.81666666666666
Ux,leo_clear_weak,receiver_all_days,4,5175,6000,825,86.25
Ux,leo_clear_weak,receiver_all_days,5,17151,24000,6849,71.4625
Ux,leo_clear_weak,receiver_all_days,6,5023,6000,977,83.71666666666667
Ux,leo_clear_weak,receiver_all_days,7,10297,24000,13703,42.90416666666667
Ux,leo_clear_weak,receiver_all_days,8,4641,6000,1359,77.35
Ux,leo_clear_weak,receiver_all_days,9,16403,24000,7597,68.34583333333333
Ux,leo_clear_weak,receiver_all_days,10,15024,24000,8976,62.6
Ux,leo_clear_weak,receiver_all_days,11,15045,24000,8955,62.6875
Ux,leo_clear_weak,class,0,21945,33000,11055,66.5
Ux,leo_clear_weak,class,1,10065,33000,22935,30.5
Ux,leo_clear_weak,class,2,14898,33000,18102,45.14545454545455
Ux,leo_clear_weak,class,3,21758,33000,11242,65.93333333333334
Ux,leo_clear_weak,class,4,24899,33000,8101,75.45151515151515
Ux,leo_clear_weak,class,5,30833,33000,2167,93.43333333333334
Ux,leo_low_elev_weak,aggregate,all,119197,198000,78803,60.20050505050505
Ux,leo_low_elev_weak,named,test_unseen_day_seen_rx,22499,30000,7501,74.99666666666667
Ux,leo_low_elev_weak,named,test_day_0,22499,30000,7501,74.99666666666667
Ux,leo_low_elev_weak,named,test_seen_day_unseen_rx,73239,126000,52761,58.12619047619047
Ux,leo_low_elev_weak,named,test_rx_0,12595,18000,5405,69.97222222222223
Ux,leo_low_elev_weak,named,test_rx_2,7596,18000,10404,42.2
Ux,leo_low_elev_weak,named,test_rx_5,12782,18000,5218,71.0111111111111
Ux,leo_low_elev_weak,named,test_rx_7,6986,18000,11014,38.81111111111111
Ux,leo_low_elev_weak,named,test_rx_9,12221,18000,5779,67.89444444444445
Ux,leo_low_elev_weak,named,test_rx_10,10305,18000,7695,57.25
Ux,leo_low_elev_weak,named,test_rx_11,10754,18000,7246,59.74444444444445
Ux,leo_low_elev_weak,named,test_unseen_day_unseen_rx,23459,42000,18541,55.85476190476191
Ux,leo_low_elev_weak,named,test_unseen_day_rx_0,3420,6000,2580,57.0
Ux,leo_low_elev_weak,named,test_unseen_day_rx_2,2347,6000,3653,39.11666666666667
Ux,leo_low_elev_weak,named,test_unseen_day_rx_5,3478,6000,2522,57.96666666666667
Ux,leo_low_elev_weak,named,test_unseen_day_rx_7,2964,6000,3036,49.4
Ux,leo_low_elev_weak,named,test_unseen_day_rx_9,3648,6000,2352,60.8
Ux,leo_low_elev_weak,named,test_unseen_day_rx_10,3881,6000,2119,64.68333333333334
Ux,leo_low_elev_weak,named,test_unseen_day_rx_11,3721,6000,2279,62.016666666666666
Ux,leo_low_elev_weak,receiver_all_days,0,16015,24000,7985,66.72916666666667
Ux,leo_low_elev_weak,receiver_all_days,1,4150,6000,1850,69.16666666666667
Ux,leo_low_elev_weak,receiver_all_days,2,9943,24000,14057,41.42916666666667
Ux,leo_low_elev_weak,receiver_all_days,3,4124,6000,1876,68.73333333333333
Ux,leo_low_elev_weak,receiver_all_days,4,5010,6000,990,83.5
Ux,leo_low_elev_weak,receiver_all_days,5,16260,24000,7740,67.75
Ux,leo_low_elev_weak,receiver_all_days,6,4824,6000,1176,80.4
Ux,leo_low_elev_weak,receiver_all_days,7,9950,24000,14050,41.458333333333336
Ux,leo_low_elev_weak,receiver_all_days,8,4391,6000,1609,73.18333333333334
Ux,leo_low_elev_weak,receiver_all_days,9,15869,24000,8131,66.12083333333334
Ux,leo_low_elev_weak,receiver_all_days,10,14186,24000,9814,59.108333333333334
Ux,leo_low_elev_weak,receiver_all_days,11,14475,24000,9525,60.3125
Ux,leo_low_elev_weak,class,0,20991,33000,12009,63.60909090909091
Ux,leo_low_elev_weak,class,1,9493,33000,23507,28.766666666666666
Ux,leo_low_elev_weak,class,2,13852,33000,19148,41.97575757575758
Ux,leo_low_elev_weak,class,3,20768,33000,12232,62.93333333333333
Ux,leo_low_elev_weak,class,4,23557,33000,9443,71.38484848484849
Ux,leo_low_elev_weak,class,5,30536,33000,2464,92.53333333333333
Ux,leo_rain_weak,aggregate,all,119416,198000,78584,60.31111111111111
Ux,leo_rain_weak,named,test_unseen_day_seen_rx,22617,30000,7383,75.39
Ux,leo_rain_weak,named,test_day_0,22617,30000,7383,75.39
Ux,leo_rain_weak,named,test_seen_day_unseen_rx,73388,126000,52612,58.24444444444445
Ux,leo_rain_weak,named,test_rx_0,12559,18000,5441,69.77222222222223
Ux,leo_rain_weak,named,test_rx_2,7537,18000,10463,41.87222222222222
Ux,leo_rain_weak,named,test_rx_5,12911,18000,5089,71.72777777777777
Ux,leo_rain_weak,named,test_rx_7,7105,18000,10895,39.47222222222222
Ux,leo_rain_weak,named,test_rx_9,12232,18000,5768,67.95555555555555
Ux,leo_rain_weak,named,test_rx_10,10166,18000,7834,56.477777777777774
Ux,leo_rain_weak,named,test_rx_11,10878,18000,7122,60.43333333333333
Ux,leo_rain_weak,named,test_unseen_day_unseen_rx,23411,42000,18589,55.74047619047619
Ux,leo_rain_weak,named,test_unseen_day_rx_0,3362,6000,2638,56.03333333333333
Ux,leo_rain_weak,named,test_unseen_day_rx_2,2361,6000,3639,39.35
Ux,leo_rain_weak,named,test_unseen_day_rx_5,3556,6000,2444,59.266666666666666
Ux,leo_rain_weak,named,test_unseen_day_rx_7,2931,6000,3069,48.85
Ux,leo_rain_weak,named,test_unseen_day_rx_9,3616,6000,2384,60.266666666666666
Ux,leo_rain_weak,named,test_unseen_day_rx_10,3974,6000,2026,66.23333333333333
Ux,leo_rain_weak,named,test_unseen_day_rx_11,3611,6000,2389,60.18333333333333
Ux,leo_rain_weak,receiver_all_days,0,15921,24000,8079,66.3375
