variant,scene,category,group,correct,total,incorrect,accuracy_percent
Ux,leo_rain_weak,receiver_all_days,1,4142,6000,1858,69.03333333333333
Ux,leo_rain_weak,receiver_all_days,2,9898,24000,14102,41.24166666666667
Ux,leo_rain_weak,receiver_all_days,3,4146,6000,1854,69.1
Ux,leo_rain_weak,receiver_all_days,4,5064,6000,936,84.4
Ux,leo_rain_weak,receiver_all_days,5,16467,24000,7533,68.6125
Ux,leo_rain_weak,receiver_all_days,6,4788,6000,1212,79.8
Ux,leo_rain_weak,receiver_all_days,7,10036,24000,13964,41.81666666666667
Ux,leo_rain_weak,receiver_all_days,8,4477,6000,1523,74.61666666666666
Ux,leo_rain_weak,receiver_all_days,9,15848,24000,8152,66.03333333333333
Ux,leo_rain_weak,receiver_all_days,10,14140,24000,9860,58.916666666666664
Ux,leo_rain_weak,receiver_all_days,11,14489,24000,9511,60.37083333333333
Ux,leo_rain_weak,class,0,21440,33000,11560,64.96969696969697
Ux,leo_rain_weak,class,1,9593,33000,23407,29.06969696969697
Ux,leo_rain_weak,class,2,13845,33000,19155,41.95454545454545
Ux,leo_rain_weak,class,3,20419,33000,12581,61.875757575757575
Ux,leo_rain_weak,class,4,23384,33000,9616,70.86060606060606
Ux,leo_rain_weak,class,5,30735,33000,2265,93.13636363636364
Ux_normalized,clean,aggregate,all,159132,198000,38868,80.36969696969697
Ux_normalized,clean,named,test_unseen_day_seen_rx,27785,30000,2215,92.61666666666666
Ux_normalized,clean,named,test_day_0,27785,30000,2215,92.61666666666666
Ux_normalized,clean,named,test_seen_day_unseen_rx,99781,126000,26219,79.19126984126984
Ux_normalized,clean,named,test_rx_0,15209,18000,2791,84.49444444444444
Ux_normalized,clean,named,test_rx_2,12039,18000,5961,66.88333333333334
Ux_normalized,clean,named,test_rx_5,15966,18000,2034,88.7
Ux_normalized,clean,named,test_rx_7,12093,18000,5907,67.18333333333334
Ux_normalized,clean,named,test_rx_9,15501,18000,2499,86.11666666666666
Ux_normalized,clean,named,test_rx_10,14951,18000,3049,83.06111111111112
Ux_normalized,clean,named,test_rx_11,14022,18000,3978,77.9
Ux_normalized,clean,named,test_unseen_day_unseen_rx,31566,42000,10434,75.15714285714286
Ux_normalized,clean,named,test_unseen_day_rx_0,4074,6000,1926,67.9
Ux_normalized,clean,named,test_unseen_day_rx_2,3645,6000,2355,60.75
Ux_normalized,clean,named,test_unseen_day_rx_5,4684,6000,1316,78.06666666666666
Ux_normalized,clean,named,test_unseen_day_rx_7,5327,6000,673,88.78333333333333
Ux_normalized,clean,named,test_unseen_day_rx_9,4350,6000,1650,72.5
Ux_normalized,clean,named,test_unseen_day_rx_10,4689,6000,1311,78.15
Ux_normalized,clean,named,test_unseen_day_rx_11,4797,6000,1203,79.95
Ux_normalized,clean,receiver_all_days,0,19283,24000,4717,80.34583333333333
Ux_normalized,clean,receiver_all_days,1,4734,6000,1266,78.9
Ux_normalized,clean,receiver_all_days,2,15684,24000,8316,65.35
Ux_normalized,clean,receiver_all_days,3,5661,6000,339,94.35
Ux_normalized,clean,receiver_all_days,4,5855,6000,145,97.58333333333333
Ux_normalized,clean,receiver_all_days,5,20650,24000,3350,86.04166666666667
Ux_normalized,clean,receiver_all_days,6,5886,6000,114,98.1
Ux_normalized,clean,receiver_all_days,7,17420,24000,6580,72.58333333333333
Ux_normalized,clean,receiver_all_days,8,5649,6000,351,94.15
Ux_normalized,clean,receiver_all_days,9,19851,24000,4149,82.7125
Ux_normalized,clean,receiver_all_days,10,19640,24000,4360,81.83333333333333
Ux_normalized,clean,receiver_all_days,11,18819,24000,5181,78.4125
Ux_normalized,clean,class,0,31591,33000,1409,95.73030303030303
Ux_normalized,clean,class,1,17286,33000,15714,52.38181818181818
Ux_normalized,clean,class,2,23314,33000,9686,70.64848484848486
Ux_normalized,clean,class,3,23004,33000,9996,69.7090909090909
Ux_normalized,clean,class,4,32589,33000,411,98.75454545454545
Ux_normalized,clean,class,5,31348,33000,1652,94.9939393939394
Ux_normalized,leo_clear_weak,aggregate,all,130232,198000,67768,65.77373737373738
Ux_normalized,leo_clear_weak,named,test_unseen_day_seen_rx,23887,30000,6113,79.62333333333333
Ux_normalized,leo_clear_weak,named,test_day_0,23887,30000,6113,79.62333333333333
Ux_normalized,leo_clear_weak,named,test_seen_day_unseen_rx,80510,126000,45490,63.8968253968254
Ux_normalized,leo_clear_weak,named,test_rx_0,13465,18000,4535,74.80555555555556
Ux_normalized,leo_clear_weak,named,test_rx_2,8815,18000,9185,48.97222222222222
Ux_normalized,leo_clear_weak,named,test_rx_5,13909,18000,4091,77.27222222222223
Ux_normalized,leo_clear_weak,named,test_rx_7,7530,18000,10470,41.833333333333336
Ux_normalized,leo_clear_weak,named,test_rx_9,13536,18000,4464,75.2
Ux_normalized,leo_clear_weak,named,test_rx_10,11437,18000,6563,63.53888888888889
Ux_normalized,leo_clear_weak,named,test_rx_11,11818,18000,6182,65.65555555555555
Ux_normalized,leo_clear_weak,named,test_unseen_day_unseen_rx,25835,42000,16165,61.51190476190476
Ux_normalized,leo_clear_weak,named,test_unseen_day_rx_0,3760,6000,2240,62.666666666666664
Ux_normalized,leo_clear_weak,named,test_unseen_day_rx_2,2354,6000,3646,39.233333333333334
Ux_normalized,leo_clear_weak,named,test_unseen_day_rx_5,3918,6000,2082,65.3
Ux_normalized,leo_clear_weak,named,test_unseen_day_rx_7,3379,6000,2621,56.31666666666667
Ux_normalized,leo_clear_weak,named,test_unseen_day_rx_9,3946,6000,2054,65.76666666666667
Ux_normalized,leo_clear_weak,named,test_unseen_day_rx_10,4415,6000,1585,73.58333333333333
Ux_normalized,leo_clear_weak,named,test_unseen_day_rx_11,4063,6000,1937,67.71666666666667
Ux_normalized,leo_clear_weak,receiver_all_days,0,17225,24000,6775,71.77083333333333
Ux_normalized,leo_clear_weak,receiver_all_days,1,4465,6000,1535,74.41666666666667
Ux_normalized,leo_clear_weak,receiver_all_days,2,11169,24000,12831,46.5375
Ux_normalized,leo_clear_weak,receiver_all_days,3,4421,6000,1579,73.68333333333334
Ux_normalized,leo_clear_weak,receiver_all_days,4,5259,6000,741,87.65
Ux_normalized,leo_clear_weak,receiver_all_days,5,17827,24000,6173,74.27916666666667
Ux_normalized,leo_clear_weak,receiver_all_days,6,5205,6000,795,86.75
Ux_normalized,leo_clear_weak,receiver_all_days,7,10909,24000,13091,45.454166666666666
Ux_normalized,leo_clear_weak,receiver_all_days,8,4537,6000,1463,75.61666666666666
Ux_normalized,leo_clear_weak,receiver_all_days,9,17482,24000,6518,72.84166666666667
Ux_normalized,leo_clear_weak,receiver_all_days,10,15852,24000,8148,66.05
Ux_normalized,leo_clear_weak,receiver_all_days,11,15881,24000,8119,66.17083333333333
Ux_normalized,leo_clear_weak,class,0,24180,33000,8820,73.27272727272727
Ux_normalized,leo_clear_weak,class,1,9748,33000,23252,29.53939393939394
Ux_normalized,leo_clear_weak,class,2,18388,33000,14612,55.72121212121212
Ux_normalized,leo_clear_weak,class,3,20525,33000,12475,62.196969696969695
Ux_normalized,leo_clear_weak,class,4,26819,33000,6181,81.26969696969697
Ux_normalized,leo_clear_weak,class,5,30572,33000,2428,92.64242424242424
Ux_normalized,leo_low_elev_weak,aggregate,all,124939,198000,73061,63.10050505050505
Ux_normalized,leo_low_elev_weak,named,test_unseen_day_seen_rx,22751,30000,7249,75.83666666666667
Ux_normalized,leo_low_elev_weak,named,test_day_0,22751,30000,7249,75.83666666666667
Ux_normalized,leo_low_elev_weak,named,test_seen_day_unseen_rx,77410,126000,48590,61.43650793650794
Ux_normalized,leo_low_elev_weak,named,test_rx_0,12815,18000,5185,71.19444444444444
Ux_normalized,leo_low_elev_weak,named,test_rx_2,8748,18000,9252,48.6
Ux_normalized,leo_low_elev_weak,named,test_rx_5,13326,18000,4674,74.03333333333333
Ux_normalized,leo_low_elev_weak,named,test_rx_7,7419,18000,10581,41.21666666666667
Ux_normalized,leo_low_elev_weak,named,test_rx_9,13031,18000,4969,72.39444444444445
Ux_normalized,leo_low_elev_weak,named,test_rx_10,10763,18000,7237,59.794444444444444
Ux_normalized,leo_low_elev_weak,named,test_rx_11,11308,18000,6692,62.82222222222222
Ux_normalized,leo_low_elev_weak,named,test_unseen_day_unseen_rx,24778,42000,17222,58.99523809523809
Ux_normalized,leo_low_elev_weak,named,test_unseen_day_rx_0,3540,6000,2460,59.0
Ux_normalized,leo_low_elev_weak,named,test_unseen_day_rx_2,2459,6000,3541,40.983333333333334
Ux_normalized,leo_low_elev_weak,named,test_unseen_day_rx_5,3699,6000,2301,61.65
Ux_normalized,leo_low_elev_weak,named,test_unseen_day_rx_7,3192,6000,2808,53.2
Ux_normalized,leo_low_elev_weak,named,test_unseen_day_rx_9,3847,6000,2153,64.11666666666666
Ux_normalized,leo_low_elev_weak,named,test_unseen_day_rx_10,4106,6000,1894,68.43333333333334
Ux_normalized,leo_low_elev_weak,named,test_unseen_day_rx_11,3935,6000,2065,65.58333333333333
Ux_normalized,leo_low_elev_weak,receiver_all_days,0,16355,24000,7645,68.14583333333333
Ux_normalized,leo_low_elev_weak,receiver_all_days,1,4241,6000,1759,70.68333333333334
Ux_normalized,leo_low_elev_weak,receiver_all_days,2,11207,24000,12793,46.69583333333333
Ux_normalized,leo_low_elev_weak,receiver_all_days,3,4182,6000,1818,69.7
Ux_normalized,leo_low_elev_weak,receiver_all_days,4,5053,6000,947,84.21666666666667
Ux_normalized,leo_low_elev_weak,receiver_all_days,5,17025,24000,6975,70.9375
Ux_normalized,leo_low_elev_weak,receiver_all_days,6,4987,6000,1013,83.11666666666666
Ux_normalized,leo_low_elev_weak,receiver_all_days,7,10611,24000,13389,44.2125
Ux_normalized,leo_low_elev_weak,receiver_all_days,8,4288,6000,1712,71.46666666666667
Ux_normalized,leo_low_elev_weak,receiver_all_days,9,16878,24000,7122,70.325
Ux_normalized,leo_low_elev_weak,receiver_all_days,10,14869,24000,9131,61.954166666666666
Ux_normalized,leo_low_elev_weak,receiver_all_days,11,15243,24000,8757,63.5125
Ux_normalized,leo_low_elev_weak,class,0,23412,33000,9588,70.94545454545455
Ux_normalized,leo_low_elev_weak,class,1,8935,33000,24065,27.075757575757574
Ux_normalized,leo_low_elev_weak,class,2,17597,33000,15403,53.32424242424243
Ux_normalized,leo_low_elev_weak,class,3,18864,33000,14136,57.163636363636364
Ux_normalized,leo_low_elev_weak,class,4,25805,33000,7195,78.1969696969697
Ux_normalized,leo_low_elev_weak,class,5,30326,33000,2674,91.89696969696969
Ux_normalized,leo_rain_weak,aggregate,all,125126,198000,72874,63.1949494949495
Ux_normalized,leo_rain_weak,named,test_unseen_day_seen_rx,22862,30000,7138,76.20666666666666
Ux_normalized,leo_rain_weak,named,test_day_0,22862,30000,7138,76.20666666666666
Ux_normalized,leo_rain_weak,named,test_seen_day_unseen_rx,77540,126000,48460,61.53968253968254
Ux_normalized,leo_rain_weak,named,test_rx_0,12739,18000,5261,70.77222222222223
Ux_normalized,leo_rain_weak,named,test_rx_2,8706,18000,9294,48.36666666666667
Ux_normalized,leo_rain_weak,named,test_rx_5,13447,18000,4553,74.70555555555555
Ux_normalized,leo_rain_weak,named,test_rx_7,7530,18000,10470,41.833333333333336
Ux_normalized,leo_rain_weak,named,test_rx_9,13024,18000,4976,72.35555555555555
Ux_normalized,leo_rain_weak,named,test_rx_10,10776,18000,7224,59.86666666666667
Ux_normalized,leo_rain_weak,named,test_rx_11,11318,18000,6682,62.87777777777778
Ux_normalized,leo_rain_weak,named,test_unseen_day_unseen_rx,24724,42000,17276,58.86666666666667
Ux_normalized,leo_rain_weak,named,test_unseen_day_rx_0,3498,6000,2502,58.3
Ux_normalized,leo_rain_weak,named,test_unseen_day_rx_2,2476,6000,3524,41.266666666666666
Ux_normalized,leo_rain_weak,named,test_unseen_day_rx_5,3732,6000,2268,62.2
Ux_normalized,leo_rain_weak,named,test_unseen_day_rx_7,3146,6000,2854,52.43333333333333
Ux_normalized,leo_rain_weak,named,test_unseen_day_rx_9,3816,6000,2184,63.6
Ux_normalized,leo_rain_weak,named,test_unseen_day_rx_10,4225,6000,1775,70.41666666666667
Ux_normalized,leo_rain_weak,named,test_unseen_day_rx_11,3831,6000,2169,63.85
Ux_normalized,leo_rain_weak,receiver_all_days,0,16237,24000,7763,67.65416666666667
Ux_normalized,leo_rain_weak,receiver_all_days,1,4224,6000,1776,70.4
Ux_normalized,leo_rain_weak,receiver_all_days,2,11182,24000,12818,46.59166666666667
Ux_normalized,leo_rain_weak,receiver_all_days,3,4161,6000,1839,69.35
Ux_normalized,leo_rain_weak,receiver_all_days,4,5120,6000,880,85.33333333333333
Ux_normalized,leo_rain_weak,receiver_all_days,5,17179,24000,6821,71.57916666666667
Ux_normalized,leo_rain_weak,receiver_all_days,6,4961,6000,1039,82.68333333333334
Ux_normalized,leo_rain_weak,receiver_all_days,7,10676,24000,13324,44.483333333333334
Ux_normalized,leo_rain_weak,receiver_all_days,8,4396,6000,1604,73.26666666666667
Ux_normalized,leo_rain_weak,receiver_all_days,9,16840,24000,7160,70.16666666666667
Ux_normalized,leo_rain_weak,receiver_all_days,10,15001,24000,8999,62.50416666666667
Ux_normalized,leo_rain_weak,receiver_all_days,11,15149,24000,8851,63.12083333333333
Ux_normalized,leo_rain_weak,class,0,23886,33000,9114,72.38181818181818
Ux_normalized,leo_rain_weak,class,1,9137,33000,23863,27.687878787878788
Ux_normalized,leo_rain_weak,class,2,17626,33000,15374,53.412121212121214
Ux_normalized,leo_rain_weak,class,3,18347,33000,14653,55.596969696969694
Ux_normalized,leo_rain_weak,class,4,25652,33000,7348,77.73333333333333
Ux_normalized,leo_rain_weak,class,5,30478,33000,2522,92.35757575757576
head_only,clean,aggregate,all,156033,198000,41967,78.80454545454545
head_only,clean,named,test_unseen_day_seen_rx,28042,30000,1958,93.47333333333333
head_only,clean,named,test_day_0,28042,30000,1958,93.47333333333333
head_only,clean,named,test_seen_day_unseen_rx,96897,126000,29103,76.90238095238095
head_only,clean,named,test_rx_0,14550,18000,3450,80.83333333333333
head_only,clean,named,test_rx_2,10570,18000,7430,58.72222222222222
head_only,clean,named,test_rx_5,15897,18000,2103,88.31666666666666
head_only,clean,named,test_rx_7,12191,18000,5809,67.72777777777777
head_only,clean,named,test_rx_9,14889,18000,3111,82.71666666666667
head_only,clean,named,test_rx_10,14775,18000,3225,82.08333333333333
head_only,clean,named,test_rx_11,14025,18000,3975,77.91666666666667
head_only,clean,named,test_unseen_day_unseen_rx,31094,42000,10906,74.03333333333333
head_only,clean,named,test_unseen_day_rx_0,3973,6000,2027,66.21666666666667
head_only,clean,named,test_unseen_day_rx_2,3157,6000,2843,52.61666666666667
head_only,clean,named,test_unseen_day_rx_5,5124,6000,876,85.4
head_only,clean,named,test_unseen_day_rx_7,5267,6000,733,87.78333333333333
head_only,clean,named,test_unseen_day_rx_9,4177,6000,1823,69.61666666666666
head_only,clean,named,test_unseen_day_rx_10,4606,6000,1394,76.76666666666667
head_only,clean,named,test_unseen_day_rx_11,4790,6000,1210,79.83333333333333
head_only,clean,receiver_all_days,0,18523,24000,5477,77.17916666666666
head_only,clean,receiver_all_days,1,4933,6000,1067,82.21666666666667
head_only,clean,receiver_all_days,2,13727,24000,10273,57.19583333333333
head_only,clean,receiver_all_days,3,5725,6000,275,95.41666666666667
head_only,clean,receiver_all_days,4,5845,6000,155,97.41666666666667
head_only,clean,receiver_all_days,5,21021,24000,2979,87.5875
head_only,clean,receiver_all_days,6,5931,6000,69,98.85
head_only,clean,receiver_all_days,7,17458,24000,6542,72.74166666666666
head_only,clean,receiver_all_days,8,5608,6000,392,93.46666666666667
head_only,clean,receiver_all_days,9,19066,24000,4934,79.44166666666666
head_only,clean,receiver_all_days,10,19381,24000,4619,80.75416666666666
head_only,clean,receiver_all_days,11,18815,24000,5185,78.39583333333333
head_only,clean,class,0,31599,33000,1401,95.75454545454545
head_only,clean,class,1,16491,33000,16509,49.972727272727276
head_only,clean,class,2,22684,33000,10316,68.73939393939393
head_only,clean,class,3,21834,33000,11166,66.16363636363636
head_only,clean,class,4,32523,33000,477,98.55454545454545
head_only,clean,class,5,30902,33000,2098,93.64242424242424
head_only,leo_clear_weak,aggregate,all,127742,198000,70258,64.51616161616161
head_only,leo_clear_weak,named,test_unseen_day_seen_rx,24033,30000,5967,80.11
head_only,leo_clear_weak,named,test_day_0,24033,30000,5967,80.11
head_only,leo_clear_weak,named,test_seen_day_unseen_rx,78604,126000,47396,62.384126984126986
head_only,leo_clear_weak,named,test_rx_0,13325,18000,4675,74.02777777777777
head_only,leo_clear_weak,named,test_rx_2,8723,18000,9277,48.46111111111111
head_only,leo_clear_weak,named,test_rx_5,13691,18000,4309,76.06111111111112
head_only,leo_clear_weak,named,test_rx_7,7237,18000,10763,40.205555555555556
head_only,leo_clear_weak,named,test_rx_9,12858,18000,5142,71.43333333333334
head_only,leo_clear_weak,named,test_rx_10,11317,18000,6683,62.87222222222222
head_only,leo_clear_weak,named,test_rx_11,11453,18000,6547,63.62777777777778
head_only,leo_clear_weak,named,test_unseen_day_unseen_rx,25105,42000,16895,59.773809523809526
head_only,leo_clear_weak,named,test_unseen_day_rx_0,3597,6000,2403,59.95
head_only,leo_clear_weak,named,test_unseen_day_rx_2,2408,6000,3592,40.13333333333333
head_only,leo_clear_weak,named,test_unseen_day_rx_5,4015,6000,1985,66.91666666666667
head_only,leo_clear_weak,named,test_unseen_day_rx_7,3093,6000,2907,51.55
head_only,leo_clear_weak,named,test_unseen_day_rx_9,3764,6000,2236,62.733333333333334
head_only,leo_clear_weak,named,test_unseen_day_rx_10,4310,6000,1690,71.83333333333333
head_only,leo_clear_weak,named,test_unseen_day_rx_11,3918,6000,2082,65.3
head_only,leo_clear_weak,receiver_all_days,0,16922,24000,7078,70.50833333333334
head_only,leo_clear_weak,receiver_all_days,1,4739,6000,1261,78.98333333333333
head_only,leo_clear_weak,receiver_all_days,2,11131,24000,12869,46.37916666666667
head_only,leo_clear_weak,receiver_all_days,3,4351,6000,1649,72.51666666666667
head_only,leo_clear_weak,receiver_all_days,4,5078,6000,922,84.63333333333334
head_only,leo_clear_weak,receiver_all_days,5,17706,24000,6294,73.775
head_only,leo_clear_weak,receiver_all_days,6,5259,6000,741,87.65
head_only,leo_clear_weak,receiver_all_days,7,10330,24000,13670,43.041666666666664
head_only,leo_clear_weak,receiver_all_days,8,4606,6000,1394,76.76666666666667
head_only,leo_clear_weak,receiver_all_days,9,16622,24000,7378,69.25833333333334
head_only,leo_clear_weak,receiver_all_days,10,15627,24000,8373,65.1125
head_only,leo_clear_weak,receiver_all_days,11,15371,24000,8629,64.04583333333333
head_only,leo_clear_weak,class,0,21853,33000,11147,66.22121212121212
head_only,leo_clear_weak,class,1,12262,33000,20738,37.157575757575756
head_only,leo_clear_weak,class,2,17652,33000,15348,53.49090909090909
head_only,leo_clear_weak,class,3,19254,33000,13746,58.345454545454544
head_only,leo_clear_weak,class,4,26894,33000,6106,81.4969696969697
head_only,leo_clear_weak,class,5,29827,33000,3173,90.38484848484849
head_only,leo_low_elev_weak,aggregate,all,122738,198000,75262,61.98888888888889
head_only,leo_low_elev_weak,named,test_unseen_day_seen_rx,22865,30000,7135,76.21666666666667
head_only,leo_low_elev_weak,named,test_day_0,22865,30000,7135,76.21666666666667
head_only,leo_low_elev_weak,named,test_seen_day_unseen_rx,75692,126000,50308,60.073015873015876
head_only,leo_low_elev_weak,named,test_rx_0,12671,18000,5329,70.39444444444445
head_only,leo_low_elev_weak,named,test_rx_2,8637,18000,9363,47.983333333333334
head_only,leo_low_elev_weak,named,test_rx_5,13164,18000,4836,73.13333333333334
head_only,leo_low_elev_weak,named,test_rx_7,7164,18000,10836,39.8
head_only,leo_low_elev_weak,named,test_rx_9,12419,18000,5581,68.99444444444444
head_only,leo_low_elev_weak,named,test_rx_10,10738,18000,7262,59.65555555555556
head_only,leo_low_elev_weak,named,test_rx_11,10899,18000,7101,60.55
head_only,leo_low_elev_weak,named,test_unseen_day_unseen_rx,24181,42000,17819,57.57380952380952
head_only,leo_low_elev_weak,named,test_unseen_day_rx_0,3416,6000,2584,56.93333333333333
head_only,leo_low_elev_weak,named,test_unseen_day_rx_2,2482,6000,3518,41.36666666666667
head_only,leo_low_elev_weak,named,test_unseen_day_rx_5,3768,6000,2232,62.8
head_only,leo_low_elev_weak,named,test_unseen_day_rx_7,2958,6000,3042,49.3
head_only,leo_low_elev_weak,named,test_unseen_day_rx_9,3688,6000,2312,61.46666666666667
head_only,leo_low_elev_weak,named,test_unseen_day_rx_10,4014,6000,1986,66.9
head_only,leo_low_elev_weak,named,test_unseen_day_rx_11,3855,6000,2145,64.25
head_only,leo_low_elev_weak,receiver_all_days,0,16087,24000,7913,67.02916666666667
head_only,leo_low_elev_weak,receiver_all_days,1,4535,6000,1465,75.58333333333333
head_only,leo_low_elev_weak,receiver_all_days,2,11119,24000,12881,46.329166666666666
head_only,leo_low_elev_weak,receiver_all_days,3,4154,6000,1846,69.23333333333333
head_only,leo_low_elev_weak,receiver_all_days,4,4890,6000,1110,81.5
head_only,leo_low_elev_weak,receiver_all_days,5,16932,24000,7068,70.55
head_only,leo_low_elev_weak,receiver_all_days,6,4958,6000,1042,82.63333333333334
head_only,leo_low_elev_weak,receiver_all_days,7,10122,24000,13878,42.175
head_only,leo_low_elev_weak,receiver_all_days,8,4328,6000,1672,72.13333333333334
head_only,leo_low_elev_weak,receiver_all_days,9,16107,24000,7893,67.1125
head_only,leo_low_elev_weak,receiver_all_days,10,14752,24000,9248,61.46666666666667
head_only,leo_low_elev_weak,receiver_all_days,11,14754,24000,9246,61.475
head_only,leo_low_elev_weak,class,0,21020,33000,11980,63.696969696969695
head_only,leo_low_elev_weak,class,1,11672,33000,21328,35.36969696969697
head_only,leo_low_elev_weak,class,2,16972,33000,16028,51.43030303030303
head_only,leo_low_elev_weak,class,3,17810,33000,15190,53.96969696969697
head_only,leo_low_elev_weak,class,4,25633,33000,7367,77.67575757575757
head_only,leo_low_elev_weak,class,5,29631,33000,3369,89.7909090909091
head_only,leo_rain_weak,aggregate,all,122880,198000,75120,62.06060606060606
head_only,leo_rain_weak,named,test_unseen_day_seen_rx,22972,30000,7028,76.57333333333334
head_only,leo_rain_weak,named,test_day_0,22972,30000,7028,76.57333333333334
head_only,leo_rain_weak,named,test_seen_day_unseen_rx,75868,126000,50132,60.212698412698415
head_only,leo_rain_weak,named,test_rx_0,12631,18000,5369,70.17222222222222
head_only,leo_rain_weak,named,test_rx_2,8609,18000,9391,47.827777777777776
head_only,leo_rain_weak,named,test_rx_5,13290,18000,4710,73.83333333333333
head_only,leo_rain_weak,named,test_rx_7,7193,18000,10807,39.96111111111111
head_only,leo_rain_weak,named,test_rx_9,12465,18000,5535,69.25
head_only,leo_rain_weak,named,test_rx_10,10651,18000,7349,59.172222222222224
head_only,leo_rain_weak,named,test_rx_11,11029,18000,6971,61.272222222222226
head_only,leo_rain_weak,named,test_unseen_day_unseen_rx,24040,42000,17960,57.23809523809524
head_only,leo_rain_weak,named,test_unseen_day_rx_0,3361,6000,2639,56.016666666666666
head_only,leo_rain_weak,named,test_unseen_day_rx_2,2450,6000,3550,40.833333333333336
head_only,leo_rain_weak,named,test_unseen_day_rx_5,3792,6000,2208,63.2
head_only,leo_rain_weak,named,test_unseen_day_rx_7,2929,6000,3071,48.81666666666667
head_only,leo_rain_weak,named,test_unseen_day_rx_9,3657,6000,2343,60.95
head_only,leo_rain_weak,named,test_unseen_day_rx_10,4129,6000,1871,68.81666666666666
head_only,leo_rain_weak,named,test_unseen_day_rx_11,3722,6000,2278,62.03333333333333
head_only,leo_rain_weak,receiver_all_days,0,15992,24000,8008,66.63333333333334
head_only,leo_rain_weak,receiver_all_days,1,4463,6000,1537,74.38333333333334
head_only,leo_rain_weak,receiver_all_days,2,11059,24000,12941,46.079166666666666
head_only,leo_rain_weak,receiver_all_days,3,4181,6000,1819,69.68333333333334
head_only,leo_rain_weak,receiver_all_days,4,4974,6000,1026,82.9
head_only,leo_rain_weak,receiver_all_days,5,17082,24000,6918,71.175
head_only,leo_rain_weak,receiver_all_days,6,4982,6000,1018,83.03333333333333
head_only,leo_rain_weak,receiver_all_days,7,10122,24000,13878,42.175
head_only,leo_rain_weak,receiver_all_days,8,4372,6000,1628,72.86666666666666
head_only,leo_rain_weak,receiver_all_days,9,16122,24000,7878,67.175
head_only,leo_rain_weak,receiver_all_days,10,14780,24000,9220,61.583333333333336
head_only,leo_rain_weak,receiver_all_days,11,14751,24000,9249,61.4625
head_only,leo_rain_weak,class,0,21384,33000,11616,64.8
head_only,leo_rain_weak,class,1,11820,33000,21180,35.81818181818182
head_only,leo_rain_weak,class,2,16970,33000,16030,51.42424242424242
head_only,leo_rain_weak,class,3,17266,33000,15734,52.32121212121212
head_only,leo_rain_weak,class,4,25542,33000,7458,77.4
head_only,leo_rain_weak,class,5,29898,33000,3102,90.6
permanent_detach,clean,aggregate,all,157491,198000,40509,79.5409090909091
permanent_detach,clean,named,test_unseen_day_seen_rx,28176,30000,1824,93.92
permanent_detach,clean,named,test_day_0,28176,30000,1824,93.92
permanent_detach,clean,named,test_seen_day_unseen_rx,97740,126000,28260,77.57142857142857
permanent_detach,clean,named,test_rx_0,14792,18000,3208,82.17777777777778
permanent_detach,clean,named,test_rx_2,10384,18000,7616,57.68888888888889
permanent_detach,clean,named,test_rx_5,16044,18000,1956,89.13333333333334
permanent_detach,clean,named,test_rx_7,11953,18000,6047,66.40555555555555
permanent_detach,clean,named,test_rx_9,15650,18000,2350,86.94444444444444
permanent_detach,clean,named,test_rx_10,14971,18000,3029,83.17222222222222
permanent_detach,clean,named,test_rx_11,13946,18000,4054,77.47777777777777
permanent_detach,clean,named,test_unseen_day_unseen_rx,31575,42000,10425,75.17857142857143
permanent_detach,clean,named,test_unseen_day_rx_0,4017,6000,1983,66.95
permanent_detach,clean,named,test_unseen_day_rx_2,3568,6000,2432,59.46666666666667
permanent_detach,clean,named,test_unseen_day_rx_5,4971,6000,1029,82.85
permanent_detach,clean,named,test_unseen_day_rx_7,5422,6000,578,90.36666666666666
permanent_detach,clean,named,test_unseen_day_rx_9,4293,6000,1707,71.55
permanent_detach,clean,named,test_unseen_day_rx_10,4715,6000,1285,78.58333333333333
permanent_detach,clean,named,test_unseen_day_rx_11,4589,6000,1411,76.48333333333333
permanent_detach,clean,receiver_all_days,0,18809,24000,5191,78.37083333333334
permanent_detach,clean,receiver_all_days,1,5059,6000,941,84.31666666666666
permanent_detach,clean,receiver_all_days,2,13952,24000,10048,58.13333333333333
permanent_detach,clean,receiver_all_days,3,5726,6000,274,95.43333333333334
permanent_detach,clean,receiver_all_days,4,5843,6000,157,97.38333333333334
permanent_detach,clean,receiver_all_days,5,21015,24000,2985,87.5625
permanent_detach,clean,receiver_all_days,6,5932,6000,68,98.86666666666666
permanent_detach,clean,receiver_all_days,7,17375,24000,6625,72.39583333333333
permanent_detach,clean,receiver_all_days,8,5616,6000,384,93.6
permanent_detach,clean,receiver_all_days,9,19943,24000,4057,83.09583333333333
permanent_detach,clean,receiver_all_days,10,19686,24000,4314,82.025
permanent_detach,clean,receiver_all_days,11,18535,24000,5465,77.22916666666667
permanent_detach,clean,class,0,32000,33000,1000,96.96969696969697
permanent_detach,clean,class,1,17736,33000,15264,53.74545454545454
permanent_detach,clean,class,2,20659,33000,12341,62.6030303030303
permanent_detach,clean,class,3,22473,33000,10527,68.1
permanent_detach,clean,class,4,32649,33000,351,98.93636363636364
permanent_detach,clean,class,5,31974,33000,1026,96.89090909090909
permanent_detach,leo_clear_weak,aggregate,all,127931,198000,70069,64.61161616161615
permanent_detach,leo_clear_weak,named,test_unseen_day_seen_rx,23949,30000,6051,79.83
