candidate_id,base,family,mechanism_tag,role,parent_candidate,completed,expected_epochs,max_epoch_begin,last_epoch_end,phase2_export,best_joint_epoch,best_joint_test_tx,final_overall_tx,final_strict_udu,final_receiver_floor,final_sat_mean,final_sat_strict_floor,final_pos_angle,final_p95,final_p99,final_tail_frac_gt_3sigma,final_r3sigma,final_min_inter,final_ow_vac_rate,final_proxy_auc,final_proxy_vac_rate,final_proxy_vaccept,final_source_overflow,prototype_radius_p95_mean_deg,prototype_radius_p99_mean_deg,prototype_r3sigma_mean_deg,prototype_min_inter_deg,prototype_tail_frac_mean,tx_domain_components_mean,closed_score,geometry_score,proxy_score,composite_score,pareto_front
ADV2_FUSE5_R20_E260,R20,R,FUSE5,R20融合中档,FSP_VAC_R20_Q2_SAT70_E280,True,260,260,260,True,250,88.69509803921568,88.86225490196078,82.485,71.34166666666667,75.83218954248366,67.81333333333333,31.550764865265684,51.71606909968327,74.42869511713272,0.0439703755749341,48.75379871847623,84.32292580048362,0.0123317310855222,0.570448139997629,0.3049878549117308,1.0,0.29896424638702,5.738312994860397,29.76727764907911,3.6784535170583537,88.89369627404369,0.10731418089320262,2.1666666666666665,3.8500000000000005,3.95,4.300000000000001,3.9925000000000006,True
ADV2_FUSE6_R17_E260,R17,R,FUSE6,R17融合压力,FSP_VAC_R17_Q2_HARDK3_E280,True,260,260,260,True,256,89.12303921568628,87.46029411764705,81.18666666666667,71.24166666666666,77.59509803921569,69.85,31.885561456230285,52.46132827311602,76.56517098646434,0.0457733160744493,49.77117494019862,82.73938616159319,0.0229326927962784,0.5606328129768372,0.382698724246942,1.0,0.388853119734634,5.289383443735677,38.292578756141786,3.731776590465232,89.27748460350671,0.08679233926037948,2.6666666666666665,4.500000000000001,10.4,12.4,,True
ADV2_R17_CORESTRICT_E260,R17,R,CORESTRICT,R17主线缩短训练,FSP_VAC_R17_Q2_HARDK3_E280,True,260,260,260,True,242,88.36715686274509,88.06911764705882,81.555,69.06666666666666,74.66339869281045,66.68166666666667,31.786585290047466,53.156252314920486,75.98321443811797,0.0484377463992971,48.79590967186486,83.30161496947999,0.0177644233111865,0.5743999105233413,0.3454258866035021,1.0,0.3776147688204705,5.29263973642248,42.69858096423433,3.8846211051817985,89.25553920570346,0.09772954198221366,1.5,6.400000000000001,9.299999999999999,6.75,,True
ADV2_R17_PROXYHI_E260,R17,R,PROXYHI,R17拒识压力,FSP_VAC_R17_Q2_HARDK3_E280,True,260,260,260,True,246,87.02549019607844,85.39264705882353,76.30666666666667,67.70833333333333,75.80228758169936,66.64166666666667,32.085427633871326,53.01068432855391,75.88438927165572,0.0394723660288712,49.96028758920052,81.22071981705933,0.0300000002786803,0.570984297990799,0.3922552516827216,1.0,0.3904946952188811,6.8593779834308,41.98634769175343,4.092980757141994,88.6240404056116,0.08856822953869899,1.3333333333333333,11.700000000000003,12.350000000000001,9.35,,True
ADV2_R20_SAT70_E260,R20,R,SAT70,R20稳定主线,FSP_VAC_R20_Q2_SAT70_E280,True,260,260,260,True,230,86.82205882352942,85.61274509803921,78.19,63.80833333333333,73.89509803921568,64.78,31.89710560553581,52.07851692340392,76.08834145234798,0.0444865048074951,49.232610268409886,82.83598873195965,0.0202163462634556,0.5655803850063911,0.3434113005032906,1.0,0.3016285311770128,5.248967933756242,39.63277300416791,4.405328971998575,88.69628331646281,0.07292671439548333,1.5,13.15,7.55,8.75,,False
ADV2_R20_VACMID_E260,R20,R,VACMID,R20中等vacuum,FSP_VAC_R20_Q2_SAT70_E280,True,260,260,260,True,258,87.92990196078432,87.09901960784313,80.20666666666666,65.73333333333333,78.18218954248367,70.52,31.39992770319397,51.932100522462605,77.57428120817332,0.0463035026087592,48.94583868147652,84.65472588237954,0.0086538462577244,0.5745665013790131,0.3526238618561855,0.9980769230769232,0.2898808688338978,6.04668621748954,41.58590487092078,3.9215070793337268,89.11721421463236,0.09697220847010612,1.5,7.250000000000001,2.6,5.05,,True
ADV2_R28_FUSE6_E260,R28,R,FUSE6,R28严格融合,FSP_VAC_R28_Q2_SAT72_E300,True,260,260,260,True,260,86.98529411764706,86.98529411764706,81.75666666666666,71.325,78.58758169934642,71.33166666666666,31.09570177799634,49.570269076416096,75.16593028940844,0.0424819432867643,48.918014487314736,84.10955846672013,0.0110817309074963,0.5755867366607372,0.3210177219831026,1.0,0.3692473873346175,5.813042094569506,48.27602863228455,3.939017407635917,89.08209338192016,0.08714378687242667,2.8333333333333335,6.050000000000001,4.25,3.35,,True
ADV2_R28_PROXYLOW_E260,R28,R,PROXYLOW,R28低proxy-vac对照,FSP_VAC_R28_Q2_SAT72_E300,True,260,260,260,True,256,89.32205882352942,86.56862745098039,79.47333333333333,75.18333333333334,74.206045751634,65.21833333333333,31.83681058697995,53.242090874934334,75.84636660680472,0.0461460284220102,49.32935086113743,82.54570629644311,0.0203846158656793,0.5637512991061577,0.3272349405747193,1.0,0.3034566748715095,5.445858808752437,35.41752730742324,4.193046443577265,89.27035388601321,0.08061616060634454,1.3333333333333333,5.550000000000001,10.05,8.549999999999999,,True
ADV2_SOURCECAP32_R20_E260,R20,R,SOURCECAP32,source半径上限压力,FSP_VAC_R20_Q2_SAT70_E280,True,260,260,260,True,250,86.15686274509804,86.49901960784314,80.12,69.05,75.36683006535948,67.15666666666667,31.751339832652867,51.32670533934069,72.62360710151069,0.042080790692797,48.8787683779636,83.27138807238791,0.0219230770724467,0.5670744955539704,0.3233625667599531,0.9990384615384617,0.4737926159721694,6.916189362512851,35.38424422248459,4.526812139532499,88.72710796018708,0.1013186036919554,1.8333333333333333,10.3,9.4,5.15,,True
ADV2_SRCLOW_R17_E260,R17,R,SRCLOW,source-episode降档,FSP_VAC_R17_Q2_HARDK3_E280,True,260,260,260,True,254,89.99852941176471,88.81078431372549,82.75333333333333,74.63333333333334,77.8874183006536,69.46666666666667,31.36426991253316,52.5450764800044,77.37541930476992,0.0457376384200194,49.345988308777,84.45796326388745,0.0103846156880116,0.5629816110317524,0.327873838520967,0.9980769230769232,0.2107563105053217,5.655206668134267,43.088044042532765,4.250495235834046,89.23715916664695,0.07631431147456169,1.3333333333333333,1.8,3.6999999999999997,7.55,3.8075,True
