run,row,metric,count,finite,nonzero_epochs,first_nonzero,min,max,mean,last
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,concat_sat_ce_weight,200,200,200,1,1.0,1.0,1.0,1.0
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,concat_sat_start_epoch,200,200,200,1,1.0,1.0,1.0,1.0
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,group_ce_top_frac,200,200,200,1,0.35,0.35,0.35,0.35
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,joint_guard_paic_cooldown_remaining,200,200,0,,0.0,0.0,0.0,0.0
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,lambda_cons,200,200,200,1,0.08,0.08,0.08,0.08
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,lambda_group_ce,200,200,200,1,0.16,0.16,0.16,0.16
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,loss_weight_group_ce,200,200,200,1,0.08,0.16,0.14577885253594247,0.16
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,lr,200,200,200,1,1.0000000000000002e-06,0.0002,8.875000000000002e-05,1.0000000000000002e-06
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,nonfinite_test_metric_count,200,200,200,1,1.0,1.0,1.0,1.0
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,nonfinite_train_metric_count,200,200,200,1,4.0,4.0,4.0,4.0
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,nonfinite_val_metric_count,200,200,200,1,1.0,1.0,1.0,1.0
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,phase2_audit_imports_balanced_tx_rx_sampler,200,200,200,1,1.0,1.0,1.0,1.0
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,stage_group_ce_scale,200,200,200,1,0.5,1.0,0.9111178283496403,1.0
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,stage_source_val_sat_floor_tx,200,200,200,1,31.144444444444446,92.68518518518519,80.1214074074074,92.64814814814815
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,stage_source_val_sat_mean_tx,200,200,200,1,31.860493827160496,93.41358024691358,81.12755555555556,93.37407407407407
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,stage_tail_rollback_cooldown_remaining,200,200,0,,0.0,0.0,0.0,0.0
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,train_a1_ema_effective_decay,200,200,200,1,0.9900000000000023,0.9989999999999969,0.9972399999999989,0.9989999999999969
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,train_a1_ema_successful_updates,200,200,200,1,110.5,44266.5,22186.853265765767,44266.5
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,train_concat_sat_active,200,200,200,1,1.0,1.0,1.0,1.0
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,train_concat_sat_applied,200,200,200,1,0.23423423423423423,0.8558558558558559,0.6510135135135136,0.8198198198198198
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,train_concat_sat_clean_batch_size,200,200,200,1,128.0,128.0,128.0,128.0
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,train_concat_sat_expanded,200,200,0,,0.0,0.0,0.0,0.0
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,train_concat_sat_stage_index,200,200,160,41,0.0,2.0,1.35,2.0
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,train_concat_sat_stage_start_epoch,200,200,200,1,1.0,91.0,60.5,91.0
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,train_concat_sat_total_batch_size,200,200,200,1,128.0,128.0,128.0,128.0
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,train_concat_sat_view_prob,200,200,200,1,0.29999999999999877,0.8000000000000016,0.65,0.8000000000000016
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,train_daot_batched_view_count,200,200,180,21,0.0,1.0,0.9,1.0
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,train_daot_clean_teacher_weight,180,180,180,21,0.49999269171878025,0.5000095470800056,0.49999959976062763,0.49999985112263273
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,train_daot_consensus_rate,180,180,180,21,0.5377252252252253,0.9418637387387387,0.8577663601101102,0.9383094031531531
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,train_daot_fingerprint_selectivity,180,180,0,,0.0,0.0,0.0,0.0
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,train_daot_fingerprint_sensitivity,180,180,0,,0.0,0.0,0.0,0.0
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,train_daot_grad_ratio_fingerprint,4,4,0,,0.0,0.0,0.0,0.0
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,train_daot_grad_ratio_nuisance,4,4,4,21,7.206039218972945e-09,1.3355241877653496e-08,1.0620167130462047e-08,7.206039218972945e-09
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,train_daot_grad_ratio_orbit_logit,4,4,4,21,3.1951187961391447,14.95978040302174,9.271971682722574,3.1951187961391447
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,train_daot_grad_ratio_orbit_proto,4,4,0,,0.0,0.0,0.0,0.0
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,train_daot_grad_ratio_orbit_relation,4,4,0,,0.0,0.0,0.0,0.0
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,train_daot_grad_ratio_orbit_z,4,4,4,21,0.012888747123786617,0.05069087430878344,0.03296478406524501,0.012888747123786617
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,train_daot_grad_ratio_tangent,4,4,0,,0.0,0.0,0.0,0.0
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,train_daot_identity_only_used,200,200,180,21,0.0,1.0,0.9,1.0
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,train_daot_logit_coverage,180,180,180,21,0.43647316212321186,0.9332514099172644,0.8359604762719798,0.9295719813656163
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,train_daot_logit_coverage_weighting,200,200,0,,0.0,0.0,0.0,0.0
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,train_daot_logit_weighted_contribution,200,200,180,21,0.0,0.32446964320030297,0.25535385816623374,0.319305161836448
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,train_daot_loss_scale_fingerprint,180,180,180,21,1.0,1.0,1.0,1.0
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,train_daot_loss_scale_nuisance,180,180,180,21,1.0,1.0,1.0,1.0
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,train_daot_loss_scale_orbit_logit,180,180,180,21,3.3546802829543525,9.130988527622309,4.726642017601384,3.476512220331312
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,train_daot_loss_scale_orbit_proto,180,180,180,21,1.0,1.0,1.0,1.0
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,train_daot_loss_scale_orbit_relation,180,180,180,21,1.0,1.0,1.0,1.0
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,train_daot_loss_scale_orbit_z,180,180,180,21,0.1469321010197569,0.3385471567403986,0.16336260389462126,0.14761775846453368
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,train_daot_loss_scale_tangent,180,180,180,21,1.0,1.0,1.0,1.0
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,train_daot_mean_metadata_skip_enabled,200,200,200,1,1.0,1.0,1.0,1.0
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,train_daot_nuisance_sensitivity,180,180,0,,0.0,0.0,0.0,0.0
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,train_daot_nuisance_sensitivity_agc,4,4,4,21,10.683625221252441,12.974595069885254,11.449361324310303,10.683625221252441
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,train_daot_nuisance_sensitivity_doppler,4,4,4,21,10.90198040008545,13.312299728393555,11.701338291168213,10.90198040008545
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,train_daot_nuisance_sensitivity_doppler_rate,4,4,4,21,10.738471984863281,13.02733039855957,11.507069826126099,10.738471984863281
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,train_daot_nuisance_sensitivity_multipath,4,4,4,21,10.688553810119629,12.959390640258789,11.441534757614136,10.688553810119629
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,train_daot_nuisance_sensitivity_phase_noise,4,4,4,21,10.70486068725586,12.969359397888184,11.442903757095337,10.70486068725586
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,train_daot_nuisance_sensitivity_sfo,4,4,4,21,10.693313598632812,12.969581604003906,11.446902513504028,10.693313598632812
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,train_daot_nuisance_sensitivity_snr,4,4,4,21,10.687811851501465,12.996234893798828,11.45045280456543,10.687811851501465
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,train_daot_nuisance_sensitivity_sto,4,4,4,21,10.712730407714844,13.002032279968262,11.448531866073608,10.712730407714844
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,train_daot_objective_computed,200,200,180,21,0.0,1.0,0.9,1.0
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,train_daot_orbit_dispersion,180,180,180,21,0.00973298486536117,0.16090000382213443,0.024304288279501027,0.0100419496611885
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,train_daot_orbit_scale,200,200,180,21,0.0,1.0,0.8025,1.0
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,train_daot_proto_input_available,200,200,0,,0.0,0.0,0.0,0.0
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,train_daot_scale_batched_enabled,200,200,200,1,1.0,1.0,1.0,1.0
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,train_daot_tangent_scale,200,200,140,61,0.0,1.0,0.5025,1.0
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,train_daot_teacher_effective_views,180,180,180,21,1.9999841763092592,1.9999999983890637,1.9999986542416763,1.9999979632394809
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,train_daot_teacher_labeled_accuracy,180,180,180,21,0.8657798423423423,0.9874366554054054,0.9636325778903904,0.983495213963964
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,train_daot_teacher_labeled_confidence,180,180,180,21,0.9147784112541525,0.9974264199132318,0.9881879930105713,0.9965988921152579
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,train_daot_teacher_view_count,200,200,180,21,0.0,2.0,1.8,2.0
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,train_daot_u_consensus_rate,180,180,180,21,0.5423585756404979,0.9557586819738955,0.8755431810462917,0.9548039720939087
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,train_daot_u_logit_coverage,180,180,180,21,0.47190143436461957,0.9495759144559637,0.8600464120007552,0.9485034255294112
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,train_daot_u_logit_weighted_contribution,200,200,180,21,0.0,0.08849396439151722,0.061896466920390907,0.07743045415829967
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,train_daot_u_orbit_dispersion,180,180,180,21,0.007342684093174768,0.17957456671708338,0.02341093815097751,0.007504556638499101
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,train_daot_u_orbit_scale,200,200,180,21,0.0,1.0,0.8025,1.0
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,train_daot_worst_bucket_elevation,4,4,4,21,0.25,0.8125,0.609375,0.8125
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,train_daot_worst_bucket_snr,4,4,4,21,0.28125,0.8125,0.609375,0.8125
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,train_dm_accept_local_component_class_coverage,200,200,0,,0.0,0.0,0.0,0.0
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,train_ecrs_cross_rx_successful_steps,200,200,0,,0.0,0.0,0.0,0.0
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,train_loss_cons_labeled,200,200,184,17,0.0,0.32187631967905406,0.19004842672262107,0.19537958368524774
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,train_loss_daot_fingerprint,200,200,0,,0.0,0.0,0.0,0.0
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,train_loss_daot_nuisance,200,200,180,21,0.0,0.6422849646559706,0.5515758900022185,0.6173917573314529
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,train_loss_daot_orbit_logit,200,200,180,21,0.0,14.209033246512886,6.777415026517601,5.567756430522816
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,train_loss_daot_orbit_proto,200,200,0,,0.0,0.0,0.0,0.0
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,train_loss_daot_orbit_relation,200,200,0,,0.0,0.0,0.0,0.0
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,train_loss_daot_orbit_z,200,200,180,21,0.0,0.3379348988334338,0.14977021462946863,0.15123544559553936
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,train_loss_daot_tangent,200,200,0,,0.0,0.0,0.0,0.0
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,train_loss_daot_total,200,200,180,21,0.0,0.838861273484187,0.6656888241536059,0.8314580622020068
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,train_loss_daot_unlabeled,200,200,180,21,0.0,0.5775376520715318,0.453915615423335,0.565769842884562
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,train_loss_group_ce_labeled,200,200,200,1,1.2640930726654358,12.865443629187507,2.5932239731748563,1.6427533393306237
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,train_loss_sat_cls_labeled,200,200,121,80,0.0,3.66955206881336,1.666458994655362,2.5554901745866747
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,train_loss_sat_cons_labeled,200,200,0,,0.0,0.0,0.0,0.0
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,train_os_gradient_nonfinite_bundle,200,200,0,,0.0,0.0,0.0,0.0
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,train_rc4_effective_weighted_coverage,200,200,180,21,0.0,0.15000000461801752,0.13497035836884835,0.15000000354405996
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,train_rc4_hard_effective_coverage,200,200,180,21,0.0,0.15000000448377282,0.11033574086234817,0.13128051631622487
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,train_rc4_negative_effective_coverage,200,200,0,,0.0,0.0,0.0,0.0
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,train_rc4_partial_effective_coverage,200,200,153,21,0.0,0.14777891861425863,0.024634616011386275,0.018719485055797878
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,train_sat_anchor_class_coverage,200,200,180,21,0.0,5.90990990990991,3.3852927927927925,3.3063063063063063
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,train_sat_anchor_receiver_coverage,200,200,180,21,0.0,5.0,4.30786036036036,5.0
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,train_skipped_nonfinite_grad,200,200,21,1,0.0,0.009009009009009009,0.000518018018018018,0.0
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,train_skipped_nonfinite_loss,200,200,0,,0.0,0.0,0.0,0.0
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,train_source_episode_local_component_coverage,181,181,181,20,1.0,1.0,1.0,1.0
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,train_tail_rollback_cooldown_remaining,200,200,0,,0.0,0.0,0.0,0.0
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,train_w_loss_cons_labeled,200,200,184,17,0.0,0.016078124175200593,0.01208709145451451,0.015630498662725225
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,train_w_loss_group_ce_labeled,200,200,200,1,0.20225488731369107,1.029235466911986,0.3466995709678494,0.26284052878786046
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,train_w_loss_sat_cls_labeled,200,200,121,80,0.0,2.4952954196010357,1.1331921279487707,1.7377333360187173
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,train_w_loss_sat_cons_labeled,200,200,0,,0.0,0.0,0.0,0.0
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,val_tx_acc,200,200,200,1,39.422222222222224,98.58148148148148,97.70703703703704,98.51851851851852
a1_ecrs_cross_rx_s392005_20260909_r1,X1_CROSS_RX_CLEAN,concat_sat_ce_weight,200,200,200,1,1.0,1.0,1.0,1.0
a1_ecrs_cross_rx_s392005_20260909_r1,X1_CROSS_RX_CLEAN,concat_sat_start_epoch,200,200,200,1,1.0,1.0,1.0,1.0
a1_ecrs_cross_rx_s392005_20260909_r1,X1_CROSS_RX_CLEAN,group_ce_top_frac,200,200,200,1,0.35,0.35,0.35,0.35
a1_ecrs_cross_rx_s392005_20260909_r1,X1_CROSS_RX_CLEAN,joint_guard_paic_cooldown_remaining,200,200,0,,0.0,0.0,0.0,0.0
a1_ecrs_cross_rx_s392005_20260909_r1,X1_CROSS_RX_CLEAN,lambda_cons,200,200,200,1,0.08,0.08,0.08,0.08
a1_ecrs_cross_rx_s392005_20260909_r1,X1_CROSS_RX_CLEAN,lambda_group_ce,200,200,200,1,0.16,0.16,0.16,0.16
a1_ecrs_cross_rx_s392005_20260909_r1,X1_CROSS_RX_CLEAN,loss_weight_group_ce,200,200,200,1,0.08,0.16,0.14577885253594247,0.16
a1_ecrs_cross_rx_s392005_20260909_r1,X1_CROSS_RX_CLEAN,lr,200,200,200,1,1.0000000000000002e-06,0.0002,8.875000000000002e-05,1.0000000000000002e-06
a1_ecrs_cross_rx_s392005_20260909_r1,X1_CROSS_RX_CLEAN,nonfinite_test_metric_count,200,200,200,1,1.0,1.0,1.0,1.0
a1_ecrs_cross_rx_s392005_20260909_r1,X1_CROSS_RX_CLEAN,nonfinite_train_metric_count,200,200,200,1,4.0,4.0,4.0,4.0
a1_ecrs_cross_rx_s392005_20260909_r1,X1_CROSS_RX_CLEAN,nonfinite_val_metric_count,200,200,200,1,1.0,1.0,1.0,1.0
a1_ecrs_cross_rx_s392005_20260909_r1,X1_CROSS_RX_CLEAN,phase2_audit_imports_balanced_tx_rx_sampler,200,200,200,1,1.0,1.0,1.0,1.0
a1_ecrs_cross_rx_s392005_20260909_r1,X1_CROSS_RX_CLEAN,stage_group_ce_scale,200,200,200,1,0.5,1.0,0.9111178283496403,1.0
a1_ecrs_cross_rx_s392005_20260909_r1,X1_CROSS_RX_CLEAN,stage_source_val_sat_floor_tx,200,200,200,1,30.92962962962963,92.87777777777778,80.53127777777777,92.87777777777778
a1_ecrs_cross_rx_s392005_20260909_r1,X1_CROSS_RX_CLEAN,stage_source_val_sat_mean_tx,200,200,200,1,31.637037037037036,93.55802469135803,81.50108641975308,93.53950617283952
a1_ecrs_cross_rx_s392005_20260909_r1,X1_CROSS_RX_CLEAN,stage_tail_rollback_cooldown_remaining,200,200,0,,0.0,0.0,0.0,0.0
a1_ecrs_cross_rx_s392005_20260909_r1,X1_CROSS_RX_CLEAN,train_a1_ema_effective_decay,200,200,200,1,0.9900000000000023,0.9989999999999969,0.9972399999999989,0.9989999999999969
a1_ecrs_cross_rx_s392005_20260909_r1,X1_CROSS_RX_CLEAN,train_a1_ema_successful_updates,200,200,200,1,110.5,44269.5,22187.784234234234,44269.5
a1_ecrs_cross_rx_s392005_20260909_r1,X1_CROSS_RX_CLEAN,train_concat_sat_active,200,200,200,1,1.0,1.0,1.0,1.0
a1_ecrs_cross_rx_s392005_20260909_r1,X1_CROSS_RX_CLEAN,train_concat_sat_applied,200,200,200,1,0.23423423423423423,0.8558558558558559,0.6510135135135136,0.8198198198198198
a1_ecrs_cross_rx_s392005_20260909_r1,X1_CROSS_RX_CLEAN,train_concat_sat_clean_batch_size,200,200,200,1,128.0,128.0,128.0,128.0
a1_ecrs_cross_rx_s392005_20260909_r1,X1_CROSS_RX_CLEAN,train_concat_sat_expanded,200,200,0,,0.0,0.0,0.0,0.0
a1_ecrs_cross_rx_s392005_20260909_r1,X1_CROSS_RX_CLEAN,train_concat_sat_stage_index,200,200,160,41,0.0,2.0,1.35,2.0
a1_ecrs_cross_rx_s392005_20260909_r1,X1_CROSS_RX_CLEAN,train_concat_sat_stage_start_epoch,200,200,200,1,1.0,91.0,60.5,91.0
a1_ecrs_cross_rx_s392005_20260909_r1,X1_CROSS_RX_CLEAN,train_concat_sat_total_batch_size,200,200,200,1,128.0,128.0,128.0,128.0
a1_ecrs_cross_rx_s392005_20260909_r1,X1_CROSS_RX_CLEAN,train_concat_sat_view_prob,200,200,200,1,0.29999999999999877,0.8000000000000016,0.65,0.8000000000000016
a1_ecrs_cross_rx_s392005_20260909_r1,X1_CROSS_RX_CLEAN,train_daot_batched_view_count,200,200,180,21,0.0,1.0,0.9,1.0
a1_ecrs_cross_rx_s392005_20260909_r1,X1_CROSS_RX_CLEAN,train_daot_clean_teacher_weight,180,180,180,21,0.499991730929495,0.5000091862302642,0.4999995393930255,0.4999977469712764
a1_ecrs_cross_rx_s392005_20260909_r1,X1_CROSS_RX_CLEAN,train_daot_consensus_rate,180,180,180,21,0.5395903716216216,0.9435177364864865,0.8620560013138138,0.9394003378378378
a1_ecrs_cross_rx_s392005_20260909_r1,X1_CROSS_RX_CLEAN,train_daot_fingerprint_selectivity,180,180,0,,0.0,0.0,0.0,0.0
a1_ecrs_cross_rx_s392005_20260909_r1,X1_CROSS_RX_CLEAN,train_daot_fingerprint_sensitivity,180,180,0,,0.0,0.0,0.0,0.0
a1_ecrs_cross_rx_s392005_20260909_r1,X1_CROSS_RX_CLEAN,train_daot_grad_ratio_fingerprint,4,4,0,,0.0,0.0,0.0,0.0
a1_ecrs_cross_rx_s392005_20260909_r1,X1_CROSS_RX_CLEAN,train_daot_grad_ratio_nuisance,4,4,4,21,8.082297118454239e-09,1.3747643785662135e-08,1.1512537754107307e-08,8.082297118454239e-09
a1_ecrs_cross_rx_s392005_20260909_r1,X1_CROSS_RX_CLEAN,train_daot_grad_ratio_orbit_logit,4,4,4,21,4.499919023778274,19.82332244151494,10.281622447583588,4.499919023778274
a1_ecrs_cross_rx_s392005_20260909_r1,X1_CROSS_RX_CLEAN,train_daot_grad_ratio_orbit_proto,4,4,0,,0.0,0.0,0.0,0.0
a1_ecrs_cross_rx_s392005_20260909_r1,X1_CROSS_RX_CLEAN,train_daot_grad_ratio_orbit_relation,4,4,0,,0.0,0.0,0.0,0.0
a1_ecrs_cross_rx_s392005_20260909_r1,X1_CROSS_RX_CLEAN,train_daot_grad_ratio_orbit_z,4,4,4,21,0.015868804103676595,0.053102253337845656,0.032789529035195955,0.015868804103676595
a1_ecrs_cross_rx_s392005_20260909_r1,X1_CROSS_RX_CLEAN,train_daot_grad_ratio_tangent,4,4,0,,0.0,0.0,0.0,0.0
a1_ecrs_cross_rx_s392005_20260909_r1,X1_CROSS_RX_CLEAN,train_daot_identity_only_used,200,200,180,21,0.0,1.0,0.9,1.0
a1_ecrs_cross_rx_s392005_20260909_r1,X1_CROSS_RX_CLEAN,train_daot_logit_coverage,180,180,180,21,0.44437940855015506,0.9354084859023223,0.8418469336409647,0.9309627674184404
a1_ecrs_cross_rx_s392005_20260909_r1,X1_CROSS_RX_CLEAN,train_daot_logit_coverage_weighting,200,200,0,,0.0,0.0,0.0,0.0
a1_ecrs_cross_rx_s392005_20260909_r1,X1_CROSS_RX_CLEAN,train_daot_logit_weighted_contribution,200,200,180,21,0.0,0.32500830836392736,0.2552469879064105,0.3164880816732441
a1_ecrs_cross_rx_s392005_20260909_r1,X1_CROSS_RX_CLEAN,train_daot_loss_scale_fingerprint,180,180,180,21,1.0,1.0,1.0,1.0
a1_ecrs_cross_rx_s392005_20260909_r1,X1_CROSS_RX_CLEAN,train_daot_loss_scale_nuisance,180,180,180,21,1.0,1.0,1.0,1.0
a1_ecrs_cross_rx_s392005_20260909_r1,X1_CROSS_RX_CLEAN,train_daot_loss_scale_orbit_logit,180,180,180,21,3.282366814820946,9.312849433448722,4.676687115302618,3.3995183950581467
a1_ecrs_cross_rx_s392005_20260909_r1,X1_CROSS_RX_CLEAN,train_daot_loss_scale_orbit_proto,180,180,180,21,1.0,1.0,1.0,1.0
a1_ecrs_cross_rx_s392005_20260909_r1,X1_CROSS_RX_CLEAN,train_daot_loss_scale_orbit_relation,180,180,180,21,1.0,1.0,1.0,1.0
a1_ecrs_cross_rx_s392005_20260909_r1,X1_CROSS_RX_CLEAN,train_daot_loss_scale_orbit_z,180,180,180,21,0.1470775958593691,0.333142222345377,0.1636716083545357,0.14768243745985296
a1_ecrs_cross_rx_s392005_20260909_r1,X1_CROSS_RX_CLEAN,train_daot_loss_scale_tangent,180,180,180,21,1.0,1.0,1.0,1.0
a1_ecrs_cross_rx_s392005_20260909_r1,X1_CROSS_RX_CLEAN,train_daot_mean_metadata_skip_enabled,200,200,200,1,1.0,1.0,1.0,1.0
a1_ecrs_cross_rx_s392005_20260909_r1,X1_CROSS_RX_CLEAN,train_daot_nuisance_sensitivity,180,180,0,,0.0,0.0,0.0,0.0
a1_ecrs_cross_rx_s392005_20260909_r1,X1_CROSS_RX_CLEAN,train_daot_nuisance_sensitivity_agc,4,4,4,21,10.76579475402832,12.425113677978516,11.30618166923523,10.76579475402832
a1_ecrs_cross_rx_s392005_20260909_r1,X1_CROSS_RX_CLEAN,train_daot_nuisance_sensitivity_doppler,4,4,4,21,11.128885269165039,12.949572563171387,11.692628145217896,11.128885269165039
a1_ecrs_cross_rx_s392005_20260909_r1,X1_CROSS_RX_CLEAN,train_daot_nuisance_sensitivity_doppler_rate,4,4,4,21,10.838783264160156,12.514606475830078,11.396419525146484,10.838783264160156
a1_ecrs_cross_rx_s392005_20260909_r1,X1_CROSS_RX_CLEAN,train_daot_nuisance_sensitivity_multipath,4,4,4,21,10.768497467041016,12.39997386932373,11.30318808555603,10.768497467041016
