run_id,adapter,reject_policy,adapter_kind,source_pair_count,val_pair_mse_before,val_pair_mse_after,val_pair_cos_before,val_pair_cos_after,val_proto_acc_before,val_proto_acc_after,phase,head_type,metric,threshold_policy,unknown_FAR,passes_unknown_far_target,known_closed_accuracy_no_reject,known_full_accuracy_after_reject,old_drop_pp_vs_closed,passes_old_drop_target,passes_dual_target,known_coverage,known_accepted_accuracy,known_query_count,unknown_query_count
phase1_adv3b02_multiview_keepold_rx20_1_u10_20260702,LEOADAPT2_MEANSHIFT,ADAPT2_MLP64_MIN05,mean_shift,27,0.13993939757347107,0.12447389215230942,0.8228891491889954,0.7573390603065491,0.800000011920929,0.800000011920929,phase1_only_multiview_consistency_reject,mlp,,min_source_proxy,0.14641743898391724,False,0.5591176470588235,0.2023529411764706,35.67647058823529,False,False,0.3085294117647059,0.655862726406101,3400,321
phase1_adv3b02_multiview_keepold_rx20_1_u10_20260702,LEOADAPT2_MEANSHIFT,ADAPT2_MLP64_SRC9999,mean_shift,27,0.13993939757347107,0.12447389215230942,0.8228891491889954,0.7573390603065491,0.800000011920929,0.800000011920929,phase1_only_multiview_consistency_reject,mlp,,source_accept,0.8847352266311646,False,0.5591176470588235,0.5414705882352941,1.764705882352935,True,False,0.9623529411764706,0.5626528117359413,3400,321
phase1_adv3b02_multiview_keepold_rx20_1_u10_20260702,LEOADAPT2_MEANSHIFT,ADAPT2_PROTO_COS_MIN05,mean_shift,27,0.13993939757347107,0.12447389215230942,0.8228891491889954,0.7573390603065491,0.800000011920929,0.800000011920929,phase1_only_source_prototype_reject,,cosine,min_source_proxy,0.024922117590904236,True,0.5591176470588235,0.06764705882352941,49.14705882352941,False,False,0.08205882352941177,0.8243727598566308,3400,321
phase1_adv3b02_multiview_keepold_rx20_1_u10_20260702,LEOADAPT2_MEANSHIFT,ADAPT2_PROTO_COS_SRC9999,mean_shift,27,0.13993939757347107,0.12447389215230942,0.8228891491889954,0.7573390603065491,0.800000011920929,0.800000011920929,phase1_only_source_prototype_reject,,cosine,source_accept,0.9937694668769836,False,0.5591176470588235,0.558235294117647,0.08823529411764452,True,False,0.9976470588235294,0.5595518867924528,3400,321
phase1_adv3b02_multiview_keepold_rx20_1_u10_20260702,LEOADAPT2_MEANSHIFT,ADAPT2_PROTO_MAH_MIN05,mean_shift,27,0.13993939757347107,0.12447389215230942,0.8228891491889954,0.7573390603065491,0.800000011920929,0.800000011920929,phase1_only_source_prototype_reject,,diag_mahalanobis,min_source_proxy,0.028037382289767265,True,0.5591176470588235,0.07235294117647059,48.67647058823529,False,False,0.08294117647058824,0.8723404255319149,3400,321
phase1_adv3b02_multiview_keepold_rx20_1_u10_20260702,LEOADAPT2_NORMSHIFT,ADAPT2_LIN_MIN05,norm_mean_shift,27,0.13993939757347107,0.25219449400901794,0.8228891491889954,0.7888660430908203,0.800000011920929,0.800000011920929,phase1_only_multiview_consistency_reject,linear,,min_source_proxy,0.12461059540510178,False,0.5791176470588235,0.1723529411764706,40.67647058823529,False,False,0.25735294117647056,0.6697142857142857,3400,321
phase1_adv3b02_multiview_keepold_rx20_1_u10_20260702,LEOADAPT2_NORMSHIFT,ADAPT2_LIN_SRC9999,norm_mean_shift,27,0.13993939757347107,0.25219449400901794,0.8228891491889954,0.7888660430908203,0.800000011920929,0.800000011920929,phase1_only_multiview_consistency_reject,linear,,source_accept,0.9937694668769836,False,0.5791176470588235,0.5785294117647058,0.05882352941176672,True,False,0.9982352941176471,0.579552150854449,3400,321
phase1_adv3b02_multiview_keepold_rx20_1_u10_20260702,LEOADAPT2_NORMSHIFT,ADAPT2_MLP64_MIN05,norm_mean_shift,27,0.13993939757347107,0.25219449400901794,0.8228891491889954,0.7888660430908203,0.800000011920929,0.800000011920929,phase1_only_multiview_consistency_reject,mlp,,min_source_proxy,0.14641743898391724,False,0.5791176470588235,0.21735294117647058,36.17647058823529,False,False,0.3388235294117647,0.6414930555555556,3400,321
phase1_adv3b02_multiview_keepold_rx20_1_u10_20260702,LEOADAPT2_NORMSHIFT,ADAPT2_MLP64_SRC9999,norm_mean_shift,27,0.13993939757347107,0.25219449400901794,0.8228891491889954,0.7888660430908203,0.800000011920929,0.800000011920929,phase1_only_multiview_consistency_reject,mlp,,source_accept,0.8909657597541809,False,0.5791176470588235,0.5491176470588235,3.0000000000000027,False,False,0.9494117647058824,0.5783767038413878,3400,321
phase1_adv3b02_multiview_keepold_rx20_1_u10_20260702,LEOADAPT2_NORMSHIFT,ADAPT2_PROTO_COS_MIN05,norm_mean_shift,27,0.13993939757347107,0.25219449400901794,0.8228891491889954,0.7888660430908203,0.800000011920929,0.800000011920929,phase1_only_source_prototype_reject,,cosine,min_source_proxy,0.024922117590904236,True,0.5791176470588235,0.07941176470588235,49.970588235294116,False,False,0.09205882352941176,0.8626198083067093,3400,321
phase1_adv3b02_multiview_keepold_rx20_1_u10_20260702,LEOADAPT2_NORMSHIFT,ADAPT2_PROTO_COS_SRC9999,norm_mean_shift,27,0.13993939757347107,0.25219449400901794,0.8228891491889954,0.7888660430908203,0.800000011920929,0.800000011920929,phase1_only_source_prototype_reject,,cosine,source_accept,0.9906542301177979,False,0.5791176470588235,0.5782352941176471,0.08823529411764452,True,False,0.9979411764705882,0.5794282346006484,3400,321
phase1_adv3b02_multiview_keepold_rx20_1_u10_20260702,LEOADAPT2_NORMSHIFT,ADAPT2_PROTO_MAH_MIN05,norm_mean_shift,27,0.13993939757347107,0.25219449400901794,0.8228891491889954,0.7888660430908203,0.800000011920929,0.800000011920929,phase1_only_source_prototype_reject,,diag_mahalanobis,min_source_proxy,0.031152648851275444,True,0.5791176470588235,0.06970588235294117,50.94117647058823,False,False,0.0861764705882353,0.8088737201365188,3400,321
phase1_adv3b02_multiview_keepold_rx20_1_u1_20260702,LEOADAPT2_IDENTITY,ADAPT2_LIN_MIN05,identity,27,0.13993939757347107,0.13993939757347107,0.8228891491889954,0.8228891491889954,0.800000011920929,0.800000011920929,phase1_only_multiview_consistency_reject,linear,,min_source_proxy,0.030812324956059456,True,0.6223529411764706,0.17,45.23529411764705,False,False,0.24911764705882353,0.6824085005903188,3400,357
phase1_adv3b02_multiview_keepold_rx20_1_u1_20260702,LEOADAPT2_IDENTITY,ADAPT2_LIN_SRC9999,identity,27,0.13993939757347107,0.13993939757347107,0.8228891491889954,0.8228891491889954,0.800000011920929,0.800000011920929,phase1_only_multiview_consistency_reject,linear,,source_accept,0.9635854363441467,False,0.6223529411764706,0.6214705882352941,0.08823529411764452,True,False,0.9982352941176471,0.6225692398350029,3400,357
phase1_adv3b02_multiview_keepold_rx20_1_u1_20260702,LEOADAPT2_IDENTITY,ADAPT2_MLP64_MIN05,identity,27,0.13993939757347107,0.13993939757347107,0.8228891491889954,0.8228891491889954,0.800000011920929,0.800000011920929,phase1_only_multiview_consistency_reject,mlp,,min_source_proxy,0.03641456738114357,True,0.6223529411764706,0.2114705882352941,41.088235294117645,False,False,0.3079411764705882,0.6867239732569246,3400,357
phase1_adv3b02_multiview_keepold_rx20_1_u1_20260702,LEOADAPT2_IDENTITY,ADAPT2_MLP64_SRC9999,identity,27,0.13993939757347107,0.13993939757347107,0.8228891491889954,0.8228891491889954,0.800000011920929,0.800000011920929,phase1_only_multiview_consistency_reject,mlp,,source_accept,0.7450980544090271,False,0.6223529411764706,0.5947058823529412,2.764705882352936,False,False,0.9544117647058824,0.6231124807395994,3400,357
phase1_adv3b02_multiview_keepold_rx20_1_u1_20260702,LEOADAPT2_IDENTITY,ADAPT2_PROTO_COS_MIN05,identity,27,0.13993939757347107,0.13993939757347107,0.8228891491889954,0.8228891491889954,0.800000011920929,0.800000011920929,phase1_only_source_prototype_reject,,cosine,min_source_proxy,0.03641456738114357,True,0.6223529411764706,0.07882352941176471,54.35294117647058,False,False,0.10205882352941177,0.7723342939481268,3400,357
