run,row,inherited_target_contact,scene,scope,group,correct,total,accuracy_pct
a1_ecrs_cross_rx_s392005_20260909_r1,X5_BALANCED_L,False,leo_clear_weak,rx_day_tx,9:1:2,894,1000,89.4
a1_ecrs_cross_rx_s392005_20260909_r1,X5_BALANCED_L,False,leo_clear_weak,rx_day_tx,9:1:3,982,1000,98.2
a1_ecrs_cross_rx_s392005_20260909_r1,X5_BALANCED_L,False,leo_clear_weak,rx_day_tx,9:1:4,1000,1000,100.0
a1_ecrs_cross_rx_s392005_20260909_r1,X5_BALANCED_L,False,leo_clear_weak,rx_day_tx,9:1:5,673,1000,67.3
a1_ecrs_cross_rx_s392005_20260909_r1,X5_BALANCED_L,False,leo_clear_weak,rx_day_tx,9:2:0,775,1000,77.5
a1_ecrs_cross_rx_s392005_20260909_r1,X5_BALANCED_L,False,leo_clear_weak,rx_day_tx,9:2:1,31,1000,3.1
a1_ecrs_cross_rx_s392005_20260909_r1,X5_BALANCED_L,False,leo_clear_weak,rx_day_tx,9:2:2,602,1000,60.2
a1_ecrs_cross_rx_s392005_20260909_r1,X5_BALANCED_L,False,leo_clear_weak,rx_day_tx,9:2:3,975,1000,97.5
a1_ecrs_cross_rx_s392005_20260909_r1,X5_BALANCED_L,False,leo_clear_weak,rx_day_tx,9:2:4,1000,1000,100.0
a1_ecrs_cross_rx_s392005_20260909_r1,X5_BALANCED_L,False,leo_clear_weak,rx_day_tx,9:2:5,521,1000,52.1
a1_ecrs_cross_rx_s392005_20260909_r1,X5_BALANCED_L,False,leo_clear_weak,rx_day_tx,9:3:0,937,1000,93.7
a1_ecrs_cross_rx_s392005_20260909_r1,X5_BALANCED_L,False,leo_clear_weak,rx_day_tx,9:3:1,533,1000,53.3
a1_ecrs_cross_rx_s392005_20260909_r1,X5_BALANCED_L,False,leo_clear_weak,rx_day_tx,9:3:2,647,1000,64.7
a1_ecrs_cross_rx_s392005_20260909_r1,X5_BALANCED_L,False,leo_clear_weak,rx_day_tx,9:3:3,970,1000,97.0
a1_ecrs_cross_rx_s392005_20260909_r1,X5_BALANCED_L,False,leo_clear_weak,rx_day_tx,9:3:4,1000,1000,100.0
a1_ecrs_cross_rx_s392005_20260909_r1,X5_BALANCED_L,False,leo_clear_weak,rx_day_tx,9:3:5,601,1000,60.1
a1_ecrs_cross_rx_s392005_20260909_r1,X5_BALANCED_L,False,leo_clear_weak,rx_tx,0:0,3179,4000,79.475
a1_ecrs_cross_rx_s392005_20260909_r1,X5_BALANCED_L,False,leo_clear_weak,rx_tx,0:1,1152,4000,28.8
a1_ecrs_cross_rx_s392005_20260909_r1,X5_BALANCED_L,False,leo_clear_weak,rx_tx,0:2,2713,4000,67.825
a1_ecrs_cross_rx_s392005_20260909_r1,X5_BALANCED_L,False,leo_clear_weak,rx_tx,0:3,3689,4000,92.225
a1_ecrs_cross_rx_s392005_20260909_r1,X5_BALANCED_L,False,leo_clear_weak,rx_tx,0:4,3838,4000,95.95
a1_ecrs_cross_rx_s392005_20260909_r1,X5_BALANCED_L,False,leo_clear_weak,rx_tx,0:5,2905,4000,72.625
a1_ecrs_cross_rx_s392005_20260909_r1,X5_BALANCED_L,False,leo_clear_weak,rx_tx,10:0,3421,4000,85.525
a1_ecrs_cross_rx_s392005_20260909_r1,X5_BALANCED_L,False,leo_clear_weak,rx_tx,10:1,2176,4000,54.4
a1_ecrs_cross_rx_s392005_20260909_r1,X5_BALANCED_L,False,leo_clear_weak,rx_tx,10:2,2355,4000,58.875
a1_ecrs_cross_rx_s392005_20260909_r1,X5_BALANCED_L,False,leo_clear_weak,rx_tx,10:3,1792,4000,44.8
a1_ecrs_cross_rx_s392005_20260909_r1,X5_BALANCED_L,False,leo_clear_weak,rx_tx,10:4,3864,4000,96.6
a1_ecrs_cross_rx_s392005_20260909_r1,X5_BALANCED_L,False,leo_clear_weak,rx_tx,10:5,3953,4000,98.825
a1_ecrs_cross_rx_s392005_20260909_r1,X5_BALANCED_L,False,leo_clear_weak,rx_tx,11:0,1941,4000,48.525
a1_ecrs_cross_rx_s392005_20260909_r1,X5_BALANCED_L,False,leo_clear_weak,rx_tx,11:1,1419,4000,35.475
a1_ecrs_cross_rx_s392005_20260909_r1,X5_BALANCED_L,False,leo_clear_weak,rx_tx,11:2,1038,4000,25.95
a1_ecrs_cross_rx_s392005_20260909_r1,X5_BALANCED_L,False,leo_clear_weak,rx_tx,11:3,3954,4000,98.85
a1_ecrs_cross_rx_s392005_20260909_r1,X5_BALANCED_L,False,leo_clear_weak,rx_tx,11:4,3997,4000,99.925
a1_ecrs_cross_rx_s392005_20260909_r1,X5_BALANCED_L,False,leo_clear_weak,rx_tx,11:5,3843,4000,96.075
a1_ecrs_cross_rx_s392005_20260909_r1,X5_BALANCED_L,False,leo_clear_weak,rx_tx,2:0,1581,4000,39.525
a1_ecrs_cross_rx_s392005_20260909_r1,X5_BALANCED_L,False,leo_clear_weak,rx_tx,2:1,123,4000,3.075
a1_ecrs_cross_rx_s392005_20260909_r1,X5_BALANCED_L,False,leo_clear_weak,rx_tx,2:2,1589,4000,39.725
a1_ecrs_cross_rx_s392005_20260909_r1,X5_BALANCED_L,False,leo_clear_weak,rx_tx,2:3,186,4000,4.65
a1_ecrs_cross_rx_s392005_20260909_r1,X5_BALANCED_L,False,leo_clear_weak,rx_tx,2:4,3881,4000,97.025
a1_ecrs_cross_rx_s392005_20260909_r1,X5_BALANCED_L,False,leo_clear_weak,rx_tx,2:5,3101,4000,77.525
a1_ecrs_cross_rx_s392005_20260909_r1,X5_BALANCED_L,False,leo_clear_weak,rx_tx,5:0,2518,4000,62.95
a1_ecrs_cross_rx_s392005_20260909_r1,X5_BALANCED_L,False,leo_clear_weak,rx_tx,5:1,1640,4000,41.0
a1_ecrs_cross_rx_s392005_20260909_r1,X5_BALANCED_L,False,leo_clear_weak,rx_tx,5:2,3648,4000,91.2
a1_ecrs_cross_rx_s392005_20260909_r1,X5_BALANCED_L,False,leo_clear_weak,rx_tx,5:3,3001,4000,75.025
a1_ecrs_cross_rx_s392005_20260909_r1,X5_BALANCED_L,False,leo_clear_weak,rx_tx,5:4,3983,4000,99.575
a1_ecrs_cross_rx_s392005_20260909_r1,X5_BALANCED_L,False,leo_clear_weak,rx_tx,5:5,3962,4000,99.05
a1_ecrs_cross_rx_s392005_20260909_r1,X5_BALANCED_L,False,leo_clear_weak,rx_tx,7:0,2261,4000,56.525
a1_ecrs_cross_rx_s392005_20260909_r1,X5_BALANCED_L,False,leo_clear_weak,rx_tx,7:1,1247,4000,31.175
a1_ecrs_cross_rx_s392005_20260909_r1,X5_BALANCED_L,False,leo_clear_weak,rx_tx,7:2,1349,4000,33.725
a1_ecrs_cross_rx_s392005_20260909_r1,X5_BALANCED_L,False,leo_clear_weak,rx_tx,7:3,1640,4000,41.0
a1_ecrs_cross_rx_s392005_20260909_r1,X5_BALANCED_L,False,leo_clear_weak,rx_tx,7:4,2631,4000,65.775
a1_ecrs_cross_rx_s392005_20260909_r1,X5_BALANCED_L,False,leo_clear_weak,rx_tx,7:5,3439,4000,85.975
a1_ecrs_cross_rx_s392005_20260909_r1,X5_BALANCED_L,False,leo_clear_weak,rx_tx,9:0,2902,4000,72.55
a1_ecrs_cross_rx_s392005_20260909_r1,X5_BALANCED_L,False,leo_clear_weak,rx_tx,9:1,809,4000,20.225
a1_ecrs_cross_rx_s392005_20260909_r1,X5_BALANCED_L,False,leo_clear_weak,rx_tx,9:2,2733,4000,68.325
a1_ecrs_cross_rx_s392005_20260909_r1,X5_BALANCED_L,False,leo_clear_weak,rx_tx,9:3,3923,4000,98.075
a1_ecrs_cross_rx_s392005_20260909_r1,X5_BALANCED_L,False,leo_clear_weak,rx_tx,9:4,3998,4000,99.95
a1_ecrs_cross_rx_s392005_20260909_r1,X5_BALANCED_L,False,leo_clear_weak,rx_tx,9:5,2503,4000,62.575
a1_ecrs_cross_rx_s392005_20260909_r1,X5_BALANCED_L,False,leo_clear_weak,scene,all,109877,168000,65.4029761904762
a1_ecrs_cross_rx_s392005_20260909_r1,X5_BALANCED_L,False,leo_clear_weak,tx,0,17803,28000,63.582142857142856
a1_ecrs_cross_rx_s392005_20260909_r1,X5_BALANCED_L,False,leo_clear_weak,tx,1,8566,28000,30.59285714285714
a1_ecrs_cross_rx_s392005_20260909_r1,X5_BALANCED_L,False,leo_clear_weak,tx,2,15425,28000,55.089285714285715
a1_ecrs_cross_rx_s392005_20260909_r1,X5_BALANCED_L,False,leo_clear_weak,tx,3,18185,28000,64.94642857142857
a1_ecrs_cross_rx_s392005_20260909_r1,X5_BALANCED_L,False,leo_clear_weak,tx,4,26192,28000,93.54285714285714
a1_ecrs_cross_rx_s392005_20260909_r1,X5_BALANCED_L,False,leo_clear_weak,tx,5,23706,28000,84.66428571428571
a1_ecrs_cross_rx_s392005_20260909_r1,X5_BALANCED_L,False,leo_low_elev_weak,day,0,26512,42000,63.12380952380953
a1_ecrs_cross_rx_s392005_20260909_r1,X5_BALANCED_L,False,leo_low_elev_weak,day,1,27742,42000,66.05238095238096
a1_ecrs_cross_rx_s392005_20260909_r1,X5_BALANCED_L,False,leo_low_elev_weak,day,2,25502,42000,60.71904761904762
a1_ecrs_cross_rx_s392005_20260909_r1,X5_BALANCED_L,False,leo_low_elev_weak,day,3,27830,42000,66.26190476190476
a1_ecrs_cross_rx_s392005_20260909_r1,X5_BALANCED_L,False,leo_low_elev_weak,rx,0,16911,24000,70.4625
a1_ecrs_cross_rx_s392005_20260909_r1,X5_BALANCED_L,False,leo_low_elev_weak,rx,10,16672,24000,69.46666666666667
a1_ecrs_cross_rx_s392005_20260909_r1,X5_BALANCED_L,False,leo_low_elev_weak,rx,11,15757,24000,65.65416666666667
a1_ecrs_cross_rx_s392005_20260909_r1,X5_BALANCED_L,False,leo_low_elev_weak,rx,2,10729,24000,44.704166666666666
a1_ecrs_cross_rx_s392005_20260909_r1,X5_BALANCED_L,False,leo_low_elev_weak,rx,5,18297,24000,76.2375
a1_ecrs_cross_rx_s392005_20260909_r1,X5_BALANCED_L,False,leo_low_elev_weak,rx,7,12368,24000,51.53333333333333
a1_ecrs_cross_rx_s392005_20260909_r1,X5_BALANCED_L,False,leo_low_elev_weak,rx,9,16852,24000,70.21666666666667
a1_ecrs_cross_rx_s392005_20260909_r1,X5_BALANCED_L,False,leo_low_elev_weak,rx_day,0:0,3787,6000,63.11666666666667
a1_ecrs_cross_rx_s392005_20260909_r1,X5_BALANCED_L,False,leo_low_elev_weak,rx_day,0:1,4434,6000,73.9
a1_ecrs_cross_rx_s392005_20260909_r1,X5_BALANCED_L,False,leo_low_elev_weak,rx_day,0:2,4335,6000,72.25
a1_ecrs_cross_rx_s392005_20260909_r1,X5_BALANCED_L,False,leo_low_elev_weak,rx_day,0:3,4355,6000,72.58333333333333
a1_ecrs_cross_rx_s392005_20260909_r1,X5_BALANCED_L,False,leo_low_elev_weak,rx_day,10:0,4668,6000,77.8
a1_ecrs_cross_rx_s392005_20260909_r1,X5_BALANCED_L,False,leo_low_elev_weak,rx_day,10:1,3897,6000,64.95
a1_ecrs_cross_rx_s392005_20260909_r1,X5_BALANCED_L,False,leo_low_elev_weak,rx_day,10:2,3590,6000,59.833333333333336
a1_ecrs_cross_rx_s392005_20260909_r1,X5_BALANCED_L,False,leo_low_elev_weak,rx_day,10:3,4517,6000,75.28333333333333
a1_ecrs_cross_rx_s392005_20260909_r1,X5_BALANCED_L,False,leo_low_elev_weak,rx_day,11:0,3990,6000,66.5
a1_ecrs_cross_rx_s392005_20260909_r1,X5_BALANCED_L,False,leo_low_elev_weak,rx_day,11:1,4135,6000,68.91666666666667
a1_ecrs_cross_rx_s392005_20260909_r1,X5_BALANCED_L,False,leo_low_elev_weak,rx_day,11:2,3596,6000,59.93333333333333
a1_ecrs_cross_rx_s392005_20260909_r1,X5_BALANCED_L,False,leo_low_elev_weak,rx_day,11:3,4036,6000,67.26666666666667
a1_ecrs_cross_rx_s392005_20260909_r1,X5_BALANCED_L,False,leo_low_elev_weak,rx_day,2:0,2163,6000,36.05
a1_ecrs_cross_rx_s392005_20260909_r1,X5_BALANCED_L,False,leo_low_elev_weak,rx_day,2:1,2931,6000,48.85
a1_ecrs_cross_rx_s392005_20260909_r1,X5_BALANCED_L,False,leo_low_elev_weak,rx_day,2:2,2781,6000,46.35
a1_ecrs_cross_rx_s392005_20260909_r1,X5_BALANCED_L,False,leo_low_elev_weak,rx_day,2:3,2854,6000,47.56666666666667
a1_ecrs_cross_rx_s392005_20260909_r1,X5_BALANCED_L,False,leo_low_elev_weak,rx_day,5:0,4275,6000,71.25
a1_ecrs_cross_rx_s392005_20260909_r1,X5_BALANCED_L,False,leo_low_elev_weak,rx_day,5:1,5106,6000,85.1
a1_ecrs_cross_rx_s392005_20260909_r1,X5_BALANCED_L,False,leo_low_elev_weak,rx_day,5:2,4699,6000,78.31666666666666
a1_ecrs_cross_rx_s392005_20260909_r1,X5_BALANCED_L,False,leo_low_elev_weak,rx_day,5:3,4217,6000,70.28333333333333
a1_ecrs_cross_rx_s392005_20260909_r1,X5_BALANCED_L,False,leo_low_elev_weak,rx_day,7:0,3951,6000,65.85
a1_ecrs_cross_rx_s392005_20260909_r1,X5_BALANCED_L,False,leo_low_elev_weak,rx_day,7:1,2708,6000,45.13333333333333
a1_ecrs_cross_rx_s392005_20260909_r1,X5_BALANCED_L,False,leo_low_elev_weak,rx_day,7:2,2577,6000,42.95
a1_ecrs_cross_rx_s392005_20260909_r1,X5_BALANCED_L,False,leo_low_elev_weak,rx_day,7:3,3132,6000,52.2
a1_ecrs_cross_rx_s392005_20260909_r1,X5_BALANCED_L,False,leo_low_elev_weak,rx_day,9:0,3678,6000,61.3
a1_ecrs_cross_rx_s392005_20260909_r1,X5_BALANCED_L,False,leo_low_elev_weak,rx_day,9:1,4531,6000,75.51666666666667
a1_ecrs_cross_rx_s392005_20260909_r1,X5_BALANCED_L,False,leo_low_elev_weak,rx_day,9:2,3924,6000,65.4
a1_ecrs_cross_rx_s392005_20260909_r1,X5_BALANCED_L,False,leo_low_elev_weak,rx_day,9:3,4719,6000,78.65
a1_ecrs_cross_rx_s392005_20260909_r1,X5_BALANCED_L,False,leo_low_elev_weak,rx_day_tx,0:0:0,887,1000,88.7
a1_ecrs_cross_rx_s392005_20260909_r1,X5_BALANCED_L,False,leo_low_elev_weak,rx_day_tx,0:0:1,173,1000,17.3
a1_ecrs_cross_rx_s392005_20260909_r1,X5_BALANCED_L,False,leo_low_elev_weak,rx_day_tx,0:0:2,223,1000,22.3
a1_ecrs_cross_rx_s392005_20260909_r1,X5_BALANCED_L,False,leo_low_elev_weak,rx_day_tx,0:0:3,902,1000,90.2
a1_ecrs_cross_rx_s392005_20260909_r1,X5_BALANCED_L,False,leo_low_elev_weak,rx_day_tx,0:0:4,891,1000,89.1
a1_ecrs_cross_rx_s392005_20260909_r1,X5_BALANCED_L,False,leo_low_elev_weak,rx_day_tx,0:0:5,711,1000,71.1
a1_ecrs_cross_rx_s392005_20260909_r1,X5_BALANCED_L,False,leo_low_elev_weak,rx_day_tx,0:1:0,701,1000,70.1
a1_ecrs_cross_rx_s392005_20260909_r1,X5_BALANCED_L,False,leo_low_elev_weak,rx_day_tx,0:1:1,258,1000,25.8
a1_ecrs_cross_rx_s392005_20260909_r1,X5_BALANCED_L,False,leo_low_elev_weak,rx_day_tx,0:1:2,996,1000,99.6
a1_ecrs_cross_rx_s392005_20260909_r1,X5_BALANCED_L,False,leo_low_elev_weak,rx_day_tx,0:1:3,821,1000,82.1
a1_ecrs_cross_rx_s392005_20260909_r1,X5_BALANCED_L,False,leo_low_elev_weak,rx_day_tx,0:1:4,953,1000,95.3
a1_ecrs_cross_rx_s392005_20260909_r1,X5_BALANCED_L,False,leo_low_elev_weak,rx_day_tx,0:1:5,705,1000,70.5
a1_ecrs_cross_rx_s392005_20260909_r1,X5_BALANCED_L,False,leo_low_elev_weak,rx_day_tx,0:2:0,865,1000,86.5
a1_ecrs_cross_rx_s392005_20260909_r1,X5_BALANCED_L,False,leo_low_elev_weak,rx_day_tx,0:2:1,420,1000,42.0
a1_ecrs_cross_rx_s392005_20260909_r1,X5_BALANCED_L,False,leo_low_elev_weak,rx_day_tx,0:2:2,645,1000,64.5
a1_ecrs_cross_rx_s392005_20260909_r1,X5_BALANCED_L,False,leo_low_elev_weak,rx_day_tx,0:2:3,768,1000,76.8
a1_ecrs_cross_rx_s392005_20260909_r1,X5_BALANCED_L,False,leo_low_elev_weak,rx_day_tx,0:2:4,964,1000,96.4
a1_ecrs_cross_rx_s392005_20260909_r1,X5_BALANCED_L,False,leo_low_elev_weak,rx_day_tx,0:2:5,673,1000,67.3
a1_ecrs_cross_rx_s392005_20260909_r1,X5_BALANCED_L,False,leo_low_elev_weak,rx_day_tx,0:3:0,749,1000,74.9
a1_ecrs_cross_rx_s392005_20260909_r1,X5_BALANCED_L,False,leo_low_elev_weak,rx_day_tx,0:3:1,235,1000,23.5
a1_ecrs_cross_rx_s392005_20260909_r1,X5_BALANCED_L,False,leo_low_elev_weak,rx_day_tx,0:3:2,819,1000,81.9
a1_ecrs_cross_rx_s392005_20260909_r1,X5_BALANCED_L,False,leo_low_elev_weak,rx_day_tx,0:3:3,795,1000,79.5
a1_ecrs_cross_rx_s392005_20260909_r1,X5_BALANCED_L,False,leo_low_elev_weak,rx_day_tx,0:3:4,944,1000,94.4
a1_ecrs_cross_rx_s392005_20260909_r1,X5_BALANCED_L,False,leo_low_elev_weak,rx_day_tx,0:3:5,813,1000,81.3
a1_ecrs_cross_rx_s392005_20260909_r1,X5_BALANCED_L,False,leo_low_elev_weak,rx_day_tx,10:0:0,868,1000,86.8
a1_ecrs_cross_rx_s392005_20260909_r1,X5_BALANCED_L,False,leo_low_elev_weak,rx_day_tx,10:0:1,478,1000,47.8
a1_ecrs_cross_rx_s392005_20260909_r1,X5_BALANCED_L,False,leo_low_elev_weak,rx_day_tx,10:0:2,840,1000,84.0
a1_ecrs_cross_rx_s392005_20260909_r1,X5_BALANCED_L,False,leo_low_elev_weak,rx_day_tx,10:0:3,614,1000,61.4
a1_ecrs_cross_rx_s392005_20260909_r1,X5_BALANCED_L,False,leo_low_elev_weak,rx_day_tx,10:0:4,893,1000,89.3
a1_ecrs_cross_rx_s392005_20260909_r1,X5_BALANCED_L,False,leo_low_elev_weak,rx_day_tx,10:0:5,975,1000,97.5
a1_ecrs_cross_rx_s392005_20260909_r1,X5_BALANCED_L,False,leo_low_elev_weak,rx_day_tx,10:1:0,691,1000,69.1
a1_ecrs_cross_rx_s392005_20260909_r1,X5_BALANCED_L,False,leo_low_elev_weak,rx_day_tx,10:1:1,746,1000,74.6
a1_ecrs_cross_rx_s392005_20260909_r1,X5_BALANCED_L,False,leo_low_elev_weak,rx_day_tx,10:1:2,346,1000,34.6
a1_ecrs_cross_rx_s392005_20260909_r1,X5_BALANCED_L,False,leo_low_elev_weak,rx_day_tx,10:1:3,219,1000,21.9
a1_ecrs_cross_rx_s392005_20260909_r1,X5_BALANCED_L,False,leo_low_elev_weak,rx_day_tx,10:1:4,917,1000,91.7
a1_ecrs_cross_rx_s392005_20260909_r1,X5_BALANCED_L,False,leo_low_elev_weak,rx_day_tx,10:1:5,978,1000,97.8
a1_ecrs_cross_rx_s392005_20260909_r1,X5_BALANCED_L,False,leo_low_elev_weak,rx_day_tx,10:2:0,783,1000,78.3
a1_ecrs_cross_rx_s392005_20260909_r1,X5_BALANCED_L,False,leo_low_elev_weak,rx_day_tx,10:2:1,516,1000,51.6
a1_ecrs_cross_rx_s392005_20260909_r1,X5_BALANCED_L,False,leo_low_elev_weak,rx_day_tx,10:2:2,347,1000,34.7
a1_ecrs_cross_rx_s392005_20260909_r1,X5_BALANCED_L,False,leo_low_elev_weak,rx_day_tx,10:2:3,85,1000,8.5
a1_ecrs_cross_rx_s392005_20260909_r1,X5_BALANCED_L,False,leo_low_elev_weak,rx_day_tx,10:2:4,876,1000,87.6
a1_ecrs_cross_rx_s392005_20260909_r1,X5_BALANCED_L,False,leo_low_elev_weak,rx_day_tx,10:2:5,983,1000,98.3
a1_ecrs_cross_rx_s392005_20260909_r1,X5_BALANCED_L,False,leo_low_elev_weak,rx_day_tx,10:3:0,877,1000,87.7
a1_ecrs_cross_rx_s392005_20260909_r1,X5_BALANCED_L,False,leo_low_elev_weak,rx_day_tx,10:3:1,356,1000,35.6
a1_ecrs_cross_rx_s392005_20260909_r1,X5_BALANCED_L,False,leo_low_elev_weak,rx_day_tx,10:3:2,721,1000,72.1
a1_ecrs_cross_rx_s392005_20260909_r1,X5_BALANCED_L,False,leo_low_elev_weak,rx_day_tx,10:3:3,741,1000,74.1
a1_ecrs_cross_rx_s392005_20260909_r1,X5_BALANCED_L,False,leo_low_elev_weak,rx_day_tx,10:3:4,912,1000,91.2
a1_ecrs_cross_rx_s392005_20260909_r1,X5_BALANCED_L,False,leo_low_elev_weak,rx_day_tx,10:3:5,910,1000,91.0
a1_ecrs_cross_rx_s392005_20260909_r1,X5_BALANCED_L,False,leo_low_elev_weak,rx_day_tx,11:0:0,648,1000,64.8
a1_ecrs_cross_rx_s392005_20260909_r1,X5_BALANCED_L,False,leo_low_elev_weak,rx_day_tx,11:0:1,51,1000,5.1
a1_ecrs_cross_rx_s392005_20260909_r1,X5_BALANCED_L,False,leo_low_elev_weak,rx_day_tx,11:0:2,431,1000,43.1
a1_ecrs_cross_rx_s392005_20260909_r1,X5_BALANCED_L,False,leo_low_elev_weak,rx_day_tx,11:0:3,957,1000,95.7
a1_ecrs_cross_rx_s392005_20260909_r1,X5_BALANCED_L,False,leo_low_elev_weak,rx_day_tx,11:0:4,995,1000,99.5
a1_ecrs_cross_rx_s392005_20260909_r1,X5_BALANCED_L,False,leo_low_elev_weak,rx_day_tx,11:0:5,908,1000,90.8
a1_ecrs_cross_rx_s392005_20260909_r1,X5_BALANCED_L,False,leo_low_elev_weak,rx_day_tx,11:1:0,515,1000,51.5
a1_ecrs_cross_rx_s392005_20260909_r1,X5_BALANCED_L,False,leo_low_elev_weak,rx_day_tx,11:1:1,386,1000,38.6
a1_ecrs_cross_rx_s392005_20260909_r1,X5_BALANCED_L,False,leo_low_elev_weak,rx_day_tx,11:1:2,275,1000,27.5
a1_ecrs_cross_rx_s392005_20260909_r1,X5_BALANCED_L,False,leo_low_elev_weak,rx_day_tx,11:1:3,969,1000,96.9
a1_ecrs_cross_rx_s392005_20260909_r1,X5_BALANCED_L,False,leo_low_elev_weak,rx_day_tx,11:1:4,996,1000,99.6
a1_ecrs_cross_rx_s392005_20260909_r1,X5_BALANCED_L,False,leo_low_elev_weak,rx_day_tx,11:1:5,994,1000,99.4
a1_ecrs_cross_rx_s392005_20260909_r1,X5_BALANCED_L,False,leo_low_elev_weak,rx_day_tx,11:2:0,389,1000,38.9
a1_ecrs_cross_rx_s392005_20260909_r1,X5_BALANCED_L,False,leo_low_elev_weak,rx_day_tx,11:2:1,329,1000,32.9
a1_ecrs_cross_rx_s392005_20260909_r1,X5_BALANCED_L,False,leo_low_elev_weak,rx_day_tx,11:2:2,6,1000,0.6
a1_ecrs_cross_rx_s392005_20260909_r1,X5_BALANCED_L,False,leo_low_elev_weak,rx_day_tx,11:2:3,939,1000,93.9
a1_ecrs_cross_rx_s392005_20260909_r1,X5_BALANCED_L,False,leo_low_elev_weak,rx_day_tx,11:2:4,967,1000,96.7
a1_ecrs_cross_rx_s392005_20260909_r1,X5_BALANCED_L,False,leo_low_elev_weak,rx_day_tx,11:2:5,966,1000,96.6
a1_ecrs_cross_rx_s392005_20260909_r1,X5_BALANCED_L,False,leo_low_elev_weak,rx_day_tx,11:3:0,365,1000,36.5
a1_ecrs_cross_rx_s392005_20260909_r1,X5_BALANCED_L,False,leo_low_elev_weak,rx_day_tx,11:3:1,565,1000,56.5
a1_ecrs_cross_rx_s392005_20260909_r1,X5_BALANCED_L,False,leo_low_elev_weak,rx_day_tx,11:3:2,177,1000,17.7
a1_ecrs_cross_rx_s392005_20260909_r1,X5_BALANCED_L,False,leo_low_elev_weak,rx_day_tx,11:3:3,961,1000,96.1
a1_ecrs_cross_rx_s392005_20260909_r1,X5_BALANCED_L,False,leo_low_elev_weak,rx_day_tx,11:3:4,991,1000,99.1
a1_ecrs_cross_rx_s392005_20260909_r1,X5_BALANCED_L,False,leo_low_elev_weak,rx_day_tx,11:3:5,977,1000,97.7
a1_ecrs_cross_rx_s392005_20260909_r1,X5_BALANCED_L,False,leo_low_elev_weak,rx_day_tx,2:0:0,406,1000,40.6
a1_ecrs_cross_rx_s392005_20260909_r1,X5_BALANCED_L,False,leo_low_elev_weak,rx_day_tx,2:0:1,78,1000,7.8
a1_ecrs_cross_rx_s392005_20260909_r1,X5_BALANCED_L,False,leo_low_elev_weak,rx_day_tx,2:0:2,107,1000,10.7
a1_ecrs_cross_rx_s392005_20260909_r1,X5_BALANCED_L,False,leo_low_elev_weak,rx_day_tx,2:0:3,54,1000,5.4
a1_ecrs_cross_rx_s392005_20260909_r1,X5_BALANCED_L,False,leo_low_elev_weak,rx_day_tx,2:0:4,981,1000,98.1
a1_ecrs_cross_rx_s392005_20260909_r1,X5_BALANCED_L,False,leo_low_elev_weak,rx_day_tx,2:0:5,537,1000,53.7
a1_ecrs_cross_rx_s392005_20260909_r1,X5_BALANCED_L,False,leo_low_elev_weak,rx_day_tx,2:1:0,669,1000,66.9
a1_ecrs_cross_rx_s392005_20260909_r1,X5_BALANCED_L,False,leo_low_elev_weak,rx_day_tx,2:1:1,25,1000,2.5
a1_ecrs_cross_rx_s392005_20260909_r1,X5_BALANCED_L,False,leo_low_elev_weak,rx_day_tx,2:1:2,626,1000,62.6
a1_ecrs_cross_rx_s392005_20260909_r1,X5_BALANCED_L,False,leo_low_elev_weak,rx_day_tx,2:1:3,25,1000,2.5
a1_ecrs_cross_rx_s392005_20260909_r1,X5_BALANCED_L,False,leo_low_elev_weak,rx_day_tx,2:1:4,827,1000,82.7
a1_ecrs_cross_rx_s392005_20260909_r1,X5_BALANCED_L,False,leo_low_elev_weak,rx_day_tx,2:1:5,759,1000,75.9
a1_ecrs_cross_rx_s392005_20260909_r1,X5_BALANCED_L,False,leo_low_elev_weak,rx_day_tx,2:2:0,519,1000,51.9
a1_ecrs_cross_rx_s392005_20260909_r1,X5_BALANCED_L,False,leo_low_elev_weak,rx_day_tx,2:2:1,13,1000,1.3
a1_ecrs_cross_rx_s392005_20260909_r1,X5_BALANCED_L,False,leo_low_elev_weak,rx_day_tx,2:2:2,274,1000,27.4
a1_ecrs_cross_rx_s392005_20260909_r1,X5_BALANCED_L,False,leo_low_elev_weak,rx_day_tx,2:2:3,41,1000,4.1
a1_ecrs_cross_rx_s392005_20260909_r1,X5_BALANCED_L,False,leo_low_elev_weak,rx_day_tx,2:2:4,994,1000,99.4
a1_ecrs_cross_rx_s392005_20260909_r1,X5_BALANCED_L,False,leo_low_elev_weak,rx_day_tx,2:2:5,940,1000,94.0
a1_ecrs_cross_rx_s392005_20260909_r1,X5_BALANCED_L,False,leo_low_elev_weak,rx_day_tx,2:3:0,300,1000,30.0
a1_ecrs_cross_rx_s392005_20260909_r1,X5_BALANCED_L,False,leo_low_elev_weak,rx_day_tx,2:3:1,72,1000,7.2
a1_ecrs_cross_rx_s392005_20260909_r1,X5_BALANCED_L,False,leo_low_elev_weak,rx_day_tx,2:3:2,495,1000,49.5
a1_ecrs_cross_rx_s392005_20260909_r1,X5_BALANCED_L,False,leo_low_elev_weak,rx_day_tx,2:3:3,89,1000,8.9
a1_ecrs_cross_rx_s392005_20260909_r1,X5_BALANCED_L,False,leo_low_elev_weak,rx_day_tx,2:3:4,980,1000,98.0
