run,row,inherited_target_contact,scene,scope,group,correct,total,accuracy_pct
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,day,0,32788,42000,78.06666666666666
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,day,1,34145,42000,81.29761904761905
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,day,2,32022,42000,76.24285714285715
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,day,3,32874,42000,78.27142857142857
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx,0,19933,24000,83.05416666666666
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx,10,20201,24000,84.17083333333333
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx,11,18607,24000,77.52916666666667
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx,2,14749,24000,61.454166666666666
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx,5,21351,24000,88.9625
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx,7,17034,24000,70.975
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx,9,19954,24000,83.14166666666667
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx_day,0:0,4189,6000,69.81666666666666
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx_day,0:1,5173,6000,86.21666666666667
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx_day,0:2,5418,6000,90.3
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx_day,0:3,5153,6000,85.88333333333334
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx_day,10:0,5388,6000,89.8
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx_day,10:1,4872,6000,81.2
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx_day,10:2,4695,6000,78.25
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx_day,10:3,5246,6000,87.43333333333334
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx_day,11:0,4880,6000,81.33333333333333
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx_day,11:1,4430,6000,73.83333333333333
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx_day,11:2,4343,6000,72.38333333333334
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx_day,11:3,4954,6000,82.56666666666666
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx_day,2:0,3197,6000,53.28333333333333
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx_day,2:1,4021,6000,67.01666666666667
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx_day,2:2,3802,6000,63.36666666666667
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx_day,2:3,3729,6000,62.15
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx_day,5:0,5284,6000,88.06666666666666
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx_day,5:1,5463,6000,91.05
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx_day,5:2,5596,6000,93.26666666666667
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx_day,5:3,5008,6000,83.46666666666667
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx_day,7:0,5433,6000,90.55
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx_day,7:1,4340,6000,72.33333333333333
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx_day,7:2,3388,6000,56.46666666666667
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx_day,7:3,3873,6000,64.55
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx_day,9:0,4417,6000,73.61666666666666
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx_day,9:1,5846,6000,97.43333333333334
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx_day,9:2,4780,6000,79.66666666666667
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx_day,9:3,4911,6000,81.85
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx_day_tx,0:0:0,999,1000,99.9
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx_day_tx,0:0:1,52,1000,5.2
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx_day_tx,0:0:2,152,1000,15.2
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx_day_tx,0:0:3,992,1000,99.2
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx_day_tx,0:0:4,999,1000,99.9
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx_day_tx,0:0:5,995,1000,99.5
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx_day_tx,0:1:0,989,1000,98.9
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx_day_tx,0:1:1,355,1000,35.5
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx_day_tx,0:1:2,997,1000,99.7
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx_day_tx,0:1:3,912,1000,91.2
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx_day_tx,0:1:4,992,1000,99.2
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx_day_tx,0:1:5,928,1000,92.8
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx_day_tx,0:2:0,999,1000,99.9
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx_day_tx,0:2:1,626,1000,62.6
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx_day_tx,0:2:2,999,1000,99.9
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx_day_tx,0:2:3,985,1000,98.5
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx_day_tx,0:2:4,993,1000,99.3
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx_day_tx,0:2:5,816,1000,81.6
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx_day_tx,0:3:0,990,1000,99.0
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx_day_tx,0:3:1,303,1000,30.3
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx_day_tx,0:3:2,1000,1000,100.0
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx_day_tx,0:3:3,903,1000,90.3
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx_day_tx,0:3:4,994,1000,99.4
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx_day_tx,0:3:5,963,1000,96.3
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx_day_tx,10:0:0,999,1000,99.9
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx_day_tx,10:0:1,661,1000,66.1
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx_day_tx,10:0:2,995,1000,99.5
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx_day_tx,10:0:3,737,1000,73.7
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx_day_tx,10:0:4,999,1000,99.9
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx_day_tx,10:0:5,997,1000,99.7
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx_day_tx,10:1:0,1000,1000,100.0
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx_day_tx,10:1:1,969,1000,96.9
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx_day_tx,10:1:2,749,1000,74.9
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx_day_tx,10:1:3,154,1000,15.4
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx_day_tx,10:1:4,1000,1000,100.0
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx_day_tx,10:1:5,1000,1000,100.0
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx_day_tx,10:2:0,1000,1000,100.0
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx_day_tx,10:2:1,925,1000,92.5
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx_day_tx,10:2:2,756,1000,75.6
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx_day_tx,10:2:3,14,1000,1.4
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx_day_tx,10:2:4,1000,1000,100.0
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx_day_tx,10:2:5,1000,1000,100.0
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx_day_tx,10:3:0,998,1000,99.8
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx_day_tx,10:3:1,413,1000,41.3
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx_day_tx,10:3:2,998,1000,99.8
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx_day_tx,10:3:3,840,1000,84.0
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx_day_tx,10:3:4,1000,1000,100.0
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx_day_tx,10:3:5,997,1000,99.7
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx_day_tx,11:0:0,981,1000,98.1
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx_day_tx,11:0:1,48,1000,4.8
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx_day_tx,11:0:2,874,1000,87.4
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx_day_tx,11:0:3,998,1000,99.8
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx_day_tx,11:0:4,999,1000,99.9
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx_day_tx,11:0:5,980,1000,98.0
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx_day_tx,11:1:0,953,1000,95.3
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx_day_tx,11:1:1,444,1000,44.4
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx_day_tx,11:1:2,35,1000,3.5
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx_day_tx,11:1:3,999,1000,99.9
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx_day_tx,11:1:4,1000,1000,100.0
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx_day_tx,11:1:5,999,1000,99.9
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx_day_tx,11:2:0,938,1000,93.8
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx_day_tx,11:2:1,418,1000,41.8
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx_day_tx,11:2:2,0,1000,0.0
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx_day_tx,11:2:3,989,1000,98.9
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx_day_tx,11:2:4,1000,1000,100.0
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx_day_tx,11:2:5,998,1000,99.8
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx_day_tx,11:3:0,827,1000,82.7
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx_day_tx,11:3:1,957,1000,95.7
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx_day_tx,11:3:2,178,1000,17.8
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx_day_tx,11:3:3,994,1000,99.4
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx_day_tx,11:3:4,1000,1000,100.0
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx_day_tx,11:3:5,998,1000,99.8
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx_day_tx,2:0:0,999,1000,99.9
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx_day_tx,2:0:1,147,1000,14.7
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx_day_tx,2:0:2,40,1000,4.0
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx_day_tx,2:0:3,13,1000,1.3
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx_day_tx,2:0:4,999,1000,99.9
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx_day_tx,2:0:5,999,1000,99.9
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx_day_tx,2:1:0,1000,1000,100.0
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx_day_tx,2:1:1,39,1000,3.9
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx_day_tx,2:1:2,956,1000,95.6
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx_day_tx,2:1:3,28,1000,2.8
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx_day_tx,2:1:4,999,1000,99.9
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx_day_tx,2:1:5,999,1000,99.9
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx_day_tx,2:2:0,999,1000,99.9
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx_day_tx,2:2:1,21,1000,2.1
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx_day_tx,2:2:2,763,1000,76.3
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx_day_tx,2:2:3,24,1000,2.4
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx_day_tx,2:2:4,998,1000,99.8
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx_day_tx,2:2:5,997,1000,99.7
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx_day_tx,2:3:0,941,1000,94.1
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx_day_tx,2:3:1,7,1000,0.7
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx_day_tx,2:3:2,614,1000,61.4
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx_day_tx,2:3:3,167,1000,16.7
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx_day_tx,2:3:4,1000,1000,100.0
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx_day_tx,2:3:5,1000,1000,100.0
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx_day_tx,5:0:0,785,1000,78.5
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx_day_tx,5:0:1,953,1000,95.3
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx_day_tx,5:0:2,989,1000,98.9
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx_day_tx,5:0:3,570,1000,57.0
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx_day_tx,5:0:4,999,1000,99.9
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx_day_tx,5:0:5,988,1000,98.8
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx_day_tx,5:1:0,953,1000,95.3
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx_day_tx,5:1:1,544,1000,54.4
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx_day_tx,5:1:2,995,1000,99.5
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx_day_tx,5:1:3,972,1000,97.2
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx_day_tx,5:1:4,999,1000,99.9
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx_day_tx,5:1:5,1000,1000,100.0
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx_day_tx,5:2:0,944,1000,94.4
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx_day_tx,5:2:1,746,1000,74.6
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx_day_tx,5:2:2,986,1000,98.6
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx_day_tx,5:2:3,927,1000,92.7
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx_day_tx,5:2:4,1000,1000,100.0
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx_day_tx,5:2:5,993,1000,99.3
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx_day_tx,5:3:0,761,1000,76.1
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx_day_tx,5:3:1,396,1000,39.6
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx_day_tx,5:3:2,986,1000,98.6
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx_day_tx,5:3:3,867,1000,86.7
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx_day_tx,5:3:4,1000,1000,100.0
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx_day_tx,5:3:5,998,1000,99.8
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx_day_tx,7:0:0,994,1000,99.4
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx_day_tx,7:0:1,950,1000,95.0
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx_day_tx,7:0:2,942,1000,94.2
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx_day_tx,7:0:3,593,1000,59.3
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx_day_tx,7:0:4,985,1000,98.5
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx_day_tx,7:0:5,969,1000,96.9
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx_day_tx,7:1:0,985,1000,98.5
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx_day_tx,7:1:1,494,1000,49.4
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx_day_tx,7:1:2,868,1000,86.8
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx_day_tx,7:1:3,14,1000,1.4
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx_day_tx,7:1:4,992,1000,99.2
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx_day_tx,7:1:5,987,1000,98.7
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx_day_tx,7:2:0,999,1000,99.9
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx_day_tx,7:2:1,26,1000,2.6
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx_day_tx,7:2:2,707,1000,70.7
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx_day_tx,7:2:3,107,1000,10.7
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx_day_tx,7:2:4,996,1000,99.6
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx_day_tx,7:2:5,553,1000,55.3
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx_day_tx,7:3:0,493,1000,49.3
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx_day_tx,7:3:1,246,1000,24.6
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx_day_tx,7:3:2,163,1000,16.3
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx_day_tx,7:3:3,981,1000,98.1
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx_day_tx,7:3:4,999,1000,99.9
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx_day_tx,7:3:5,991,1000,99.1
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx_day_tx,9:0:0,463,1000,46.3
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx_day_tx,9:0:1,15,1000,1.5
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx_day_tx,9:0:2,945,1000,94.5
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx_day_tx,9:0:3,1000,1000,100.0
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx_day_tx,9:0:4,998,1000,99.8
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx_day_tx,9:0:5,996,1000,99.6
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx_day_tx,9:1:0,979,1000,97.9
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx_day_tx,9:1:1,941,1000,94.1
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx_day_tx,9:1:2,996,1000,99.6
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx_day_tx,9:1:3,985,1000,98.5
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx_day_tx,9:1:4,1000,1000,100.0
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx_day_tx,9:1:5,945,1000,94.5
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx_day_tx,9:2:0,999,1000,99.9
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx_day_tx,9:2:1,53,1000,5.3
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx_day_tx,9:2:2,822,1000,82.2
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx_day_tx,9:2:3,977,1000,97.7
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx_day_tx,9:2:4,1000,1000,100.0
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx_day_tx,9:2:5,929,1000,92.9
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx_day_tx,9:3:0,1000,1000,100.0
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx_day_tx,9:3:1,621,1000,62.1
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx_day_tx,9:3:2,320,1000,32.0
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx_day_tx,9:3:3,975,1000,97.5
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx_day_tx,9:3:4,1000,1000,100.0
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx_day_tx,9:3:5,995,1000,99.5
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx_tx,0:0,3977,4000,99.425
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx_tx,0:1,1336,4000,33.4
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx_tx,0:2,3148,4000,78.7
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx_tx,0:3,3792,4000,94.8
a1_ecrs_cross_rx_s392005_20260909_r1,X0_A1_RUNTIME,False,clean,rx_tx,0:4,3978,4000,99.45
