family,run,row,seed,status,clean,leo_clear_weak,leo_low_elev_weak,leo_rain_weak,leo_mean,source_table,comparison_warning,inherited_target_contact
GAME_V2,V2_E_seed392006,V2_E,392006,scored,75.72321428571429,65.9095238095238,64.12202380952381,64.33988095238095,64.7904761904762,E:\type10-7\automation_reports\CV-SincNet\core90_game_v2_target_all21_20260913\target_summary.csv,"row records, not unique independent models; compare only matched conditions",
GAME_V2,V2_E_seed392007,V2_E,392007,scored,70.0547619047619,61.828571428571436,60.24523809523809,60.12916666666667,60.734325396825405,E:\type10-7\automation_reports\CV-SincNet\core90_game_v2_target_all21_20260913\target_summary.csv,"row records, not unique independent models; compare only matched conditions",
GAME_V2,V2_F_seed392005,V2_F,392005,scored,77.91904761904762,65.07857142857144,63.38392857142857,63.227380952380955,63.89662698412698,E:\type10-7\automation_reports\CV-SincNet\core90_game_v2_target_all21_20260913\target_summary.csv,"row records, not unique independent models; compare only matched conditions",
GAME_V2,V2_F_seed392006,V2_F,392006,scored,77.08869047619048,67.11428571428571,65.26666666666667,65.16190476190476,65.84761904761905,E:\type10-7\automation_reports\CV-SincNet\core90_game_v2_target_all21_20260913\target_summary.csv,"row records, not unique independent models; compare only matched conditions",
GAME_V2,V2_F_seed392007,V2_F,392007,scored,75.54583333333333,62.46547619047619,60.954166666666666,61.05654761904762,61.49206349206349,E:\type10-7\automation_reports\CV-SincNet\core90_game_v2_target_all21_20260913\target_summary.csv,"row records, not unique independent models; compare only matched conditions",
GAME_V2,V2_STRONG_SOURCE_LR_LOW_seed392005,V2_STRONG_SOURCE_LR_LOW,392005,scored,77.29166666666667,58.691071428571426,56.97678571428572,56.87559523809524,57.51448412698412,E:\type10-7\automation_reports\CV-SincNet\core90_game_v2_target_all21_20260913\target_summary.csv,"row records, not unique independent models; compare only matched conditions",
GAME_V2,V2_STRONG_SOURCE_LR_BASE_seed392005,V2_STRONG_SOURCE_LR_BASE,392005,scored,76.69404761904762,65.23214285714286,63.215476190476195,62.80535714285714,63.75099206349207,E:\type10-7\automation_reports\CV-SincNet\core90_game_v2_target_all21_20260913\target_summary.csv,"row records, not unique independent models; compare only matched conditions",
GAME_V2,V2_STRONG_SOURCE_LR_HIGH_seed392005,V2_STRONG_SOURCE_LR_HIGH,392005,scored,79.72559523809524,69.18809523809524,67.11666666666667,66.49285714285715,67.59920634920636,E:\type10-7\automation_reports\CV-SincNet\core90_game_v2_target_all21_20260913\target_summary.csv,"row records, not unique independent models; compare only matched conditions",
EG_HIGH,V2_EG_HIGH_ADV0_seed392005,V2_EG_HIGH_ADV0,392005,scored,75.7827380952381,64.46845238095239,62.822023809523806,62.77321428571428,63.3545634920635,E:\type10-7\automation_reports\CV-SincNet\core90_eg_high_target6_20260914_r1\target_summary.csv,"row records, not unique independent models; compare only matched conditions",
EG_HIGH,V2_EG_HIGH_ADV0_seed392006,V2_EG_HIGH_ADV0,392006,scored,75.70238095238095,67.88154761904762,66.28095238095239,66.30535714285715,66.82261904761904,E:\type10-7\automation_reports\CV-SincNet\core90_eg_high_target6_20260914_r1\target_summary.csv,"row records, not unique independent models; compare only matched conditions",
EG_HIGH,V2_EG_HIGH_ADV0_seed392007,V2_EG_HIGH_ADV0,392007,scored,75.01071428571429,66.89642857142857,64.8452380952381,64.72321428571428,65.48829365079365,E:\type10-7\automation_reports\CV-SincNet\core90_eg_high_target6_20260914_r1\target_summary.csv,"row records, not unique independent models; compare only matched conditions",
EG_HIGH,V2_EG_HIGH_ADV035_seed392005,V2_EG_HIGH_ADV035,392005,scored,77.04880952380952,67.35654761904762,65.49107142857142,65.20654761904761,66.01805555555556,E:\type10-7\automation_reports\CV-SincNet\core90_eg_high_target6_20260914_r1\target_summary.csv,"row records, not unique independent models; compare only matched conditions",
EG_HIGH,V2_EG_HIGH_ADV035_seed392006,V2_EG_HIGH_ADV035,392006,scored,78.10833333333333,69.10416666666667,67.425,67.08630952380953,67.8718253968254,E:\type10-7\automation_reports\CV-SincNet\core90_eg_high_target6_20260914_r1\target_summary.csv,"row records, not unique independent models; compare only matched conditions",
EG_HIGH,V2_EG_HIGH_ADV035_seed392007,V2_EG_HIGH_ADV035,392007,scored,76.11607142857143,67.08214285714286,65.23333333333333,65.00833333333334,65.77460317460317,E:\type10-7\automation_reports\CV-SincNet\core90_eg_high_target6_20260914_r1\target_summary.csv,"row records, not unique independent models; compare only matched conditions",
