row,origin_epoch,actions,scenes,satellite_selected_by_scene,grad_norm,loss,term_tx,term_dom,term_adv,term_orth,term_cons,term_group_ce,term_fishr,term_proto,term_open_world_feat,term_zid_compact,term_proxy_unknown,term_soft_unknown_mixup,term_source_episode,term_sat_cls,hard_count,partial_count,negative_count,satellite_samples,term_unlabeled_ce,term_unlabeled_entropy,term_daot_labeled,term_daot_unlabeled,term_rc4_total,term_rc4_identity,term_rc4_domain,term_rc4_self,term_daot_L_orbit_z,term_daot_U_orbit_z,term_daot_L_orbit_logit,term_daot_U_orbit_logit,term_daot_L_orbit_proto,term_daot_U_orbit_proto,term_daot_L_orbit_relation,term_daot_U_orbit_relation,term_daot_L_tangent,term_daot_U_tangent,term_daot_L_nuisance,term_daot_U_nuisance,term_daot_L_fingerprint,term_daot_U_fingerprint,term_rc4_hard,term_rc4_partial_set,term_rc4_partial_conditional,term_rc4_negative_set,term_rc4_adv,term_rc4_satellite,term_rc4_feature_anchor,term_x_cross_rx,term_u_normalized,weighted_daot_orbit_z,weighted_daot_orbit_logit,weighted_daot_orbit_proto,weighted_daot_orbit_relation,weighted_daot_tangent,weighted_daot_nuisance,weighted_daot_fingerprint,weighted_rc4_hard,weighted_rc4_partial_set,weighted_rc4_partial_conditional,weighted_rc4_adv,weighted_rc4_negative,weighted_rc4_domain,weighted_rc4_self,weighted_rc4_satellite,weighted_rc4_anchor
F-M00,11,"{""NORMAL"": 222}","{""leo_clear_weak"": 222}","{""leo_clear_weak"": 8417}",37.238333378507605,4.824668982544461,2.7646399102769457,1.032986229604429,2.670461420540337,0.0018319529452062787,0.0,4.543026300432445,0.004359117306890554,0.2926487483688303,0.0,0.2556582111361864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F-M00,12,"{""NORMAL"": 222}","{""leo_clear_weak"": 222}","{""leo_clear_weak"": 8542}",33.719921594802514,4.7495961629592625,2.7116656875288165,1.0183061868757814,2.6739970896695113,0.0019005737294965248,0.0,4.411917179822922,0.004365379312222505,0.29575871709767765,0.0043087088201941735,0.32383505543609997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F-M00,13,"{""NORMAL"": 222}","{""leo_clear_weak"": 222}","{""leo_clear_weak"": 8687}",32.44914148977336,4.455231371226612,2.497512416528152,0.9593313741791356,2.6728544149312885,0.0021304891460212283,0.0,4.126457406056894,0.0038991468166198313,0.28273584102993615,0.00810388028978261,0.384006669795191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F-M00,14,"{""NORMAL"": 222}","{""leo_clear_weak"": 222}","{""leo_clear_weak"": 8531}",30.714831875050248,4.657012224734366,2.6945951006433986,0.9464527822292603,2.6765660133447735,0.0023976577837717603,0.0,4.305128474224795,0.004198455722920748,0.29494938173809565,0.013723717192775226,0.4559601762810269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F-M00,15,"{""NORMAL"": 222}","{""leo_clear_weak"": 222}","{""leo_clear_weak"": 8555}",32.247475101203776,4.793756301338608,2.774025635810586,0.9944765575834222,2.6798609409246357,0.0023914491140932842,0.0,4.38401540013047,0.004244088697370964,0.2998225364062163,0.018717699075906393,0.5229081363828333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F-M00,16,"{""NORMAL"": 222}","{""leo_clear_weak"": 222}","{""leo_clear_weak"": 8418}",30.91829973624062,4.812868166077244,2.8173527251761237,0.9606387341344679,2.677151394319964,0.0027099721732041756,0.0,4.485377327010438,0.00430321812588797,0.30118794410346866,0.023424258218608326,0.590141107638677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F-M00,17,"{""NORMAL"": 222}","{""leo_clear_weak"": 222}","{""leo_clear_weak"": 8586}",33.593634902407985,5.200162396237657,2.9970220699235126,0.9973347157508403,2.6792878320625237,0.0029999070283264627,0.32203948397088694,4.654615056944323,0.004428741628191904,0.3039218893459251,0.028106093020723748,0.6571261318954261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F-M00,18,"{""NORMAL"": 222}","{""leo_clear_weak"": 222}","{""leo_clear_weak"": 8576}",32.11377796276892,5.056538256975982,2.8934279742004634,0.9678925732234577,2.6801522422481225,0.0030712105905656025,0.32184695069854324,4.5279179524194015,0.00418882861131433,0.30234800017363317,0.03352548041473235,0.7256757501546327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F-M00,19,"{""NORMAL"": 222}","{""leo_clear_weak"": 222}","{""leo_clear_weak"": 8438}",34.92753317296448,5.334182382166922,3.115517568480861,0.983326075984551,2.679433881699502,0.0032659098330302047,0.3281892831395338,4.847908997589403,0.004473085976142839,0.31419447097960895,0.04018295754317765,0.8008582205385775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F-M00,20,"{""NORMAL"": 222}","{""leo_clear_weak"": 222}","{""leo_clear_weak"": 8483}",31.60601979237036,5.266428835220165,3.08071792098853,0.9601362548969887,2.6766287775727005,0.0035785990025819833,0.3187114423862449,4.729863922740962,0.004399720110315914,0.3101285457074105,0.04435139890709842,0.8632885604291349,0.0,0.0,0.003218452023763864,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F-M00,21,"{""NORMAL"": 222}","{""leo_clear_weak"": 222}","{""leo_clear_weak"": 8511}",31.047699974532556,4.496825872777818,2.4830734951941817,0.8613266023966644,2.6792546231467447,0.0044189590782709506,0.31043270008789525,4.040501788661286,0.003630856635756392,0.28084041278909994,0.04295904362188266,0.9061949779321482,0.0,0.0,0.006092157929628114,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F-M00,22,"{""NORMAL"": 222}","{""leo_clear_weak"": 222}","{""leo_clear_weak"": 8568}",33.108610124560336,4.7650825461825805,2.681109131993474,0.8956529111475557,2.6798528153617105,0.004208248850773089,0.312207807023246,4.308946285698865,0.0038744647290268157,0.28986473334533674,0.048645941175621106,0.9765927246561995,0.0,0.0,0.009259039998633435,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F-M00,23,"{""NORMAL"": 222}","{""leo_clear_weak"": 222}","{""leo_clear_weak"": 8534}",28.67562275461033,4.4422148804406865,2.427363164857164,0.8672946224341521,2.6876988292814374,0.005010356984515769,0.29763386848273576,3.89007686722923,0.003765814558383673,0.27754684282584235,0.049057516751827686,1.0235431548711416,0.0,0.0,0.011128752260586364,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F-M00,24,"{""NORMAL"": 222}","{""leo_clear_weak"": 222}","{""leo_clear_weak"": 8483}",32.975102492145396,4.861525805683823,2.764741522771818,0.8901860272293692,2.686484586011182,0.004947448498962724,0.30859683756087275,4.352004517843057,0.003991588085170349,0.2934578779984165,0.05904937851838432,1.1074824416422628,0.0,0.0,0.014855715725151403,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F-M00,25,"{""NORMAL"": 222}","{""leo_clear_weak"": 222}","{""leo_clear_weak"": 8481}",27.968488052249437,4.468553433547148,2.4530364272293745,0.8535770129513096,2.6820452116631173,0.005785218358453078,0.29954336986348434,3.918235700678181,0.0035289471587118997,0.27847960886654555,0.05819181082266811,1.14987036934844,0.0,0.10259130345405759,0.01691971502480777,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F-M00,26,"{""NORMAL"": 222}","{""leo_clear_weak"": 222}","{""leo_clear_weak"": 8732}",30.212502663243946,4.393969732361871,2.39908863926256,0.827672070345363,2.68396469494244,0.005976837595241975,0.2985521073679666,3.8995819501243196,0.003625180943935128,0.2736415008569623,0.06139199741117589,1.2103594705328211,0.0,0.20323671467669374,0.01985127846227942,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F-M00,27,"{""NORMAL"": 222}","{""leo_clear_weak"": 222}","{""leo_clear_weak"": 8563}",32.504163622688964,4.243157320731395,2.2898576035424396,0.7991976665483939,2.6847396305015496,0.006056806307127657,0.2888179889267629,3.726186046192238,0.003224812502889403,0.2638765394284919,0.0614898838144769,1.2587027420868744,0.0,0.3042837690796938,0.021396149095642875,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F-M00,28,"{""NORMAL"": 222}","{""leo_clear_weak"": 222}","{""leo_clear_weak"": 8542}",29.71967625742054,4.422398262195759,2.4199735475955784,0.8228896246837066,2.6874271899730235,0.0064573062739548956,0.29704696893155036,3.8682386903343975,0.0035685860573656035,0.2774276197762103,0.07022781975500218,1.3342886067725517,0.0,0.4132973389314102,0.025395342545281793,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F-M00,29,"{""NORMAL"": 222}","{""leo_clear_weak"": 222}","{""leo_clear_weak"": 8452}",29.974597734435886,4.907029280791411,2.791498777834145,0.8746621561748488,2.6833112411670856,0.006240124628708178,0.29671655179144024,4.329377212234445,0.004031025421575471,0.2905082311984655,0.07961637718049255,1.414884245073473,0.0,0.5387792508075903,0.02841589346460931,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F-M00,30,"{""NORMAL"": 222}","{""leo_clear_weak"": 222}","{""leo_clear_weak"": 8527}",27.634004409812523,3.8719035510544306,1.995486143204543,0.7443874239384591,2.6867535178725785,0.006866964088387888,0.27844498601851164,3.3384148146923596,0.0030343263199094574,0.25208223154684445,0.06635168681407834,1.4232501919205125,0.0,0.5784524581185332,0.02693547881292263,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F-M00,31,"{""NORMAL"": 222}","{""leo_clear_weak"": 222}","{""leo_clear_weak"": 8481}",26.13846546063091,3.847106054559484,1.9789882144882336,0.7391060057792578,2.6843118850175327,0.007464494100228573,0.28017579341256943,3.244990974261954,0.0028280178363676387,0.2517894668219326,0.07157177382425682,1.4924060202933647,0.0,0.6709580712758743,0.030487465831610532,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F-M00,32,"{""NORMAL"": 222}","{""leo_clear_weak"": 222}","{""leo_clear_weak"": 8624}",27.187391837807258,3.9676694209511214,2.074557553741846,0.742885489721556,2.683807594282133,0.00886062673987351,0.2780761254934577,3.351896077327363,0.0030044097768516186,0.2547522417462624,0.07648157137068542,1.5579671913439088,0.0,0.7719484428027729,0.03210090874350286,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F-M00,33,"{""NORMAL"": 222}","{""leo_clear_weak"": 222}","{""leo_clear_weak"": 8459}",28.68410504002389,4.2888395066733835,2.326659055175008,0.767102608406866,2.6865001530260653,0.007628884839275768,0.28272816391141564,3.6579696796498857,0.0033127198192822696,0.2669395756077122,0.08431239222251885,1.5767545184573613,0.0,0.904511911643518,0.0357738268784004,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F-M00,34,"{""NORMAL"": 222}","{""leo_clear_weak"": 222}","{""leo_clear_weak"": 8525}",30.191920641594574,4.327244163096488,2.3326665114040845,0.7918791459487365,2.6850783996753864,0.008386976599902007,0.277298730235916,3.6675763095284366,0.0033514422012140624,0.2652243095206785,0.08635215984808432,1.559501221588066,0.0,1.0133195715444583,0.03629146641967734,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F-M00,35,"{""NORMAL"": 222}","{""leo_clear_weak"": 222}","{""leo_clear_weak"": 8402}",28.559535322627205,4.703566234927994,2.629047382186662,0.8270429341911195,2.685676528526856,0.00851231987883341,0.28629664586739495,3.962708314427653,0.0036186515231759414,0.28433688696440274,0.09976894709256452,1.5858221784368292,0.0,1.1599819670926343,0.04181541439129023,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F-M00,36,"{""NORMAL"": 222}","{""leo_clear_weak"": 222}","{""leo_clear_weak"": 8487}",29.451850704420124,4.021460956818348,2.100168889841518,0.7369981122178,2.6818691212851724,0.009681294067500072,0.2778193537179414,3.3970705680213533,0.002965052682263483,0.252914577252693,0.08650313238067939,1.5452656821087674,0.0,1.1739354469217695,0.04177060583606362,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F-M00,37,"{""NORMAL"": 222}","{""leo_clear_weak"": 222}","{""leo_clear_weak"": 8537}",27.363755993776085,4.678423197419794,2.597376959952148,0.8152450227791125,2.685071007625477,0.008744355104313031,0.28894441326459247,3.9744099731649363,0.003863805161788011,0.2823040658557737,0.10373510565474495,1.5888839444598637,0.0,1.3629801472028096,0.04852808700866058,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F-M00,38,"{""NORMAL"": 222}","{""leo_clear_weak"": 222}","{""leo_clear_weak"": 8540}",30.849739253720056,4.684418730907612,2.6240714009817654,0.7728236416975657,2.682818266722533,0.007748030734391094,0.2989565012557013,4.078978035498309,0.003741285200076901,0.2789940819949717,0.10280516925729341,1.598247323487256,0.0,1.4886915117233723,0.05496493203833968,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F-M00,39,"{""NORMAL"": 222}","{""leo_clear_weak"": 222}","{""leo_clear_weak"": 8402}",28.276295582608725,4.041290218228692,2.1086267771216125,0.7189143302741351,2.6849491145159745,0.00904256544536848,0.2796163291813017,3.426920907924304,0.003093556231957533,0.25278557857146133,0.08437960078050424,1.5394832341520637,0.0,1.462845011068894,0.04898089073128528,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F-M00,40,"{""NORMAL"": 222}","{""leo_clear_weak"": 222}","{""leo_clear_weak"": 8530}",29.290817071030464,4.446930999691422,2.416138150871874,0.7662058456523998,2.6836789706805804,0.007979982104590309,0.2917951509893478,3.751204748914854,0.0034348129043748742,0.27205498127249983,0.09401361666921829,1.5726174438321912,0.0,1.6553254046955623,0.056701558344233946,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F-M00,41,"{""NORMAL"": 222}","{""leo_low_elev_weak"": 111, ""leo_rain_weak"": 111}","{""leo_low_elev_weak"": 8489, ""leo_rain_weak"": 8536}",27.987345745819812,4.088838429601343,2.1359852831642905,0.7258343930180008,2.6843999656471045,0.008193884410125597,0.28271324878877346,3.3836140322524146,0.0031370752069444672,0.2582288692529137,0.08831938108647461,1.5535786082078744,0.0,1.6874107584223017,0.056013735875420204,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F-M00,42,"{""NORMAL"": 222}","{""leo_rain_weak"": 111, ""leo_low_elev_weak"": 111}","{""leo_rain_weak"": 8617, ""leo_low_elev_weak"": 8475}",28.098833124200485,3.9201850246738745,1.9973965724846263,0.7055901381615046,2.6838712563385836,0.009087004454314566,0.2765681267724381,3.2389725704450867,0.003049402504689784,0.24929684205903663,0.08178401613389855,1.5366585979590546,0.0,1.7559251806757472,0.055312883402514564,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F-M00,43,"{""NORMAL"": 222}","{""leo_low_elev_weak"": 111, ""leo_rain_weak"": 111}","{""leo_low_elev_weak"": 8475, ""leo_rain_weak"": 8471}",29.074875431853908,4.472539413619685,2.436880808625672,0.7450495884493664,2.688346347293338,0.00882235113936445,0.28451911668788205,3.7207585679920943,0.003580842480119942,0.2675962511215124,0.09075040813233401,1.5596992539929915,0.0,1.9002751853014972,0.06214380446980867,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F-M00,44,"{""NORMAL"": 222}","{""leo_rain_weak"": 111, ""leo_low_elev_weak"": 111}","{""leo_rain_weak"": 8481, ""leo_low_elev_weak"": 8566}",28.43598901315976,3.838275415940328,1.9345198417300578,0.6786285716671128,2.6841870761132456,0.010941904671133604,0.2729810695793178,3.154989274973805,0.0028566449861525166,0.24328222119056428,0.07931519432312197,1.5241802689191457,0.0,1.8767889442744556,0.05930315636870292,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F-M00,45,"{""NORMAL"": 222}","{""leo_low_elev_weak"": 111, ""leo_rain_weak"": 111}","{""leo_low_elev_weak"": 8578, ""leo_rain_weak"": 8499}",27.809799103787338,3.9817786442266927,2.0429736269084184,0.6830572067080317,2.683075591250583,0.010238623775401245,0.2781220661761524,3.3005586849139616,0.0030617810060993267,0.25020437070109824,0.08129647994195824,1.5367996225485931,0.2905844098275846,2.030406137307485,0.060606639429524135,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F-M00,46,"{""NORMAL"": 222}","{""leo_rain_weak"": 111, ""leo_low_elev_weak"": 111}","{""leo_rain_weak"": 8547, ""leo_low_elev_weak"": 8435}",28.260315887998626,3.9390507039723097,1.9940842701172508,0.6834554982346457,2.686403972608549,0.011321785642009287,0.2745003398205783,3.253840836587253,0.003057763642540489,0.24219575504193436,0.07754168076323228,1.523406123792803,0.5675683189351279,2.083266221725189,0.05912495627244179,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F-M00,47,"{""NORMAL"": 222}","{""leo_low_elev_weak"": 111, ""leo_rain_weak"": 111}","{""leo_low_elev_weak"": 8468, ""leo_rain_weak"": 8584}",28.848169800888368,4.133794071975055,2.132841686004991,0.700262666688309,2.68718218266427,0.010193961937827905,0.28516815314153293,3.449171168780005,0.003216584235723211,0.24958355456322162,0.08099246180305879,1.5405905187666953,0.8855815838586103,2.2585010770204903,0.06382592759925772,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F-M00,48,"{""NORMAL"": 222}","{""leo_rain_weak"": 111, ""leo_low_elev_weak"": 111}","{""leo_rain_weak"": 8567, ""leo_low_elev_weak"": 8478}",28.55787726032651,3.86498643041731,1.9199928435924891,0.6692695525718165,2.6874182331669436,0.011613888962053787,0.275174264703785,3.1791864375810364,0.0030070716104135626,0.23747289147194442,0.07441904321145099,1.5176272005648226,1.1226607123473744,2.2875437602266535,0.05999569951447549,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F-M00,49,"{""NORMAL"": 222}","{""leo_low_elev_weak"": 111, ""leo_rain_weak"": 111}","{""leo_low_elev_weak"": 8575, ""leo_rain_weak"": 8637}",26.83226012741475,3.6015385056401157,1.7178396441646524,0.6388744149390642,2.6892366140812367,0.011249600275396579,0.26467676749369046,2.8666047572686866,0.0026322646942414417,0.22690372175730025,0.06936776434146874,1.4931476234315753,1.3596114177961607,2.2805796754252805,0.05440008589947546,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F-M00,50,"{""NORMAL"": 222}","{""leo_rain_weak"": 111, ""leo_low_elev_weak"": 111}","{""leo_rain_weak"": 8549, ""leo_low_elev_weak"": 8498}",27.748252835770955,3.89261286752718,1.9198522528146837,0.6727241987849141,2.6863883433041273,0.0111472739563806,0.2771937430978895,3.1792443474536545,0.0030064831548893504,0.24038805094388155,0.07488643531561703,1.5233466797046833,1.7078996150343269,2.364021279253401,0.05991829282746793,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
