row,kind,step,valid,reason,online_ce,recovered_ce,G_lag,readability,direction_imbalance,monitor_delta_upper95,gap
F-M14,cstar,35500,False,RECOVERY_UNRELIABLE,2.694875717163086,6.918868064880371,,,,6.619178517096566,
F-M14,cstar,35750,False,RECOVERY_UNRELIABLE,2.693843364715576,5.738653659820557,,,,4.661917008890046,
F-M14,cstar,36000,False,RECOVERY_UNRELIABLE,2.69447660446167,6.0450215339660645,,,,5.220491595202019,
F-M14,cstar,36250,False,RECOVERY_UNRELIABLE,2.6941890716552734,5.626613616943359,,,,4.61386865595976,
F-M14,cstar,36500,False,RECOVERY_UNRELIABLE,2.6951823234558105,5.612702369689941,,,,4.5887973838713405,
F-M14,cstar,36750,False,RECOVERY_UNRELIABLE,2.6956276893615723,6.196066856384277,,,,5.484487124217877,
F-M14,cstar,37000,False,RECOVERY_UNRELIABLE,2.695000171661377,6.295919418334961,,,,5.645478293498353,
F-M14,cstar,37250,False,RECOVERY_UNRELIABLE,2.6948046684265137,5.610459804534912,,,,4.5656564314497805,
F-M14,cstar,37500,False,RECOVERY_UNRELIABLE,2.695093870162964,6.192866325378418,,,,5.454635991586576,
F-M14,cstar,37750,False,RECOVERY_UNRELIABLE,2.6946187019348145,5.489945411682129,,,,4.385866672197975,
F-M14,cstar,38000,False,RECOVERY_UNRELIABLE,2.697533130645752,5.989798545837402,,,,5.176096332768595,
F-M14,cstar,38250,False,RECOVERY_UNRELIABLE,2.6980652809143066,5.432040691375732,,,,4.313877986139718,
F-M14,cstar,38500,False,RECOVERY_UNRELIABLE,2.69586443901062,5.799609661102295,,,,4.862713746809295,
F-M14,cstar,38750,False,RECOVERY_UNRELIABLE,2.6955199241638184,6.156792640686035,,,,5.4475433772802315,
F-M14,cstar,39000,False,RECOVERY_UNRELIABLE,2.6938483715057373,5.784895896911621,,,,4.868973410427567,
F-M14,cstar,39250,False,RECOVERY_UNRELIABLE,2.6949613094329834,6.046329021453857,,,,5.265632547570595,
F-M14,cstar,39500,False,RECOVERY_UNRELIABLE,2.696951150894165,5.856950759887695,,,,4.951971933808588,
F-M14,cstar,39750,False,RECOVERY_UNRELIABLE,2.695788621902466,6.148318290710449,,,,5.423629714581697,
F-M14,cstar,40000,False,RECOVERY_UNRELIABLE,2.6948659420013428,5.819124698638916,,,,4.900658442676064,
F-M14,cstar,40250,False,RECOVERY_UNRELIABLE,2.6956593990325928,5.754956245422363,,,,4.812459517916039,
F-M14,cstar,40500,False,RECOVERY_UNRELIABLE,2.6923153400421143,5.905883312225342,,,,5.036326588789618,
F-M14,cstar,40750,False,RECOVERY_UNRELIABLE,2.695366144180298,5.726535320281982,,,,4.772918884522381,
F-M14,cstar,41000,False,RECOVERY_UNRELIABLE,2.6946115493774414,5.8828043937683105,,,,5.0128484587536875,
F-M14,cstar,41250,False,RECOVERY_UNRELIABLE,2.6951775550842285,5.846876621246338,,,,4.962701948202315,
F-M14,cstar,41500,False,RECOVERY_UNRELIABLE,2.6948049068450928,5.84703254699707,,,,4.950643911841839,
F-M14,cstar,41750,False,RECOVERY_UNRELIABLE,2.6960794925689697,5.905190944671631,,,,5.027845063805577,
F-M14,cstar,42000,False,RECOVERY_UNRELIABLE,2.6956584453582764,5.919649600982666,,,,5.062404251926472,
F-M14,cstar,42250,False,RECOVERY_UNRELIABLE,2.6959750652313232,5.766808032989502,,,,4.850975749856892,
F-M14,cstar,42500,False,RECOVERY_UNRELIABLE,2.6955010890960693,5.780732154846191,,,,4.857958803508014,
F-M14,cstar,42750,False,RECOVERY_UNRELIABLE,2.6950008869171143,5.9236345291137695,,,,5.052078167928587,
F-M14,cstar,43000,False,RECOVERY_UNRELIABLE,2.6953659057617188,5.802704811096191,,,,4.914539658427236,
F-M14,cstar,43250,False,RECOVERY_UNRELIABLE,2.694187879562378,5.821930885314941,,,,4.963312890066037,
F-M14,cstar,43500,False,RECOVERY_UNRELIABLE,2.6945791244506836,5.801961421966553,,,,4.920046925312939,
F-M14,cstar,43750,False,RECOVERY_UNRELIABLE,2.6945204734802246,5.751856803894043,,,,4.8585125827127,
F-M14,cstar,44000,False,RECOVERY_UNRELIABLE,2.693633794784546,5.847109794616699,,,,5.001488170971469,
F-M14,cstar,44250,False,RECOVERY_UNRELIABLE,2.6954574584960938,5.832592964172363,,,,4.950490600946872,
F-M11,legacy,0,True,,2.7170448303222656,3.1419246196746826,0.0,,,,-0.424879789352417
F-M11,legacy,250,True,,2.7100255489349365,3.024585723876953,0.0,,,,-0.3145601749420166
F-M11,legacy,500,True,,2.7039523124694824,19.644683837890625,0.0,,,,-16.940731525421143
F-M11,legacy,750,True,,2.6931893825531006,38.60675048828125,0.0,,,,-35.91356110572815
F-M11,legacy,1000,True,,2.6830406188964844,38.599491119384766,0.0,,,,-35.91645050048828
F-M11,legacy,1250,True,,2.6723411083221436,54.52576446533203,0.0,,,,-51.85342335700989
F-M11,legacy,1500,True,,2.6650240421295166,48.38936233520508,0.0,,,,-45.72433829307556
F-M11,legacy,1750,True,,2.662186622619629,49.618309020996094,0.0,,,,-46.956122398376465
F-M11,legacy,2000,True,,2.647294521331787,50.719444274902344,0.0,,,,-48.07214975357056
F-M11,legacy,2250,True,,2.6489901542663574,65.81376647949219,0.0,,,,-63.16477632522583
F-M11,legacy,2500,True,,2.639192819595337,43.71155548095703,0.0,,,,-41.072362661361694
F-M11,legacy,2750,True,,2.6344311237335205,61.29549026489258,0.0,,,,-58.66105914115906
F-M11,legacy,3000,True,,2.663243293762207,79.75062561035156,0.0,,,,-77.08738231658936
F-M11,legacy,3250,True,,2.6702611446380615,78.55470275878906,0.0,,,,-75.884441614151
F-M11,legacy,3500,True,,2.656604051589966,26.84154510498047,0.0,,,,-24.184941053390503
F-M11,legacy,3750,True,,2.65103816986084,47.852317810058594,0.0,,,,-45.201279640197754
F-M11,legacy,4000,True,,2.674968957901001,67.3337173461914,0.0,,,,-64.6587483882904
F-M11,legacy,4500,True,,2.6677873134613037,34.88935470581055,0.0,,,,-32.22156739234924
F-M11,legacy,4750,True,,2.665621280670166,22.17963409423828,0.0,,,,-19.514012813568115
F-M11,legacy,5000,True,,2.669022560119629,22.583450317382812,0.0,,,,-19.914427757263184
F-M11,legacy,5250,True,,2.6852312088012695,35.33925247192383,0.0,,,,-32.65402126312256
F-M11,legacy,5500,True,,2.674936532974243,43.544952392578125,0.0,,,,-40.87001585960388
F-M11,legacy,5750,True,,2.6774988174438477,46.233882904052734,0.0,,,,-43.55638408660889
F-M11,legacy,6000,True,,2.6782448291778564,85.84616088867188,0.0,,,,-83.16791605949402
F-M11,legacy,6250,True,,2.6718480587005615,12.549930572509766,0.0,,,,-9.878082513809204
F-M11,legacy,6500,True,,2.681734323501587,89.02317810058594,0.0,,,,-86.34144377708435
F-M11,legacy,6750,True,,2.6811678409576416,70.8031005859375,0.0,,,,-68.12193274497986
F-M11,legacy,7000,True,,2.6722445487976074,63.115516662597656,0.0,,,,-60.44327211380005
F-M11,legacy,7250,True,,2.682072639465332,22.03734016418457,0.0,,,,-19.35526752471924
F-M11,legacy,7500,True,,2.689467430114746,43.52922821044922,0.0,,,,-40.83976078033447
F-M11,legacy,7750,True,,2.6915462017059326,73.61663055419922,0.0,,,,-70.92508435249329
F-M11,legacy,8000,True,,2.684312582015991,35.32085418701172,0.0,,,,-32.63654160499573
F-M11,legacy,8250,True,,2.6941933631896973,32.44818878173828,0.0,,,,-29.753995418548584
F-M11,legacy,8500,True,,2.6878113746643066,27.271656036376953,0.0,,,,-24.583844661712646
F-M11,legacy,8750,True,,2.688934326171875,51.46872329711914,0.0,,,,-48.779788970947266
F-M11,legacy,9000,True,,2.6869263648986816,43.47562789916992,0.0,,,,-40.78870153427124
F-M11,legacy,9250,True,,2.689389944076538,23.570833206176758,0.0,,,,-20.88144326210022
F-M11,legacy,9500,True,,2.691331386566162,34.92827606201172,0.0,,,,-32.23694467544556
F-M11,legacy,9750,True,,2.692765474319458,72.64541625976562,0.0,,,,-69.95265078544617
F-M11,legacy,10000,True,,2.6905689239501953,39.15863037109375,0.0,,,,-36.468061447143555
F-M11,legacy,10250,True,,2.69169282913208,34.83016586303711,0.0,,,,-32.13847303390503
F-M11,legacy,10500,True,,2.6933395862579346,39.56757736206055,0.0,,,,-36.87423777580261
F-M11,legacy,10750,True,,2.6939542293548584,33.95803451538086,0.0,,,,-31.264080286026
F-M11,legacy,11000,True,,2.688884973526001,59.86749267578125,0.0,,,,-57.17860770225525
F-M11,legacy,11250,True,,2.697968006134033,75.38343048095703,0.0,,,,-72.685462474823
F-M11,legacy,11500,True,,2.692540168762207,37.16508102416992,0.0,,,,-34.472540855407715
F-M11,legacy,11750,True,,2.689246892929077,41.83772277832031,0.0,,,,-39.148475885391235
F-M11,legacy,12000,True,,2.6978888511657715,45.75678253173828,0.0,,,,-43.05889368057251
F-M11,legacy,12250,True,,2.6983938217163086,58.924678802490234,0.0,,,,-56.226284980773926
F-M11,legacy,12500,True,,2.6940102577209473,55.45171356201172,0.0,,,,-52.75770330429077
F-M11,legacy,12750,True,,2.6960208415985107,84.04588317871094,0.0,,,,-81.34986233711243
F-M11,legacy,13000,True,,2.701982259750366,64.53684997558594,0.0,,,,-61.83486771583557
F-M11,legacy,13250,True,,2.7047009468078613,45.61131286621094,0.0,,,,-42.906611919403076
F-M11,legacy,13500,True,,2.700313091278076,45.794456481933594,0.0,,,,-43.09414339065552
F-M11,legacy,13750,True,,2.698442220687866,53.569602966308594,0.0,,,,-50.87116074562073
F-M11,legacy,14000,True,,2.7033181190490723,50.11429214477539,0.0,,,,-47.41097402572632
F-M11,legacy,14250,True,,2.6985559463500977,56.65553283691406,0.0,,,,-53.956976890563965
F-M11,legacy,14500,True,,2.7030153274536133,85.69087219238281,0.0,,,,-82.9878568649292
F-M11,legacy,14750,True,,2.69382381439209,57.74204635620117,0.0,,,,-55.04822254180908
F-M11,legacy,15000,True,,2.697610378265381,72.67451477050781,0.0,,,,-69.97690439224243
F-M11,legacy,15250,True,,2.70396089553833,65.76296997070312,0.0,,,,-63.059009075164795
F-M11,legacy,15500,True,,2.698078155517578,46.83491134643555,0.0,,,,-44.13683319091797
F-M11,legacy,15750,True,,2.699615716934204,63.84568786621094,0.0,,,,-61.14607214927673
F-M11,legacy,16000,True,,2.696859836578369,61.40082550048828,0.0,,,,-58.70396566390991
F-M11,legacy,16250,True,,2.697075366973877,37.53899383544922,0.0,,,,-34.84191846847534
F-M11,legacy,16500,True,,2.69820499420166,59.807437896728516,0.0,,,,-57.109232902526855
F-M11,legacy,16750,True,,2.70312762260437,50.48258590698242,0.0,,,,-47.77945828437805
F-M11,legacy,17000,True,,2.7020785808563232,52.86130142211914,0.0,,,,-50.15922284126282
F-M11,legacy,17250,True,,2.705983877182007,97.4321517944336,0.0,,,,-94.72616791725159
F-M11,legacy,17500,True,,2.6988308429718018,59.80097579956055,0.0,,,,-57.102144956588745
F-M11,legacy,17750,True,,2.7037203311920166,67.13330841064453,0.0,,,,-64.42958807945251
