run,row,inherited_target_contact,scene,true_tx,predicted_tx,count
a1_extended_s392005_20260910_r1,R3_CLEAN_RX_E400,False,leo_clear_weak,0,1,1888
a1_extended_s392005_20260910_r1,R3_CLEAN_RX_E400,False,leo_clear_weak,0,2,121
a1_extended_s392005_20260910_r1,R3_CLEAN_RX_E400,False,leo_clear_weak,0,3,3451
a1_extended_s392005_20260910_r1,R3_CLEAN_RX_E400,False,leo_clear_weak,0,4,37
a1_extended_s392005_20260910_r1,R3_CLEAN_RX_E400,False,leo_clear_weak,0,5,7
a1_extended_s392005_20260910_r1,R3_CLEAN_RX_E400,False,leo_clear_weak,1,0,586
a1_extended_s392005_20260910_r1,R3_CLEAN_RX_E400,False,leo_clear_weak,1,1,10006
a1_extended_s392005_20260910_r1,R3_CLEAN_RX_E400,False,leo_clear_weak,1,2,64
a1_extended_s392005_20260910_r1,R3_CLEAN_RX_E400,False,leo_clear_weak,1,3,17188
a1_extended_s392005_20260910_r1,R3_CLEAN_RX_E400,False,leo_clear_weak,1,4,147
a1_extended_s392005_20260910_r1,R3_CLEAN_RX_E400,False,leo_clear_weak,1,5,9
a1_extended_s392005_20260910_r1,R3_CLEAN_RX_E400,False,leo_clear_weak,2,0,1237
a1_extended_s392005_20260910_r1,R3_CLEAN_RX_E400,False,leo_clear_weak,2,1,1796
a1_extended_s392005_20260910_r1,R3_CLEAN_RX_E400,False,leo_clear_weak,2,2,17388
a1_extended_s392005_20260910_r1,R3_CLEAN_RX_E400,False,leo_clear_weak,2,3,1585
a1_extended_s392005_20260910_r1,R3_CLEAN_RX_E400,False,leo_clear_weak,2,4,2363
a1_extended_s392005_20260910_r1,R3_CLEAN_RX_E400,False,leo_clear_weak,2,5,3631
a1_extended_s392005_20260910_r1,R3_CLEAN_RX_E400,False,leo_clear_weak,3,0,2756
a1_extended_s392005_20260910_r1,R3_CLEAN_RX_E400,False,leo_clear_weak,3,1,6512
a1_extended_s392005_20260910_r1,R3_CLEAN_RX_E400,False,leo_clear_weak,3,2,1035
a1_extended_s392005_20260910_r1,R3_CLEAN_RX_E400,False,leo_clear_weak,3,3,17547
a1_extended_s392005_20260910_r1,R3_CLEAN_RX_E400,False,leo_clear_weak,3,4,43
a1_extended_s392005_20260910_r1,R3_CLEAN_RX_E400,False,leo_clear_weak,3,5,107
a1_extended_s392005_20260910_r1,R3_CLEAN_RX_E400,False,leo_clear_weak,4,0,7
a1_extended_s392005_20260910_r1,R3_CLEAN_RX_E400,False,leo_clear_weak,4,1,108
a1_extended_s392005_20260910_r1,R3_CLEAN_RX_E400,False,leo_clear_weak,4,2,203
a1_extended_s392005_20260910_r1,R3_CLEAN_RX_E400,False,leo_clear_weak,4,3,118
a1_extended_s392005_20260910_r1,R3_CLEAN_RX_E400,False,leo_clear_weak,4,4,27551
a1_extended_s392005_20260910_r1,R3_CLEAN_RX_E400,False,leo_clear_weak,4,5,13
a1_extended_s392005_20260910_r1,R3_CLEAN_RX_E400,False,leo_clear_weak,5,0,37
a1_extended_s392005_20260910_r1,R3_CLEAN_RX_E400,False,leo_clear_weak,5,1,483
a1_extended_s392005_20260910_r1,R3_CLEAN_RX_E400,False,leo_clear_weak,5,2,725
a1_extended_s392005_20260910_r1,R3_CLEAN_RX_E400,False,leo_clear_weak,5,3,39
a1_extended_s392005_20260910_r1,R3_CLEAN_RX_E400,False,leo_clear_weak,5,4,3672
a1_extended_s392005_20260910_r1,R3_CLEAN_RX_E400,False,leo_clear_weak,5,5,23044
a1_extended_s392005_20260910_r1,R3_CLEAN_RX_E400,False,leo_low_elev_weak,0,0,22046
a1_extended_s392005_20260910_r1,R3_CLEAN_RX_E400,False,leo_low_elev_weak,0,1,1980
a1_extended_s392005_20260910_r1,R3_CLEAN_RX_E400,False,leo_low_elev_weak,0,2,182
a1_extended_s392005_20260910_r1,R3_CLEAN_RX_E400,False,leo_low_elev_weak,0,3,3678
a1_extended_s392005_20260910_r1,R3_CLEAN_RX_E400,False,leo_low_elev_weak,0,4,103
a1_extended_s392005_20260910_r1,R3_CLEAN_RX_E400,False,leo_low_elev_weak,0,5,11
a1_extended_s392005_20260910_r1,R3_CLEAN_RX_E400,False,leo_low_elev_weak,1,0,934
a1_extended_s392005_20260910_r1,R3_CLEAN_RX_E400,False,leo_low_elev_weak,1,1,9848
a1_extended_s392005_20260910_r1,R3_CLEAN_RX_E400,False,leo_low_elev_weak,1,2,77
a1_extended_s392005_20260910_r1,R3_CLEAN_RX_E400,False,leo_low_elev_weak,1,3,16816
a1_extended_s392005_20260910_r1,R3_CLEAN_RX_E400,False,leo_low_elev_weak,1,4,308
a1_extended_s392005_20260910_r1,R3_CLEAN_RX_E400,False,leo_low_elev_weak,1,5,17
a1_extended_s392005_20260910_r1,R3_CLEAN_RX_E400,False,leo_low_elev_weak,2,0,1220
a1_extended_s392005_20260910_r1,R3_CLEAN_RX_E400,False,leo_low_elev_weak,2,1,1854
a1_extended_s392005_20260910_r1,R3_CLEAN_RX_E400,False,leo_low_elev_weak,2,2,17051
a1_extended_s392005_20260910_r1,R3_CLEAN_RX_E400,False,leo_low_elev_weak,2,3,1837
a1_extended_s392005_20260910_r1,R3_CLEAN_RX_E400,False,leo_low_elev_weak,2,4,2332
a1_extended_s392005_20260910_r1,R3_CLEAN_RX_E400,False,leo_low_elev_weak,2,5,3706
a1_extended_s392005_20260910_r1,R3_CLEAN_RX_E400,False,leo_low_elev_weak,3,0,3153
a1_extended_s392005_20260910_r1,R3_CLEAN_RX_E400,False,leo_low_elev_weak,3,1,6899
a1_extended_s392005_20260910_r1,R3_CLEAN_RX_E400,False,leo_low_elev_weak,3,2,1080
a1_extended_s392005_20260910_r1,R3_CLEAN_RX_E400,False,leo_low_elev_weak,3,3,16630
a1_extended_s392005_20260910_r1,R3_CLEAN_RX_E400,False,leo_low_elev_weak,3,4,123
a1_extended_s392005_20260910_r1,R3_CLEAN_RX_E400,False,leo_low_elev_weak,3,5,115
a1_extended_s392005_20260910_r1,R3_CLEAN_RX_E400,False,leo_low_elev_weak,4,0,10
a1_extended_s392005_20260910_r1,R3_CLEAN_RX_E400,False,leo_low_elev_weak,4,1,174
a1_extended_s392005_20260910_r1,R3_CLEAN_RX_E400,False,leo_low_elev_weak,4,2,239
a1_extended_s392005_20260910_r1,R3_CLEAN_RX_E400,False,leo_low_elev_weak,4,3,299
a1_extended_s392005_20260910_r1,R3_CLEAN_RX_E400,False,leo_low_elev_weak,4,4,27262
a1_extended_s392005_20260910_r1,R3_CLEAN_RX_E400,False,leo_low_elev_weak,4,5,16
a1_extended_s392005_20260910_r1,R3_CLEAN_RX_E400,False,leo_low_elev_weak,5,0,69
a1_extended_s392005_20260910_r1,R3_CLEAN_RX_E400,False,leo_low_elev_weak,5,1,524
a1_extended_s392005_20260910_r1,R3_CLEAN_RX_E400,False,leo_low_elev_weak,5,2,834
a1_extended_s392005_20260910_r1,R3_CLEAN_RX_E400,False,leo_low_elev_weak,5,3,49
a1_extended_s392005_20260910_r1,R3_CLEAN_RX_E400,False,leo_low_elev_weak,5,4,3198
a1_extended_s392005_20260910_r1,R3_CLEAN_RX_E400,False,leo_low_elev_weak,5,5,23326
a1_extended_s392005_20260910_r1,R3_CLEAN_RX_E400,False,leo_rain_weak,0,0,22372
a1_extended_s392005_20260910_r1,R3_CLEAN_RX_E400,False,leo_rain_weak,0,1,2019
a1_extended_s392005_20260910_r1,R3_CLEAN_RX_E400,False,leo_rain_weak,0,2,172
a1_extended_s392005_20260910_r1,R3_CLEAN_RX_E400,False,leo_rain_weak,0,3,3345
a1_extended_s392005_20260910_r1,R3_CLEAN_RX_E400,False,leo_rain_weak,0,4,75
a1_extended_s392005_20260910_r1,R3_CLEAN_RX_E400,False,leo_rain_weak,0,5,17
a1_extended_s392005_20260910_r1,R3_CLEAN_RX_E400,False,leo_rain_weak,1,0,1085
a1_extended_s392005_20260910_r1,R3_CLEAN_RX_E400,False,leo_rain_weak,1,1,10197
a1_extended_s392005_20260910_r1,R3_CLEAN_RX_E400,False,leo_rain_weak,1,2,73
a1_extended_s392005_20260910_r1,R3_CLEAN_RX_E400,False,leo_rain_weak,1,3,16368
a1_extended_s392005_20260910_r1,R3_CLEAN_RX_E400,False,leo_rain_weak,1,4,264
a1_extended_s392005_20260910_r1,R3_CLEAN_RX_E400,False,leo_rain_weak,1,5,13
a1_extended_s392005_20260910_r1,R3_CLEAN_RX_E400,False,leo_rain_weak,2,0,1206
a1_extended_s392005_20260910_r1,R3_CLEAN_RX_E400,False,leo_rain_weak,2,1,1926
a1_extended_s392005_20260910_r1,R3_CLEAN_RX_E400,False,leo_rain_weak,2,2,17018
a1_extended_s392005_20260910_r1,R3_CLEAN_RX_E400,False,leo_rain_weak,2,3,1801
a1_extended_s392005_20260910_r1,R3_CLEAN_RX_E400,False,leo_rain_weak,2,4,2239
a1_extended_s392005_20260910_r1,R3_CLEAN_RX_E400,False,leo_rain_weak,2,5,3810
a1_extended_s392005_20260910_r1,R3_CLEAN_RX_E400,False,leo_rain_weak,3,0,3614
a1_extended_s392005_20260910_r1,R3_CLEAN_RX_E400,False,leo_rain_weak,3,1,6769
a1_extended_s392005_20260910_r1,R3_CLEAN_RX_E400,False,leo_rain_weak,3,2,1082
a1_extended_s392005_20260910_r1,R3_CLEAN_RX_E400,False,leo_rain_weak,3,3,16311
a1_extended_s392005_20260910_r1,R3_CLEAN_RX_E400,False,leo_rain_weak,3,4,97
a1_extended_s392005_20260910_r1,R3_CLEAN_RX_E400,False,leo_rain_weak,3,5,127
a1_extended_s392005_20260910_r1,R3_CLEAN_RX_E400,False,leo_rain_weak,4,0,11
a1_extended_s392005_20260910_r1,R3_CLEAN_RX_E400,False,leo_rain_weak,4,1,196
a1_extended_s392005_20260910_r1,R3_CLEAN_RX_E400,False,leo_rain_weak,4,2,230
a1_extended_s392005_20260910_r1,R3_CLEAN_RX_E400,False,leo_rain_weak,4,3,363
a1_extended_s392005_20260910_r1,R3_CLEAN_RX_E400,False,leo_rain_weak,4,4,27178
a1_extended_s392005_20260910_r1,R3_CLEAN_RX_E400,False,leo_rain_weak,4,5,22
a1_extended_s392005_20260910_r1,R3_CLEAN_RX_E400,False,leo_rain_weak,5,0,46
a1_extended_s392005_20260910_r1,R3_CLEAN_RX_E400,False,leo_rain_weak,5,1,362
a1_extended_s392005_20260910_r1,R3_CLEAN_RX_E400,False,leo_rain_weak,5,2,682
a1_extended_s392005_20260910_r1,R3_CLEAN_RX_E400,False,leo_rain_weak,5,3,35
a1_extended_s392005_20260910_r1,R3_CLEAN_RX_E400,False,leo_rain_weak,5,4,3181
a1_extended_s392005_20260910_r1,R3_CLEAN_RX_E400,False,leo_rain_weak,5,5,23694
a1_extended_s392005_20260910_r1,X2_E400,False,clean,0,0,24999
a1_extended_s392005_20260910_r1,X2_E400,False,clean,0,1,864
a1_extended_s392005_20260910_r1,X2_E400,False,clean,0,2,230
a1_extended_s392005_20260910_r1,X2_E400,False,clean,0,3,1881
a1_extended_s392005_20260910_r1,X2_E400,False,clean,0,4,13
a1_extended_s392005_20260910_r1,X2_E400,False,clean,0,5,13
a1_extended_s392005_20260910_r1,X2_E400,False,clean,1,0,362
a1_extended_s392005_20260910_r1,X2_E400,False,clean,1,1,12318
a1_extended_s392005_20260910_r1,X2_E400,False,clean,1,2,85
a1_extended_s392005_20260910_r1,X2_E400,False,clean,1,3,15180
a1_extended_s392005_20260910_r1,X2_E400,False,clean,1,4,50
a1_extended_s392005_20260910_r1,X2_E400,False,clean,1,5,5
a1_extended_s392005_20260910_r1,X2_E400,False,clean,2,0,1475
a1_extended_s392005_20260910_r1,X2_E400,False,clean,2,1,938
a1_extended_s392005_20260910_r1,X2_E400,False,clean,2,2,20691
a1_extended_s392005_20260910_r1,X2_E400,False,clean,2,3,619
a1_extended_s392005_20260910_r1,X2_E400,False,clean,2,4,328
a1_extended_s392005_20260910_r1,X2_E400,False,clean,2,5,3949
a1_extended_s392005_20260910_r1,X2_E400,False,clean,3,0,1594
a1_extended_s392005_20260910_r1,X2_E400,False,clean,3,1,6848
a1_extended_s392005_20260910_r1,X2_E400,False,clean,3,2,907
a1_extended_s392005_20260910_r1,X2_E400,False,clean,3,3,18610
a1_extended_s392005_20260910_r1,X2_E400,False,clean,3,4,22
a1_extended_s392005_20260910_r1,X2_E400,False,clean,3,5,19
a1_extended_s392005_20260910_r1,X2_E400,False,clean,4,0,10
a1_extended_s392005_20260910_r1,X2_E400,False,clean,4,1,22
a1_extended_s392005_20260910_r1,X2_E400,False,clean,4,2,130
a1_extended_s392005_20260910_r1,X2_E400,False,clean,4,3,10
a1_extended_s392005_20260910_r1,X2_E400,False,clean,4,4,27822
a1_extended_s392005_20260910_r1,X2_E400,False,clean,4,5,6
a1_extended_s392005_20260910_r1,X2_E400,False,clean,5,0,26
a1_extended_s392005_20260910_r1,X2_E400,False,clean,5,1,37
a1_extended_s392005_20260910_r1,X2_E400,False,clean,5,2,349
a1_extended_s392005_20260910_r1,X2_E400,False,clean,5,3,33
a1_extended_s392005_20260910_r1,X2_E400,False,clean,5,4,1797
a1_extended_s392005_20260910_r1,X2_E400,False,clean,5,5,25758
a1_extended_s392005_20260910_r1,X2_E400,False,leo_clear_weak,0,0,21711
a1_extended_s392005_20260910_r1,X2_E400,False,leo_clear_weak,0,1,2146
a1_extended_s392005_20260910_r1,X2_E400,False,leo_clear_weak,0,2,153
a1_extended_s392005_20260910_r1,X2_E400,False,leo_clear_weak,0,3,3956
a1_extended_s392005_20260910_r1,X2_E400,False,leo_clear_weak,0,4,23
a1_extended_s392005_20260910_r1,X2_E400,False,leo_clear_weak,0,5,11
a1_extended_s392005_20260910_r1,X2_E400,False,leo_clear_weak,1,0,517
a1_extended_s392005_20260910_r1,X2_E400,False,leo_clear_weak,1,1,9996
a1_extended_s392005_20260910_r1,X2_E400,False,leo_clear_weak,1,2,66
a1_extended_s392005_20260910_r1,X2_E400,False,leo_clear_weak,1,3,17267
a1_extended_s392005_20260910_r1,X2_E400,False,leo_clear_weak,1,4,145
a1_extended_s392005_20260910_r1,X2_E400,False,leo_clear_weak,1,5,9
a1_extended_s392005_20260910_r1,X2_E400,False,leo_clear_weak,2,0,1473
a1_extended_s392005_20260910_r1,X2_E400,False,leo_clear_weak,2,1,1760
a1_extended_s392005_20260910_r1,X2_E400,False,leo_clear_weak,2,2,18613
a1_extended_s392005_20260910_r1,X2_E400,False,leo_clear_weak,2,3,1724
a1_extended_s392005_20260910_r1,X2_E400,False,leo_clear_weak,2,4,1395
a1_extended_s392005_20260910_r1,X2_E400,False,leo_clear_weak,2,5,3035
a1_extended_s392005_20260910_r1,X2_E400,False,leo_clear_weak,3,0,2242
a1_extended_s392005_20260910_r1,X2_E400,False,leo_clear_weak,3,1,6688
a1_extended_s392005_20260910_r1,X2_E400,False,leo_clear_weak,3,2,1152
a1_extended_s392005_20260910_r1,X2_E400,False,leo_clear_weak,3,3,17767
a1_extended_s392005_20260910_r1,X2_E400,False,leo_clear_weak,3,4,51
a1_extended_s392005_20260910_r1,X2_E400,False,leo_clear_weak,3,5,100
a1_extended_s392005_20260910_r1,X2_E400,False,leo_clear_weak,4,0,8
a1_extended_s392005_20260910_r1,X2_E400,False,leo_clear_weak,4,1,83
a1_extended_s392005_20260910_r1,X2_E400,False,leo_clear_weak,4,2,497
a1_extended_s392005_20260910_r1,X2_E400,False,leo_clear_weak,4,3,145
a1_extended_s392005_20260910_r1,X2_E400,False,leo_clear_weak,4,4,27247
a1_extended_s392005_20260910_r1,X2_E400,False,leo_clear_weak,4,5,20
a1_extended_s392005_20260910_r1,X2_E400,False,leo_clear_weak,5,0,42
a1_extended_s392005_20260910_r1,X2_E400,False,leo_clear_weak,5,1,468
a1_extended_s392005_20260910_r1,X2_E400,False,leo_clear_weak,5,2,564
a1_extended_s392005_20260910_r1,X2_E400,False,leo_clear_weak,5,3,18
a1_extended_s392005_20260910_r1,X2_E400,False,leo_clear_weak,5,4,3228
a1_extended_s392005_20260910_r1,X2_E400,False,leo_clear_weak,5,5,23680
a1_extended_s392005_20260910_r1,X2_E400,False,leo_low_elev_weak,0,0,21376
a1_extended_s392005_20260910_r1,X2_E400,False,leo_low_elev_weak,0,1,2138
a1_extended_s392005_20260910_r1,X2_E400,False,leo_low_elev_weak,0,2,217
a1_extended_s392005_20260910_r1,X2_E400,False,leo_low_elev_weak,0,3,4143
a1_extended_s392005_20260910_r1,X2_E400,False,leo_low_elev_weak,0,4,108
a1_extended_s392005_20260910_r1,X2_E400,False,leo_low_elev_weak,0,5,18
a1_extended_s392005_20260910_r1,X2_E400,False,leo_low_elev_weak,1,0,859
a1_extended_s392005_20260910_r1,X2_E400,False,leo_low_elev_weak,1,1,9720
a1_extended_s392005_20260910_r1,X2_E400,False,leo_low_elev_weak,1,2,72
a1_extended_s392005_20260910_r1,X2_E400,False,leo_low_elev_weak,1,3,17032
a1_extended_s392005_20260910_r1,X2_E400,False,leo_low_elev_weak,1,4,308
a1_extended_s392005_20260910_r1,X2_E400,False,leo_low_elev_weak,1,5,9
a1_extended_s392005_20260910_r1,X2_E400,False,leo_low_elev_weak,2,0,1363
a1_extended_s392005_20260910_r1,X2_E400,False,leo_low_elev_weak,2,1,2021
a1_extended_s392005_20260910_r1,X2_E400,False,leo_low_elev_weak,2,2,17740
a1_extended_s392005_20260910_r1,X2_E400,False,leo_low_elev_weak,2,3,2090
a1_extended_s392005_20260910_r1,X2_E400,False,leo_low_elev_weak,2,4,1550
a1_extended_s392005_20260910_r1,X2_E400,False,leo_low_elev_weak,2,5,3236
a1_extended_s392005_20260910_r1,X2_E400,False,leo_low_elev_weak,3,0,2557
a1_extended_s392005_20260910_r1,X2_E400,False,leo_low_elev_weak,3,1,6937
a1_extended_s392005_20260910_r1,X2_E400,False,leo_low_elev_weak,3,2,1164
a1_extended_s392005_20260910_r1,X2_E400,False,leo_low_elev_weak,3,3,17107
a1_extended_s392005_20260910_r1,X2_E400,False,leo_low_elev_weak,3,4,124
a1_extended_s392005_20260910_r1,X2_E400,False,leo_low_elev_weak,3,5,111
a1_extended_s392005_20260910_r1,X2_E400,False,leo_low_elev_weak,4,0,10
a1_extended_s392005_20260910_r1,X2_E400,False,leo_low_elev_weak,4,1,155
a1_extended_s392005_20260910_r1,X2_E400,False,leo_low_elev_weak,4,2,505
a1_extended_s392005_20260910_r1,X2_E400,False,leo_low_elev_weak,4,3,313
a1_extended_s392005_20260910_r1,X2_E400,False,leo_low_elev_weak,4,4,26992
a1_extended_s392005_20260910_r1,X2_E400,False,leo_low_elev_weak,4,5,25
a1_extended_s392005_20260910_r1,X2_E400,False,leo_low_elev_weak,5,0,95
a1_extended_s392005_20260910_r1,X2_E400,False,leo_low_elev_weak,5,1,486
a1_extended_s392005_20260910_r1,X2_E400,False,leo_low_elev_weak,5,2,697
a1_extended_s392005_20260910_r1,X2_E400,False,leo_low_elev_weak,5,3,29
a1_extended_s392005_20260910_r1,X2_E400,False,leo_low_elev_weak,5,4,2926
a1_extended_s392005_20260910_r1,X2_E400,False,leo_low_elev_weak,5,5,23767
a1_extended_s392005_20260910_r1,X2_E400,False,leo_rain_weak,0,0,21788
a1_extended_s392005_20260910_r1,X2_E400,False,leo_rain_weak,0,1,2164
a1_extended_s392005_20260910_r1,X2_E400,False,leo_rain_weak,0,2,190
a1_extended_s392005_20260910_r1,X2_E400,False,leo_rain_weak,0,3,3758
a1_extended_s392005_20260910_r1,X2_E400,False,leo_rain_weak,0,4,78
a1_extended_s392005_20260910_r1,X2_E400,False,leo_rain_weak,0,5,22
a1_extended_s392005_20260910_r1,X2_E400,False,leo_rain_weak,1,0,1040
a1_extended_s392005_20260910_r1,X2_E400,False,leo_rain_weak,1,1,10024
a1_extended_s392005_20260910_r1,X2_E400,False,leo_rain_weak,1,2,84
a1_extended_s392005_20260910_r1,X2_E400,False,leo_rain_weak,1,3,16541
a1_extended_s392005_20260910_r1,X2_E400,False,leo_rain_weak,1,4,292
a1_extended_s392005_20260910_r1,X2_E400,False,leo_rain_weak,1,5,19
a1_extended_s392005_20260910_r1,X2_E400,False,leo_rain_weak,2,0,1405
a1_extended_s392005_20260910_r1,X2_E400,False,leo_rain_weak,2,1,2120
a1_extended_s392005_20260910_r1,X2_E400,False,leo_rain_weak,2,2,17756
a1_extended_s392005_20260910_r1,X2_E400,False,leo_rain_weak,2,3,1994
a1_extended_s392005_20260910_r1,X2_E400,False,leo_rain_weak,2,4,1285
a1_extended_s392005_20260910_r1,X2_E400,False,leo_rain_weak,2,5,3440
a1_extended_s392005_20260910_r1,X2_E400,False,leo_rain_weak,3,0,3033
a1_extended_s392005_20260910_r1,X2_E400,False,leo_rain_weak,3,1,6822
a1_extended_s392005_20260910_r1,X2_E400,False,leo_rain_weak,3,2,1230
a1_extended_s392005_20260910_r1,X2_E400,False,leo_rain_weak,3,3,16692
a1_extended_s392005_20260910_r1,X2_E400,False,leo_rain_weak,3,4,116
a1_extended_s392005_20260910_r1,X2_E400,False,leo_rain_weak,3,5,107
a1_extended_s392005_20260910_r1,X2_E400,False,leo_rain_weak,4,0,13
a1_extended_s392005_20260910_r1,X2_E400,False,leo_rain_weak,4,1,151
a1_extended_s392005_20260910_r1,X2_E400,False,leo_rain_weak,4,2,512
a1_extended_s392005_20260910_r1,X2_E400,False,leo_rain_weak,4,3,332
a1_extended_s392005_20260910_r1,X2_E400,False,leo_rain_weak,4,4,26963
a1_extended_s392005_20260910_r1,X2_E400,False,leo_rain_weak,4,5,29
a1_extended_s392005_20260910_r1,X2_E400,False,leo_rain_weak,5,0,91
a1_extended_s392005_20260910_r1,X2_E400,False,leo_rain_weak,5,1,373
a1_extended_s392005_20260910_r1,X2_E400,False,leo_rain_weak,5,2,511
a1_extended_s392005_20260910_r1,X2_E400,False,leo_rain_weak,5,3,29
a1_extended_s392005_20260910_r1,X2_E400,False,leo_rain_weak,5,4,2965
a1_extended_s392005_20260910_r1,X2_E400,False,leo_rain_weak,5,5,24031
a1_fast_selected_adv3b02_s392005_20260908_r1,A1_FAST_SEQUENTIAL,True,clean,0,0,25807
a1_fast_selected_adv3b02_s392005_20260908_r1,A1_FAST_SEQUENTIAL,True,clean,0,1,386
a1_fast_selected_adv3b02_s392005_20260908_r1,A1_FAST_SEQUENTIAL,True,clean,0,2,161
a1_fast_selected_adv3b02_s392005_20260908_r1,A1_FAST_SEQUENTIAL,True,clean,0,3,1611
a1_fast_selected_adv3b02_s392005_20260908_r1,A1_FAST_SEQUENTIAL,True,clean,0,4,28
a1_fast_selected_adv3b02_s392005_20260908_r1,A1_FAST_SEQUENTIAL,True,clean,0,5,7
a1_fast_selected_adv3b02_s392005_20260908_r1,A1_FAST_SEQUENTIAL,True,clean,1,0,374
a1_fast_selected_adv3b02_s392005_20260908_r1,A1_FAST_SEQUENTIAL,True,clean,1,1,11920
a1_fast_selected_adv3b02_s392005_20260908_r1,A1_FAST_SEQUENTIAL,True,clean,1,2,30
a1_fast_selected_adv3b02_s392005_20260908_r1,A1_FAST_SEQUENTIAL,True,clean,1,3,15577
a1_fast_selected_adv3b02_s392005_20260908_r1,A1_FAST_SEQUENTIAL,True,clean,1,4,91
a1_fast_selected_adv3b02_s392005_20260908_r1,A1_FAST_SEQUENTIAL,True,clean,1,5,8
a1_fast_selected_adv3b02_s392005_20260908_r1,A1_FAST_SEQUENTIAL,True,clean,2,0,2335
a1_fast_selected_adv3b02_s392005_20260908_r1,A1_FAST_SEQUENTIAL,True,clean,2,1,1793
a1_fast_selected_adv3b02_s392005_20260908_r1,A1_FAST_SEQUENTIAL,True,clean,2,2,19469
a1_fast_selected_adv3b02_s392005_20260908_r1,A1_FAST_SEQUENTIAL,True,clean,2,3,1719
a1_fast_selected_adv3b02_s392005_20260908_r1,A1_FAST_SEQUENTIAL,True,clean,2,4,163
a1_fast_selected_adv3b02_s392005_20260908_r1,A1_FAST_SEQUENTIAL,True,clean,2,5,2521
a1_fast_selected_adv3b02_s392005_20260908_r1,A1_FAST_SEQUENTIAL,True,clean,3,0,2509
a1_fast_selected_adv3b02_s392005_20260908_r1,A1_FAST_SEQUENTIAL,True,clean,3,1,5929
a1_fast_selected_adv3b02_s392005_20260908_r1,A1_FAST_SEQUENTIAL,True,clean,3,2,397
a1_fast_selected_adv3b02_s392005_20260908_r1,A1_FAST_SEQUENTIAL,True,clean,3,3,19123
a1_fast_selected_adv3b02_s392005_20260908_r1,A1_FAST_SEQUENTIAL,True,clean,3,4,24
a1_fast_selected_adv3b02_s392005_20260908_r1,A1_FAST_SEQUENTIAL,True,clean,3,5,18
a1_fast_selected_adv3b02_s392005_20260908_r1,A1_FAST_SEQUENTIAL,True,clean,4,0,5
a1_fast_selected_adv3b02_s392005_20260908_r1,A1_FAST_SEQUENTIAL,True,clean,4,1,16
a1_fast_selected_adv3b02_s392005_20260908_r1,A1_FAST_SEQUENTIAL,True,clean,4,2,81
a1_fast_selected_adv3b02_s392005_20260908_r1,A1_FAST_SEQUENTIAL,True,clean,4,3,10
a1_fast_selected_adv3b02_s392005_20260908_r1,A1_FAST_SEQUENTIAL,True,clean,4,4,27887
a1_fast_selected_adv3b02_s392005_20260908_r1,A1_FAST_SEQUENTIAL,True,clean,4,5,1
a1_fast_selected_adv3b02_s392005_20260908_r1,A1_FAST_SEQUENTIAL,True,clean,5,0,301
a1_fast_selected_adv3b02_s392005_20260908_r1,A1_FAST_SEQUENTIAL,True,clean,5,1,281
a1_fast_selected_adv3b02_s392005_20260908_r1,A1_FAST_SEQUENTIAL,True,clean,5,2,380
a1_fast_selected_adv3b02_s392005_20260908_r1,A1_FAST_SEQUENTIAL,True,clean,5,3,6
a1_fast_selected_adv3b02_s392005_20260908_r1,A1_FAST_SEQUENTIAL,True,clean,5,4,2514
a1_fast_selected_adv3b02_s392005_20260908_r1,A1_FAST_SEQUENTIAL,True,clean,5,5,24518
a1_fast_selected_adv3b02_s392005_20260908_r1,A1_FAST_SEQUENTIAL,True,leo_clear_weak,0,0,23128
a1_fast_selected_adv3b02_s392005_20260908_r1,A1_FAST_SEQUENTIAL,True,leo_clear_weak,0,1,1494
a1_fast_selected_adv3b02_s392005_20260908_r1,A1_FAST_SEQUENTIAL,True,leo_clear_weak,0,2,184
a1_fast_selected_adv3b02_s392005_20260908_r1,A1_FAST_SEQUENTIAL,True,leo_clear_weak,0,3,3120
a1_fast_selected_adv3b02_s392005_20260908_r1,A1_FAST_SEQUENTIAL,True,leo_clear_weak,0,4,65
a1_fast_selected_adv3b02_s392005_20260908_r1,A1_FAST_SEQUENTIAL,True,leo_clear_weak,0,5,9
a1_fast_selected_adv3b02_s392005_20260908_r1,A1_FAST_SEQUENTIAL,True,leo_clear_weak,1,0,702
a1_fast_selected_adv3b02_s392005_20260908_r1,A1_FAST_SEQUENTIAL,True,leo_clear_weak,1,1,9338
a1_fast_selected_adv3b02_s392005_20260908_r1,A1_FAST_SEQUENTIAL,True,leo_clear_weak,1,2,45
a1_fast_selected_adv3b02_s392005_20260908_r1,A1_FAST_SEQUENTIAL,True,leo_clear_weak,1,3,17623
a1_fast_selected_adv3b02_s392005_20260908_r1,A1_FAST_SEQUENTIAL,True,leo_clear_weak,1,4,280
a1_fast_selected_adv3b02_s392005_20260908_r1,A1_FAST_SEQUENTIAL,True,leo_clear_weak,1,5,12
a1_fast_selected_adv3b02_s392005_20260908_r1,A1_FAST_SEQUENTIAL,True,leo_clear_weak,2,0,1595
a1_fast_selected_adv3b02_s392005_20260908_r1,A1_FAST_SEQUENTIAL,True,leo_clear_weak,2,1,1969
a1_fast_selected_adv3b02_s392005_20260908_r1,A1_FAST_SEQUENTIAL,True,leo_clear_weak,2,2,16938
