method_label,method,cell_id,receiver,seed,new_class_count,k_shot,scenario,no_leo_old_acc_before_increment,leo_old_acc_before_increment,delta_old_acc_before_increment,no_leo_old_acc_after_increment,leo_old_acc_after_increment,delta_old_acc_after_increment,no_leo_seen_new_acc,leo_seen_new_acc,delta_seen_new_acc,no_leo_H_old_new,leo_H_old_new,delta_H_old_new,no_leo_candidate_average_forgetting,leo_candidate_average_forgetting,delta_candidate_average_forgetting,no_leo_min_old_class_acc,leo_min_old_class_acc,delta_min_old_class_acc
MoPC-HR,mopc_hr_official_repo,rx_20_1__seed_713105__new_10__mopc_hr_official_repo__k_10,20-1,713105,10,10,leo_clear_weak,0.8666666666666667,0.8666666666666667,0.0,0.058333333333333334,0.4,-0.3416666666666667,0.69,0.32,0.36999999999999994,0.10757238307349665,0.35555555555555557,-0.24798317248205892,0.8083333333333335,0.4666666666666667,0.3416666666666668,0.0,0.0,0.0
MoPC-HR,mopc_hr_official_repo,rx_20_1__seed_713105__new_10__mopc_hr_official_repo__k_10,20-1,713105,10,10,leo_low_elev_weak,0.8666666666666667,0.8666666666666667,0.0,0.125,0.4,-0.275,0.695,0.31,0.38499999999999995,0.21189024390243902,0.34929577464788736,-0.13740553074544834,0.7416666666666666,0.4666666666666667,0.2749999999999999,0.0,0.0,0.0
MoPC-HR,mopc_hr_official_repo,rx_20_1__seed_713105__new_10__mopc_hr_official_repo__k_10,20-1,713105,10,10,leo_rain_weak,0.8666666666666667,0.8666666666666667,0.0,0.0,0.4083333333333333,-0.4083333333333333,0.695,0.305,0.38999999999999996,0.0,0.34918224299065415,-0.34918224299065415,0.8666666666666667,0.45833333333333337,0.4083333333333333,0.0,0.0,0.0
MoPC-HR,mopc_hr_official_repo,rx_20_1__seed_713105__new_10__mopc_hr_official_repo__k_20,20-1,713105,10,20,leo_clear_weak,0.8666666666666667,0.8666666666666667,0.0,0.13333333333333333,0.35,-0.21666666666666665,0.81,0.46,0.35000000000000003,0.22897526501766782,0.39753086419753086,-0.16855559917986304,0.7333333333333333,0.5166666666666667,0.21666666666666656,0.0,0.0,0.0
MoPC-HR,mopc_hr_official_repo,rx_20_1__seed_713105__new_10__mopc_hr_official_repo__k_20,20-1,713105,10,20,leo_low_elev_weak,0.8666666666666667,0.8666666666666667,0.0,0.125,0.225,-0.1,0.82,0.37,0.44999999999999996,0.21693121693121692,0.27983193277310925,-0.06290071584189233,0.7416666666666667,0.6416666666666667,0.09999999999999998,0.0,0.0,0.0
MoPC-HR,mopc_hr_official_repo,rx_20_1__seed_713105__new_10__mopc_hr_official_repo__k_20,20-1,713105,10,20,leo_rain_weak,0.8666666666666667,0.8666666666666667,0.0,0.025,0.4666666666666667,-0.44166666666666665,0.73,0.38,0.35,0.04834437086092715,0.4188976377952756,-0.3705532669343485,0.8416666666666667,0.4,0.44166666666666665,0.0,0.0,0.0
MoPC-HR,mopc_hr_official_repo,rx_20_1__seed_713105__new_25__mopc_hr_official_repo__k_1,20-1,713105,25,1,leo_clear_weak,0.8666666666666667,0.8666666666666667,0.0,0.8833333333333333,0.8333333333333334,0.04999999999999993,0.004,0.012,-0.008,0.007963936889556725,0.02365930599369085,-0.015695369104134126,0.0,0.033333333333333326,-0.033333333333333326,0.65,0.6,0.050000000000000044
MoPC-HR,mopc_hr_official_repo,rx_20_1__seed_713105__new_25__mopc_hr_official_repo__k_1,20-1,713105,25,1,leo_low_elev_weak,0.8666666666666667,0.8666666666666667,0.0,0.875,0.8833333333333333,-0.008333333333333304,0.0,0.002,-0.002,0.0,0.003990963855421687,-0.003990963855421687,0.0,-0.016666666666666607,0.016666666666666607,0.65,0.6,0.050000000000000044
MoPC-HR,mopc_hr_official_repo,rx_20_1__seed_713105__new_25__mopc_hr_official_repo__k_1,20-1,713105,25,1,leo_rain_weak,0.8666666666666667,0.8666666666666667,0.0,0.8833333333333333,0.8583333333333333,0.025000000000000022,0.0,0.002,-0.002,0.0,0.003990701278574196,-0.003990701278574196,0.008333333333333323,0.008333333333333415,-9.194034422677078e-17,0.65,0.6,0.050000000000000044
MoPC-HR,mopc_hr_official_repo,rx_20_1__seed_713105__new_25__mopc_hr_official_repo__k_5,20-1,713105,25,5,leo_clear_weak,0.8666666666666667,0.8666666666666667,0.0,0.15833333333333333,0.55,-0.3916666666666667,0.416,0.102,0.314,0.22936738247243177,0.17208588957055215,0.057281492901879616,0.7083333333333334,0.31666666666666665,0.3916666666666667,0.0,0.0,0.0
MoPC-HR,mopc_hr_official_repo,rx_20_1__seed_713105__new_25__mopc_hr_official_repo__k_5,20-1,713105,25,5,leo_low_elev_weak,0.8666666666666667,0.8666666666666667,0.0,0.23333333333333334,0.6333333333333333,-0.39999999999999997,0.47,0.106,0.364,0.3118483412322275,0.18160504959422902,0.13024329163799847,0.6333333333333334,0.2333333333333334,0.4,0.0,0.0,0.0
MoPC-HR,mopc_hr_official_repo,rx_20_1__seed_713105__new_25__mopc_hr_official_repo__k_5,20-1,713105,25,5,leo_rain_weak,0.8666666666666667,0.8666666666666667,0.0,0.11666666666666667,0.5166666666666667,-0.4,0.404,0.102,0.30200000000000005,0.18104993597951344,0.17036637931034482,0.01068355666916862,0.75,0.35,0.4,0.0,0.0,0.0
MoPC-HR,mopc_hr_official_repo,rx_20_1__seed_713105__new_25__mopc_hr_official_repo__k_10,20-1,713105,25,10,leo_clear_weak,0.8666666666666667,0.8666666666666667,0.0,0.058333333333333334,0.48333333333333334,-0.425,0.578,0.204,0.374,0.10597171293871137,0.28690591658583897,-0.1809342036471276,0.8083333333333332,0.38333333333333336,0.4249999999999999,0.0,0.0,0.0
MoPC-HR,mopc_hr_official_repo,rx_20_1__seed_713105__new_25__mopc_hr_official_repo__k_10,20-1,713105,25,10,leo_low_elev_weak,0.8666666666666667,0.8666666666666667,0.0,0.14166666666666666,0.4583333333333333,-0.31666666666666665,0.572,0.14,0.43199999999999994,0.22709014479215314,0.21448467966573814,0.012605465126415,0.7250000000000001,0.4083333333333334,0.3166666666666667,0.0,0.0,0.0
MoPC-HR,mopc_hr_official_repo,rx_20_1__seed_713105__new_25__mopc_hr_official_repo__k_10,20-1,713105,25,10,leo_rain_weak,0.8666666666666667,0.8666666666666667,0.0,0.008333333333333333,0.5,-0.49166666666666664,0.648,0.172,0.47600000000000003,0.01645505332656171,0.25595238095238093,-0.2394973276258192,0.8583333333333334,0.3666666666666667,0.4916666666666667,0.0,0.0,0.0
MoPC-HR,mopc_hr_official_repo,rx_20_1__seed_713105__new_25__mopc_hr_official_repo__k_20,20-1,713105,25,20,leo_clear_weak,0.8666666666666667,0.8666666666666667,0.0,0.05,0.35833333333333334,-0.30833333333333335,0.668,0.262,0.406,0.09303621169916435,0.30268672756582476,-0.20965051586666042,0.8166666666666668,0.5083333333333333,0.30833333333333346,0.0,0.0,0.0
MoPC-HR,mopc_hr_official_repo,rx_20_1__seed_713105__new_25__mopc_hr_official_repo__k_20,20-1,713105,25,20,leo_low_elev_weak,0.8666666666666667,0.8666666666666667,0.0,0.05,0.3,-0.25,0.686,0.208,0.4780000000000001,0.09320652173913044,0.24566929133858267,-0.15246276959945224,0.8166666666666668,0.5666666666666667,0.2500000000000001,0.0,0.0,0.0
MoPC-HR,mopc_hr_official_repo,rx_20_1__seed_713105__new_25__mopc_hr_official_repo__k_20,20-1,713105,25,20,leo_rain_weak,0.8666666666666667,0.8666666666666667,0.0,0.058333333333333334,0.5,-0.44166666666666665,0.638,0.22,0.41800000000000004,0.10689325035902346,0.3055555555555556,-0.1986623051965321,0.8083333333333332,0.3666666666666667,0.44166666666666654,0.0,0.0,0.0
MoPC-HR,mopc_hr_official_repo,rx_3_19__seed_713101__new_1__mopc_hr_official_repo__k_1,3-19,713101,1,1,leo_clear_weak,0.8166666666666667,0.8166666666666667,0.0,0.8166666666666667,0.8166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.45,0.0
MoPC-HR,mopc_hr_official_repo,rx_3_19__seed_713101__new_1__mopc_hr_official_repo__k_1,3-19,713101,1,1,leo_low_elev_weak,0.8166666666666667,0.8166666666666667,0.0,0.8166666666666667,0.8166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.45,0.0
MoPC-HR,mopc_hr_official_repo,rx_3_19__seed_713101__new_1__mopc_hr_official_repo__k_1,3-19,713101,1,1,leo_rain_weak,0.8166666666666667,0.8166666666666667,0.0,0.8166666666666667,0.8166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.45,0.0
MoPC-HR,mopc_hr_official_repo,rx_3_19__seed_713101__new_1__mopc_hr_official_repo__k_5,3-19,713101,1,5,leo_clear_weak,0.8166666666666667,0.8166666666666667,0.0,0.8166666666666667,0.8166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.45,0.0
MoPC-HR,mopc_hr_official_repo,rx_3_19__seed_713101__new_1__mopc_hr_official_repo__k_5,3-19,713101,1,5,leo_low_elev_weak,0.8166666666666667,0.8166666666666667,0.0,0.8166666666666667,0.8166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.45,0.0
MoPC-HR,mopc_hr_official_repo,rx_3_19__seed_713101__new_1__mopc_hr_official_repo__k_5,3-19,713101,1,5,leo_rain_weak,0.8166666666666667,0.8166666666666667,0.0,0.8166666666666667,0.8166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.45,0.0
MoPC-HR,mopc_hr_official_repo,rx_3_19__seed_713101__new_1__mopc_hr_official_repo__k_10,3-19,713101,1,10,leo_clear_weak,0.8166666666666667,0.8166666666666667,0.0,0.8166666666666667,0.8166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.45,0.0
MoPC-HR,mopc_hr_official_repo,rx_3_19__seed_713101__new_1__mopc_hr_official_repo__k_10,3-19,713101,1,10,leo_low_elev_weak,0.8166666666666667,0.8166666666666667,0.0,0.8166666666666667,0.8166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.45,0.0
MoPC-HR,mopc_hr_official_repo,rx_3_19__seed_713101__new_1__mopc_hr_official_repo__k_10,3-19,713101,1,10,leo_rain_weak,0.8166666666666667,0.8166666666666667,0.0,0.8166666666666667,0.8166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.45,0.0
MoPC-HR,mopc_hr_official_repo,rx_3_19__seed_713101__new_1__mopc_hr_official_repo__k_20,3-19,713101,1,20,leo_clear_weak,0.8166666666666667,0.8166666666666667,0.0,0.5333333333333333,0.35,0.18333333333333335,1.0,1.0,0.0,0.6956521739130436,0.5185185185185185,0.17713365539452508,0.31666666666666665,0.4666666666666667,-0.15000000000000002,0.0,0.0,0.0
MoPC-HR,mopc_hr_official_repo,rx_3_19__seed_713101__new_1__mopc_hr_official_repo__k_20,3-19,713101,1,20,leo_low_elev_weak,0.8166666666666667,0.8166666666666667,0.0,0.5666666666666667,0.3,0.26666666666666666,1.0,1.0,0.0,0.7234042553191489,0.4615384615384615,0.26186579378068736,0.26666666666666666,0.5166666666666666,-0.24999999999999994,0.0,0.0,0.0
MoPC-HR,mopc_hr_official_repo,rx_3_19__seed_713101__new_1__mopc_hr_official_repo__k_20,3-19,713101,1,20,leo_rain_weak,0.8166666666666667,0.8166666666666667,0.0,0.5,0.325,0.175,1.0,1.0,0.0,0.6666666666666666,0.4905660377358491,0.17610062893081752,0.35000000000000003,0.49166666666666664,-0.1416666666666666,0.0,0.0,0.0
MoPC-HR,mopc_hr_official_repo,rx_3_19__seed_713101__new_3__mopc_hr_official_repo__k_1,3-19,713101,3,1,leo_clear_weak,0.8166666666666667,0.8166666666666667,0.0,0.8166666666666667,0.8166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.45,0.0
MoPC-HR,mopc_hr_official_repo,rx_3_19__seed_713101__new_3__mopc_hr_official_repo__k_1,3-19,713101,3,1,leo_low_elev_weak,0.8166666666666667,0.8166666666666667,0.0,0.8166666666666667,0.8166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.45,0.0
MoPC-HR,mopc_hr_official_repo,rx_3_19__seed_713101__new_3__mopc_hr_official_repo__k_1,3-19,713101,3,1,leo_rain_weak,0.8166666666666667,0.8166666666666667,0.0,0.8166666666666667,0.8166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.45,0.0
MoPC-HR,mopc_hr_official_repo,rx_3_19__seed_713101__new_3__mopc_hr_official_repo__k_5,3-19,713101,3,5,leo_clear_weak,0.8166666666666667,0.8166666666666667,0.0,0.8166666666666667,0.8166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.45,0.0
MoPC-HR,mopc_hr_official_repo,rx_3_19__seed_713101__new_3__mopc_hr_official_repo__k_5,3-19,713101,3,5,leo_low_elev_weak,0.8166666666666667,0.8166666666666667,0.0,0.8166666666666667,0.8166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.45,0.0
MoPC-HR,mopc_hr_official_repo,rx_3_19__seed_713101__new_3__mopc_hr_official_repo__k_5,3-19,713101,3,5,leo_rain_weak,0.8166666666666667,0.8166666666666667,0.0,0.8166666666666667,0.8166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.45,0.0
MoPC-HR,mopc_hr_official_repo,rx_3_19__seed_713101__new_3__mopc_hr_official_repo__k_10,3-19,713101,3,10,leo_clear_weak,0.8166666666666667,0.8166666666666667,0.0,0.5166666666666667,0.5083333333333333,0.008333333333333415,0.4166666666666667,0.48333333333333334,-0.06666666666666665,0.4613095238095239,0.4955182072829131,-0.034208683473389234,0.3083333333333333,0.30833333333333335,-5.551115123125783e-17,0.0,0.1,-0.1
MoPC-HR,mopc_hr_official_repo,rx_3_19__seed_713101__new_3__mopc_hr_official_repo__k_10,3-19,713101,3,10,leo_low_elev_weak,0.8166666666666667,0.8166666666666667,0.0,0.55,0.5,0.050000000000000044,0.5,0.36666666666666664,0.13333333333333336,0.5238095238095238,0.423076923076923,0.10073260073260082,0.27499999999999997,0.31666666666666665,-0.041666666666666685,0.0,0.0,0.0
MoPC-HR,mopc_hr_official_repo,rx_3_19__seed_713101__new_3__mopc_hr_official_repo__k_10,3-19,713101,3,10,leo_rain_weak,0.8166666666666667,0.8166666666666667,0.0,0.5333333333333333,0.6416666666666667,-0.10833333333333339,0.4666666666666667,0.26666666666666666,0.2,0.49777777777777776,0.3767584097859327,0.12101936799184504,0.2833333333333333,0.17499999999999993,0.10833333333333339,0.0,0.1,-0.1
MoPC-HR,mopc_hr_official_repo,rx_3_19__seed_713101__new_3__mopc_hr_official_repo__k_20,3-19,713101,3,20,leo_clear_weak,0.8166666666666667,0.8166666666666667,0.0,0.30833333333333335,0.275,0.033333333333333326,0.9,0.5833333333333334,0.31666666666666665,0.4593103448275862,0.3737864077669903,0.08552393706059591,0.5083333333333334,0.5416666666666666,-0.033333333333333215,0.0,0.0,0.0
MoPC-HR,mopc_hr_official_repo,rx_3_19__seed_713101__new_3__mopc_hr_official_repo__k_20,3-19,713101,3,20,leo_low_elev_weak,0.8166666666666667,0.8166666666666667,0.0,0.3416666666666667,0.35,-0.008333333333333304,0.95,0.5,0.44999999999999996,0.5025806451612904,0.4117647058823529,0.0908159392789375,0.47500000000000003,0.4666666666666667,0.00833333333333336,0.0,0.0,0.0
MoPC-HR,mopc_hr_official_repo,rx_3_19__seed_713101__new_3__mopc_hr_official_repo__k_20,3-19,713101,3,20,leo_rain_weak,0.8166666666666667,0.8166666666666667,0.0,0.31666666666666665,0.3333333333333333,-0.016666666666666663,0.8666666666666667,0.5,0.3666666666666667,0.4638497652582159,0.4,0.0638497652582159,0.5,0.48333333333333334,0.016666666666666663,0.0,0.05,-0.05
MoPC-HR,mopc_hr_official_repo,rx_3_19__seed_713101__new_5__mopc_hr_official_repo__k_1,3-19,713101,5,1,leo_clear_weak,0.8166666666666667,0.8166666666666667,0.0,0.8166666666666667,0.8166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.45,0.0
MoPC-HR,mopc_hr_official_repo,rx_3_19__seed_713101__new_5__mopc_hr_official_repo__k_1,3-19,713101,5,1,leo_low_elev_weak,0.8166666666666667,0.8166666666666667,0.0,0.8166666666666667,0.8166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.45,0.0
MoPC-HR,mopc_hr_official_repo,rx_3_19__seed_713101__new_5__mopc_hr_official_repo__k_1,3-19,713101,5,1,leo_rain_weak,0.8166666666666667,0.8166666666666667,0.0,0.8166666666666667,0.8166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.45,0.0
MoPC-HR,mopc_hr_official_repo,rx_3_19__seed_713101__new_5__mopc_hr_official_repo__k_5,3-19,713101,5,5,leo_clear_weak,0.8166666666666667,0.8166666666666667,0.0,0.6,0.7083333333333334,-0.10833333333333339,0.32,0.15,0.17,0.4173913043478261,0.24757281553398056,0.16981848881384556,0.24166666666666667,0.10833333333333328,0.1333333333333334,0.2,0.3,-0.09999999999999998
MoPC-HR,mopc_hr_official_repo,rx_3_19__seed_713101__new_5__mopc_hr_official_repo__k_5,3-19,713101,5,5,leo_low_elev_weak,0.8166666666666667,0.8166666666666667,0.0,0.5916666666666667,0.75,-0.15833333333333333,0.29,0.24,0.04999999999999999,0.38922495274102076,0.36363636363636365,0.02558858910465711,0.25,0.06666666666666665,0.18333333333333335,0.05,0.4,-0.35000000000000003
MoPC-HR,mopc_hr_official_repo,rx_3_19__seed_713101__new_5__mopc_hr_official_repo__k_5,3-19,713101,5,5,leo_rain_weak,0.8166666666666667,0.8166666666666667,0.0,0.6083333333333333,0.7416666666666667,-0.13333333333333341,0.36,0.12,0.24,0.45232358003442336,0.20657640232108315,0.2457471777133402,0.24166666666666667,0.07499999999999996,0.1666666666666667,0.1,0.45,-0.35
MoPC-HR,mopc_hr_official_repo,rx_3_19__seed_713101__new_5__mopc_hr_official_repo__k_10,3-19,713101,5,10,leo_clear_weak,0.8166666666666667,0.8166666666666667,0.0,0.23333333333333334,0.44166666666666665,-0.20833333333333331,0.81,0.37,0.44000000000000006,0.3623003194888179,0.40266940451745376,-0.04036908502863584,0.5833333333333334,0.375,0.20833333333333337,0.0,0.2,-0.2
MoPC-HR,mopc_hr_official_repo,rx_3_19__seed_713101__new_5__mopc_hr_official_repo__k_10,3-19,713101,5,10,leo_low_elev_weak,0.8166666666666667,0.8166666666666667,0.0,0.18333333333333332,0.26666666666666666,-0.08333333333333334,0.78,0.28,0.5,0.29688581314878887,0.2731707317073171,0.023715081441471775,0.6333333333333334,0.55,0.08333333333333337,0.0,0.0,0.0
MoPC-HR,mopc_hr_official_repo,rx_3_19__seed_713101__new_5__mopc_hr_official_repo__k_10,3-19,713101,5,10,leo_rain_weak,0.8166666666666667,0.8166666666666667,0.0,0.23333333333333334,0.5416666666666666,-0.3083333333333333,0.82,0.38,0.43999999999999995,0.3632911392405064,0.4466546112115732,-0.0833634719710668,0.5833333333333334,0.275,0.30833333333333335,0.0,0.1,-0.1
MoPC-HR,mopc_hr_official_repo,rx_3_19__seed_713101__new_5__mopc_hr_official_repo__k_20,3-19,713101,5,20,leo_clear_weak,0.8166666666666667,0.8166666666666667,0.0,0.13333333333333333,0.31666666666666665,-0.18333333333333332,0.9,0.45,0.45,0.232258064516129,0.3717391304347826,-0.13948106591865364,0.6833333333333332,0.5,0.18333333333333324,0.0,0.0,0.0
MoPC-HR,mopc_hr_official_repo,rx_3_19__seed_713101__new_5__mopc_hr_official_repo__k_20,3-19,713101,5,20,leo_low_elev_weak,0.8166666666666667,0.8166666666666667,0.0,0.09166666666666666,0.225,-0.13333333333333336,0.89,0.45,0.44,0.166213921901528,0.3,-0.13378607809847198,0.725,0.5916666666666667,0.1333333333333333,0.0,0.0,0.0
MoPC-HR,mopc_hr_official_repo,rx_3_19__seed_713101__new_5__mopc_hr_official_repo__k_20,3-19,713101,5,20,leo_rain_weak,0.8166666666666667,0.8166666666666667,0.0,0.14166666666666666,0.3,-0.15833333333333333,0.89,0.4,0.49,0.24442649434571886,0.34285714285714286,-0.098430648511424,0.6749999999999999,0.5166666666666666,0.15833333333333333,0.0,0.05,-0.05
MoPC-HR,mopc_hr_official_repo,rx_3_19__seed_713101__new_10__mopc_hr_official_repo__k_1,3-19,713101,10,1,leo_clear_weak,0.8166666666666667,0.8166666666666667,0.0,0.8166666666666667,0.8166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.45,0.0
MoPC-HR,mopc_hr_official_repo,rx_3_19__seed_713101__new_10__mopc_hr_official_repo__k_1,3-19,713101,10,1,leo_low_elev_weak,0.8166666666666667,0.8166666666666667,0.0,0.8166666666666667,0.8166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.45,0.0
MoPC-HR,mopc_hr_official_repo,rx_3_19__seed_713101__new_10__mopc_hr_official_repo__k_1,3-19,713101,10,1,leo_rain_weak,0.8166666666666667,0.8166666666666667,0.0,0.8166666666666667,0.8166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.45,0.0
MoPC-HR,mopc_hr_official_repo,rx_3_19__seed_713101__new_10__mopc_hr_official_repo__k_5,3-19,713101,10,5,leo_clear_weak,0.8166666666666667,0.8166666666666667,0.0,0.31666666666666665,0.5666666666666667,-0.25,0.51,0.115,0.395,0.3907258064516129,0.19119804400977994,0.19952776244183298,0.5,0.25,0.25,0.0,0.15,-0.15
MoPC-HR,mopc_hr_official_repo,rx_3_19__seed_713101__new_10__mopc_hr_official_repo__k_5,3-19,713101,10,5,leo_low_elev_weak,0.8166666666666667,0.8166666666666667,0.0,0.325,0.575,-0.24999999999999994,0.54,0.165,0.375,0.40578034682080927,0.25641891891891894,0.14936142790189033,0.4916666666666667,0.2416666666666667,0.25,0.0,0.35,-0.35
MoPC-HR,mopc_hr_official_repo,rx_3_19__seed_713101__new_10__mopc_hr_official_repo__k_5,3-19,713101,10,5,leo_rain_weak,0.8166666666666667,0.8166666666666667,0.0,0.275,0.6833333333333333,-0.4083333333333333,0.495,0.145,0.35,0.35357142857142854,0.23923541247484909,0.11433601609657945,0.5416666666666666,0.1333333333333333,0.4083333333333333,0.0,0.4,-0.4
MoPC-HR,mopc_hr_official_repo,rx_3_19__seed_713101__new_10__mopc_hr_official_repo__k_10,3-19,713101,10,10,leo_clear_weak,0.8166666666666667,0.8166666666666667,0.0,0.2,0.36666666666666664,-0.16666666666666663,0.655,0.195,0.46,0.3064327485380117,0.2545994065281899,0.051833342009821815,0.6166666666666666,0.45,0.16666666666666657,0.0,0.0,0.0
MoPC-HR,mopc_hr_official_repo,rx_3_19__seed_713101__new_10__mopc_hr_official_repo__k_10,3-19,713101,10,10,leo_low_elev_weak,0.8166666666666667,0.8166666666666667,0.0,0.18333333333333332,0.3,-0.11666666666666667,0.675,0.23,0.44500000000000006,0.28834951456310676,0.26037735849056604,0.02797215607254072,0.6333333333333333,0.5166666666666666,0.1166666666666667,0.0,0.0,0.0
MoPC-HR,mopc_hr_official_repo,rx_3_19__seed_713101__new_10__mopc_hr_official_repo__k_10,3-19,713101,10,10,leo_rain_weak,0.8166666666666667,0.8166666666666667,0.0,0.21666666666666667,0.36666666666666664,-0.14999999999999997,0.625,0.21,0.41500000000000004,0.32178217821782185,0.26705202312138726,0.054730155096434585,0.6,0.45,0.14999999999999997,0.0,0.0,0.0
MoPC-HR,mopc_hr_official_repo,rx_3_19__seed_713101__new_10__mopc_hr_official_repo__k_20,3-19,713101,10,20,leo_clear_weak,0.8166666666666667,0.8166666666666667,0.0,0.11666666666666667,0.2833333333333333,-0.16666666666666666,0.75,0.25,0.5,0.2019230769230769,0.265625,-0.0637019230769231,0.7000000000000001,0.5333333333333333,0.16666666666666674,0.0,0.0,0.0
MoPC-HR,mopc_hr_official_repo,rx_3_19__seed_713101__new_10__mopc_hr_official_repo__k_20,3-19,713101,10,20,leo_low_elev_weak,0.8166666666666667,0.8166666666666667,0.0,0.11666666666666667,0.275,-0.15833333333333335,0.725,0.27,0.45499999999999996,0.20099009900990097,0.27247706422018353,-0.07148696521028255,0.7000000000000001,0.5416666666666666,0.15833333333333344,0.0,0.0,0.0
MoPC-HR,mopc_hr_official_repo,rx_3_19__seed_713101__new_10__mopc_hr_official_repo__k_20,3-19,713101,10,20,leo_rain_weak,0.8166666666666667,0.8166666666666667,0.0,0.13333333333333333,0.26666666666666666,-0.13333333333333333,0.705,0.205,0.5,0.2242544731610338,0.23180212014134274,-0.007547646980308936,0.6833333333333335,0.55,0.13333333333333341,0.0,0.0,0.0
MoPC-HR,mopc_hr_official_repo,rx_3_19__seed_713101__new_25__mopc_hr_official_repo__k_1,3-19,713101,25,1,leo_clear_weak,0.8166666666666667,0.8166666666666667,0.0,0.8083333333333333,0.7916666666666666,0.01666666666666672,0.004,0.004,0.0,0.007960607304062372,0.007959782153330541,8.251507318309675e-07,0.041666666666666664,0.025000000000000022,0.016666666666666642,0.6,0.45,0.14999999999999997
MoPC-HR,mopc_hr_official_repo,rx_3_19__seed_713101__new_25__mopc_hr_official_repo__k_1,3-19,713101,25,1,leo_low_elev_weak,0.8166666666666667,0.8166666666666667,0.0,0.825,0.825,0.0,0.004,0.002,0.002,0.00796139927623643,0.003990326481257558,0.003971072794978873,0.041666666666666664,-0.008333333333333304,0.04999999999999997,0.6,0.65,-0.050000000000000044
MoPC-HR,mopc_hr_official_repo,rx_3_19__seed_713101__new_25__mopc_hr_official_repo__k_1,3-19,713101,25,1,leo_rain_weak,0.8166666666666667,0.8166666666666667,0.0,0.7916666666666666,0.8416666666666667,-0.050000000000000044,0.006,0.0,0.006,0.011909736732135395,0.0,0.011909736732135395,0.08333333333333333,-0.025000000000000022,0.10833333333333335,0.6,0.6,0.0
MoPC-HR,mopc_hr_official_repo,rx_3_19__seed_713101__new_25__mopc_hr_official_repo__k_5,3-19,713101,25,5,leo_clear_weak,0.8166666666666667,0.8166666666666667,0.0,0.13333333333333333,0.4166666666666667,-0.2833333333333333,0.316,0.1,0.216,0.18753709198813057,0.16129032258064516,0.02624676940748541,0.6833333333333332,0.39999999999999997,0.28333333333333327,0.0,0.0,0.0
MoPC-HR,mopc_hr_official_repo,rx_3_19__seed_713101__new_25__mopc_hr_official_repo__k_5,3-19,713101,25,5,leo_low_elev_weak,0.8166666666666667,0.8166666666666667,0.0,0.15833333333333333,0.5833333333333334,-0.42500000000000004,0.368,0.126,0.242,0.2214059531348955,0.20723684210526316,0.014169111029632336,0.6583333333333333,0.23333333333333328,0.42500000000000004,0.0,0.15,-0.15
MoPC-HR,mopc_hr_official_repo,rx_3_19__seed_713101__new_25__mopc_hr_official_repo__k_5,3-19,713101,25,5,leo_rain_weak,0.8166666666666667,0.8166666666666667,0.0,0.15,0.525,-0.375,0.35,0.094,0.256,0.21,0.1594507269789984,0.050549273021001595,0.6666666666666666,0.29166666666666663,0.375,0.0,0.3,-0.3
