run_id,title,local_report,sha256,note
phase1_adv3b03_src5_day123_seed16_e200_20260829_r1,Phase1 ADV3B03 SRC5 DAY123十六种子实验预登记,E:\type10-7\automation_reports\CV-SincNet\phase1_adv3b03_src5_day123_seed16_e200_20260829_r1\report.md,880b8f7509c22622431c0eed5e35ef343b18c6dfe285985a967c79cea17c5ae2,关联报告版本；不等同于独立CORE90基线
phase1_bicad_xr_implementation_20260830,Phase1 ADV3B02-BiCAD-XR实现与实验发布报告,E:\type10-7\automation_reports\CV-SincNet\phase1_bicad_xr_implementation_20260830\report.md,95009e81d13821ef03d0e6d3e6963fcb791f30eed4803696999b17aeba5be6e0,关联报告版本；不等同于独立CORE90基线
phase1_ecrs_v1r_firstbatch_s392005_e200_20260908_r1,ECRS V1R首批N607实验,E:\type10-7\automation_reports\CV-SincNet\phase1_ecrs_v1r_firstbatch_s392005_e200_20260908_r1\report.md,0883c002985217a5e93b93a7eb06b4085f9fdace633f7c64d42210c29d965aba,关联报告版本；不等同于独立CORE90基线
phase1_ecrs_v2_bridge_s392005_e200_20260908_r1,ECRS V2第二批桥接实验,E:\type10-7\automation_reports\CV-SincNet\phase1_ecrs_v2_bridge_s392005_e200_20260908_r1\report.md,2ea38a03c445446aac4fd6ccfda79cf97b36d05116c8c7902c47e16e0c816ea9,关联报告版本；不等同于独立CORE90基线
phase1_ecrs_v2_bridge_s392005_e200_20260908_r2,ECRS V2第二批桥接实验,E:\type10-7\automation_reports\CV-SincNet\phase1_ecrs_v2_bridge_s392005_e200_20260908_r2\report.md,bd37e6c197b83cbdf798501baaa55345746211f40b654e5cac86fb1133030526,关联报告版本；不等同于独立CORE90基线
phase1_hcfdg_a0a5_loro2_seed3_u4000_20260830_r1,Phase1 HCF-DG A0–A5快速源域LORO矩阵,E:\type10-7\automation_reports\CV-SincNet\phase1_hcfdg_a0a5_loro2_seed3_u4000_20260830_r1\report.md,97e7ec839ca48e570923dc235a519bf1ae72321b8e4c3826bafa907f77a05b15,关联报告版本；不等同于独立CORE90基线
phase1_hcfdg_a6a9_loro2_seed392002_u6300_20260830_r1,HCF-DG V2 A6–A9 Phase1深层域泛化实验报告,E:\type10-7\automation_reports\CV-SincNet\phase1_hcfdg_a6a9_loro2_seed392002_u6300_20260830_r1\report.md,71fefff740499fd74c36035a4bb09e30dd6d685ea21d415a7725757880d5fe25,关联报告版本；不等同于独立CORE90基线
phase1_pairbicad_cv2_fixed11_e200_seed392002_20260901_r5,Phase1 PairBiCAD-CV2正式E200矩阵r5,E:\type10-7\automation_reports\CV-SincNet\phase1_pairbicad_cv2_fixed11_e200_seed392002_20260901_r5\report.md,abd5a06114d50e80a7773a49d93235c36862e84ae459677933da295dd553da5f,关联报告版本；不等同于独立CORE90基线
phase1_pairbicad_cv2_screen24_seed392002_20260831_r1,PairBiCAD-CV2 Phase1快速矩阵预登记,E:\type10-7\automation_reports\CV-SincNet\phase1_pairbicad_cv2_screen24_seed392002_20260831_r1\report.md,92ecc71b5e2dcaa17c425d342913c4e79f4fde5a3625f6d231e15f9e9d99bfe0,关联报告版本；不等同于独立CORE90基线
phase2_adv3b02_fasttrust_eff_src5_seed713104_rx7_k20_20260829_r1,Phase2七接收机域目标确认报告,E:\type10-7\automation_reports\CV-SincNet\phase2_adv3b02_fasttrust_eff_src5_seed713104_rx7_k20_20260829_r1\report.md,7bf79ac55fdbfe704afa069b60a6b479bfadf0fcf38d29c9640a37b1b291d57d,关联报告版本；不等同于独立CORE90基线
phase2_adv3b02_fasttrust_eff_src5_seed713104_rx7_k20_20260829_r2,Phase2七接收机域目标确认报告r2,E:\type10-7\automation_reports\CV-SincNet\phase2_adv3b02_fasttrust_eff_src5_seed713104_rx7_k20_20260829_r2\report.md,a29b6cd189a08cd246d40134db81540db84b8a8668f30a0e2616ed9f31a339e5,关联报告版本；不等同于独立CORE90基线
stage2_sf_d3_erbt_idr_new1to20_rx20_1_s713101_m392002_20260828_r1,D3+ERBT-IDR嵌套新类矩阵实验报告,E:\type10-7\automation_reports\CV-SincNet\stage2_sf_d3_erbt_idr_new1to20_rx20_1_s713101_m392002_20260828_r1\report.md,2cda2912a44fcf007a2deeb626a9f397626237acbe038549bbc53fedcb73a8a3,关联报告版本；不等同于独立CORE90基线
stage2_sf_d3_erbt_idr_new1to20_rx20_1_s713101_m392002_20260828_r2_techfix1,D3+ERBT-IDR嵌套新类矩阵实验报告（r2技术修复）,E:\type10-7\automation_reports\CV-SincNet\stage2_sf_d3_erbt_idr_new1to20_rx20_1_s713101_m392002_20260828_r2_techfix1\report.md,2e313485dff602b4c1521924e484761a58257406b54a097809987e46ab5ebd9c,关联报告版本；不等同于独立CORE90基线
stage2_sf_d3_erbt_idr_new1to20_rx20_1_s713101_m392002_20260828_r3_isolated,D3+ERBT-IDR嵌套新类矩阵实验报告（r3私有代码闭包）,E:\type10-7\automation_reports\CV-SincNet\stage2_sf_d3_erbt_idr_new1to20_rx20_1_s713101_m392002_20260828_r3_isolated\report.md,594382e55b9361ae28a9ef338e18c4943351bc6af035ea8ba36b1a83c9cd6cfd,关联报告版本；不等同于独立CORE90基线
stage2_sf_d3_erbt_idr_new1to20_rx20_1_s713101_m392002_20260828_r5_new1fix,D3+ERBT-IDR嵌套新类矩阵实验报告（r5 new1修复）,E:\type10-7\automation_reports\CV-SincNet\stage2_sf_d3_erbt_idr_new1to20_rx20_1_s713101_m392002_20260828_r5_new1fix\report.md,98823adc47477ead9c769f547f144208ba410c0321dfa1b4269157d1a6595183,关联报告版本；不等同于独立CORE90基线
stage2_sf_r5d92_g_j0j3_rx20_1_s713101_m392002_20260828_r1,SF-TAPFT-R5D92-G J0–J3实验报告,E:\type10-7\automation_reports\CV-SincNet\stage2_sf_r5d92_g_j0j3_rx20_1_s713101_m392002_20260828_r1\report.md,8acd207fbfd0368037cb01d05bfb1fbe237aed0e7aad0889bc17b0013eeed789,关联报告版本；不等同于独立CORE90基线
stage2_sf_t3_d92_combo_n2n10n20_rx20_1_s713101_m392002_20260828_r1,SF-TAPFT t3.norm＋D92组合实验报告,E:\type10-7\automation_reports\CV-SincNet\stage2_sf_t3_d92_combo_n2n10n20_rx20_1_s713101_m392002_20260828_r1\report.md,8db0dd080ad431ab854bb8b076317bb79718db1f299b5db087af1225261969fd,关联报告版本；不等同于独立CORE90基线
stage2_sf_t3_d92_combo_n2n10n20_rx20_1_s713101_m392002_20260828_r2_techfix1,SF-TAPFT t3.norm＋D92组合实验r2报告,E:\type10-7\automation_reports\CV-SincNet\stage2_sf_t3_d92_combo_n2n10n20_rx20_1_s713101_m392002_20260828_r2_techfix1\report.md,9f14b1fc631c65072971a5923d6a674d7735931be47d7ca3f65408f53469d46a,关联报告版本；不等同于独立CORE90基线
stage2_sf_tapft_h6_deploy_hardpair_s392002_20260828_r1,SF-TAPFT H6部署化与HardPair全面实验报告,E:\type10-7\automation_reports\CV-SincNet\stage2_sf_tapft_h6_deploy_hardpair_s392002_20260828_r1\report.md,057c71ea5959c3aef703be3b467aeed084a0cd6b3ddf54c354f99630197e83fe,关联报告版本；不等同于独立CORE90基线
stage2_sf_tapft_h6_p0_inplace_delta_s392002_20260828_r1,SF-TAPFT H6 P0原位适配与轻量部署实验报告,E:\type10-7\automation_reports\CV-SincNet\stage2_sf_tapft_h6_p0_inplace_delta_s392002_20260828_r1\report.md,d97cb88ea561566f240df15e867fb9164696a03918f41d7346a317f932141502,关联报告版本；不等同于独立CORE90基线
stage2_sf_tapft_p1_compact_deploy_replay_rx20_1_s392002_20260828_r1,SF-TAPFT P1紧凑部署D0–D4工程回放完整实验报告,E:\type10-7\automation_reports\CV-SincNet\stage2_sf_tapft_p1_compact_deploy_replay_rx20_1_s392002_20260828_r1\report.md,4e1f9d394e0ee86586b2b0ed83236ad44f781ecc4f6d8ffac5a9a19bfcc972b3,关联报告版本；不等同于独立CORE90基线
stage2_sf_tapft_pace_e0e3_rx20_1_s392002_20260828_r1,SF-TAPFT-PACE E0–E3实验报告,E:\type10-7\automation_reports\CV-SincNet\stage2_sf_tapft_pace_e0e3_rx20_1_s392002_20260828_r1\report.md,f9f11912a0f1b67434fba41371c7589a544282314cd19bb56b602563583e2b65,关联报告版本；不等同于独立CORE90基线
wiser_rf_abc_hist_e0_pilot_20260830_v1,WISER-RF ABC历史D92 E0 pilot实验报告,E:\type10-7\automation_reports\CV-SincNet\wiser_rf_abc_hist_e0_pilot_20260830_v1\report.md,ef3576db8de4387a4d796bc3bd76c08880fe86960f2aaf1f6340768b9b9fad5b,关联报告版本；不等同于独立CORE90基线
wiser_rf_abc_hist_e0_pilot_20260831_v2_queryfix1,WISER-RF ABC历史D92 E0 pilot v2,E:\type10-7\automation_reports\CV-SincNet\wiser_rf_abc_hist_e0_pilot_20260831_v2_queryfix1\report.md,a824f04a63454563c049559d577389f963afee5c9fb6da253182be7911b1dbe3,关联报告版本；不等同于独立CORE90基线
wiser_rf_abc_hist_e0_pilot_20260831_v3_zeromodal1,WISER-RF ABC历史D92 E0 pilot v3,E:\type10-7\automation_reports\CV-SincNet\wiser_rf_abc_hist_e0_pilot_20260831_v3_zeromodal1\report.md,dcb139644a264cb627b32314534a52894b4d2a3ff4546882bf206fc1bd79e6b6,关联报告版本；不等同于独立CORE90基线
wiser_rf_cause_l2sp01_20260831_v1,WISER-RF因果诊断：弱L2-SP,E:\type10-7\automation_reports\CV-SincNet\wiser_rf_cause_l2sp01_20260831_v1\report.md,4133036170e05a16b57b9d318c9db37548c27ef707ec53f19a73c2642d5ddbc6,关联报告版本；不等同于独立CORE90基线
wiser_rf_cause_l2sp01_20260831_v2_queryfix1,WISER-RF弱L2-SP v2,E:\type10-7\automation_reports\CV-SincNet\wiser_rf_cause_l2sp01_20260831_v2_queryfix1\report.md,87f4ba1834424248bc636c7d1c7b4f0369842319b0f7b1ab6c2529ab7db9ad13,关联报告版本；不等同于独立CORE90基线
wiser_rf_cause_l2sp01_20260831_v3_zeromodal1,WISER-RF弱L2-SP v3,E:\type10-7\automation_reports\CV-SincNet\wiser_rf_cause_l2sp01_20260831_v3_zeromodal1\report.md,9b8ab9cd410122994097e4a570474348a1bd4a15e2086730b9aba35a03f90417,关联报告版本；不等同于独立CORE90基线
wiser_rf_cause_l2sp20_20260831_v1,WISER-RF因果诊断：强L2-SP,E:\type10-7\automation_reports\CV-SincNet\wiser_rf_cause_l2sp20_20260831_v1\report.md,a84f274c4db9d2061302decc5a5ed3eca159ccc7fed54dbd06972a6a1f98d371,关联报告版本；不等同于独立CORE90基线
wiser_rf_cause_l2sp20_20260831_v2_queryfix1,WISER-RF强L2-SP v2,E:\type10-7\automation_reports\CV-SincNet\wiser_rf_cause_l2sp20_20260831_v2_queryfix1\report.md,7d099b577afe60f9ed9cde54e4526c87422fe0441e8d65e0f8e1e5c9e1c149fe,关联报告版本；不等同于独立CORE90基线
wiser_rf_cause_l2sp20_20260831_v3_zeromodal1,WISER-RF强L2-SP v3,E:\type10-7\automation_reports\CV-SincNet\wiser_rf_cause_l2sp20_20260831_v3_zeromodal1\report.md,8f3194c7f039c143fcc2627758c3a26fe0748689407e5bad6faba6b4661f6e71,关联报告版本；不等同于独立CORE90基线
wiser_rf_cause_nol2sp_20260831_v1,WISER-RF因果诊断：移除L2-SP,E:\type10-7\automation_reports\CV-SincNet\wiser_rf_cause_nol2sp_20260831_v1\report.md,2a239ffa9a48b72284e5fc59296199fbf5e09ba97c6b327448f75b86aa44413e,关联报告版本；不等同于独立CORE90基线
wiser_rf_cause_nol2sp_20260831_v2_queryfix1,WISER-RF移除L2-SP v2,E:\type10-7\automation_reports\CV-SincNet\wiser_rf_cause_nol2sp_20260831_v2_queryfix1\report.md,012202be39947bc04049639f5feeaea84398460d12adc5246fbde72aa313dd12,关联报告版本；不等同于独立CORE90基线
wiser_rf_cause_nol2sp_20260831_v3_zeromodal1,WISER-RF移除L2-SP v3,E:\type10-7\automation_reports\CV-SincNet\wiser_rf_cause_nol2sp_20260831_v3_zeromodal1\report.md,56e96f3d27f46f3bf591061487ffeabcdaebb74c1d5f484658ce11a8e6fb6e9e,关联报告版本；不等同于独立CORE90基线
wiser_rf_cause_noproto_20260831_v1,WISER-RF因果诊断：移除LOO原型项,E:\type10-7\automation_reports\CV-SincNet\wiser_rf_cause_noproto_20260831_v1\report.md,22a7a5a746d9a4c31bb9979a8eaff695135f63359067cd1f5c8d1e8118e0d3e0,关联报告版本；不等同于独立CORE90基线
wiser_rf_cause_noproto_20260831_v2_queryfix1,WISER-RF移除LOO原型项 v2,E:\type10-7\automation_reports\CV-SincNet\wiser_rf_cause_noproto_20260831_v2_queryfix1\report.md,e535764065ba2c4ec2d00489ec0d2bac16335086c003c474e92fbcb4d5495b14,关联报告版本；不等同于独立CORE90基线
wiser_rf_cause_short_20260831_v1,WISER-RF因果诊断：短训练,E:\type10-7\automation_reports\CV-SincNet\wiser_rf_cause_short_20260831_v1\report.md,df70519f04b164440774f8a4b18b92323fd3062026176867c59763991dc552a3,关联报告版本；不等同于独立CORE90基线
wiser_rf_cause_short_20260831_v2_queryfix1,WISER-RF短训练 v2,E:\type10-7\automation_reports\CV-SincNet\wiser_rf_cause_short_20260831_v2_queryfix1\report.md,87329ee7ff58b7ed3e34a058824693b235ce62e0fe2d15af65b8de0f38290b4f,关联报告版本；不等同于独立CORE90基线
wiser_rf_cause_short_20260831_v3_zeromodal1,WISER-RF短训练 v3,E:\type10-7\automation_reports\CV-SincNet\wiser_rf_cause_short_20260831_v3_zeromodal1\report.md,8a56ca973755dd5b48ad9a2d810c4ed594fab14e8173ec4e72a6e5dfbdb8a579,关联报告版本；不等同于独立CORE90基线
wiser_rf_cause_vsw01_20260831_v1,WISER-RF因果诊断：弱VSW,E:\type10-7\automation_reports\CV-SincNet\wiser_rf_cause_vsw01_20260831_v1\report.md,bbe00b2f7bbb376035f19b350e3375c24aa01eb0980cb460ce03171a98fb89dc,关联报告版本；不等同于独立CORE90基线
wiser_rf_cause_vsw01_20260831_v2_queryfix1,WISER-RF弱VSW v2,E:\type10-7\automation_reports\CV-SincNet\wiser_rf_cause_vsw01_20260831_v2_queryfix1\report.md,1308844ebd4c9d5842031dac6ceb9d92944891e32030c0210f52b46d8d7527b8,关联报告版本；不等同于独立CORE90基线
wiser_rf_cause_vsw10_20260831_v1,WISER-RF因果诊断：强VSW,E:\type10-7\automation_reports\CV-SincNet\wiser_rf_cause_vsw10_20260831_v1\report.md,fa6fdba8bf054f07fc6457dec7e83e1f11ff2286017e9de6b0dc645cdd29f50a,关联报告版本；不等同于独立CORE90基线
wiser_rf_cause_vsw10_20260831_v2_queryfix1,WISER-RF强VSW v2,E:\type10-7\automation_reports\CV-SincNet\wiser_rf_cause_vsw10_20260831_v2_queryfix1\report.md,0ee7284c31fca985937d80f2b9ff88757d692c0ba11bbbfeb5c0cbf1e4432cc2,关联报告版本；不等同于独立CORE90基线
wiser_rf_cause_vsw10_20260831_v3_zeromodal1,WISER-RF强VSW v3,E:\type10-7\automation_reports\CV-SincNet\wiser_rf_cause_vsw10_20260831_v3_zeromodal1\report.md,26511f8deb2a9560cf884051b6da9d519d95fbd7f075c7889d43a33784d224eb,关联报告版本；不等同于独立CORE90基线
wiser_rf_p3_primary_hist_e0_20260831_v1,WISER-RF P3-Primary最小预登记报告,E:\type10-7\automation_reports\CV-SincNet\wiser_rf_p3_primary_hist_e0_20260831_v1\report.md,8de1fe48adc859b0362f6719ef4a77ec0beaa28e3305aa9673b14fe51af78054,关联报告版本；不等同于独立CORE90基线
wiser_rf_p3_primary_hist_e0_20260831_v1_bindfix1,WISER-RF P3-Primary历史绑定修复pilot预登记,E:\type10-7\automation_reports\CV-SincNet\wiser_rf_p3_primary_hist_e0_20260831_v1_bindfix1\report.md,4ed3698b196c7a088cbc1e5fae52769fcc2216e05dd453f4e7c8912e1e05fc83,关联报告版本；不等同于独立CORE90基线
wiser_rf_p3_primary_hist_e0_20260831_v1_gradfix1,WISER-RF P3-Primary历史pilot预登记与技术终止分析,E:\type10-7\automation_reports\CV-SincNet\wiser_rf_p3_primary_hist_e0_20260831_v1_gradfix1\report.md,d6bbbff8248702e94f50d89073e6db6e1f04bf2db983e508de658504112ffa66,关联报告版本；不等同于独立CORE90基线
wiser_rf_p3_primary_hist_e0_20260901_v1_stablefast1,WISER-RF P3-Primary稳定快速版预登记与机制核查报告,E:\type10-7\automation_reports\CV-SincNet\wiser_rf_p3_primary_hist_e0_20260901_v1_stablefast1\report.md,aa4630372e562b4ffe0fd85487a621d9badde7f7056c1d4b4b1ec5e5befb3fae,关联报告版本；不等同于独立CORE90基线
