method,scope,scene,dimension,value,total,correct,accuracy_pct,macro_f1_pct
GAME_B0,target168k,leo_clear_weak,receiver_tx,5:5,4000,3749,93.72500000000001,
GAME_B0,target168k,leo_clear_weak,receiver,7,24000,11957,49.82083333333333,50.64004589138909
GAME_B0,target168k,leo_clear_weak,receiver_tx,7:0,4000,2062,51.55,
GAME_B0,target168k,leo_clear_weak,receiver_tx,7:1,4000,1922,48.05,
GAME_B0,target168k,leo_clear_weak,receiver_tx,7:2,4000,973,24.325,
GAME_B0,target168k,leo_clear_weak,receiver_tx,7:3,4000,1255,31.374999999999996,
GAME_B0,target168k,leo_clear_weak,receiver_tx,7:4,4000,2493,62.324999999999996,
GAME_B0,target168k,leo_clear_weak,receiver_tx,7:5,4000,3252,81.3,
GAME_B0,target168k,leo_clear_weak,receiver,9,24000,15929,66.37083333333334,64.59872476644254
GAME_B0,target168k,leo_clear_weak,receiver_tx,9:0,4000,2842,71.05,
GAME_B0,target168k,leo_clear_weak,receiver_tx,9:1,4000,884,22.1,
GAME_B0,target168k,leo_clear_weak,receiver_tx,9:2,4000,2541,63.525,
GAME_B0,target168k,leo_clear_weak,receiver_tx,9:3,4000,3826,95.65,
GAME_B0,target168k,leo_clear_weak,receiver_tx,9:4,4000,3988,99.7,
GAME_B0,target168k,leo_clear_weak,receiver_tx,9:5,4000,1848,46.2,
GAME_B0,target168k,leo_clear_weak,receiver,10,24000,16753,69.80416666666667,69.5192322849469
GAME_B0,target168k,leo_clear_weak,receiver_tx,10:0,4000,2647,66.175,
GAME_B0,target168k,leo_clear_weak,receiver_tx,10:1,4000,2345,58.62500000000001,
GAME_B0,target168k,leo_clear_weak,receiver_tx,10:2,4000,2421,60.525,
GAME_B0,target168k,leo_clear_weak,receiver_tx,10:3,4000,1529,38.224999999999994,
GAME_B0,target168k,leo_clear_weak,receiver_tx,10:4,4000,3820,95.5,
GAME_B0,target168k,leo_clear_weak,receiver_tx,10:5,4000,3991,99.775,
GAME_B0,target168k,leo_clear_weak,receiver,11,24000,14964,62.35000000000001,55.9283176482483
GAME_B0,target168k,leo_clear_weak,receiver_tx,11:0,4000,1286,32.15,
GAME_B0,target168k,leo_clear_weak,receiver_tx,11:1,4000,1931,48.275,
GAME_B0,target168k,leo_clear_weak,receiver_tx,11:2,4000,160,4.0,
GAME_B0,target168k,leo_clear_weak,receiver_tx,11:3,4000,3856,96.39999999999999,
GAME_B0,target168k,leo_clear_weak,receiver_tx,11:4,4000,3980,99.5,
GAME_B0,target168k,leo_clear_weak,receiver_tx,11:5,4000,3751,93.77499999999999,
GAME_B0,target168k,leo_clear_weak,day,0,42000,25729,61.259523809523806,60.74310302052002
GAME_B0,target168k,leo_clear_weak,day_tx,0:0,7000,3770,53.85714285714286,
GAME_B0,target168k,leo_clear_weak,day_tx,0:1,7000,2287,32.67142857142857,
GAME_B0,target168k,leo_clear_weak,day_tx,0:2,7000,3000,42.857142857142854,
GAME_B0,target168k,leo_clear_weak,day_tx,0:3,7000,4494,64.2,
GAME_B0,target168k,leo_clear_weak,day_tx,0:4,7000,6182,88.31428571428572,
GAME_B0,target168k,leo_clear_weak,day_tx,0:5,7000,5996,85.65714285714286,
GAME_B0,target168k,leo_clear_weak,day,1,42000,26943,64.14999999999999,64.52792471015928
GAME_B0,target168k,leo_clear_weak,day_tx,1:0,7000,3943,56.32857142857143,
GAME_B0,target168k,leo_clear_weak,day_tx,1:1,7000,3172,45.31428571428571,
GAME_B0,target168k,leo_clear_weak,day_tx,1:2,7000,3703,52.900000000000006,
GAME_B0,target168k,leo_clear_weak,day_tx,1:3,7000,4123,58.9,
GAME_B0,target168k,leo_clear_weak,day_tx,1:4,7000,6010,85.85714285714286,
GAME_B0,target168k,leo_clear_weak,day_tx,1:5,7000,5992,85.6,
GAME_B0,target168k,leo_clear_weak,day,2,42000,25978,61.85238095238095,62.129783257617234
GAME_B0,target168k,leo_clear_weak,day_tx,2:0,7000,3854,55.05714285714286,
GAME_B0,target168k,leo_clear_weak,day_tx,2:1,7000,2506,35.8,
GAME_B0,target168k,leo_clear_weak,day_tx,2:2,7000,3626,51.800000000000004,
GAME_B0,target168k,leo_clear_weak,day_tx,2:3,7000,3712,53.028571428571425,
GAME_B0,target168k,leo_clear_weak,day_tx,2:4,7000,6734,96.2,
GAME_B0,target168k,leo_clear_weak,day_tx,2:5,7000,5546,79.22857142857143,
GAME_B0,target168k,leo_clear_weak,day,3,42000,27085,64.48809523809523,64.39235632155426
GAME_B0,target168k,leo_clear_weak,day_tx,3:0,7000,3139,44.84285714285715,
GAME_B0,target168k,leo_clear_weak,day_tx,3:1,7000,3146,44.94285714285714,
GAME_B0,target168k,leo_clear_weak,day_tx,3:2,7000,3602,51.457142857142856,
GAME_B0,target168k,leo_clear_weak,day_tx,3:3,7000,4562,65.17142857142856,
GAME_B0,target168k,leo_clear_weak,day_tx,3:4,7000,6561,93.72857142857143,
GAME_B0,target168k,leo_clear_weak,day_tx,3:5,7000,6075,86.78571428571429,
GAME_B0,target168k,leo_clear_weak,tx,0,28000,14706,52.52142857142857,
GAME_B0,target168k,leo_clear_weak,tx,1,28000,11111,39.68214285714286,
GAME_B0,target168k,leo_clear_weak,tx,2,28000,13931,49.75357142857143,
GAME_B0,target168k,leo_clear_weak,tx,3,28000,16891,60.324999999999996,
GAME_B0,target168k,leo_clear_weak,tx,4,28000,25487,91.025,
GAME_B0,target168k,leo_clear_weak,tx,5,28000,23609,84.31785714285715,
GAME_B0,target168k,leo_low_elev_weak,overall,all,168000,103043,61.335119047619045,61.152483301058865
GAME_B0,target168k,leo_low_elev_weak,receiver,0,24000,17207,71.69583333333334,71.46270546319575
GAME_B0,target168k,leo_low_elev_weak,receiver_tx,0:0,4000,2441,61.025,
GAME_B0,target168k,leo_low_elev_weak,receiver_tx,0:1,4000,1757,43.925,
GAME_B0,target168k,leo_low_elev_weak,receiver_tx,0:2,4000,2801,70.025,
GAME_B0,target168k,leo_low_elev_weak,receiver_tx,0:3,4000,3238,80.95,
GAME_B0,target168k,leo_low_elev_weak,receiver_tx,0:4,4000,3611,90.275,
GAME_B0,target168k,leo_low_elev_weak,receiver_tx,0:5,4000,3359,83.975,
GAME_B0,target168k,leo_low_elev_weak,receiver,2,24000,10767,44.8625,44.266671997910485
GAME_B0,target168k,leo_low_elev_weak,receiver_tx,2:0,4000,1527,38.175,
GAME_B0,target168k,leo_low_elev_weak,receiver_tx,2:1,4000,584,14.6,
GAME_B0,target168k,leo_low_elev_weak,receiver_tx,2:2,4000,1261,31.525,
GAME_B0,target168k,leo_low_elev_weak,receiver_tx,2:3,4000,280,7.000000000000001,
GAME_B0,target168k,leo_low_elev_weak,receiver_tx,2:4,4000,3502,87.55,
GAME_B0,target168k,leo_low_elev_weak,receiver_tx,2:5,4000,3613,90.325,
GAME_B0,target168k,leo_low_elev_weak,receiver,5,24000,17282,72.00833333333333,71.85372575621123
GAME_B0,target168k,leo_low_elev_weak,receiver_tx,5:0,4000,1973,49.325,
GAME_B0,target168k,leo_low_elev_weak,receiver_tx,5:1,4000,1712,42.8,
GAME_B0,target168k,leo_low_elev_weak,receiver_tx,5:2,4000,3377,84.425,
GAME_B0,target168k,leo_low_elev_weak,receiver_tx,5:3,4000,2557,63.925,
GAME_B0,target168k,leo_low_elev_weak,receiver_tx,5:4,4000,3887,97.175,
GAME_B0,target168k,leo_low_elev_weak,receiver_tx,5:5,4000,3776,94.39999999999999,
GAME_B0,target168k,leo_low_elev_weak,receiver,7,24000,11480,47.833333333333336,48.290648173145485
GAME_B0,target168k,leo_low_elev_weak,receiver_tx,7:0,4000,1933,48.325,
GAME_B0,target168k,leo_low_elev_weak,receiver_tx,7:1,4000,1909,47.725,
GAME_B0,target168k,leo_low_elev_weak,receiver_tx,7:2,4000,955,23.875,
GAME_B0,target168k,leo_low_elev_weak,receiver_tx,7:3,4000,981,24.525,
GAME_B0,target168k,leo_low_elev_weak,receiver_tx,7:4,4000,2472,61.8,
GAME_B0,target168k,leo_low_elev_weak,receiver_tx,7:5,4000,3230,80.75,
GAME_B0,target168k,leo_low_elev_weak,receiver,9,24000,15733,65.55416666666667,63.87325490172508
GAME_B0,target168k,leo_low_elev_weak,receiver_tx,9:0,4000,2716,67.9,
GAME_B0,target168k,leo_low_elev_weak,receiver_tx,9:1,4000,890,22.25,
GAME_B0,target168k,leo_low_elev_weak,receiver_tx,9:2,4000,2316,57.9,
GAME_B0,target168k,leo_low_elev_weak,receiver_tx,9:3,4000,3659,91.475,
GAME_B0,target168k,leo_low_elev_weak,receiver_tx,9:4,4000,3961,99.02499999999999,
GAME_B0,target168k,leo_low_elev_weak,receiver_tx,9:5,4000,2191,54.775,
GAME_B0,target168k,leo_low_elev_weak,receiver,10,24000,15991,66.62916666666666,66.27488477280849
GAME_B0,target168k,leo_low_elev_weak,receiver_tx,10:0,4000,2531,63.275000000000006,
GAME_B0,target168k,leo_low_elev_weak,receiver_tx,10:1,4000,2252,56.3,
GAME_B0,target168k,leo_low_elev_weak,receiver_tx,10:2,4000,2182,54.55,
GAME_B0,target168k,leo_low_elev_weak,receiver_tx,10:3,4000,1433,35.825,
GAME_B0,target168k,leo_low_elev_weak,receiver_tx,10:4,4000,3635,90.875,
GAME_B0,target168k,leo_low_elev_weak,receiver_tx,10:5,4000,3958,98.95,
GAME_B0,target168k,leo_low_elev_weak,receiver,11,24000,14583,60.762499999999996,54.61101217706693
GAME_B0,target168k,leo_low_elev_weak,receiver_tx,11:0,4000,1347,33.675,
GAME_B0,target168k,leo_low_elev_weak,receiver_tx,11:1,4000,1846,46.150000000000006,
GAME_B0,target168k,leo_low_elev_weak,receiver_tx,11:2,4000,177,4.425,
GAME_B0,target168k,leo_low_elev_weak,receiver_tx,11:3,4000,3574,89.35,
GAME_B0,target168k,leo_low_elev_weak,receiver_tx,11:4,4000,3941,98.52499999999999,
GAME_B0,target168k,leo_low_elev_weak,receiver_tx,11:5,4000,3698,92.45,
GAME_B0,target168k,leo_low_elev_weak,day,0,42000,25078,59.709523809523816,58.97798044943298
GAME_B0,target168k,leo_low_elev_weak,day_tx,0:0,7000,3660,52.28571428571429,
GAME_B0,target168k,leo_low_elev_weak,day_tx,0:1,7000,2207,31.52857142857143,
GAME_B0,target168k,leo_low_elev_weak,day_tx,0:2,7000,2895,41.35714285714286,
GAME_B0,target168k,leo_low_elev_weak,day_tx,0:3,7000,4122,58.885714285714286,
GAME_B0,target168k,leo_low_elev_weak,day_tx,0:4,7000,6132,87.6,
GAME_B0,target168k,leo_low_elev_weak,day_tx,0:5,7000,6062,86.6,
GAME_B0,target168k,leo_low_elev_weak,day,1,42000,26143,62.2452380952381,62.29949060712548
GAME_B0,target168k,leo_low_elev_weak,day_tx,1:0,7000,3640,52.0,
GAME_B0,target168k,leo_low_elev_weak,day_tx,1:1,7000,3100,44.285714285714285,
GAME_B0,target168k,leo_low_elev_weak,day_tx,1:2,7000,3514,50.2,
GAME_B0,target168k,leo_low_elev_weak,day_tx,1:3,7000,3877,55.385714285714286,
GAME_B0,target168k,leo_low_elev_weak,day_tx,1:4,7000,5951,85.0142857142857,
GAME_B0,target168k,leo_low_elev_weak,day_tx,1:5,7000,6061,86.58571428571429,
GAME_B0,target168k,leo_low_elev_weak,day,2,42000,25239,60.09285714285715,60.12722103037965
GAME_B0,target168k,leo_low_elev_weak,day_tx,2:0,7000,3782,54.028571428571425,
GAME_B0,target168k,leo_low_elev_weak,day_tx,2:1,7000,2437,34.81428571428572,
GAME_B0,target168k,leo_low_elev_weak,day_tx,2:2,7000,3370,48.142857142857146,
GAME_B0,target168k,leo_low_elev_weak,day_tx,2:3,7000,3467,49.528571428571425,
GAME_B0,target168k,leo_low_elev_weak,day_tx,2:4,7000,6563,93.75714285714287,
GAME_B0,target168k,leo_low_elev_weak,day_tx,2:5,7000,5620,80.28571428571428,
GAME_B0,target168k,leo_low_elev_weak,day,3,42000,26583,63.29285714285714,63.07271846386294
GAME_B0,target168k,leo_low_elev_weak,day_tx,3:0,7000,3386,48.371428571428574,
GAME_B0,target168k,leo_low_elev_weak,day_tx,3:1,7000,3206,45.800000000000004,
GAME_B0,target168k,leo_low_elev_weak,day_tx,3:2,7000,3290,47.0,
GAME_B0,target168k,leo_low_elev_weak,day_tx,3:3,7000,4256,60.8,
GAME_B0,target168k,leo_low_elev_weak,day_tx,3:4,7000,6363,90.9,
GAME_B0,target168k,leo_low_elev_weak,day_tx,3:5,7000,6082,86.88571428571429,
GAME_B0,target168k,leo_low_elev_weak,tx,0,28000,14468,51.67142857142857,
GAME_B0,target168k,leo_low_elev_weak,tx,1,28000,10950,39.107142857142854,
GAME_B0,target168k,leo_low_elev_weak,tx,2,28000,13069,46.675,
GAME_B0,target168k,leo_low_elev_weak,tx,3,28000,15722,56.15,
GAME_B0,target168k,leo_low_elev_weak,tx,4,28000,25009,89.31785714285714,
GAME_B0,target168k,leo_low_elev_weak,tx,5,28000,23825,85.08928571428571,
GAME_B0,target168k,leo_rain_weak,overall,all,168000,102705,61.13392857142858,60.89066760101459
GAME_B0,target168k,leo_rain_weak,receiver,0,24000,16948,70.61666666666667,70.37799063318039
GAME_B0,target168k,leo_rain_weak,receiver_tx,0:0,4000,2407,60.175,
GAME_B0,target168k,leo_rain_weak,receiver_tx,0:1,4000,1670,41.75,
GAME_B0,target168k,leo_rain_weak,receiver_tx,0:2,4000,2772,69.3,
GAME_B0,target168k,leo_rain_weak,receiver_tx,0:3,4000,3072,76.8,
GAME_B0,target168k,leo_rain_weak,receiver_tx,0:4,4000,3591,89.775,
GAME_B0,target168k,leo_rain_weak,receiver_tx,0:5,4000,3436,85.9,
GAME_B0,target168k,leo_rain_weak,receiver,2,24000,10809,45.0375,44.28638526697986
GAME_B0,target168k,leo_rain_weak,receiver_tx,2:0,4000,1651,41.275,
GAME_B0,target168k,leo_rain_weak,receiver_tx,2:1,4000,461,11.525,
GAME_B0,target168k,leo_rain_weak,receiver_tx,2:2,4000,1286,32.15,
GAME_B0,target168k,leo_rain_weak,receiver_tx,2:3,4000,260,6.5,
GAME_B0,target168k,leo_rain_weak,receiver_tx,2:4,4000,3510,87.75,
GAME_B0,target168k,leo_rain_weak,receiver_tx,2:5,4000,3641,91.025,
GAME_B0,target168k,leo_rain_weak,receiver,5,24000,17256,71.89999999999999,71.74211506681365
GAME_B0,target168k,leo_rain_weak,receiver_tx,5:0,4000,2021,50.525,
GAME_B0,target168k,leo_rain_weak,receiver_tx,5:1,4000,1710,42.75,
GAME_B0,target168k,leo_rain_weak,receiver_tx,5:2,4000,3413,85.32499999999999,
GAME_B0,target168k,leo_rain_weak,receiver_tx,5:3,4000,2414,60.35,
GAME_B0,target168k,leo_rain_weak,receiver_tx,5:4,4000,3887,97.175,
GAME_B0,target168k,leo_rain_weak,receiver_tx,5:5,4000,3811,95.275,
GAME_B0,target168k,leo_rain_weak,receiver,7,24000,11502,47.925000000000004,48.1799655046552
GAME_B0,target168k,leo_rain_weak,receiver_tx,7:0,4000,2046,51.15,
GAME_B0,target168k,leo_rain_weak,receiver_tx,7:1,4000,1867,46.675,
GAME_B0,target168k,leo_rain_weak,receiver_tx,7:2,4000,919,22.975,
GAME_B0,target168k,leo_rain_weak,receiver_tx,7:3,4000,976,24.4,
GAME_B0,target168k,leo_rain_weak,receiver_tx,7:4,4000,2494,62.35000000000001,
GAME_B0,target168k,leo_rain_weak,receiver_tx,7:5,4000,3200,80.0,
GAME_B0,target168k,leo_rain_weak,receiver,9,24000,15620,65.08333333333334,63.466974297865086
GAME_B0,target168k,leo_rain_weak,receiver_tx,9:0,4000,2785,69.625,
GAME_B0,target168k,leo_rain_weak,receiver_tx,9:1,4000,896,22.400000000000002,
GAME_B0,target168k,leo_rain_weak,receiver_tx,9:2,4000,2328,58.199999999999996,
GAME_B0,target168k,leo_rain_weak,receiver_tx,9:3,4000,3481,87.02499999999999,
GAME_B0,target168k,leo_rain_weak,receiver_tx,9:4,4000,3967,99.175,
GAME_B0,target168k,leo_rain_weak,receiver_tx,9:5,4000,2163,54.074999999999996,
GAME_B0,target168k,leo_rain_weak,receiver,10,24000,15908,66.28333333333333,65.71879404820582
GAME_B0,target168k,leo_rain_weak,receiver_tx,10:0,4000,2600,65.0,
GAME_B0,target168k,leo_rain_weak,receiver_tx,10:1,4000,2228,55.7,
GAME_B0,target168k,leo_rain_weak,receiver_tx,10:2,4000,2141,53.525,
GAME_B0,target168k,leo_rain_weak,receiver_tx,10:3,4000,1368,34.2,
GAME_B0,target168k,leo_rain_weak,receiver_tx,10:4,4000,3609,90.225,
GAME_B0,target168k,leo_rain_weak,receiver_tx,10:5,4000,3962,99.05000000000001,
GAME_B0,target168k,leo_rain_weak,receiver,11,24000,14662,61.09166666666667,55.29828243639593
GAME_B0,target168k,leo_rain_weak,receiver_tx,11:0,4000,1547,38.675,
GAME_B0,target168k,leo_rain_weak,receiver_tx,11:1,4000,1835,45.875,
GAME_B0,target168k,leo_rain_weak,receiver_tx,11:2,4000,194,4.8500000000000005,
GAME_B0,target168k,leo_rain_weak,receiver_tx,11:3,4000,3430,85.75,
GAME_B0,target168k,leo_rain_weak,receiver_tx,11:4,4000,3933,98.32499999999999,
GAME_B0,target168k,leo_rain_weak,receiver_tx,11:5,4000,3723,93.075,
GAME_B0,target168k,leo_rain_weak,day,0,42000,24936,59.371428571428574,58.551805619243126
GAME_B0,target168k,leo_rain_weak,day_tx,0:0,7000,3832,54.74285714285714,
GAME_B0,target168k,leo_rain_weak,day_tx,0:1,7000,2124,30.342857142857145,
GAME_B0,target168k,leo_rain_weak,day_tx,0:2,7000,2825,40.35714285714286,
GAME_B0,target168k,leo_rain_weak,day_tx,0:3,7000,3977,56.81428571428572,
GAME_B0,target168k,leo_rain_weak,day_tx,0:4,7000,6086,86.94285714285715,
GAME_B0,target168k,leo_rain_weak,day_tx,0:5,7000,6092,87.02857142857144,
GAME_B0,target168k,leo_rain_weak,day,1,42000,26387,62.82619047619048,62.82716254021273
GAME_B0,target168k,leo_rain_weak,day_tx,1:0,7000,3899,55.7,
GAME_B0,target168k,leo_rain_weak,day_tx,1:1,7000,3131,44.72857142857143,
GAME_B0,target168k,leo_rain_weak,day_tx,1:2,7000,3512,50.171428571428564,
GAME_B0,target168k,leo_rain_weak,day_tx,1:3,7000,3737,53.38571428571428,
GAME_B0,target168k,leo_rain_weak,day_tx,1:4,7000,5969,85.27142857142857,
GAME_B0,target168k,leo_rain_weak,day_tx,1:5,7000,6139,87.7,
GAME_B0,target168k,leo_rain_weak,day,2,42000,25097,59.7547619047619,59.66929613041724
GAME_B0,target168k,leo_rain_weak,day_tx,2:0,7000,3931,56.15714285714286,
GAME_B0,target168k,leo_rain_weak,day_tx,2:1,7000,2286,32.65714285714286,
GAME_B0,target168k,leo_rain_weak,day_tx,2:2,7000,3383,48.32857142857143,
GAME_B0,target168k,leo_rain_weak,day_tx,2:3,7000,3344,47.77142857142857,
GAME_B0,target168k,leo_rain_weak,day_tx,2:4,7000,6541,93.44285714285714,
GAME_B0,target168k,leo_rain_weak,day_tx,2:5,7000,5612,80.17142857142858,
GAME_B0,target168k,leo_rain_weak,day,3,42000,26285,62.583333333333336,62.34354236647509
GAME_B0,target168k,leo_rain_weak,day_tx,3:0,7000,3395,48.5,
GAME_B0,target168k,leo_rain_weak,day_tx,3:1,7000,3126,44.65714285714286,
GAME_B0,target168k,leo_rain_weak,day_tx,3:2,7000,3333,47.614285714285714,
GAME_B0,target168k,leo_rain_weak,day_tx,3:3,7000,3943,56.32857142857143,
GAME_B0,target168k,leo_rain_weak,day_tx,3:4,7000,6395,91.35714285714286,
GAME_B0,target168k,leo_rain_weak,day_tx,3:5,7000,6093,87.04285714285714,
GAME_B0,target168k,leo_rain_weak,tx,0,28000,15057,53.77499999999999,
GAME_B0,target168k,leo_rain_weak,tx,1,28000,10667,38.09642857142857,
GAME_B0,target168k,leo_rain_weak,tx,2,28000,13053,46.61785714285715,
GAME_B0,target168k,leo_rain_weak,tx,3,28000,15001,53.574999999999996,
GAME_B0,target168k,leo_rain_weak,tx,4,28000,24991,89.25357142857143,
GAME_B0,target168k,leo_rain_weak,tx,5,28000,23936,85.48571428571428,
CROSS_U0,heldout198k,clean,overall,all,198000,153055,77.30050505050505,
CROSS_U0,heldout198k,clean,named_alias,test_unseen_day_seen_rx,30000,27505,91.68333333333334,
CROSS_U0,heldout198k,clean,named_alias,test_day_0,30000,27505,91.68333333333334,
CROSS_U0,heldout198k,clean,named_alias,test_seen_day_unseen_rx,126000,94461,74.96904761904761,
CROSS_U0,heldout198k,clean,named_alias,test_rx_0,18000,15284,84.91111111111111,
CROSS_U0,heldout198k,clean,named_alias,test_rx_2,18000,10048,55.822222222222216,
CROSS_U0,heldout198k,clean,named_alias,test_rx_5,18000,15502,86.12222222222222,
CROSS_U0,heldout198k,clean,named_alias,test_rx_7,18000,10375,57.638888888888886,
CROSS_U0,heldout198k,clean,named_alias,test_rx_9,18000,14708,81.71111111111111,
CROSS_U0,heldout198k,clean,named_alias,test_rx_10,18000,14548,80.82222222222222,
CROSS_U0,heldout198k,clean,named_alias,test_rx_11,18000,13996,77.75555555555556,
CROSS_U0,heldout198k,clean,named_alias,test_unseen_day_unseen_rx,42000,31089,74.02142857142857,
CROSS_U0,heldout198k,clean,named_alias,test_unseen_day_rx_0,6000,3977,66.28333333333333,
CROSS_U0,heldout198k,clean,named_alias,test_unseen_day_rx_2,6000,3653,60.88333333333333,
CROSS_U0,heldout198k,clean,named_alias,test_unseen_day_rx_5,6000,5081,84.68333333333334,
CROSS_U0,heldout198k,clean,named_alias,test_unseen_day_rx_7,6000,5248,87.46666666666667,
CROSS_U0,heldout198k,clean,named_alias,test_unseen_day_rx_9,6000,3587,59.78333333333333,
CROSS_U0,heldout198k,clean,named_alias,test_unseen_day_rx_10,6000,4815,80.25,
CROSS_U0,heldout198k,clean,named_alias,test_unseen_day_rx_11,6000,4728,78.8,
CROSS_U0,target168k,clean,receiver,0,24000,19261,80.25416666666666,
CROSS_U0,source_rx_day0,clean,receiver,1,6000,4426,73.76666666666667,
CROSS_U0,target168k,clean,receiver,2,24000,13701,57.087500000000006,
CROSS_U0,source_rx_day0,clean,receiver,3,6000,5697,94.95,
CROSS_U0,source_rx_day0,clean,receiver,4,6000,5866,97.76666666666667,
CROSS_U0,target168k,clean,receiver,5,24000,20583,85.7625,
CROSS_U0,source_rx_day0,clean,receiver,6,6000,5895,98.25,
CROSS_U0,target168k,clean,receiver,7,24000,15623,65.09583333333333,
CROSS_U0,source_rx_day0,clean,receiver,8,6000,5621,93.68333333333334,
CROSS_U0,target168k,clean,receiver,9,24000,18295,76.22916666666667,
CROSS_U0,target168k,clean,receiver,10,24000,19363,80.67916666666666,
CROSS_U0,target168k,clean,receiver,11,24000,18724,78.01666666666667,
CROSS_U0,heldout198k,clean,tx,0,33000,29762,90.18787878787879,
CROSS_U0,heldout198k,clean,tx,1,33000,16857,51.081818181818186,
CROSS_U0,heldout198k,clean,tx,2,33000,20614,62.46666666666667,
CROSS_U0,heldout198k,clean,tx,3,33000,22676,68.71515151515152,
CROSS_U0,heldout198k,clean,tx,4,33000,32894,99.67878787878787,
CROSS_U0,heldout198k,clean,tx,5,33000,30252,91.67272727272727,
CROSS_U0,target168k,clean,overall,all,168000,125550,74.73214285714286,
CROSS_U0,heldout198k,leo_clear_weak,overall,all,198000,124430,62.843434343434346,
CROSS_U0,heldout198k,leo_clear_weak,named_alias,test_unseen_day_seen_rx,30000,23381,77.93666666666667,
CROSS_U0,heldout198k,leo_clear_weak,named_alias,test_day_0,30000,23381,77.93666666666667,
CROSS_U0,heldout198k,leo_clear_weak,named_alias,test_seen_day_unseen_rx,126000,76130,60.42063492063492,
CROSS_U0,heldout198k,leo_clear_weak,named_alias,test_rx_0,18000,12627,70.15,
CROSS_U0,heldout198k,leo_clear_weak,named_alias,test_rx_2,18000,7078,39.32222222222222,
CROSS_U0,heldout198k,leo_clear_weak,named_alias,test_rx_5,18000,13488,74.93333333333334,
CROSS_U0,heldout198k,leo_clear_weak,named_alias,test_rx_7,18000,7891,43.83888888888889,
CROSS_U0,heldout198k,leo_clear_weak,named_alias,test_rx_9,18000,12678,70.43333333333334,
CROSS_U0,heldout198k,leo_clear_weak,named_alias,test_rx_10,18000,11298,62.76666666666667,
CROSS_U0,heldout198k,leo_clear_weak,named_alias,test_rx_11,18000,11070,61.5,
CROSS_U0,heldout198k,leo_clear_weak,named_alias,test_unseen_day_unseen_rx,42000,24919,59.33095238095238,
CROSS_U0,heldout198k,leo_clear_weak,named_alias,test_unseen_day_rx_0,6000,3653,60.88333333333333,
CROSS_U0,heldout198k,leo_clear_weak,named_alias,test_unseen_day_rx_2,6000,2064,34.4,
CROSS_U0,heldout198k,leo_clear_weak,named_alias,test_unseen_day_rx_5,6000,3893,64.88333333333334,
CROSS_U0,heldout198k,leo_clear_weak,named_alias,test_unseen_day_rx_7,6000,3759,62.64999999999999,
CROSS_U0,heldout198k,leo_clear_weak,named_alias,test_unseen_day_rx_9,6000,3354,55.89999999999999,
CROSS_U0,heldout198k,leo_clear_weak,named_alias,test_unseen_day_rx_10,6000,4277,71.28333333333333,
CROSS_U0,heldout198k,leo_clear_weak,named_alias,test_unseen_day_rx_11,6000,3919,65.31666666666666,
CROSS_U0,target168k,leo_clear_weak,receiver,0,24000,16280,67.83333333333333,
CROSS_U0,source_rx_day0,leo_clear_weak,receiver,1,6000,4114,68.56666666666666,
CROSS_U0,target168k,leo_clear_weak,receiver,2,24000,9142,38.09166666666667,
CROSS_U0,source_rx_day0,leo_clear_weak,receiver,3,6000,4551,75.85,
CROSS_U0,source_rx_day0,leo_clear_weak,receiver,4,6000,5010,83.5,
CROSS_U0,target168k,leo_clear_weak,receiver,5,24000,17381,72.42083333333333,
CROSS_U0,source_rx_day0,leo_clear_weak,receiver,6,6000,4892,81.53333333333333,
CROSS_U0,target168k,leo_clear_weak,receiver,7,24000,11650,48.541666666666664,
CROSS_U0,source_rx_day0,leo_clear_weak,receiver,8,6000,4814,80.23333333333333,
CROSS_U0,target168k,leo_clear_weak,receiver,9,24000,16032,66.8,
CROSS_U0,target168k,leo_clear_weak,receiver,10,24000,15575,64.89583333333333,
CROSS_U0,target168k,leo_clear_weak,receiver,11,24000,14989,62.454166666666666,
CROSS_U0,heldout198k,leo_clear_weak,tx,0,33000,16455,49.86363636363637,
CROSS_U0,heldout198k,leo_clear_weak,tx,1,33000,9359,28.36060606060606,
CROSS_U0,heldout198k,leo_clear_weak,tx,2,33000,16920,51.272727272727266,
CROSS_U0,heldout198k,leo_clear_weak,tx,3,33000,23025,69.77272727272727,
CROSS_U0,heldout198k,leo_clear_weak,tx,4,33000,28885,87.53030303030303,
CROSS_U0,heldout198k,leo_clear_weak,tx,5,33000,29786,90.26060606060607,
CROSS_U0,target168k,leo_clear_weak,overall,all,168000,101049,60.14821428571429,
CROSS_U0,heldout198k,leo_low_elev_weak,overall,all,198000,120370,60.7929292929293,
CROSS_U0,heldout198k,leo_low_elev_weak,named_alias,test_unseen_day_seen_rx,30000,22339,74.46333333333334,
CROSS_U0,heldout198k,leo_low_elev_weak,named_alias,test_day_0,30000,22339,74.46333333333334,
CROSS_U0,heldout198k,leo_low_elev_weak,named_alias,test_seen_day_unseen_rx,126000,73844,58.60634920634921,
CROSS_U0,heldout198k,leo_low_elev_weak,named_alias,test_rx_0,18000,12149,67.49444444444444,
CROSS_U0,heldout198k,leo_low_elev_weak,named_alias,test_rx_2,18000,7143,39.68333333333333,
CROSS_U0,heldout198k,leo_low_elev_weak,named_alias,test_rx_5,18000,12952,71.95555555555555,
CROSS_U0,heldout198k,leo_low_elev_weak,named_alias,test_rx_7,18000,7850,43.611111111111114,
