method,scope,scene,dimension,value,total,correct,accuracy_pct,macro_f1_pct
FCR_ADV3B02,target168k,leo_low_elev_weak,receiver_day,10:3,6000,3993,66.55,67.56815962887171
FCR_ADV3B02,target168k,leo_low_elev_weak,receiver_day,11:0,6000,3562,59.36666666666667,55.17153349041314
FCR_ADV3B02,target168k,leo_low_elev_weak,receiver_day,11:1,6000,3747,62.45,57.51318749374356
FCR_ADV3B02,target168k,leo_low_elev_weak,receiver_day,11:2,6000,3416,56.93333333333334,51.00241225863852
FCR_ADV3B02,target168k,leo_low_elev_weak,receiver_day,11:3,6000,4015,66.91666666666667,62.20616193897877
FCR_ADV3B02,target168k,leo_low_elev_weak,receiver_day,2:0,6000,2418,40.300000000000004,38.211098459483324
FCR_ADV3B02,target168k,leo_low_elev_weak,receiver_day,2:1,6000,2394,39.900000000000006,43.178623176337666
FCR_ADV3B02,target168k,leo_low_elev_weak,receiver_day,2:2,6000,2525,42.083333333333336,44.19004072488248
FCR_ADV3B02,target168k,leo_low_elev_weak,receiver_day,2:3,6000,2620,43.666666666666664,46.288004203037055
FCR_ADV3B02,target168k,leo_low_elev_weak,receiver_day,5:0,6000,3727,62.11666666666667,62.086398659074824
FCR_ADV3B02,target168k,leo_low_elev_weak,receiver_day,5:1,6000,4742,79.03333333333333,78.81979736239008
FCR_ADV3B02,target168k,leo_low_elev_weak,receiver_day,5:2,6000,4489,74.81666666666666,75.02009000261168
FCR_ADV3B02,target168k,leo_low_elev_weak,receiver_day,5:3,6000,3861,64.35,64.73669991030182
FCR_ADV3B02,target168k,leo_low_elev_weak,receiver_day,7:0,6000,3594,59.9,59.297171289093455
FCR_ADV3B02,target168k,leo_low_elev_weak,receiver_day,7:1,6000,2584,43.06666666666666,41.36048345481867
FCR_ADV3B02,target168k,leo_low_elev_weak,receiver_day,7:2,6000,1993,33.21666666666667,35.83210368815906
FCR_ADV3B02,target168k,leo_low_elev_weak,receiver_day,7:3,6000,3056,50.93333333333333,49.90511073142947
FCR_ADV3B02,target168k,leo_low_elev_weak,receiver_day,9:0,6000,3410,56.833333333333336,53.71296283559409
FCR_ADV3B02,target168k,leo_low_elev_weak,receiver_day,9:1,6000,4343,72.38333333333333,69.75848087399794
FCR_ADV3B02,target168k,leo_low_elev_weak,receiver_day,9:2,6000,3947,65.78333333333333,62.58096677318529
FCR_ADV3B02,target168k,leo_low_elev_weak,receiver_day,9:3,6000,4464,74.4,73.16941210879179
FCR_ADV3B02,target168k,leo_low_elev_weak,receiver_tx,0:0,4000,2680,67.0,13.373253493013973
FCR_ADV3B02,target168k,leo_low_elev_weak,receiver_tx,0:1,4000,1138,28.449999999999996,7.382898663552615
FCR_ADV3B02,target168k,leo_low_elev_weak,receiver_tx,0:2,4000,3003,75.075,14.293874053976866
FCR_ADV3B02,target168k,leo_low_elev_weak,receiver_tx,0:3,4000,3215,80.375,14.853314853314853
FCR_ADV3B02,target168k,leo_low_elev_weak,receiver_tx,0:4,4000,3176,79.4,14.752879970271273
FCR_ADV3B02,target168k,leo_low_elev_weak,receiver_tx,0:5,4000,2987,74.675,14.25027431897333
FCR_ADV3B02,target168k,leo_low_elev_weak,receiver_tx,10:0,4000,2919,72.975,14.06272582743171
FCR_ADV3B02,target168k,leo_low_elev_weak,receiver_tx,10:1,4000,1838,45.95,10.494461573598263
FCR_ADV3B02,target168k,leo_low_elev_weak,receiver_tx,10:2,4000,2061,51.525,11.334763240389375
FCR_ADV3B02,target168k,leo_low_elev_weak,receiver_tx,10:3,4000,1124,28.1,7.311995836586001
FCR_ADV3B02,target168k,leo_low_elev_weak,receiver_tx,10:4,4000,3156,78.9,14.700950251537174
FCR_ADV3B02,target168k,leo_low_elev_weak,receiver_tx,10:5,4000,3903,97.575,16.46210299886119
FCR_ADV3B02,target168k,leo_low_elev_weak,receiver_tx,11:0,4000,1634,40.849999999999994,9.667494971009347
FCR_ADV3B02,target168k,leo_low_elev_weak,receiver_tx,11:1,4000,1521,38.025,9.183119000181126
FCR_ADV3B02,target168k,leo_low_elev_weak,receiver_tx,11:2,4000,356,8.9,2.724211815120906
FCR_ADV3B02,target168k,leo_low_elev_weak,receiver_tx,11:3,4000,3702,92.55,16.02181251622955
FCR_ADV3B02,target168k,leo_low_elev_weak,receiver_tx,11:4,4000,3863,96.575,16.37627707829921
FCR_ADV3B02,target168k,leo_low_elev_weak,receiver_tx,11:5,4000,3664,91.60000000000001,15.93597773138483
FCR_ADV3B02,target168k,leo_low_elev_weak,receiver_tx,2:0,4000,1505,37.625,9.112927641537995
FCR_ADV3B02,target168k,leo_low_elev_weak,receiver_tx,2:1,4000,638,15.950000000000001,4.585309759954003
FCR_ADV3B02,target168k,leo_low_elev_weak,receiver_tx,2:2,4000,1190,29.75,7.642903018625562
FCR_ADV3B02,target168k,leo_low_elev_weak,receiver_tx,2:3,4000,347,8.674999999999999,2.6608388927229507
FCR_ADV3B02,target168k,leo_low_elev_weak,receiver_tx,2:4,4000,2910,72.75,14.037626628075254
FCR_ADV3B02,target168k,leo_low_elev_weak,receiver_tx,2:5,4000,3367,84.175,15.234604769014979
FCR_ADV3B02,target168k,leo_low_elev_weak,receiver_tx,5:0,4000,1925,48.125,10.829817158931082
FCR_ADV3B02,target168k,leo_low_elev_weak,receiver_tx,5:1,4000,1510,37.75,9.134906231094979
FCR_ADV3B02,target168k,leo_low_elev_weak,receiver_tx,5:2,4000,3066,76.64999999999999,14.463628644211719
FCR_ADV3B02,target168k,leo_low_elev_weak,receiver_tx,5:3,4000,2850,71.25,13.86861313868613
FCR_ADV3B02,target168k,leo_low_elev_weak,receiver_tx,5:4,4000,3689,92.225,15.99254346035462
FCR_ADV3B02,target168k,leo_low_elev_weak,receiver_tx,5:5,4000,3779,94.475,16.19316964477011
FCR_ADV3B02,target168k,leo_low_elev_weak,receiver_tx,7:0,4000,2246,56.15,11.986337922937345
FCR_ADV3B02,target168k,leo_low_elev_weak,receiver_tx,7:1,4000,1895,47.375,10.715295448119875
FCR_ADV3B02,target168k,leo_low_elev_weak,receiver_tx,7:2,4000,801,20.025000000000002,5.561341387210997
FCR_ADV3B02,target168k,leo_low_elev_weak,receiver_tx,7:3,4000,1411,35.275,8.692170270436765
FCR_ADV3B02,target168k,leo_low_elev_weak,receiver_tx,7:4,4000,1840,46.0,10.50228310502283
FCR_ADV3B02,target168k,leo_low_elev_weak,receiver_tx,7:5,4000,3034,75.85,14.37778409629419
FCR_ADV3B02,target168k,leo_low_elev_weak,receiver_tx,9:0,4000,2692,67.30000000000001,13.409045626618848
FCR_ADV3B02,target168k,leo_low_elev_weak,receiver_tx,9:1,4000,793,19.825,5.514987134014882
FCR_ADV3B02,target168k,leo_low_elev_weak,receiver_tx,9:2,4000,1908,47.699999999999996,10.76506431956669
FCR_ADV3B02,target168k,leo_low_elev_weak,receiver_tx,9:3,4000,3786,94.65,16.208579501669664
FCR_ADV3B02,target168k,leo_low_elev_weak,receiver_tx,9:4,4000,3857,96.42500000000001,16.36332781808154
FCR_ADV3B02,target168k,leo_low_elev_weak,receiver_tx,9:5,4000,3128,78.2,14.627759072203517
FCR_ADV3B02,target168k,leo_low_elev_weak,tx,0,28000,15601,55.71785714285714,11.927096473322479
FCR_ADV3B02,target168k,leo_low_elev_weak,tx,1,28000,9333,33.332142857142856,8.333110117054616
FCR_ADV3B02,target168k,leo_low_elev_weak,tx,2,28000,12385,44.23214285714286,10.222442325946101
FCR_ADV3B02,target168k,leo_low_elev_weak,tx,3,28000,16435,58.69642857142857,12.328869884850532
FCR_ADV3B02,target168k,leo_low_elev_weak,tx,4,28000,22491,80.325,14.848190766671287
FCR_ADV3B02,target168k,leo_low_elev_weak,tx,5,28000,23862,85.22142857142858,15.336855501137633
FCR_ADV3B02,target168k,leo_rain_weak,day,0,42000,24170,57.54761904761905,57.22855073264053
FCR_ADV3B02,target168k,leo_rain_weak,day,1,42000,25350,60.357142857142854,61.00368517120819
FCR_ADV3B02,target168k,leo_rain_weak,day,2,42000,24238,57.70952380952381,58.47153375518263
FCR_ADV3B02,target168k,leo_rain_weak,day,3,42000,26141,62.24047619047619,62.84814426293971
FCR_ADV3B02,target168k,leo_rain_weak,day_tx,0:0,7000,3860,55.14285714285714,11.847759361571516
FCR_ADV3B02,target168k,leo_rain_weak,day_tx,0:1,7000,1905,27.21428571428571,7.130825379000562
FCR_ADV3B02,target168k,leo_rain_weak,day_tx,0:2,7000,2487,35.528571428571425,8.738273426794562
FCR_ADV3B02,target168k,leo_rain_weak,day_tx,0:3,7000,4303,61.471428571428575,12.68984635347548
FCR_ADV3B02,target168k,leo_rain_weak,day_tx,0:4,7000,5496,78.51428571428572,14.660691421254802
FCR_ADV3B02,target168k,leo_rain_weak,day_tx,0:5,7000,6119,87.41428571428571,15.547424854536676
FCR_ADV3B02,target168k,leo_rain_weak,day_tx,1:0,7000,4212,60.17142857142858,12.522297538351765
FCR_ADV3B02,target168k,leo_rain_weak,day_tx,1:1,7000,2504,35.77142857142857,8.78226711560045
FCR_ADV3B02,target168k,leo_rain_weak,day_tx,1:2,7000,3452,49.31428571428572,11.009057277713994
FCR_ADV3B02,target168k,leo_rain_weak,day_tx,1:3,7000,3710,53.0,11.546840958605664
FCR_ADV3B02,target168k,leo_rain_weak,day_tx,1:4,7000,5368,76.68571428571428,14.467442863303148
FCR_ADV3B02,target168k,leo_rain_weak,day_tx,1:5,7000,6104,87.2,15.527065527065528
FCR_ADV3B02,target168k,leo_rain_weak,day_tx,2:0,7000,4023,57.471428571428575,12.165472194502405
FCR_ADV3B02,target168k,leo_rain_weak,day_tx,2:1,7000,1898,27.114285714285714,7.110212032666517
FCR_ADV3B02,target168k,leo_rain_weak,day_tx,2:2,7000,3067,43.81428571428572,10.155292871096984
FCR_ADV3B02,target168k,leo_rain_weak,day_tx,2:3,7000,3539,50.55714285714286,11.193345352183952
FCR_ADV3B02,target168k,leo_rain_weak,day_tx,2:4,7000,5863,83.75714285714285,15.193448910311227
FCR_ADV3B02,target168k,leo_rain_weak,day_tx,2:5,7000,5848,83.54285714285714,15.172270651722705
FCR_ADV3B02,target168k,leo_rain_weak,day_tx,3:0,7000,3910,55.85714285714286,11.946226703330277
FCR_ADV3B02,target168k,leo_rain_weak,day_tx,3:1,7000,2900,41.42857142857143,9.764309764309765
FCR_ADV3B02,target168k,leo_rain_weak,day_tx,3:2,7000,3147,44.957142857142856,10.338030945106928
FCR_ADV3B02,target168k,leo_rain_weak,day_tx,3:3,7000,4441,63.44285714285714,12.93884567199837
FCR_ADV3B02,target168k,leo_rain_weak,day_tx,3:4,7000,5651,80.72857142857143,14.88946855321055
FCR_ADV3B02,target168k,leo_rain_weak,day_tx,3:5,7000,6092,87.02857142857144,15.510744474997454
FCR_ADV3B02,target168k,leo_rain_weak,overall,all,168000,99899,59.46369047619048,59.92398941871705
FCR_ADV3B02,target168k,leo_rain_weak,receiver,0,24000,16153,67.30416666666666,67.30728042740735
FCR_ADV3B02,target168k,leo_rain_weak,receiver,10,24000,15119,62.99583333333333,62.94599314055609
FCR_ADV3B02,target168k,leo_rain_weak,receiver,11,24000,14827,61.77916666666666,57.28524733404019
FCR_ADV3B02,target168k,leo_rain_weak,receiver,2,24000,9945,41.4375,43.121610553270955
FCR_ADV3B02,target168k,leo_rain_weak,receiver,5,24000,16752,69.8,70.21471147426173
FCR_ADV3B02,target168k,leo_rain_weak,receiver,7,24000,11024,45.93333333333333,46.7120056936697
FCR_ADV3B02,target168k,leo_rain_weak,receiver,9,24000,16079,66.99583333333334,65.56421063207223
FCR_ADV3B02,target168k,leo_rain_weak,receiver_day,0:0,6000,3446,57.43333333333334,54.019801648502344
FCR_ADV3B02,target168k,leo_rain_weak,receiver_day,0:1,6000,4135,68.91666666666667,68.62816604092006
FCR_ADV3B02,target168k,leo_rain_weak,receiver_day,0:2,6000,4545,75.75,76.04933119631914
FCR_ADV3B02,target168k,leo_rain_weak,receiver_day,0:3,6000,4027,67.11666666666667,67.15262937127609
FCR_ADV3B02,target168k,leo_rain_weak,receiver_day,10:0,6000,4075,67.91666666666667,66.9125495805064
FCR_ADV3B02,target168k,leo_rain_weak,receiver_day,10:1,6000,3589,59.81666666666666,58.397754505334674
FCR_ADV3B02,target168k,leo_rain_weak,receiver_day,10:2,6000,3286,54.766666666666666,53.4789388814211
FCR_ADV3B02,target168k,leo_rain_weak,receiver_day,10:3,6000,4169,69.48333333333333,69.97283061646768
FCR_ADV3B02,target168k,leo_rain_weak,receiver_day,11:0,6000,3694,61.56666666666667,57.708436419049924
FCR_ADV3B02,target168k,leo_rain_weak,receiver_day,11:1,6000,3691,61.516666666666666,56.489597868501754
FCR_ADV3B02,target168k,leo_rain_weak,receiver_day,11:2,6000,3370,56.166666666666664,50.00615468447113
FCR_ADV3B02,target168k,leo_rain_weak,receiver_day,11:3,6000,4072,67.86666666666666,63.13940436154933
FCR_ADV3B02,target168k,leo_rain_weak,receiver_day,2:0,6000,2285,38.083333333333336,35.504652527270856
FCR_ADV3B02,target168k,leo_rain_weak,receiver_day,2:1,6000,2425,40.416666666666664,43.594894300984215
FCR_ADV3B02,target168k,leo_rain_weak,receiver_day,2:2,6000,2603,43.38333333333333,45.294258774738964
FCR_ADV3B02,target168k,leo_rain_weak,receiver_day,2:3,6000,2632,43.86666666666667,46.40890960271502
FCR_ADV3B02,target168k,leo_rain_weak,receiver_day,5:0,6000,3690,61.5,61.51156594780416
FCR_ADV3B02,target168k,leo_rain_weak,receiver_day,5:1,6000,4695,78.25,78.22176684945407
FCR_ADV3B02,target168k,leo_rain_weak,receiver_day,5:2,6000,4484,74.73333333333333,74.89795747865361
FCR_ADV3B02,target168k,leo_rain_weak,receiver_day,5:3,6000,3883,64.71666666666667,65.04702551329099
FCR_ADV3B02,target168k,leo_rain_weak,receiver_day,7:0,6000,3498,58.3,57.63607205098942
FCR_ADV3B02,target168k,leo_rain_weak,receiver_day,7:1,6000,2577,42.95,41.61900562164848
FCR_ADV3B02,target168k,leo_rain_weak,receiver_day,7:2,6000,1988,33.13333333333333,35.45970478019
FCR_ADV3B02,target168k,leo_rain_weak,receiver_day,7:3,6000,2961,49.35,48.590340532180164
FCR_ADV3B02,target168k,leo_rain_weak,receiver_day,9:0,6000,3482,58.03333333333334,55.467906116303666
FCR_ADV3B02,target168k,leo_rain_weak,receiver_day,9:1,6000,4238,70.63333333333334,68.98924847166444
FCR_ADV3B02,target168k,leo_rain_weak,receiver_day,9:2,6000,3962,66.03333333333333,62.997147937455935
FCR_ADV3B02,target168k,leo_rain_weak,receiver_day,9:3,6000,4397,73.28333333333333,71.67670767947017
FCR_ADV3B02,target168k,leo_rain_weak,receiver_tx,0:0,4000,2671,66.77499999999999,13.346324888822267
FCR_ADV3B02,target168k,leo_rain_weak,receiver_tx,0:1,4000,1127,28.175,7.3272218971458285
FCR_ADV3B02,target168k,leo_rain_weak,receiver_tx,0:2,4000,2941,73.52499999999999,14.123805407482113
FCR_ADV3B02,target168k,leo_rain_weak,receiver_tx,0:3,4000,3048,76.2,14.415437003405222
FCR_ADV3B02,target168k,leo_rain_weak,receiver_tx,0:4,4000,3159,78.975,14.708758206453416
FCR_ADV3B02,target168k,leo_rain_weak,receiver_tx,0:5,4000,3207,80.175,14.832801443041488
FCR_ADV3B02,target168k,leo_rain_weak,receiver_tx,10:0,4000,2981,74.52499999999999,14.233872893090771
FCR_ADV3B02,target168k,leo_rain_weak,receiver_tx,10:1,4000,1877,46.925,10.646021212636832
FCR_ADV3B02,target168k,leo_rain_weak,receiver_tx,10:2,4000,1946,48.65,10.909294763986994
FCR_ADV3B02,target168k,leo_rain_weak,receiver_tx,10:3,4000,1148,28.7,7.433307433307433
FCR_ADV3B02,target168k,leo_rain_weak,receiver_tx,10:4,4000,3231,80.77499999999999,14.894205504079657
FCR_ADV3B02,target168k,leo_rain_weak,receiver_tx,10:5,4000,3936,98.4,16.532258064516128
FCR_ADV3B02,target168k,leo_rain_weak,receiver_tx,11:0,4000,1757,43.925,10.173122575415437
FCR_ADV3B02,target168k,leo_rain_weak,receiver_tx,11:1,4000,1553,38.824999999999996,9.322288252596195
FCR_ADV3B02,target168k,leo_rain_weak,receiver_tx,11:2,4000,338,8.450000000000001,2.5972030121407714
FCR_ADV3B02,target168k,leo_rain_weak,receiver_tx,11:3,4000,3648,91.2,15.899581589958158
FCR_ADV3B02,target168k,leo_rain_weak,receiver_tx,11:4,4000,3853,96.325,16.354683984889
FCR_ADV3B02,target168k,leo_rain_weak,receiver_tx,11:5,4000,3678,91.95,15.96769992185465
FCR_ADV3B02,target168k,leo_rain_weak,receiver_tx,2:0,4000,1572,39.300000000000004,9.40416367552046
FCR_ADV3B02,target168k,leo_rain_weak,receiver_tx,2:1,4000,581,14.524999999999999,4.227606781634286
FCR_ADV3B02,target168k,leo_rain_weak,receiver_tx,2:2,4000,1267,31.674999999999997,8.018479843047908
FCR_ADV3B02,target168k,leo_rain_weak,receiver_tx,2:3,4000,334,8.35,2.5688355637594213
FCR_ADV3B02,target168k,leo_rain_weak,receiver_tx,2:4,4000,2845,71.125,13.854394935476016
FCR_ADV3B02,target168k,leo_rain_weak,receiver_tx,2:5,4000,3346,83.65,15.18286595879844
FCR_ADV3B02,target168k,leo_rain_weak,receiver_tx,5:0,4000,1991,49.775000000000006,11.07772770266511
FCR_ADV3B02,target168k,leo_rain_weak,receiver_tx,5:1,4000,1443,36.075,8.837038397942312
FCR_ADV3B02,target168k,leo_rain_weak,receiver_tx,5:2,4000,3009,75.225,14.310172635183335
FCR_ADV3B02,target168k,leo_rain_weak,receiver_tx,5:3,4000,2868,71.7,13.91962725684333
FCR_ADV3B02,target168k,leo_rain_weak,receiver_tx,5:4,4000,3629,90.725,15.856162887228557
FCR_ADV3B02,target168k,leo_rain_weak,receiver_tx,5:5,4000,3812,95.3,16.26557433009046
FCR_ADV3B02,target168k,leo_rain_weak,receiver_tx,7:0,4000,2335,58.375,12.286240463036043
FCR_ADV3B02,target168k,leo_rain_weak,receiver_tx,7:1,4000,1718,42.95,10.015156814737088
FCR_ADV3B02,target168k,leo_rain_weak,receiver_tx,7:2,4000,782,19.55,5.4509967935312975
FCR_ADV3B02,target168k,leo_rain_weak,receiver_tx,7:3,4000,1266,31.65,8.013672616786934
FCR_ADV3B02,target168k,leo_rain_weak,receiver_tx,7:4,4000,1770,44.25,10.225303292894282
FCR_ADV3B02,target168k,leo_rain_weak,receiver_tx,7:5,4000,3153,78.825,14.69313574723892
FCR_ADV3B02,target168k,leo_rain_weak,receiver_tx,9:0,4000,2698,67.45,13.426893600079627
FCR_ADV3B02,target168k,leo_rain_weak,receiver_tx,9:1,4000,908,22.7,6.166802499320837
FCR_ADV3B02,target168k,leo_rain_weak,receiver_tx,9:2,4000,1870,46.75,10.618966496308916
FCR_ADV3B02,target168k,leo_rain_weak,receiver_tx,9:3,4000,3681,92.025,15.974482489259213
FCR_ADV3B02,target168k,leo_rain_weak,receiver_tx,9:4,4000,3891,97.275,16.436446584716766
FCR_ADV3B02,target168k,leo_rain_weak,receiver_tx,9:5,4000,3031,75.775,14.369696107713459
FCR_ADV3B02,target168k,leo_rain_weak,tx,0,28000,16005,57.160714285714285,12.12362231564595
FCR_ADV3B02,target168k,leo_rain_weak,tx,1,28000,9207,32.88214285714286,8.248447872712124
FCR_ADV3B02,target168k,leo_rain_weak,tx,2,28000,12153,43.40357142857143,10.088909919557693
FCR_ADV3B02,target168k,leo_rain_weak,tx,3,28000,15993,57.11785714285714,12.117836928602276
FCR_ADV3B02,target168k,leo_rain_weak,tx,4,28000,22378,79.92142857142858,14.806727804464911
FCR_ADV3B02,target168k,leo_rain_weak,tx,5,28000,24163,86.29642857142858,15.440701902370135
GAME_B0,target168k,clean,overall,all,168000,124932,74.36428571428571,73.8400331844962
GAME_B0,target168k,clean,receiver,0,24000,19200,80.0,77.72502049299051
GAME_B0,target168k,clean,receiver_tx,0:0,4000,3983,99.575,
GAME_B0,target168k,clean,receiver_tx,0:1,4000,1054,26.35,
GAME_B0,target168k,clean,receiver_tx,0:2,4000,2478,61.95,
GAME_B0,target168k,clean,receiver_tx,0:3,4000,3920,98.0,
GAME_B0,target168k,clean,receiver_tx,0:4,4000,3990,99.75,
GAME_B0,target168k,clean,receiver_tx,0:5,4000,3775,94.375,
GAME_B0,target168k,clean,receiver,2,24000,13040,54.333333333333336,51.163583444903495
GAME_B0,target168k,clean,receiver_tx,2:0,4000,3872,96.8,
GAME_B0,target168k,clean,receiver_tx,2:1,4000,221,5.525,
GAME_B0,target168k,clean,receiver_tx,2:2,4000,919,22.975,
GAME_B0,target168k,clean,receiver_tx,2:3,4000,210,5.25,
GAME_B0,target168k,clean,receiver_tx,2:4,4000,3998,99.95,
GAME_B0,target168k,clean,receiver_tx,2:5,4000,3820,95.5,
GAME_B0,target168k,clean,receiver,5,24000,20851,86.87916666666666,86.61420048284776
GAME_B0,target168k,clean,receiver_tx,5:0,4000,3597,89.925,
GAME_B0,target168k,clean,receiver_tx,5:1,4000,2148,53.7,
GAME_B0,target168k,clean,receiver_tx,5:2,4000,3899,97.475,
GAME_B0,target168k,clean,receiver_tx,5:3,4000,3267,81.675,
GAME_B0,target168k,clean,receiver_tx,5:4,4000,3998,99.95,
GAME_B0,target168k,clean,receiver_tx,5:5,4000,3942,98.55000000000001,
GAME_B0,target168k,clean,receiver,7,24000,17504,72.93333333333332,73.47434669814001
GAME_B0,target168k,clean,receiver_tx,7:0,4000,3768,94.19999999999999,
GAME_B0,target168k,clean,receiver_tx,7:1,4000,2038,50.949999999999996,
GAME_B0,target168k,clean,receiver_tx,7:2,4000,2429,60.724999999999994,
GAME_B0,target168k,clean,receiver_tx,7:3,4000,2006,50.14999999999999,
GAME_B0,target168k,clean,receiver_tx,7:4,4000,3989,99.725,
GAME_B0,target168k,clean,receiver_tx,7:5,4000,3274,81.85,
GAME_B0,target168k,clean,receiver,9,24000,16121,67.17083333333333,61.95089423620209
GAME_B0,target168k,clean,receiver_tx,9:0,4000,3327,83.175,
GAME_B0,target168k,clean,receiver_tx,9:1,4000,1420,35.5,
GAME_B0,target168k,clean,receiver_tx,9:2,4000,3338,83.45,
GAME_B0,target168k,clean,receiver_tx,9:3,4000,3950,98.75,
GAME_B0,target168k,clean,receiver_tx,9:4,4000,3998,99.95,
GAME_B0,target168k,clean,receiver_tx,9:5,4000,88,2.1999999999999997,
GAME_B0,target168k,clean,receiver,10,24000,20057,83.57083333333334,82.72938629692828
GAME_B0,target168k,clean,receiver_tx,10:0,4000,3992,99.8,
GAME_B0,target168k,clean,receiver_tx,10:1,4000,2393,59.824999999999996,
GAME_B0,target168k,clean,receiver_tx,10:2,4000,3872,96.8,
GAME_B0,target168k,clean,receiver_tx,10:3,4000,1804,45.1,
GAME_B0,target168k,clean,receiver_tx,10:4,4000,3999,99.97500000000001,
GAME_B0,target168k,clean,receiver_tx,10:5,4000,3997,99.925,
GAME_B0,target168k,clean,receiver,11,24000,18159,75.6625,73.0989140568005
GAME_B0,target168k,clean,receiver_tx,11:0,4000,3243,81.075,
GAME_B0,target168k,clean,receiver_tx,11:1,4000,2138,53.449999999999996,
GAME_B0,target168k,clean,receiver_tx,11:2,4000,935,23.375,
GAME_B0,target168k,clean,receiver_tx,11:3,4000,3956,98.9,
GAME_B0,target168k,clean,receiver_tx,11:4,4000,3999,99.97500000000001,
GAME_B0,target168k,clean,receiver_tx,11:5,4000,3888,97.2,
GAME_B0,target168k,clean,day,0,42000,30198,71.89999999999999,70.83947944862595
GAME_B0,target168k,clean,day_tx,0:0,7000,6213,88.75714285714285,
GAME_B0,target168k,clean,day_tx,0:1,7000,2170,31.0,
GAME_B0,target168k,clean,day_tx,0:2,7000,4338,61.97142857142857,
GAME_B0,target168k,clean,day_tx,0:3,7000,4806,68.65714285714286,
GAME_B0,target168k,clean,day_tx,0:4,7000,6990,99.85714285714286,
GAME_B0,target168k,clean,day_tx,0:5,7000,5681,81.15714285714286,
GAME_B0,target168k,clean,day,1,42000,32892,78.31428571428572,78.0943301362936
GAME_B0,target168k,clean,day_tx,1:0,7000,6654,95.05714285714286,
GAME_B0,target168k,clean,day_tx,1:1,7000,3692,52.74285714285715,
GAME_B0,target168k,clean,day_tx,1:2,7000,5267,75.24285714285715,
GAME_B0,target168k,clean,day_tx,1:3,7000,4317,61.671428571428564,
GAME_B0,target168k,clean,day_tx,1:4,7000,6993,99.9,
GAME_B0,target168k,clean,day_tx,1:5,7000,5969,85.27142857142857,
GAME_B0,target168k,clean,day,2,42000,30014,71.46190476190476,70.93077522224073
GAME_B0,target168k,clean,day_tx,2:0,7000,6700,95.71428571428572,
GAME_B0,target168k,clean,day_tx,2:1,7000,2320,33.14285714285714,
GAME_B0,target168k,clean,day_tx,2:2,7000,4520,64.57142857142857,
GAME_B0,target168k,clean,day_tx,2:3,7000,4213,60.18571428571428,
GAME_B0,target168k,clean,day_tx,2:4,7000,6990,99.85714285714286,
GAME_B0,target168k,clean,day_tx,2:5,7000,5271,75.3,
GAME_B0,target168k,clean,day,3,42000,31828,75.78095238095239,75.1067000574884
GAME_B0,target168k,clean,day_tx,3:0,7000,6215,88.78571428571429,
GAME_B0,target168k,clean,day_tx,3:1,7000,3230,46.14285714285714,
GAME_B0,target168k,clean,day_tx,3:2,7000,3745,53.5,
GAME_B0,target168k,clean,day_tx,3:3,7000,5777,82.52857142857142,
GAME_B0,target168k,clean,day_tx,3:4,7000,6998,99.97142857142856,
GAME_B0,target168k,clean,day_tx,3:5,7000,5863,83.75714285714285,
GAME_B0,target168k,clean,tx,0,28000,25782,92.07857142857144,
GAME_B0,target168k,clean,tx,1,28000,11412,40.75714285714286,
GAME_B0,target168k,clean,tx,2,28000,17870,63.82142857142858,
GAME_B0,target168k,clean,tx,3,28000,19113,68.26071428571429,
GAME_B0,target168k,clean,tx,4,28000,27971,99.89642857142857,
GAME_B0,target168k,clean,tx,5,28000,22784,81.37142857142857,
GAME_B0,target168k,leo_clear_weak,overall,all,168000,105735,62.9375,62.995565025585734
GAME_B0,target168k,leo_clear_weak,receiver,0,24000,17888,74.53333333333333,74.34616332745722
GAME_B0,target168k,leo_clear_weak,receiver_tx,0:0,4000,2501,62.525,
GAME_B0,target168k,leo_clear_weak,receiver_tx,0:1,4000,1780,44.5,
GAME_B0,target168k,leo_clear_weak,receiver_tx,0:2,4000,2919,72.975,
GAME_B0,target168k,leo_clear_weak,receiver_tx,0:3,4000,3541,88.52499999999999,
GAME_B0,target168k,leo_clear_weak,receiver_tx,0:4,4000,3708,92.7,
GAME_B0,target168k,leo_clear_weak,receiver_tx,0:5,4000,3439,85.975,
GAME_B0,target168k,leo_clear_weak,receiver,2,24000,10487,43.69583333333333,43.51936672561329
GAME_B0,target168k,leo_clear_weak,receiver_tx,2:0,4000,1364,34.1,
GAME_B0,target168k,leo_clear_weak,receiver_tx,2:1,4000,445,11.125,
GAME_B0,target168k,leo_clear_weak,receiver_tx,2:2,4000,1311,32.775,
GAME_B0,target168k,leo_clear_weak,receiver_tx,2:3,4000,248,6.2,
GAME_B0,target168k,leo_clear_weak,receiver_tx,2:4,4000,3540,88.5,
GAME_B0,target168k,leo_clear_weak,receiver_tx,2:5,4000,3579,89.47500000000001,
GAME_B0,target168k,leo_clear_weak,receiver,5,24000,17757,73.9875,74.01245815358392
GAME_B0,target168k,leo_clear_weak,receiver_tx,5:0,4000,2004,50.1,
GAME_B0,target168k,leo_clear_weak,receiver_tx,5:1,4000,1804,45.1,
GAME_B0,target168k,leo_clear_weak,receiver_tx,5:2,4000,3606,90.14999999999999,
GAME_B0,target168k,leo_clear_weak,receiver_tx,5:3,4000,2636,65.9,
GAME_B0,target168k,leo_clear_weak,receiver_tx,5:4,4000,3958,98.95,
