scenario,split,group_type,group_key,receiver_label,receiver_index,transmitter_label,transmitter_index,day_label,day_index,sample_count,correct_count,accuracy,confusion_json
leo_clear_weak,test_seen_day_unseen_rx,per_transmitter,8-20,1-1,0,8-20,5,2021_03_01,0,21000,13639,64.94761904761904,"{""5->0"": 762, ""5->1"": 349, ""5->2"": 2960, ""5->3"": 130, ""5->4"": 3160, ""5->5"": 13639}"
leo_clear_weak,test_seen_day_unseen_rx,per_receiver_transmitter,1-1|14-10,1-1,0,14-10,0,2021_03_01,0,3000,1961,65.36666666666666,"{""0->0"": 1961, ""0->1"": 136, ""0->2"": 40, ""0->3"": 851, ""0->4"": 12}"
leo_clear_weak,test_seen_day_unseen_rx,per_receiver_transmitter,14-7|14-10,14-7,2,14-10,0,2021_03_01,0,3000,2886,96.2,"{""0->0"": 2886, ""0->1"": 24, ""0->3"": 83, ""0->4"": 7}"
leo_clear_weak,test_seen_day_unseen_rx,per_receiver_transmitter,2-1|14-10,2-1,5,14-10,0,2021_03_01,0,3000,2478,82.6,"{""0->0"": 2478, ""0->1"": 149, ""0->2"": 53, ""0->3"": 168, ""0->4"": 138, ""0->5"": 14}"
leo_clear_weak,test_seen_day_unseen_rx,per_receiver_transmitter,20-1|14-10,20-1,7,14-10,0,2021_03_01,0,3000,1600,53.333333333333336,"{""0->0"": 1600, ""0->1"": 941, ""0->2"": 4, ""0->3"": 384, ""0->4"": 71}"
leo_clear_weak,test_seen_day_unseen_rx,per_receiver_transmitter,7-14|14-10,7-14,9,14-10,0,2021_03_01,0,3000,2970,99.0,"{""0->0"": 2970, ""0->1"": 1, ""0->2"": 3, ""0->3"": 18, ""0->4"": 8}"
leo_clear_weak,test_seen_day_unseen_rx,per_receiver_transmitter,7-7|14-10,7-7,10,14-10,0,2021_03_01,0,3000,1877,62.56666666666667,"{""0->0"": 1877, ""0->1"": 105, ""0->2"": 4, ""0->3"": 1006, ""0->4"": 8}"
leo_clear_weak,test_seen_day_unseen_rx,per_receiver_transmitter,8-8|14-10,8-8,11,14-10,0,2021_03_01,0,3000,1727,57.56666666666667,"{""0->0"": 1727, ""0->1"": 15, ""0->2"": 43, ""0->3"": 1207, ""0->4"": 8}"
leo_clear_weak,test_seen_day_unseen_rx,per_receiver_transmitter,1-1|14-7,1-1,0,14-7,1,2021_03_01,0,3000,42,1.4,"{""1->0"": 1118, ""1->1"": 42, ""1->2"": 15, ""1->3"": 1824, ""1->4"": 1}"
leo_clear_weak,test_seen_day_unseen_rx,per_receiver_transmitter,14-7|14-7,14-7,2,14-7,1,2021_03_01,0,3000,406,13.533333333333333,"{""1->0"": 847, ""1->1"": 406, ""1->3"": 1551, ""1->4"": 196}"
leo_clear_weak,test_seen_day_unseen_rx,per_receiver_transmitter,2-1|14-7,2-1,5,14-7,1,2021_03_01,0,3000,853,28.433333333333334,"{""1->0"": 1233, ""1->1"": 853, ""1->2"": 7, ""1->3"": 595, ""1->4"": 308, ""1->5"": 4}"
leo_clear_weak,test_seen_day_unseen_rx,per_receiver_transmitter,20-1|14-7,20-1,7,14-7,1,2021_03_01,0,3000,201,6.7,"{""1->0"": 379, ""1->1"": 201, ""1->2"": 88, ""1->3"": 2159, ""1->4"": 172, ""1->5"": 1}"
leo_clear_weak,test_seen_day_unseen_rx,per_receiver_transmitter,7-14|14-7,7-14,9,14-7,1,2021_03_01,0,3000,395,13.166666666666666,"{""1->0"": 29, ""1->1"": 395, ""1->2"": 13, ""1->3"": 2323, ""1->4"": 240}"
leo_clear_weak,test_seen_day_unseen_rx,per_receiver_transmitter,7-7|14-7,7-7,10,14-7,1,2021_03_01,0,3000,1133,37.766666666666666,"{""1->0"": 1047, ""1->1"": 1133, ""1->3"": 793, ""1->4"": 27}"
leo_clear_weak,test_seen_day_unseen_rx,per_receiver_transmitter,8-8|14-7,8-8,11,14-7,1,2021_03_01,0,3000,454,15.133333333333333,"{""1->0"": 382, ""1->1"": 454, ""1->2"": 2, ""1->3"": 2161, ""1->4"": 1}"
leo_clear_weak,test_seen_day_unseen_rx,per_receiver_transmitter,1-1|20-15,1-1,0,20-15,2,2021_03_01,0,3000,2393,79.76666666666667,"{""2->0"": 385, ""2->1"": 19, ""2->2"": 2393, ""2->3"": 3, ""2->4"": 6, ""2->5"": 194}"
leo_clear_weak,test_seen_day_unseen_rx,per_receiver_transmitter,14-7|20-15,14-7,2,20-15,2,2021_03_01,0,3000,1339,44.63333333333333,"{""2->0"": 369, ""2->1"": 712, ""2->2"": 1339, ""2->3"": 157, ""2->4"": 195, ""2->5"": 228}"
leo_clear_weak,test_seen_day_unseen_rx,per_receiver_transmitter,2-1|20-15,2-1,5,20-15,2,2021_03_01,0,3000,2636,87.86666666666666,"{""2->0"": 15, ""2->1"": 278, ""2->2"": 2636, ""2->3"": 57, ""2->4"": 11, ""2->5"": 3}"
leo_clear_weak,test_seen_day_unseen_rx,per_receiver_transmitter,20-1|20-15,20-1,7,20-15,2,2021_03_01,0,3000,2205,73.5,"{""2->0"": 136, ""2->1"": 212, ""2->2"": 2205, ""2->3"": 341, ""2->4"": 67, ""2->5"": 39}"
leo_clear_weak,test_seen_day_unseen_rx,per_receiver_transmitter,7-14|20-15,7-14,9,20-15,2,2021_03_01,0,3000,1672,55.733333333333334,"{""2->0"": 181, ""2->1"": 289, ""2->2"": 1672, ""2->3"": 129, ""2->4"": 12, ""2->5"": 717}"
leo_clear_weak,test_seen_day_unseen_rx,per_receiver_transmitter,7-7|20-15,7-7,10,20-15,2,2021_03_01,0,3000,2574,85.8,"{""2->0"": 368, ""2->1"": 9, ""2->2"": 2574, ""2->3"": 42, ""2->4"": 6, ""2->5"": 1}"
leo_clear_weak,test_seen_day_unseen_rx,per_receiver_transmitter,8-8|20-15,8-8,11,20-15,2,2021_03_01,0,3000,1935,64.5,"{""2->0"": 454, ""2->1"": 59, ""2->2"": 1935, ""2->3"": 468, ""2->4"": 48, ""2->5"": 36}"
leo_clear_weak,test_seen_day_unseen_rx,per_receiver_transmitter,1-1|20-19,1-1,0,20-19,3,2021_03_01,0,3000,1581,52.7,"{""3->0"": 1219, ""3->1"": 11, ""3->2"": 1, ""3->3"": 1581, ""3->4"": 188}"
leo_clear_weak,test_seen_day_unseen_rx,per_receiver_transmitter,14-7|20-19,14-7,2,20-19,3,2021_03_01,0,3000,883,29.433333333333334,"{""3->0"": 404, ""3->1"": 1333, ""3->2"": 83, ""3->3"": 883, ""3->4"": 282, ""3->5"": 15}"
leo_clear_weak,test_seen_day_unseen_rx,per_receiver_transmitter,2-1|20-19,2-1,5,20-19,3,2021_03_01,0,3000,1479,49.3,"{""3->0"": 252, ""3->1"": 580, ""3->2"": 4, ""3->3"": 1479, ""3->4"": 685}"
leo_clear_weak,test_seen_day_unseen_rx,per_receiver_transmitter,20-1|20-19,20-1,7,20-19,3,2021_03_01,0,3000,343,11.433333333333334,"{""3->0"": 1540, ""3->1"": 1010, ""3->2"": 4, ""3->3"": 343, ""3->4"": 102, ""3->5"": 1}"
leo_clear_weak,test_seen_day_unseen_rx,per_receiver_transmitter,7-14|20-19,7-14,9,20-19,3,2021_03_01,0,3000,2653,88.43333333333334,"{""3->0"": 146, ""3->1"": 48, ""3->2"": 5, ""3->3"": 2653, ""3->4"": 148}"
leo_clear_weak,test_seen_day_unseen_rx,per_receiver_transmitter,7-7|20-19,7-7,10,20-19,3,2021_03_01,0,3000,1559,51.96666666666667,"{""3->0"": 617, ""3->1"": 286, ""3->2"": 198, ""3->3"": 1559, ""3->4"": 324, ""3->5"": 16}"
leo_clear_weak,test_seen_day_unseen_rx,per_receiver_transmitter,8-8|20-19,8-8,11,20-19,3,2021_03_01,0,3000,2781,92.7,"{""3->0"": 187, ""3->1"": 14, ""3->3"": 2781, ""3->4"": 18}"
leo_clear_weak,test_seen_day_unseen_rx,per_receiver_transmitter,1-1|6-15,1-1,0,6-15,4,2021_03_01,0,3000,1910,63.666666666666664,"{""4->0"": 271, ""4->1"": 152, ""4->2"": 6, ""4->3"": 660, ""4->4"": 1910, ""4->5"": 1}"
leo_clear_weak,test_seen_day_unseen_rx,per_receiver_transmitter,14-7|6-15,14-7,2,6-15,4,2021_03_01,0,3000,653,21.766666666666666,"{""4->0"": 331, ""4->1"": 787, ""4->2"": 21, ""4->3"": 1207, ""4->4"": 653, ""4->5"": 1}"
leo_clear_weak,test_seen_day_unseen_rx,per_receiver_transmitter,2-1|6-15,2-1,5,6-15,4,2021_03_01,0,3000,1856,61.86666666666667,"{""4->0"": 470, ""4->1"": 440, ""4->2"": 5, ""4->3"": 229, ""4->4"": 1856}"
leo_clear_weak,test_seen_day_unseen_rx,per_receiver_transmitter,20-1|6-15,20-1,7,6-15,4,2021_03_01,0,3000,429,14.3,"{""4->0"": 111, ""4->1"": 232, ""4->2"": 111, ""4->3"": 2113, ""4->4"": 429, ""4->5"": 4}"
leo_clear_weak,test_seen_day_unseen_rx,per_receiver_transmitter,7-14|6-15,7-14,9,6-15,4,2021_03_01,0,3000,2843,94.76666666666667,"{""4->0"": 28, ""4->1"": 2, ""4->2"": 1, ""4->3"": 125, ""4->4"": 2843, ""4->5"": 1}"
leo_clear_weak,test_seen_day_unseen_rx,per_receiver_transmitter,7-7|6-15,7-7,10,6-15,4,2021_03_01,0,3000,364,12.133333333333333,"{""4->0"": 7, ""4->1"": 1492, ""4->2"": 2, ""4->3"": 1135, ""4->4"": 364}"
leo_clear_weak,test_seen_day_unseen_rx,per_receiver_transmitter,8-8|6-15,8-8,11,6-15,4,2021_03_01,0,3000,2058,68.6,"{""4->0"": 34, ""4->1"": 305, ""4->2"": 1, ""4->3"": 602, ""4->4"": 2058}"
leo_clear_weak,test_seen_day_unseen_rx,per_receiver_transmitter,1-1|8-20,1-1,0,8-20,5,2021_03_01,0,3000,1217,40.56666666666667,"{""5->0"": 84, ""5->1"": 291, ""5->2"": 788, ""5->3"": 48, ""5->4"": 572, ""5->5"": 1217}"
leo_clear_weak,test_seen_day_unseen_rx,per_receiver_transmitter,14-7|8-20,14-7,2,8-20,5,2021_03_01,0,3000,2467,82.23333333333333,"{""5->0"": 3, ""5->2"": 500, ""5->4"": 30, ""5->5"": 2467}"
leo_clear_weak,test_seen_day_unseen_rx,per_receiver_transmitter,2-1|8-20,2-1,5,8-20,5,2021_03_01,0,3000,1575,52.5,"{""5->0"": 21, ""5->1"": 1, ""5->2"": 658, ""5->3"": 32, ""5->4"": 713, ""5->5"": 1575}"
leo_clear_weak,test_seen_day_unseen_rx,per_receiver_transmitter,20-1|8-20,20-1,7,8-20,5,2021_03_01,0,3000,1576,52.53333333333333,"{""5->0"": 59, ""5->1"": 39, ""5->2"": 505, ""5->3"": 32, ""5->4"": 789, ""5->5"": 1576}"
leo_clear_weak,test_seen_day_unseen_rx,per_receiver_transmitter,7-14|8-20,7-14,9,8-20,5,2021_03_01,0,3000,1689,56.3,"{""5->0"": 395, ""5->1"": 16, ""5->2"": 114, ""5->3"": 14, ""5->4"": 772, ""5->5"": 1689}"
leo_clear_weak,test_seen_day_unseen_rx,per_receiver_transmitter,7-7|8-20,7-7,10,8-20,5,2021_03_01,0,3000,2260,75.33333333333333,"{""5->0"": 155, ""5->1"": 1, ""5->2"": 377, ""5->3"": 2, ""5->4"": 205, ""5->5"": 2260}"
leo_clear_weak,test_seen_day_unseen_rx,per_receiver_transmitter,8-8|8-20,8-8,11,8-20,5,2021_03_01,0,3000,2855,95.16666666666667,"{""5->0"": 45, ""5->1"": 1, ""5->2"": 18, ""5->3"": 2, ""5->4"": 79, ""5->5"": 2855}"
leo_clear_weak,test_seen_day_unseen_rx,per_receiver_transmitter_day,1-1|14-10|2021_03_01,1-1,0,14-10,0,2021_03_01,0,1000,675,67.5,"{""0->0"": 675, ""0->1"": 17, ""0->2"": 1, ""0->3"": 298, ""0->4"": 9}"
leo_clear_weak,test_seen_day_unseen_rx,per_receiver_transmitter_day,1-1|14-10|2021_03_08,1-1,0,14-10,0,2021_03_08,1,1000,596,59.6,"{""0->0"": 596, ""0->1"": 118, ""0->2"": 13, ""0->3"": 270, ""0->4"": 3}"
leo_clear_weak,test_seen_day_unseen_rx,per_receiver_transmitter_day,1-1|14-10|2021_03_15,1-1,0,14-10,0,2021_03_15,2,1000,690,69.0,"{""0->0"": 690, ""0->1"": 1, ""0->2"": 26, ""0->3"": 283}"
leo_clear_weak,test_seen_day_unseen_rx,per_receiver_transmitter_day,14-7|14-10|2021_03_01,14-7,2,14-10,0,2021_03_01,0,1000,981,98.1,"{""0->0"": 981, ""0->1"": 2, ""0->3"": 16, ""0->4"": 1}"
leo_clear_weak,test_seen_day_unseen_rx,per_receiver_transmitter_day,14-7|14-10|2021_03_08,14-7,2,14-10,0,2021_03_08,1,1000,975,97.5,"{""0->0"": 975, ""0->1"": 5, ""0->3"": 18, ""0->4"": 2}"
leo_clear_weak,test_seen_day_unseen_rx,per_receiver_transmitter_day,14-7|14-10|2021_03_15,14-7,2,14-10,0,2021_03_15,2,1000,930,93.0,"{""0->0"": 930, ""0->1"": 17, ""0->3"": 49, ""0->4"": 4}"
leo_clear_weak,test_seen_day_unseen_rx,per_receiver_transmitter_day,2-1|14-10|2021_03_01,2-1,5,14-10,0,2021_03_01,0,1000,791,79.1,"{""0->0"": 791, ""0->1"": 77, ""0->2"": 8, ""0->3"": 109, ""0->4"": 13, ""0->5"": 2}"
leo_clear_weak,test_seen_day_unseen_rx,per_receiver_transmitter_day,2-1|14-10|2021_03_08,2-1,5,14-10,0,2021_03_08,1,1000,777,77.7,"{""0->0"": 777, ""0->1"": 34, ""0->2"": 30, ""0->3"": 39, ""0->4"": 108, ""0->5"": 12}"
leo_clear_weak,test_seen_day_unseen_rx,per_receiver_transmitter_day,2-1|14-10|2021_03_15,2-1,5,14-10,0,2021_03_15,2,1000,910,91.0,"{""0->0"": 910, ""0->1"": 38, ""0->2"": 15, ""0->3"": 20, ""0->4"": 17}"
leo_clear_weak,test_seen_day_unseen_rx,per_receiver_transmitter_day,20-1|14-10|2021_03_01,20-1,7,14-10,0,2021_03_01,0,1000,906,90.6,"{""0->0"": 906, ""0->1"": 28, ""0->3"": 45, ""0->4"": 21}"
leo_clear_weak,test_seen_day_unseen_rx,per_receiver_transmitter_day,20-1|14-10|2021_03_08,20-1,7,14-10,0,2021_03_08,1,1000,448,44.8,"{""0->0"": 448, ""0->1"": 261, ""0->2"": 4, ""0->3"": 239, ""0->4"": 48}"
leo_clear_weak,test_seen_day_unseen_rx,per_receiver_transmitter_day,20-1|14-10|2021_03_15,20-1,7,14-10,0,2021_03_15,2,1000,246,24.6,"{""0->0"": 246, ""0->1"": 652, ""0->3"": 100, ""0->4"": 2}"
leo_clear_weak,test_seen_day_unseen_rx,per_receiver_transmitter_day,7-14|14-10|2021_03_01,7-14,9,14-10,0,2021_03_01,0,1000,970,97.0,"{""0->0"": 970, ""0->1"": 1, ""0->2"": 3, ""0->3"": 18, ""0->4"": 8}"
leo_clear_weak,test_seen_day_unseen_rx,per_receiver_transmitter_day,7-14|14-10|2021_03_08,7-14,9,14-10,0,2021_03_08,1,1000,1000,100.0,"{""0->0"": 1000}"
leo_clear_weak,test_seen_day_unseen_rx,per_receiver_transmitter_day,7-14|14-10|2021_03_15,7-14,9,14-10,0,2021_03_15,2,1000,1000,100.0,"{""0->0"": 1000}"
leo_clear_weak,test_seen_day_unseen_rx,per_receiver_transmitter_day,7-7|14-10|2021_03_01,7-7,10,14-10,0,2021_03_01,0,1000,626,62.6,"{""0->0"": 626, ""0->1"": 57, ""0->2"": 2, ""0->3"": 308, ""0->4"": 7}"
leo_clear_weak,test_seen_day_unseen_rx,per_receiver_transmitter_day,7-7|14-10|2021_03_08,7-7,10,14-10,0,2021_03_08,1,1000,551,55.1,"{""0->0"": 551, ""0->1"": 22, ""0->3"": 427}"
leo_clear_weak,test_seen_day_unseen_rx,per_receiver_transmitter_day,7-7|14-10|2021_03_15,7-7,10,14-10,0,2021_03_15,2,1000,700,70.0,"{""0->0"": 700, ""0->1"": 26, ""0->2"": 2, ""0->3"": 271, ""0->4"": 1}"
leo_clear_weak,test_seen_day_unseen_rx,per_receiver_transmitter_day,8-8|14-10|2021_03_01,8-8,11,14-10,0,2021_03_01,0,1000,514,51.4,"{""0->0"": 514, ""0->1"": 1, ""0->2"": 37, ""0->3"": 446, ""0->4"": 2}"
leo_clear_weak,test_seen_day_unseen_rx,per_receiver_transmitter_day,8-8|14-10|2021_03_08,8-8,11,14-10,0,2021_03_08,1,1000,696,69.6,"{""0->0"": 696, ""0->1"": 11, ""0->2"": 1, ""0->3"": 289, ""0->4"": 3}"
leo_clear_weak,test_seen_day_unseen_rx,per_receiver_transmitter_day,8-8|14-10|2021_03_15,8-8,11,14-10,0,2021_03_15,2,1000,517,51.7,"{""0->0"": 517, ""0->1"": 3, ""0->2"": 5, ""0->3"": 472, ""0->4"": 3}"
leo_clear_weak,test_seen_day_unseen_rx,per_receiver_transmitter_day,1-1|14-7|2021_03_01,1-1,0,14-7,1,2021_03_01,0,1000,18,1.8,"{""1->0"": 19, ""1->1"": 18, ""1->2"": 5, ""1->3"": 958}"
leo_clear_weak,test_seen_day_unseen_rx,per_receiver_transmitter_day,1-1|14-7|2021_03_08,1-1,0,14-7,1,2021_03_08,1,1000,12,1.2,"{""1->0"": 362, ""1->1"": 12, ""1->2"": 3, ""1->3"": 623}"
leo_clear_weak,test_seen_day_unseen_rx,per_receiver_transmitter_day,1-1|14-7|2021_03_15,1-1,0,14-7,1,2021_03_15,2,1000,12,1.2,"{""1->0"": 737, ""1->1"": 12, ""1->2"": 7, ""1->3"": 243, ""1->4"": 1}"
leo_clear_weak,test_seen_day_unseen_rx,per_receiver_transmitter_day,14-7|14-7|2021_03_01,14-7,2,14-7,1,2021_03_01,0,1000,243,24.3,"{""1->0"": 415, ""1->1"": 243, ""1->3"": 299, ""1->4"": 43}"
leo_clear_weak,test_seen_day_unseen_rx,per_receiver_transmitter_day,14-7|14-7|2021_03_08,14-7,2,14-7,1,2021_03_08,1,1000,31,3.1,"{""1->0"": 118, ""1->1"": 31, ""1->3"": 758, ""1->4"": 93}"
leo_clear_weak,test_seen_day_unseen_rx,per_receiver_transmitter_day,14-7|14-7|2021_03_15,14-7,2,14-7,1,2021_03_15,2,1000,132,13.2,"{""1->0"": 314, ""1->1"": 132, ""1->3"": 494, ""1->4"": 60}"
leo_clear_weak,test_seen_day_unseen_rx,per_receiver_transmitter_day,2-1|14-7|2021_03_01,2-1,5,14-7,1,2021_03_01,0,1000,241,24.1,"{""1->0"": 329, ""1->1"": 241, ""1->2"": 3, ""1->3"": 195, ""1->4"": 232}"
leo_clear_weak,test_seen_day_unseen_rx,per_receiver_transmitter_day,2-1|14-7|2021_03_08,2-1,5,14-7,1,2021_03_08,1,1000,362,36.2,"{""1->0"": 422, ""1->1"": 362, ""1->2"": 3, ""1->3"": 194, ""1->4"": 17, ""1->5"": 2}"
leo_clear_weak,test_seen_day_unseen_rx,per_receiver_transmitter_day,2-1|14-7|2021_03_15,2-1,5,14-7,1,2021_03_15,2,1000,250,25.0,"{""1->0"": 482, ""1->1"": 250, ""1->2"": 1, ""1->3"": 206, ""1->4"": 59, ""1->5"": 2}"
leo_clear_weak,test_seen_day_unseen_rx,per_receiver_transmitter_day,20-1|14-7|2021_03_01,20-1,7,14-7,1,2021_03_01,0,1000,29,2.9,"{""1->0"": 333, ""1->1"": 29, ""1->2"": 61, ""1->3"": 488, ""1->4"": 89}"
leo_clear_weak,test_seen_day_unseen_rx,per_receiver_transmitter_day,20-1|14-7|2021_03_08,20-1,7,14-7,1,2021_03_08,1,1000,169,16.9,"{""1->0"": 22, ""1->1"": 169, ""1->2"": 25, ""1->3"": 767, ""1->4"": 16, ""1->5"": 1}"
leo_clear_weak,test_seen_day_unseen_rx,per_receiver_transmitter_day,20-1|14-7|2021_03_15,20-1,7,14-7,1,2021_03_15,2,1000,3,0.3,"{""1->0"": 24, ""1->1"": 3, ""1->2"": 2, ""1->3"": 904, ""1->4"": 67}"
leo_clear_weak,test_seen_day_unseen_rx,per_receiver_transmitter_day,7-14|14-7|2021_03_01,7-14,9,14-7,1,2021_03_01,0,1000,29,2.9,"{""1->0"": 1, ""1->1"": 29, ""1->2"": 1, ""1->3"": 939, ""1->4"": 30}"
leo_clear_weak,test_seen_day_unseen_rx,per_receiver_transmitter_day,7-14|14-7|2021_03_08,7-14,9,14-7,1,2021_03_08,1,1000,296,29.6,"{""1->0"": 23, ""1->1"": 296, ""1->2"": 12, ""1->3"": 496, ""1->4"": 173}"
