run,row,scope,updates,scene,dimension,value,accuracy_pct
PairBiCAD_P0P4_r2,P0-F8-S392001,source_LORO,4000,clean,tx,5,94.53333333333333
PairBiCAD_P0P4_r2,P0-F8-S392001,source_LORO,4000,leo_clear_weak,overall,all,31.672222222222224
PairBiCAD_P0P4_r2,P0-F8-S392001,source_LORO,4000,leo_clear_weak,tx,0,13.8
PairBiCAD_P0P4_r2,P0-F8-S392001,source_LORO,4000,leo_clear_weak,tx,1,18.566666666666666
PairBiCAD_P0P4_r2,P0-F8-S392001,source_LORO,4000,leo_clear_weak,tx,2,51.733333333333334
PairBiCAD_P0P4_r2,P0-F8-S392001,source_LORO,4000,leo_clear_weak,tx,3,2.966666666666667
PairBiCAD_P0P4_r2,P0-F8-S392001,source_LORO,4000,leo_clear_weak,tx,4,19.6
PairBiCAD_P0P4_r2,P0-F8-S392001,source_LORO,4000,leo_clear_weak,tx,5,83.36666666666666
PairBiCAD_P0P4_r2,P0-F8-S392001,source_LORO,4000,leo_low_elev_weak,overall,all,31.15
PairBiCAD_P0P4_r2,P0-F8-S392001,source_LORO,4000,leo_low_elev_weak,tx,0,13.133333333333333
PairBiCAD_P0P4_r2,P0-F8-S392001,source_LORO,4000,leo_low_elev_weak,tx,1,16.133333333333333
PairBiCAD_P0P4_r2,P0-F8-S392001,source_LORO,4000,leo_low_elev_weak,tx,2,54.1
PairBiCAD_P0P4_r2,P0-F8-S392001,source_LORO,4000,leo_low_elev_weak,tx,3,2.533333333333333
PairBiCAD_P0P4_r2,P0-F8-S392001,source_LORO,4000,leo_low_elev_weak,tx,4,21.53333333333333
PairBiCAD_P0P4_r2,P0-F8-S392001,source_LORO,4000,leo_low_elev_weak,tx,5,79.46666666666667
PairBiCAD_P0P4_r2,P0-F8-S392001,source_LORO,4000,leo_rain_weak,overall,all,31.877777777777776
PairBiCAD_P0P4_r2,P0-F8-S392001,source_LORO,4000,leo_rain_weak,tx,0,12.166666666666668
PairBiCAD_P0P4_r2,P0-F8-S392001,source_LORO,4000,leo_rain_weak,tx,1,18.033333333333335
PairBiCAD_P0P4_r2,P0-F8-S392001,source_LORO,4000,leo_rain_weak,tx,2,54.766666666666666
PairBiCAD_P0P4_r2,P0-F8-S392001,source_LORO,4000,leo_rain_weak,tx,3,2.533333333333333
PairBiCAD_P0P4_r2,P0-F8-S392001,source_LORO,4000,leo_rain_weak,tx,4,22.133333333333333
PairBiCAD_P0P4_r2,P0-F8-S392001,source_LORO,4000,leo_rain_weak,tx,5,81.63333333333334
PairBiCAD_P0P4_r2,P0-F8-S392002,source_LORO,4000,clean,overall,all,65.07777777777778
PairBiCAD_P0P4_r2,P0-F8-S392002,source_LORO,4000,clean,tx,0,77.33333333333333
PairBiCAD_P0P4_r2,P0-F8-S392002,source_LORO,4000,clean,tx,1,37.56666666666666
PairBiCAD_P0P4_r2,P0-F8-S392002,source_LORO,4000,clean,tx,2,93.5
PairBiCAD_P0P4_r2,P0-F8-S392002,source_LORO,4000,clean,tx,3,37.766666666666666
PairBiCAD_P0P4_r2,P0-F8-S392002,source_LORO,4000,clean,tx,4,76.6
PairBiCAD_P0P4_r2,P0-F8-S392002,source_LORO,4000,clean,tx,5,67.7
PairBiCAD_P0P4_r2,P0-F8-S392002,source_LORO,4000,leo_clear_weak,overall,all,32.483333333333334
PairBiCAD_P0P4_r2,P0-F8-S392002,source_LORO,4000,leo_clear_weak,tx,0,25.900000000000002
PairBiCAD_P0P4_r2,P0-F8-S392002,source_LORO,4000,leo_clear_weak,tx,1,13.733333333333334
PairBiCAD_P0P4_r2,P0-F8-S392002,source_LORO,4000,leo_clear_weak,tx,2,91.4
PairBiCAD_P0P4_r2,P0-F8-S392002,source_LORO,4000,leo_clear_weak,tx,3,3.5999999999999996
PairBiCAD_P0P4_r2,P0-F8-S392002,source_LORO,4000,leo_clear_weak,tx,4,5.8999999999999995
PairBiCAD_P0P4_r2,P0-F8-S392002,source_LORO,4000,leo_clear_weak,tx,5,54.36666666666666
PairBiCAD_P0P4_r2,P0-F8-S392002,source_LORO,4000,leo_low_elev_weak,overall,all,31.7
PairBiCAD_P0P4_r2,P0-F8-S392002,source_LORO,4000,leo_low_elev_weak,tx,0,23.666666666666668
PairBiCAD_P0P4_r2,P0-F8-S392002,source_LORO,4000,leo_low_elev_weak,tx,1,12.1
PairBiCAD_P0P4_r2,P0-F8-S392002,source_LORO,4000,leo_low_elev_weak,tx,2,93.46666666666667
PairBiCAD_P0P4_r2,P0-F8-S392002,source_LORO,4000,leo_low_elev_weak,tx,3,3.6333333333333337
PairBiCAD_P0P4_r2,P0-F8-S392002,source_LORO,4000,leo_low_elev_weak,tx,4,5.3
PairBiCAD_P0P4_r2,P0-F8-S392002,source_LORO,4000,leo_low_elev_weak,tx,5,52.03333333333333
PairBiCAD_P0P4_r2,P0-F8-S392002,source_LORO,4000,leo_rain_weak,overall,all,31.43888888888889
PairBiCAD_P0P4_r2,P0-F8-S392002,source_LORO,4000,leo_rain_weak,tx,0,22.166666666666668
PairBiCAD_P0P4_r2,P0-F8-S392002,source_LORO,4000,leo_rain_weak,tx,1,12.633333333333333
PairBiCAD_P0P4_r2,P0-F8-S392002,source_LORO,4000,leo_rain_weak,tx,2,93.86666666666666
PairBiCAD_P0P4_r2,P0-F8-S392002,source_LORO,4000,leo_rain_weak,tx,3,3.6333333333333337
PairBiCAD_P0P4_r2,P0-F8-S392002,source_LORO,4000,leo_rain_weak,tx,4,5.366666666666667
PairBiCAD_P0P4_r2,P0-F8-S392002,source_LORO,4000,leo_rain_weak,tx,5,50.96666666666667
PairBiCAD_P0P4_r2,P0-F8-S392003,source_LORO,4000,clean,overall,all,49.18888888888889
PairBiCAD_P0P4_r2,P0-F8-S392003,source_LORO,4000,clean,tx,0,73.33333333333333
PairBiCAD_P0P4_r2,P0-F8-S392003,source_LORO,4000,clean,tx,1,29.733333333333334
PairBiCAD_P0P4_r2,P0-F8-S392003,source_LORO,4000,clean,tx,2,12.133333333333333
PairBiCAD_P0P4_r2,P0-F8-S392003,source_LORO,4000,clean,tx,3,28.4
PairBiCAD_P0P4_r2,P0-F8-S392003,source_LORO,4000,clean,tx,4,91.83333333333333
PairBiCAD_P0P4_r2,P0-F8-S392003,source_LORO,4000,clean,tx,5,59.699999999999996
PairBiCAD_P0P4_r2,P0-F8-S392003,source_LORO,4000,leo_clear_weak,overall,all,35.422222222222224
PairBiCAD_P0P4_r2,P0-F8-S392003,source_LORO,4000,leo_clear_weak,tx,0,18.23333333333333
PairBiCAD_P0P4_r2,P0-F8-S392003,source_LORO,4000,leo_clear_weak,tx,1,3.2
PairBiCAD_P0P4_r2,P0-F8-S392003,source_LORO,4000,leo_clear_weak,tx,2,58.233333333333334
PairBiCAD_P0P4_r2,P0-F8-S392003,source_LORO,4000,leo_clear_weak,tx,3,40.8
PairBiCAD_P0P4_r2,P0-F8-S392003,source_LORO,4000,leo_clear_weak,tx,4,22.866666666666667
PairBiCAD_P0P4_r2,P0-F8-S392003,source_LORO,4000,leo_clear_weak,tx,5,69.19999999999999
PairBiCAD_P0P4_r2,P0-F8-S392003,source_LORO,4000,leo_low_elev_weak,overall,all,34.09444444444444
PairBiCAD_P0P4_r2,P0-F8-S392003,source_LORO,4000,leo_low_elev_weak,tx,0,17.366666666666667
PairBiCAD_P0P4_r2,P0-F8-S392003,source_LORO,4000,leo_low_elev_weak,tx,1,1.9333333333333333
PairBiCAD_P0P4_r2,P0-F8-S392003,source_LORO,4000,leo_low_elev_weak,tx,2,57.199999999999996
PairBiCAD_P0P4_r2,P0-F8-S392003,source_LORO,4000,leo_low_elev_weak,tx,3,40.33333333333333
PairBiCAD_P0P4_r2,P0-F8-S392003,source_LORO,4000,leo_low_elev_weak,tx,4,23.3
PairBiCAD_P0P4_r2,P0-F8-S392003,source_LORO,4000,leo_low_elev_weak,tx,5,64.43333333333334
PairBiCAD_P0P4_r2,P0-F8-S392003,source_LORO,4000,leo_rain_weak,overall,all,34.4
PairBiCAD_P0P4_r2,P0-F8-S392003,source_LORO,4000,leo_rain_weak,tx,0,17.266666666666666
PairBiCAD_P0P4_r2,P0-F8-S392003,source_LORO,4000,leo_rain_weak,tx,1,2.033333333333333
PairBiCAD_P0P4_r2,P0-F8-S392003,source_LORO,4000,leo_rain_weak,tx,2,56.93333333333334
PairBiCAD_P0P4_r2,P0-F8-S392003,source_LORO,4000,leo_rain_weak,tx,3,39.166666666666664
PairBiCAD_P0P4_r2,P0-F8-S392003,source_LORO,4000,leo_rain_weak,tx,4,24.3
PairBiCAD_P0P4_r2,P0-F8-S392003,source_LORO,4000,leo_rain_weak,tx,5,66.7
