adaptation_latency_sec,adv3b02_gradient_updates,before_accuracy,delta,experiment_id,k_shot,method,receiver,run_dir,seed,target_old_accuracy
14.88699074399968,600,0.611111111111111,0.03888888888888886,dadda_sda_stage2b_rx20-1_k1_seed713101,1,dadda_sda,20-1,runs/adv3b02_three_da_leoweakonly_20260715_v1/stage2_runs/rx_20-1/seed_713101/k_1/dadda_sda,713101,0.65
18.02898103542005,600,0.611111111111111,0.09444444444444444,mrior_sda_stage2b_rx20-1_k1_seed713101,1,mrior_sda,20-1,runs/adv3b02_three_da_leoweakonly_20260715_v1/stage2_runs/rx_20-1/seed_713101/k_1/mrior_sda,713101,0.7055555555555556
0.04127800092101097,0,0.611111111111111,-0.1027777777777778,protonet_cda_stage2b_rx20-1_k1_seed713101,1,protonet_cda,20-1,runs/adv3b02_three_da_leoweakonly_20260715_v1/stage2_runs/rx_20-1/seed_713101/k_1/protonet_cda,713101,0.5083333333333333
14.571554643567652,600,0.611111111111111,0.16388888888888886,dadda_sda_stage2b_rx20-1_k10_seed713101,10,dadda_sda,20-1,runs/adv3b02_three_da_leoweakonly_20260715_v1/stage2_runs/rx_20-1/seed_713101/k_10/dadda_sda,713101,0.775
17.64044273287679,600,0.611111111111111,0.2583333333333333,mrior_sda_stage2b_rx20-1_k10_seed713101,10,mrior_sda,20-1,runs/adv3b02_three_da_leoweakonly_20260715_v1/stage2_runs/rx_20-1/seed_713101/k_10/mrior_sda,713101,0.8694444444444445
0.05563532141968608,0,0.611111111111111,0.024999999999999984,protonet_cda_stage2b_rx20-1_k10_seed713101,10,protonet_cda,20-1,runs/adv3b02_three_da_leoweakonly_20260715_v1/stage2_runs/rx_20-1/seed_713101/k_10/protonet_cda,713101,0.6361111111111111
13.164562724530697,600,0.611111111111111,0.09444444444444444,dadda_sda_stage2b_rx20-1_k2_seed713101,2,dadda_sda,20-1,runs/adv3b02_three_da_leoweakonly_20260715_v1/stage2_runs/rx_20-1/seed_713101/k_2/dadda_sda,713101,0.7055555555555556
18.405665037377428,600,0.611111111111111,0.19166666666666665,mrior_sda_stage2b_rx20-1_k2_seed713101,2,mrior_sda,20-1,runs/adv3b02_three_da_leoweakonly_20260715_v1/stage2_runs/rx_20-1/seed_713101/k_2/mrior_sda,713101,0.8027777777777777
0.06018153500432769,0,0.611111111111111,0.02777777777777779,protonet_cda_stage2b_rx20-1_k2_seed713101,2,protonet_cda,20-1,runs/adv3b02_three_da_leoweakonly_20260715_v1/stage2_runs/rx_20-1/seed_713101/k_2/protonet_cda,713101,0.6388888888888888
15.108882120344788,600,0.611111111111111,0.19444444444444442,dadda_sda_stage2b_rx20-1_k20_seed713101,20,dadda_sda,20-1,runs/adv3b02_three_da_leoweakonly_20260715_v1/stage2_runs/rx_20-1/seed_713101/k_20/dadda_sda,713101,0.8055555555555555
