arm,experiment_id,receiver,seed,k_shot,old_acc,seen_new_acc,H_old_new,average_forgetting,run_dir,min_old_new,joint_score
singleview_fft96_strict,cvs_qknnv42_stage2c_rx3-19_k20_seed713103,3-19,713103,20,0.6749999999999999,0.5166666666666667,0.5794710223715858,0.06111111111111115,automation_reports\CV-SincNet\qknnv42_strict_dual125_20260714_183556\artifacts\cvs_qknnv42_fft96_singleview_strict125_20260714_183556\rx_3-19\seed_713103\k_20\cvs_qknnv42,0.5166666666666667,0.5903792296794175
singleview_fft96_strict,cvs_qknnv42_stage2c_rx3-19_k5_seed713103,3-19,713103,5,0.5666666666666667,0.5083333333333333,0.5327635327635327,0.061111111111111116,automation_reports\CV-SincNet\qknnv42_strict_dual125_20260714_183556\artifacts\cvs_qknnv42_fft96_singleview_strict125_20260714_183556\rx_3-19\seed_713103\k_5\cvs_qknnv42,0.5083333333333333,0.5359211775878442
singleview_fft96_strict,cvs_qknnv42_stage2c_rx3-19_k1_seed713104,3-19,713104,1,0.3527777777777778,0.39166666666666666,0.35568367501642434,0.04999999999999999,automation_reports\CV-SincNet\qknnv42_strict_dual125_20260714_183556\artifacts\cvs_qknnv42_fft96_singleview_strict125_20260714_183556\rx_3-19\seed_713104\k_1\cvs_qknnv42,0.3527777777777778,0.3667093731536229
singleview_fft96_strict,cvs_qknnv42_stage2c_rx3-19_k10_seed713104,3-19,713104,10,0.5972222222222222,0.5916666666666667,0.590198653929657,0.11388888888888886,automation_reports\CV-SincNet\qknnv42_strict_dual125_20260714_183556\artifacts\cvs_qknnv42_fft96_singleview_strict125_20260714_183556\rx_3-19\seed_713104\k_10\cvs_qknnv42,0.5916666666666667,0.5930291809395153
singleview_fft96_strict,cvs_qknnv42_stage2c_rx3-19_k2_seed713104,3-19,713104,2,0.5583333333333333,0.35833333333333334,0.43456640058055146,0.05277777777777781,automation_reports\CV-SincNet\qknnv42_strict_dual125_20260714_183556\artifacts\cvs_qknnv42_fft96_singleview_strict125_20260714_183556\rx_3-19\seed_713104\k_2\cvs_qknnv42,0.35833333333333334,0.4504110224157394
singleview_fft96_strict,cvs_qknnv42_stage2c_rx3-19_k20_seed713104,3-19,713104,20,0.6444444444444445,0.5583333333333332,0.5952734091818599,0.09722222222222225,automation_reports\CV-SincNet\qknnv42_strict_dual125_20260714_183556\artifacts\cvs_qknnv42_fft96_singleview_strict125_20260714_183556\rx_3-19\seed_713104\k_20\cvs_qknnv42,0.5583333333333332,0.5993503956532126
singleview_fft96_strict,cvs_qknnv42_stage2c_rx3-19_k5_seed713104,3-19,713104,5,0.5277777777777777,0.4916666666666667,0.49790335044433404,0.10000000000000002,automation_reports\CV-SincNet\qknnv42_strict_dual125_20260714_183556\artifacts\cvs_qknnv42_fft96_singleview_strict125_20260714_183556\rx_3-19\seed_713104\k_5\cvs_qknnv42,0.4916666666666667,0.5057825982962595
singleview_fft96_strict,cvs_qknnv42_stage2c_rx3-19_k1_seed713105,3-19,713105,1,0.5499999999999999,0.18333333333333335,0.2630975452196382,0.07500000000000001,automation_reports\CV-SincNet\qknnv42_strict_dual125_20260714_183556\artifacts\cvs_qknnv42_fft96_singleview_strict125_20260714_183556\rx_3-19\seed_713105\k_1\cvs_qknnv42,0.18333333333333335,0.3321436261843238
singleview_fft96_strict,cvs_qknnv42_stage2c_rx3-19_k10_seed713105,3-19,713105,10,0.6444444444444445,0.3833333333333333,0.47369114771661985,0.04444444444444443,automation_reports\CV-SincNet\qknnv42_strict_dual125_20260714_183556\artifacts\cvs_qknnv42_fft96_singleview_strict125_20260714_183556\rx_3-19\seed_713105\k_10\cvs_qknnv42,0.3833333333333333,0.5004896418314658
singleview_fft96_strict,cvs_qknnv42_stage2c_rx3-19_k2_seed713105,3-19,713105,2,0.5416666666666667,0.3833333333333333,0.44223574826230694,0.0472222222222222,automation_reports\CV-SincNet\qknnv42_strict_dual125_20260714_183556\artifacts\cvs_qknnv42_fft96_singleview_strict125_20260714_183556\rx_3-19\seed_713105\k_2\cvs_qknnv42,0.3833333333333333,0.455745249420769
singleview_fft96_strict,cvs_qknnv42_stage2c_rx3-19_k20_seed713105,3-19,713105,20,0.7000000000000001,0.48333333333333334,0.5642432279139139,0.041666666666666664,automation_reports\CV-SincNet\qknnv42_strict_dual125_20260714_183556\artifacts\cvs_qknnv42_fft96_singleview_strict125_20260714_183556\rx_3-19\seed_713105\k_20\cvs_qknnv42,0.48333333333333334,0.5825255204157491
singleview_fft96_strict,cvs_qknnv42_stage2c_rx3-19_k5_seed713105,3-19,713105,5,0.6277777777777778,0.3833333333333333,0.47065925923396584,0.04999999999999997,automation_reports\CV-SincNet\qknnv42_strict_dual125_20260714_183556\artifacts\cvs_qknnv42_fft96_singleview_strict125_20260714_183556\rx_3-19\seed_713105\k_5\cvs_qknnv42,0.3833333333333333,0.4939234567816923
singleview_fft96_strict,cvs_qknnv42_stage2c_rx7-14_k1_seed713101,7-14,713101,1,0.8055555555555557,0.5333333333333333,0.6373831851117343,0.03888888888888886,automation_reports\CV-SincNet\qknnv42_strict_dual125_20260714_183556\artifacts\cvs_qknnv42_fft96_singleview_strict125_20260714_183556\rx_7-14\seed_713101\k_1\cvs_qknnv42,0.5333333333333333,0.6587573580002077
singleview_fft96_strict,cvs_qknnv42_stage2c_rx7-14_k10_seed713101,7-14,713101,10,0.8972222222222223,0.8250000000000001,0.8571995256170871,0.002777777777777768,automation_reports\CV-SincNet\qknnv42_strict_dual125_20260714_183556\artifacts\cvs_qknnv42_fft96_singleview_strict125_20260714_183556\rx_7-14\seed_713101\k_10\cvs_qknnv42,0.8250000000000001,0.8598072492797698
singleview_fft96_strict,cvs_qknnv42_stage2c_rx7-14_k2_seed713101,7-14,713101,2,0.8388888888888889,0.6583333333333333,0.7341747021958019,0.06111111111111115,automation_reports\CV-SincNet\qknnv42_strict_dual125_20260714_183556\artifacts\cvs_qknnv42_fft96_singleview_strict125_20260714_183556\rx_7-14\seed_713101\k_2\cvs_qknnv42,0.6583333333333333,0.743798974806008
singleview_fft96_strict,cvs_qknnv42_stage2c_rx7-14_k20_seed713101,7-14,713101,20,0.9138888888888889,0.875,0.8939822921416628,0.005555555555555573,automation_reports\CV-SincNet\qknnv42_strict_dual125_20260714_183556\artifacts\cvs_qknnv42_fft96_singleview_strict125_20260714_183556\rx_7-14\seed_713101\k_20\cvs_qknnv42,0.875,0.8942903936768505
singleview_fft96_strict,cvs_qknnv42_stage2c_rx7-14_k5_seed713101,7-14,713101,5,0.8833333333333333,0.7000000000000001,0.780555706597207,0.013888888888888876,automation_reports\CV-SincNet\qknnv42_strict_dual125_20260714_183556\artifacts\cvs_qknnv42_fft96_singleview_strict125_20260714_183556\rx_7-14\seed_713101\k_5\cvs_qknnv42,0.7000000000000001,0.7879630133101801
singleview_fft96_strict,cvs_qknnv42_stage2c_rx7-14_k1_seed713102,7-14,713102,1,0.7833333333333333,0.5083333333333333,0.616431400240125,0.07777777777777777,automation_reports\CV-SincNet\qknnv42_strict_dual125_20260714_183556\artifacts\cvs_qknnv42_fft96_singleview_strict125_20260714_183556\rx_7-14\seed_713102\k_1\cvs_qknnv42,0.5083333333333333,0.6360326889689305
singleview_fft96_strict,cvs_qknnv42_stage2c_rx7-14_k10_seed713102,7-14,713102,10,0.8694444444444445,0.8333333333333334,0.8506372175679107,0.0027777777777778048,automation_reports\CV-SincNet\qknnv42_strict_dual125_20260714_183556\artifacts\cvs_qknnv42_fft96_singleview_strict125_20260714_183556\rx_7-14\seed_713102\k_10\cvs_qknnv42,0.8333333333333334,0.8511383317818962
singleview_fft96_strict,cvs_qknnv42_stage2c_rx7-14_k2_seed713102,7-14,713102,2,0.8361111111111111,0.5499999999999999,0.6634687019350524,0.01666666666666672,automation_reports\CV-SincNet\qknnv42_strict_dual125_20260714_183556\artifacts\cvs_qknnv42_fft96_singleview_strict125_20260714_183556\rx_7-14\seed_713102\k_2\cvs_qknnv42,0.5499999999999999,0.6831932710153877
singleview_fft96_strict,cvs_qknnv42_stage2c_rx7-14_k20_seed713102,7-14,713102,20,0.875,0.875,0.8732166760675394,0.002777777777777768,automation_reports\CV-SincNet\qknnv42_strict_dual125_20260714_183556\artifacts\cvs_qknnv42_fft96_singleview_strict125_20260714_183556\rx_7-14\seed_713102\k_20\cvs_qknnv42,0.875,0.8744055586891798
singleview_fft96_strict,cvs_qknnv42_stage2c_rx7-14_k5_seed713102,7-14,713102,5,0.875,0.6749999999999999,0.7619965781267064,0.0,automation_reports\CV-SincNet\qknnv42_strict_dual125_20260714_183556\artifacts\cvs_qknnv42_fft96_singleview_strict125_20260714_183556\rx_7-14\seed_713102\k_5\cvs_qknnv42,0.6749999999999999,0.7706655260422354
singleview_fft96_strict,cvs_qknnv42_stage2c_rx7-14_k1_seed713103,7-14,713103,1,0.811111111111111,0.4666666666666666,0.5894071444183742,0.05000000000000001,automation_reports\CV-SincNet\qknnv42_strict_dual125_20260714_183556\artifacts\cvs_qknnv42_fft96_singleview_strict125_20260714_183556\rx_7-14\seed_713103\k_1\cvs_qknnv42,0.4666666666666666,0.6223949740653839
singleview_fft96_strict,cvs_qknnv42_stage2c_rx7-14_k10_seed713103,7-14,713103,10,0.9166666666666666,0.8500000000000001,0.8798781439181177,0.0027777777777778048,automation_reports\CV-SincNet\qknnv42_strict_dual125_20260714_183556\artifacts\cvs_qknnv42_fft96_singleview_strict125_20260714_183556\rx_7-14\seed_713103\k_10\cvs_qknnv42,0.8500000000000001,0.8821816035282614
singleview_fft96_strict,cvs_qknnv42_stage2c_rx7-14_k2_seed713103,7-14,713103,2,0.8722222222222222,0.6833333333333332,0.7618603515876972,0.030555555555555558,automation_reports\CV-SincNet\qknnv42_strict_dual125_20260714_183556\artifacts\cvs_qknnv42_fft96_singleview_strict125_20260714_183556\rx_7-14\seed_713103\k_2\cvs_qknnv42,0.6833333333333332,0.7724719690477508
singleview_fft96_strict,cvs_qknnv42_stage2c_rx7-14_k20_seed713103,7-14,713103,20,0.9277777777777777,0.8583333333333334,0.8914018118079429,-0.002777777777777768,automation_reports\CV-SincNet\qknnv42_strict_dual125_20260714_183556\artifacts\cvs_qknnv42_fft96_singleview_strict125_20260714_183556\rx_7-14\seed_713103\k_20\cvs_qknnv42,0.8583333333333334,0.8925043076396846
singleview_fft96_strict,cvs_qknnv42_stage2c_rx7-14_k5_seed713103,7-14,713103,5,0.8888888888888888,0.6750000000000002,0.7641835834068843,0.022222222222222254,automation_reports\CV-SincNet\qknnv42_strict_dual125_20260714_183556\artifacts\cvs_qknnv42_fft96_singleview_strict125_20260714_183556\rx_7-14\seed_713103\k_5\cvs_qknnv42,0.6750000000000002,0.7760241574319244
singleview_fft96_strict,cvs_qknnv42_stage2c_rx7-14_k1_seed713104,7-14,713104,1,0.6833333333333332,0.75,0.714164226177067,0.0944444444444444,automation_reports\CV-SincNet\qknnv42_strict_dual125_20260714_183556\artifacts\cvs_qknnv42_fft96_singleview_strict125_20260714_183556\rx_7-14\seed_713104\k_1\cvs_qknnv42,0.6833333333333332,0.7158325198368001
singleview_fft96_strict,cvs_qknnv42_stage2c_rx7-14_k10_seed713104,7-14,713104,10,0.8527777777777779,0.8250000000000001,0.8383618642838684,0.022222222222222216,automation_reports\CV-SincNet\qknnv42_strict_dual125_20260714_183556\artifacts\cvs_qknnv42_fft96_singleview_strict125_20260714_183556\rx_7-14\seed_713104\k_10\cvs_qknnv42,0.8250000000000001,0.8387132140205488
singleview_fft96_strict,cvs_qknnv42_stage2c_rx7-14_k2_seed713104,7-14,713104,2,0.7888888888888889,0.7916666666666666,0.789819607635581,0.06944444444444442,automation_reports\CV-SincNet\qknnv42_strict_dual125_20260714_183556\artifacts\cvs_qknnv42_fft96_singleview_strict125_20260714_183556\rx_7-14\seed_713104\k_2\cvs_qknnv42,0.7888888888888889,0.7901250543970454
singleview_fft96_strict,cvs_qknnv42_stage2c_rx7-14_k20_seed713104,7-14,713104,20,0.8638888888888889,0.8333333333333334,0.8477446129960601,0.011111111111111108,automation_reports\CV-SincNet\qknnv42_strict_dual125_20260714_183556\artifacts\cvs_qknnv42_fft96_singleview_strict125_20260714_183556\rx_7-14\seed_713104\k_20\cvs_qknnv42,0.8333333333333334,0.8483222784060942
singleview_fft96_strict,cvs_qknnv42_stage2c_rx7-14_k5_seed713104,7-14,713104,5,0.8555555555555556,0.8166666666666668,0.8351690500377692,0.01666666666666668,automation_reports\CV-SincNet\qknnv42_strict_dual125_20260714_183556\artifacts\cvs_qknnv42_fft96_singleview_strict125_20260714_183556\rx_7-14\seed_713104\k_5\cvs_qknnv42,0.8166666666666668,0.8357970907533305
