receiver,seed,k_shot,old_acc_full,old_acc_light,delta_old_acc,seen_new_acc_full,seen_new_acc_light,delta_seen_new_acc,H_old_new_full,H_old_new_light,delta_H_old_new
7-14,713102,20,0.9361111111111112,0.875,0.06111111111111123,1.0,0.875,0.125,0.9669337754444137,0.8732166760675394,0.09371709937687434
7-14,713103,1,0.8888888888888888,0.811111111111111,0.07777777777777783,0.9666666666666667,0.4666666666666666,0.5,0.9252439605485604,0.5894071444183742,0.33583681613018623
7-14,713103,2,0.9138888888888889,0.8722222222222222,0.04166666666666663,0.9833333333333334,0.6833333333333332,0.30000000000000016,0.9470345239684447,0.7618603515876972,0.18517417238074751
7-14,713103,5,0.9138888888888889,0.8888888888888888,0.025000000000000022,0.9833333333333334,0.6750000000000002,0.30833333333333324,0.9469754689695989,0.7641835834068843,0.18279188556271464
7-14,713103,10,0.9194444444444444,0.9166666666666666,0.002777777777777768,1.0,0.8500000000000001,0.1499999999999999,0.957974874490301,0.8798781439181177,0.07809673057218336
7-14,713103,20,0.9222222222222222,0.9277777777777777,-0.005555555555555536,1.0,0.8583333333333334,0.1416666666666666,0.959454821212219,0.8914018118079429,0.06805300940427617
7-14,713104,1,0.8833333333333333,0.6833333333333332,0.20000000000000007,0.7833333333333333,0.75,0.033333333333333326,0.8222862945635224,0.714164226177067,0.10812206838645544
7-14,713104,2,0.9111111111111111,0.7888888888888889,0.12222222222222223,0.9833333333333334,0.7916666666666666,0.19166666666666676,0.9448037767040757,0.789819607635581,0.15498416906849466
7-14,713104,5,0.9194444444444444,0.8555555555555556,0.06388888888888877,1.0,0.8166666666666668,0.18333333333333324,0.9576353066404651,0.8351690500377692,0.12246625660269594
7-14,713104,10,0.9277777777777777,0.8527777777777779,0.07499999999999984,1.0,0.8250000000000001,0.17499999999999993,0.9622070620606901,0.8383618642838684,0.12384519777682168
7-14,713104,20,0.9472222222222223,0.8638888888888889,0.08333333333333337,1.0,0.8333333333333334,0.16666666666666663,0.9726889201391459,0.8477446129960601,0.1249443071430858
7-14,713105,1,0.9333333333333332,0.8666666666666667,0.06666666666666654,0.9333333333333332,0.5916666666666667,0.34166666666666656,0.9332462285609996,0.6936665458964547,0.23957968266454488
7-14,713105,2,0.9388888888888888,0.8805555555555555,0.05833333333333324,0.9833333333333334,0.6749999999999999,0.30833333333333346,0.9605246596559877,0.7602502515261099,0.20027440812987773
7-14,713105,5,0.9277777777777777,0.8916666666666666,0.036111111111111094,0.9833333333333334,0.8166666666666668,0.16666666666666663,0.9546482316517535,0.8520875302175664,0.10256070143418705
7-14,713105,10,0.9444444444444443,0.9027777777777777,0.04166666666666663,1.0,0.8500000000000001,0.1499999999999999,0.9713992423932313,0.8753907912305637,0.09600845116266754
7-14,713105,20,0.9444444444444443,0.9083333333333333,0.03611111111111098,1.0,0.8583333333333334,0.1416666666666666,0.9713992423932313,0.8826085829884268,0.08879065940480446
7-7,713101,1,0.7888888888888889,0.7111111111111112,0.07777777777777761,0.7833333333333332,0.5083333333333333,0.2749999999999999,0.7721295837285801,0.5927295666448643,0.17940001708371578
7-7,713101,2,0.8805555555555555,0.7666666666666666,0.11388888888888893,0.9500000000000001,0.5583333333333335,0.3916666666666666,0.912860833920548,0.6443140765401641,0.2685467573803838
7-7,713101,5,0.8777777777777778,0.8250000000000001,0.0527777777777777,1.0,0.775,0.22499999999999998,0.9345458463105523,0.7989896675651392,0.13555617874541304
7-7,713101,10,0.9027777777777778,0.9,0.002777777777777768,1.0,0.7416666666666666,0.2583333333333334,0.9488201598122418,0.8086268987289467,0.1401932610832951
7-7,713101,20,0.9416666666666668,0.8916666666666666,0.050000000000000155,1.0,0.8250000000000001,0.17499999999999993,0.9699444324277829,0.8549455358879596,0.11499889653982331
