arm,receiver,seed,k_shot,scenario,old_acc,seen_new_acc,H_old_new,average_forgetting
singleview_fft96_strict,7-7,713101,5,leo_clear_weak,0.8916666666666667,0.875,0.8832547169811322,-0.008333333333333415
singleview_fft96_strict,7-7,713101,5,leo_low_elev_weak,0.825,0.75,0.7857142857142856,0.0
singleview_fft96_strict,7-7,713101,5,leo_rain_weak,0.7583333333333333,0.7,0.728,0.09166666666666667
singleview_fft96_strict,7-7,713102,1,leo_clear_weak,0.775,0.425,0.5489583333333333,0.05833333333333335
singleview_fft96_strict,7-7,713102,1,leo_low_elev_weak,0.6583333333333333,0.525,0.5841549295774648,0.08333333333333337
singleview_fft96_strict,7-7,713102,1,leo_rain_weak,0.6666666666666666,0.45,0.5373134328358209,0.18333333333333335
singleview_fft96_strict,7-7,713102,10,leo_clear_weak,0.8666666666666667,0.85,0.858252427184466,0.008333333333333304
singleview_fft96_strict,7-7,713102,10,leo_low_elev_weak,0.8583333333333333,0.775,0.8145408163265305,0.0
singleview_fft96_strict,7-7,713102,10,leo_rain_weak,0.8333333333333334,0.625,0.7142857142857143,0.033333333333333326
singleview_fft96_strict,7-7,713102,2,leo_clear_weak,0.8,0.6,0.6857142857142857,0.05833333333333324
singleview_fft96_strict,7-7,713102,2,leo_low_elev_weak,0.8083333333333333,0.425,0.5570945945945946,0.04999999999999993
singleview_fft96_strict,7-7,713102,2,leo_rain_weak,0.6833333333333333,0.425,0.5240601503759398,0.18333333333333335
singleview_fft96_strict,7-7,713102,20,leo_clear_weak,0.875,0.85,0.8623188405797101,0.01666666666666672
singleview_fft96_strict,7-7,713102,20,leo_low_elev_weak,0.8916666666666667,0.75,0.8147208121827412,0.0
singleview_fft96_strict,7-7,713102,20,leo_rain_weak,0.9,0.7,0.7875,0.008333333333333304
singleview_fft96_strict,7-7,713102,5,leo_clear_weak,0.8083333333333333,0.85,0.8286432160804021,0.04999999999999993
singleview_fft96_strict,7-7,713102,5,leo_low_elev_weak,0.8333333333333334,0.6,0.6976744186046512,0.02499999999999991
singleview_fft96_strict,7-7,713102,5,leo_rain_weak,0.8166666666666667,0.675,0.7391061452513966,0.025000000000000022
singleview_fft96_strict,7-7,713103,1,leo_clear_weak,0.425,0.275,0.33392857142857146,0.11666666666666664
singleview_fft96_strict,7-7,713103,1,leo_low_elev_weak,0.425,0.4,0.41212121212121217,0.04999999999999999
singleview_fft96_strict,7-7,713103,1,leo_rain_weak,0.4083333333333333,0.375,0.3909574468085107,0.06666666666666665
singleview_fft96_strict,7-7,713103,10,leo_clear_weak,0.9333333333333333,0.85,0.8897196261682243,0.0
singleview_fft96_strict,7-7,713103,10,leo_low_elev_weak,0.875,0.825,0.8492647058823529,0.008333333333333304
singleview_fft96_strict,7-7,713103,10,leo_rain_weak,0.9,0.7,0.7875,-0.008333333333333304
singleview_fft96_strict,7-7,713103,2,leo_clear_weak,0.6916666666666667,0.75,0.7196531791907516,0.10833333333333339
singleview_fft96_strict,7-7,713103,2,leo_low_elev_weak,0.6,0.675,0.6352941176470589,0.033333333333333326
singleview_fft96_strict,7-7,713103,2,leo_rain_weak,0.5666666666666667,0.65,0.6054794520547945,0.07500000000000007
singleview_fft96_strict,7-7,713103,20,leo_clear_weak,0.925,0.85,0.8859154929577465,0.008333333333333304
singleview_fft96_strict,7-7,713103,20,leo_low_elev_weak,0.8916666666666667,0.85,0.8703349282296651,-0.025000000000000022
singleview_fft96_strict,7-7,713103,20,leo_rain_weak,0.8916666666666667,0.75,0.8147208121827412,0.008333333333333304
singleview_fft96_strict,7-7,713103,5,leo_clear_weak,0.9,0.875,0.8873239436619719,0.025000000000000022
singleview_fft96_strict,7-7,713103,5,leo_low_elev_weak,0.7833333333333333,0.825,0.8036269430051813,0.04166666666666663
singleview_fft96_strict,7-7,713103,5,leo_rain_weak,0.8416666666666667,0.675,0.7491758241758242,0.08333333333333337
singleview_fft96_strict,7-7,713104,1,leo_clear_weak,0.775,0.8,0.7873015873015874,0.15000000000000002
singleview_fft96_strict,7-7,713104,1,leo_low_elev_weak,0.6416666666666667,0.575,0.6065068493150685,0.1333333333333333
singleview_fft96_strict,7-7,713104,1,leo_rain_weak,0.625,0.45,0.5232558139534884,0.15833333333333333
singleview_fft96_strict,7-7,713104,10,leo_clear_weak,0.925,0.925,0.925,-0.04166666666666674
singleview_fft96_strict,7-7,713104,10,leo_low_elev_weak,0.8666666666666667,0.825,0.8453201970443349,0.025000000000000022
singleview_fft96_strict,7-7,713104,10,leo_rain_weak,0.875,0.775,0.821969696969697,-0.01666666666666672
singleview_fft96_strict,7-7,713104,2,leo_clear_weak,0.95,0.825,0.8830985915492957,0.008333333333333415
singleview_fft96_strict,7-7,713104,2,leo_low_elev_weak,0.725,0.55,0.6254901960784314,0.050000000000000044
singleview_fft96_strict,7-7,713104,2,leo_rain_weak,0.8416666666666667,0.6,0.7005780346820809,0.09166666666666667
singleview_fft96_strict,7-7,713104,20,leo_clear_weak,0.8833333333333333,0.9,0.8915887850467291,-0.016666666666666607
singleview_fft96_strict,7-7,713104,20,leo_low_elev_weak,0.875,0.9,0.8873239436619719,-0.008333333333333304
singleview_fft96_strict,7-7,713104,20,leo_rain_weak,0.8083333333333333,0.875,0.8403465346534653,0.0
singleview_fft96_strict,7-7,713104,5,leo_clear_weak,0.9083333333333333,0.875,0.891355140186916,0.04166666666666663
singleview_fft96_strict,7-7,713104,5,leo_low_elev_weak,0.9,0.7,0.7875,0.033333333333333326
singleview_fft96_strict,7-7,713104,5,leo_rain_weak,0.8916666666666667,0.75,0.8147208121827412,0.04999999999999993
singleview_fft96_strict,7-7,713105,1,leo_clear_weak,0.775,0.425,0.5489583333333333,0.1166666666666667
singleview_fft96_strict,7-7,713105,1,leo_low_elev_weak,0.7583333333333333,0.4,0.5237410071942447,0.0
singleview_fft96_strict,7-7,713105,1,leo_rain_weak,0.8666666666666667,0.4,0.5473684210526316,0.025000000000000022
singleview_fft96_strict,7-7,713105,10,leo_clear_weak,0.9333333333333333,0.775,0.8468292682926829,0.008333333333333304
singleview_fft96_strict,7-7,713105,10,leo_low_elev_weak,0.925,0.7,0.7969230769230768,0.02499999999999991
singleview_fft96_strict,7-7,713105,10,leo_rain_weak,0.9083333333333333,0.7,0.7906735751295335,0.0
singleview_fft96_strict,7-7,713105,2,leo_clear_weak,0.8083333333333333,0.725,0.7644021739130435,0.09999999999999998
singleview_fft96_strict,7-7,713105,2,leo_low_elev_weak,0.8,0.55,0.6518518518518519,0.04999999999999993
singleview_fft96_strict,7-7,713105,2,leo_rain_weak,0.8666666666666667,0.4,0.5473684210526316,0.016666666666666607
singleview_fft96_strict,7-7,713105,20,leo_clear_weak,0.95,0.875,0.910958904109589,0.008333333333333415
singleview_fft96_strict,7-7,713105,20,leo_low_elev_weak,0.9416666666666667,0.725,0.8192499999999999,0.01666666666666672
singleview_fft96_strict,7-7,713105,20,leo_rain_weak,0.9333333333333333,0.7,0.8,0.0
singleview_fft96_strict,7-7,713105,5,leo_clear_weak,0.925,0.675,0.7804687500000002,0.008333333333333304
singleview_fft96_strict,7-7,713105,5,leo_low_elev_weak,0.8416666666666667,0.7,0.7643243243243243,0.033333333333333326
singleview_fft96_strict,7-7,713105,5,leo_rain_weak,0.9166666666666666,0.525,0.6676300578034682,0.008333333333333415
singleview_fft96_strict,8-8,713101,1,leo_clear_weak,0.65,0.675,0.6622641509433962,0.125
singleview_fft96_strict,8-8,713101,1,leo_low_elev_weak,0.575,0.575,0.575,0.01666666666666672
singleview_fft96_strict,8-8,713101,1,leo_rain_weak,0.6333333333333333,0.6,0.6162162162162161,0.15000000000000002
singleview_fft96_strict,8-8,713101,10,leo_clear_weak,0.8916666666666667,0.85,0.8703349282296651,-0.008333333333333415
singleview_fft96_strict,8-8,713101,10,leo_low_elev_weak,0.825,0.7,0.7573770491803278,0.01666666666666672
singleview_fft96_strict,8-8,713101,10,leo_rain_weak,0.8583333333333333,0.7,0.7711229946524064,0.008333333333333415
singleview_fft96_strict,8-8,713101,2,leo_clear_weak,0.7416666666666667,0.7,0.7202312138728324,0.09166666666666667
singleview_fft96_strict,8-8,713101,2,leo_low_elev_weak,0.5583333333333333,0.6,0.5784172661870505,0.15833333333333333
singleview_fft96_strict,8-8,713101,2,leo_rain_weak,0.65,0.6,0.624,0.1333333333333333
singleview_fft96_strict,8-8,713101,20,leo_clear_weak,0.9166666666666666,0.95,0.9330357142857142,-0.016666666666666607
singleview_fft96_strict,8-8,713101,20,leo_low_elev_weak,0.8333333333333334,0.775,0.8031088082901554,0.02499999999999991
singleview_fft96_strict,8-8,713101,20,leo_rain_weak,0.8583333333333333,0.85,0.8541463414634146,0.0
singleview_fft96_strict,8-8,713101,5,leo_clear_weak,0.825,0.75,0.7857142857142856,0.01666666666666672
singleview_fft96_strict,8-8,713101,5,leo_low_elev_weak,0.725,0.75,0.7372881355932203,0.09999999999999998
singleview_fft96_strict,8-8,713101,5,leo_rain_weak,0.7916666666666666,0.65,0.7138728323699421,0.08333333333333337
singleview_fft96_strict,8-8,713102,1,leo_clear_weak,0.7,0.5,0.5833333333333334,0.008333333333333415
singleview_fft96_strict,8-8,713102,1,leo_low_elev_weak,0.675,0.425,0.521590909090909,0.04999999999999993
singleview_fft96_strict,8-8,713102,1,leo_rain_weak,0.7583333333333333,0.275,0.40362903225806457,0.01666666666666672
singleview_fft96_strict,8-8,713102,10,leo_clear_weak,0.8083333333333333,0.925,0.8627403846153847,0.025000000000000022
singleview_fft96_strict,8-8,713102,10,leo_low_elev_weak,0.7833333333333333,0.8,0.791578947368421,0.01666666666666672
singleview_fft96_strict,8-8,713102,10,leo_rain_weak,0.8,0.8,0.8000000000000002,0.016666666666666607
singleview_fft96_strict,8-8,713102,2,leo_clear_weak,0.6833333333333333,0.675,0.6791411042944786,0.025000000000000022
singleview_fft96_strict,8-8,713102,2,leo_low_elev_weak,0.6916666666666667,0.65,0.6701863354037266,0.04166666666666663
singleview_fft96_strict,8-8,713102,2,leo_rain_weak,0.75,0.425,0.5425531914893617,0.04166666666666663
singleview_fft96_strict,8-8,713102,20,leo_clear_weak,0.825,0.975,0.89375,0.0
singleview_fft96_strict,8-8,713102,20,leo_low_elev_weak,0.8083333333333333,0.825,0.8165816326530613,0.008333333333333304
singleview_fft96_strict,8-8,713102,20,leo_rain_weak,0.8083333333333333,0.825,0.8165816326530613,0.008333333333333304
singleview_fft96_strict,8-8,713102,5,leo_clear_weak,0.7833333333333333,0.85,0.8153061224489795,0.008333333333333304
singleview_fft96_strict,8-8,713102,5,leo_low_elev_weak,0.75,0.675,0.7105263157894738,0.050000000000000044
singleview_fft96_strict,8-8,713102,5,leo_rain_weak,0.7916666666666666,0.45,0.5738255033557047,0.0
singleview_fft96_strict,8-8,713103,1,leo_clear_weak,0.8083333333333333,0.575,0.6719879518072289,0.033333333333333326
singleview_fft96_strict,8-8,713103,1,leo_low_elev_weak,0.6,0.65,0.624,0.07500000000000007
singleview_fft96_strict,8-8,713103,1,leo_rain_weak,0.7166666666666667,0.25,0.3706896551724138,0.06666666666666665
singleview_fft96_strict,8-8,713103,10,leo_clear_weak,0.85,0.875,0.8623188405797101,0.01666666666666672
singleview_fft96_strict,8-8,713103,10,leo_low_elev_weak,0.7583333333333333,0.875,0.8125,0.033333333333333326
singleview_fft96_strict,8-8,713103,10,leo_rain_weak,0.7916666666666666,0.725,0.7568681318681317,0.033333333333333326
singleview_fft96_strict,8-8,713103,2,leo_clear_weak,0.8,0.525,0.6339622641509434,0.04999999999999993
singleview_fft96_strict,8-8,713103,2,leo_low_elev_weak,0.525,0.775,0.6259615384615385,0.06666666666666665
singleview_fft96_strict,8-8,713103,2,leo_rain_weak,0.7666666666666667,0.375,0.5036496350364964,0.02499999999999991
singleview_fft96_strict,8-8,713103,20,leo_clear_weak,0.8416666666666667,0.9,0.8698564593301435,0.025000000000000022
singleview_fft96_strict,8-8,713103,20,leo_low_elev_weak,0.825,0.95,0.8830985915492957,0.0
singleview_fft96_strict,8-8,713103,20,leo_rain_weak,0.8,0.85,0.8242424242424243,0.02499999999999991
singleview_fft96_strict,8-8,713103,5,leo_clear_weak,0.8333333333333334,0.675,0.7458563535911604,0.033333333333333326
singleview_fft96_strict,8-8,713103,5,leo_low_elev_weak,0.7,0.825,0.7573770491803278,0.08333333333333337
singleview_fft96_strict,8-8,713103,5,leo_rain_weak,0.8,0.575,0.6690909090909091,0.02499999999999991
singleview_fft96_strict,8-8,713104,1,leo_clear_weak,0.8,0.65,0.7172413793103448,0.04166666666666663
singleview_fft96_strict,8-8,713104,1,leo_low_elev_weak,0.5583333333333333,0.625,0.5897887323943662,0.15000000000000002
singleview_fft96_strict,8-8,713104,1,leo_rain_weak,0.7166666666666667,0.4,0.5134328358208955,0.07499999999999996
singleview_fft96_strict,8-8,713104,10,leo_clear_weak,0.8833333333333333,0.925,0.9036866359447006,0.01666666666666672
singleview_fft96_strict,8-8,713104,10,leo_low_elev_weak,0.8416666666666667,0.825,0.83325,0.016666666666666607
singleview_fft96_strict,8-8,713104,10,leo_rain_weak,0.825,0.85,0.8373134328358209,0.01666666666666672
singleview_fft96_strict,8-8,713104,2,leo_clear_weak,0.6166666666666667,0.725,0.6664596273291925,0.08333333333333326
singleview_fft96_strict,8-8,713104,2,leo_low_elev_weak,0.5666666666666667,0.525,0.5450381679389312,0.07500000000000007
singleview_fft96_strict,8-8,713104,2,leo_rain_weak,0.6,0.7,0.6461538461538462,0.09166666666666667
singleview_fft96_strict,8-8,713104,20,leo_clear_weak,0.8916666666666667,0.9,0.8958139534883721,0.0
singleview_fft96_strict,8-8,713104,20,leo_low_elev_weak,0.875,0.85,0.8623188405797101,0.008333333333333304
singleview_fft96_strict,8-8,713104,20,leo_rain_weak,0.85,0.825,0.8373134328358209,0.025000000000000022
singleview_fft96_strict,8-8,713104,5,leo_clear_weak,0.8583333333333333,0.85,0.8541463414634146,0.03333333333333344
singleview_fft96_strict,8-8,713104,5,leo_low_elev_weak,0.8083333333333333,0.675,0.7356741573033708,0.04999999999999993
singleview_fft96_strict,8-8,713104,5,leo_rain_weak,0.7333333333333333,0.85,0.7873684210526316,0.01666666666666672
singleview_fft96_strict,8-8,713105,1,leo_clear_weak,0.7333333333333333,0.275,0.4,0.050000000000000044
singleview_fft96_strict,8-8,713105,1,leo_low_elev_weak,0.6,0.5,0.5454545454545454,0.09999999999999998
singleview_fft96_strict,8-8,713105,1,leo_rain_weak,0.6916666666666667,0.1,0.17473684210526316,0.008333333333333304
singleview_fft96_strict,8-8,713105,10,leo_clear_weak,0.8333333333333334,0.775,0.8031088082901554,0.02499999999999991
singleview_fft96_strict,8-8,713105,10,leo_low_elev_weak,0.7416666666666667,0.825,0.7811170212765957,0.06666666666666665
singleview_fft96_strict,8-8,713105,10,leo_rain_weak,0.8333333333333334,0.625,0.7142857142857143,0.008333333333333304
singleview_fft96_strict,8-8,713105,2,leo_clear_weak,0.8166666666666667,0.625,0.708092485549133,0.07500000000000007
singleview_fft96_strict,8-8,713105,2,leo_low_elev_weak,0.65,0.65,0.65,0.10833333333333328
singleview_fft96_strict,8-8,713105,2,leo_rain_weak,0.6666666666666666,0.45,0.5373134328358209,0.09166666666666667
singleview_fft96_strict,8-8,713105,20,leo_clear_weak,0.8333333333333334,0.925,0.8767772511848342,0.02499999999999991
singleview_fft96_strict,8-8,713105,20,leo_low_elev_weak,0.7833333333333333,0.85,0.8153061224489795,0.033333333333333326
singleview_fft96_strict,8-8,713105,20,leo_rain_weak,0.825,0.7,0.7573770491803278,0.008333333333333415
singleview_fft96_strict,8-8,713105,5,leo_clear_weak,0.8416666666666667,0.7,0.7643243243243243,0.016666666666666607
singleview_fft96_strict,8-8,713105,5,leo_low_elev_weak,0.7583333333333333,0.75,0.7541436464088398,0.033333333333333326
singleview_fft96_strict,8-8,713105,5,leo_rain_weak,0.8166666666666667,0.625,0.708092485549133,0.0
full_legacy_oracle_strict,20-1,713101,1,leo_clear_weak,0.6083333333333333,1.0,0.7564766839378237,-0.033333333333333326
full_legacy_oracle_strict,20-1,713101,1,leo_low_elev_weak,0.5666666666666667,0.8,0.6634146341463415,0.0
full_legacy_oracle_strict,20-1,713101,1,leo_rain_weak,0.6333333333333333,0.8,0.7069767441860466,-0.008333333333333304
full_legacy_oracle_strict,20-1,713101,10,leo_clear_weak,0.8333333333333334,1.0,0.9090909090909091,0.008333333333333304
full_legacy_oracle_strict,20-1,713101,10,leo_low_elev_weak,0.7416666666666667,0.95,0.8330049261083744,0.0
full_legacy_oracle_strict,20-1,713101,10,leo_rain_weak,0.8583333333333333,0.95,0.9018433179723502,0.0
full_legacy_oracle_strict,20-1,713101,2,leo_clear_weak,0.7416666666666667,1.0,0.8516746411483254,0.0
full_legacy_oracle_strict,20-1,713101,2,leo_low_elev_weak,0.7,0.9,0.7875,0.008333333333333415
full_legacy_oracle_strict,20-1,713101,2,leo_rain_weak,0.6666666666666666,0.95,0.7835051546391752,0.0
full_legacy_oracle_strict,20-1,713101,20,leo_clear_weak,0.9333333333333333,1.0,0.9655172413793104,-0.01666666666666672
full_legacy_oracle_strict,20-1,713101,20,leo_low_elev_weak,0.7916666666666666,0.95,0.8636363636363635,0.0
full_legacy_oracle_strict,20-1,713101,20,leo_rain_weak,0.8833333333333333,0.95,0.9154545454545454,-0.008333333333333304
full_legacy_oracle_strict,20-1,713101,5,leo_clear_weak,0.8916666666666667,1.0,0.9427312775330398,-0.008333333333333415
full_legacy_oracle_strict,20-1,713101,5,leo_low_elev_weak,0.7166666666666667,0.95,0.8170000000000001,0.0
full_legacy_oracle_strict,20-1,713101,5,leo_rain_weak,0.8416666666666667,0.95,0.8925581395348837,-0.033333333333333326
full_legacy_oracle_strict,20-1,713102,1,leo_clear_weak,0.8083333333333333,0.85,0.8286432160804021,-0.01666666666666672
full_legacy_oracle_strict,20-1,713102,1,leo_low_elev_weak,0.725,0.8,0.760655737704918,-0.016666666666666607
full_legacy_oracle_strict,20-1,713102,1,leo_rain_weak,0.6833333333333333,0.85,0.7576086956521739,-0.033333333333333326
full_legacy_oracle_strict,20-1,713102,10,leo_clear_weak,0.925,1.0,0.961038961038961,0.0
full_legacy_oracle_strict,20-1,713102,10,leo_low_elev_weak,0.875,1.0,0.9333333333333333,-0.008333333333333304
full_legacy_oracle_strict,20-1,713102,10,leo_rain_weak,0.8833333333333333,0.95,0.9154545454545454,-0.025000000000000022
full_legacy_oracle_strict,20-1,713102,2,leo_clear_weak,0.7833333333333333,0.95,0.8586538461538461,-0.016666666666666607
full_legacy_oracle_strict,20-1,713102,2,leo_low_elev_weak,0.7666666666666667,0.85,0.8061855670103093,0.0
full_legacy_oracle_strict,20-1,713102,2,leo_rain_weak,0.7833333333333333,0.9,0.8376237623762376,-0.016666666666666607
full_legacy_oracle_strict,20-1,713102,20,leo_clear_weak,0.9,1.0,0.9473684210526316,0.025000000000000022
full_legacy_oracle_strict,20-1,713102,20,leo_low_elev_weak,0.9083333333333333,1.0,0.9519650655021834,0.0
full_legacy_oracle_strict,20-1,713102,20,leo_rain_weak,0.8833333333333333,0.95,0.9154545454545454,0.0
full_legacy_oracle_strict,20-1,713102,5,leo_clear_weak,0.8833333333333333,1.0,0.9380530973451328,0.0
full_legacy_oracle_strict,20-1,713102,5,leo_low_elev_weak,0.7833333333333333,1.0,0.8785046728971964,0.033333333333333326
full_legacy_oracle_strict,20-1,713102,5,leo_rain_weak,0.8666666666666667,0.9,0.8830188679245283,0.0
full_legacy_oracle_strict,20-1,713103,1,leo_clear_weak,0.8333333333333334,1.0,0.9090909090909091,-0.025000000000000022
full_legacy_oracle_strict,20-1,713103,1,leo_low_elev_weak,0.625,0.85,0.7203389830508474,-0.050000000000000044
full_legacy_oracle_strict,20-1,713103,1,leo_rain_weak,0.75,0.8,0.7741935483870969,-0.01666666666666672
full_legacy_oracle_strict,20-1,713103,10,leo_clear_weak,0.925,0.95,0.9373333333333334,-0.01666666666666672
full_legacy_oracle_strict,20-1,713103,10,leo_low_elev_weak,0.8166666666666667,0.9,0.8563106796116504,-0.016666666666666607
full_legacy_oracle_strict,20-1,713103,10,leo_rain_weak,0.8416666666666667,0.95,0.8925581395348837,-0.008333333333333304
full_legacy_oracle_strict,20-1,713103,2,leo_clear_weak,0.8166666666666667,1.0,0.8990825688073394,-0.008333333333333304
full_legacy_oracle_strict,20-1,713103,2,leo_low_elev_weak,0.7166666666666667,0.9,0.797938144329897,-0.01666666666666672
full_legacy_oracle_strict,20-1,713103,2,leo_rain_weak,0.6833333333333333,0.95,0.7948979591836735,-0.01666666666666672
full_legacy_oracle_strict,20-1,713103,20,leo_clear_weak,0.9583333333333334,1.0,0.9787234042553191,0.0
full_legacy_oracle_strict,20-1,713103,20,leo_low_elev_weak,0.9,0.9,0.9,0.0
full_legacy_oracle_strict,20-1,713103,20,leo_rain_weak,0.9166666666666666,0.95,0.9330357142857142,-0.016666666666666607
full_legacy_oracle_strict,20-1,713103,5,leo_clear_weak,0.8,1.0,0.888888888888889,0.0
full_legacy_oracle_strict,20-1,713103,5,leo_low_elev_weak,0.7083333333333334,0.85,0.7727272727272727,-0.025000000000000022
full_legacy_oracle_strict,20-1,713103,5,leo_rain_weak,0.7416666666666667,0.9,0.8131979695431474,0.008333333333333304
full_legacy_oracle_strict,20-1,713104,1,leo_clear_weak,0.725,0.95,0.8223880597014926,0.0
full_legacy_oracle_strict,20-1,713104,1,leo_low_elev_weak,0.7083333333333334,0.75,0.7285714285714285,-0.008333333333333415
full_legacy_oracle_strict,20-1,713104,1,leo_rain_weak,0.6916666666666667,0.9,0.7821989528795812,0.0
full_legacy_oracle_strict,20-1,713104,10,leo_clear_weak,0.9,1.0,0.9473684210526316,0.0
full_legacy_oracle_strict,20-1,713104,10,leo_low_elev_weak,0.7583333333333333,0.9,0.8231155778894473,-0.025000000000000022
full_legacy_oracle_strict,20-1,713104,10,leo_rain_weak,0.825,0.95,0.8830985915492957,-0.016666666666666607
full_legacy_oracle_strict,20-1,713104,2,leo_clear_weak,0.7583333333333333,0.9,0.8231155778894473,0.0
full_legacy_oracle_strict,20-1,713104,2,leo_low_elev_weak,0.7,0.9,0.7875,-0.02499999999999991
full_legacy_oracle_strict,20-1,713104,2,leo_rain_weak,0.7166666666666667,0.9,0.797938144329897,0.0
full_legacy_oracle_strict,20-1,713104,20,leo_clear_weak,0.9583333333333334,1.0,0.9787234042553191,0.0
full_legacy_oracle_strict,20-1,713104,20,leo_low_elev_weak,0.8833333333333333,0.9,0.8915887850467291,0.0
full_legacy_oracle_strict,20-1,713104,20,leo_rain_weak,0.9,0.95,0.9243243243243242,-0.008333333333333304
full_legacy_oracle_strict,20-1,713104,5,leo_clear_weak,0.8833333333333333,1.0,0.9380530973451328,-0.016666666666666607
full_legacy_oracle_strict,20-1,713104,5,leo_low_elev_weak,0.75,0.95,0.838235294117647,-0.008333333333333304
full_legacy_oracle_strict,20-1,713104,5,leo_rain_weak,0.8333333333333334,0.9,0.8653846153846153,-0.01666666666666672
full_legacy_oracle_strict,20-1,713105,1,leo_clear_weak,0.6833333333333333,1.0,0.8118811881188119,0.008333333333333304
full_legacy_oracle_strict,20-1,713105,1,leo_low_elev_weak,0.7083333333333334,0.7,0.7041420118343196,0.0
full_legacy_oracle_strict,20-1,713105,1,leo_rain_weak,0.6833333333333333,0.85,0.7576086956521739,0.025000000000000022
full_legacy_oracle_strict,20-1,713105,10,leo_clear_weak,0.9416666666666667,1.0,0.9699570815450643,0.0
full_legacy_oracle_strict,20-1,713105,10,leo_low_elev_weak,0.8666666666666667,0.9,0.8830188679245283,-0.008333333333333415
full_legacy_oracle_strict,20-1,713105,10,leo_rain_weak,0.8333333333333334,1.0,0.9090909090909091,0.0
full_legacy_oracle_strict,20-1,713105,2,leo_clear_weak,0.7166666666666667,0.9,0.797938144329897,0.008333333333333304
full_legacy_oracle_strict,20-1,713105,2,leo_low_elev_weak,0.7583333333333333,0.9,0.8231155778894473,0.0
full_legacy_oracle_strict,20-1,713105,2,leo_rain_weak,0.8166666666666667,0.95,0.8783018867924528,-0.025000000000000022
full_legacy_oracle_strict,20-1,713105,20,leo_clear_weak,0.9166666666666666,1.0,0.9565217391304348,0.0
full_legacy_oracle_strict,20-1,713105,20,leo_low_elev_weak,0.85,0.9,0.8742857142857143,0.0
full_legacy_oracle_strict,20-1,713105,20,leo_rain_weak,0.9,1.0,0.9473684210526316,0.0
full_legacy_oracle_strict,20-1,713105,5,leo_clear_weak,0.8583333333333333,1.0,0.9237668161434976,0.0
full_legacy_oracle_strict,20-1,713105,5,leo_low_elev_weak,0.7916666666666666,0.95,0.8636363636363635,0.0
full_legacy_oracle_strict,20-1,713105,5,leo_rain_weak,0.825,0.95,0.8830985915492957,0.01666666666666672
full_legacy_oracle_strict,3-19,713101,1,leo_clear_weak,0.6,0.8,0.6857142857142857,0.0
full_legacy_oracle_strict,3-19,713101,1,leo_low_elev_weak,0.55,0.7,0.616,0.016666666666666607
full_legacy_oracle_strict,3-19,713101,1,leo_rain_weak,0.6583333333333333,0.75,0.7011834319526629,0.0
full_legacy_oracle_strict,3-19,713101,10,leo_clear_weak,0.7916666666666666,0.8,0.7958115183246073,0.0
full_legacy_oracle_strict,3-19,713101,10,leo_low_elev_weak,0.8,0.7,0.7466666666666666,-0.01666666666666672
full_legacy_oracle_strict,3-19,713101,10,leo_rain_weak,0.7333333333333333,0.75,0.7415730337078651,0.0
full_legacy_oracle_strict,3-19,713101,2,leo_clear_weak,0.7166666666666667,0.85,0.7776595744680851,0.0
full_legacy_oracle_strict,3-19,713101,2,leo_low_elev_weak,0.7083333333333334,0.7,0.7041420118343196,-0.01666666666666672
full_legacy_oracle_strict,3-19,713101,2,leo_rain_weak,0.6916666666666667,0.75,0.7196531791907516,0.0
full_legacy_oracle_strict,3-19,713101,20,leo_clear_weak,0.8166666666666667,0.85,0.833,-0.025000000000000022
full_legacy_oracle_strict,3-19,713101,20,leo_low_elev_weak,0.8083333333333333,0.75,0.7780748663101603,0.016666666666666607
full_legacy_oracle_strict,3-19,713101,20,leo_rain_weak,0.75,0.8,0.7741935483870969,0.008333333333333304
full_legacy_oracle_strict,3-19,713101,5,leo_clear_weak,0.7916666666666666,0.8,0.7958115183246073,0.0
full_legacy_oracle_strict,3-19,713101,5,leo_low_elev_weak,0.8166666666666667,0.65,0.7238636363636364,-0.016666666666666607
full_legacy_oracle_strict,3-19,713101,5,leo_rain_weak,0.6916666666666667,0.75,0.7196531791907516,0.0
full_legacy_oracle_strict,3-19,713102,1,leo_clear_weak,0.5666666666666667,0.7,0.6263157894736842,0.0
full_legacy_oracle_strict,3-19,713102,1,leo_low_elev_weak,0.45,0.85,0.5884615384615385,0.0
full_legacy_oracle_strict,3-19,713102,1,leo_rain_weak,0.525,0.75,0.6176470588235295,-0.008333333333333304
full_legacy_oracle_strict,3-19,713102,10,leo_clear_weak,0.7916666666666666,0.9,0.8423645320197045,0.0
full_legacy_oracle_strict,3-19,713102,10,leo_low_elev_weak,0.7916666666666666,0.85,0.8197969543147208,0.01666666666666672
full_legacy_oracle_strict,3-19,713102,10,leo_rain_weak,0.775,0.8,0.7873015873015874,-0.01666666666666672
full_legacy_oracle_strict,3-19,713102,2,leo_clear_weak,0.7,0.8,0.7466666666666666,0.008333333333333415
full_legacy_oracle_strict,3-19,713102,2,leo_low_elev_weak,0.5833333333333334,0.9,0.7078651685393258,0.02499999999999991
full_legacy_oracle_strict,3-19,713102,2,leo_rain_weak,0.6666666666666666,0.65,0.6582278481012659,-0.008333333333333304
full_legacy_oracle_strict,3-19,713102,20,leo_clear_weak,0.8083333333333333,0.9,0.8517073170731707,-0.01666666666666672
