arm,experiment_id,receiver,seed,k_shot,old_acc_strict,old_acc_compatibility,delta_old_acc,seen_new_acc_strict,seen_new_acc_compatibility,delta_seen_new_acc,H_old_new_strict,H_old_new_compatibility,delta_H_old_new
full_legacy_oracle_strict,cvs_qknnv42_stage2c_rx7-14_k10_seed713104,7-14,713104,10,0.9277777777777777,0.9277777777777777,0.0,1.0,1.0,0.0,0.9622070620606901,0.9623136692135645,-0.00010660715287447164
full_legacy_oracle_strict,cvs_qknnv42_stage2c_rx7-14_k2_seed713104,7-14,713104,2,0.9111111111111111,0.8916666666666667,0.019444444444444375,0.9833333333333334,0.9833333333333334,0.0,0.9448037767040757,0.9344574383200993,0.010346338383976361
full_legacy_oracle_strict,cvs_qknnv42_stage2c_rx7-14_k20_seed713104,7-14,713104,20,0.9472222222222223,0.9444444444444443,0.00277777777777799,1.0,1.0,0.0,0.9726889201391459,0.9712118730550691,0.0014770470840768102
full_legacy_oracle_strict,cvs_qknnv42_stage2c_rx7-14_k5_seed713104,7-14,713104,5,0.9194444444444444,0.9055555555555556,0.01388888888888884,1.0,1.0,0.0,0.9576353066404651,0.9496810207603591,0.007954285880106049
full_legacy_oracle_strict,cvs_qknnv42_stage2c_rx7-14_k1_seed713105,7-14,713105,1,0.9333333333333332,0.9249999999999999,0.008333333333333304,0.9333333333333332,0.9666666666666667,-0.03333333333333344,0.9332462285609996,0.9453741691314441,-0.012127940570444529
full_legacy_oracle_strict,cvs_qknnv42_stage2c_rx7-14_k10_seed713105,7-14,713105,10,0.9444444444444443,0.9249999999999999,0.019444444444444375,1.0,1.0,0.0,0.9713992423932313,0.9608845117532286,0.010514730640002634
full_legacy_oracle_strict,cvs_qknnv42_stage2c_rx7-14_k2_seed713105,7-14,713105,2,0.9388888888888888,0.9277777777777777,0.011111111111111072,0.9833333333333334,0.9833333333333334,0.0,0.9605246596559877,0.9546482316517535,0.005876428004234158
full_legacy_oracle_strict,cvs_qknnv42_stage2c_rx7-14_k20_seed713105,7-14,713105,20,0.9444444444444443,0.9305555555555555,0.01388888888888884,1.0,1.0,0.0,0.9713992423932313,0.9639222941720629,0.0074769482211684
full_legacy_oracle_strict,cvs_qknnv42_stage2c_rx7-14_k5_seed713105,7-14,713105,5,0.9277777777777777,0.9277777777777777,0.0,0.9833333333333334,0.9833333333333334,0.0,0.9546482316517535,0.9546772522899132,-2.9020638159682477e-05
full_legacy_oracle_strict,cvs_qknnv42_stage2c_rx7-7_k1_seed713101,7-7,713101,1,0.7888888888888889,0.7722222222222221,0.01666666666666672,0.7833333333333332,0.85,-0.06666666666666676,0.7721295837285801,0.7987523205879418,-0.026622736859361673
full_legacy_oracle_strict,cvs_qknnv42_stage2c_rx7-7_k10_seed713101,7-7,713101,10,0.9027777777777778,0.8777777777777778,0.025000000000000022,1.0,1.0,0.0,0.9488201598122418,0.934906588003933,0.013913571808308767
full_legacy_oracle_strict,cvs_qknnv42_stage2c_rx7-7_k2_seed713101,7-7,713101,2,0.8805555555555555,0.8555555555555556,0.02499999999999991,0.9500000000000001,0.9500000000000001,0.0,0.912860833920548,0.8993478295197942,0.013513004400753759
full_legacy_oracle_strict,cvs_qknnv42_stage2c_rx7-7_k20_seed713101,7-7,713101,20,0.9416666666666668,0.9166666666666666,0.025000000000000133,1.0,1.0,0.0,0.9699444324277829,0.9565085885571931,0.013435843870589825
full_legacy_oracle_strict,cvs_qknnv42_stage2c_rx7-7_k5_seed713101,7-7,713101,5,0.8777777777777778,0.8638888888888889,0.01388888888888884,1.0,1.0,0.0,0.9345458463105523,0.9267978717317925,0.007747974578759753
full_legacy_oracle_strict,cvs_qknnv42_stage2c_rx7-7_k1_seed713102,7-7,713102,1,0.7888888888888889,0.7277777777777779,0.061111111111111005,0.9833333333333334,0.9833333333333334,0.0,0.8725467231248185,0.8264189323417246,0.046127790783093925
full_legacy_oracle_strict,cvs_qknnv42_stage2c_rx7-7_k10_seed713102,7-7,713102,10,0.9027777777777778,0.8972222222222221,0.005555555555555647,1.0,1.0,0.0,0.9482385396929232,0.9454670752668042,0.0027714644261189747
