arm,count,old_acc,old_acc_std,old_acc_min,old_acc_max,seen_new_acc,seen_new_acc_std,seen_new_acc_min,seen_new_acc_max,H_old_new,H_old_new_std,H_old_new_min,H_old_new_max,average_forgetting,average_forgetting_std,average_forgetting_min,average_forgetting_max
full_legacy_oracle_strict,125,0.8406666666666671,0.09231146953335433,0.5138888888888888,0.9472222222222223,0.9324000000000006,0.08138533856496104,0.6666666666666666,1.0,0.8822702369170554,0.08587999952233843,0.610808128919584,0.9726889201391459,-0.002444444444444446,0.00704132423011327,-0.030555555555555596,0.013888888888888914
singleview_fft96_strict,125,0.7512444444444438,0.1345603063662636,0.3527777777777778,0.9416666666666668,0.6464000000000002,0.16794290034942763,0.18333333333333335,0.9,0.6856467579198244,0.1524880463744205,0.2630975452196382,0.8939822921416628,0.041244444444444445,0.03423242272221028,-0.011111111111111146,0.14722222222222223
