method,new_tx_ids,old_acc,seen_new_acc,min_seen_new_class_acc,H_old_new,passes_joint_target,per_new_acc,support_count,old_query_count,new_query_count
knn1,"2-13,20-4",0.8625,0.6875,0.625,0.7651209677419355,False,"{""2-13"": 0.75, ""20-4"": 0.625}",80,240,80
knn1,"10-4,12-20",0.8625,0.675,0.625,0.7573170731707317,False,"{""10-4"": 0.625, ""12-20"": 0.725}",80,240,80
knn1,"19-6,20-4",0.8625,0.675,0.625,0.7573170731707317,False,"{""19-6"": 0.725, ""20-4"": 0.625}",80,240,80
knn1,"19-9,2-16",0.8625,0.675,0.625,0.7573170731707317,False,"{""19-9"": 0.725, ""2-16"": 0.625}",80,240,80
knn1,"19-13,20-4",0.8625,0.6625,0.625,0.7493852459016394,False,"{""19-13"": 0.7, ""20-4"": 0.625}",80,240,80
knn1,"12-7,20-4",0.8625,0.65,0.625,0.7413223140495867,False,"{""12-7"": 0.675, ""20-4"": 0.625}",80,240,80
knn1,"19-6,3-8",0.8625,0.65,0.625,0.7413223140495867,False,"{""19-6"": 0.625, ""3-8"": 0.675}",80,240,80
knn1,"10-4,18-9",0.8583333333333333,0.65,0.625,0.7397790055248619,False,"{""10-4"": 0.625, ""18-9"": 0.675}",80,240,80
knn1,"10-4,2-16",0.8583333333333333,0.6375,0.625,0.7316155988857939,False,"{""10-4"": 0.625, ""2-16"": 0.65}",80,240,80
knn1,"13-19,20-4",0.8583333333333333,0.6375,0.625,0.7316155988857939,False,"{""13-19"": 0.65, ""20-4"": 0.625}",80,240,80
knn1,"18-15,2-16",0.8583333333333333,0.6375,0.625,0.7316155988857939,False,"{""18-15"": 0.65, ""2-16"": 0.625}",80,240,80
knn1,"20-4,3-8",0.8541666666666666,0.7375,0.625,0.7915575916230366,False,"{""20-4"": 0.625, ""3-8"": 0.85}",80,240,80
knn1,"13-14,6-6",0.8541666666666666,0.6625,0.625,0.7462225274725274,False,"{""13-14"": 0.625, ""6-6"": 0.7}",80,240,80
knn1,"19-10,2-13",0.8541666666666666,0.6625,0.625,0.7462225274725274,False,"{""19-10"": 0.7, ""2-13"": 0.625}",80,240,80
knn1,"10-4,12-7",0.8541666666666666,0.65,0.625,0.7382271468144044,False,"{""10-4"": 0.625, ""12-7"": 0.675}",80,240,80
knn1,"18-15,19-13",0.8541666666666666,0.65,0.625,0.7382271468144044,False,"{""18-15"": 0.675, ""19-13"": 0.625}",80,240,80
knn1,"1-16,20-4",0.8541666666666666,0.6375,0.625,0.7300977653631283,False,"{""1-16"": 0.65, ""20-4"": 0.625}",80,240,80
knn1,"10-4,18-15",0.8541666666666666,0.6375,0.625,0.7300977653631283,False,"{""10-4"": 0.625, ""18-15"": 0.65}",80,240,80
knn1,"12-20,6-6",0.8541666666666666,0.6375,0.625,0.7300977653631283,False,"{""12-20"": 0.625, ""6-6"": 0.65}",80,240,80
knn1,"20-4,9-20",0.8541666666666666,0.6375,0.625,0.7300977653631283,False,"{""20-4"": 0.625, ""9-20"": 0.65}",80,240,80
knn1,"10-4,19-10",0.8541666666666666,0.625,0.625,0.721830985915493,False,"{""10-4"": 0.625, ""19-10"": 0.625}",80,240,80
knn1,"1-8,20-4",0.85,0.725,0.625,0.7825396825396825,False,"{""1-8"": 0.825, ""20-4"": 0.625}",80,240,80
